LGA_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
LGA25900,49,999,8354,6269,4076,2230,588,50,15,22625,272,824,1374,778,712,770,514,83,5,5335,15,35,175,136,95,86,34,8,3,591,15,30,176,89,45,30,11,4,3,405,344,1894,10076,7274,4925,3117,1155,140,30,28954,14,95,301,230,258,159,22,3,0,1076,105,119,107,64,52,70,23,0,0,534,122,208,409,292,311,221,40,3,0,1607,467,2103,10489,7558,5233,3341,1192,144,30,30563,845,552,680,529,766,1192,1906,1179,473,8112,106,315,1406,899,719,564,376,182,65,4632,1415,2968,12568,8992,6715,5097,3472,1505,565,43303,59,1205,7745,4356,3043,1539,241,9,7,18203,407,1125,2227,1989,1661,1208,465,47,6,9130,12,49,398,348,133,103,32,0,0,1084,8,43,125,66,48,27,9,3,0,333,484,2413,10503,6760,4884,2880,760,63,11,28756,10,93,256,181,136,72,7,0,0,760,95,135,172,126,95,60,28,3,0,711,107,234,432,307,227,131,34,4,0,1471
LGA25990,26,55,137,221,246,241,74,10,4,1019,29,22,21,39,53,90,51,7,3,308,0,0,10,11,9,32,10,3,0,72,5,3,4,6,14,6,3,4,0,39,54,83,173,268,318,369,139,26,10,1427,3,23,12,10,12,14,0,0,0,72,3,0,6,3,9,5,3,0,0,23,3,19,13,11,19,21,3,0,0,100,60,107,187,283,334,390,142,26,10,1529,90,20,81,128,192,270,445,209,52,1490,10,7,18,28,31,60,55,24,11,242,158,134,287,433,553,721,639,261,71,3258,4,43,61,80,141,103,26,0,0,466,59,35,90,134,153,159,55,0,3,677,3,4,18,4,16,18,9,5,0,78,0,0,0,3,3,8,3,0,0,20,69,85,164,221,316,292,86,5,3,1235,5,9,12,3,12,5,0,0,0,46,8,3,3,5,11,14,0,0,0,38,13,13,15,11,16,15,0,0,0,77
LGA26080,0,15,34,55,84,99,24,0,0,320,17,11,12,17,17,44,43,10,0,185,0,0,3,0,3,11,8,0,0,21,0,0,0,4,3,3,0,0,0,9,24,28,46,76,110,159,76,13,0,534,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,13,26,30,48,80,113,165,76,13,0,544,34,4,3,7,23,59,191,133,51,505,5,4,4,3,13,17,25,17,10,103,60,37,61,94,151,241,294,167,61,1152,0,7,32,40,61,38,11,3,0,192,25,8,19,39,72,97,26,0,0,290,0,0,5,4,3,8,3,0,0,27,0,0,0,0,0,0,0,3,0,6,32,16,47,86,145,146,32,6,0,514,3,0,0,0,0,0,0,0,0,4,3,3,0,3,0,4,0,0,0,14,10,3,3,3,0,4,0,0,0,19
LGA26170,121,300,775,963,1162,884,261,41,10,4527,204,84,122,158,262,362,223,40,3,1451,9,11,35,29,63,72,36,11,0,272,15,11,22,32,21,33,20,7,6,159,350,409,951,1185,1520,1351,536,103,15,6414,18,37,44,42,44,45,0,0,0,237,27,11,12,8,19,24,7,0,0,102,46,48,55,49,58,69,13,0,0,339,394,458,1001,1237,1579,1420,541,105,19,6751,443,77,107,110,231,567,1281,725,265,3811,45,39,100,89,156,161,181,103,25,892,880,573,1210,1439,1966,2146,2001,934,309,11457,33,146,360,416,601,460,83,12,3,2124,251,204,414,609,749,746,213,28,0,3216,17,19,64,39,58,65,28,7,0,291,23,9,16,17,23,16,16,13,0,141,321,383,854,1087,1428,1289,344,60,9,5775,14,21,20,23,36,22,0,0,0,131,34,14,21,20,23,38,5,0,0,156,51,32,39,43,63,55,8,0,0,285
LGA26260,70,206,466,563,654,616,163,32,9,2782,122,64,84,81,103,177,122,25,3,785,11,3,13,12,32,40,24,5,0,145,11,9,13,7,12,15,14,3,0,81,210,282,582,669,800,848,318,61,17,3783,14,22,25,19,26,15,0,0,0,124,8,10,9,6,4,11,3,0,0,60,26,34,37,31,30,26,3,0,0,187,236,319,612,694,835,879,319,61,17,3974,264,60,48,68,136,233,615,376,152,1964,14,20,41,49,52,67,67,50,33,400,518,400,703,810,1024,1182,999,493,201,6340,37,95,239,224,371,291,69,11,3,1349,146,106,244,374,459,407,102,13,0,1858,14,17,40,29,34,34,16,3,0,195,10,7,9,11,12,10,9,0,3,65,210,227,535,641,882,748,198,21,8,3461,13,11,12,5,18,12,0,0,0,69,18,10,10,11,13,8,0,0,0,78,31,27,17,23,30,17,0,0,0,142
LGA26350,55,1148,8047,5153,4110,2385,776,121,17,21804,468,1300,1432,560,517,686,757,184,36,5934,17,57,151,92,81,64,51,13,0,531,13,57,146,72,57,32,25,13,3,413,555,2559,9773,5874,4761,3170,1613,328,55,28684,20,79,291,185,168,123,17,3,0,888,128,249,116,32,42,42,33,3,0,647,144,333,404,216,210,164,49,4,0,1533,699,2897,10175,6087,4974,3332,1663,332,55,30217,1420,1042,708,362,514,951,1838,1690,792,9321,126,297,1049,550,421,331,285,217,90,3371,2244,4238,11934,7003,5905,4618,3782,2240,940,42902,57,1391,7370,3169,2458,1536,337,21,5,16348,622,1669,2141,1809,1777,1410,705,94,12,10239,23,93,345,207,84,100,39,3,3,901,22,67,112,42,55,31,20,7,3,359,724,3216,9975,5224,4377,3076,1099,120,27,27850,16,95,267,137,96,51,4,3,0,673,160,271,176,110,99,65,16,4,0,911,182,371,446,245,195,114,17,7,0,1579
LGA26430,36,96,263,300,366,406,119,25,12,1617,65,26,43,41,82,121,92,27,10,505,0,3,16,14,20,30,13,3,0,98,4,3,13,5,17,20,3,7,0,67,105,131,336,368,479,574,229,58,16,2292,7,8,12,11,14,20,0,0,0,75,9,0,0,0,8,9,3,0,0,24,9,7,12,9,18,28,3,0,0,102,117,144,349,380,503,605,229,58,16,2395,131,20,28,42,96,221,550,334,107,1536,23,12,32,32,47,83,66,51,28,368,268,174,405,462,648,907,851,448,149,4303,12,53,136,174,221,218,46,11,0,859,79,56,148,180,228,267,90,20,3,1067,4,6,13,14,18,26,9,0,0,98,3,0,7,3,11,14,5,3,0,51,100,118,305,372,484,522,150,28,5,2075,3,8,5,12,9,15,0,0,0,52,5,7,7,9,8,18,4,0,0,53,11,14,16,23,22,29,0,0,0,105
LGA26490,73,258,928,1478,1422,904,187,16,3,5268,238,190,158,209,260,353,226,30,5,1667,16,14,35,40,51,60,27,5,0,247,13,16,25,15,20,20,3,7,0,126,345,478,1148,1745,1750,1342,448,57,10,7313,11,27,35,30,43,37,0,0,0,186,44,15,7,3,3,13,4,0,0,96,58,40,42,33,48,52,5,0,0,276,398,518,1192,1776,1799,1388,449,62,12,7588,450,89,91,109,142,508,1054,547,174,3167,40,38,82,104,112,129,101,44,22,677,889,649,1359,1996,2051,2033,1600,651,209,11429,30,121,587,535,724,455,69,0,0,2531,282,258,474,974,933,665,193,13,0,3791,19,18,89,72,62,64,20,3,0,348,13,11,22,20,19,20,5,3,0,106,346,404,1169,1593,1736,1206,290,19,3,6770,9,11,17,20,31,7,0,0,0,94,47,19,26,35,37,24,3,0,0,182,59,25,37,49,68,32,3,0,0,277
LGA26610,100,338,779,680,788,684,126,33,3,3525,129,75,107,80,121,157,103,11,7,799,17,7,24,24,33,39,27,3,0,172,7,14,24,24,34,18,6,3,0,141,246,435,935,816,975,900,262,55,14,4637,23,28,37,41,37,23,4,0,0,195,9,3,7,8,12,14,4,0,0,62,29,34,47,51,54,36,6,0,0,256,277,468,982,865,1028,940,268,55,12,4894,297,81,124,119,162,317,614,449,156,2320,61,84,175,143,176,158,142,88,43,1070,634,633,1286,1132,1369,1413,1021,591,212,8284,29,186,363,337,448,304,52,3,0,1728,220,150,302,382,379,379,88,18,0,1907,10,14,44,26,34,51,15,0,0,191,10,13,15,17,17,25,3,3,0,105,263,359,728,764,875,755,165,29,0,3934,15,14,21,17,16,11,0,0,0,83,14,14,20,24,22,18,0,0,0,116,27,28,45,40,36,26,0,0,0,203
LGA26670,16,55,132,183,269,262,106,25,4,1047,40,22,24,18,43,69,58,9,0,284,4,0,4,4,18,24,10,0,0,71,3,4,8,4,4,12,4,5,0,41,59,84,168,214,336,367,176,40,9,1451,3,8,13,7,14,13,0,0,0,58,4,0,0,0,5,4,5,0,0,22,10,9,12,12,20,15,3,0,0,79,69,94,185,222,355,380,181,40,9,1531,107,13,20,38,47,129,275,163,50,844,9,11,14,28,33,33,34,27,10,194,186,121,215,282,429,540,494,224,68,2572,5,25,61,92,159,102,48,7,0,506,49,26,77,91,152,154,52,11,0,617,4,0,19,8,8,19,0,0,0,64,0,3,0,5,11,9,7,0,0,37,65,52,158,196,333,286,113,22,6,1223,0,7,3,3,8,8,0,0,0,31,6,3,0,4,0,8,0,0,0,24,5,8,10,9,8,15,0,0,0,55
LGA26700,119,325,861,1025,1249,921,196,42,7,4730,242,109,115,167,205,301,170,37,13,1351,12,24,29,32,41,58,27,4,0,232,11,17,25,24,30,19,11,10,0,145,384,470,1028,1252,1513,1298,403,93,16,6453,16,51,37,46,46,42,3,0,0,230,26,6,14,12,4,17,6,0,0,86,40,62,46,54,45,55,6,0,0,318,426,528,1071,1307,1564,1350,411,93,16,6775,355,84,131,149,203,468,1108,693,261,3440,62,37,66,116,109,138,128,100,84,833,839,654,1270,1564,1871,1954,1646,890,361,11041,52,201,425,468,670,512,75,14,4,2432,308,213,450,716,751,662,171,21,7,3294,24,17,62,63,57,81,18,4,0,324,17,11,21,13,17,15,11,3,0,106,404,443,964,1257,1498,1273,270,45,7,6165,13,19,30,24,21,18,0,0,0,129,33,18,27,39,22,31,3,0,0,168,45,34,55,61,46,49,6,0,0,297
LGA26730,144,561,1309,1240,1359,918,135,10,3,5684,401,239,258,205,229,302,162,26,3,1830,11,22,40,49,60,75,20,5,3,281,20,23,25,22,29,23,8,3,0,151,581,844,1629,1517,1686,1312,325,43,8,7943,36,60,68,41,35,37,0,0,0,279,60,37,15,21,6,21,6,0,0,172,100,98,89,60,39,55,7,3,0,447,680,935,1715,1581,1722,1365,331,44,8,8394,384,136,155,175,201,493,1131,696,290,3665,70,84,114,118,159,141,140,96,41,960,1133,1151,1986,1867,2090,2001,1607,836,342,13017,79,328,674,530,801,508,45,3,0,2964,498,369,635,869,931,699,142,11,0,4161,18,34,123,66,72,66,14,0,3,393,22,24,19,27,19,17,10,6,0,139,614,752,1455,1499,1819,1280,211,22,4,7656,24,38,43,29,30,17,0,0,0,184,66,23,28,33,44,30,3,0,0,233,84,63,72,65,69,48,3,0,0,413
LGA26810,162,586,1427,1472,1594,1372,323,51,12,7001,277,168,211,194,255,410,221,56,9,1802,15,19,63,68,94,108,41,0,3,402,17,25,33,37,40,35,18,5,3,218,475,798,1730,1772,1987,1918,599,110,26,9416,42,81,112,88,105,107,3,0,0,543,51,25,18,15,17,31,10,0,0,162,90,107,126,99,127,135,15,0,0,706,566,904,1858,1871,2111,2052,615,111,22,10126,637,215,468,485,465,903,1790,970,329,6270,95,85,161,188,208,253,201,151,42,1379,1298,1201,2495,2548,2777,3209,2609,1233,394,17769,74,304,651,674,898,689,123,11,3,3425,418,294,727,868,1000,917,217,25,3,4468,13,22,126,72,87,106,28,0,0,454,20,17,19,24,48,35,4,10,6,178,524,628,1523,1634,2032,1744,379,48,15,8528,17,31,33,40,50,21,4,0,0,201,70,22,62,39,41,45,4,0,0,289,94,54,97,80,91,70,11,0,0,491
LGA26890,21,51,130,123,184,180,68,27,3,787,14,10,10,14,24,44,35,13,0,161,3,0,5,7,3,14,5,0,0,38,0,4,4,3,9,8,0,0,0,28,39,67,150,145,222,238,109,41,3,1016,9,4,11,0,5,3,0,0,0,31,3,3,0,0,3,0,0,3,0,12,11,5,6,0,11,5,0,3,0,41,44,72,160,149,228,246,109,46,3,1058,63,8,3,17,43,71,141,91,43,475,3,3,8,16,9,14,20,11,11,94,115,85,170,184,284,325,265,150,54,1625,5,23,57,40,112,76,30,4,0,353,24,23,57,87,107,89,33,6,0,435,3,3,10,6,14,7,3,0,0,48,0,3,3,3,5,3,3,0,0,18,34,51,128,138,240,176,72,17,3,848,8,0,0,0,3,8,0,0,0,19,0,0,3,0,0,3,0,0,0,14,6,0,3,4,7,11,0,0,0,30
LGA26980,190,1408,6602,7579,7099,4094,710,55,3,27743,1237,2066,1892,1051,1066,1217,822,150,14,9513,66,74,148,125,133,154,61,9,3,772,34,88,170,113,113,64,23,8,3,615,1527,3639,8805,8873,8411,5532,1616,219,25,38649,50,215,426,267,311,229,22,0,0,1521,476,490,235,74,74,90,33,4,0,1471,526,706,663,344,385,315,53,4,0,2995,2051,4342,9469,9220,8796,5852,1671,224,25,41648,3002,2260,1428,782,943,1955,4199,3672,1606,19857,154,271,458,368,372,306,276,264,198,2671,5206,6873,11351,10373,10118,8108,6146,4165,1830,64170,86,1090,4698,3622,4031,2361,305,11,0,16204,1659,2262,2668,3983,3909,2580,826,90,5,17987,63,107,432,343,193,175,59,6,3,1382,38,63,97,91,100,54,31,11,0,483,1848,3521,7897,8041,8228,5169,1217,111,12,36057,37,119,316,180,168,81,3,0,0,906,428,386,297,242,194,131,18,3,3,1705,465,506,613,422,366,215,17,3,3,2607
LGA27070,452,2318,10434,10058,7604,4549,622,39,6,36084,1252,1773,2146,1467,1235,1064,437,55,3,9434,51,92,225,211,188,184,54,4,4,1004,62,144,374,260,217,132,36,4,6,1235,1815,4325,13180,11992,9240,5935,1142,106,15,47753,185,412,662,503,372,241,6,0,0,2384,396,327,173,110,78,93,21,0,0,1191,584,737,837,612,445,334,34,0,0,3577,2400,5061,14013,12599,9691,6271,1176,106,20,51331,3320,1435,1583,1397,1644,2478,4940,3033,860,20697,219,349,853,680,495,430,403,257,75,3761,5935,6852,16452,14677,11831,9178,6513,3391,955,75780,166,1714,5912,4458,4254,2175,195,6,4,18872,1752,2243,4102,4615,3701,2371,398,30,8,19215,71,136,830,382,230,173,41,6,0,1864,59,101,244,175,160,85,17,4,0,847,2045,4192,11079,9634,8340,4803,651,43,8,40805,94,251,462,285,261,93,9,0,0,1448,498,276,371,347,215,128,10,0,3,1846,584,525,835,630,473,219,17,3,3,3294
LGA27170,300,863,1779,1589,1671,1051,166,8,3,7436,311,205,265,234,234,295,142,21,3,1712,11,21,53,53,41,61,28,3,0,277,7,24,39,38,28,17,12,0,0,168,634,1114,2138,1911,1980,1427,350,31,9,9597,52,79,69,67,52,51,3,0,0,379,89,19,19,16,21,27,3,0,0,190,141,104,88,86,69,74,11,0,0,577,776,1219,2223,1999,2054,1506,356,31,9,10168,574,151,191,208,271,565,1155,665,238,4016,79,113,178,152,138,167,89,60,27,1009,1433,1480,2593,2357,2455,2232,1603,763,271,15197,96,392,878,785,950,613,51,3,4,3776,485,379,851,879,864,649,138,13,0,4266,22,33,152,67,48,74,15,0,0,427,19,13,25,31,22,12,9,0,0,131,626,827,1915,1758,1887,1354,220,15,6,8604,25,55,60,57,49,25,0,0,0,277,81,44,51,46,41,32,5,0,0,308,113,101,116,109,89,61,3,0,0,589
LGA27260,444,2333,12558,13404,8575,4410,593,15,7,42341,1343,1788,2393,1700,1228,955,432,36,6,9878,48,83,241,268,219,183,43,3,0,1091,71,164,409,339,180,110,32,4,3,1316,1904,4369,15610,15714,10197,5663,1101,60,12,54628,213,468,802,631,449,279,17,0,0,2859,482,336,178,107,76,96,30,3,0,1303,692,798,976,735,531,373,45,3,0,4157,2600,5162,16587,16451,10727,6035,1144,67,16,58791,3613,1322,1853,1523,1385,2213,3618,1737,416,17686,303,393,1080,933,653,482,361,192,79,4469,6523,6877,19521,18901,12769,8730,5122,1990,515,80948,158,1636,7160,6076,4804,2213,172,8,3,22235,1788,2104,4527,4787,3390,1913,378,22,3,18906,51,120,803,411,202,164,30,3,3,1776,57,103,288,214,125,51,16,5,0,857,2047,3957,12779,11487,8529,4344,595,37,16,43775,119,359,781,480,289,160,6,0,0,2187,550,345,651,497,273,151,17,0,0,2478,669,700,1433,978,564,305,19,0,0,4669
LGA27350,34,963,8592,4788,2998,1614,402,29,6,19413,295,930,1574,701,549,520,382,43,7,5011,11,51,197,131,81,52,17,3,0,550,14,40,135,77,49,30,16,3,6,365,349,1984,10504,5695,3684,2211,816,75,18,25336,25,105,313,223,166,112,13,3,0,956,79,151,128,41,42,51,15,0,0,511,103,254,446,268,206,163,26,4,0,1468,452,2242,10949,5960,3892,2376,847,81,18,26812,734,570,679,540,673,939,1416,960,359,6877,124,312,1171,640,476,364,243,122,62,3516,1311,3119,12802,7144,5036,3676,2509,1167,436,37204,43,1152,8169,3165,2015,1183,201,12,3,15942,421,1392,2343,1557,1190,947,384,28,3,8262,15,60,378,286,82,70,25,5,0,918,17,51,112,57,34,26,12,0,0,311,495,2656,10999,5070,3315,2230,628,47,6,25443,15,87,209,119,124,52,4,0,0,615,105,178,169,117,83,55,16,0,0,731,124,266,377,240,207,107,16,5,0,1349
LGA27450,684,2302,6332,6998,7409,5014,931,71,15,29758,1268,1065,791,879,1050,1416,870,130,15,7485,49,61,180,216,213,297,111,19,0,1152,67,85,150,144,182,98,27,6,3,760,2076,3514,7456,8242,8851,6827,1945,223,29,39160,107,227,233,200,198,202,21,3,0,1191,279,123,57,41,46,64,26,0,0,634,384,349,293,244,243,266,44,4,0,1827,2459,3861,7744,8480,9093,7093,1986,232,29,40986,2343,537,619,663,965,2020,4688,2527,859,15223,193,218,417,462,495,452,430,221,96,2972,4990,4615,8782,9608,10555,9567,7105,2974,983,59178,204,1400,3302,2837,3851,2367,324,23,3,14326,1783,1649,2672,4121,4236,3333,809,63,5,18683,85,106,508,302,284,279,89,10,0,1659,52,60,106,120,124,101,23,10,0,590,2121,3221,6590,7378,8489,6085,1254,106,11,35256,77,124,119,119,120,64,3,0,0,624,370,122,143,188,165,99,26,0,0,1120,445,248,265,305,289,162,31,0,0,1743
LGA27630,13,74,176,168,279,265,75,22,0,1072,38,25,22,22,32,60,37,21,0,260,0,3,4,0,12,17,9,0,0,45,0,0,6,7,8,7,3,3,0,43,58,103,209,202,323,345,123,42,5,1419,9,6,9,12,15,19,0,0,0,68,6,4,0,0,3,6,0,0,0,18,7,11,14,7,18,23,0,0,0,81,70,116,222,211,338,369,123,42,5,1496,120,21,38,31,83,163,302,216,95,1077,16,10,30,23,36,29,43,25,18,222,203,152,291,266,457,566,468,284,121,2799,10,28,71,67,122,132,18,5,0,457,31,42,86,121,181,149,37,7,0,654,5,7,15,7,20,22,4,0,0,78,0,0,3,3,3,5,3,4,0,23,40,83,181,199,319,303,70,15,0,1206,5,0,4,4,8,0,0,0,0,25,4,8,3,0,3,10,0,0,0,26,10,11,10,4,7,8,0,0,0,53
LGA29399,12,38,49,39,25,16,11,0,0,191,3,6,15,3,6,15,3,3,0,48,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,16,44,64,47,31,32,15,3,0,251,0,0,3,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,9,15,44,70,49,34,27,15,3,0,263,3,4,3,0,6,10,13,7,0,43,6,16,21,22,12,11,5,0,0,103,24,61,97,74,56,55,38,13,0,406,0,19,55,24,8,11,0,0,0,120,0,8,18,13,4,4,3,0,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,5,29,75,39,19,12,4,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3
LGA29499,22,78,302,181,125,89,12,3,0,811,17,61,84,55,47,47,11,3,0,317,3,4,18,13,16,5,3,0,0,64,0,0,15,18,10,0,0,0,0,53,42,145,420,264,195,140,24,3,0,1242,12,33,94,56,54,22,6,0,0,274,12,26,32,13,10,6,3,0,0,91,27,56,123,68,63,24,10,0,0,367,68,202,545,333,260,169,35,3,0,1610,72,124,212,144,134,164,200,59,9,1119,41,121,296,337,236,133,45,13,0,1218,180,447,1052,813,628,460,283,72,9,3942,8,58,175,69,53,21,3,0,0,384,20,72,102,43,47,44,7,0,0,326,0,6,16,10,5,13,3,0,0,50,3,11,11,3,4,0,0,0,0,35,25,142,304,121,102,80,16,0,0,786,3,22,56,27,16,7,0,0,0,136,15,29,23,21,6,12,0,0,0,115,20,55,76,44,23,20,0,0,0,251
LGA29799,0,0,4,3,8,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,11,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
