LGA_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
LGA26080,1181,..,..,..,..,1181,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA26170,12534,..,..,..,..,12534,..,5,0,5,0,5,..,7,0,7,0,5,..,0,0,0,0,0,..,3,3,5,0,5,..,15,4,21,0,21,..,0,0,0,0,0,..,23,7,27,0,27,..,3,0,3,0,3,..,30,3,31,0,31,..,14,0,14,0,14,..,35,0,37,0,37,..,15,0,17,0,17,..,0,0,0,0,0,..,3,0,5,0,5,..,6,0,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,21,3,22,0,22,..,101,14,112,0,115,..,11,0,11,0,11,..,5,3,12,0,12,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,4,0,4,0,4,..,7,0,7,0,7,..,0
LGA26260,7121,..,..,..,..,7121,..,15,0,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,17,3,18,0,18,..,3,0,3,0,3,..,22,7,30,0,30,..,3,0,3,0,3,..,9,0,9,0,9,..,3,0,3,0,3,..,13,0,13,0,13,..,5,0,5,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,22,0,22,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,3
LGA26350,34713,..,..,..,..,34713,..,44,0,44,0,48,..,167,12,180,3,184,..,0,0,0,0,0,..,543,78,620,5,622,..,1649,366,2016,18,2030,..,129,31,159,0,161,..,2318,479,2793,23,2818,..,55,4,53,0,53,..,85,0,85,0,85,..,382,13,394,3,401,..,209,3,213,3,215,..,1319,322,1646,18,1665,..,72,3,77,0,77,..,450,16,466,3,468,..,99,3,99,0,104,..,142,4,146,0,147,..,80,0,81,0,81,..,408,27,430,0,428,..,1245,48,1295,9,1303,..,545,30,577,6,578,..,172,33,210,0,210,..,109,30,141,0,141,..,26,0,28,0,28,..,13,0,13,0,13,..,138,6,142,0,142,..,97,4,106,0,103,..,190,110,301,3,308,..,12,0,12,0,7,..,68,7,72,0,72,..,55,0,56,0,56,..,228,15,243,0,243,..,87,0,86,0,87,..,35
LGA26430,4512,..,..,..,..,4512,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,6,0,6,..,4,0,3,0,3,..,9,0,15,0,15,..,0,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,10,0,10,0,10,..,5,0,11,0,11,..,0,0,0,0,0,..,8,0,8,0,8,..,6,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,13,0,17,0,17,..,25,0,22,0,22,..,3,0,3,0,3,..,3,3,5,0,5,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3
LGA26490,13175,..,..,..,..,13175,..,14,0,13,0,13,..,7,0,6,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,7,4,11,3,17,..,0,0,0,0,0,..,14,4,19,3,16,..,7,3,12,0,12,..,35,0,35,0,35,..,34,3,35,0,35,..,62,0,62,0,65,..,37,0,33,0,33,..,0,0,0,0,0,..,12,0,14,0,14,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,28,0,29,0,29,..,59,3,63,0,63,..,9,3,12,0,12,..,0,0,3,0,3,..,12,4,14,0,14,..,10,0,11,0,11,..,9,0,9,0,9,..,4,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,15,0,15,0,15,..,10,0,10,0,10,..,0
LGA26610,7822,..,..,..,..,7822,..,7,0,7,0,7,..,14,3,15,0,15,..,0,0,0,0,0,..,14,15,23,0,23,..,46,35,84,0,84,..,0,0,3,0,3,..,58,49,106,0,106,..,3,0,3,0,3,..,6,0,6,0,6,..,11,0,15,0,15,..,11,0,11,0,11,..,27,5,31,0,31,..,9,0,9,0,9,..,13,0,13,0,15,..,86,12,101,5,101,..,13,0,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,127,17,147,3,146,..,168,16,186,9,192,..,3,0,3,0,3,..,4,3,8,0,8,..,0,0,0,0,0,..,7,0,7,0,7,..,9,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,3,0,3,..,21,3,24,0,24,..,17,7,26,0,26,..,18,0,21,0,21,..,17
LGA26670,2773,..,..,..,..,2773,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,4,..,0,3,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,16,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,6,0,6,..,3,0,3,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0
LGA26700,12051,..,..,..,..,12051,..,6,0,6,0,6,..,10,0,10,0,10,..,0,0,0,0,0,..,7,3,7,0,7,..,19,3,21,0,21,..,0,0,0,0,0,..,33,3,36,0,36,..,9,0,9,0,9,..,16,0,16,0,11,..,17,0,17,0,17,..,25,0,29,0,29,..,18,7,18,0,18,..,0,0,0,0,0,..,6,0,4,0,4,..,19,0,21,0,21,..,9,0,8,0,8,..,7,0,7,0,7,..,19,0,24,0,24,..,58,5,63,0,63,..,227,35,259,0,264,..,14,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,10,0,10,..,5,0,10,0,10,..,3,0,3,0,3,..,6,0,6,0,3,..,17,3,19,0,19,..,3
LGA26730,14294,..,..,..,..,14294,..,8,0,10,0,10,..,32,0,31,0,31,..,0,0,0,0,0,..,19,6,23,0,23,..,79,117,199,0,198,..,3,12,15,0,15,..,96,136,229,0,235,..,0,0,3,0,3,..,12,0,12,0,10,..,22,4,24,0,24,..,18,0,18,3,18,..,17,0,17,0,18,..,0,0,0,0,0,..,21,0,21,0,21,..,3,0,3,0,10,..,28,4,29,0,29,..,0,0,0,0,0,..,11,0,11,0,11,..,62,4,67,0,70,..,16,0,20,0,20,..,22,3,22,0,22,..,18,44,58,0,58,..,0,0,0,0,0,..,4,0,4,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,9,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,11,0,11,..,12,0,16,0,16,..,4,0,4,0,4,..,6
LGA26810,18503,..,..,..,..,18503,..,17,0,17,0,22,..,9,0,11,0,11,..,0,0,0,0,0,..,11,3,16,0,16,..,38,10,50,3,53,..,3,0,4,0,4,..,49,15,70,3,74,..,22,0,22,0,22,..,36,0,36,0,36,..,21,0,18,0,18,..,33,0,33,0,33,..,20,6,23,0,23,..,3,0,3,0,3,..,21,3,29,0,24,..,28,0,31,0,37,..,15,0,17,0,17,..,9,0,9,0,9,..,13,3,16,0,16,..,95,8,103,3,106,..,50,9,66,0,66,..,3,0,3,0,4,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,22,0,27,0,25,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,9,0,9,..,24,0,22,0,22,..,3,0,3,0,3,..,36,3,38,0,38,..,10
LGA26890,1825,..,..,..,..,1825,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA26980,46903,..,..,..,..,46903,..,68,0,68,0,68,..,274,32,304,0,304,..,5,0,9,0,9,..,3052,931,3983,22,4008,..,6892,2670,9562,40,9605,..,545,224,770,4,773,..,10493,3825,14311,67,14384,..,103,8,108,0,108,..,82,3,83,0,83,..,213,10,220,0,220,..,268,5,275,3,278,..,1675,265,1944,15,1959,..,151,5,157,0,157,..,924,22,945,8,952,..,510,43,553,3,556,..,743,18,760,9,765,..,256,7,262,3,265,..,618,26,642,3,646,..,3199,124,3326,20,3345,..,900,114,1017,11,1026,..,231,27,264,0,263,..,431,139,563,6,573,..,66,4,72,0,78,..,36,0,33,0,33,..,442,93,534,6,545,..,137,10,146,0,146,..,94,12,107,0,107,..,3,0,3,0,3,..,100,20,115,0,116,..,129,3,131,0,133,..,406,25,431,3,432,..,148,4,150,0,150,..,81
LGA27070,49942,..,..,..,..,49942,..,89,0,90,0,90,..,4218,743,4963,65,5023,..,5,0,5,0,5,..,541,226,770,11,781,..,1511,701,2216,20,2237,..,252,96,343,0,344,..,2305,1028,3331,34,3365,..,325,67,391,5,391,..,35,0,36,0,37,..,144,10,151,0,152,..,102,0,104,4,106,..,2895,559,3455,33,3483,..,197,6,203,4,209,..,1716,84,1802,19,1823,..,3170,294,3460,45,3505,..,931,53,985,7,986,..,589,37,630,14,635,..,753,55,809,6,816,..,7349,536,7889,88,7975,..,3821,607,4429,90,4525,..,61,8,73,0,73,..,90,28,115,0,115,..,4217,763,4978,66,5042,..,372,23,400,5,404,..,497,214,717,8,723,..,97,6,107,3,113,..,69,11,77,0,79,..,350,30,381,11,387,..,305,62,367,3,367,..,351,15,368,3,370,..,172,23,192,0,192,..,449,15,463,3,462,..,134
LGA27170,16964,..,..,..,..,16964,..,17,0,23,0,23,..,27,3,30,0,30,..,7,0,7,0,8,..,12,3,16,0,18,..,36,10,46,0,46,..,0,0,0,0,3,..,45,16,64,3,63,..,42,9,51,0,51,..,21,3,22,0,22,..,26,0,31,0,31,..,75,0,79,0,79,..,8,0,8,0,12,..,11,0,11,0,11,..,36,0,33,0,33,..,57,4,68,0,68,..,25,3,29,0,31,..,19,0,25,0,25,..,98,27,130,0,125,..,245,38,285,3,293,..,45,9,55,6,62,..,6,0,9,0,9,..,8,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,6,0,6,..,10,0,10,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,22,5,29,0,26,..,26,0,26,0,26,..,0,0,0,0,0,..,33,5,39,0,39,..,11
LGA27260,57803,..,..,..,..,57803,..,189,4,190,3,191,..,1813,249,2063,22,2087,..,3,0,3,0,3,..,865,212,1080,5,1083,..,2418,945,3370,31,3399,..,167,53,222,0,222,..,3451,1215,4672,33,4701,..,265,34,300,7,303,..,71,0,78,0,77,..,270,14,291,4,289,..,154,6,161,0,161,..,656,49,705,3,707,..,1090,65,1160,9,1171,..,3683,161,3840,32,3867,..,3914,383,4291,46,4336,..,760,32,794,10,802,..,1818,139,1952,9,1963,..,2097,164,2267,25,2287,..,13350,947,14302,123,14424,..,1238,133,1376,18,1396,..,108,18,129,0,126,..,297,103,399,0,400,..,546,50,598,4,603,..,562,28,592,3,595,..,206,57,265,0,265,..,266,37,298,0,302,..,210,27,237,0,237,..,596,58,653,8,661,..,399,62,456,3,460,..,890,23,911,10,917,..,684,48,729,7,737,..,1244,29,1268,16,1289,..,338
LGA27350,29411,..,..,..,..,29411,..,22,0,22,0,22,..,269,40,311,9,325,..,7,0,7,0,7,..,320,172,490,4,496,..,585,245,828,3,827,..,158,97,247,3,255,..,1053,511,1564,9,1575,..,75,12,87,3,85,..,67,4,69,0,69,..,293,3,299,4,303,..,195,3,199,0,201,..,814,237,1058,5,1062,..,17,0,18,0,19,..,93,0,93,0,93,..,30,0,31,0,31,..,45,0,41,0,47,..,45,0,45,0,45,..,74,0,76,0,76,..,304,4,312,4,314,..,638,89,727,11,735,..,92,12,101,0,101,..,48,17,65,0,70,..,63,5,69,0,68,..,22,0,22,0,25,..,52,3,58,3,65,..,48,3,54,0,54,..,52,3,62,0,62,..,4,0,4,0,4,..,72,8,82,0,83,..,29,0,29,0,29,..,88,6,90,0,90,..,40,0,39,0,39,..,46
LGA27450,65158,..,..,..,..,65158,..,90,5,92,0,92,..,105,5,112,3,114,..,3,0,3,0,3,..,103,26,131,0,131,..,282,97,372,4,378,..,17,9,20,0,20,..,399,127,525,4,529,..,52,4,51,0,56,..,329,9,333,3,339,..,125,9,133,0,136,..,409,10,422,3,421,..,154,14,166,0,167,..,5,0,5,0,5,..,97,3,100,3,101,..,82,5,85,0,87,..,65,4,67,0,67,..,11,0,11,0,11,..,59,5,66,0,68,..,314,20,336,6,338,..,645,59,703,6,711,..,82,8,91,0,91,..,21,5,29,0,27,..,22,0,26,0,25,..,18,0,18,0,18,..,52,5,60,0,60,..,133,10,137,0,141,..,59,4,59,0,64,..,10,0,10,0,10,..,25,3,30,0,30,..,35,0,34,0,34,..,29,4,38,0,33,..,72,3,72,0,72,..,22
LGA27630,3030,..,..,..,..,3030,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,8,0,3,..,0,0,0,0,0,..,4,3,8,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,4,0,4,..,4,0,4,0,4,..,9,3,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA29399,305,..,..,..,..,305,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,7,3,8,0,8,..,0,0,0,0,0,..,7,5,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA29499,2372,..,..,..,..,2372,..,0,0,0,0,0,..,30,28,52,0,52,..,0,0,4,0,4,..,18,8,29,0,29,..,52,36,83,3,91,..,0,0,0,0,0,..,72,42,113,3,113,..,0,0,0,0,0,..,11,0,11,0,11,..,20,0,20,0,20,..,14,4,17,0,17,..,20,0,18,0,18,..,3,0,3,0,3,..,24,0,24,0,24,..,12,0,12,0,12,..,9,0,9,0,9,..,6,3,12,0,12,..,12,0,16,0,16,..,60,6,67,0,67,..,39,4,44,0,42,..,4,3,9,0,9,..,7,7,18,0,18,..,3,0,3,0,3,..,0,0,0,0,0,..,5,5,12,0,12,..,4,0,4,0,4,..,8,3,12,0,12,..,11,0,11,0,11,..,6,0,8,0,8,..,7,0,7,0,7,..,3,0,7,0,7,..,8,0,8,0,8,..,5
LGA29799,18,..,..,..,..,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
