LGA_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
LGA25900,252,802,21,93,121,30,0,12,9,1334,65,168,5,13,27,9,3,0,4,280,1982,5652,243,718,1434,662,14,147,124,10966,3,6,0,14,10,3,0,4,0,40,256,394,77,205,274,121,3,22,18,1366,339,411,112,395,448,219,4,30,19,1975,234,205,282,396,439,184,8,43,26,1822,24,27,11,34,49,33,0,12,0,189,76,72,21,94,148,56,3,12,14,492,44,79,3,17,37,30,0,9,3,225,56,95,20,44,73,25,3,12,55,385,4259,10602,829,2165,3455,1496,43,344,315,23499,27,93,0,0,12,3,0,0,3,150,158,981,3,20,40,3,3,0,18,1227,1691,3761,135,217,569,228,24,69,95,6781,85,173,3,20,32,10,0,9,3,330,406,1237,51,113,174,51,10,25,12,2085,100,240,6,13,41,15,3,5,4,427,4216,10883,700,1207,2173,1213,100,356,280,21128,11,7,7,20,9,3,0,5,3,60
LGA25990,14,16,0,3,3,0,0,0,0,31,5,0,0,0,0,0,0,0,0,11,34,104,4,12,17,4,0,3,5,184,0,0,0,0,0,0,0,0,0,0,14,12,4,13,12,6,0,4,0,73,15,22,10,43,24,12,3,7,0,123,23,5,24,65,36,12,3,20,3,194,0,0,0,8,0,0,0,4,0,13,7,6,4,10,8,3,0,9,0,42,7,0,0,0,3,0,0,0,0,14,5,0,0,4,4,3,0,8,0,31,123,185,52,157,116,38,7,59,9,749,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,13,22,0,3,4,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,15,19,0,3,3,0,0,0,0,42,5,3,0,0,0,0,0,0,0,7,62,150,13,16,22,3,0,4,10,281,0,0,0,0,0,0,0,0,0,0
LGA26080,4,18,0,6,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,3,31,92,5,8,29,3,0,3,0,168,0,0,0,0,0,0,0,0,0,0,4,17,0,5,8,4,0,0,3,46,3,3,4,9,7,6,0,0,0,34,3,3,4,7,6,3,0,3,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,60,162,18,46,64,25,3,9,9,393,0,3,0,0,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,26,15,43,0,0,6,0,4,0,3,71,0,0,0,0,0,0,0,0,0,3,5,24,0,6,0,4,0,3,0,50,0,5,0,0,0,0,0,0,0,7,56,158,10,16,32,7,3,7,3,294,0,0,0,0,0,0,0,0,0,0
LGA26170,28,99,4,31,14,0,0,3,0,184,14,25,0,3,8,0,0,0,0,47,141,537,24,76,82,27,3,27,11,942,3,0,0,0,0,4,0,0,0,12,62,82,15,60,60,17,0,17,6,316,70,66,14,135,101,29,8,17,8,461,91,50,147,265,182,106,12,98,16,969,14,6,3,22,30,22,0,13,0,110,23,9,3,45,30,20,3,15,0,149,3,8,0,6,4,3,0,3,0,32,37,15,10,33,21,32,0,23,10,191,511,1015,236,686,548,270,23,218,50,3571,0,9,0,0,0,0,0,0,0,14,10,32,0,0,0,0,0,3,0,43,47,131,4,8,12,3,0,3,3,205,5,10,0,0,0,0,0,0,0,14,44,143,6,30,20,3,3,4,0,249,15,27,3,3,8,0,0,3,0,61,282,784,54,109,106,48,11,48,15,1457,5,3,0,3,0,4,0,0,0,15
LGA26260,11,69,0,16,9,3,0,0,0,109,9,12,0,0,9,0,0,0,0,20,88,399,15,57,63,21,0,6,0,644,0,6,0,0,0,0,0,0,0,6,26,58,14,29,24,11,0,9,3,172,46,45,17,92,48,16,3,10,3,277,50,36,72,182,118,58,4,52,4,583,9,3,0,26,24,9,0,24,0,87,16,3,10,17,26,7,0,8,0,92,5,11,0,3,3,0,0,0,0,21,22,15,3,21,11,15,0,10,7,114,303,717,127,448,340,140,13,121,22,2227,0,5,0,0,0,0,0,0,0,5,9,34,0,0,3,0,0,0,0,43,38,84,7,0,4,0,0,0,0,138,0,5,0,0,0,0,0,0,0,12,16,97,0,13,14,6,0,0,0,150,10,16,0,0,9,0,0,0,0,31,194,557,29,77,78,26,7,21,3,994,0,6,0,0,0,0,0,0,0,7
LGA26350,175,724,15,76,155,28,0,6,8,1186,42,145,3,10,18,3,0,0,0,221,1938,6027,239,666,1563,723,19,123,151,11450,7,9,3,8,3,3,0,0,0,33,259,368,47,177,313,150,3,12,10,1347,256,351,98,286,383,173,9,27,22,1611,172,133,196,291,332,150,11,44,24,1354,21,23,6,23,54,31,0,12,0,168,59,60,15,86,133,62,3,16,3,424,36,86,7,22,38,32,0,3,5,231,46,88,17,46,56,31,0,22,39,342,3714,10592,703,1805,3469,1552,47,296,330,22510,26,106,4,6,11,0,0,0,3,158,146,1178,10,8,28,4,0,0,19,1393,1498,3851,121,181,644,289,22,75,104,6780,52,201,4,4,31,18,0,0,5,320,355,1203,23,91,206,56,3,13,16,1976,70,193,3,15,28,9,0,7,0,329,4537,11896,650,1064,2350,1432,115,356,336,22735,8,14,4,13,7,7,0,3,0,56
LGA26430,7,38,0,5,7,0,0,0,0,61,3,7,0,0,0,0,0,0,0,10,51,211,9,23,31,10,3,17,0,355,0,0,0,0,0,0,0,0,0,0,35,42,14,20,21,7,0,4,0,143,20,38,12,49,33,3,0,13,0,176,41,19,50,94,82,29,3,33,0,347,4,0,3,0,9,10,0,5,0,35,3,4,8,24,8,8,0,13,3,65,4,0,0,0,4,0,0,3,0,15,8,13,4,7,3,8,0,17,5,72,201,405,102,237,194,69,12,106,20,1337,0,3,0,0,0,0,0,0,0,3,6,13,0,0,0,0,0,0,3,24,28,31,0,8,5,0,0,3,0,79,0,9,0,0,0,0,0,0,0,8,11,48,0,5,3,0,0,0,0,85,3,8,0,3,0,0,0,0,0,15,120,293,24,37,37,13,6,27,4,568,0,0,0,0,0,0,0,0,0,0
LGA26490,45,196,0,15,25,9,0,8,7,298,10,32,0,3,6,0,0,0,0,56,214,1081,46,180,212,88,3,28,25,1873,0,3,0,8,0,0,0,0,0,11,57,131,26,79,96,45,3,15,8,453,73,102,23,143,122,45,0,15,7,527,55,66,127,216,173,100,9,50,4,793,12,4,4,16,32,18,0,8,0,90,13,12,7,30,45,25,0,11,0,141,0,16,0,3,10,5,0,0,0,37,21,37,13,25,27,23,0,8,9,153,579,1981,258,746,778,353,12,140,62,4901,9,14,0,0,3,0,0,0,0,33,22,127,5,3,0,0,0,3,3,162,172,348,7,22,34,9,0,6,8,615,7,21,0,3,7,0,0,0,0,36,70,285,10,28,30,9,0,12,5,453,17,41,0,6,11,0,0,0,0,70,585,1807,134,268,288,141,20,77,43,3371,0,3,5,8,0,0,0,0,0,17
LGA26610,10,82,0,11,3,0,0,0,0,108,3,9,0,3,0,0,0,0,0,14,58,409,4,45,49,21,0,16,5,611,0,0,0,3,0,0,0,0,0,8,31,58,3,43,20,7,0,11,0,176,34,48,18,88,61,18,0,10,0,273,59,43,90,187,145,57,6,63,10,655,12,0,8,21,19,22,0,10,0,85,5,4,3,28,20,15,0,13,0,97,6,0,0,3,4,3,0,8,0,27,19,26,3,22,13,18,0,18,10,121,248,737,134,444,337,157,11,148,34,2242,0,7,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,6,19,55,0,7,7,3,3,0,4,87,0,0,0,0,0,0,0,0,0,3,19,110,0,14,4,0,0,0,0,147,4,10,0,4,0,0,0,0,0,17,135,602,24,61,60,26,3,35,9,948,3,0,0,4,0,0,0,7,0,16
LGA26670,0,23,0,0,0,0,0,0,0,29,7,7,0,0,0,0,0,0,0,11,46,111,0,14,15,6,3,4,0,215,0,0,0,0,0,0,0,0,0,4,20,21,0,14,16,4,0,0,0,71,21,22,7,31,28,3,0,9,0,119,33,21,22,51,47,14,3,22,3,220,3,0,0,7,9,4,0,3,0,28,6,0,3,7,7,4,0,0,0,35,0,0,0,3,0,0,0,0,0,9,7,3,0,5,9,3,0,11,0,48,152,238,44,137,134,41,10,56,10,813,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,0,0,17,13,23,0,0,3,3,0,3,0,40,0,0,0,0,0,0,0,0,0,0,8,38,0,0,0,0,0,0,0,46,4,11,0,0,0,0,0,0,0,18,73,176,13,21,16,11,4,7,3,324,0,0,0,0,0,0,0,0,3,4
LGA26700,28,141,0,25,13,0,0,4,0,208,9,45,0,5,4,0,0,0,0,64,114,777,17,97,103,20,5,16,13,1159,0,0,3,3,0,0,0,0,3,16,51,106,9,79,69,16,0,11,3,337,57,91,18,196,125,46,12,26,10,570,74,56,132,329,228,125,19,58,11,1029,6,3,5,19,37,19,3,14,0,110,17,14,12,59,37,21,4,9,0,178,10,13,0,4,10,3,0,3,0,44,17,24,10,29,20,17,3,20,3,143,402,1420,209,859,655,275,43,156,33,4052,0,5,0,0,3,0,0,0,0,11,4,47,0,0,0,0,0,0,0,56,55,187,7,15,16,0,0,0,0,281,0,8,0,0,0,0,0,0,0,10,42,193,3,35,18,4,3,6,0,306,10,59,0,9,7,0,0,0,0,97,266,1115,47,133,133,43,14,44,18,1805,4,0,3,10,0,0,0,0,3,21
LGA26730,17,159,0,28,14,4,0,3,3,234,12,47,0,6,5,0,0,0,0,73,97,991,25,119,150,45,3,36,11,1475,0,0,0,3,3,3,0,0,0,11,34,103,22,80,61,24,0,12,4,338,56,85,30,208,140,62,0,28,4,609,81,66,194,372,284,157,10,104,13,1265,13,3,7,31,40,28,3,21,0,151,11,6,13,67,34,30,3,20,0,182,0,6,4,3,8,3,0,4,3,39,8,34,13,46,25,20,3,19,16,183,357,1705,305,961,782,368,19,249,52,4805,0,15,0,0,0,0,0,0,0,13,4,77,0,0,0,0,0,0,0,93,63,234,6,12,13,0,0,3,0,333,3,14,0,0,0,0,0,0,0,22,35,231,13,30,18,7,0,4,5,343,22,66,6,8,5,0,0,3,3,113,251,1570,66,158,198,88,14,74,19,2446,0,0,0,6,9,3,0,0,0,16
LGA26810,25,156,9,38,14,3,0,4,0,247,7,41,0,5,3,0,0,3,0,58,140,936,34,119,128,33,0,16,10,1410,3,5,0,6,0,3,0,0,0,23,66,116,13,90,52,12,0,10,3,373,102,129,30,212,139,33,0,33,5,689,147,89,200,433,313,142,17,132,11,1475,21,11,10,32,51,26,6,18,0,168,26,9,18,85,46,16,3,13,0,216,12,11,3,12,8,6,0,10,3,66,36,33,14,43,29,28,3,27,17,234,615,1716,325,1089,800,315,35,277,52,5218,0,18,0,0,0,0,0,0,0,20,0,34,0,0,0,0,0,0,0,41,82,197,6,22,12,3,0,8,3,336,3,25,0,3,0,0,0,0,0,35,46,218,10,44,15,3,0,6,0,357,11,51,0,9,3,0,0,3,0,78,331,1349,87,159,162,38,19,51,15,2216,5,8,3,7,0,3,0,0,0,23
LGA26890,5,18,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,30,83,0,4,13,3,0,6,0,148,0,0,0,0,0,0,0,0,0,0,22,13,0,3,9,3,0,7,0,57,9,18,0,17,10,4,0,3,0,63,28,8,13,40,23,8,0,20,0,140,4,0,0,3,7,0,0,0,0,14,11,3,0,9,3,0,0,0,0,29,3,0,0,0,0,0,0,0,0,7,4,5,0,10,5,3,0,4,0,25,122,169,17,93,65,24,6,45,6,540,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,16,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,10,20,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,6,51,106,3,14,13,3,0,11,0,199,0,0,0,0,0,0,0,0,0,0
LGA26980,191,1078,20,153,178,43,0,6,19,1687,31,210,3,18,49,3,3,0,3,322,1391,6212,297,1006,1920,703,33,216,118,11894,3,6,0,6,9,5,0,0,0,37,225,520,89,311,461,152,15,65,23,1853,264,386,162,658,626,265,17,87,25,2492,192,179,290,742,592,250,30,123,28,2422,26,20,19,55,86,41,4,20,3,284,43,46,25,131,208,70,9,25,11,568,43,95,19,44,61,26,3,15,5,312,28,97,24,86,87,51,3,23,53,458,3049,11588,1054,3412,4914,1798,126,634,328,26906,25,90,4,10,23,4,0,4,0,155,170,1100,19,16,42,15,0,6,13,1377,1452,4215,287,284,944,376,70,178,102,7909,76,197,5,18,43,11,0,6,6,360,409,1650,61,190,232,81,11,24,26,2689,90,288,12,35,65,7,3,3,5,505,3622,11634,1064,1494,2895,1349,263,580,245,23145,8,7,11,11,9,5,0,3,0,59
LGA27070,77,593,9,171,72,30,0,11,4,972,10,129,0,12,21,6,0,0,0,174,643,4193,222,895,1355,588,42,249,93,8277,4,6,3,34,14,11,0,0,0,77,244,420,109,423,515,199,21,82,8,2023,297,490,238,1253,923,387,34,131,37,3785,317,305,709,1804,1248,648,100,325,72,5527,29,40,35,113,231,114,20,49,5,635,66,56,57,300,305,122,19,78,19,1015,32,66,32,59,85,43,13,27,0,355,58,108,39,217,205,146,26,96,95,981,1961,7566,1521,5518,5284,2424,275,1139,371,26066,7,56,0,7,11,3,0,0,0,78,46,375,6,8,16,8,4,3,0,478,589,1866,196,348,522,270,188,211,54,4246,15,140,3,11,33,7,4,10,7,238,155,802,30,196,111,40,19,20,12,1393,31,170,10,20,26,11,3,3,6,270,1733,6857,808,1336,2042,1025,543,652,197,15185,7,5,13,38,19,14,11,11,3,124
LGA27170,24,152,0,42,17,4,0,0,0,244,11,61,0,0,3,3,0,0,0,83,116,930,20,129,146,48,0,22,13,1437,0,3,0,5,0,0,0,0,0,14,40,95,13,92,102,23,0,5,3,371,79,108,46,345,203,69,3,23,11,891,92,99,219,521,425,220,21,102,8,1714,14,6,9,38,65,37,3,20,3,192,8,5,7,59,74,34,9,28,0,225,0,9,8,4,10,5,0,3,0,46,14,18,5,34,46,28,3,25,16,191,440,1710,335,1285,1107,481,45,241,61,5698,3,17,0,3,0,0,0,0,0,20,4,58,0,0,4,0,0,0,0,72,93,264,6,20,23,8,0,7,0,421,11,14,3,0,0,0,0,0,0,28,49,217,6,44,20,4,3,3,3,354,22,65,3,3,6,4,0,0,0,105,291,1362,74,183,206,80,33,45,23,2300,0,3,3,9,4,0,0,0,0,18
LGA27260,81,535,16,202,118,28,0,3,8,996,14,129,3,11,27,3,0,0,0,194,871,4530,321,1180,1815,672,112,303,112,9907,4,6,4,24,16,11,0,4,3,75,225,380,116,456,470,166,29,60,29,1933,407,494,252,1489,1000,386,66,161,38,4281,354,308,605,1650,1320,597,202,392,64,5490,34,19,24,109,157,97,22,55,0,510,71,65,42,260,249,99,42,68,17,917,33,75,25,77,85,42,18,33,14,400,50,95,39,175,165,99,37,72,102,827,2534,8418,1568,6043,6159,2454,564,1284,440,29454,14,47,3,3,6,4,3,3,0,83,58,495,15,15,22,5,4,7,5,634,1335,3756,387,560,1318,583,304,275,131,8645,56,183,10,26,37,22,10,12,3,350,199,851,48,243,163,63,31,20,16,1627,55,212,11,19,44,7,5,0,0,342,2402,8188,1159,1719,2787,1299,867,798,256,19482,9,15,16,28,18,14,11,7,9,125
LGA27350,219,879,14,73,133,22,0,5,15,1368,59,176,0,20,30,9,0,3,0,300,1638,5828,279,748,1176,636,14,95,128,10548,6,3,0,3,0,4,0,0,0,23,180,301,38,127,188,101,6,20,11,964,199,296,99,266,285,149,8,40,18,1363,137,118,216,310,286,145,8,43,16,1269,9,15,4,26,34,24,3,13,0,129,38,44,21,62,69,50,0,15,0,288,15,72,6,20,25,9,0,3,0,149,27,51,7,42,36,17,0,18,37,239,3279,10811,729,1839,2638,1249,44,267,285,21135,18,75,0,5,12,7,0,0,0,119,169,1387,11,11,38,4,3,0,22,1640,1312,3990,102,206,511,146,16,44,100,6434,46,145,4,4,25,0,0,0,6,229,381,1414,30,98,188,46,0,12,21,2190,105,251,4,23,49,12,0,3,0,452,3556,11257,700,1235,1910,1119,123,277,255,20434,7,8,5,5,5,4,0,0,0,32
LGA27450,103,716,19,195,95,26,3,13,4,1166,37,162,7,16,23,8,0,3,3,251,649,3657,184,621,891,299,27,136,57,6524,6,12,6,21,8,3,0,7,0,67,253,521,112,454,515,146,12,50,23,2093,351,528,207,1038,831,278,24,114,34,3400,419,322,760,1652,1265,574,68,336,56,5448,40,17,33,125,195,83,10,56,3,561,61,63,44,269,250,95,8,50,3,846,19,47,18,29,55,27,3,11,3,218,59,94,50,187,131,95,15,99,64,800,2227,7176,1463,4672,4388,1655,181,889,259,22906,17,59,0,0,7,0,0,4,0,84,78,379,3,7,20,0,0,3,3,491,441,1229,37,76,163,59,10,23,23,2067,37,89,0,9,8,0,0,0,0,149,215,1035,40,226,125,35,13,26,6,1720,72,209,10,33,30,13,0,6,3,386,1656,5878,488,867,1151,475,115,316,104,11057,9,12,13,24,16,6,3,7,0,94
LGA27630,4,24,0,3,7,0,0,0,3,36,0,4,0,0,0,0,0,0,0,4,24,140,0,12,10,3,0,3,0,195,0,0,0,0,0,0,0,0,0,0,16,22,3,25,10,3,0,3,3,80,11,15,4,40,16,0,0,5,0,93,20,19,22,93,36,11,0,14,3,224,3,0,3,8,8,7,0,4,0,30,3,4,0,16,7,3,0,0,0,35,0,0,0,0,0,0,0,0,0,3,9,6,4,8,4,0,0,4,0,44,92,237,39,209,100,31,0,42,10,756,3,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,3,3,17,0,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,8,29,0,0,7,0,0,0,3,48,0,4,0,0,0,0,0,0,0,3,42,175,4,16,20,7,3,6,0,280,0,0,0,0,0,0,0,0,0,3
LGA29399,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,5,0,6,3,5,3,7,0,42,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,13,0,0,0,5,3,0,0,0,0,13,3,0,3,7,4,3,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,24,16,4,20,13,10,3,14,0,119,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,19,22,6,9,3,5,5,13,0,80,0,0,0,0,0,0,0,0,0,0
LGA29499,3,19,0,3,3,0,0,0,0,30,0,3,0,3,0,0,0,0,0,3,14,103,11,42,34,18,3,21,0,248,0,0,0,0,0,0,0,0,0,3,4,3,0,11,6,4,0,7,0,27,0,15,0,23,13,4,0,8,3,62,7,0,16,27,13,10,5,7,0,95,0,4,0,3,0,0,0,0,0,6,0,4,3,6,3,0,0,3,0,15,0,4,0,0,0,0,0,0,0,6,0,9,3,5,0,0,0,3,4,26,39,189,37,118,83,41,8,46,13,572,0,0,0,0,0,0,0,0,0,3,4,23,0,0,0,0,0,0,0,22,19,50,4,9,9,0,0,6,3,114,0,0,0,0,0,0,0,0,0,6,3,25,3,9,7,0,3,0,0,46,0,3,0,3,0,0,0,0,0,5,39,176,17,61,44,23,10,41,7,428,0,0,0,0,0,0,0,0,0,3
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
