LGA_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
LGA26080,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,3,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,11,..,45,8,47,0,54,..,0,0,3,122,123,1356,42,8,50,121,1527,2535,..,..,..,..,2535,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,11,0,11,0,11,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,6,0,6,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,9,0,11
LGA26170,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,11,0,11,0,11,..,13,0,13,0,14,..,3,0,3,0,3,..,12,0,12,0,13,..,11,0,11,0,11,..,36,0,36,3,39,..,12,3,9,0,9,..,10,0,10,0,10,..,7,0,4,0,4,..,0,0,0,0,0,..,6,3,12,0,12,..,85,15,96,3,104,..,457,61,518,7,522,..,38,0,35,1104,1137,12979,494,64,559,1105,14644,25510,..,..,..,..,25510,..,17,0,17,0,17,..,7,0,7,3,10,..,0,0,0,0,0,..,3,4,11,0,11,..,31,11,39,0,39,..,0,0,0,0,0,..,35,13,52,0,52,..,6,0,6,0,6,..,80,0,77,0,77,..,16,0,19,0,19,..,87,6,94,0,94
LGA26260,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,21,0,21,..,6,0,6,0,6,..,6,0,6,0,6,..,0,0,0,0,0,..,25,0,26,0,26,..,4,0,4,0,4,..,0,0,0,0,0,..,9,3,9,0,9,..,0,0,0,0,0,..,3,3,9,0,9,..,30,16,41,3,46,..,193,29,224,3,228,..,25,0,27,442,470,7479,221,34,253,441,8178,14603,..,..,..,..,14603,..,28,0,28,0,28,..,8,0,8,0,8,..,4,0,4,0,4,..,5,4,8,0,8,..,31,7,35,0,35,..,3,0,3,0,3,..,43,8,52,0,52,..,6,0,5,0,5,..,19,0,19,0,19,..,7,0,7,0,7,..,26,0,26,0,26
LGA26350,0,174,..,33,3,41,0,41,..,15,0,15,0,15,..,144,11,156,4,158,..,192,25,222,0,222,..,289,192,485,9,488,..,9,0,9,0,9,..,83,4,92,0,92,..,78,4,83,0,83,..,241,13,248,4,256,..,119,4,118,0,117,..,64,0,64,0,64,..,499,16,516,6,516,..,425,37,458,3,462,..,99,6,104,0,106,..,171,44,219,0,215,..,103,31,139,0,139,..,298,51,352,0,353,..,996,124,1117,21,1143,..,11062,1940,12998,101,13101,..,105,13,119,3740,3862,37507,11164,1954,13117,3843,54462,72214,..,..,..,..,72214,..,95,0,95,0,98,..,338,36,373,7,376,..,3,0,3,0,3,..,1281,204,1487,7,1495,..,4119,890,5004,32,5035,..,295,77,372,4,377,..,5691,1170,6860,42,6903,..,121,5,123,0,128,..,161,0,163,0,166,..,799,32,830,7,839,..,440,3,442,9,452
LGA26430,3,9,..,3,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,13,0,13,..,0,0,0,0,0,..,13,0,11,0,11,..,4,0,4,0,4,..,25,3,30,0,30,..,4,0,4,0,8,..,0,0,0,0,0,..,9,3,9,0,9,..,0,0,0,0,0,..,0,3,8,0,8,..,29,3,26,0,26,..,157,28,187,4,188,..,9,0,9,400,412,4594,167,28,196,410,5198,9106,..,..,..,..,9106,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,11,0,11,..,17,7,21,0,21,..,4,4,5,0,5,..,28,12,35,0,35,..,3,0,3,0,3,..,13,0,13,0,13,..,7,0,13,0,11,..,23,0,23,0,23
LGA26490,0,5,..,9,0,13,0,13,..,12,3,11,0,17,..,3,0,3,0,3,..,13,0,13,0,13,..,11,0,9,0,9,..,0,0,0,0,0,..,4,0,8,0,8,..,10,0,10,0,10,..,19,0,19,0,19,..,12,0,12,0,12,..,0,0,0,0,0,..,39,0,39,0,39,..,32,0,27,0,27,..,3,0,3,0,3,..,3,5,10,0,10,..,3,0,5,0,5,..,7,0,7,0,7,..,98,12,112,0,111,..,565,45,611,9,621,..,19,0,22,784,803,13395,580,46,633,793,14818,26567,..,..,..,..,26567,..,25,0,26,0,27,..,13,3,11,3,17,..,4,0,4,0,4,..,12,0,12,0,12,..,23,8,25,3,30,..,0,0,0,0,0,..,33,9,40,3,41,..,22,5,26,0,26,..,55,3,61,0,61,..,75,3,80,0,80,..,129,5,128,3,136
LGA26610,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,29,0,28,0,28,..,19,4,20,0,24,..,27,3,28,0,28,..,11,0,16,0,14,..,79,14,91,3,97,..,8,0,8,0,8,..,4,0,4,0,4,..,26,9,29,0,29,..,0,0,3,0,3,..,34,75,109,3,111,..,252,60,315,7,321,..,847,278,1124,17,1147,..,27,5,40,1149,1190,7892,877,290,1162,1167,10217,15707,..,..,..,..,15707,..,28,0,28,0,28,..,25,6,31,0,31,..,3,0,5,0,5,..,32,23,54,0,54,..,102,75,176,0,176,..,3,5,7,0,7,..,135,102,243,0,243,..,3,0,3,0,3,..,17,0,17,0,17,..,29,0,29,0,29,..,23,0,23,0,23
LGA26670,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,22,0,23,..,71,3,79,3,80,..,11,0,11,192,209,2622,82,3,87,197,2907,5395,..,..,..,..,5395,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,6,..,0,7,7,0,7,..,6,0,6,0,6,..,3,0,3,0,3,..,28,0,29,0,28
LGA26700,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,5,0,5,..,22,0,22,0,22,..,4,0,6,0,6,..,17,0,17,0,17,..,11,0,11,0,11,..,48,3,48,0,48,..,10,0,12,0,12,..,9,0,8,0,8,..,7,3,10,3,7,..,3,3,7,0,7,..,7,0,7,0,7,..,51,11,61,3,65,..,564,102,670,9,678,..,45,3,51,1077,1124,12865,609,103,716,1088,14665,24915,..,..,..,..,24915,..,13,0,13,0,13,..,16,3,17,0,17,..,0,0,0,0,0,..,15,7,19,0,24,..,38,11,51,0,49,..,3,0,4,0,4,..,63,11,74,3,73,..,17,3,15,0,15,..,26,0,26,0,28,..,23,5,26,0,26,..,51,0,54,0,54
LGA26730,0,23,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,6,4,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,27,0,27,0,27,..,15,0,18,0,18,..,29,0,28,0,28,..,3,0,3,0,3,..,75,0,82,0,82,..,19,0,19,0,19,..,16,0,16,0,16,..,15,5,23,0,26,..,8,0,3,0,3,..,7,0,5,0,5,..,103,22,119,11,132,..,573,147,716,17,733,..,48,3,50,1194,1247,15525,620,149,763,1210,17502,29816,..,..,..,..,29816,..,21,0,19,0,19,..,61,7,63,3,66,..,3,0,3,0,8,..,35,11,46,0,46,..,145,186,331,4,337,..,9,19,29,0,29,..,187,218,406,4,408,..,3,0,6,0,6,..,22,0,22,0,23,..,45,4,47,0,50,..,33,0,31,3,36
LGA26810,0,4,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,21,0,25,0,29,..,3,4,7,0,7,..,0,0,0,0,0,..,5,0,5,0,5,..,29,3,38,0,38,..,10,0,10,0,10,..,41,3,49,0,49,..,16,0,19,0,19,..,102,11,115,0,115,..,13,5,20,0,20,..,10,3,12,0,12,..,22,3,24,0,26,..,0,0,0,0,0,..,23,16,38,0,38,..,116,25,144,3,144,..,714,130,843,8,853,..,49,0,52,1529,1582,18855,763,131,891,1542,21287,37354,..,..,..,..,37354,..,36,0,36,0,41,..,19,0,25,0,26,..,5,0,5,0,6,..,26,3,30,0,30,..,67,41,113,4,118,..,6,5,14,0,14,..,105,54,152,4,157,..,39,0,43,0,43,..,86,3,86,0,86,..,46,3,48,0,48,..,72,0,72,0,72
LGA26890,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,30,5,43,0,39,..,5,0,5,113,113,1784,34,5,41,115,1941,3605,..,..,..,..,3605,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,19,0,16,0,16
LGA26980,7,659,..,86,5,94,0,93,..,42,0,42,0,42,..,402,127,523,0,524,..,194,20,213,0,218,..,142,15,160,0,160,..,16,0,16,0,12,..,93,24,115,0,115,..,219,3,218,0,218,..,452,28,479,0,486,..,255,4,252,0,257,..,125,4,128,0,133,..,1048,33,1084,5,1089,..,346,37,382,3,385,..,350,17,370,3,374,..,238,54,298,0,300,..,54,8,60,0,60,..,804,290,1095,13,1103,..,1455,372,1828,36,1866,..,24351,6818,31173,196,31366,..,217,67,286,3035,3320,49339,24566,6892,31459,3230,84032,96242,..,..,..,..,96242,..,152,0,156,0,154,..,486,70,557,7,558,..,7,3,8,0,8,..,6432,2103,8536,39,8573,..,14882,5987,20867,95,20966,..,1101,490,1594,4,1599,..,22421,8579,30997,139,31139,..,216,26,246,3,244,..,194,3,203,0,203,..,463,18,477,0,479,..,612,13,624,4,628
LGA27070,0,123,..,4019,999,5023,56,5080,..,462,31,494,12,503,..,439,193,637,6,639,..,124,9,134,3,136,..,88,20,111,0,111,..,416,18,436,6,438,..,346,66,413,4,418,..,499,17,519,3,527,..,188,19,203,3,206,..,591,12,606,5,614,..,149,14,159,0,161,..,1431,60,1495,13,1508,..,416,51,471,12,478,..,890,115,1006,8,1012,..,173,36,202,0,206,..,707,167,874,5,884,..,1544,911,2454,27,2477,..,3625,841,4464,107,4572,..,35397,8147,43551,532,44082,..,236,106,338,4477,4814,51054,35633,8250,43889,5011,99952,100992,..,..,..,..,100992,..,165,0,164,0,164,..,8074,1719,9794,111,9907,..,21,0,21,0,21,..,1092,479,1573,18,1589,..,3117,1424,4537,35,4574,..,503,209,708,3,717,..,4707,2111,6817,54,6875,..,692,136,832,8,843,..,77,0,77,3,80,..,286,9,298,0,299,..,230,5,239,4,241
LGA27170,0,7,..,4,0,4,0,4,..,3,0,3,0,3,..,10,0,11,0,11,..,15,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,28,4,32,0,32,..,40,3,43,0,40,..,11,0,11,0,11,..,63,4,64,0,64,..,21,0,21,0,21,..,125,7,136,0,137,..,24,0,26,0,27,..,9,0,9,0,9,..,24,9,26,0,26,..,0,0,0,0,0,..,8,0,7,0,7,..,191,65,258,3,255,..,1044,183,1227,16,1237,..,37,3,39,1160,1197,17614,1080,182,1268,1170,20050,34578,..,..,..,..,34578,..,40,0,40,0,40,..,52,4,52,0,52,..,9,0,9,0,9,..,25,6,28,0,35,..,73,29,102,0,102,..,3,0,3,0,4,..,101,31,132,3,138,..,87,21,109,0,106,..,48,3,50,0,50,..,61,0,67,0,67,..,163,3,169,0,168
LGA27260,11,439,..,541,74,615,5,621,..,582,29,615,6,618,..,189,58,242,0,248,..,296,49,350,0,351,..,224,34,260,0,260,..,640,34,671,10,679,..,407,64,468,3,471,..,1113,30,1142,9,1148,..,742,55,798,5,804,..,1495,42,1539,20,1560,..,391,11,399,6,405,..,3745,137,3880,44,3919,..,844,132,975,5,987,..,841,73,912,5,924,..,280,53,328,3,332,..,153,20,178,0,177,..,858,315,1178,8,1186,..,7383,2069,9450,195,9647,..,37745,6789,44536,499,45032,..,307,103,408,5349,5758,57528,38051,6889,44942,5847,108319,115337,..,..,..,..,115337,..,388,9,397,3,397,..,3593,547,4139,51,4195,..,10,0,10,0,10,..,1753,473,2228,14,2242,..,5163,2124,7291,49,7333,..,350,136,486,4,488,..,7269,2736,10008,63,10064,..,548,73,624,8,634,..,137,8,144,5,145,..,567,32,603,11,610,..,342,10,347,0,346
LGA27350,0,82,..,80,14,97,0,97,..,26,6,31,0,31,..,60,4,65,0,65,..,77,7,86,0,86,..,69,6,83,0,83,..,3,0,3,0,3,..,62,20,85,0,83,..,49,0,47,0,47,..,88,3,93,0,93,..,55,0,55,3,59,..,54,5,64,4,65,..,245,12,258,3,263,..,434,32,460,4,465,..,36,0,38,4,41,..,128,37,162,0,161,..,94,30,126,0,126,..,1047,879,1921,17,1939,..,1101,238,1342,28,1367,..,7659,2764,10422,117,10533,..,90,18,105,3816,3923,30160,7747,2782,10526,3928,44619,59569,..,..,..,..,59569,..,33,0,38,0,38,..,546,124,669,14,689,..,6,0,6,0,6,..,740,431,1166,14,1175,..,1285,609,1888,16,1909,..,304,251,556,3,561,..,2329,1288,3614,28,3645,..,155,26,180,3,185,..,153,4,153,0,153,..,605,16,621,3,628,..,402,6,412,8,421
LGA27450,0,29,..,25,5,32,0,32,..,21,0,21,0,21,..,52,8,60,3,62,..,146,26,169,0,174,..,76,4,79,0,79,..,8,0,8,0,13,..,24,0,27,0,27,..,82,0,83,0,83,..,55,4,59,4,60,..,120,0,122,0,120,..,29,3,33,0,33,..,281,12,291,5,299,..,179,12,192,0,192,..,18,0,21,0,21,..,100,16,113,0,113,..,21,0,17,0,17,..,62,14,74,3,75,..,858,356,1208,28,1233,..,4765,815,5582,81,5664,..,174,20,194,3469,3663,66396,4938,833,5776,3554,75717,131551,..,..,..,..,131551,..,185,4,191,0,191,..,190,18,209,3,209,..,35,0,31,0,38,..,206,59,264,0,267,..,625,211,840,5,843,..,39,9,51,0,51,..,878,274,1146,7,1159,..,99,21,115,3,122,..,736,19,755,3,762,..,296,8,299,3,302,..,877,21,898,8,904
LGA27630,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,8,0,8,..,6,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,6,28,0,28,..,78,14,90,0,89,..,16,0,16,285,297,2916,95,14,104,289,3305,5944,..,..,..,..,5944,..,0,0,0,0,0,..,4,3,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,9,0,13,..,0,0,0,0,0,..,8,3,10,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,13,0,13,0,13
LGA29399,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,53,9,60,0,60,..,0,0,0,110,113,231,51,9,64,110,409,540,..,..,..,..,540,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,4,0,4,..,29,13,36,0,36,..,0,0,0,0,0,..,30,17,46,0,46,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,13,0,13,0,13
LGA29499,0,17,..,4,0,4,0,4,..,0,0,4,0,4,..,4,3,9,0,9,..,3,0,3,0,3,..,9,3,15,0,15,..,4,0,8,0,8,..,3,0,3,0,3,..,6,0,6,0,10,..,5,0,5,0,5,..,9,0,9,0,9,..,0,0,0,0,0,..,20,0,20,0,24,..,22,4,27,0,27,..,3,0,4,0,4,..,6,0,5,0,5,..,11,3,13,0,13,..,39,16,50,3,53,..,100,46,146,3,147,..,507,178,686,9,692,..,11,0,17,699,709,1835,519,181,699,704,3238,4201,..,..,..,..,4201,..,3,0,3,0,3,..,50,47,98,0,98,..,0,4,7,0,7,..,47,16,62,0,62,..,136,76,211,3,213,..,11,9,14,0,14,..,191,98,290,3,292,..,5,0,5,0,5,..,17,0,17,0,17,..,25,0,25,0,25,..,28,4,32,0,32
LGA29799,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,0,0,0,4,0,4,18,..,..,..,..,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
