LGA_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA25430,198,227,472,739,1111,909,219,32,10,3909,209,73,172,266,250,574,1051,583,252,3427,22,17,48,78,100,138,92,84,77,657,433,314,687,1079,1460,1627,1365,693,338,8004,67,272,531,775,1111,913,160,29,5,3868,289,178,328,545,797,796,268,44,14,3243,15,8,33,53,69,100,41,3,0,319,20,10,21,18,28,27,4,4,0,131,389,466,912,1392,1992,1834,477,76,20,7558,15,32,44,45,49,54,3,0,0,244,37,16,23,25,36,42,15,0,0,186,52,44,64,71,82,98,19,3,0,431,434,507,972,1471,2079,1934,494,81,20,7990,438,183,482,555,538,1041,1948,1094,423,6694,55,26,94,141,202,269,200,150,120,1261,933,723,1544,2161,2815,3239,2638,1325,563,15946
LGA25490,198,246,577,735,969,732,185,40,10,3688,242,76,154,177,182,384,612,348,200,2378,33,27,43,71,87,92,86,42,33,512,477,352,772,983,1236,1209,878,430,236,6579,112,314,799,950,1181,925,246,59,3,4580,254,149,306,490,560,567,193,49,9,2584,15,27,75,76,77,82,29,4,0,382,22,24,23,17,29,40,18,17,0,184,400,516,1199,1529,1852,1612,479,127,15,7730,17,15,30,34,40,26,0,0,0,165,22,7,18,22,30,31,3,0,0,130,39,25,51,55,67,54,3,0,0,299,442,537,1248,1583,1922,1666,486,127,15,8026,479,114,185,249,285,628,1174,650,301,4064,68,63,99,142,169,192,174,87,53,1046,978,717,1537,1974,2372,2483,1833,863,373,13134
LGA25620,168,192,396,577,738,649,160,22,9,2906,151,44,133,160,183,426,706,354,161,2317,28,25,47,75,66,88,89,49,22,482,344,254,574,814,981,1171,961,420,182,5704,85,216,527,703,934,711,165,34,12,3389,184,113,216,400,460,532,213,35,6,2157,7,15,43,47,53,81,23,3,5,277,10,13,20,17,26,15,18,8,3,125,291,364,801,1163,1473,1341,416,84,24,5954,22,24,37,32,36,38,6,0,0,182,25,16,20,27,27,19,3,0,0,138,42,37,55,51,58,61,9,0,0,318,336,398,853,1215,1531,1405,424,84,24,6272,311,71,177,242,322,766,1455,666,257,4269,48,45,84,150,132,205,204,98,38,1005,697,513,1118,1603,1982,2376,2090,854,314,11546
LGA25710,1209,1631,2245,3439,4299,2959,596,35,5,16416,889,221,470,667,760,1390,1948,897,394,7640,76,58,110,153,189,174,133,82,53,1018,2178,1916,2821,4257,5245,4522,2676,1015,449,25077,292,1419,3123,4198,5561,3758,589,34,8,18981,1604,1503,1084,2208,2589,2178,823,84,9,12078,49,74,214,226,209,223,57,7,0,1045,37,52,100,72,90,86,26,6,0,472,1981,3042,4512,6708,8454,6240,1490,132,11,32575,51,123,145,104,113,103,9,0,0,660,350,124,58,74,79,90,21,0,0,799,402,249,208,180,189,193,32,0,0,1457,2386,3291,4717,6890,8645,6436,1523,131,11,34033,2071,522,699,832,1024,2106,3602,1678,603,13146,149,129,220,305,405,344,259,140,83,2032,4612,3951,5639,8026,10069,8881,5391,1946,705,49213
LGA25810,156,176,360,434,612,504,127,18,4,2384,137,58,127,150,185,354,594,379,226,2211,15,23,40,37,54,58,54,57,25,365,311,252,528,617,852,915,778,455,258,4961,77,218,492,503,748,592,151,22,4,2794,196,123,210,275,363,378,145,24,4,1712,16,12,45,34,51,59,25,0,3,239,7,9,15,13,19,29,6,9,0,111,294,357,760,827,1180,1057,329,59,12,4859,23,28,46,31,32,30,3,0,0,192,21,10,14,14,6,12,4,0,0,75,37,32,54,43,39,48,9,0,0,266,328,392,811,866,1213,1102,335,59,12,5121,294,84,190,241,310,609,1143,695,350,3914,37,33,70,63,111,120,122,99,38,693,663,511,1073,1171,1635,1834,1595,848,400,9724
LGA25900,587,2647,10930,7067,5110,3010,792,71,14,30225,774,576,1215,1152,1040,1602,2347,1446,757,10913,119,365,1528,901,620,495,334,178,105,4635,1479,3584,13679,9124,6773,5105,3474,1687,868,45774,104,2201,16102,10629,7116,3770,832,61,18,40825,672,1949,3598,2763,2380,1978,987,133,13,14466,30,83,581,485,229,188,71,7,3,1672,22,75,297,154,89,59,23,12,3,742,826,4304,20579,14031,9806,5996,1912,211,39,57705,23,189,561,405,390,230,32,4,0,1832,200,254,280,189,148,123,47,3,0,1249,222,441,843,596,535,355,79,10,0,3075,1049,4747,21419,14626,10346,6349,1987,215,40,60782,1618,1126,1893,1687,1806,2791,4250,2626,1225,19028,226,677,2932,1798,1336,1056,714,362,171,9263,2896,6555,26249,18115,13486,10205,6946,3197,1433,89077
LGA25990,76,97,173,234,334,306,86,5,3,1314,83,19,80,82,131,257,379,169,86,1281,9,6,22,35,28,49,50,20,22,245,173,122,271,352,492,615,519,196,109,2845,31,105,200,298,393,351,96,14,4,1483,82,56,111,171,201,247,104,6,5,981,3,10,23,13,23,52,18,6,0,144,8,3,4,11,17,11,12,4,0,60,124,166,337,486,631,662,223,29,13,2664,10,27,19,16,20,21,0,0,0,113,11,6,8,11,13,16,3,0,0,64,19,34,26,28,39,41,3,0,0,176,141,200,358,515,665,699,227,29,13,2844,169,38,159,206,324,525,825,381,142,2772,20,14,39,61,60,109,109,49,26,486,327,258,567,786,1045,1331,1159,451,178,6105
LGA26080,39,17,52,88,145,149,33,6,0,538,35,7,13,15,26,85,265,187,86,725,0,0,6,6,6,16,29,24,12,106,79,28,72,114,184,258,328,217,91,1367,0,16,60,102,150,141,36,5,0,506,48,24,31,54,92,141,68,9,0,468,0,0,10,4,4,23,11,0,0,51,0,0,0,3,0,3,3,3,0,14,55,43,99,164,254,303,113,17,0,1046,3,0,0,0,3,0,0,0,0,15,5,0,0,4,0,7,0,0,0,23,5,4,4,4,5,4,0,0,0,34,61,48,96,172,257,315,114,23,0,1083,70,15,14,24,48,147,455,326,132,1230,8,9,10,11,24,34,55,39,17,210,138,72,126,208,330,497,620,387,149,2523
LGA26170,372,411,893,1132,1489,1345,350,60,9,6063,330,112,331,331,371,852,1492,841,444,5114,34,44,93,102,132,196,189,118,54,956,736,575,1321,1560,1998,2387,2032,1021,501,12127,156,453,1131,1382,1769,1342,346,57,11,6653,453,291,532,768,1012,1103,430,73,10,4671,22,29,94,69,121,134,66,14,0,564,33,23,37,47,50,53,32,20,9,299,668,795,1799,2274,2949,2634,878,165,25,12184,37,56,60,62,80,69,3,0,0,365,57,23,29,29,43,59,12,0,0,256,96,77,92,92,118,126,15,0,0,626,760,871,1894,2367,3067,2764,893,168,27,12810,772,188,443,442,605,1421,2778,1569,709,8927,80,87,192,188,283,355,365,218,72,1850,1614,1147,2527,2999,3956,4537,4037,1954,808,23581
LGA26260,239,253,553,655,909,761,205,27,8,3605,216,71,181,150,192,407,747,543,313,2810,29,20,35,34,52,71,71,70,62,437,479,341,764,842,1154,1239,1018,638,383,6862,106,306,708,790,1027,909,234,45,13,4127,265,172,329,453,563,585,227,37,7,2643,24,22,61,43,67,78,36,4,0,334,21,8,23,17,25,28,19,3,6,148,418,510,1110,1304,1685,1593,520,86,25,7250,29,32,36,28,44,24,0,0,0,196,26,27,15,21,21,17,7,0,0,139,52,63,53,50,63,42,7,0,0,335,473,569,1167,1353,1749,1640,520,85,25,7581,487,136,226,220,325,644,1358,917,464,4774,44,34,73,78,109,142,143,121,97,841,998,740,1469,1649,2182,2419,2018,1131,582,13199
LGA26350,907,3585,10417,5470,4574,3191,1124,128,27,29429,1388,1382,1251,1176,1255,1819,2986,2482,1320,15056,141,349,1064,509,386,362,287,286,189,3569,2437,5319,12733,7158,6217,5375,4390,2891,1536,48063,113,2536,15412,8320,6570,3920,1105,139,23,38154,1089,2973,3575,2365,2291,2099,1464,276,51,16178,41,150,501,302,170,163,89,17,8,1436,28,118,262,115,112,61,45,18,9,776,1279,5784,19742,11098,9138,6245,2712,448,84,56530,33,176,563,317,265,175,16,4,0,1555,292,523,289,144,136,104,48,13,0,1553,326,705,850,465,408,276,68,12,0,3112,1608,6483,20598,11559,9547,6523,2781,460,84,59646,2806,2427,1962,1536,1773,2773,4826,4170,2109,24380,269,652,2113,1058,809,697,572,503,277,6937,4680,9561,24674,14153,12125,9993,8179,5130,2472,90965
LGA26430,110,131,315,393,504,550,156,28,5,2188,97,33,78,97,158,325,578,353,183,1896,21,10,26,33,59,62,72,57,42,380,222,178,421,515,715,940,799,444,225,4466,49,148,401,472,584,624,158,31,12,2480,144,83,191,225,315,386,185,49,12,1580,4,12,29,32,39,57,22,3,0,202,6,6,19,14,26,26,9,6,0,117,201,251,635,741,965,1094,380,89,19,4369,7,15,23,22,29,40,3,0,0,131,15,7,7,14,13,21,7,0,0,78,17,25,26,34,38,58,10,0,0,210,223,271,663,773,1000,1150,389,93,19,4578,227,58,103,141,253,548,1132,687,288,3430,40,22,60,65,104,149,132,110,72,753,486,354,825,979,1356,1847,1653,886,376,8763
LGA26490,403,437,1209,1642,1805,1236,294,19,3,7051,327,82,275,370,251,733,1195,651,324,4210,30,35,88,100,112,92,102,67,34,658,756,556,1568,2116,2173,2062,1592,733,359,11914,105,383,1514,2006,2147,1363,256,19,3,7796,521,447,636,1183,1188,1021,421,41,6,5457,37,26,129,112,114,122,47,7,0,595,22,25,44,37,37,41,13,6,0,229,690,886,2318,3339,3489,2544,736,75,10,14079,26,34,46,47,72,49,3,0,0,279,92,30,33,35,45,33,11,0,0,277,117,69,77,81,119,82,14,0,0,558,801,948,2398,3423,3604,2627,751,80,14,14637,776,177,364,481,396,1240,2251,1196,501,7375,73,76,165,206,227,228,197,111,58,1340,1647,1201,2925,4113,4220,4088,3191,1392,566,23345
LGA26610,289,390,771,800,910,784,166,29,0,4132,272,116,335,247,248,405,732,572,290,3222,71,56,130,129,179,169,132,86,62,1009,641,559,1235,1170,1340,1353,1026,686,350,8364,123,518,1145,1020,1237,989,183,36,3,5256,347,224,411,461,501,531,191,34,9,2705,23,21,68,50,68,93,40,7,0,365,20,27,41,46,47,45,10,10,3,243,509,797,1658,1575,1851,1659,422,81,16,8568,31,39,61,58,55,31,5,0,0,287,26,20,32,32,31,28,4,0,0,177,60,58,96,92,89,62,6,0,0,462,570,857,1754,1666,1940,1718,430,81,18,9032,568,191,463,366,411,716,1343,1027,448,5544,133,141,305,270,352,328,269,171,100,2074,1275,1190,2520,2303,2704,2769,2044,1281,563,16646
LGA26670,74,60,165,201,342,299,112,22,6,1270,65,25,52,59,85,172,272,166,104,999,11,8,22,21,26,24,36,18,20,184,145,91,237,290,450,500,414,206,120,2453,25,76,195,274,432,362,152,34,11,1551,86,47,102,110,197,225,106,18,0,899,7,3,28,15,28,45,13,0,0,141,3,8,8,7,17,17,15,7,0,81,130,138,329,411,667,651,290,58,14,2673,3,14,19,8,21,17,0,0,0,86,14,7,3,8,5,6,8,0,0,44,19,19,19,16,25,28,9,0,0,129,147,154,351,428,696,676,296,58,14,2805,170,35,76,96,131,309,547,332,154,1846,18,20,35,49,60,57,66,50,30,376,328,213,451,572,879,1040,906,433,197,5023
LGA26700,446,473,1016,1314,1543,1324,278,45,7,6458,295,125,289,314,316,683,1330,893,450,4698,56,48,74,99,130,124,159,128,182,1007,796,651,1379,1726,1993,2136,1764,1072,646,12165,168,527,1284,1492,1916,1436,268,59,8,7163,553,317,568,885,954,961,344,57,17,4645,33,35,95,96,95,138,42,14,0,559,25,30,45,35,42,35,24,10,0,251,785,914,1991,2510,3015,2573,677,138,24,12616,27,73,61,64,68,58,5,0,0,366,58,25,35,45,23,45,7,0,0,248,92,95,101,112,90,105,10,0,0,615,878,1007,2095,2620,3108,2678,689,138,24,13229,649,205,418,461,514,1148,2437,1584,712,8140,113,84,140,210,240,259,289,231,270,1837,1641,1300,2649,3291,3858,4094,3412,1960,1008,23209
LGA26730,702,817,1525,1565,1891,1332,214,25,4,8068,346,180,425,372,353,774,1413,986,523,5361,71,64,125,119,146,147,165,147,102,1099,1112,1062,2076,2051,2395,2253,1790,1158,630,14531,223,889,1979,1777,2162,1425,183,11,3,8643,901,611,898,1073,1156,999,301,39,5,5990,33,51,161,111,130,138,34,3,7,675,41,42,43,53,52,39,17,10,0,292,1198,1598,3082,3015,3502,2597,530,64,15,15601,56,98,113,72,61,53,0,0,0,458,125,57,49,56,51,51,9,3,0,404,182,161,156,128,108,102,14,4,0,863,1377,1760,3242,3138,3615,2697,548,70,15,16460,729,313,576,542,561,1264,2543,1679,815,9029,139,146,247,237,308,292,301,244,145,2058,2249,2220,4061,3920,4484,4254,3394,1992,969,27546
LGA26810,619,682,1621,1719,2118,1815,389,53,16,9017,536,173,587,501,615,1241,1897,1108,551,7206,68,82,149,177,217,236,201,151,73,1356,1217,940,2359,2395,2956,3285,2486,1315,636,17585,234,892,2077,2145,2497,2054,450,61,12,10425,696,462,939,1057,1251,1324,437,86,11,6264,30,40,186,133,181,210,65,3,5,858,41,38,55,62,89,67,23,8,4,400,1000,1427,3257,3406,4011,3663,983,161,39,17944,61,114,143,129,156,128,8,3,0,741,122,45,82,52,60,75,19,0,0,451,182,157,227,182,215,202,26,3,0,1196,1181,1583,3476,3592,4228,3867,1006,163,35,19141,1172,386,1058,989,1080,2140,3686,2078,880,13474,159,168,318,365,428,489,406,302,118,2737,2517,2137,4858,4937,5734,6490,5096,2546,1033,35358
LGA26890,36,55,127,137,241,183,76,17,3,879,63,14,50,30,51,82,163,125,60,626,3,0,11,6,15,10,19,19,16,105,104,68,187,174,306,274,254,162,80,1604,25,77,185,164,299,251,101,33,3,1134,39,32,61,105,134,133,74,19,0,596,8,8,20,14,12,20,8,0,0,85,0,7,8,5,12,6,5,0,0,43,72,122,277,280,460,408,182,57,8,1860,11,4,9,3,11,9,0,0,0,49,3,3,3,0,4,7,0,3,0,21,11,9,13,7,16,12,0,3,0,72,87,124,285,287,473,426,181,62,8,1933,118,22,53,46,91,153,300,215,96,1101,4,3,17,20,29,22,37,34,24,200,211,149,357,356,594,602,519,313,132,3234
LGA26980,2311,4029,8512,8464,8593,5386,1237,119,18,38666,2679,1971,2511,2439,2178,3495,5882,5042,2703,28897,158,233,480,353,373,342,337,402,415,3099,5147,6238,11499,11255,11142,9225,7462,5559,3136,70660,277,2504,11300,11207,11128,6454,1012,60,6,43946,2897,4325,4553,5037,4975,3799,1653,240,24,27500,126,181,583,475,328,326,123,15,5,2151,68,155,266,200,210,121,52,16,4,1104,3368,7158,16705,16921,16640,10699,2836,336,36,74705,84,331,741,445,478,305,31,0,0,2424,902,883,529,318,270,222,48,5,3,3180,988,1214,1271,765,751,534,75,5,3,5603,4358,8376,17977,17683,17388,11232,2905,338,42,80308,5679,4235,3933,3225,3124,5445,10083,8715,4307,48748,314,507,938,722,745,648,617,670,616,5775,10350,13115,22853,21633,21261,17334,13608,9724,4959,134835
LGA27070,2632,4715,11915,10262,8812,5026,661,48,14,44090,2811,1647,4447,3830,3201,4699,5923,3555,1263,31385,223,312,886,644,570,541,436,299,127,4052,5671,6680,17248,14741,12585,10266,7021,3908,1401,79530,617,4030,16339,14511,11861,6727,812,44,8,54957,2997,4019,6243,6082,4931,3438,837,84,13,28649,126,225,1053,591,413,357,94,6,4,2871,123,241,618,438,377,213,51,14,6,2086,3862,8517,24259,21625,17583,10739,1794,148,31,88550,274,657,1128,789,632,338,18,0,0,3831,894,601,544,455,294,221,33,0,3,3037,1172,1262,1670,1243,919,551,42,3,4,6868,5033,9778,25926,22867,18506,11289,1840,154,30,95424,6131,3087,6032,5230,4845,7176,10864,6590,2118,52079,444,662,1737,1326,1070,971,837,555,198,7809,11604,13528,33696,29423,24418,19446,13540,7300,2354,155311
LGA27170,735,926,2024,1864,1976,1411,223,15,9,9186,437,204,625,496,470,903,1442,848,435,5856,77,84,171,138,136,144,120,95,33,998,1248,1219,2819,2495,2590,2465,1781,957,472,16050,395,1254,2657,2376,2625,1661,224,10,6,11212,795,589,1121,1106,1097,945,281,34,6,5977,41,61,200,126,92,137,41,4,0,708,30,38,70,70,48,30,14,0,0,299,1260,1947,4050,3674,3864,2779,562,52,14,18199,80,134,131,128,104,75,7,0,0,657,174,67,73,64,61,58,5,0,0,505,257,202,199,194,162,135,15,0,0,1160,1513,2143,4255,3865,4030,2916,575,52,16,19357,1009,356,820,700,736,1471,2598,1517,670,9878,157,199,348,286,274,310,212,153,62,2008,2683,2697,5417,4854,5048,4689,3387,1722,745,31242
LGA27260,2716,4653,14209,12470,9090,4649,619,32,16,48447,3228,1503,6040,4409,2916,4037,4405,2122,752,29406,272,336,1118,840,648,515,371,240,171,4515,6212,6498,21369,17718,12651,9198,5388,2395,935,82364,597,3963,19726,19482,13380,6624,768,21,11,64576,3127,3890,6918,6486,4617,2872,810,52,4,28789,97,205,1045,677,419,342,72,6,3,2869,132,264,704,552,307,159,50,8,3,2180,3951,8325,28383,27199,18724,10003,1694,96,30,98411,331,825,1578,1109,739,439,24,0,0,5045,1027,677,833,607,350,243,43,3,0,3785,1360,1498,2412,1712,1095,685,69,3,0,8831,5315,9817,30797,28916,19819,10680,1759,99,25,107237,6844,2829,7894,5935,4301,6244,8018,3860,1169,47091,574,727,2197,1772,1303,992,729,429,249,8985,12735,13376,40889,36623,25419,17924,10507,4383,1451,163311
LGA27350,619,2918,11379,5312,3526,2336,644,50,6,26790,675,647,1126,1006,853,1326,1887,1328,547,9389,109,361,1223,577,427,384,262,180,81,3603,1403,3924,13722,6886,4804,4049,2793,1553,639,39777,76,2119,16757,7948,5008,2799,602,37,8,35363,718,2323,3916,2258,1739,1471,762,68,11,13272,21,112,579,416,164,123,48,5,0,1470,26,92,246,134,85,51,28,3,6,681,841,4637,21503,10764,6999,4440,1445,115,28,50781,39,194,523,349,287,165,16,4,0,1574,186,328,298,160,131,108,31,5,0,1246,228,523,826,508,418,266,48,10,0,2814,1068,5165,22327,11273,7416,4712,1486,124,28,53597,1410,1216,1806,1546,1519,2270,3303,2291,907,16269,236,673,2391,1218,898,748,509,302,142,7116,2717,7045,26525,14030,9837,7727,5298,2718,1075,76983
LGA27450,2566,3468,6853,7683,8779,6246,1280,112,11,37000,2039,652,1839,2034,1878,3414,5630,2978,1350,21809,164,182,411,429,520,477,430,288,190,3094,4775,4302,9100,10153,11172,10132,7339,3378,1555,61903,888,3704,9639,9842,11256,7380,1258,94,19,44084,3052,2712,3470,5005,5280,4757,1682,195,22,26167,132,166,686,514,492,574,204,30,0,2810,118,144,254,263,307,199,51,24,4,1351,4195,6734,14041,15617,17343,12909,3195,334,39,74415,176,353,351,323,320,263,21,7,0,1817,657,244,202,226,208,167,51,0,0,1751,836,595,554,546,528,426,74,6,0,3572,5028,7333,14595,16167,17876,13336,3270,339,39,77988,4378,1185,2460,2705,2835,5433,10321,5503,2207,37029,352,396,826,887,1015,928,859,510,283,6069,9760,8912,17884,19756,21729,19702,14447,6352,2533,121080
LGA27630,47,89,185,204,329,319,70,15,0,1262,110,31,75,71,111,169,347,231,165,1297,8,11,21,24,31,34,50,33,50,255,167,129,280,298,473,519,460,283,213,2815,24,107,246,238,400,398,96,25,0,1528,69,73,109,137,215,203,77,25,0,911,5,7,21,10,30,36,15,0,0,118,0,7,11,11,12,18,3,3,0,66,97,188,387,394,648,653,192,58,5,2626,8,12,19,12,15,21,0,0,0,92,6,13,3,3,7,16,0,0,0,48,15,21,23,16,22,36,0,0,0,136,117,209,410,412,673,686,192,58,5,2762,226,51,105,104,195,331,650,451,265,2371,25,20,47,40,66,69,88,59,69,481,366,283,569,557,935,1085,929,566,332,5618
LGA29399,5,34,80,41,19,12,4,0,0,194,4,3,3,3,9,10,12,3,0,48,9,9,37,24,14,3,6,3,0,99,15,43,114,62,33,26,26,5,0,339,15,52,102,67,37,25,7,0,0,310,7,13,34,13,10,18,8,3,0,107,0,0,4,0,3,0,0,0,0,11,0,3,4,3,0,0,0,0,0,12,22,76,140,80,50,40,19,3,0,440,0,0,3,4,0,0,0,0,0,12,3,0,4,0,0,0,0,0,0,6,3,0,9,3,0,0,0,0,0,13,25,79,146,84,53,45,19,3,0,451,3,3,9,4,15,19,27,8,0,91,12,26,57,44,23,21,17,3,0,198,37,103,210,135,88,84,61,19,0,746
LGA29499,52,191,377,169,132,102,19,0,0,1038,90,157,230,172,129,178,157,40,23,1175,38,102,182,144,89,73,32,7,5,669,178,453,795,479,347,352,204,49,28,2883,27,136,482,250,171,109,19,0,0,1194,32,136,187,94,91,86,17,3,0,641,3,5,35,21,22,20,3,3,0,111,6,12,22,20,16,3,0,0,0,84,64,289,726,386,300,215,42,7,0,2033,21,52,148,83,72,30,5,0,0,410,29,59,54,29,13,20,3,0,0,204,47,111,202,111,90,48,10,0,0,613,117,397,921,499,388,268,51,7,0,2647,165,284,449,311,262,338,355,95,28,2291,74,215,474,477,328,210,80,16,5,1886,357,898,1848,1295,975,816,482,121,38,6825
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,8,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,4,3,11,5,0,0,0,25
