LGA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
LGA25060,7,22,70,458,262,275,111,86,44,1341,0,0,0,10,4,0,3,0,0,25,0,0,0,20,3,0,0,0,0,19,39,95,240,1050,316,208,216,176,90,2429,175,271,391,1235,446,444,366,323,170,3818,3249,6276,7093,18300,8141,6729,5021,3634,1826,60280,0,0,6,14,0,6,0,0,0,29,5911,11325,11354,22063,10892,7752,4104,2257,1244,76902,0,4,9,59,9,3,3,0,0,90,0,0,5,46,29,25,21,28,0,158,0,0,3,16,13,13,10,0,0,60,11,18,15,104,46,11,15,3,0,209,3,0,11,84,52,41,64,15,3,257,10,41,344,719,245,226,97,103,65,1848,0,3,0,33,78,82,146,152,22,531,7,33,20,87,55,84,106,87,28,499,32,94,90,585,403,326,319,155,59,2058,0,0,4,42,19,18,13,4,0,110,0,3,6,65,14,13,10,6,0,127,3,3,14,83,40,41,167,66,37,450
LGA25150,0,0,0,10,7,3,0,0,0,21,0,0,0,0,4,4,3,7,3,25,0,0,7,6,0,4,0,0,0,13,0,3,3,44,37,38,25,13,7,170,49,103,92,266,188,166,151,84,37,1137,965,2166,1828,4006,2431,2076,1611,674,310,16073,0,0,0,0,0,0,0,0,0,0,1919,4076,3448,6376,3644,2990,2083,787,317,25635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,5,10,8,0,0,0,28,0,0,0,8,10,5,4,0,0,28,0,0,8,9,14,3,0,0,0,34,0,0,0,9,9,13,16,12,0,59,0,0,0,0,0,4,0,3,0,10,0,34,26,142,246,261,276,127,38,1154,0,0,3,14,0,3,3,0,0,22,0,0,0,0,9,0,0,0,0,11,0,4,0,14,22,23,80,25,12,177
LGA25250,4,16,64,298,100,121,44,7,6,654,0,0,3,18,3,4,0,4,4,34,0,0,10,33,0,4,0,0,0,46,47,120,210,1193,325,239,215,184,98,2631,279,419,569,2017,667,496,434,445,242,5569,4981,7730,10028,30485,9730,7294,5192,4948,2653,83051,0,9,20,58,11,5,0,0,0,103,8996,13103,14124,34299,11749,7405,3117,2013,1485,96296,7,48,46,355,44,22,5,0,0,528,0,0,4,73,24,23,15,11,0,153,0,0,11,19,5,9,3,3,0,49,6,8,21,235,36,19,6,4,0,342,5,6,3,109,33,22,12,3,3,201,11,52,692,1100,312,332,86,58,24,2668,0,0,3,35,59,52,75,120,34,379,7,29,20,104,45,106,117,111,64,605,31,128,205,1439,533,369,259,147,76,3182,0,6,16,144,71,33,29,13,0,310,0,7,40,153,32,23,14,7,3,276,5,18,35,248,71,40,121,50,47,641
LGA25340,0,0,7,23,11,10,3,0,0,57,0,9,4,19,25,33,28,13,13,143,0,0,0,17,6,4,4,3,0,38,4,31,43,225,158,167,186,118,71,989,182,385,416,1043,721,810,877,650,346,5436,3861,9192,7711,16494,11090,11154,11175,6421,3022,80125,0,0,4,6,3,4,0,0,0,17,7484,16828,14113,25011,15281,14811,13206,7085,3129,116942,0,0,0,3,0,0,0,0,0,3,0,0,0,11,8,3,11,3,0,35,0,0,5,25,6,0,0,0,0,44,4,27,15,95,49,46,40,14,5,298,0,0,0,14,23,20,22,5,0,90,3,28,137,95,65,30,31,15,3,417,0,0,0,11,37,63,60,71,13,252,0,0,0,9,11,43,56,35,15,168,61,571,581,1390,2149,1889,2567,1758,634,11598,0,4,0,14,15,18,9,5,3,73,0,12,14,31,25,16,31,11,3,141,3,16,29,80,110,117,304,205,57,919
LGA25430,0,0,0,5,0,3,0,0,0,12,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,27,14,13,20,5,4,85,17,63,44,168,142,184,127,96,83,925,420,951,748,1768,1460,1627,1365,693,338,9375,0,0,0,0,0,0,0,0,0,3,784,1800,1468,2904,2173,2447,1932,968,371,14846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,6,0,11,3,4,0,0,0,29,0,0,0,0,4,0,0,0,0,7,0,3,0,10,9,8,0,0,0,33,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,5,0,9,6,71,118,176,189,95,39,697,0,0,0,3,0,3,0,0,0,6,0,0,0,11,3,4,0,0,0,21,0,0,0,11,8,19,31,9,0,85
LGA25490,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,7,12,3,0,3,3,0,34,33,75,66,151,117,120,96,47,22,729,478,1184,826,1750,1236,1209,878,430,236,8245,0,0,0,0,0,0,0,0,0,0,896,2159,1491,2866,1939,2043,1452,688,306,13843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,7,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,19,12,43,61,78,79,42,11,352,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,7,7,6,10,7,0,40
LGA25620,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,7,18,9,7,3,58,21,57,50,139,98,127,116,49,20,675,320,746,600,1393,981,1171,961,420,182,6771,0,0,0,0,0,0,0,0,0,0,568,1440,1069,2224,1577,1748,1430,586,225,10866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,13,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,3,3,0,0,19,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,5,6,41,91,129,166,74,22,536,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,16,37,10,0,78
LGA25710,0,0,0,21,12,3,0,0,0,38,0,3,0,8,11,8,8,0,3,39,0,0,3,3,3,7,3,0,0,24,0,29,20,117,87,77,67,36,16,456,55,158,140,308,244,213,145,83,47,1402,1614,4318,4096,7071,5245,4522,2676,1015,449,31007,0,0,3,0,0,0,0,0,0,3,3104,7973,7693,10888,7620,6565,3520,1160,430,48955,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,3,0,0,13,0,10,11,37,24,16,4,3,0,119,0,0,0,11,4,3,0,0,3,17,5,28,41,222,53,43,26,12,0,415,0,0,0,10,30,33,23,17,6,115,0,0,0,8,7,19,19,6,0,68,14,173,204,422,664,521,441,188,52,2677,0,0,0,14,14,13,3,0,0,36,0,0,7,15,11,15,8,0,0,59,0,5,14,51,53,42,128,50,11,347
LGA25810,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,10,11,9,8,0,0,47,13,24,42,94,87,79,67,74,28,508,239,583,563,1140,852,915,778,455,258,5785,0,0,0,0,0,0,0,0,0,0,485,1101,1049,1852,1361,1515,1278,659,329,9637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,15,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,18,32,56,65,36,9,229,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,14,11,0,32
LGA25900,0,3,23,115,20,20,4,3,0,200,0,0,3,25,9,3,4,0,0,44,0,0,3,26,3,6,0,0,0,36,28,70,180,1333,233,237,229,255,197,2758,212,242,492,2490,676,539,359,171,95,5276,2429,3361,5067,22798,6773,5105,3474,1687,868,51563,0,0,3,12,3,3,0,0,0,17,4104,5525,5940,22875,8308,6160,3638,1334,537,58422,0,0,6,41,0,3,0,0,0,52,0,0,0,48,15,20,6,4,0,102,0,0,0,14,0,3,0,0,0,21,8,5,39,295,61,39,17,0,0,465,0,5,6,95,24,16,12,0,0,169,19,74,458,852,192,122,63,39,14,1826,0,0,4,43,28,31,22,12,0,131,0,0,3,32,24,33,52,20,7,157,58,148,312,2403,803,572,454,142,65,4959,0,0,0,61,13,11,3,3,0,94,7,27,51,386,57,27,36,8,4,610,9,12,31,319,101,49,116,39,20,699
LGA25990,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,11,7,0,0,29,7,24,18,73,44,67,60,25,28,349,164,398,295,625,492,615,519,196,109,3408,0,0,0,0,0,0,0,0,0,0,320,737,542,1122,840,1003,856,319,125,5864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,18,54,61,78,37,10,257,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,6,6,6,0,21
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,14,8,4,9,18,15,15,42,26,11,147,45,117,108,182,184,258,328,217,91,1527,0,0,5,0,0,0,0,0,0,4,66,228,183,269,258,394,460,295,117,2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,17,24,44,15,4,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6
LGA26170,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,3,3,0,11,0,0,0,0,3,0,4,0,0,8,0,7,0,25,14,21,25,8,5,111,52,117,86,232,179,255,220,136,56,1332,753,1768,1307,2878,1998,2387,2032,1021,501,14644,0,0,0,0,0,0,0,0,0,0,1476,3231,2515,4580,3147,3425,2749,1274,568,22965,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,6,4,6,6,0,0,22,0,0,0,4,0,3,0,0,0,8,0,6,0,21,5,9,6,4,0,47,0,0,0,0,4,3,3,0,0,13,0,0,0,3,0,0,4,0,0,13,0,7,13,76,161,236,346,178,58,1071,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,4,0,10,0,0,0,15,9,23,54,31,11,144
LGA26260,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,9,3,3,0,34,17,35,51,115,86,109,111,74,42,641,413,905,823,1603,1154,1239,1018,638,383,8178,0,0,0,0,0,0,0,0,0,0,799,1764,1550,2612,1827,2022,1603,876,466,13521,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,3,0,9,3,3,0,0,0,15,0,0,0,0,0,0,3,0,0,3,0,3,24,5,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,12,6,34,53,66,75,58,18,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,3,17,5,3,36
LGA26350,5,8,70,160,39,56,26,7,0,367,0,0,0,12,0,3,5,3,3,33,0,0,6,25,4,7,3,0,0,47,13,37,150,948,175,197,233,242,125,2127,131,208,509,1639,428,409,323,289,181,4109,2113,4284,7762,19893,6217,5375,4390,2891,1536,54462,0,0,4,22,0,3,0,0,0,35,3778,7131,9033,20729,7934,6187,4637,2487,1237,63153,0,3,8,24,3,5,3,0,0,52,0,0,3,33,13,13,8,4,3,77,0,3,8,19,10,9,3,3,0,61,4,14,30,211,45,26,10,8,0,355,3,0,3,57,14,12,13,4,0,103,28,161,1648,1656,459,288,136,99,30,4503,0,0,3,29,13,24,19,19,5,110,4,4,5,24,9,36,42,47,14,183,40,145,293,1498,536,441,445,177,93,3670,3,0,7,59,14,11,7,4,3,103,4,14,45,281,35,24,34,14,9,466,3,4,27,175,32,32,138,60,49,523
LGA26430,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,6,4,12,8,0,0,44,14,36,35,70,89,89,79,66,43,516,219,518,401,939,715,940,799,444,225,5198,0,0,0,0,0,0,0,0,0,0,416,982,744,1482,1073,1488,1236,657,271,8343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,17,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,3,0,0,6,0,3,3,30,36,59,84,55,18,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,4,6,24,8,3,50
LGA26490,0,3,0,3,0,0,0,0,0,10,0,0,0,0,3,6,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,8,10,68,18,18,25,13,7,160,38,95,61,215,150,126,122,74,42,919,875,2024,1310,3687,2173,2062,1592,733,359,14818,0,0,0,0,0,0,0,0,0,0,1741,3802,2549,5708,3393,3273,2342,970,395,24170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,31,21,4,6,0,3,85,0,0,0,0,3,0,0,0,0,11,0,0,4,16,0,7,3,0,0,26,0,0,0,0,3,3,6,4,0,20,0,0,0,0,0,3,6,0,0,11,11,75,59,210,193,188,204,119,37,1098,0,0,0,4,4,0,0,0,0,6,0,0,3,23,0,0,0,0,0,32,0,3,3,35,14,27,45,18,9,152
LGA26610,3,3,4,36,20,24,7,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,10,0,0,8,38,32,14,6,6,0,111,59,117,144,298,216,238,154,106,49,1375,607,1248,1202,2410,1340,1353,1026,686,350,10217,0,13,30,52,32,20,0,0,0,153,1165,2240,1941,3258,1929,2018,1476,921,419,15364,0,0,0,8,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,23,13,6,0,3,0,42,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,28,6,7,4,0,0,59,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,4,24,30,39,44,25,9,178,0,0,3,17,12,6,4,4,0,44,0,3,3,11,3,0,0,0,0,23,0,0,0,8,3,8,7,6,0,27
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,3,6,0,0,23,10,20,17,42,41,32,43,26,13,248,130,326,239,520,450,500,414,206,120,2907,0,0,0,0,0,0,0,0,0,0,249,615,496,864,721,856,700,307,152,4952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,11,28,30,41,26,5,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,23,7,0,40
LGA26700,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,24,17,17,23,14,3,104,36,85,105,208,177,192,169,112,111,1200,753,1749,1450,3109,1993,2136,1764,1072,646,14665,0,0,0,0,0,0,0,0,0,0,1437,3322,2683,5058,3269,3331,2496,1444,689,23716,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,3,0,6,6,3,5,3,0,22,0,0,0,3,0,0,0,0,0,3,0,0,3,20,4,0,0,3,0,28,0,0,0,0,3,5,5,3,0,19,0,3,0,3,0,0,0,0,0,11,3,9,9,42,88,112,152,82,35,535,0,0,0,0,3,0,3,0,0,8,0,3,0,6,4,0,3,0,0,15,0,0,0,6,10,22,42,15,13,106
LGA26730,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,11,0,0,0,6,3,0,0,0,0,9,0,12,11,48,15,6,7,4,3,107,52,94,144,275,189,184,176,170,108,1400,937,2032,2180,4128,2395,2253,1790,1158,630,17502,0,0,0,0,0,0,0,0,0,0,1818,3788,3891,6487,3732,3577,2711,1530,730,28265,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,8,9,3,4,0,0,22,0,0,0,0,0,0,0,0,0,0,5,7,20,75,18,5,10,0,0,141,0,0,0,0,0,0,0,3,0,7,0,8,3,3,3,5,3,0,0,22,3,26,16,91,100,104,132,72,44,576,0,3,4,9,3,0,0,0,0,17,0,3,3,4,3,0,0,0,0,17,0,0,3,3,3,7,5,9,3,39
LGA26810,0,0,3,14,12,6,0,0,0,33,0,0,3,0,6,3,4,3,0,19,0,0,0,0,3,3,3,3,0,12,0,3,6,26,28,25,36,16,8,148,73,162,154,418,279,325,270,145,70,1887,1190,2517,2158,4754,2956,3285,2486,1315,636,21287,0,0,0,3,0,0,0,0,0,3,2272,4657,4107,7895,4567,4983,3605,1795,751,34627,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,7,0,0,0,13,0,0,0,0,0,11,0,7,5,15,10,3,3,0,3,45,0,0,0,0,0,3,3,0,0,11,0,0,0,42,8,5,3,0,0,66,0,0,0,3,11,9,16,12,4,54,0,0,0,6,0,3,7,4,0,17,0,22,23,117,208,296,354,179,66,1266,0,0,0,13,3,8,0,0,0,27,0,0,6,4,5,3,0,0,0,22,0,0,0,6,18,26,84,30,16,187
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,11,3,26,22,16,22,12,18,137,101,235,164,365,306,274,254,162,80,1941,0,0,0,0,0,0,0,0,0,0,199,436,348,616,508,503,424,268,96,3400,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,19,24,9,9,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,3,0,13
LGA26980,4,16,131,395,262,291,121,59,21,1297,0,0,0,10,15,4,6,5,6,55,0,5,16,30,11,16,6,0,0,81,18,106,144,542,264,249,267,233,111,1924,161,245,412,883,420,409,388,388,361,3663,4340,9032,11389,22752,11142,9225,7462,5559,3136,84032,0,3,4,30,13,5,3,8,0,68,7913,15052,13970,19630,12134,9236,6999,5002,2821,92759,4,14,33,83,23,6,5,0,0,162,0,8,7,26,13,19,9,12,0,85,0,0,20,126,102,120,55,28,4,453,5,16,28,94,43,44,16,4,4,247,0,10,3,41,20,17,21,3,0,127,161,743,4013,8074,2397,1737,833,491,167,18624,0,0,4,10,24,35,56,66,19,222,0,14,11,52,28,42,69,44,29,290,33,189,224,638,700,632,709,521,277,3922,0,7,20,81,51,54,28,23,4,275,3,10,13,58,32,25,25,6,6,172,4,12,27,74,78,83,204,122,67,670
LGA27070,7,26,152,772,370,298,68,43,16,1747,0,3,0,6,9,6,3,3,0,37,3,20,38,109,26,5,0,0,0,202,56,314,348,1371,586,472,320,151,52,3672,377,556,648,1897,832,752,614,374,120,6172,7870,12553,12348,31992,12585,10266,7021,3908,1401,99952,0,21,43,135,43,29,4,0,0,270,14680,21229,18073,33385,12781,8135,4378,1862,787,115305,3,15,23,202,40,9,4,0,0,294,0,0,14,128,88,79,40,29,3,380,0,5,20,113,61,64,13,8,0,280,5,7,14,55,26,14,3,0,3,129,0,3,0,43,41,28,28,3,3,155,48,98,570,1931,459,366,187,76,17,3745,0,3,12,70,119,136,148,124,13,616,3,64,39,282,109,203,188,71,36,988,25,219,139,526,533,442,430,230,73,2614,0,17,37,295,133,94,43,26,12,655,0,0,7,13,24,21,12,5,3,88,0,7,41,92,58,41,110,39,24,407
LGA27170,0,0,0,6,0,0,0,0,0,11,0,0,4,0,6,0,4,0,0,11,0,0,0,7,0,0,0,0,0,9,9,27,27,96,28,38,49,48,23,350,74,118,172,362,177,189,153,101,40,1385,1408,2599,2464,5316,2590,2465,1781,957,472,20050,0,0,0,5,0,0,0,0,0,3,2631,4820,4713,8445,4156,3796,2440,1159,515,32683,0,0,0,6,3,0,0,0,0,16,0,0,0,4,5,3,7,3,0,19,0,0,0,3,0,0,0,0,0,3,0,0,8,7,3,8,3,0,0,33,0,0,0,0,3,0,0,0,0,8,0,0,8,38,16,8,11,3,0,77,0,0,0,3,13,20,30,38,14,113,0,0,0,3,0,0,3,0,0,10,6,19,34,105,157,127,149,87,23,705,0,0,5,16,7,0,0,0,0,30,0,0,0,0,5,3,8,0,0,24,0,7,4,14,21,44,121,55,33,291
LGA27260,3,27,54,497,144,119,43,14,3,907,0,6,0,23,9,14,5,0,4,62,0,8,21,85,23,10,3,0,0,142,73,408,653,2520,875,476,281,124,42,5445,518,752,654,2089,754,617,438,225,136,6176,10299,15651,12713,39091,12651,9198,5388,2395,935,108319,3,4,26,107,40,28,9,4,0,214,18853,23547,15980,28747,12263,8241,4566,1748,603,114544,24,123,112,1131,139,41,9,3,0,1582,0,0,20,180,93,65,36,13,0,403,0,7,10,102,37,43,10,0,0,204,5,29,27,91,46,28,13,5,0,238,0,8,8,136,93,97,74,15,0,434,69,245,488,3116,659,678,194,61,15,5521,0,7,5,92,106,113,78,63,3,465,14,72,47,114,51,66,46,12,6,421,59,367,293,1041,1113,854,736,387,128,4978,3,37,73,485,169,123,71,11,0,974,0,7,7,38,25,22,12,7,0,120,3,22,31,116,82,75,173,64,25,591
