LGA_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
LGA25340,39,21,22,13,9,3,23,643,5,344,427,187,28,5,19,13,7,12,9,4,3,0,72,1146,0,6,3,6,0,11,37,11,0,5,0,3,6,4,4,100,0,0,0,0,3,11,17,8,0,0,0,3,0,0,3,44,0,3,3,11,5,9,5,4,0,0,0,0,0,0,3,44,5,4,14,26,49,33,10,20,3,4,3,4,0,0,10,189,0,85,73,27,12,0,0,3,0,0,0,0,0,0,5,203,0,343,289,82,87,23,37,4,3,3,3,0,0,3,33,910,16,27,84,310,462,390,397,198,67,33,39,18,14,20,89,2149,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,13,3,0,4,6,50,77,47,48,19,29,10,35,23,24,33,408,0,30,27,11,61,35,8,10,3,0,0,3,0,0,7,191,0,3,9,17,13,9,10,4,5,0,6,7,7,0,6,107
LGA25430,0,0,0,0,0,0,0,28,0,9,10,0,0,0,0,0,0,0,0,0,0,0,8,30,0,0,0,0,3,0,6,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,19,0,0,5,6,0,3,5,3,0,0,0,0,0,0,3,30,0,8,4,3,0,0,0,0,0,0,0,0,0,0,3,16,0,28,32,5,3,3,5,5,0,3,0,0,0,0,8,93,0,3,5,27,56,39,30,20,8,7,5,0,3,3,33,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,0,4,0,0,0,0,35,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA25490,0,0,0,4,3,0,0,28,0,3,5,6,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,10,7,4,0,14,0,0,0,0,0,0,0,0,61,0,3,3,15,35,41,100,38,5,3,11,8,4,3,16,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,0,5,19,17,6,3,3,71,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3
LGA25620,0,0,0,0,0,0,0,26,0,15,19,6,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,5,4,0,0,0,0,0,0,3,0,0,16,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,24,24,10,5,7,3,0,0,0,0,0,0,0,3,80,0,4,11,21,46,24,22,11,0,4,6,0,10,0,15,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,4,10,0,0,0,0,4,0,0,29,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
LGA25710,3,4,0,0,3,0,0,197,0,153,278,127,22,10,4,0,4,4,0,0,4,0,33,633,0,0,0,0,6,12,25,8,0,3,3,0,0,3,4,66,0,0,0,3,3,3,9,3,0,0,0,0,0,0,3,29,0,0,4,20,8,11,0,0,0,0,0,0,0,0,0,44,0,0,7,41,51,51,24,21,13,3,3,8,0,0,4,228,0,33,49,13,3,3,0,0,0,0,0,0,0,0,0,103,0,60,44,13,22,5,17,18,0,8,0,3,7,0,0,207,3,7,9,53,118,108,141,85,16,12,22,11,8,9,9,612,0,0,0,0,0,5,7,7,0,10,0,3,0,3,0,31,0,0,0,6,20,23,18,8,0,0,3,11,5,0,3,108,0,4,9,3,23,20,8,4,0,3,0,6,0,0,0,77,0,3,4,11,7,15,17,11,0,0,0,4,0,0,6,81
LGA25810,0,0,0,0,0,0,0,11,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,10,12,4,8,0,3,3,0,0,0,0,0,0,3,44,0,0,3,11,23,14,6,3,0,0,3,0,4,0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,17,0,5,12,3,0,0,3,61,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
LGA25900,132,128,98,93,96,67,15,1182,7,130,149,88,22,11,23,59,31,76,71,65,67,40,30,855,0,3,0,4,15,39,76,51,20,13,21,37,41,19,22,357,0,0,0,0,16,25,67,71,16,15,21,16,16,16,8,279,0,3,0,17,13,11,3,3,4,0,0,0,4,0,0,71,0,3,7,55,101,115,170,141,30,24,38,45,48,39,24,833,0,44,28,9,15,0,3,0,0,0,0,0,0,0,4,105,0,38,34,19,13,32,34,38,8,10,17,6,31,16,0,288,3,4,39,147,289,324,555,476,205,212,192,176,197,126,73,3021,0,0,0,0,0,4,17,16,11,11,7,4,13,3,4,84,0,0,0,8,54,111,65,61,16,8,27,23,46,22,16,458,14,50,88,32,123,85,32,25,5,9,0,12,6,3,13,510,0,3,6,13,37,42,76,54,10,18,25,11,14,16,10,322
LGA25990,0,0,0,0,0,0,0,11,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,4,0,0,0,0,0,0,0,0,0,0,3,20,0,15,18,8,0,0,0,0,0,0,0,0,0,0,0,41,0,0,3,12,22,16,7,6,0,0,0,3,0,3,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26080,0,0,0,0,0,0,0,11,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,4,8,10,0,3,4,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3
LGA26170,0,3,3,0,4,0,0,65,4,59,69,37,8,0,0,0,0,0,0,3,3,0,11,203,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,3,0,0,5,3,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,5,3,3,0,0,0,0,0,0,27,0,10,7,0,0,0,0,0,0,0,0,0,0,0,5,23,0,73,109,27,19,10,3,0,3,4,0,0,0,0,6,268,3,4,13,45,77,64,64,53,7,8,8,3,0,4,15,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,9,8,8,5,3,3,5,3,4,76,0,0,3,0,5,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26260,0,6,0,0,0,0,0,12,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,27,29,3,3,0,3,3,0,0,0,0,0,0,4,66,0,6,3,15,25,15,60,44,5,7,11,3,3,3,9,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,7,5,9,46,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
LGA26350,75,72,62,41,44,26,9,628,6,145,177,78,20,11,26,37,14,38,42,37,24,13,28,678,0,0,0,5,28,52,79,55,9,22,24,35,38,20,15,397,0,0,0,0,20,28,79,71,14,21,25,30,25,17,13,341,0,3,3,27,14,15,7,3,3,3,0,0,0,0,3,80,3,6,18,97,192,207,211,150,34,48,57,54,90,51,41,1252,0,18,18,7,0,0,3,0,0,0,0,3,0,0,0,53,0,48,29,15,10,15,20,23,16,6,12,16,3,8,9,220,10,17,50,112,211,238,486,427,162,164,173,152,183,110,65,2563,0,0,0,0,3,5,15,20,7,3,10,10,9,9,0,108,0,0,0,10,50,88,59,82,28,23,40,33,45,35,22,520,46,121,74,26,79,48,23,14,0,3,6,7,10,4,9,474,4,3,12,22,50,55,146,79,22,35,20,24,32,15,8,538
LGA26430,0,5,0,0,0,0,0,17,0,12,5,3,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,9,5,0,0,0,0,0,0,0,0,0,0,0,38,0,3,9,10,24,13,15,10,0,0,0,0,0,8,3,96,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,10,6,6,3,7,0,0,0,3,47,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
LGA26490,5,4,7,6,0,0,9,94,0,35,28,12,3,0,3,3,0,0,0,0,0,0,4,95,0,0,0,0,0,3,9,4,0,3,0,0,0,0,4,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5,3,3,0,5,0,0,0,0,0,0,0,25,0,17,13,9,0,3,3,0,0,0,0,0,0,0,3,45,0,52,41,8,4,4,5,12,0,0,0,0,0,0,3,125,0,4,12,33,49,43,75,59,6,19,9,12,3,0,16,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,5,10,10,21,0,0,4,3,0,0,0,54,0,9,0,5,5,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3,0,3,3,3,0,0,0,0,0,0,0,11
LGA26610,0,3,0,0,0,0,0,11,0,76,89,36,4,0,0,0,0,0,0,0,0,3,17,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,8,5,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,16,3,6,22,30,12,24,34,161,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,10,3,3,0,4,0,0,0,0,0,0,0,0,35,0,0,0,10,19,23,42,10,4,0,5,0,8,0,8,130,0,0,0,0,0,0,4,9,3,19,11,0,0,0,0,41,0,0,0,0,4,18,23,35,8,6,7,5,4,3,3,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA26670,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,13,8,0,0,0,0,0,0,0,0,0,0,4,39,0,3,0,6,13,6,8,8,0,0,0,0,0,0,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,0,0,0,0,0,0,0,24,11,114,133,54,3,0,3,0,0,0,0,0,0,0,18,343,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,12,10,0,0,0,3,0,0,0,41,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,50,43,10,9,0,3,3,0,0,0,0,0,0,0,122,3,9,4,28,29,16,25,21,8,3,0,0,3,0,6,158,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,4,0,0,0,0,11,20,7,30,0,4,3,0,3,8,5,98,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8
LGA26730,0,0,0,5,0,0,3,69,0,8,8,3,0,0,3,0,3,0,0,0,0,0,0,25,0,0,0,0,0,0,6,3,0,3,0,0,5,0,4,24,0,0,0,0,0,0,14,9,3,0,3,16,17,22,20,97,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,3,3,3,6,0,0,4,0,6,5,0,45,0,3,7,9,0,0,0,0,0,0,0,0,0,0,0,18,0,45,36,4,4,0,4,3,0,0,0,0,0,0,0,98,0,0,3,25,52,56,96,58,13,20,13,5,14,8,11,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,18,17,31,9,7,3,3,3,8,3,116,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,12
LGA26810,9,0,0,0,0,0,5,51,0,39,37,13,0,0,0,0,0,3,0,0,0,0,13,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,12,0,0,3,12,9,5,4,8,3,3,5,3,5,7,14,92,0,12,13,0,3,0,0,0,0,0,0,0,0,0,0,24,0,110,117,26,8,3,0,6,0,3,0,0,0,0,7,293,3,8,16,34,89,53,95,68,11,17,23,12,21,8,54,519,0,0,0,0,0,0,4,6,3,7,0,0,4,0,0,23,0,0,0,0,23,33,10,20,15,12,15,7,35,11,27,209,0,15,3,11,7,12,0,0,0,0,0,0,0,0,5,51,0,0,0,0,0,3,5,10,0,0,3,0,6,0,9,33
LGA26890,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,11,0,5,4,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,8,27,6,6,3,3,8,351,12,369,607,275,32,22,23,12,6,6,11,15,5,0,42,1437,0,0,0,4,27,59,120,61,10,20,11,13,16,21,18,383,0,0,0,7,17,58,313,357,58,74,62,46,43,34,26,1095,0,0,13,34,18,29,6,3,0,0,0,0,0,0,4,107,4,3,50,182,479,906,793,678,118,165,186,230,281,205,148,4427,0,50,45,19,9,3,0,0,0,0,0,0,0,0,0,130,0,156,131,27,26,8,22,19,9,3,0,6,0,0,20,427,6,18,63,145,273,270,450,258,81,76,69,25,42,28,51,1866,0,0,3,5,7,19,40,89,23,45,49,65,81,20,11,465,0,0,4,14,87,219,114,143,48,61,61,75,104,50,17,1013,0,34,55,43,90,91,22,14,0,7,4,6,3,0,4,371,0,0,12,55,72,146,234,194,26,36,46,30,50,29,35,957
LGA27070,23,17,7,4,3,7,16,281,11,895,2444,1577,184,111,104,82,35,23,31,41,29,20,394,5981,0,0,0,3,6,14,32,36,0,3,3,0,0,3,7,111,0,0,0,0,7,17,68,79,6,4,11,9,10,5,9,215,0,7,24,304,353,401,228,160,17,23,24,11,18,3,59,1637,0,0,10,22,110,234,188,234,32,25,81,57,61,36,43,1130,0,254,426,170,75,18,3,0,0,4,0,3,0,0,35,989,0,50,68,9,13,3,12,15,3,0,3,3,0,0,8,185,0,3,12,62,193,266,522,386,158,183,149,119,99,54,105,2323,0,0,3,9,15,62,161,207,32,69,102,68,71,52,27,874,0,0,3,25,183,558,446,502,80,114,99,96,91,44,65,2308,0,11,27,29,76,50,16,16,0,0,12,0,4,0,3,242,0,0,0,9,6,43,111,105,15,20,21,19,33,14,11,405
LGA27170,0,0,0,0,0,0,0,41,0,28,24,6,0,0,0,3,0,0,0,0,0,0,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,4,3,0,0,0,0,17,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,15,0,0,3,4,7,3,3,3,0,0,0,0,4,0,3,36,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,9,0,54,49,5,10,3,3,0,0,0,0,3,0,0,3,145,0,3,9,29,55,68,55,49,9,6,0,3,6,3,15,313,0,0,0,0,0,0,0,10,0,8,0,0,5,5,0,30,0,0,0,0,14,24,22,51,11,41,22,3,5,7,14,221,0,8,7,4,9,3,0,4,0,0,0,0,0,0,0,34,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,17
LGA27260,29,44,11,7,7,4,8,386,15,324,700,386,63,22,46,25,5,8,9,18,10,6,100,1733,0,0,0,0,7,17,80,71,0,6,11,5,4,0,6,222,0,0,0,3,8,48,150,292,45,39,26,30,35,25,20,718,0,0,6,67,142,146,183,166,30,18,31,24,42,0,31,880,0,0,10,63,141,216,452,504,99,135,112,91,101,52,73,2057,0,183,454,236,97,42,33,23,8,0,8,3,0,0,38,1116,0,76,83,33,20,10,23,16,8,7,0,0,0,0,6,286,0,3,23,122,402,658,1637,1658,583,743,581,417,358,185,356,7714,0,0,0,7,12,96,414,568,150,190,144,186,169,101,24,2069,0,0,0,37,308,1073,1189,1727,213,242,255,206,225,151,98,5726,0,27,21,24,171,164,70,23,12,3,17,9,9,3,10,547,0,3,3,19,36,60,301,354,56,53,63,36,45,30,16,1073
LGA27350,54,50,40,36,39,23,15,530,10,180,320,80,16,15,27,34,13,17,35,29,29,16,38,858,0,0,0,3,14,27,68,42,9,13,0,14,20,12,18,242,0,0,0,0,14,11,36,37,6,15,21,9,12,14,5,180,0,3,8,9,18,7,3,4,0,0,0,0,0,0,0,55,0,0,12,48,109,131,155,100,18,29,27,28,46,32,25,741,0,18,35,4,4,0,0,0,0,0,0,3,0,0,3,71,0,21,25,15,13,16,13,11,3,4,9,8,17,14,11,183,3,8,31,83,211,250,443,479,193,217,179,190,176,122,77,2652,0,0,0,3,0,3,9,16,0,3,12,5,4,3,0,65,0,0,3,10,31,76,57,43,3,13,14,18,17,17,14,315,0,8,17,7,39,38,13,5,0,3,0,0,9,4,6,148,0,0,11,12,21,36,72,40,8,7,14,16,15,10,6,263
LGA27450,3,9,8,3,5,0,5,320,6,274,339,151,22,13,15,21,3,3,0,8,6,0,46,901,0,0,4,3,13,9,42,17,3,0,3,8,6,0,3,111,0,0,0,0,4,9,23,14,0,4,8,3,3,0,3,71,0,0,0,12,15,12,9,7,0,0,0,0,3,0,3,72,0,0,24,23,48,42,27,65,17,8,9,7,14,9,9,308,0,37,40,10,7,3,0,0,0,0,0,0,0,0,8,109,4,459,562,180,167,54,64,28,3,10,8,0,3,5,46,1590,7,16,51,184,395,358,398,187,35,45,32,29,14,13,96,1855,0,0,0,0,4,3,5,5,0,0,0,4,0,0,0,38,0,0,4,4,42,110,92,84,20,11,26,27,14,9,12,460,0,18,39,32,79,46,24,20,0,3,0,3,0,0,4,274,0,0,8,10,18,13,26,25,9,5,0,0,0,0,8,125
LGA27630,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,10,5,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,11,15,3,3,0,0,7,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,3,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29499,0,0,0,0,3,14,3,27,0,3,12,4,0,0,0,0,0,0,0,4,10,12,12,58,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,6,4,0,3,0,0,0,3,9,9,37,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,9,11,10,42,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,6,0,3,0,0,0,3,0,0,0,3,0,0,29,0,0,3,8,20,13,39,23,12,6,13,3,5,17,46,219,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,11,0,0,0,0,3,5,3,6,0,3,3,0,0,5,7,41,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,13
