LGA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,79,109,26,17,10,9,0,0,0,0,0,0,19,296,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,7,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,19,13,15,10,7,3,0,0,5,0,0,8,90,3,67,122,170,84,64,41,31,5,3,3,7,8,3,72,681
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,30,33,26,5,6,0,7,0,0,3,0,0,5,139,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,6,0,0,0,0,0,3,0,26,11,48,49,57,45,13,20,15,7,0,0,3,0,3,12,297
LGA26170,0,0,4,11,11,5,7,8,4,3,0,0,0,0,0,56,0,3,3,10,7,3,3,3,0,7,0,0,0,0,0,27,0,0,0,0,3,0,4,3,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,151,295,402,144,81,65,34,9,8,0,3,0,0,59,1266,0,0,0,9,5,13,10,7,0,0,0,7,0,0,3,62,0,0,0,0,0,0,4,6,0,0,3,0,0,0,3,21,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,7,0,21,46,46,26,28,25,23,3,0,3,8,5,3,5,245,19,402,624,678,350,260,248,206,43,38,36,45,35,17,128,3146
LGA26260,0,0,0,3,0,0,15,19,3,0,4,3,3,0,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,106,83,40,24,18,25,0,5,3,9,3,0,16,388,0,0,0,9,0,6,0,8,3,0,0,0,0,0,0,30,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,0,6,11,20,10,9,18,19,3,0,0,3,3,5,3,113,6,110,179,150,91,83,147,151,22,42,49,36,32,28,54,1181
LGA26350,3,6,22,43,140,182,191,101,29,22,21,23,27,9,19,836,0,6,20,89,53,104,79,100,12,23,28,30,29,27,11,600,0,0,0,6,15,40,80,85,13,19,16,37,35,24,16,392,0,0,4,13,4,9,7,0,3,3,4,0,0,0,0,47,0,0,3,36,12,23,7,16,7,4,3,3,5,10,0,126,48,227,410,590,371,380,525,467,179,166,218,217,288,153,147,4373,3,16,23,76,71,97,131,115,40,39,49,73,75,38,27,865,0,0,3,13,205,101,45,81,14,17,24,32,34,23,15,609,0,3,0,3,12,7,32,25,8,3,0,3,0,0,5,100,38,294,260,390,437,862,703,690,159,207,277,300,423,266,132,5443,210,1216,2224,2536,2346,3557,4190,4455,1221,1511,1744,2272,2697,1567,968,32732
LGA26430,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,41,91,94,24,26,15,9,3,3,0,0,3,0,21,351,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,18,28,14,10,7,8,0,0,0,0,7,5,8,115,12,115,159,174,83,79,71,80,18,15,24,14,16,20,46,924
LGA26490,0,0,3,5,15,11,43,28,0,3,0,0,15,0,0,130,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,109,223,259,137,105,146,161,34,20,31,22,23,3,47,1319,0,0,0,12,16,17,21,22,7,7,12,9,6,0,8,153,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,12,8,41,40,55,22,23,38,43,13,13,26,16,16,3,18,378,8,333,446,497,306,290,427,460,80,78,101,82,85,21,137,3353
LGA26610,0,0,0,0,0,0,12,17,7,0,0,4,0,4,0,43,0,0,0,0,0,0,0,13,0,8,6,0,3,0,0,36,0,0,0,0,4,8,12,17,0,4,0,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,3,29,48,56,20,11,13,10,4,0,0,4,3,3,14,218,0,0,0,5,3,3,8,0,3,0,0,0,3,0,0,23,0,0,0,0,15,33,43,37,13,6,3,6,5,0,13,174,0,0,0,0,3,0,14,3,0,0,3,0,0,0,0,26,0,0,4,21,44,57,96,96,50,35,24,21,34,31,30,549,4,135,187,157,138,175,327,439,104,129,124,119,115,89,152,2394
LGA26670,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,43,44,19,8,16,11,6,0,0,3,0,0,7,175,0,0,0,3,0,3,0,3,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,9,11,19,8,5,3,0,0,8,0,3,0,0,0,64,5,66,93,84,50,31,40,36,4,14,10,13,3,0,19,485
LGA26700,0,0,0,3,10,3,10,12,0,3,0,0,0,0,5,59,0,0,0,3,3,0,4,18,8,0,0,0,0,0,0,35,0,0,0,0,0,0,3,0,0,0,5,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,109,154,166,65,41,57,21,3,0,0,5,5,0,24,645,0,0,0,10,7,6,9,6,3,0,4,0,3,0,0,56,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,33,48,50,24,26,29,35,12,3,3,6,6,4,12,298,22,384,444,369,180,145,222,224,40,32,28,36,43,18,88,2282
LGA26730,0,0,0,0,5,6,12,21,3,5,0,4,0,0,3,64,0,0,0,0,0,10,12,28,3,9,3,7,3,3,0,84,0,0,0,0,0,0,10,11,0,7,0,8,9,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,71,180,155,66,50,70,54,27,17,6,4,12,0,31,747,0,0,0,10,7,8,18,8,5,3,0,0,3,0,3,57,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,4,0,0,0,5,0,14,0,8,5,21,20,33,63,47,12,8,8,34,56,55,43,415,7,168,266,257,188,223,415,398,93,87,56,111,163,146,146,2733
LGA26810,0,0,4,7,13,3,14,42,3,0,0,0,4,3,6,96,0,4,5,4,3,0,5,17,0,8,0,0,4,0,3,58,0,0,0,0,0,3,7,15,0,0,4,3,8,0,15,48,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,12,13,176,379,427,150,90,78,100,5,13,14,9,6,8,62,1518,0,0,3,21,6,5,16,14,0,0,5,8,17,4,5,107,0,0,0,3,4,12,7,14,0,4,0,3,0,0,77,128,0,0,0,0,3,3,6,0,4,0,0,3,0,0,0,20,0,48,48,67,41,41,50,24,11,6,5,24,15,6,75,474,13,508,695,725,395,305,353,485,90,99,104,95,141,54,491,4554
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,34,9,3,3,0,0,0,0,0,0,0,0,85,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,12,0,5,5,0,0,3,0,0,0,0,7,36,0,19,33,59,32,15,27,19,3,7,13,3,0,0,7,235
LGA26980,0,0,14,53,127,99,232,148,33,12,22,13,6,19,16,800,0,10,69,157,126,360,329,351,30,91,103,138,202,136,44,2150,0,0,4,9,40,68,129,115,23,15,33,43,15,15,20,515,7,9,18,36,3,9,3,0,0,0,0,0,0,0,3,77,0,3,3,27,10,19,9,3,4,0,0,3,9,3,0,99,49,496,881,1012,574,406,575,345,90,75,56,41,54,18,134,4807,0,0,15,57,44,78,136,63,14,33,26,29,30,12,9,559,0,0,0,33,1085,513,152,179,47,55,50,56,81,55,54,2356,0,0,3,4,18,15,39,50,9,8,4,3,11,0,0,165,18,295,400,653,824,942,995,750,144,196,230,278,288,218,201,6438,125,1949,3686,4007,4975,7794,10392,10375,2076,2548,2911,3376,3814,2242,2077,62351
LGA27070,0,0,0,15,38,43,126,140,25,13,34,25,26,7,10,492,0,0,16,43,101,542,751,845,129,214,152,112,103,72,55,3138,0,0,0,3,35,48,86,85,17,16,17,27,23,20,20,391,3,64,346,2366,621,885,517,220,50,26,35,51,39,20,177,5433,0,3,14,244,137,183,93,36,7,8,7,6,10,7,22,780,10,155,483,794,319,297,293,389,100,99,70,39,55,25,104,3231,0,0,5,21,16,21,64,71,13,16,12,14,30,11,9,292,0,0,0,5,749,1040,455,375,69,61,92,83,70,59,138,3199,0,0,0,0,3,0,76,126,18,37,19,29,22,26,3,359,4,105,302,1114,976,1601,1934,1650,277,360,396,392,364,242,316,10022,43,1993,5878,8852,4863,8361,10572,13073,2207,2524,3078,2396,2367,1438,2494,70138
LGA27170,0,0,0,9,5,3,21,35,3,3,0,0,0,3,0,87,0,0,4,0,3,0,10,25,12,3,0,0,0,6,0,67,0,0,0,0,0,4,11,8,0,0,4,3,0,3,4,40,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,93,149,228,99,66,90,69,11,7,7,11,11,0,38,885,0,0,0,9,4,3,9,8,6,5,3,9,0,3,0,66,0,0,0,0,5,3,3,4,0,0,0,0,0,0,0,16,0,0,0,0,3,0,4,11,0,0,0,0,0,0,3,22,4,71,103,128,56,42,70,189,44,51,30,15,42,41,33,914,15,394,497,569,321,293,403,683,131,157,93,74,99,93,152,3957
LGA27260,0,5,13,21,55,46,285,348,55,74,50,64,87,38,30,1170,0,3,8,33,33,278,453,690,95,105,116,87,78,36,26,2039,0,0,0,0,42,75,172,631,81,67,70,90,128,71,40,1466,0,3,19,249,88,103,98,38,8,7,6,3,3,0,24,646,0,0,3,46,31,32,24,16,11,3,3,3,0,0,10,174,11,284,994,1453,594,471,635,907,198,256,167,118,112,42,171,6411,0,0,9,37,31,41,121,128,33,31,42,24,23,24,22,562,0,0,4,9,362,471,247,209,45,48,42,43,28,32,77,1625,0,0,0,5,8,14,64,114,10,13,14,14,19,16,0,288,10,101,234,910,1059,2187,4242,4324,705,635,708,703,669,422,534,17447,42,1307,3001,4439,4134,7708,18188,25468,4105,4474,4313,3963,3963,2402,2738,90246
LGA27350,0,0,14,12,45,68,110,53,14,14,4,11,9,7,9,387,0,0,6,20,18,49,23,32,7,3,8,7,12,7,5,199,0,0,0,8,21,33,56,52,13,16,20,23,38,15,7,303,0,0,7,41,10,13,10,3,0,0,0,0,0,0,3,89,0,4,0,38,28,18,19,11,4,3,9,3,6,0,8,152,6,126,286,446,309,444,506,454,185,200,205,248,259,176,113,3965,0,0,9,41,58,109,95,130,32,41,41,63,95,65,44,830,0,0,0,12,724,794,412,286,47,56,59,61,51,37,77,2619,0,0,5,0,7,10,13,13,0,0,0,3,0,0,0,55,9,86,142,301,394,637,908,833,196,193,259,329,345,211,200,5034,39,624,1592,1791,2392,3461,3881,3379,958,1100,1167,1371,1503,1014,855,25136
LGA27450,0,0,17,62,165,101,194,155,20,5,9,14,15,9,13,777,0,4,28,79,19,50,42,35,0,13,7,11,5,8,8,308,0,0,0,6,9,15,44,68,8,15,14,6,12,13,11,219,0,0,7,19,6,4,0,0,0,0,0,0,0,0,3,43,0,0,0,15,7,3,3,0,0,0,0,0,0,0,0,33,27,615,1846,3000,1118,776,827,557,83,68,68,62,46,17,289,9395,0,9,26,77,53,50,114,80,17,19,12,13,6,4,7,480,0,0,0,5,25,21,12,31,4,3,6,3,8,4,5,136,0,0,5,0,13,16,15,34,0,0,0,3,5,0,0,89,9,144,303,439,313,318,433,532,86,141,141,76,90,46,112,3177,72,1939,3806,4879,2807,2391,2901,2587,394,497,424,392,340,182,805,24419
LGA27630,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,45,34,13,6,0,0,0,0,0,0,0,0,11,130,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,0,3,5,12,0,3,5,3,0,3,3,59,3,50,73,68,36,38,11,35,3,15,20,9,5,3,28,399
LGA29399,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,4,0,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,9,8,8,5,52,0,5,7,15,10,14,19,7,4,0,8,15,14,17,13,156
LGA29499,0,0,0,3,6,0,7,0,0,0,0,0,0,3,0,25,0,0,0,4,0,0,0,5,0,0,0,0,0,3,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,5,3,0,0,0,0,0,0,3,26,0,11,27,47,32,15,11,8,5,7,3,8,46,49,39,306,0,0,0,3,0,3,3,3,0,0,0,0,3,17,5,47,0,0,0,0,11,16,9,8,7,4,0,8,7,0,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,13,24,32,52,60,11,24,16,41,63,80,89,519,3,35,61,104,113,130,178,195,49,54,81,109,221,375,305,2011
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
