LGA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
LGA26260,26,8,9,10,4,7,3,3,82,0,0,0,0,0,0,0,0,0,0,0,18,10,50,13,17,17,12,6,7,4,141,43,15,12,3,3,0,0,3,0,4,78,5,6,15,0,4,5,0,0,3,3,44,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,6,15,0,4,5,0,0,3,3,47,0,0,0,0,0,0,0,0,0,0,0,48,25,22,3,9,5,0,5,3,3,129,99,23,19,0,0,0,0,0,0,5,147,12,8,3,0,0,0,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,8,7,0,0,0,0,0,0,5,33,3,0,0,0,0,0,0,0,0,0,3,110,30,24,0,3,0,0,0,0,8,182,118,9,11,3,5,0,0,0,0,9,155,20,0,0,0
LGA26350,1475,353,469,532,654,763,414,121,5834,0,0,0,0,0,0,0,0,0,3,8,1271,814,2284,681,816,952,1043,1219,655,220,9965,931,371,417,107,92,81,84,89,49,61,2288,661,439,576,73,112,132,133,155,69,36,2388,19,19,32,5,5,12,37,31,15,7,177,0,3,3,0,0,0,0,0,0,0,7,679,463,610,82,122,144,162,182,86,46,2573,0,0,0,0,0,0,0,0,0,0,0,1610,831,1029,187,218,223,249,272,136,109,4861,1276,201,112,27,11,31,32,23,13,32,1758,823,180,110,26,20,20,32,32,15,36,1296,55,24,45,20,9,11,18,19,8,24,240,6,0,0,0,0,0,0,0,0,0,8,884,202,161,42,35,28,50,50,28,64,1547,3,0,0,0,0,0,0,0,0,0,3,2169,405,275,72,48,60,83,73,39,89,3305,1410,64,36,13,4,10,5,9,9,32,1582,979,62,29,4
LGA26430,15,0,3,4,4,4,3,4,57,0,0,0,0,0,0,0,0,0,0,0,7,12,31,5,7,14,9,7,9,4,101,21,3,6,3,0,0,0,0,0,3,41,4,4,16,8,3,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,16,8,3,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,26,11,19,9,3,3,0,0,0,6,76,82,6,9,3,0,0,0,0,0,3,99,20,3,3,0,0,3,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,3,3,0,0,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,102,8,11,3,0,3,3,0,0,3,133,124,3,3,0,0,0,0,0,0,11,138,20,0,0,0
LGA26490,43,6,8,11,6,15,4,4,112,0,0,0,0,0,0,0,0,0,0,0,58,29,111,20,19,32,20,25,6,18,336,183,84,75,12,9,19,8,5,0,13,415,31,28,46,5,5,7,4,4,0,3,138,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,31,27,50,5,8,7,4,3,0,3,141,0,0,0,0,0,0,0,0,0,0,0,212,114,126,18,19,19,19,15,0,18,557,302,55,56,9,7,4,4,3,0,15,459,36,13,15,6,3,3,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37,16,16,6,3,3,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,341,67,72,14,11,6,11,3,0,12,535,399,21,4,0,3,4,0,0,0,16,455,54,7,3,0
LGA26610,134,27,43,53,47,46,39,25,463,0,0,0,0,0,0,0,0,0,4,3,36,32,153,35,51,60,46,56,37,33,545,24,18,7,0,0,4,3,0,0,8,70,41,37,85,9,12,8,11,9,6,14,234,11,13,26,9,20,6,3,4,3,6,91,3,0,0,0,0,0,0,0,0,0,7,51,51,114,21,32,14,12,6,8,16,331,0,0,0,0,0,0,0,0,0,0,0,79,66,125,20,32,19,21,10,8,23,401,78,14,5,0,0,6,0,0,0,0,103,63,35,25,10,3,4,3,0,3,6,149,18,11,17,10,6,3,8,5,0,0,87,0,0,0,0,0,0,0,0,0,0,0,85,40,47,17,14,12,4,4,4,9,240,0,0,0,0,0,0,0,0,0,0,0,155,52,46,23,14,12,7,4,7,14,336,90,7,0,0,0,0,0,0,0,0,102,80,13,5,0
LGA26670,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,3,0,0,0,20,22,0,3,0,0,0,0,0,0,0,25,0,0,9,0,7,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,22,3,12,3,7,4,0,0,0,0,48,36,8,3,0,0,0,0,0,0,7,59,11,5,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,51,15,9,0,0,0,0,0,0,4,76,68,6,0,0,0,0,0,0,0,3,79,19,3,0,0
LGA26700,64,3,7,11,11,10,5,7,145,0,0,0,0,0,0,0,0,0,0,0,32,22,82,11,7,14,18,18,4,10,207,74,23,21,5,0,3,3,4,0,3,139,8,25,48,3,4,0,3,0,0,7,108,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,25,48,3,6,3,3,3,0,8,111,0,0,0,0,0,0,0,0,0,0,0,84,49,70,4,3,6,9,6,4,14,250,152,20,15,0,0,0,0,0,0,7,193,33,10,8,3,0,0,0,0,0,3,58,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,33,10,8,3,0,0,0,0,0,4,63,3,0,0,0,0,0,0,0,0,0,3,190,30,22,3,0,0,0,3,0,8,264,271,12,0,0,0,0,0,0,0,12,302,52,8,7,0
LGA26730,69,16,19,13,54,72,68,46,399,0,0,0,0,0,0,0,0,0,0,0,80,45,97,23,28,21,67,86,69,48,573,86,33,24,16,5,5,0,3,0,8,184,15,46,72,6,7,4,3,7,7,0,174,0,3,5,0,0,0,3,0,0,3,21,0,0,0,0,0,0,0,0,0,0,3,19,49,82,6,11,4,9,11,8,3,201,0,0,0,0,0,0,0,0,0,0,0,102,87,104,22,14,16,9,11,10,11,385,179,27,24,11,6,5,0,0,0,8,260,41,21,29,4,3,0,0,4,3,0,106,4,0,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,43,20,42,4,3,0,0,4,3,0,124,0,0,0,0,0,0,0,0,0,0,0,221,48,60,12,11,3,0,3,3,6,385,227,10,5,0,0,0,0,3,0,12,263,35,3,4,0
LGA26810,88,15,20,23,28,33,12,17,267,0,0,0,0,0,0,0,0,0,88,88,73,39,137,23,34,27,35,44,15,113,542,113,39,37,8,7,13,3,6,0,12,240,28,24,76,5,9,16,7,15,4,8,192,0,0,3,3,8,0,4,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,28,28,75,10,13,16,14,11,5,8,211,0,0,0,0,0,0,0,0,0,85,84,143,62,113,20,19,33,14,21,11,101,535,324,31,45,6,10,8,5,3,0,22,456,62,7,17,6,3,0,3,8,3,8,114,7,3,4,0,3,3,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,4,74,13,19,6,7,4,3,9,4,8,139,0,0,0,0,0,0,0,0,0,39,45,394,42,66,11,11,13,8,15,3,70,637,593,17,17,3,0,4,3,4,0,33,673,99,10,3,0
LGA26890,3,0,0,5,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,11,3,3,8,3,0,0,0,31,9,0,4,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,5,4,0,0,0,0,0,0,0,19,35,0,3,0,0,0,0,0,0,0,36,5,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,36,3,3,0,0,0,0,0,0,3,46,40,0,0,0,0,0,0,0,0,0,37,3,0,0,0
LGA26980,3773,619,705,865,944,963,506,289,11417,0,0,0,0,0,0,0,0,0,3,6,1570,1996,4082,700,790,945,1011,1034,565,324,13028,1213,367,281,62,61,36,32,33,23,42,2140,1914,1706,1670,258,281,284,264,235,114,75,6805,67,128,267,63,71,103,120,129,93,61,1094,11,9,7,0,0,0,0,0,0,0,30,1993,1840,1941,318,356,388,382,362,211,138,7929,0,0,0,0,0,0,0,0,0,0,0,3197,2210,2221,385,411,426,414,397,231,178,10070,1795,293,177,24,19,18,6,5,3,43,2398,2535,693,585,74,85,89,60,56,24,67,4279,391,212,349,61,86,95,109,108,55,100,1574,12,3,3,0,0,0,0,0,0,3,22,2935,906,943,140,174,182,168,167,82,177,5872,4,0,0,0,0,0,0,0,0,6,5,4731,1205,1118,167,195,205,177,173,88,219,8273,1932,97,51,6,8,15,0,3,6,48,2169,2746,236,86,16
LGA27070,4949,681,818,1023,821,636,393,252,12520,3,0,4,0,0,0,0,0,0,11,18,2066,1694,5342,748,909,1111,888,695,437,313,14213,835,282,304,75,53,39,33,35,17,62,1737,2380,1955,2872,313,354,302,181,192,83,128,8759,206,202,338,77,87,146,55,58,27,29,1208,24,15,21,0,0,3,0,0,3,3,76,2604,2170,3232,390,438,448,240,247,112,163,10038,3,3,3,0,0,0,0,0,0,3,10,3446,2449,3534,467,493,487,273,286,128,229,11788,1679,213,173,34,29,17,17,9,5,71,2254,4091,784,752,91,111,76,43,53,23,139,6159,775,173,187,44,60,79,46,61,48,105,1582,41,3,9,0,4,0,0,0,0,4,65,4906,959,954,140,169,157,95,115,71,250,7804,3,0,0,0,0,0,0,0,0,5,10,6585,1174,1125,172,199,172,107,120,83,325,10066,2008,85,61,13,6,9,3,8,0,74,2266,4849,251,153,19
LGA27170,163,21,37,34,15,23,12,8,351,0,0,0,0,0,0,0,0,0,0,0,93,49,188,28,44,36,20,28,17,20,527,122,30,34,8,3,0,3,4,0,10,219,44,47,139,16,23,8,10,9,10,3,311,0,0,8,8,4,3,3,0,3,3,34,0,0,3,0,0,0,0,0,0,0,3,42,49,147,24,27,10,17,14,13,9,349,0,0,0,0,0,0,0,0,0,0,0,163,84,182,30,37,15,18,14,13,16,565,272,29,32,7,3,3,4,0,0,18,370,59,19,37,3,7,10,3,3,0,6,145,3,3,11,3,3,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,4,59,29,45,10,11,9,3,3,0,10,173,0,0,0,0,0,0,0,0,0,0,3,339,52,80,16,18,13,8,3,5,27,545,333,8,12,0,0,0,0,0,0,14,367,99,10,12,3
LGA27260,8871,1180,1289,1252,1212,1111,616,343,20289,3,0,3,0,0,0,0,0,0,112,121,2202,3629,9731,1380,1565,1467,1359,1233,708,563,23841,1489,721,877,166,169,117,92,76,41,72,3819,2789,4395,5409,614,572,541,389,396,174,161,15438,96,197,536,73,81,96,76,80,63,39,1328,20,28,29,0,0,0,10,0,0,4,98,2907,4618,5974,685,657,639,472,469,237,199,16859,4,4,7,0,0,0,0,0,0,54,76,4397,5346,6853,849,829,753,561,548,274,335,20747,2339,481,570,100,109,59,38,33,17,96,3842,3045,1277,1345,133,172,130,78,89,35,110,6416,271,153,338,55,56,70,63,87,57,89,1249,31,9,11,0,0,0,0,0,0,6,63,3355,1438,1706,191,233,205,140,172,97,200,7731,0,5,0,0,0,0,0,0,0,27,34,5694,1921,2267,290,340,257,183,211,111,327,11604,2535,170,156,36,26,29,17,20,8,67,3062,2598,343,291,55
LGA27350,793,194,242,282,340,388,249,111,3446,0,0,0,0,0,0,0,0,0,9,10,1332,742,1591,577,673,701,811,851,527,273,8077,906,425,458,108,98,81,59,75,33,52,2279,610,327,342,64,73,71,62,71,39,40,1700,99,77,88,10,16,11,15,23,8,9,365,3,3,7,0,0,0,0,0,0,0,15,721,411,433,73,91,86,80,95,48,50,2083,0,0,0,0,0,0,0,0,0,3,9,1629,836,892,184,185,166,136,166,77,102,4369,997,135,99,24,20,16,14,14,12,33,1364,708,137,80,3,19,4,18,21,12,22,1020,332,65,68,13,9,13,6,11,13,23,549,12,4,0,0,0,0,0,0,0,0,16,1045,205,148,19,28,21,30,28,24,46,1587,0,0,0,0,0,0,0,0,0,0,7,2047,341,244,38,51,34,42,46,36,83,2953,939,33,26,3,3,7,4,0,3,17,1037,704,26,13,0
LGA27450,403,61,107,70,70,55,37,31,1082,0,0,0,0,0,0,0,0,0,0,0,507,242,550,93,147,119,100,78,54,64,1962,1098,319,270,34,37,28,30,20,6,50,1899,256,266,347,46,55,44,32,25,12,10,1087,6,16,51,14,18,13,5,15,13,3,151,0,0,0,0,0,0,0,0,0,0,8,264,279,399,55,73,64,37,37,24,15,1241,0,0,0,0,0,0,0,0,0,0,4,1366,600,675,95,105,89,68,53,25,64,3142,2684,264,225,29,13,8,12,11,0,89,3330,545,147,138,14,22,16,5,6,3,14,897,20,19,56,9,10,9,13,5,5,5,151,5,0,0,0,0,0,0,0,0,0,9,574,165,193,21,35,27,15,9,7,23,1056,0,0,0,0,0,0,0,0,0,0,4,3257,422,421,47,50,31,27,20,6,107,4389,3419,112,63,11,8,15,3,8,5,98,3746,705,39,26,4
LGA27630,9,0,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,3,7,0,0,0,0,30,13,0,0,0,0,0,0,0,0,0,16,0,0,8,0,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,12,7,8,0,3,3,5,0,0,0,39,25,0,0,0,0,0,0,0,0,4,32,3,0,3,0,0,5,0,0,0,0,8,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,33,0,3,0,4,5,0,0,0,4,50,68,0,0,0,0,0,0,0,0,0,70,8,0,0,0
LGA29399,0,0,0,3,10,8,12,8,46,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,3,10,9,9,7,64,6,0,0,3,0,0,0,0,0,0,13,8,3,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,4,9,4,0,0,0,0,0,3,28,9,3,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0
LGA29499,59,10,15,20,40,81,97,32,408,0,0,0,0,0,0,0,5,0,28,34,44,36,85,16,25,26,55,123,148,77,634,47,11,11,5,0,5,0,0,16,8,100,19,15,17,7,5,3,5,5,23,8,102,0,0,8,3,0,3,3,5,4,6,31,0,0,0,0,0,0,0,0,0,0,0,20,11,22,5,3,8,10,10,31,16,136,0,0,0,0,0,0,0,0,0,33,38,69,22,28,9,3,10,10,13,44,51,268,65,19,9,0,0,0,0,0,0,9,99,46,4,15,3,3,0,0,0,0,4,74,6,0,0,0,0,0,3,0,0,6,17,0,0,0,0,0,0,0,0,0,3,5,50,4,15,3,3,0,4,0,4,14,94,0,0,0,0,0,0,0,0,0,22,25,118,26,25,5,3,0,3,0,3,45,226,66,5,5,0,0,3,0,0,0,8,92,30,0,3,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
