LGA_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
LGA26260,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,6,0,0,3,0,7,0,7,0,3,6,5,6,0,10,0,6,0,7,0,0,0,11,10,0,25,0,12,0,16,0,0,3,19,25,0,42,4,24,0,28,0,3,3,37,28,0,63,10,29,7,44,3,0,3,51,32,0,75,17,30,0,45,0,0,0,45,21,0,72,17,17,4,35,0,0,0,42,27,0,63,17,9,0,28,0,0,0,28,15,0,46,21,5,4,31,0,0,0,31,5,0,36,8,3,0,17,0,0,0,17,0,0,17,7,0,0,7,0,0,0,7,0,0,7,3,0,0,5,0,0,0,5,0,0,9,3,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,28,17,0,44,0,0,0,45,19,0,66,0,0
LGA26350,4,5,0,8,4,7,9,19,82,0,101,3,10,0,7,0,3,10,20,30,0,41,0,13,0,21,3,12,12,32,57,0,87,3,8,0,12,5,8,10,21,35,0,59,10,14,0,27,7,3,6,34,69,0,104,9,48,0,59,3,6,7,69,63,3,133,14,57,6,82,4,3,11,91,76,0,164,56,58,4,112,3,3,4,118,83,0,203,68,58,3,127,0,4,7,131,92,0,226,60,64,4,131,0,4,4,129,54,0,191,63,36,3,102,0,4,3,107,50,0,157,61,24,3,95,0,3,7,99,35,0,132,141,52,4,190,0,0,3,195,59,0,253,48,13,3,67,0,0,0,67,43,0,108,24,6,3,37,0,0,0,37,17,0,51,107,26,0,137,0,3,3,135,14,0,153,91,23,3,116,0,0,0,111,35,0,153,104,69,11,183,8,0,11,191,104,5,303,5,7
LGA26430,0,0,0,3,0,0,0,3,3,0,9,0,3,0,3,0,0,0,3,3,0,5,0,3,0,4,0,0,0,6,6,0,13,0,8,0,8,0,3,3,6,6,0,16,5,7,0,12,0,0,3,15,15,0,33,3,14,0,16,0,0,0,24,17,0,44,12,18,0,28,0,3,3,30,18,0,46,10,14,0,24,6,0,9,32,17,0,47,10,8,0,19,0,0,0,19,13,0,34,7,3,0,11,0,0,0,17,20,0,33,4,3,0,13,0,0,0,13,5,0,17,11,0,0,7,0,0,0,7,0,0,15,8,0,0,10,0,0,0,10,0,0,11,3,0,0,3,0,0,0,3,3,0,3,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,0,22,0,0,0,25,15,0,40,3,0
LGA26490,0,0,0,0,0,0,0,0,3,0,6,0,0,3,3,0,0,0,3,4,0,11,0,8,0,8,0,0,4,11,5,0,18,0,5,0,11,0,3,3,12,11,0,16,6,21,0,21,4,0,6,31,13,0,47,8,39,4,46,4,3,4,50,22,0,77,9,45,3,58,5,3,10,67,28,0,98,18,29,0,52,0,0,0,56,23,0,81,33,39,3,71,0,3,3,81,28,0,102,31,23,3,56,0,0,0,56,15,0,73,28,17,0,45,3,0,3,50,8,0,52,22,10,0,30,0,0,0,30,4,0,38,30,20,3,50,0,0,0,52,7,0,64,4,4,0,8,0,0,0,8,3,0,17,3,0,0,5,0,0,0,5,0,0,5,3,0,0,3,0,0,0,3,0,0,3,4,0,0,5,0,0,0,5,3,0,11,53,24,0,81,0,0,0,81,35,0,113,3,9
LGA26610,0,0,0,4,0,0,0,7,11,0,16,0,0,0,0,3,0,3,3,0,0,3,0,3,0,3,0,4,6,9,15,0,20,0,5,0,5,3,0,3,7,27,0,34,7,12,0,19,3,3,7,20,40,0,66,5,30,3,38,3,9,8,46,37,0,89,14,26,0,43,0,0,0,40,47,0,93,27,19,3,48,0,0,0,49,33,0,91,36,17,4,57,0,0,0,56,30,0,84,29,7,0,39,0,0,0,35,6,0,47,17,3,0,24,0,0,0,24,5,0,32,10,0,0,10,0,0,0,10,10,0,21,21,4,0,18,0,0,0,18,8,0,28,3,0,0,8,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,19,17,0,37,0,0,3,43,30,3,71,0,0
LGA26670,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,6,0,9,0,0,0,5,0,0,0,5,3,0,6,0,3,0,4,0,0,3,3,5,0,15,0,11,0,14,0,0,0,11,8,0,22,0,9,0,9,0,0,0,9,5,0,13,6,9,3,16,0,0,0,16,3,0,22,5,5,0,14,0,0,0,14,3,0,12,3,3,0,11,0,0,3,10,3,0,13,3,4,0,3,0,0,0,3,3,0,10,4,0,0,5,0,0,0,5,0,0,9,9,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,3,3,0,12,0,0,0,12,7,0,18,0,0
LGA26700,0,0,0,0,0,0,0,0,12,0,14,0,3,0,7,0,0,3,10,9,0,15,0,8,0,11,3,0,9,13,23,0,31,0,8,0,12,6,3,7,21,23,0,46,0,26,3,31,3,12,12,41,49,0,91,11,48,7,64,3,12,11,74,56,0,131,15,36,3,60,0,3,3,64,72,0,143,29,51,3,84,3,3,10,89,53,0,149,31,32,3,74,4,0,4,78,55,0,130,44,12,0,58,0,0,3,58,19,0,82,27,5,0,31,0,0,0,36,18,0,49,18,7,0,27,0,0,0,27,12,0,38,15,5,0,28,5,0,5,26,19,0,45,13,3,0,15,0,0,0,15,5,0,19,0,0,0,3,0,0,0,3,0,0,4,3,3,0,7,0,0,0,12,0,0,11,3,0,0,6,0,0,0,6,3,0,9,31,35,3,69,4,0,4,70,26,0,97,0,8
LGA26730,0,0,0,0,0,0,0,3,8,0,13,0,3,0,4,0,0,3,4,6,0,14,0,9,0,14,0,3,3,15,25,0,41,0,20,3,21,3,4,5,33,30,0,66,3,8,0,12,7,9,15,28,58,0,87,4,83,10,100,4,3,14,107,74,0,184,24,69,7,96,3,4,8,103,78,0,178,47,62,8,120,0,0,0,125,64,0,188,52,53,0,106,0,3,8,113,41,0,156,54,36,3,95,3,0,3,95,31,0,126,37,17,3,54,0,0,0,60,15,3,73,19,17,0,37,0,0,0,43,13,0,53,41,12,4,59,0,0,0,59,12,0,68,11,3,0,19,0,0,0,19,4,0,24,5,0,0,5,0,0,0,5,0,0,5,4,0,0,4,0,0,0,4,8,0,13,3,0,0,3,0,0,0,3,0,0,5,28,32,9,70,0,0,4,74,37,8,114,3,6
LGA26810,0,0,0,3,3,0,4,7,13,0,22,0,8,0,8,3,0,3,8,3,0,14,4,14,0,18,6,4,8,25,19,0,50,3,17,0,19,6,7,12,29,53,0,85,8,46,3,55,5,7,15,70,62,0,126,10,63,4,84,13,11,19,104,77,0,184,21,63,0,89,3,8,8,102,100,0,198,38,56,3,97,0,0,3,106,78,3,183,51,39,3,97,3,3,3,104,73,0,175,56,22,0,79,0,0,3,81,37,0,122,21,15,4,43,0,0,0,41,7,0,51,40,7,3,46,0,0,0,49,11,0,61,33,8,4,48,0,3,3,48,6,0,59,10,3,0,7,0,0,0,7,3,0,17,3,0,0,3,0,0,0,3,0,0,5,12,7,0,20,0,0,0,20,4,0,20,6,0,0,10,0,0,0,10,3,0,12,32,47,9,89,3,3,6,93,52,0,150,4,10
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,3,0,3,0,5,10,3,0,9,0,0,0,9,6,0,21,3,0,0,3,0,0,0,3,6,0,6,0,7,0,4,0,0,0,4,3,0,11,0,9,0,9,0,0,0,9,3,0,12,0,0,0,3,0,0,0,5,0,0,7,3,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,8,3,0,8,4,3,0,9,0,0,0,9,4,0,16,0,0
LGA26980,16,3,0,18,11,13,31,45,235,0,278,7,13,0,22,3,3,4,28,59,0,90,7,41,5,55,11,7,21,75,103,0,177,17,39,5,57,9,7,15,74,77,0,150,11,71,4,91,19,6,25,114,138,0,244,33,127,6,166,6,13,19,185,169,0,356,64,146,11,216,7,7,16,231,216,0,451,110,160,10,280,8,9,16,296,236,0,535,193,181,11,391,7,4,7,395,271,0,669,172,127,16,308,3,6,11,320,161,0,482,188,77,10,275,0,3,10,279,125,0,405,156,70,8,235,3,0,8,241,101,0,345,280,88,12,382,6,0,7,388,131,0,521,110,36,6,150,4,3,9,155,64,0,219,63,8,3,75,0,0,0,76,19,0,92,93,20,3,113,0,0,0,114,16,0,131,72,11,0,83,0,0,0,90,20,0,109,185,135,10,333,6,8,14,346,201,21,562,7,3
LGA27070,5,4,9,22,9,14,20,43,163,0,209,3,14,3,19,0,4,7,33,48,0,80,0,34,0,37,19,25,42,78,155,3,235,9,52,3,64,17,15,27,90,172,0,263,14,103,21,135,29,34,59,195,293,3,493,46,257,29,332,22,40,63,392,409,0,797,128,263,19,406,18,24,46,454,455,3,910,265,234,24,527,14,6,22,544,381,0,926,302,217,20,538,18,6,24,560,358,7,923,308,170,22,499,11,12,25,518,271,4,796,261,99,21,377,6,9,17,397,188,0,578,219,78,12,307,3,3,4,313,125,0,436,313,77,12,404,3,0,3,410,151,0,566,144,35,8,191,3,0,4,202,49,0,250,57,17,3,68,0,0,0,68,23,0,93,39,5,0,54,0,3,4,55,14,0,73,38,5,0,42,0,0,0,44,18,0,65,244,155,19,416,26,13,42,454,304,20,779,29,32
LGA27170,0,3,0,3,3,0,4,8,13,0,17,0,0,0,0,0,0,0,0,19,0,19,0,10,3,17,6,0,9,18,30,0,52,3,16,3,23,4,3,7,34,66,0,104,0,24,4,32,14,9,25,53,91,0,145,12,66,7,86,12,12,20,112,116,0,226,38,77,7,120,10,7,16,140,87,3,224,50,93,5,144,0,5,8,153,66,0,221,103,52,4,164,3,5,7,173,46,0,226,78,37,6,121,0,0,3,126,49,0,173,73,17,0,86,0,0,0,86,15,0,105,41,8,0,52,3,0,5,53,4,0,60,61,15,3,74,0,0,0,73,21,0,92,13,5,0,19,0,0,0,19,5,0,27,4,0,0,4,0,0,0,8,0,0,9,0,0,0,3,0,0,0,3,6,0,5,0,3,0,5,0,0,0,5,3,0,6,56,37,4,99,10,8,13,109,56,4,167,4,7
LGA27260,11,4,6,17,16,20,35,57,210,5,268,0,13,0,12,7,8,19,28,68,0,94,5,41,6,51,28,18,48,100,160,3,263,12,64,4,82,34,37,72,147,185,0,336,24,117,11,145,32,31,69,216,268,4,480,62,226,22,313,34,45,80,393,465,3,862,146,226,25,403,23,24,46,447,375,6,824,284,253,22,560,32,23,54,615,348,4,967,397,229,24,649,33,9,41,698,296,0,994,365,128,21,515,12,14,27,537,153,3,696,266,73,18,355,4,9,9,370,163,0,532,220,66,9,297,6,8,18,314,101,4,416,342,79,12,438,6,4,18,453,95,0,544,155,44,5,208,3,0,10,216,32,0,248,66,7,3,82,0,0,0,84,15,0,99,37,3,3,45,3,0,3,42,11,0,60,52,11,3,66,0,0,0,69,15,0,79,250,117,33,397,21,20,38,437,242,26,702,21,17
LGA27350,0,3,0,4,6,7,15,19,65,0,81,0,4,0,8,7,3,12,16,36,0,56,0,16,3,20,5,20,29,44,114,0,155,5,21,3,25,4,9,14,37,85,0,121,3,24,0,28,7,6,18,46,128,0,175,28,56,0,83,7,15,17,104,114,0,219,23,48,3,70,3,4,7,82,123,0,207,32,50,0,83,7,5,17,96,112,0,211,45,51,0,92,0,3,9,101,112,0,211,50,34,6,87,3,3,4,92,51,0,146,68,20,3,90,0,0,0,92,46,0,141,47,18,3,72,0,4,4,75,42,0,118,106,27,6,137,0,0,3,142,40,0,182,45,9,0,52,0,0,0,52,23,0,75,12,10,0,21,0,0,0,21,5,0,26,53,12,5,66,0,0,0,66,13,0,81,48,8,0,59,0,0,0,59,16,0,70,73,42,7,116,10,3,14,131,123,3,251,5,3
LGA27450,0,0,3,4,6,4,4,10,74,0,84,0,10,0,9,3,8,8,16,14,0,33,3,43,3,55,7,13,18,74,74,3,150,10,52,3,65,10,5,14,75,100,0,180,11,108,11,131,9,19,27,163,144,0,300,44,217,17,277,14,21,39,319,248,0,573,74,259,11,346,13,15,26,373,223,3,595,187,254,12,452,5,10,19,473,218,3,694,229,215,13,453,4,4,14,466,229,0,702,224,144,16,379,5,5,8,392,160,0,549,214,109,6,325,3,3,4,331,105,0,439,173,85,8,264,0,0,0,264,51,0,313,290,90,11,385,0,0,5,389,71,0,458,127,25,3,157,0,0,0,157,27,0,187,35,9,0,45,0,0,0,48,12,0,59,22,10,0,38,3,0,3,39,3,0,44,29,11,0,39,0,0,0,38,20,0,65,244,192,31,463,9,7,25,485,192,16,691,27,25
LGA27630,0,0,0,3,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,3,7,0,11,0,4,0,0,0,0,0,7,4,0,12,0,6,0,6,3,0,3,10,11,0,18,4,12,4,16,0,0,0,15,10,0,30,3,17,0,19,0,0,0,22,21,0,35,9,7,0,19,0,0,0,19,20,0,41,5,6,0,10,0,0,0,10,12,0,26,9,0,0,9,0,0,0,9,5,0,13,0,0,0,3,0,0,0,3,3,0,3,0,3,0,3,0,0,0,3,0,0,4,3,0,0,3,0,0,0,3,0,0,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,0,21,0,0
LGA29399,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
