LGA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
LGA26260,..,14,0,14,0,10,..,3,0,3,0,3,..,8,0,8,0,8,..,13,3,15,0,15,..,0,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,35,6,38,0,38,..,14,0,14,0,14,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,21,0,22,0,22,..,6,0,6,0,8,..,13,0,13,0,13,..,3,0,3,0,3,..,46,0,46,0,44,..,4,0,4,0,4,..,0,0,0,0,0,..,10,3,15,0,15,..,0,0,0,0,0,..,7,3,13,0,13,..,71,25,96,3,95,..,368,55,419,4,429,..,51,0,52,868,918,14603,419,56,474,872,15944
LGA26350,..,2665,823,3485,31,3521,..,121,7,121,0,121,..,832,28,861,12,874,..,173,3,174,3,179,..,289,7,296,0,297,..,105,0,111,0,111,..,736,41,785,3,787,..,2260,89,2350,15,2369,..,1105,72,1186,17,1202,..,399,69,468,0,475,..,258,52,312,0,317,..,62,3,69,0,69,..,26,0,30,0,30,..,281,14,299,4,303,..,292,34,322,0,328,..,478,310,788,9,796,..,15,0,15,0,19,..,156,10,168,0,168,..,133,7,141,0,141,..,472,21,496,4,496,..,200,4,201,3,203,..,106,0,106,0,106,..,908,28,942,7,941,..,859,61,927,8,928,..,199,12,209,0,211,..,264,70,339,4,343,..,206,53,264,3,263,..,523,88,613,0,608,..,1951,226,2182,44,2232,..,20586,3274,23860,210,24070,..,218,24,239,7308,7544,72214,20799,3292,24095,7517,103832
LGA26430,..,14,0,16,0,16,..,0,0,0,0,0,..,9,0,9,0,9,..,14,0,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,19,0,26,0,26,..,38,3,41,0,41,..,5,0,10,0,10,..,10,4,13,3,18,..,4,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,15,0,15,..,0,0,0,0,0,..,16,0,14,0,14,..,7,0,7,0,7,..,36,3,36,0,36,..,5,0,5,4,9,..,0,0,0,0,0,..,14,3,14,0,14,..,3,0,3,0,3,..,6,5,6,0,8,..,50,3,53,0,57,..,298,40,338,8,348,..,25,0,26,796,822,9106,319,42,359,800,10274
LGA26490,..,68,3,75,0,77,..,0,0,0,0,0,..,18,0,23,0,23,..,11,0,14,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,14,0,16,..,47,3,53,0,52,..,131,6,139,3,135,..,28,4,32,0,32,..,5,5,7,0,7,..,23,6,22,0,22,..,15,4,21,0,23,..,14,0,20,0,20,..,12,0,16,0,16,..,14,0,18,0,18,..,5,0,5,0,5,..,8,0,8,0,8,..,16,0,16,0,16,..,32,0,32,0,32,..,19,0,19,0,19,..,0,0,0,0,0,..,61,0,61,0,61,..,55,0,53,0,53,..,4,0,4,0,4,..,9,3,12,0,12,..,5,0,5,0,5,..,12,0,12,0,12,..,187,36,221,7,227,..,1069,99,1165,19,1178,..,39,0,45,1612,1653,26567,1104,101,1201,1631,29397
LGA26610,..,57,15,73,0,72,..,13,0,13,0,13,..,24,0,27,0,25,..,142,27,171,3,172,..,24,3,23,0,23,..,9,0,14,0,14,..,8,0,8,0,8,..,216,35,254,7,258,..,329,55,380,11,397,..,3,3,3,0,3,..,19,3,23,0,23,..,0,0,0,0,0,..,4,0,4,0,4,..,4,3,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,3,0,4,0,4,..,48,4,54,0,54,..,32,13,45,0,47,..,43,3,44,0,44,..,29,13,45,3,43,..,157,32,187,3,193,..,11,3,14,0,14,..,10,15,27,0,29,..,39,15,54,0,54,..,3,0,5,0,5,..,89,128,213,8,218,..,521,181,698,15,719,..,1724,602,2329,43,2373,..,77,15,89,2412,2500,15707,1798,623,2418,2457,20584
LGA26670,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,9,0,9,..,13,0,13,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,13,0,18,0,18,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,37,4,47,3,43,..,138,9,151,5,154,..,18,0,16,421,435,5395,152,10,162,429,5985
LGA26700,..,31,12,41,0,41,..,4,0,3,0,3,..,8,0,11,0,11,..,31,0,37,0,37,..,24,0,23,0,23,..,16,0,16,0,16,..,35,0,36,0,36,..,115,10,124,0,124,..,455,89,547,8,549,..,17,0,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,3,..,9,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,13,0,16,0,16,..,8,3,12,0,12,..,28,0,28,0,28,..,9,0,8,0,10,..,29,3,36,0,36,..,12,0,12,0,12,..,77,3,82,0,84,..,20,8,27,0,27,..,14,0,19,0,19,..,14,4,16,3,19,..,7,4,15,0,15,..,10,0,15,0,15,..,96,21,112,4,117,..,1108,184,1285,18,1309,..,68,8,76,2014,2091,24915,1175,186,1364,2034,28310
LGA26730,..,27,0,32,0,32,..,4,0,4,0,4,..,37,4,35,0,37,..,13,3,12,0,14,..,58,10,67,0,67,..,0,0,0,0,0,..,18,0,18,0,21,..,127,8,143,3,146,..,32,3,34,0,34,..,46,3,52,0,52,..,28,56,79,0,79,..,0,0,0,0,0,..,5,0,5,0,7,..,0,0,4,0,4,..,7,0,7,0,4,..,8,4,17,0,17,..,6,0,6,0,6,..,0,0,0,0,0,..,37,0,36,0,36,..,32,0,34,0,34,..,33,0,35,0,35,..,11,0,11,0,11,..,107,9,119,0,119,..,23,3,24,0,24,..,28,0,28,0,28,..,34,10,43,0,44,..,9,3,12,0,12,..,12,3,16,0,16,..,188,38,222,11,236,..,1059,371,1436,27,1459,..,95,12,102,2274,2377,29816,1155,383,1538,2303,33655
LGA26810,..,36,12,45,0,43,..,9,0,9,0,9,..,44,3,45,0,49,..,61,3,68,0,67,..,33,3,30,0,30,..,28,0,29,0,29,..,15,0,20,0,20,..,188,13,203,3,203,..,104,21,122,0,118,..,19,3,21,0,18,..,3,0,3,0,3,..,10,0,10,0,10,..,7,0,7,0,7,..,5,0,5,0,5,..,47,5,54,0,55,..,9,4,17,0,17,..,0,0,0,0,0,..,10,0,11,0,11,..,50,3,58,0,58,..,12,0,12,0,12,..,78,9,86,0,86,..,25,3,32,0,32,..,170,19,188,0,188,..,24,7,35,0,35,..,23,10,35,0,35,..,31,8,35,0,37,..,6,0,9,0,9,..,41,21,68,3,66,..,228,41,273,4,277,..,1372,221,1592,22,1617,..,96,0,100,3913,4012,37354,1468,226,1689,3936,42983
LGA26890,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,27,3,29,..,66,5,77,0,76,..,4,0,11,210,221,3605,78,10,83,213,3903
LGA26980,..,3427,669,4098,30,4125,..,274,24,296,0,297,..,1699,69,1764,13,1783,..,878,90,967,3,973,..,1366,32,1396,7,1406,..,404,10,412,3,419,..,1098,77,1172,3,1179,..,5723,299,6016,38,6056,..,1925,288,2208,25,2233,..,508,65,575,0,573,..,891,329,1217,9,1232,..,154,16,166,0,171,..,76,0,76,0,76,..,839,222,1064,6,1070,..,327,36,360,0,358,..,237,31,268,0,268,..,18,0,18,0,20,..,197,41,233,0,231,..,348,10,353,0,357,..,855,51,912,5,920,..,401,7,399,0,405,..,209,8,219,0,218,..,1812,74,1886,11,1892,..,663,78,737,4,744,..,693,21,712,7,722,..,383,87,463,0,470,..,110,17,124,0,124,..,1572,476,2047,22,2068,..,2889,675,3563,90,3659,..,46995,12103,59100,413,59511,..,362,113,472,5857,6326,96242,47352,12220,59571,6270,162078
LGA27070,..,5915,1309,7218,74,7297,..,358,30,386,3,391,..,3253,205,3460,43,3498,..,5613,675,6289,76,6369,..,1825,131,1950,12,1966,..,1037,109,1148,20,1162,..,1481,136,1615,10,1628,..,13566,1280,14846,165,15015,..,8110,1540,9651,170,9824,..,145,23,171,0,171,..,174,66,235,0,242,..,8239,1760,10003,118,10120,..,838,57,895,12,909,..,936,416,1351,10,1364,..,220,23,244,7,246,..,157,29,183,3,189,..,765,49,811,16,825,..,649,126,781,3,784,..,857,31,889,12,896,..,359,40,400,3,403,..,1042,30,1072,6,1080,..,285,24,306,0,306,..,2539,120,2658,19,2685,..,793,94,886,18,906,..,1891,235,2128,29,2154,..,263,49,308,3,313,..,1439,296,1739,15,1756,..,3093,1551,4647,40,4689,..,7330,1557,8881,207,9089,..,71313,14570,85890,1088,86978,..,491,208,691,8827,9519,100992,71802,14781,86586,9913,197491
LGA27170,..,33,3,35,0,30,..,17,0,16,0,20,..,69,4,74,0,74,..,111,8,119,3,123,..,51,3,58,0,59,..,35,3,35,0,39,..,182,69,252,3,252,..,461,92,549,9,562,..,98,10,115,10,120,..,24,3,25,0,25,..,17,3,17,0,17,..,4,0,4,0,4,..,7,0,7,0,7,..,14,3,18,0,18,..,26,0,27,0,27,..,9,0,9,0,9,..,0,0,0,0,0,..,55,10,57,0,61,..,66,3,69,0,71,..,13,0,13,0,13,..,93,5,102,0,102,..,29,0,29,0,29,..,204,9,211,0,213,..,46,3,48,0,47,..,17,0,17,0,17,..,25,10,34,0,34,..,0,0,0,0,0,..,19,0,18,0,18,..,407,100,507,13,520,..,2016,305,2328,39,2367,..,73,11,81,2324,2406,34578,2094,315,2409,2366,39351
LGA27260,..,1237,128,1368,14,1383,..,2116,162,2279,17,2290,..,7231,391,7622,54,7680,..,6927,848,7777,69,7851,..,1473,81,1555,25,1575,..,3330,362,3691,24,3710,..,4031,406,4439,42,4482,..,25104,2255,27363,228,27590,..,2540,361,2897,34,2936,..,293,42,335,0,337,..,599,229,832,11,845,..,1090,119,1212,12,1224,..,1141,62,1202,8,1210,..,391,117,510,3,509,..,560,88,647,0,654,..,430,64,493,0,493,..,1236,89,1323,17,1340,..,800,125,925,7,937,..,2000,50,2052,17,2064,..,1419,103,1525,14,1537,..,2739,67,2809,37,2846,..,734,15,749,7,754,..,6889,239,7133,75,7203,..,1663,208,1872,27,1896,..,1764,132,1897,17,1918,..,437,80,518,6,519,..,318,43,358,3,364,..,1637,529,2170,13,2180,..,14949,3900,18850,379,19226,..,75956,12226,88176,992,89171,..,593,217,812,11802,12615,115337,76549,12437,88990,12799,217122
LGA27350,..,1652,623,2270,16,2283,..,35,0,39,0,38,..,177,0,179,3,180,..,52,3,55,0,55,..,72,4,77,0,76,..,71,0,75,0,75,..,138,4,140,0,143,..,548,18,564,3,567,..,1304,245,1545,22,1567,..,237,36,272,0,275,..,111,35,151,0,146,..,144,22,166,0,164,..,47,6,57,0,59,..,114,8,121,3,126,..,133,15,139,0,139,..,127,12,139,0,139,..,6,0,6,0,6,..,130,33,164,3,164,..,79,0,78,0,78,..,169,13,179,0,179,..,95,0,95,3,97,..,104,12,117,3,117,..,450,21,468,7,475,..,821,57,874,8,882,..,90,0,86,4,92,..,213,51,268,0,269,..,188,52,237,0,237,..,2037,1307,3348,27,3374,..,2120,402,2519,59,2575,..,14686,4412,19093,227,19320,..,176,36,213,7551,7763,59569,14858,4450,19311,7780,86657
LGA27450,..,307,38,343,4,347,..,8,0,8,0,8,..,188,7,202,3,204,..,151,15,163,8,169,..,131,7,134,0,136,..,20,0,22,0,19,..,115,14,126,0,131,..,613,46,654,12,671,..,1189,167,1358,19,1374,..,174,23,195,0,195,..,40,14,52,0,53,..,48,5,52,0,57,..,38,0,36,0,36,..,107,11,120,3,120,..,276,33,313,0,310,..,132,11,141,0,141,..,17,0,22,0,18,..,49,3,53,0,58,..,116,3,119,0,119,..,84,7,93,3,100,..,186,3,192,0,195,..,48,3,54,0,54,..,442,17,460,5,465,..,319,26,346,3,346,..,39,0,39,0,39,..,144,27,171,0,171,..,41,3,38,0,38,..,125,19,148,0,151,..,1676,690,2364,49,2421,..,9067,1502,10566,142,10708,..,343,43,385,6890,7277,131551,9409,1545,10958,7036,149537
LGA27630,..,11,3,14,0,14,..,0,0,0,0,0,..,4,0,4,0,10,..,8,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,20,3,21,0,24,..,10,0,10,0,10,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,7,3,10,0,10,..,11,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,39,6,40,0,40,..,145,23,161,0,163,..,28,3,26,538,562,5944,166,23,193,537,6674
LGA29399,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,3,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,8,0,8,..,90,19,108,0,108,..,0,0,0,230,229,540,87,19,113,230,876
LGA29499,..,36,3,41,0,41,..,8,0,8,0,8,..,27,3,28,0,28,..,23,0,25,0,25,..,10,0,10,0,10,..,10,3,17,0,17,..,21,0,23,0,23,..,97,9,104,0,104,..,58,7,69,3,68,..,7,3,9,0,9,..,20,20,37,0,37,..,9,0,9,0,9,..,3,0,4,0,4,..,14,8,22,0,22,..,5,0,5,0,5,..,11,7,19,0,19,..,12,0,17,0,17,..,9,0,9,0,9,..,11,0,11,0,14,..,11,0,11,0,11,..,16,0,16,0,16,..,3,0,3,0,3,..,42,0,41,0,42,..,49,9,60,0,60,..,11,3,14,0,14,..,9,3,14,0,14,..,34,4,36,0,41,..,62,27,90,3,95,..,220,74,296,11,307,..,1036,339,1376,22,1393,..,37,4,42,1929,1976,4201,1069,343,1412,1951,7565
LGA29799,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,10,0,10,..,0,0,0,3,3,18,5,0,10,3,29
