LGA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA25900,..,1104,2274,470,192,127,67,27,4,4264,..,378,2012,2154,1538,1402,1183,702,321,9681,84,166,334,166,113,97,71,51,20,1099,5274,4487,11926,8034,6020,4438,3004,1434,550,45170,..,192,4940,6300,4761,3758,2856,1178,292,24274,..,1037,6886,3158,1866,967,406,66,17,14402,..,26,179,566,923,566,193,134,84,2670,10572,..,..,..,..,..,..,..,..,10572,..,2502,..,..,..,..,..,..,..,2502,..,790,769,258,236,91,14,0,0,2153,..,584,619,182,93,142,96,77,38,1837,..,249,433,81,52,32,11,0,0,846,..,1938,4509,1083,471,321,176,51,10,8563,..,720,3858,3910,3096,2647,2014,1070,496,17808,173,303,620,359,240,172,126,71,31,2099,10744,8331,22813,15894,11736,8693,5897,2653,967,87722
LGA25990,..,11,10,7,12,23,14,4,0,84,..,5,13,16,50,89,111,75,38,394,12,9,3,6,14,13,11,0,3,81,528,268,252,313,452,550,458,170,73,3068,..,11,176,366,469,655,602,190,38,2507,..,38,103,96,114,92,34,4,3,499,..,4,34,44,60,37,16,9,18,231,1030,..,..,..,..,..,..,..,..,1030,..,229,..,..,..,..,..,..,..,229,..,170,63,39,27,21,3,0,0,329,..,9,0,6,6,20,13,7,3,76,..,16,5,4,7,3,0,0,0,35,..,11,18,19,24,48,32,18,0,170,..,14,38,53,117,214,228,142,51,869,29,23,21,14,29,26,26,10,6,193,1060,531,460,644,870,1122,964,385,126,6167
LGA26080,..,0,3,0,3,5,0,0,0,16,..,0,3,4,21,44,74,81,51,280,3,12,0,5,3,9,13,4,3,48,140,98,62,107,167,218,267,181,82,1318,..,0,35,103,187,272,342,205,41,1172,..,4,23,30,34,26,9,4,0,128,..,0,4,17,21,9,7,8,10,78,295,..,..,..,..,..,..,..,..,295,..,115,..,..,..,..,..,..,..,115,..,37,27,9,3,10,3,0,0,82,..,0,0,0,6,3,3,0,3,15,..,3,0,3,0,0,0,0,0,9,..,0,5,0,6,3,3,0,0,23,..,7,8,21,36,70,120,89,70,417,3,14,5,9,13,20,22,6,3,92,294,187,107,190,292,422,507,311,125,2431
LGA26170,..,42,45,14,31,34,34,14,3,221,..,21,87,70,171,385,412,363,195,1699,30,55,23,12,33,74,64,23,16,326,2319,1202,1205,1433,1830,2088,1712,854,315,12964,..,49,920,1652,2103,2422,2233,917,192,10488,..,220,531,423,481,339,138,18,3,2162,..,29,140,226,293,153,69,50,35,997,4679,..,..,..,..,..,..,..,..,4679,..,1126,..,..,..,..,..,..,..,1126,..,710,278,128,97,38,11,0,0,1260,..,65,34,21,27,63,53,32,23,315,..,66,29,15,23,20,5,3,3,166,..,100,90,31,56,75,63,36,12,449,..,64,194,200,436,738,722,519,269,3147,49,127,74,37,80,127,106,43,16,665,4727,2554,2293,2743,3590,3977,3399,1618,557,25452
LGA26260,..,48,21,10,24,12,12,5,0,126,..,30,63,45,104,211,241,276,181,1155,25,23,16,20,25,29,41,23,10,206,1263,702,711,790,1077,1108,891,548,248,7335,..,16,560,988,1292,1410,1139,484,95,5987,..,153,308,176,166,117,51,13,5,988,..,21,60,125,183,87,39,26,23,570,2575,..,..,..,..,..,..,..,..,2575,..,589,..,..,..,..,..,..,..,589,..,435,141,73,44,36,3,0,0,728,..,33,11,4,9,18,31,12,11,137,..,31,7,3,0,4,0,3,0,51,..,106,58,11,35,27,26,13,4,289,..,79,152,135,227,407,394,382,242,2022,47,56,43,35,45,64,65,33,14,395,2620,1517,1344,1543,1998,2181,1751,976,393,14324
LGA26350,..,1880,2317,329,118,110,59,26,14,4856,..,592,1892,1350,868,1146,1291,1118,674,8933,42,243,325,115,69,86,82,66,16,1034,5947,7086,11475,6529,5720,4850,3923,2448,1046,49015,..,168,5028,6567,6441,5197,4350,2286,561,30607,..,1117,5778,1750,1044,569,286,77,12,10636,..,14,118,471,887,628,231,194,118,2662,11885,..,..,..,..,..,..,..,..,11885,..,4705,..,..,..,..,..,..,..,4705,..,1217,1230,349,300,129,21,0,0,3253,..,778,725,134,87,146,122,130,87,2219,..,365,559,86,45,21,5,9,3,1089,..,3201,4607,737,317,222,152,60,21,9310,..,1044,3469,2466,1769,1946,1938,1479,899,15010,120,398,646,232,143,143,134,107,31,1950,12006,13013,22158,12796,11032,9004,7241,4332,1746,93315
LGA26430,..,20,21,6,23,25,10,5,0,110,..,22,36,34,66,134,161,155,88,691,17,16,15,17,12,28,26,12,3,147,692,362,391,486,645,832,695,368,140,4607,..,7,241,455,673,976,891,413,64,3722,..,57,195,171,134,129,67,14,10,774,..,22,37,94,116,47,39,23,17,390,1389,..,..,..,..,..,..,..,..,1389,..,316,..,..,..,..,..,..,..,316,..,231,94,49,51,20,3,0,0,443,..,20,10,5,20,31,23,16,13,136,..,17,20,11,3,8,3,3,0,66,..,36,48,8,45,45,24,6,3,214,..,32,78,77,171,301,342,242,129,1371,39,41,32,36,30,55,44,27,9,301,1430,770,752,898,1232,1612,1436,744,244,9124
LGA26490,..,59,127,27,25,36,18,4,0,290,..,21,65,89,115,284,277,220,121,1192,24,58,50,25,41,55,49,22,13,335,2733,1206,1441,1972,1994,1858,1343,607,219,13373,..,13,987,2542,2562,2326,1871,711,128,11148,..,95,644,574,461,324,109,20,0,2228,..,13,63,198,298,166,57,31,21,846,5649,..,..,..,..,..,..,..,..,5649,..,1415,..,..,..,..,..,..,..,1415,..,637,361,96,56,24,6,0,0,1186,..,78,40,15,24,33,47,28,29,293,..,49,65,25,23,13,7,6,0,192,..,138,254,76,62,71,33,8,3,647,..,47,139,211,300,550,448,299,164,2164,53,124,118,61,80,106,92,29,13,682,5706,2616,2674,3804,3859,3618,2675,1142,366,26455
LGA26610,..,62,58,22,27,22,22,3,0,216,..,36,75,53,100,180,212,266,137,1078,23,48,29,14,21,28,33,21,8,219,1691,1028,1076,1049,1147,1132,849,571,224,8771,..,75,881,1256,1420,1526,1043,563,139,6902,..,212,383,185,191,141,55,19,3,1186,..,38,134,181,190,80,39,45,18,737,3481,..,..,..,..,..,..,..,..,3481,..,789,..,..,..,..,..,..,..,789,..,529,217,82,72,32,6,0,0,933,..,92,55,21,34,39,36,25,13,321,..,51,47,19,13,11,3,0,0,145,..,156,189,78,81,73,42,9,0,633,..,94,189,150,276,395,403,368,191,2062,63,99,73,40,47,52,56,31,11,486,3544,2125,2176,2021,2321,2344,1682,1060,377,17656
LGA26670,..,8,6,3,7,8,11,0,0,46,..,5,12,11,39,69,73,75,51,335,8,7,14,5,13,12,10,8,6,81,418,218,211,260,414,446,355,179,80,2579,..,13,143,299,511,601,534,208,37,2336,..,40,98,86,79,64,35,5,0,409,..,3,24,43,49,28,8,9,10,161,855,..,..,..,..,..,..,..,..,855,..,241,..,..,..,..,..,..,..,241,..,107,59,15,15,5,3,0,0,201,..,14,9,0,4,8,16,10,4,63,..,9,5,4,3,5,4,0,0,31,..,18,19,11,14,15,16,7,0,99,..,19,29,39,108,174,148,116,76,703,20,30,26,12,21,31,27,16,5,179,870,492,412,510,804,929,777,362,130,5279
LGA26700,..,68,59,29,41,51,26,15,0,285,..,34,122,98,202,373,404,378,252,1853,39,68,41,37,34,45,47,31,16,352,2375,1321,1290,1617,1841,1945,1508,917,384,13202,..,46,924,1818,2126,2305,1822,945,210,10197,..,286,566,378,372,250,97,23,7,1980,..,50,143,297,323,148,72,58,39,1137,4763,..,..,..,..,..,..,..,..,4763,..,1079,..,..,..,..,..,..,..,1079,..,746,288,138,97,46,9,0,0,1324,..,76,44,17,35,64,67,48,21,372,..,60,25,16,21,8,6,0,0,139,..,139,117,60,77,109,51,23,5,584,..,82,268,257,454,692,698,525,339,3311,83,127,93,70,78,88,77,49,24,679,4846,2698,2471,3048,3573,3712,2914,1666,645,25569
LGA26730,..,198,174,43,31,35,21,14,0,515,..,77,175,140,269,457,434,470,266,2281,44,91,59,35,35,58,48,19,19,413,2812,1973,1914,1914,2205,2006,1528,970,407,15722,..,58,1244,2016,2409,2291,1866,867,218,10972,..,397,857,502,376,251,86,28,11,2503,..,52,228,392,414,162,88,72,39,1445,5654,..,..,..,..,..,..,..,..,5654,..,1424,..,..,..,..,..,..,..,1424,..,1085,341,143,120,56,6,0,0,1746,..,128,71,33,42,62,50,23,27,438,..,108,83,34,22,13,3,0,3,260,..,447,445,99,73,88,43,18,4,1212,..,158,362,359,553,741,654,605,327,3759,104,174,138,82,75,103,81,35,26,817,5759,4040,3758,3646,4081,3761,2879,1653,652,30232
LGA26810,..,81,82,21,78,75,40,12,4,385,..,72,140,129,255,521,566,498,281,2459,55,84,72,30,62,82,80,37,13,511,3464,1967,2160,2198,2675,2932,2136,1123,450,19102,..,70,1656,2430,2935,3546,2754,1138,242,14774,..,416,920,633,578,445,175,33,3,3208,..,58,266,391,421,214,86,69,55,1575,7022,..,..,..,..,..,..,..,..,7022,..,1665,..,..,..,..,..,..,..,1665,..,1141,422,159,123,67,6,0,0,1921,..,145,51,28,68,76,75,53,38,526,..,93,73,25,26,21,6,0,0,250,..,202,200,63,139,155,102,24,5,889,..,167,367,404,634,1042,1011,760,383,4772,121,181,156,89,121,150,139,65,26,1041,7146,4142,4112,4218,5046,5728,4364,2146,755,37652
LGA26890,..,4,3,3,5,5,4,0,0,20,..,8,9,4,25,47,67,69,31,258,8,7,4,8,8,10,9,11,0,66,313,155,171,166,283,253,224,139,48,1754,..,10,160,190,347,352,264,151,28,1499,..,27,74,49,58,41,21,0,0,268,..,0,17,29,24,11,6,6,8,102,625,..,..,..,..,..,..,..,..,625,..,134,..,..,..,..,..,..,..,134,..,98,12,12,6,10,0,0,0,137,..,14,9,4,5,10,5,3,6,53,..,4,0,0,4,0,3,0,0,15,..,9,10,10,11,10,8,3,0,57,..,22,29,23,72,113,127,104,48,533,19,20,12,11,16,17,21,10,3,130,636,333,333,329,549,565,452,279,89,3561
LGA26980,..,1601,1254,247,185,179,130,54,27,3672,..,372,690,592,772,1283,1724,1963,1274,8672,118,249,223,115,92,118,111,116,77,1224,12896,10619,10904,10783,10668,8672,6855,4905,2222,78522,..,283,8640,14415,13784,10546,8276,4909,1249,62092,..,855,2826,1471,1144,702,285,69,14,7368,..,43,280,1114,1875,1290,518,448,339,5911,26068,..,..,..,..,..,..,..,..,26068,..,10076,..,..,..,..,..,..,..,10076,..,3470,3277,1024,745,381,52,3,0,8952,..,1087,798,225,270,542,426,323,206,3879,..,1270,969,213,126,88,45,11,4,2724,..,3701,2940,611,434,346,247,111,41,8422,..,812,1414,1292,1633,2150,2420,2508,1704,13927,254,467,460,247,196,202,181,170,104,2274,26317,22059,21608,20608,20204,16249,12444,8549,3658,151697
LGA27070,..,550,445,150,153,177,72,28,7,1588,..,212,625,594,635,1040,1173,1023,394,5692,204,316,302,164,149,154,152,110,35,1579,19657,11833,16359,14118,12020,9720,6509,3433,911,94565,..,770,15979,18921,15327,12655,8844,3843,542,76890,..,878,3771,2383,1578,797,203,57,10,9678,..,192,1101,2098,2556,1423,670,447,193,8677,40141,..,..,..,..,..,..,..,..,40141,..,10834,..,..,..,..,..,..,..,10834,..,7042,5570,1695,913,295,35,0,0,15547,..,1295,1202,391,459,687,584,470,220,5307,..,727,819,272,203,104,46,15,6,2196,..,1378,1363,437,386,354,167,47,8,4152,..,415,1471,1500,1564,1805,1731,1383,568,10429,428,582,674,393,319,263,261,164,60,3147,40568,24112,31962,28092,23303,18394,12539,6431,1603,186996
LGA27170,..,126,103,24,59,45,31,9,0,413,..,69,180,159,238,451,453,361,174,2086,74,111,89,32,48,77,53,33,15,519,3803,2173,2610,2337,2421,2240,1571,826,300,18284,..,124,1932,2600,2736,2586,1851,776,171,12780,..,569,1118,601,439,264,100,33,7,3133,..,88,384,514,528,208,93,64,34,1914,7571,..,..,..,..,..,..,..,..,7571,..,1661,..,..,..,..,..,..,..,1661,..,1095,367,153,94,44,7,0,0,1768,..,164,83,23,53,95,69,48,31,570,..,134,86,34,26,21,9,3,0,309,..,307,271,78,130,106,55,11,3,967,..,151,453,377,568,784,694,472,229,3728,151,225,213,96,99,126,86,56,23,1068,7717,4531,4904,4485,4677,4219,2972,1470,501,35467
LGA27260,..,339,451,189,191,176,100,31,7,1487,..,141,608,627,698,954,1050,686,276,5041,272,331,335,176,143,167,122,65,20,1624,24809,12115,20276,16878,11995,8600,4919,2104,630,102322,..,875,21572,24636,15781,10917,6121,2089,320,82317,..,1207,4637,3010,1925,935,265,42,6,12032,..,265,1467,2359,2537,1211,453,265,123,8673,50953,..,..,..,..,..,..,..,..,50953,..,11321,..,..,..,..,..,..,..,11321,..,6613,4230,1019,454,184,25,0,0,12519,..,1676,1572,444,489,864,639,332,155,6169,..,883,1090,360,212,124,43,11,3,2728,..,858,1359,542,457,403,208,60,10,3895,..,347,1616,1725,1740,1782,1596,939,376,10111,579,632,728,421,325,289,192,115,33,3311,51533,24667,38272,34517,23923,16699,9553,3855,1022,204036
LGA27350,..,1592,3672,572,133,118,71,24,5,6184,..,275,1429,1194,853,967,906,620,234,6471,67,201,404,127,77,86,63,52,23,1085,4471,4754,12295,6189,4259,3559,2447,1352,478,39795,..,117,3583,4772,3653,2943,2212,982,244,18509,..,837,6823,2770,1435,816,308,48,6,13052,..,40,233,546,728,519,229,193,125,2610,8756,..,..,..,..,..,..,..,..,8756,..,2307,..,..,..,..,..,..,..,2307,..,804,793,303,316,132,17,0,0,2364,..,553,649,164,99,149,132,102,62,1910,..,394,816,122,32,31,15,3,0,1420,..,2762,7258,1210,405,257,146,45,10,12096,..,487,2752,2329,1815,1710,1428,908,333,11757,161,352,803,283,177,146,89,72,32,2112,8917,8650,23717,12503,8660,6702,4580,2348,818,76891
LGA27450,..,137,219,110,159,197,127,36,18,1011,..,100,354,400,643,1227,1503,1082,540,5864,195,313,200,109,99,159,149,100,44,1364,13178,8646,8574,9608,10532,9341,6568,2938,1042,70427,..,219,6629,11387,12771,11974,8617,3081,561,55251,..,930,3804,2854,2414,1365,479,98,17,11964,..,137,601,1462,2044,1169,433,268,162,6274,26757,..,..,..,..,..,..,..,..,26757,..,8229,..,..,..,..,..,..,..,8229,..,6094,3210,878,479,202,34,0,0,10909,..,583,390,154,207,326,332,285,175,2444,..,471,366,167,172,115,56,28,4,1384,..,307,507,303,370,410,261,73,26,2251,..,239,839,1089,1684,2298,2356,1519,763,10793,412,606,487,282,271,280,258,148,65,2804,27165,17820,16832,18571,20407,18145,12836,5504,1777,139053
LGA27630,..,12,15,3,14,11,9,0,0,55,..,7,15,16,43,83,99,99,77,439,9,14,3,3,6,13,11,10,7,81,458,264,253,269,431,460,385,241,118,2875,..,3,194,302,531,639,482,261,70,2489,..,60,99,53,69,33,21,0,0,339,..,14,33,61,59,29,19,22,15,244,976,..,..,..,..,..,..,..,..,976,..,256,..,..,..,..,..,..,..,256,..,141,71,23,34,12,0,0,0,284,..,16,3,0,5,12,16,4,3,57,..,14,7,3,3,0,0,0,0,28,..,31,25,10,20,23,11,3,3,125,..,28,53,48,114,210,195,169,113,928,17,28,15,4,18,24,18,16,7,148,987,583,504,508,847,978,767,477,208,5878
LGA29399,..,5,11,0,0,0,0,0,0,23,..,0,4,8,3,6,0,3,0,24,0,0,0,0,0,0,3,0,0,4,34,17,36,26,13,20,14,5,0,155,..,0,11,16,14,13,17,4,0,80,..,4,9,7,7,3,0,0,0,28,..,0,0,8,5,0,0,0,0,10,59,..,..,..,..,..,..,..,..,59,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,13,18,0,4,0,0,0,0,33,..,3,11,11,11,16,10,4,0,67,0,0,3,3,0,3,5,0,0,17,57,24,51,46,38,44,38,8,0,309
LGA29499,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,154,279,344,173,120,132,83,17,3,1302,154,279,344,173,120,132,83,17,3,1302,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,314,539,839,476,367,299,190,47,14,3080,314,539,839,476,367,299,190,47,14,3080
LGA29799,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
