LGA_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
LGA25710,8,89,0,96,2175,160,2430,16,64,0,78,1871,84,2033,592,70,5,669,2025,124,2822,2427,59,60,2550,1048,173,3766,1880,83,69,2032,2532,262,4822,289,425,12,719,3440,199,4360,28,618,3,650,1902,161,2713,5,107,0,107,729,89,927,3,5,0,6,207,37,254,5243,1519,152,6917,15927,1295,24136,3,136,0,138,1914,129,2178,35,103,0,146,1693,73,1916,927,137,46,1112,1582,119,2821,2948,121,212,3281,794,175,4257,1907,272,77,2252,2774,229,5245,142,1101,11,1254,3070,199,4522,26,955,4,984,1519,174,2676,4,95,0,106,799,115,1015,0,5,0,6,372,67,449,6003,2927,354,9284,14515,1282,25077,11,223,3,239,4086,288,4612,49,167,5,225,3564,159,3951,1521,209,53,1779,3606,246,5639,5375,185,272,5832,1839,349,8026,3787,356,139,4280,5305,489,10069,431,1521,24,1975,6506,403,8881,53,1574,5,1633,3424,332,5391,11,205,0,218,1525,202,1946,11,8,0,20
LGA25810,4,10,0,18,290,48,350,23,7,0,30,214,15,258,174,26,8,211,296,42,544,262,14,10,281,241,38,554,176,32,8,213,503,63,776,41,74,0,114,724,78,917,7,55,0,61,673,82,819,0,7,0,7,307,80,394,0,0,0,0,116,20,143,687,224,24,937,3363,463,4766,3,20,3,28,239,34,311,48,12,4,58,172,23,252,218,40,17,272,216,44,528,338,31,23,395,183,39,617,172,77,7,258,537,59,852,19,164,0,178,670,73,915,0,92,0,94,600,87,778,3,16,0,15,339,97,455,0,0,0,0,225,31,258,803,444,52,1304,3168,492,4961,10,38,3,44,533,81,663,64,22,7,92,380,39,511,393,67,24,477,509,82,1073,597,41,32,676,424,77,1171,355,108,10,474,1035,124,1635,58,238,4,291,1388,148,1834,8,146,0,159,1267,173,1595,3,21,0,23,644,174,848,4,0,0,4
LGA25900,11,63,0,68,1199,148,1415,29,69,3,101,2539,331,2968,812,250,5,1074,9998,1501,12568,2628,183,51,2863,5186,944,8992,1777,119,42,1947,3999,771,6715,418,203,11,628,3852,612,5097,57,447,4,507,2535,429,3472,4,112,0,119,1155,235,1505,3,4,0,10,475,84,565,5740,1452,123,7316,30935,5054,43303,14,105,0,118,1197,161,1479,57,136,3,189,2990,403,3584,1372,523,44,1936,10136,1606,13679,3073,386,160,3615,4567,936,9124,1783,274,87,2145,3970,654,6773,169,618,12,808,3788,518,5105,26,841,3,870,2224,383,3474,8,154,0,163,1306,222,1687,12,10,0,15,729,121,868,6507,3042,318,9866,30906,5002,45774,25,172,0,191,2395,309,2896,83,205,6,293,5529,733,6555,2181,776,53,3011,20129,3110,26249,5702,565,208,6475,9752,1886,18115,3561,395,133,4088,7975,1421,13486,590,817,25,1433,7642,1135,10205,82,1290,11,1377,4757,808,6946,16,269,0,285,2459,456,3197,12,16,0,29
LGA25990,0,6,0,10,128,24,158,3,3,0,13,108,10,134,86,8,0,99,110,79,287,174,4,5,190,136,106,433,113,21,3,139,274,140,553,32,49,0,77,510,133,721,7,39,0,48,472,127,639,0,7,0,14,201,47,261,0,0,0,0,50,16,71,422,144,15,585,1987,685,3258,3,20,0,25,127,14,173,18,7,0,22,95,6,122,140,12,9,161,89,24,271,201,14,16,224,90,31,352,104,44,4,155,309,33,492,8,97,3,110,439,67,615,3,75,0,76,382,61,519,0,6,0,6,159,28,196,0,3,0,3,76,30,109,470,287,30,787,1762,299,2845,3,33,0,37,255,39,327,17,17,0,38,199,19,258,230,20,12,257,195,105,567,378,17,28,416,232,142,786,221,65,8,289,579,170,1045,42,149,6,192,945,198,1331,8,116,0,126,849,187,1159,0,19,0,20,360,76,451,0,3,0,3
LGA26080,0,0,0,0,52,7,60,4,0,0,4,35,4,37,10,3,0,11,38,4,61,51,3,0,53,31,3,94,59,6,0,68,70,19,151,15,25,0,37,179,26,241,0,49,0,52,204,29,294,0,10,0,10,134,25,167,0,0,0,0,48,13,61,142,100,0,236,787,131,1152,4,4,0,8,68,8,79,0,0,0,3,28,5,28,22,10,0,31,33,7,72,73,3,0,82,27,6,114,69,10,4,84,87,9,184,3,61,0,61,173,19,258,4,92,0,93,200,38,328,0,11,0,9,168,37,217,0,0,0,0,86,11,91,175,185,11,367,859,145,1367,4,4,0,7,115,12,138,4,0,0,8,55,5,72,34,12,0,45,75,10,126,126,10,0,136,58,8,208,127,16,3,145,153,31,330,19,78,0,96,353,40,497,5,140,0,149,407,69,620,0,18,0,16,305,63,387,0,0,0,0
LGA26170,4,34,0,39,720,117,880,32,20,5,53,472,49,573,435,38,13,479,612,111,1210,788,37,31,848,488,99,1439,529,74,14,624,1165,179,1966,94,203,3,304,1649,196,2146,18,207,0,227,1559,216,2001,0,32,0,34,755,150,934,5,3,0,8,251,52,309,1907,644,64,2615,7676,1172,11457,10,62,0,69,572,92,736,70,53,8,134,388,57,575,665,78,42,781,435,106,1321,949,59,61,1071,374,114,1560,466,187,23,676,1167,152,1998,42,511,3,552,1614,220,2387,22,321,0,343,1446,239,2032,0,47,0,48,799,172,1021,0,11,0,12,405,90,501,2225,1326,139,3688,7200,1236,12127,14,97,0,109,1290,209,1614,103,72,11,189,860,106,1147,1099,112,53,1263,1048,215,2527,1737,96,86,1922,858,214,2999,995,257,35,1296,2328,331,3956,134,715,8,859,3263,416,4537,40,533,0,572,3006,454,4037,0,77,0,82,1547,323,1954,6,13,0,12
LGA26260,0,24,0,25,434,58,518,21,17,0,40,338,21,400,236,26,7,270,390,50,703,473,12,7,495,265,47,810,273,25,12,310,643,69,1024,61,106,0,165,929,83,1182,3,96,0,99,803,96,999,0,13,0,13,410,69,493,4,3,0,4,149,45,201,1068,323,25,1423,4366,553,6340,4,41,0,50,363,66,479,45,30,0,74,245,18,341,352,36,28,417,313,35,764,534,32,30,598,209,40,842,269,92,9,370,723,63,1154,23,253,0,277,873,90,1239,5,166,0,171,751,94,1018,0,24,0,24,510,102,638,3,0,0,4,289,93,383,1234,669,79,1974,4279,607,6862,6,66,0,74,797,129,998,63,50,0,115,583,42,740,588,62,30,687,696,86,1469,1005,43,39,1092,472,86,1649,546,115,26,677,1367,131,2182,80,352,3,437,1807,178,2419,11,257,3,270,1561,188,2018,0,41,0,41,917,175,1131,5,3,0,11
LGA26350,9,101,0,106,1950,185,2244,14,73,0,88,3815,335,4238,713,197,9,925,9891,1122,11934,2573,115,36,2731,3687,580,7003,2106,77,42,2214,3228,457,5905,417,213,6,638,3612,365,4618,64,616,6,690,2776,319,3782,15,269,3,285,1691,265,2240,3,10,0,13,816,115,940,5923,1673,103,7697,31464,3740,42902,7,141,0,150,2086,204,2437,28,181,3,210,4712,396,5319,1257,467,29,1753,9855,1129,12733,3162,297,119,3581,3038,539,7158,2243,226,92,2558,3255,406,6217,220,676,14,907,4058,407,5375,55,1273,10,1341,2706,344,4390,28,325,0,358,2172,368,2891,6,20,0,26,1261,250,1536,7003,3609,271,10882,33142,4033,48063,13,242,0,255,4041,386,4680,43,250,3,302,8530,727,9561,1977,663,36,2677,19749,2246,24674,5736,414,159,6308,6728,1116,14153,4348,302,129,4776,6482,867,12125,643,891,14,1547,7668,775,9993,124,1894,13,2031,5481,664,8179,42,596,3,646,3862,631,5130,10,31,0,39
LGA26430,4,10,0,15,209,46,268,13,10,0,22,148,10,174,144,8,0,156,218,34,405,230,13,6,247,168,46,462,164,25,3,189,395,54,648,31,70,0,96,714,96,907,4,83,0,89,672,89,851,0,18,0,18,356,74,448,0,0,0,0,112,32,149,579,237,11,825,2993,481,4303,0,22,0,20,170,32,222,32,12,0,39,126,15,178,188,21,3,211,177,32,421,304,14,18,334,144,36,515,147,71,10,225,422,64,715,16,172,0,189,677,72,940,3,127,0,129,585,85,799,0,18,0,18,341,82,444,0,0,0,3,172,54,225,689,456,31,1178,2815,472,4466,3,31,0,39,379,79,486,41,17,0,59,269,23,354,328,29,4,367,398,67,825,531,24,21,584,316,81,979,313,93,12,418,818,122,1356,43,236,3,283,1390,169,1847,6,209,0,213,1263,177,1653,0,36,0,36,693,159,886,0,4,0,3
LGA26490,4,27,0,29,771,90,889,13,22,0,32,561,59,649,330,43,10,380,883,97,1359,1229,37,34,1298,573,125,1996,828,52,19,903,1023,123,2051,143,188,6,336,1550,148,2033,22,307,0,327,1142,126,1600,3,49,0,50,536,72,651,0,0,0,3,175,27,209,2569,722,71,3355,7212,861,11429,0,52,0,52,639,64,756,22,32,0,54,461,40,556,554,80,35,665,796,98,1568,1404,74,102,1582,426,109,2116,808,116,37,956,1086,122,2173,57,475,4,536,1406,117,2062,13,481,5,493,973,124,1592,4,62,0,63,578,97,733,0,5,0,4,304,45,359,2866,1372,183,4418,6683,820,11914,3,74,0,83,1414,152,1647,28,54,0,82,1024,92,1201,882,127,45,1049,1679,192,2925,2634,108,141,2882,999,231,4113,1631,169,58,1859,2108,249,4220,201,662,7,868,2953,264,4088,36,788,4,819,2116,252,3191,4,105,0,112,1114,162,1392,3,8,0,9
LGA26610,3,27,0,27,491,110,634,38,21,0,66,472,96,633,339,31,8,376,724,183,1286,538,26,24,589,381,162,1132,315,57,7,374,795,198,1369,46,104,0,157,1057,198,1413,14,88,0,94,754,174,1021,8,15,0,24,447,121,591,3,0,0,3,153,57,212,1297,375,43,1715,5271,1294,8284,13,56,0,63,452,121,641,87,47,5,139,359,69,559,518,58,32,607,479,148,1235,650,43,36,724,307,135,1170,256,132,13,398,755,187,1340,33,266,4,299,862,189,1353,8,140,3,150,720,154,1026,3,32,0,35,526,126,686,4,6,0,7,259,83,350,1562,783,87,2426,4719,1222,8364,12,82,0,93,943,235,1275,122,67,8,197,828,166,1190,853,88,41,990,1202,332,2520,1186,72,56,1313,693,295,2303,572,189,19,776,1548,382,2704,81,375,3,456,1919,386,2769,17,229,3,248,1473,332,2044,12,48,0,58,974,248,1281,3,8,0,9
LGA26670,0,3,0,6,146,34,186,4,5,0,14,94,18,121,74,8,0,83,122,14,215,147,4,4,156,103,26,282,125,18,0,142,265,27,429,20,49,0,70,434,37,540,4,50,0,51,379,59,494,0,4,0,4,176,45,224,0,0,0,0,58,16,68,384,137,4,522,1778,276,2572,0,7,0,9,126,13,145,9,13,0,23,57,7,91,112,12,9,131,81,22,237,179,9,10,196,60,28,290,87,56,3,144,270,32,450,5,89,0,96,367,35,500,3,61,0,64,303,50,414,0,11,0,10,166,33,206,0,0,0,0,98,21,120,396,262,26,682,1536,237,2453,0,11,0,10,269,51,328,13,17,0,37,152,25,213,187,20,14,213,205,36,451,328,14,13,358,165,55,572,209,72,8,285,531,63,879,32,135,0,171,797,68,1040,10,109,0,117,687,105,906,0,15,0,19,342,75,433,0,0,0,0
LGA26700,0,32,0,34,693,119,839,43,27,0,70,529,44,654,435,58,10,505,687,82,1270,860,35,29,923,520,121,1564,500,75,13,589,1148,128,1871,74,182,3,259,1539,161,1954,11,186,0,197,1274,172,1646,4,41,0,46,706,136,890,0,3,0,3,250,108,361,1934,630,58,2626,7348,1072,11041,11,56,3,73,613,118,796,71,61,0,131,462,55,651,629,103,36,764,537,78,1379,1033,67,63,1159,462,102,1726,481,194,18,699,1150,143,1993,50,468,5,524,1452,160,2136,16,306,3,323,1232,206,1764,7,50,0,54,850,171,1072,7,4,0,7,426,214,646,2302,1303,126,3732,7184,1243,12165,11,85,5,101,1301,235,1641,109,89,3,206,999,98,1300,1070,155,48,1273,1219,157,2649,1893,99,88,2083,984,229,3291,986,267,33,1284,2302,273,3858,123,654,7,782,2995,316,4094,26,496,3,521,2514,380,3412,7,90,0,99,1558,309,1960,5,5,0,9
LGA26730,5,54,3,60,955,115,1133,50,38,5,87,959,105,1151,594,76,12,685,1173,130,1986,1030,42,35,1106,636,123,1867,583,65,13,665,1247,176,2090,90,183,0,275,1558,165,2001,14,235,0,252,1178,173,1607,5,40,0,42,665,127,836,0,4,0,3,274,58,342,2379,724,74,3182,8657,1174,13017,13,85,0,95,908,105,1112,83,95,8,194,792,78,1062,867,122,47,1036,898,139,2076,1188,81,86,1358,562,125,2051,604,198,32,833,1401,165,2395,51,469,3,528,1546,179,2253,21,326,3,350,1219,217,1790,4,61,0,72,872,216,1158,0,7,0,11,485,134,630,2830,1458,186,4471,8697,1365,14531,14,137,3,157,1868,218,2249,130,134,15,285,1756,182,2220,1465,194,62,1721,2071,274,4061,2223,119,123,2470,1205,253,3920,1186,268,46,1501,2645,341,4484,145,654,9,808,3107,344,4254,33,567,3,602,2403,393,3394,13,97,0,112,1536,346,1992,0,9,0,12
LGA26810,3,49,3,57,1065,180,1298,54,40,0,100,916,184,1201,776,56,21,854,1152,488,2495,1220,45,44,1304,785,452,2548,650,100,13,766,1689,324,2777,130,312,5,450,2429,328,3209,31,245,0,276,2053,283,2609,3,46,0,54,975,209,1233,3,7,0,7,318,71,394,2874,898,91,3864,11390,2519,17769,7,90,0,105,954,160,1217,123,76,3,201,643,86,940,1133,118,84,1335,849,176,2359,1381,95,85,1559,644,185,2395,624,308,32,968,1747,241,2956,66,748,9,825,2185,276,3285,14,338,3,354,1868,266,2486,3,53,0,59,1022,231,1315,3,3,0,7,511,115,636,3361,1831,221,5413,10424,1744,17585,18,141,3,157,2022,339,2517,182,121,6,305,1560,278,2137,1911,171,110,2192,2006,662,4858,2598,142,132,2864,1433,641,4937,1272,410,48,1727,3439,569,5734,194,1065,12,1274,4612,611,6490,46,579,3,633,3921,546,5096,8,99,0,108,1994,443,2546,6,10,0,20
LGA26890,0,4,0,4,97,11,115,0,0,0,3,78,3,85,74,7,0,78,84,14,170,104,6,3,114,52,17,184,89,7,0,94,179,12,284,8,23,0,38,272,21,325,3,18,0,18,213,28,265,0,0,0,6,124,24,150,0,0,0,0,45,5,54,280,67,3,354,1144,130,1625,0,10,0,10,80,12,104,4,4,0,14,48,0,68,104,7,4,116,58,11,187,120,7,6,136,36,10,174,65,33,3,93,186,25,306,4,44,0,47,218,10,274,0,28,0,31,199,27,254,0,3,0,5,130,30,162,0,0,0,3,55,24,80,300,134,14,453,1015,141,1604,0,14,0,14,182,22,211,10,5,0,14,127,4,149,175,10,4,192,141,23,357,222,14,15,247,85,22,356,148,37,3,188,365,34,594,17,65,0,81,488,32,602,3,44,0,51,413,56,519,3,9,0,6,252,50,313,0,0,0,3
LGA26980,19,186,3,212,4726,264,5206,41,131,3,177,6372,334,6873,1968,207,23,2194,8607,552,11351,5778,139,113,6030,3891,456,10373,4013,167,77,4259,5429,430,10118,711,571,16,1302,6434,380,8108,132,1246,8,1391,4406,347,6146,40,424,0,468,3324,373,4165,4,24,0,27,1525,271,1830,12716,3093,257,16062,44708,3403,64170,22,268,5,295,4610,242,5147,78,235,8,324,5650,268,6238,3045,403,90,3540,7422,539,11499,7181,321,324,7828,3033,399,11255,3983,405,155,4545,6160,444,11142,423,1622,25,2076,6739,411,9225,141,2146,21,2305,4719,435,7462,40,490,0,526,4425,607,5559,6,35,0,41,2563,527,3136,14923,5929,621,21476,45317,3867,70660,45,455,9,503,9334,507,10350,118,365,9,495,12022,599,13115,5008,612,111,5729,16028,1096,22853,12960,458,439,13857,6922,851,21633,8001,573,230,8805,11585,873,21261,1140,2198,40,3378,13169,784,17334,278,3391,31,3703,9121,782,13608,73,917,0,994,7753,976,9724,16,61,0,69
LGA27070,28,178,3,209,5269,467,5935,143,211,5,365,6041,448,6852,4616,382,58,5054,10367,1025,16452,7632,226,129,7987,5885,811,14677,3402,268,52,3716,7486,633,11831,541,835,14,1388,7210,573,9178,108,1058,6,1176,4773,560,6513,21,206,0,231,2815,352,3391,14,7,0,20,820,111,955,16494,3373,266,20145,50664,4979,75780,40,313,12,356,4858,453,5671,490,407,25,924,5350,406,6680,7411,676,211,8300,7908,1039,17248,8931,416,293,9635,4373,731,14741,3118,820,98,4035,7842,714,12585,284,2445,32,2759,6841,669,10266,98,1532,12,1648,4770,609,7021,30,222,4,252,3229,425,3908,15,11,0,25,1206,170,1401,20405,6848,680,27934,46387,5207,79530,60,490,15,564,10128,913,11604,629,619,29,1282,11390,850,13528,12028,1055,270,13361,18279,2063,33696,16561,642,425,17618,10261,1545,29423,6512,1086,148,7745,15329,1346,24418,827,3276,44,4150,14051,1245,19446,207,2598,17,2818,9544,1172,13540,53,428,4,478,6040,781,7300,25,21,0,51
LGA27170,7,58,0,70,1221,146,1433,71,54,3,128,1231,122,1480,858,99,28,982,1418,195,2593,1261,67,39,1363,826,171,2357,620,90,28,735,1558,169,2455,93,244,3,342,1699,192,2232,14,188,0,205,1259,140,1603,3,32,0,38,618,105,763,4,3,0,6,220,46,271,2935,840,99,3876,10042,1275,15197,18,101,3,121,997,137,1248,151,105,8,259,859,97,1219,1332,160,85,1575,1056,187,2819,1497,107,70,1677,677,145,2495,584,259,39,883,1548,156,2590,45,578,5,630,1664,166,2465,11,323,3,339,1273,167,1781,4,48,0,48,758,155,957,0,10,0,6,406,63,472,3650,1683,209,5538,9243,1267,16050,22,164,3,186,2214,282,2683,222,158,10,389,2092,217,2697,2189,258,108,2561,2472,378,5417,2756,175,110,3037,1500,310,4854,1205,353,61,1619,3108,322,5048,140,815,10,974,3361,359,4689,31,513,4,544,2532,308,3387,11,79,0,92,1374,256,1722,6,11,0,17
LGA27260,29,280,3,310,5662,546,6523,232,255,5,494,5730,649,6877,5994,467,71,6538,11247,1737,19521,10030,268,149,10456,7061,1395,18901,3891,340,51,4286,7618,871,12769,599,853,33,1485,6639,603,8730,120,753,12,886,3770,467,5122,22,134,0,152,1560,274,1990,3,4,0,8,405,101,515,20934,3354,329,24615,49698,6638,80948,54,490,4,546,5168,503,6212,599,484,10,1098,4974,428,6498,10297,734,264,11297,8761,1311,21369,10902,489,361,11750,5010,959,17718,3327,989,127,4448,7462,732,12651,350,2086,43,2480,6131,587,9198,85,1169,10,1264,3635,488,5388,16,176,3,192,1870,332,2395,6,9,0,17,714,198,935,25640,6630,820,33095,43728,5545,82364,86,767,9,859,10829,1048,12735,837,744,16,1597,10703,1076,13376,16296,1202,338,17835,20010,3047,40889,20933,760,512,22205,12067,2354,36623,7221,1332,182,8735,15087,1601,25419,947,2940,71,3963,12768,1197,17924,209,1922,17,2150,7405,953,10507,35,312,0,348,3430,604,4383,16,19,0,30
LGA27350,4,53,0,54,1082,178,1311,16,79,3,98,2679,342,3119,579,302,8,892,10657,1252,12802,2047,168,43,2258,4213,672,7144,1365,96,43,1499,3030,504,5036,308,162,7,481,2795,396,3676,42,326,4,377,1843,287,2509,3,83,0,91,924,156,1167,3,8,0,10,354,77,436,4374,1275,106,5757,27586,3857,37204,3,83,0,85,1164,145,1403,53,158,3,209,3321,396,3924,1037,581,28,1647,10773,1304,13722,2472,299,124,2895,3363,627,6886,1303,179,66,1551,2796,457,4804,144,452,11,606,3036,408,4049,31,630,4,668,1813,311,2793,10,131,0,142,1212,200,1553,3,10,0,18,517,104,639,5057,2530,227,7821,28000,3962,39777,7,129,0,143,2249,323,2717,72,242,3,311,6003,732,7045,1617,885,32,2536,21438,2552,26525,4513,469,161,5149,7580,1298,14030,2662,276,104,3046,5826,966,9837,456,615,16,1091,5833,810,7727,69,960,9,1045,3657,600,5298,17,215,0,228,2138,355,2718,12,16,0,24
LGA27450,14,217,3,229,4354,401,4990,122,166,4,296,4057,268,4615,2588,256,52,2890,5420,478,8782,5424,208,200,5826,3231,545,9608,3239,365,83,3685,6282,582,10555,497,958,20,1478,7515,571,9567,78,1120,3,1203,5335,570,7105,26,206,0,234,2397,348,2974,3,11,0,16,825,147,983,11992,3503,360,15861,39412,3911,59178,30,366,0,392,4021,355,4775,283,328,20,626,3460,215,4302,3715,511,257,4485,4155,464,9100,6378,376,448,7204,2465,481,10153,3018,886,159,4063,6511,597,11172,248,2506,19,2770,6787,575,10132,64,1794,3,1860,4876,598,7339,16,212,3,230,2703,446,3378,5,14,0,22,1274,257,1555,13762,6984,911,21656,36263,3986,61903,42,577,3,630,8372,757,9760,405,493,24,919,7516,484,8912,6302,761,307,7375,9572,940,17884,11801,586,643,13029,5695,1033,19756,6261,1245,243,7756,12799,1182,21729,747,3463,37,4245,14304,1148,19702,142,2915,8,3064,10214,1173,14447,41,420,3,466,5102,789,6352,15,27,0,37
LGA27630,3,13,0,15,143,38,203,6,9,0,16,121,20,152,79,14,0,99,156,33,291,144,6,4,159,88,23,266,113,12,4,134,297,31,457,21,49,0,66,461,37,566,9,24,0,33,380,52,468,0,6,0,12,238,39,284,0,0,0,0,92,23,121,383,136,11,534,1974,299,2799,4,22,0,19,126,19,167,14,10,3,26,87,8,129,136,12,12,156,100,21,280,170,7,12,193,83,25,298,96,45,7,144,298,34,473,7,101,0,110,366,46,519,3,45,0,45,361,52,460,0,10,0,10,216,52,283,0,0,0,3,159,54,213,431,247,26,709,1791,314,2815,4,34,0,38,272,60,366,24,15,3,44,214,29,283,219,28,15,258,259,55,569,316,17,9,349,170,45,557,209,54,13,280,590,59,935,27,146,0,178,825,83,1085,8,69,0,79,739,112,929,0,18,0,19,454,92,566,3,3,0,6
LGA29399,0,0,0,0,17,7,24,0,0,0,3,43,20,61,3,3,0,9,64,26,97,21,0,0,21,28,22,74,21,0,0,20,21,12,56,4,6,0,7,31,17,55,0,5,0,5,18,7,38,0,0,0,0,7,0,13,0,0,0,0,0,0,0,48,19,0,62,226,118,406,0,0,0,0,10,9,15,0,4,0,4,33,7,43,15,3,0,20,63,36,114,24,3,0,24,14,24,62,12,0,0,12,12,16,33,0,3,0,3,22,6,26,0,9,0,9,7,8,26,0,0,0,0,8,3,5,0,0,0,0,0,0,0,45,20,0,70,168,102,339,0,0,0,0,29,12,37,0,4,0,8,71,27,103,15,9,0,24,129,65,210,45,3,0,49,48,44,135,28,0,0,32,36,25,88,4,11,0,14,45,21,84,0,10,0,10,31,19,61,0,0,0,0,14,6,19,0,0,0,0
