LGA_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
LGA24850,555,918,2112,2007,2277,1705,409,62,14,10052,7,5,17,27,34,38,22,6,0,154,0,0,3,0,4,3,0,0,0,8,29,32,85,108,143,99,21,0,0,517,0,3,13,17,13,12,3,0,0,54,3,18,66,50,78,32,3,0,0,254,5,16,35,47,52,34,0,0,0,181,96,139,194,180,224,141,32,0,0,1011,253,115,84,94,101,55,12,5,0,716,5,14,77,82,88,46,12,3,0,320,9,9,26,14,10,9,0,0,0,75,0,16,61,62,47,32,3,0,0,218,0,18,16,27,32,17,0,0,0,117,7,38,75,91,108,41,12,0,0,371,8,22,70,73,98,51,6,0,0,328,10,39,141,177,169,91,16,0,0,642,16,49,193,238,268,186,36,6,0,990,18,119,341,347,444,345,60,0,0,1673,8,19,35,28,27,25,3,0,0,148,17,42,82,60,46,23,12,0,0,279
LGA24900,397,537,1047,1127,1376,1328,386,82,11,6281,23,28,73,99,124,116,66,20,3,543,0,0,0,0,3,0,0,0,0,3,33,40,68,80,93,65,17,3,0,391,0,0,0,3,4,3,0,0,0,9,3,3,17,23,38,19,3,0,0,116,3,0,10,8,23,9,4,0,0,56,144,58,98,124,153,99,24,0,0,710,99,75,90,79,107,85,29,4,0,568,5,9,5,13,38,29,8,0,0,105,4,3,3,4,7,5,3,0,0,27,3,7,18,26,25,8,0,0,0,90,0,5,9,13,14,13,5,0,0,68,6,23,47,53,45,29,4,0,0,205,3,12,37,33,45,47,3,3,0,185,0,5,41,51,50,28,5,0,0,181,15,31,104,145,181,122,28,0,0,626,17,78,199,210,317,312,45,0,0,1186,3,5,3,10,19,3,0,0,0,54,12,30,48,31,31,31,7,0,0,189
LGA24970,1426,4289,10505,9570,9050,5904,1667,281,49,42741,3,3,20,5,13,12,4,3,0,73,0,0,5,9,8,6,0,0,0,31,90,99,375,467,503,296,67,0,0,1895,3,15,76,64,61,21,3,0,0,237,3,41,175,205,166,94,28,3,0,715,10,101,347,352,352,172,40,0,0,1375,566,889,902,728,751,473,117,15,0,4445,583,604,503,351,306,186,25,0,0,2555,7,41,164,171,208,111,22,3,0,730,18,64,170,191,158,63,11,0,0,684,12,113,628,574,435,210,39,4,0,2015,11,64,228,153,152,74,24,3,0,700,29,297,1068,958,744,388,109,9,0,3604,19,106,351,306,313,192,60,9,0,1356,7,68,324,331,449,258,72,0,0,1516,144,388,1011,1142,1371,906,179,25,3,5171,75,539,1728,1556,1785,1248,306,19,0,7253,102,118,113,97,79,47,8,5,0,573,25,134,249,249,305,147,55,4,0,1171
LGA25060,1009,2716,7192,6755,6316,4185,1086,148,10,29417,3,6,14,15,11,7,6,0,0,69,0,0,9,13,6,0,0,0,0,33,61,85,242,251,231,119,31,0,0,1028,0,7,45,52,38,14,3,0,0,156,6,31,156,182,160,65,13,0,0,619,15,42,151,200,134,69,19,3,0,627,472,699,628,441,491,306,67,6,0,3113,380,411,396,184,180,121,25,3,0,1705,8,57,262,276,281,156,21,0,0,1066,29,56,163,151,83,33,3,0,0,519,4,81,482,483,312,177,31,0,0,1562,14,51,145,130,111,62,8,0,0,521,21,200,848,742,550,289,56,7,0,2708,7,97,295,241,207,111,41,0,0,998,3,79,439,492,535,310,43,4,0,1901,89,219,948,863,1152,827,132,4,3,4228,28,380,1316,1086,1164,858,157,9,4,5002,51,137,173,134,98,51,17,0,0,664,18,90,249,195,185,113,28,9,0,885
LGA25150,430,661,1372,1681,1867,1330,366,57,16,7782,4,13,22,33,42,30,28,4,0,181,0,0,6,3,12,4,3,0,0,19,28,12,35,65,54,40,4,0,0,241,0,0,5,12,4,3,0,0,0,22,4,18,36,42,50,21,7,0,0,185,0,9,20,40,37,19,3,0,0,129,129,105,125,150,180,109,9,0,0,817,194,78,55,46,53,35,5,0,0,465,3,16,41,63,73,55,3,0,0,266,3,5,10,20,19,3,0,0,0,54,3,8,52,52,47,18,0,0,0,181,0,10,34,17,28,10,4,0,0,104,16,27,79,106,92,64,13,0,0,394,3,22,43,51,65,36,10,3,0,229,3,12,102,167,153,108,12,0,0,556,24,69,202,238,327,179,28,0,0,1058,19,80,256,297,383,294,46,0,0,1363,12,23,26,28,22,11,3,0,0,114,14,36,41,44,52,23,10,0,0,222
LGA25250,1010,3946,14077,10426,7323,3985,887,111,23,41781,3,15,21,20,11,4,0,0,0,66,0,0,12,18,6,5,0,0,0,40,36,92,376,318,291,170,24,5,0,1316,0,20,97,74,38,22,0,0,0,253,3,38,190,142,122,42,14,0,0,552,12,72,246,177,150,79,15,0,0,753,363,984,1123,551,508,263,44,4,0,3840,445,823,980,320,242,122,21,3,0,2961,3,61,243,260,193,111,20,0,0,898,34,73,350,280,155,44,14,0,3,949,8,103,659,565,285,127,11,0,0,1757,10,50,212,109,69,47,12,3,0,504,20,290,1490,1098,514,204,50,0,0,3660,7,136,531,306,220,139,34,3,0,1378,10,90,776,789,654,359,50,5,0,2735,53,348,1750,1488,1331,824,110,5,4,5914,37,562,2452,1773,1394,898,170,13,0,7304,34,198,374,248,137,73,13,0,0,1082,17,140,464,301,239,126,22,0,0,1308
LGA25340,2114,3076,5340,7050,8221,6570,2346,331,45,35097,5,24,56,73,104,91,49,11,3,428,0,0,3,10,3,5,0,0,0,21,110,68,175,283,315,267,72,3,0,1290,0,3,17,28,42,22,3,0,0,110,6,49,165,276,282,180,52,3,0,1008,8,46,102,169,159,114,45,3,0,651,691,596,644,790,889,707,193,10,0,4520,696,443,359,382,371,264,62,10,0,2586,13,19,52,82,146,105,25,3,0,441,12,40,31,61,56,41,6,0,0,241,3,27,111,142,180,121,37,4,0,637,13,62,133,169,190,122,48,9,0,743,18,98,268,517,515,339,130,9,0,1885,10,63,181,309,402,284,91,5,0,1352,66,134,276,355,449,314,57,3,0,1652,51,156,665,976,1265,959,179,10,5,4282,79,399,1125,1461,2082,1672,387,27,0,7231,101,99,125,139,162,108,33,3,3,779,58,129,285,277,306,171,57,0,0,1285
LGA25430,209,257,475,690,932,963,263,49,12,3845,4,7,9,14,16,20,23,15,0,108,0,0,0,5,0,3,0,0,0,9,14,23,50,39,59,47,18,0,0,253,0,0,0,6,3,6,0,0,0,17,0,3,7,12,20,12,0,0,0,58,3,6,3,10,8,13,0,0,0,35,65,31,37,65,99,76,24,4,0,408,58,30,48,24,61,28,11,3,0,259,0,3,8,6,19,12,0,0,0,44,0,3,3,23,14,12,6,0,0,66,0,0,14,10,18,12,0,0,0,58,3,3,8,12,13,4,3,0,0,41,0,9,22,51,81,55,11,3,0,222,0,9,9,15,31,28,9,3,0,98,0,10,32,62,95,59,12,0,0,268,3,14,46,129,157,135,26,0,0,509,4,40,95,168,285,286,55,3,0,932,3,5,11,19,21,23,7,0,0,87,0,13,12,20,25,15,3,0,0,93
LGA25490,215,278,650,828,920,905,302,81,7,4183,21,35,77,90,149,116,81,24,10,608,0,3,3,0,3,0,0,0,0,7,17,7,31,22,26,22,0,0,0,124,0,0,7,7,5,0,0,0,0,18,0,3,9,14,14,11,3,0,0,45,0,8,6,16,11,8,0,0,0,46,59,36,54,62,75,62,20,0,0,364,49,37,40,50,54,33,8,0,0,274,3,3,9,19,21,11,4,0,0,64,0,3,4,6,0,3,0,0,0,22,0,3,20,12,15,6,3,0,0,56,0,3,10,5,10,3,0,0,0,24,6,8,22,27,45,18,9,0,0,128,3,4,15,22,28,22,3,0,0,92,0,3,37,47,57,42,3,0,0,191,5,23,61,99,129,97,13,0,0,438,10,35,121,169,237,202,24,0,0,791,7,6,5,11,4,8,3,0,0,45,4,11,21,21,23,9,0,0,0,92
LGA25620,146,191,439,612,767,711,263,66,17,3204,3,10,10,27,40,43,36,7,5,177,0,0,0,0,0,0,0,0,0,4,19,5,11,20,35,32,5,0,0,127,0,0,0,3,0,3,0,0,0,8,0,3,13,22,18,15,3,0,0,75,0,3,12,9,9,8,3,0,0,43,29,25,33,44,74,61,11,0,0,269,61,42,29,54,61,50,11,0,0,312,0,0,3,14,3,12,3,0,0,43,0,0,3,4,3,8,0,0,0,15,0,0,6,14,14,7,0,0,0,47,3,0,3,9,6,12,3,0,0,35,0,4,15,30,28,24,8,3,0,124,3,3,11,21,32,18,7,0,0,98,0,7,29,43,58,57,10,0,0,207,4,21,72,92,98,94,10,3,0,394,9,24,75,106,157,145,34,3,0,544,0,3,10,3,9,8,0,0,0,35,6,13,20,18,14,17,6,0,0,87
LGA25710,954,1518,2345,3371,4270,3358,908,93,9,16825,3,6,5,14,20,10,12,3,0,70,0,0,0,4,14,4,0,0,0,22,71,49,54,128,170,114,28,0,0,609,0,4,14,26,22,18,3,0,0,91,3,19,79,137,160,83,29,0,0,513,7,29,65,81,95,62,15,3,0,350,305,341,203,236,317,241,61,3,0,1711,358,217,76,71,86,57,13,0,0,887,10,22,52,66,70,60,7,0,0,287,13,27,28,59,56,29,10,0,0,222,3,30,96,156,149,69,10,0,0,517,6,36,52,44,68,31,12,0,0,258,20,97,197,353,359,196,50,4,0,1272,13,29,57,104,157,96,27,0,0,486,5,31,138,236,304,183,31,0,0,928,56,160,346,615,770,629,106,4,0,2687,39,255,465,726,978,778,116,5,0,3375,71,65,40,65,89,49,10,3,0,384,23,79,114,120,162,86,16,0,0,594
LGA25810,155,193,416,407,579,564,204,36,7,2561,3,3,13,16,29,37,29,15,0,149,0,0,4,3,6,3,0,0,0,14,14,26,26,23,36,22,9,0,0,149,0,0,3,0,0,0,0,0,0,3,0,3,7,8,3,8,3,0,0,27,0,4,4,6,8,5,0,0,0,25,49,13,31,47,63,50,16,0,0,258,53,21,22,24,50,42,6,0,0,231,0,0,4,5,12,4,3,0,0,30,0,0,0,0,3,3,0,0,0,13,0,10,6,4,13,0,0,0,0,30,0,0,3,7,4,0,0,0,0,18,0,5,14,14,23,10,4,0,0,72,0,0,11,10,13,13,6,0,0,53,3,13,25,40,50,40,5,0,0,171,3,17,35,53,63,57,6,3,0,240,12,42,116,109,184,156,30,3,0,636,4,7,6,20,11,7,4,0,0,52,0,3,12,16,11,10,0,0,0,54
LGA25900,344,1894,10076,7274,4925,3117,1155,140,30,28954,0,9,28,15,9,7,3,0,0,83,0,3,27,34,14,8,0,0,0,84,26,58,308,291,175,67,21,0,0,945,0,11,84,70,49,12,0,0,0,224,0,33,186,114,100,34,15,0,0,482,4,39,263,217,144,79,20,3,0,767,120,458,919,494,350,187,47,3,0,2583,154,463,757,235,161,60,14,0,0,1843,0,40,212,178,134,54,15,0,0,631,8,58,358,269,178,80,9,0,3,959,3,82,734,574,329,126,30,5,0,1885,8,67,269,160,119,67,25,4,0,719,6,235,1666,1159,755,345,110,6,3,4291,5,123,521,271,209,123,38,0,0,1284,0,48,486,436,305,239,62,0,0,1565,38,157,1088,723,599,513,114,11,0,3246,21,240,1566,886,744,593,150,13,0,4228,35,109,329,201,159,89,27,3,0,946,26,94,380,205,152,87,21,3,0,964
LGA25990,54,83,173,268,318,369,139,26,10,1427,4,12,12,15,34,38,25,0,0,147,0,0,0,0,0,0,0,0,0,0,5,7,8,18,20,17,7,0,0,79,0,0,4,0,0,0,0,0,0,4,0,0,3,6,4,3,0,0,0,22,3,0,4,7,7,6,0,0,0,26,18,10,14,21,23,21,8,0,0,125,20,12,12,12,22,10,3,0,0,92,0,0,3,5,7,7,0,0,0,30,0,3,0,0,9,3,3,0,0,16,0,0,0,0,14,4,0,0,0,14,0,0,0,0,0,0,0,0,0,9,0,7,7,13,15,10,3,0,0,50,0,0,9,12,10,10,0,0,0,37,0,4,10,22,40,21,4,0,0,97,0,3,12,28,33,40,5,0,0,123,5,20,47,45,72,72,15,0,0,273,0,0,0,3,0,0,0,0,0,7,3,0,3,6,9,13,0,0,0,30
LGA26080,24,28,46,76,110,159,76,13,0,534,0,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,4,8,9,0,9,14,3,0,0,49,16,7,11,4,16,9,5,0,0,61,0,0,0,3,3,3,0,0,0,8,0,0,0,0,3,3,0,0,0,7,0,0,0,3,5,0,0,0,0,10,0,0,4,4,4,3,0,0,0,16,0,3,0,10,14,11,3,0,0,44,0,0,0,0,3,3,3,0,0,16,0,0,0,7,10,12,0,0,0,35,0,0,10,14,28,29,3,0,0,88,0,0,9,18,33,28,7,0,0,101,0,0,0,7,0,8,0,0,0,12,0,0,0,3,3,5,0,0,0,17
LGA26170,350,409,951,1185,1520,1351,536,103,15,6414,11,22,82,119,149,176,120,39,0,722,0,0,7,3,3,0,0,0,0,11,20,11,43,46,68,54,8,0,0,255,0,3,6,11,12,9,0,0,0,48,4,5,17,34,36,25,4,0,0,131,4,6,23,20,30,23,6,3,0,105,114,65,93,125,169,120,26,0,0,712,92,75,50,73,78,63,11,0,0,437,0,7,11,16,31,36,12,0,0,109,7,0,7,3,12,12,0,0,0,41,0,6,26,26,28,19,0,0,0,111,3,0,22,13,17,9,3,0,0,68,0,16,66,71,74,45,12,0,0,281,0,4,11,31,45,47,13,0,0,155,3,13,36,60,52,70,10,0,0,245,5,32,97,154,178,162,19,0,0,650,15,63,173,209,334,335,63,0,0,1191,11,11,14,16,22,20,5,0,0,103,16,26,37,29,34,31,9,0,0,181
LGA26260,210,282,582,669,800,848,318,61,17,3783,12,22,44,73,66,116,53,15,0,403,0,0,3,4,3,3,0,0,0,18,9,7,4,5,16,14,5,0,0,64,0,0,0,4,0,0,0,0,0,7,0,7,4,7,17,10,0,0,0,41,0,5,5,3,16,8,4,0,0,46,72,38,61,68,78,67,21,0,0,403,55,37,48,34,55,40,11,0,0,284,0,3,9,11,18,14,0,0,0,50,0,3,6,5,5,6,3,0,0,37,3,3,15,16,23,7,0,0,0,74,0,5,4,8,3,3,0,0,0,27,3,10,35,34,30,28,6,0,0,143,0,0,13,20,19,24,4,0,0,78,3,0,28,55,64,38,10,0,0,199,3,12,62,98,162,104,12,0,0,449,21,59,171,133,256,232,43,3,0,915,4,3,3,5,13,0,5,0,0,35,3,11,16,25,16,13,4,0,0,92
LGA26350,555,2559,9773,5874,4761,3170,1613,328,55,28684,0,12,13,9,17,12,15,0,0,75,0,3,17,17,12,9,0,0,0,58,30,58,274,181,159,76,22,3,0,816,0,8,87,52,26,12,5,0,0,187,3,32,163,108,82,47,18,0,0,459,9,64,257,183,155,81,35,3,3,787,160,646,1049,431,360,250,115,10,0,3027,278,542,592,180,130,78,15,5,0,1810,3,36,152,106,74,43,15,0,0,421,3,99,316,191,103,56,11,0,0,786,5,110,659,455,286,154,64,6,0,1742,3,84,269,137,121,60,40,3,6,724,17,405,1782,898,619,393,131,7,3,4253,15,122,413,238,162,122,45,4,0,1122,9,77,416,251,223,151,24,3,0,1157,59,205,1038,529,599,534,149,15,3,3125,36,337,1621,803,833,737,284,30,5,4699,28,141,252,119,109,67,24,3,0,736,32,129,284,141,134,79,18,0,0,817
LGA26430,105,131,336,368,479,574,229,58,16,2292,7,6,38,28,45,82,46,20,0,275,0,0,0,0,0,0,0,0,0,4,3,4,23,25,23,15,0,0,0,99,0,0,3,4,3,0,0,0,0,11,0,6,7,10,12,9,0,0,0,41,0,3,7,0,6,4,0,0,0,24,31,14,23,24,56,46,9,0,0,211,35,28,35,34,33,28,5,0,0,195,0,0,10,16,15,10,4,0,0,53,3,3,3,0,9,3,3,0,0,24,0,4,3,3,10,13,3,0,0,37,0,0,3,3,4,3,0,0,0,17,3,7,21,19,16,18,7,0,0,88,3,3,6,19,24,17,3,0,0,73,0,3,13,28,21,29,0,0,0,104,3,10,37,58,52,65,18,0,0,245,8,19,56,77,110,134,20,3,0,427,0,7,11,12,8,5,6,0,0,43,0,6,12,4,9,7,4,0,0,49
LGA26490,345,478,1148,1745,1750,1342,448,57,10,7313,7,4,16,20,32,38,28,7,0,154,0,0,0,4,3,0,0,0,0,8,25,11,38,55,43,29,5,0,0,205,0,3,3,14,6,6,0,0,0,32,3,4,29,55,56,20,10,0,0,179,6,10,28,35,41,14,4,0,0,136,100,96,130,138,175,114,24,0,0,778,139,109,116,93,93,73,21,0,0,636,0,6,16,12,23,15,4,0,0,80,0,4,13,22,20,5,0,0,0,66,0,8,40,48,48,22,3,0,0,175,3,4,26,44,38,22,7,0,0,144,11,11,60,147,132,65,20,3,0,448,3,10,26,66,59,37,11,0,0,215,0,12,67,114,139,82,16,0,0,431,0,29,189,253,299,257,40,0,0,1074,13,53,264,327,389,307,60,4,0,1418,10,6,23,29,36,24,7,0,0,140,13,23,49,53,52,28,7,0,0,236
LGA26610,246,435,935,816,975,900,262,55,14,4637,3,17,58,81,80,77,41,6,0,370,0,0,0,0,0,0,0,0,0,3,20,14,39,19,33,31,4,0,0,166,0,0,0,0,5,0,0,0,0,6,0,4,8,13,15,17,0,0,0,60,4,7,14,9,7,13,0,0,0,56,97,56,63,95,113,83,11,0,0,518,90,58,64,52,62,50,3,3,0,382,0,4,12,9,28,18,4,0,0,71,3,3,4,9,5,4,0,0,0,21,0,10,20,26,13,18,3,0,0,88,3,4,4,9,5,7,0,0,0,37,4,17,28,37,34,24,5,0,0,153,0,13,26,23,50,27,4,0,0,147,0,15,39,46,47,28,5,3,0,188,6,31,122,116,133,105,22,0,0,535,10,61,149,159,204,208,34,4,0,824,3,5,3,3,3,8,3,0,0,36,5,10,44,21,12,13,6,0,0,120
LGA26670,59,84,168,214,336,367,176,40,9,1451,5,6,9,19,29,52,65,18,0,194,0,0,0,0,0,0,0,0,0,0,4,0,3,3,11,4,5,0,0,33,0,0,0,4,4,0,0,0,0,6,0,0,3,6,17,5,0,0,0,34,0,3,4,3,3,3,0,0,0,21,18,12,26,17,25,27,3,3,0,122,29,9,8,9,15,15,8,0,0,95,0,6,0,3,15,10,0,0,0,30,0,0,0,3,0,0,0,0,0,9,0,3,8,3,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,5,9,4,11,0,0,0,35,0,0,0,8,14,8,0,0,0,26,0,3,10,8,30,10,0,0,0,66,4,12,23,37,35,33,5,0,0,147,0,4,43,54,96,96,14,0,0,297,0,0,0,0,5,0,0,0,0,9,0,0,7,6,18,3,0,0,0,28
LGA26700,384,470,1028,1252,1513,1298,403,93,16,6453,9,9,26,32,50,59,80,25,8,293,0,0,0,0,0,0,0,0,0,0,18,18,47,73,80,79,9,0,0,325,0,0,3,3,3,4,0,0,0,13,4,6,10,24,26,25,0,0,0,93,8,3,3,17,17,12,0,0,0,62,123,87,126,135,152,116,19,0,0,755,156,78,66,84,92,57,24,0,0,570,0,0,19,24,27,26,7,0,0,100,4,5,10,14,11,3,0,0,0,51,3,8,20,26,40,14,7,0,0,114,3,7,17,21,5,9,0,0,0,65,4,13,42,68,51,48,11,0,0,235,6,4,24,45,57,49,12,0,0,201,3,10,60,93,127,111,13,0,0,414,7,41,125,167,203,169,16,0,0,736,26,102,289,346,471,435,48,5,0,1723,14,6,17,17,13,7,3,0,0,74,9,20,51,32,33,24,12,3,0,180
LGA26730,581,844,1629,1517,1686,1312,325,43,8,7943,7,10,11,17,25,15,17,0,0,105,0,0,0,0,0,0,0,0,0,0,28,41,108,66,78,45,9,0,0,382,3,3,10,15,15,10,0,0,0,51,0,3,18,22,27,15,3,0,0,92,0,23,32,20,28,15,5,0,0,126,212,167,195,175,227,174,14,3,0,1169,225,139,120,110,86,64,21,0,0,770,3,8,15,11,27,18,10,0,0,93,8,14,14,3,15,6,0,0,0,64,3,14,33,43,37,18,4,0,0,146,8,5,21,27,22,8,3,0,0,93,3,37,68,76,74,37,9,0,0,301,6,9,37,46,73,53,14,0,0,236,10,20,62,96,140,70,16,3,0,416,31,52,164,242,278,186,20,0,0,969,32,130,423,414,548,467,38,0,0,2044,10,24,27,20,16,15,4,3,0,118,12,39,70,63,56,32,11,0,0,281
LGA26810,475,798,1730,1772,1987,1918,599,110,26,9416,15,59,140,129,160,182,106,27,4,825,0,0,6,4,10,11,0,0,0,35,22,21,37,50,46,44,6,0,0,222,3,5,17,25,17,13,0,0,0,82,3,11,41,42,57,39,9,0,0,189,8,8,24,11,22,8,0,0,0,85,198,109,139,170,214,171,29,3,0,1038,151,95,103,96,118,86,21,0,0,667,6,6,23,33,37,35,7,0,0,143,5,10,3,6,6,5,3,0,0,41,0,9,28,37,41,27,3,0,0,146,3,11,20,13,23,16,3,0,0,101,15,16,82,78,76,62,11,3,0,333,5,9,48,56,63,58,10,4,0,250,9,32,108,154,159,105,16,3,0,581,22,48,208,239,328,247,25,0,0,1119,24,112,366,369,523,523,70,4,0,2004,9,8,16,23,25,19,3,0,0,100,14,41,76,58,57,55,11,0,0,314
LGA26890,39,67,150,145,222,238,109,41,3,1016,3,6,29,27,61,49,37,12,0,216,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,3,0,0,0,11,8,3,5,6,14,9,3,0,0,56,9,4,3,12,9,4,0,0,0,36,0,0,0,3,6,4,4,0,0,24,0,0,0,3,0,3,0,0,0,7,0,0,3,0,5,3,0,0,0,15,0,0,0,0,0,0,0,0,0,7,3,3,6,4,3,3,0,0,0,22,0,3,0,0,3,3,0,0,0,15,0,0,11,15,18,8,0,0,0,47,0,7,23,20,34,17,8,0,0,107,0,13,33,28,62,55,12,0,0,202,0,3,0,3,0,0,0,0,0,9,3,0,3,0,3,3,0,0,0,16
LGA26980,1527,3639,8805,8873,8411,5532,1616,219,25,38649,3,3,10,18,14,5,8,0,0,67,0,0,3,13,5,4,0,0,0,29,96,92,267,307,340,188,53,9,0,1347,0,12,75,59,55,23,3,0,0,224,9,41,122,168,151,91,16,3,0,594,22,78,247,314,266,106,22,0,0,1051,526,841,776,597,679,413,112,10,0,3954,682,617,485,287,293,150,29,3,0,2539,11,46,119,143,150,91,26,0,0,581,29,60,176,175,107,80,12,0,0,641,8,77,528,587,366,170,36,0,0,1770,3,58,204,161,136,70,18,0,0,642,35,259,961,1016,722,367,105,8,0,3480,19,116,313,308,285,188,40,0,0,1264,5,53,286,456,547,346,69,9,0,1768,134,300,955,1202,1527,1018,200,15,0,5356,71,531,1726,1599,1911,1472,343,24,3,7675,130,112,103,100,91,44,17,0,0,596,37,141,283,281,293,189,48,3,0,1271
