LGA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA26490,5869,2605,2692,3896,3929,3670,2714,1203,518,27097,6,3,4,3,3,8,0,3,4,31,12,4,4,9,15,12,4,4,0,72,135,146,197,158,163,212,152,60,17,1246,10,6,16,14,0,12,14,0,0,83,7,3,3,12,6,4,11,0,0,45,0,0,7,0,4,3,7,3,0,21,3,0,0,3,5,5,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,166,163,226,200,200,252,201,71,16,1499,170,171,229,203,202,253,202,73,18,1530,6036,2778,2920,4098,4137,3925,2920,1273,540,28630
LGA26610,3825,2261,2336,2197,2575,2581,1832,1189,539,19325,7,7,7,5,6,3,8,4,0,40,3,26,17,7,11,18,18,3,0,105,80,144,140,96,116,110,83,41,17,824,0,0,0,3,0,11,16,3,0,44,0,4,15,11,30,32,18,7,0,116,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,11,9,0,0,25,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,87,177,171,120,156,188,151,55,19,1128,92,179,180,123,166,191,157,58,21,1165,3909,2442,2516,2318,2740,2777,1989,1243,560,20490
LGA26670,922,493,419,530,820,952,784,389,177,5489,0,3,0,0,3,0,0,0,0,10,5,6,15,3,4,14,3,0,3,65,14,17,13,8,23,19,16,7,6,127,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,29,12,37,48,24,15,7,216,17,35,29,8,39,52,24,15,9,232,941,527,451,543,856,999,817,405,186,5717
LGA26700,4956,2714,2480,3126,3660,3824,3029,1815,939,26546,0,12,3,0,4,9,5,10,3,40,11,12,19,14,19,21,7,3,0,108,130,170,154,116,117,126,103,56,52,1011,8,6,7,3,4,16,3,0,0,54,4,0,4,0,0,0,6,0,0,19,0,0,5,0,3,4,4,0,0,18,0,0,0,0,0,4,9,0,0,18,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,155,195,191,142,149,175,129,63,52,1238,155,198,191,138,153,180,134,70,52,1279,5112,2913,2668,3272,3813,4006,3168,1889,994,27828
LGA26730,5917,4144,3823,3749,4252,3892,3021,1821,901,31520,13,14,6,6,4,3,0,3,5,45,9,3,10,3,16,5,9,0,0,58,123,245,197,140,164,172,122,74,54,1281,3,4,3,5,0,11,3,0,0,32,8,4,9,0,16,10,11,3,3,63,0,3,5,0,0,0,0,0,0,13,0,0,0,0,0,3,4,3,0,12,0,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,141,259,226,161,200,197,153,81,52,1469,155,272,234,163,205,199,156,84,60,1515,6068,4416,4056,3910,4454,4093,3171,1901,961,33035
LGA26810,7437,4315,4528,4648,5346,5985,4506,2306,967,40041,14,10,4,5,9,12,11,8,0,69,3,12,41,8,18,19,14,4,0,124,134,247,253,164,178,219,140,87,36,1467,3,17,42,11,11,16,5,0,0,104,0,3,4,4,0,0,4,0,0,20,0,3,13,4,9,10,9,4,0,51,0,0,0,3,3,7,3,3,0,25,0,0,0,0,0,0,0,0,0,7,0,0,11,4,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,149,293,369,188,228,273,183,95,44,1812,159,299,377,192,237,281,187,107,44,1885,7592,4617,4901,4844,5588,6263,4700,2412,1014,41923
LGA26890,636,324,335,334,540,564,443,279,126,3577,4,0,0,4,3,0,4,0,0,8,0,0,0,0,0,3,0,0,0,4,18,15,12,12,14,16,13,5,0,105,0,0,0,0,0,0,0,0,0,0,6,11,7,0,10,0,0,0,0,40,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,21,8,22,26,13,11,0,157,25,29,20,12,27,26,14,13,0,167,660,350,354,346,568,593,457,289,126,3742
LGA26980,26747,22730,21964,20970,20635,16584,12777,9049,4657,156117,10,25,16,15,12,9,4,11,9,108,10,25,33,16,37,38,18,3,3,181,351,629,647,409,326,340,322,296,246,3568,6,17,18,15,29,36,13,3,4,128,3,6,4,8,14,16,20,5,0,81,4,7,4,7,0,8,12,0,0,39,0,19,14,7,6,8,6,0,0,52,3,10,0,4,6,0,0,0,0,19,0,3,5,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,6,373,708,722,458,416,452,396,311,251,4093,382,729,735,473,429,457,401,322,260,4197,27129,23459,22696,21446,21067,17042,13180,9368,4921,160311
LGA27070,41550,24357,32607,28708,23839,18878,12857,6903,2222,191923,28,32,27,13,19,21,20,13,0,168,13,19,17,25,20,20,14,5,3,125,544,653,862,551,430,390,338,268,137,4167,11,14,23,13,4,15,7,3,0,86,0,3,0,4,3,8,6,0,0,24,5,9,5,4,13,9,3,0,0,52,0,3,0,0,6,3,6,0,0,15,0,0,0,0,3,4,0,0,0,8,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,571,701,906,599,485,443,374,280,141,4492,593,734,938,612,503,460,393,291,138,4659,42145,25097,33545,29326,24335,19343,13247,7193,2363,196581
LGA27170,7893,4968,5036,4604,4770,4320,3024,1553,704,36870,4,7,5,8,5,4,4,5,3,45,47,124,80,44,45,30,25,16,14,423,156,261,223,132,135,111,89,45,41,1193,12,59,60,19,19,13,6,0,0,180,0,4,5,7,0,7,0,0,0,24,3,5,10,3,6,7,0,0,0,34,10,0,3,3,3,0,0,0,0,20,0,8,18,3,6,0,0,0,0,32,0,12,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,232,470,391,222,217,170,117,69,52,1938,237,475,394,227,218,173,117,72,52,1975,8127,5451,5428,4833,4992,4490,3149,1623,753,38845
LGA27260,52949,25261,39731,35754,24691,17210,9891,4108,1350,210946,44,35,20,28,14,14,14,9,0,180,28,15,45,35,27,34,23,5,0,207,649,623,858,515,396,328,231,174,75,3845,7,23,33,17,24,27,21,0,0,157,6,14,11,10,7,7,8,0,0,81,13,3,10,11,9,6,0,3,0,57,5,6,11,4,7,13,13,0,0,46,5,3,3,4,0,4,0,0,0,19,0,3,3,9,8,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,708,689,984,600,481,420,298,186,84,4440,747,720,1005,628,496,431,310,189,82,4624,53700,25980,40734,36390,25186,17640,10201,4304,1437,215573
LGA27350,9363,9230,25064,13331,9308,7284,4957,2574,1002,82124,9,3,23,3,7,5,8,3,0,56,11,33,46,61,73,57,47,12,3,337,204,487,962,499,399,406,403,255,100,3718,6,14,25,18,39,26,25,9,0,152,0,17,31,5,11,17,12,6,3,100,3,6,23,14,12,17,21,6,0,110,0,0,6,7,8,14,13,3,0,49,20,0,0,0,0,3,3,0,0,27,4,16,10,3,18,11,3,0,0,67,0,0,0,0,0,0,0,0,0,0,249,572,1110,610,561,544,526,288,107,4559,251,572,1128,612,566,551,535,289,106,4619,9623,9804,26195,13944,9879,7831,5489,2866,1112,86740
LGA27450,27717,17824,16988,18998,20937,18562,13160,5836,2350,142366,19,18,18,17,16,11,16,14,14,148,10,13,26,15,20,29,17,11,3,145,483,690,607,370,327,313,263,135,63,3250,7,5,27,18,28,29,24,4,0,142,0,10,0,5,4,13,15,4,0,53,7,9,9,7,15,14,3,4,0,67,6,6,3,7,8,6,11,0,0,41,0,0,4,0,0,4,0,0,0,10,0,0,3,3,3,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,507,731,673,427,411,414,331,153,68,3723,525,746,695,446,422,431,348,172,82,3871,28241,18574,17680,19443,21361,18994,13511,6004,2428,146233
LGA27630,1032,586,530,538,884,1009,802,519,312,6214,6,0,0,0,0,0,3,0,0,17,0,0,3,0,0,0,4,0,0,11,21,35,25,14,24,43,28,12,14,198,0,0,3,0,0,0,4,0,0,11,0,0,4,0,0,3,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,34,37,12,21,49,39,11,14,235,28,34,37,12,24,49,48,11,16,250,1060,619,562,552,907,1059,846,535,324,6461
LGA29399,132,141,209,130,85,72,47,21,0,833,0,0,0,3,0,4,0,0,0,13,163,119,118,133,136,110,52,6,0,835,1026,749,626,741,665,499,335,61,6,4701,176,146,136,124,106,62,41,6,0,788,93,175,140,104,82,69,45,9,0,726,33,74,51,36,38,42,8,0,0,277,7,14,24,8,20,20,8,0,0,95,19,10,3,6,0,0,0,0,0,43,8,7,17,6,6,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,1525,1293,1117,1160,1048,804,481,80,10,7527,1525,1289,1113,1163,1048,808,481,80,10,7532,1660,1430,1324,1297,1134,879,529,100,12,8370
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,4,3,6,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,4,0,0,18,0,9,53,74,74,49,5,3,0,274,0,0,0,3,3,3,0,0,0,18,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,62,85,87,58,14,3,0,328,0,16,62,85,87,58,14,3,0,328,0,16,66,94,91,63,14,3,3,349
