LGA_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
LGA25250,0,0,3,32,25,32,45,67,21,16,15,27,26,14,7,342,0,0,9,6,50,374,506,535,120,120,200,209,241,170,113,2668,0,6,113,167,20,38,24,0,0,3,0,0,0,0,16,379,0,79,158,97,39,68,40,32,11,8,12,14,11,10,25,605,0,0,3,12,41,96,71,41,5,9,5,6,10,0,7,310,0,146,77,32,27,34,89,87,24,17,21,18,29,16,22,641,3,185,1455,1129,149,81,29,14,18,38,42,23,30,9,206,3391,0,0,4,7,53,75,59,32,8,10,21,14,13,8,11,301,0,6,9,110,49,142,445,1363,184,243,300,457,377,279,126,4090,0,5,3,9,18,39,114,115,12,24,33,43,107,132,5,664,0,0,3,4,12,43,45,92,41,101,192,30,38,11,6,638,0,0,0,5,50,149,213,127,36,30,47,12,15,34,18,728,0,13,17,36,35,57,77,110
LGA25340,4,3,22,52,34,38,66,36,10,10,5,7,9,4,0,298,8,10,11,9,12,36,54,61,17,12,30,50,64,22,34,417,3,12,62,129,9,14,6,0,0,0,3,0,0,0,8,252,0,36,70,31,3,13,0,4,0,0,9,0,0,0,3,168,0,3,3,10,8,20,14,6,0,0,4,0,0,0,4,73,3,254,226,119,82,38,82,35,11,15,3,17,0,4,30,919,3,71,272,160,15,9,5,4,0,0,6,0,0,0,26,569,0,0,3,9,16,11,9,5,0,5,3,4,5,0,9,81,8,15,19,75,25,24,34,84,11,16,23,14,3,11,8,372,3,9,12,6,11,8,21,11,0,3,6,3,3,3,3,111,0,0,0,4,9,3,4,4,3,0,0,0,0,0,0,32,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,20,0,23,55,122,60,88,95,76
LGA25430,0,0,0,6,3,3,10,3,0,0,0,0,0,0,4,29,0,0,0,0,0,3,0,4,0,0,0,3,4,0,17,33,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,26,13,9,13,5,8,0,0,0,3,0,0,0,4,85,0,4,3,3,3,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,7,0,0,0,3,4,0,12,27,0,3,0,6,3,0,0,15,0,0,8,0,0,4,18,58,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,3,4,3,3,4
LGA25490,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,7,3,0,0,0,0,0,4,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,0,0,4,10,0,0,0,0,3,0,0,40,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,3
LGA25620,0,0,3,4,0,3,4,3,0,0,0,0,0,3,0,18,0,0,3,0,0,0,3,5,5,0,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,28,18,8,4,3,0,0,0,0,0,0,0,0,7,78,0,3,10,10,3,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,3,0,5,0,3,4,7,0,5,0,0,0,0,3,36,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,3,3,4,3
LGA25710,0,0,3,15,12,17,23,12,4,3,3,0,12,3,6,119,3,3,6,3,3,31,97,101,24,20,15,41,34,12,20,415,0,3,21,73,4,6,8,0,0,0,0,0,0,0,0,115,0,9,18,12,4,12,7,6,0,0,0,0,0,0,0,68,0,0,0,3,4,16,4,4,0,0,0,0,0,0,0,36,0,112,59,40,28,16,54,22,12,3,0,4,3,0,4,347,0,15,81,57,7,3,3,0,0,0,0,0,9,0,6,190,0,0,3,6,18,19,9,9,0,0,3,3,3,0,7,70,0,5,5,40,24,39,56,47,11,0,0,9,9,0,3,249,0,3,7,3,3,0,17,9,0,0,0,0,0,0,9,55,0,0,0,4,9,27,10,23,5,18,0,0,0,0,0,98,0,0,0,0,3,0,7,8,0,0,0,0,0,0,0,20,0,9,8,47,10,51,35,36
LGA25810,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,15,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,12,8,3,3,3,0,0,0,0,0,0,0,0,0,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,18,3,0,6,3,7,3,0,39,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
LGA25900,0,0,9,27,36,41,67,66,33,25,30,42,39,44,12,465,0,3,15,5,16,191,298,448,98,83,133,157,172,99,105,1826,0,0,25,53,4,21,20,3,3,4,0,3,0,0,0,131,0,19,43,38,6,13,9,3,3,3,3,0,3,3,7,157,0,0,3,8,17,15,20,15,0,3,3,3,0,3,3,94,5,84,63,34,47,47,91,102,22,27,30,38,51,26,18,699,7,85,511,402,30,16,12,5,10,10,6,5,5,11,46,1167,0,0,9,29,34,79,59,49,14,13,12,14,17,0,9,339,0,6,7,79,40,85,229,554,76,98,156,198,255,165,60,2019,0,8,3,11,19,28,120,76,18,27,15,33,36,25,16,424,0,0,0,5,17,16,24,51,27,27,30,15,32,17,4,263,0,0,0,9,6,14,9,7,0,3,0,0,0,0,0,44,0,7,18,41,24,60,95,289
LGA25990,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,5,5,4,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
LGA26080,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
LGA26170,0,0,3,5,3,0,6,0,0,0,0,0,0,0,0,22,0,3,5,0,0,8,6,8,3,7,3,3,0,0,3,47,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,45,42,19,12,3,9,8,0,0,0,0,0,0,6,144,0,7,6,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,3,4,4,0,10,33,12,0,9,12,3,3,7,103,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,23,3,10,5,8
LGA26260,0,0,0,0,3,3,3,4,0,0,0,0,3,0,0,15,0,0,0,0,0,3,4,0,0,0,3,6,9,6,4,32,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4,0,4,4,3,0,0,0,0,0,0,0,36,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,8,11,0,10,10,6,3,0,0,60,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26350,0,0,4,23,30,35,37,49,17,15,36,39,38,21,9,355,3,25,24,30,53,450,528,737,175,273,305,673,712,321,194,4503,3,9,13,39,0,25,16,0,0,0,0,0,0,0,3,110,0,31,48,43,12,14,11,4,3,0,3,3,5,0,9,183,0,0,3,6,12,27,10,13,0,6,6,3,4,8,0,103,23,119,71,40,25,26,47,43,12,9,22,18,37,13,14,523,0,89,882,462,43,28,10,12,6,14,16,9,10,3,46,1627,5,7,16,41,70,133,91,60,9,32,24,37,37,11,15,594,8,14,11,118,42,112,259,661,92,160,170,281,343,279,54,2599,0,5,4,21,21,49,150,67,33,44,22,43,49,47,14,572,0,3,0,3,17,38,32,58,22,43,29,11,33,11,8,295,0,0,0,0,0,3,8,0,0,5,7,0,3,0,0,38,0,13,23,38,28,47,32,121
LGA26430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,17,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,5,4,5,0,0,0,0,0,0,0,0,5,50,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,0,3,17,3,0,4,0,0,3,0,41,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4
LGA26490,0,0,0,6,7,12,14,13,8,0,3,0,3,4,3,85,0,0,4,0,0,5,4,5,0,0,0,0,4,0,0,26,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,47,30,6,9,9,13,17,0,4,0,0,3,0,4,152,0,9,19,3,3,0,3,0,0,0,0,0,0,0,3,44,0,0,0,0,6,0,3,3,0,0,0,0,4,0,0,15,0,0,0,12,4,3,3,21,0,3,3,3,3,3,0,67,0,0,3,0,0,0,3,4,0,0,0,0,0,0,3,20,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,8,10,11,12
LGA26610,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,3,10,19,3,3,10,3,0,6,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,7,8,6,10,0,3,3,0,3,0,3,44,0,5,12,0,4,0,0,3,0,0,0,0,0,0,0,27,0,11,8,13,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,3,7,0,3,0,4,0,3,4,18,0,0,0,0,0,3,12,121,11,20,18,19,26,10,8,242,0,0,0,0,0,0,3,15,3,3,6,9,4,0,0,46,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,4,0
LGA26670,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,3,3,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,0,0,0,4,3,5,4,0,0,0,3,0,0,0,0,22,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,28,0,5,9,3,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,50,23,11,3,0,6,3,0,0,0,0,0,0,4,106,0,0,10,3,3,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,19,32,3,3,4,3,4,0,8,78,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,3
LGA26730,0,0,3,5,3,5,6,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,16,42,3,6,7,3,23,28,11,141,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,4,8,0,3,0,0,0,0,0,0,22,0,0,0,0,0,3,13,3,0,0,0,0,0,0,0,17,0,21,6,0,3,0,3,4,0,0,0,0,0,0,0,39,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,4,3,0,0,0,9,4,0,9,33,0,0,0,3,3,3,4,41,4,5,0,5,7,8,0,80,0,0,0,0,0,0,4,7,0,0,3,0,3,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,5,3,4,11,11
LGA26810,0,0,3,16,3,7,9,5,0,0,0,6,0,0,4,45,0,0,3,0,0,0,11,5,3,0,6,0,4,0,25,66,0,3,8,34,3,4,0,0,0,0,0,0,0,0,0,54,0,4,3,3,0,0,0,4,3,0,0,0,0,0,0,17,0,0,3,3,0,3,0,8,3,0,0,0,0,0,3,27,0,84,33,14,9,6,10,6,0,0,0,0,4,0,15,187,0,6,7,4,0,0,0,0,0,0,0,0,0,0,5,27,0,0,0,0,0,7,0,0,0,0,0,3,0,0,14,27,0,3,3,8,3,0,10,97,10,8,7,3,11,8,12,182,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,7,7,3,6,3,6
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,7,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,0,3,11,33,39,46,44,21,3,10,10,12,5,3,3,247,3,8,62,63,212,1789,3684,4483,914,1125,1255,1589,1751,800,883,18624,3,17,55,101,4,27,8,0,0,0,0,0,0,0,5,222,0,38,78,50,12,28,16,17,3,9,8,10,0,4,10,290,3,0,9,19,49,95,59,21,3,0,3,0,4,0,11,275,6,206,148,77,59,39,48,37,6,8,8,7,7,0,15,670,5,145,836,475,60,34,7,3,3,3,9,5,0,3,41,1635,0,3,28,81,310,746,478,261,64,64,76,86,106,45,65,2409,6,27,16,172,132,389,797,1291,179,203,304,408,503,408,120,4935,0,8,17,19,46,121,354,162,30,27,26,37,60,53,18,980,0,0,4,9,33,89,93,183,99,112,160,71,57,45,27,983,0,0,0,0,0,6,15,18,0,0,16,15,0,0,7,81,3,24,41,59,22,62,44,35
LGA27070,0,3,0,14,18,17,24,18,6,4,0,9,10,3,0,129,0,3,8,9,44,280,841,1191,165,219,214,244,257,114,159,3745,0,3,69,342,29,79,64,12,0,3,0,0,3,0,15,616,3,39,106,150,39,210,165,117,34,30,30,18,22,5,20,988,0,0,3,13,57,202,151,121,27,17,17,16,19,0,15,655,4,105,55,50,39,22,52,48,8,8,3,4,3,7,11,407,11,274,1394,1291,183,108,68,25,41,75,60,35,19,5,170,3756,0,0,9,8,30,106,71,37,4,8,9,5,21,3,4,325,0,4,7,91,116,419,1705,4865,479,491,640,760,675,496,352,11115,0,0,3,5,32,63,128,72,23,14,21,4,7,7,13,406,0,3,0,3,14,75,147,300,189,240,540,38,61,15,35,1660,0,0,0,3,17,308,852,471,119,73,179,68,109,71,43,2320,0,10,30,54,26,40,19,36
LGA27170,0,0,0,4,3,3,15,4,0,0,0,0,0,0,0,33,0,3,0,0,0,10,16,22,4,0,3,10,3,0,0,77,0,4,41,53,6,3,4,0,0,0,0,0,0,0,3,113,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,6,8,3,3,0,0,0,0,0,0,30,0,125,78,38,16,7,10,11,7,3,0,0,0,0,0,291,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,6,30,158,9,13,13,13,17,16,11,294,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,0,0,0,0,0,3,4,0,7,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,11,7,8,3,7
LGA27260,0,0,3,21,12,28,54,47,11,6,7,14,15,0,9,238,0,0,13,4,30,297,1413,1828,339,385,311,270,257,126,226,5521,0,10,75,178,27,43,94,10,4,3,3,0,3,0,9,465,0,5,40,42,15,63,109,73,27,8,12,3,6,6,10,421,0,0,0,9,53,215,254,202,57,35,57,35,31,18,13,974,0,180,101,57,45,33,52,63,7,8,7,3,12,3,14,591,4,83,142,175,38,21,9,9,11,17,3,6,3,3,12,547,0,0,0,12,28,141,179,92,26,23,6,19,28,12,18,595,0,7,9,136,105,392,4314,9762,1031,1116,1193,1393,1368,926,642,22392,0,3,0,4,36,115,651,315,49,45,42,24,42,17,34,1373,0,0,0,4,8,30,43,96,43,52,163,18,19,0,5,486,0,0,0,0,3,26,76,45,32,26,18,3,12,29,13,279,0,7,38,42,34,45,34,80
LGA27350,0,0,4,11,33,40,48,57,22,21,36,21,44,31,19,404,0,9,6,10,51,303,427,241,42,63,86,90,110,82,55,1570,0,4,25,64,3,23,20,0,0,0,0,3,0,0,6,141,0,9,18,17,5,19,10,10,0,0,8,0,3,0,3,109,0,0,3,6,7,26,0,8,0,0,0,0,0,0,9,67,0,56,37,29,25,39,44,43,17,15,13,32,22,15,13,411,0,79,539,383,27,11,11,8,11,6,7,3,7,0,42,1133,0,0,3,14,51,74,46,31,3,13,8,18,13,10,7,302,0,5,8,39,25,47,87,136,18,38,49,62,59,57,17,643,0,3,0,7,9,36,66,35,4,13,14,13,21,14,5,243,0,0,0,0,10,22,22,23,13,16,10,5,8,3,3,149,0,0,0,0,0,3,12,8,0,0,0,0,0,0,0,23,0,8,11,19,30,43,48,112
LGA27450,0,0,11,46,31,34,48,19,3,5,3,7,14,0,5,228,3,3,7,5,17,46,115,228,23,46,37,58,39,28,35,681,0,7,27,60,3,11,4,0,0,0,0,0,0,0,0,112,0,8,23,12,0,3,4,0,0,3,0,0,0,0,0,61,0,0,8,4,6,27,8,3,0,0,0,0,0,0,0,64,4,274,321,162,102,76,65,47,5,4,5,4,0,0,28,1109,0,16,43,52,3,0,5,6,0,0,0,0,0,0,7,128,0,5,3,14,22,25,21,15,0,6,3,4,5,0,4,125,3,17,21,102,40,52,133,235,24,37,24,26,16,19,23,761,6,13,11,11,16,21,26,13,9,6,9,4,0,0,4,144,0,0,0,3,4,18,8,28,13,19,12,0,5,0,0,117,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,16,0,6,27,97,36,64,25,28
LGA27630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,6,0,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
