LGA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
LGA24970,0,0,0,14,27,27,23,27,12,122,34,243,494,1295,532,411,296,106,42,3438,4,14,45,172,34,37,13,0,4,321,10,9,45,85,20,6,10,0,0,182,0,0,0,13,10,10,12,8,3,50,0,0,7,33,41,32,40,34,10,201,17,47,58,66,51,22,15,7,3,287,7,31,135,374,317,267,99,27,17,1268,0,0,4,5,9,10,4,15,4,48,0,0,15,30,10,3,3,0,0,66,45,166,318,821,360,337,345,267,104,2768,218,344,679,1293,529,433,377,348,168,4398,4831,10061,15664,25339,11126,8714,6959,5046,1977,89722,0,0,12,54,30,13,3,3,0,119,3748,6949,6905,8381,4939,3683,3283,2601,1563,42049,5,21,34,145,34,19,6,0,0,261,0,0,0,24,14,14,9,3,0,65,0,3,27,83,72,38,26,10,0,255,0,10,21,43,15,15,4,3,3,117,0,9,0,41,29,19,23,6,0,126
LGA25060,0,0,0,5,13,21,22,6,4,75,0,18,17,120,45,39,30,9,7,276,4,0,3,42,3,4,0,0,0,56,0,9,15,38,3,0,4,0,0,65,0,0,0,14,29,29,29,17,0,120,0,3,3,55,50,23,9,0,4,145,7,21,19,71,32,22,9,3,0,181,5,37,56,276,221,238,80,40,23,978,0,0,0,7,4,3,6,5,0,29,0,0,3,12,0,0,4,0,0,20,37,98,206,808,298,217,184,117,71,2027,188,305,345,1223,477,384,364,283,112,3688,3367,6664,7234,17049,7772,6053,4363,2753,1140,56394,0,0,4,5,0,3,0,0,0,16,2897,5522,5586,11303,5578,4074,2221,1316,843,39354,0,0,3,30,3,3,0,0,0,42,0,0,4,22,12,15,18,15,0,86,0,0,0,4,7,11,10,0,0,36,9,15,12,68,21,9,3,0,0,139,0,0,11,51,29,25,38,11,3,153
LGA25150,0,0,0,0,3,5,3,3,3,24,3,0,0,10,0,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,7,3,0,0,24,0,0,3,13,3,0,0,0,0,21,0,0,0,3,3,0,3,4,0,19,0,0,5,3,0,0,0,0,0,6,3,5,6,45,40,36,37,14,6,199,35,118,106,250,186,179,156,68,29,1121,1059,2255,1973,3719,2322,2041,1611,590,178,15744,0,0,0,0,0,0,0,0,0,0,909,2007,1660,3302,1853,1519,1051,425,208,12923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,3,0,0,0,17,0,0,0,6,9,0,0,0,0,19
LGA25250,0,0,0,14,19,17,7,13,9,75,11,34,39,232,91,65,27,10,4,504,0,0,10,66,3,5,0,0,0,86,4,17,36,65,10,0,0,0,0,138,0,0,0,29,8,17,12,3,4,74,6,8,19,280,294,146,77,32,6,874,9,27,28,195,49,12,16,3,3,352,3,20,36,199,85,114,40,10,7,514,0,0,0,24,11,4,11,3,0,49,0,0,5,35,0,6,0,0,0,41,54,129,202,1202,327,206,230,140,68,2558,324,432,606,2114,663,472,370,337,159,5480,5287,8106,9955,30600,9481,6550,4362,3510,1661,79507,0,3,9,27,0,0,0,0,0,42,4394,6397,7261,17593,6065,3934,1678,1253,964,49537,0,28,22,166,24,7,3,0,0,255,0,0,0,41,10,16,7,6,0,84,0,0,8,12,4,5,0,0,0,25,4,3,13,142,18,11,3,3,0,191,3,3,4,55,12,8,3,0,3,101
LGA25340,0,0,0,3,9,10,14,10,4,57,0,0,0,13,14,22,21,11,3,88,0,0,0,3,0,0,0,0,0,3,0,9,15,8,3,0,0,0,0,40,0,0,0,3,3,11,3,4,0,23,0,0,0,7,4,3,8,3,0,26,3,18,26,57,54,34,50,10,8,267,0,3,3,15,0,0,0,0,0,20,4,10,12,22,32,21,33,19,11,170,0,0,6,19,3,9,0,0,0,29,8,35,38,143,134,149,213,133,46,903,183,417,436,947,714,735,761,577,224,5001,4146,9639,8641,14917,10160,9847,9726,5753,2036,74875,0,0,0,0,0,3,0,0,0,4,3607,8209,6636,13034,7995,7830,7208,3820,1936,60275,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,13,0,0,3,20,3,0,0,0,0,26,4,16,12,54,28,34,14,8,3,170,0,0,0,9,10,14,5,5,0,48
LGA25430,0,0,0,0,6,4,0,0,0,13,0,0,0,3,0,3,0,0,0,10,0,0,3,21,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,10,9,3,4,3,0,28,0,0,7,21,14,0,0,0,0,49,0,0,0,3,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,37,23,16,13,9,3,109,22,65,53,151,131,161,138,73,47,834,413,1029,907,1943,1357,1612,1277,631,226,9389,0,0,0,0,0,0,0,0,0,0,400,865,664,1398,1149,1214,1025,512,220,7437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,3
LGA25490,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,0,3,8,0,3,4,0,0,19,26,85,65,163,111,126,94,47,18,734,489,1212,871,1762,1139,1270,948,428,130,8255,0,0,0,0,0,0,0,0,0,0,436,1075,730,1411,1007,991,707,339,194,6893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA25620,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,12,5,9,23,12,5,68,21,45,53,127,78,157,135,52,19,678,299,813,615,1334,1000,1206,1129,428,133,6957,0,0,0,0,0,0,0,0,0,0,292,684,529,1120,779,875,646,294,132,5344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA25710,0,0,0,3,11,4,4,3,0,22,0,3,5,19,22,14,12,0,0,76,0,0,0,3,0,0,0,0,0,7,0,0,7,3,0,0,0,0,0,14,0,0,0,4,10,26,24,9,0,65,0,0,0,3,8,4,0,0,0,15,3,24,10,26,29,22,12,0,0,118,0,0,4,18,9,4,0,0,0,34,0,0,4,6,10,6,3,0,0,29,0,0,5,10,6,8,4,0,0,28,6,24,17,89,84,67,81,35,6,410,48,139,157,292,270,217,150,59,25,1368,1653,4478,4465,6587,4822,4360,2713,927,254,30266,0,0,0,0,0,0,0,0,0,0,1523,3918,3691,5588,4006,3362,1787,617,276,24771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,9,0,4,3,26,7,13,3,3,0,61,0,0,0,5,4,3,0,0,3,15
LGA25810,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,9,7,5,8,0,0,38,14,31,29,84,72,82,65,43,19,447,281,605,616,1105,776,917,819,394,143,5652,0,0,0,0,0,0,0,0,0,0,226,545,492,926,698,752,624,347,221,4827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA25900,0,0,0,14,6,13,5,5,3,44,0,0,4,94,14,5,11,6,0,132,3,0,10,56,6,4,0,0,0,83,6,3,14,57,10,0,0,0,0,93,0,0,0,21,6,9,0,5,0,40,0,0,0,46,25,11,9,0,0,90,27,52,63,205,82,53,38,0,0,523,0,7,26,72,19,11,6,3,0,137,0,0,3,56,10,6,3,0,0,87,0,0,3,32,11,3,0,0,0,47,25,76,139,1233,285,217,210,167,111,2455,211,263,428,2378,758,598,418,179,64,5288,2468,3529,4386,21565,6715,5097,3472,1505,565,49307,0,0,0,6,3,0,0,0,0,13,2019,2712,3148,11857,4245,3091,1870,690,325,29956,0,0,4,15,0,0,0,0,0,17,0,0,0,28,15,11,3,0,0,61,0,0,0,11,0,0,0,0,0,16,0,5,26,174,34,17,5,0,0,271,0,0,6,53,15,4,13,0,0,99
LGA25990,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,6,7,3,0,37,11,25,13,64,38,77,64,36,16,350,178,394,289,724,553,721,639,261,71,3831,0,0,0,0,0,0,0,0,0,0,154,371,272,498,385,460,376,153,76,2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,6,15,17,21,25,26,13,131,31,143,99,151,151,241,294,167,61,1325,0,0,3,0,0,0,0,0,0,3,42,106,91,143,151,204,242,170,78,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA26170,0,0,0,0,0,4,0,0,0,6,0,0,0,3,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,5,0,0,22,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,13,12,15,21,16,4,78,43,108,92,231,200,221,209,111,39,1256,840,1768,1454,2647,1966,2146,2001,934,309,14059,0,0,0,0,0,0,0,0,0,0,693,1598,1189,2374,1577,1779,1373,677,360,11627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,3,0,0,16,0,0,0,4,0,3,0,0,0,8
LGA26260,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,0,6,0,3,5,9,5,5,4,3,3,31,15,43,44,123,92,107,98,56,28,596,435,992,917,1516,1024,1182,999,493,201,7759,0,0,0,0,0,0,0,0,0,0,388,847,727,1336,967,1028,800,493,312,6890,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA26350,0,0,0,17,3,12,3,3,0,35,0,7,37,164,32,33,23,15,5,311,3,0,16,71,5,0,0,0,0,93,3,8,26,75,9,12,0,0,0,126,0,0,0,13,3,0,0,0,0,19,0,0,4,35,14,5,4,3,0,62,13,36,44,152,50,33,24,7,7,376,0,0,27,106,40,44,15,6,3,246,0,0,0,27,13,5,10,0,0,52,0,0,8,28,8,7,4,0,0,53,20,52,100,845,207,169,202,143,90,1828,127,199,424,1629,458,361,304,235,100,3833,2242,4221,6479,18940,5905,4618,3782,2240,940,49371,0,0,3,6,0,4,0,0,0,14,1824,3554,4810,10668,4071,3311,2501,1411,803,32951,0,0,3,6,0,4,0,0,0,18,0,0,0,21,11,3,3,3,0,39,0,0,0,14,5,9,3,3,0,28,4,5,21,119,19,15,5,0,0,193,0,0,3,31,9,6,5,3,0,60
LGA26430,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,8,3,3,33,20,25,34,80,64,105,97,57,27,494,236,538,442,860,648,907,851,448,149,5074,0,0,0,0,0,0,0,0,0,0,200,476,346,765,558,760,598,325,173,4198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26490,0,0,0,0,0,0,3,3,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,13,0,0,0,0,3,0,0,0,0,5,3,7,7,19,10,13,7,3,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,3,0,16,0,0,0,9,0,3,0,0,0,8,4,14,3,39,13,20,31,15,4,139,43,89,74,228,146,161,129,63,24,957,990,2166,1540,3355,2051,2033,1600,651,209,14582,0,0,0,0,0,0,0,0,0,0,818,1834,1176,2990,1728,1670,1174,534,255,12185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,22,7,4,0,0,3,46,0,0,0,0,4,0,0,0,0,9
LGA26610,0,0,0,0,0,0,3,0,0,3,0,0,0,16,0,0,0,0,0,20,0,0,3,20,0,0,0,0,0,29,0,4,3,8,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,10,0,3,3,28,13,22,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,7,13,43,13,29,15,7,0,123,78,149,148,328,223,220,157,99,40,1452,718,1359,1265,2414,1369,1413,1021,591,212,10368,0,4,9,13,3,3,0,0,0,35,535,1087,953,1644,949,980,747,502,269,7661,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA26670,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,3,10,0,18,19,27,20,47,34,53,48,35,10,296,152,360,305,499,429,540,494,224,68,3077,0,0,0,0,0,0,0,0,0,0,114,294,212,432,359,404,322,155,97,2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA26700,0,0,0,0,0,0,3,0,0,6,0,6,0,3,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,5,6,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,8,0,0,0,5,0,0,0,0,0,3,0,3,3,19,8,14,22,15,10,94,49,91,92,214,153,185,175,102,46,1113,786,1823,1495,2834,1871,1954,1646,890,361,13651,0,0,0,0,0,0,0,0,0,0,703,1632,1310,2662,1667,1731,1306,813,440,12272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0
LGA26730,0,0,0,0,0,0,0,0,0,0,5,8,0,21,7,0,3,0,0,42,0,0,20,85,0,0,0,0,0,99,0,3,0,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,3,8,5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,12,9,22,15,4,3,13,0,85,52,116,153,265,180,172,155,116,46,1254,1013,2124,2284,3854,2090,2001,1607,836,342,16157,0,0,0,0,0,0,0,0,0,0,878,1861,1912,3361,1999,1890,1435,890,474,14696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,9,4,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0
LGA26810,0,0,0,0,0,5,3,0,0,8,0,0,4,18,4,6,3,0,0,36,0,0,7,9,0,0,0,0,0,13,0,6,5,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,0,5,4,15,5,5,13,3,3,53,0,3,7,45,24,8,3,0,0,93,0,0,0,0,3,0,5,0,0,16,0,0,0,7,0,0,3,0,0,10,0,12,7,41,18,29,35,20,5,167,67,170,185,406,252,338,283,162,54,1916,1255,2673,2497,5042,2777,3209,2609,1233,394,21695,0,0,0,0,0,0,0,0,0,0,1104,2256,1914,3874,2352,2489,1746,945,474,17150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,5,0,0,5,8,3,3,3,0,0,25,0,0,0,0,0,3,0,0,0,5
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,5,5,4,0,19,7,3,7,27,18,29,24,17,8,135,112,226,196,349,284,325,265,150,54,1966,0,0,0,0,0,0,0,0,0,0,94,221,164,309,257,232,209,137,54,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,0,0,4,8,7,22,12,15,4,75,15,34,212,491,121,108,102,42,17,1148,13,20,47,243,23,22,25,4,3,383,6,11,40,85,16,7,8,0,0,175,0,0,0,0,5,14,11,6,0,34,0,0,0,14,11,7,6,3,0,46,10,40,38,69,52,22,28,4,0,266,3,14,108,322,223,236,107,41,5,1057,0,0,0,13,14,10,9,4,4,56,0,0,13,38,19,15,0,0,0,88,19,100,170,504,234,218,236,172,86,1731,153,257,427,867,429,370,332,300,172,3308,4485,9394,12082,21726,10118,8108,6146,4165,1830,78051,0,0,4,16,11,0,0,3,0,33,3900,7369,6838,9756,6204,4814,3962,2935,1870,47651,0,3,10,37,8,5,0,0,0,64,0,4,0,15,3,10,8,4,0,44,0,0,9,72,52,64,31,19,3,257,0,9,16,54,14,23,6,0,4,132,0,0,4,27,9,9,4,3,0,66
LGA27070,0,0,3,25,27,34,34,33,3,158,20,98,142,789,266,183,97,25,3,1631,0,0,3,45,6,3,0,4,0,65,4,14,26,57,6,4,0,0,0,118,0,29,89,447,511,677,638,264,59,2703,3,4,7,116,122,80,40,13,0,389,6,35,12,56,18,9,8,0,0,147,9,35,88,531,344,318,92,29,13,1453,0,0,0,8,11,15,3,0,0,37,0,9,22,81,33,7,3,0,0,159,57,252,342,1263,582,451,306,160,42,3460,409,605,645,1842,738,634,559,344,95,5873,8277,13478,12787,31128,11831,9178,6513,3391,955,97541,0,6,14,62,18,9,3,0,0,116,7162,10213,9050,17040,6657,4340,2399,1081,499,58440,3,4,3,100,19,3,0,0,0,133,0,0,6,66,45,44,18,17,0,193,0,3,8,70,29,31,6,4,0,157,3,3,4,31,17,3,3,0,0,59,0,3,0,22,17,17,19,3,3,81
LGA27170,0,0,0,0,3,5,8,3,3,20,0,3,5,17,4,0,4,0,0,36,0,0,0,5,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,12,4,4,5,0,0,39,0,0,0,3,3,0,0,0,0,10,0,0,0,0,3,4,3,0,3,12,0,0,3,0,0,0,0,0,0,11,9,30,37,69,48,33,38,34,10,307,75,113,194,374,163,186,113,75,29,1329,1423,2688,2917,4949,2455,2232,1603,763,271,19296,0,0,0,0,0,0,0,0,0,0,1309,2376,2153,4370,2137,2006,1296,660,332,16645,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,0,3,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3
