LGA_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
LGA25900,12,41,0,0,4,0,0,0,0,64,91,490,3,12,17,3,0,0,10,631,884,1731,95,89,221,112,25,35,54,3247,41,60,3,6,16,3,0,3,0,127,159,439,28,21,51,22,10,15,4,750,33,75,3,5,12,10,0,5,0,148,2228,5236,462,486,742,549,86,212,160,10162,8,3,7,8,0,0,0,0,0,28,334,394,194,110,98,89,30,45,20,1319,405,385,277,196,148,115,41,69,17,1655,535,300,1603,254,210,233,147,263,45,3590,32,19,14,20,10,17,13,19,5,150,76,74,43,38,24,58,14,28,5,363,50,116,25,20,9,14,7,10,13,268,70,101,56,30,20,37,15,21,59,408,4965,9461,2817,1303,1589,1263,393,728,391,22914,14,51,0,0,5,3,0,0,0,80,66,492,0,8,24,3,0,0,7,600,800,2024,41,126,346,116,5,34,37,3537,41,117,0,12,20,8,0,4,3,203
LGA25990,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,33,44,5,5,3,0,0,0,4,96,0,0,0,0,0,0,0,0,0,0,19,11,0,7,5,0,4,3,3,47,21,5,3,7,3,0,6,7,0,54,118,13,160,21,11,11,63,60,4,471,4,0,4,3,0,0,3,3,0,20,9,0,3,3,0,0,4,0,0,26,4,0,0,0,0,3,0,3,0,14,16,3,9,3,0,0,6,12,3,59,236,86,191,55,24,23,92,85,21,813,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,13,0,3,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
LGA26080,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,20,7,22,0,0,0,0,4,0,0,37,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,25,69,7,8,6,3,3,3,3,126,0,0,0,0,0,0,0,0,0,0,6,14,6,3,0,0,0,3,0,32,6,9,7,3,4,0,0,0,0,26,20,4,56,3,7,0,6,10,4,108,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,11,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,3,0,0,10,76,150,67,18,20,14,10,23,13,392,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,7,21,0,0,5,0,0,0,0,38,0,0,0,0,0,0,0,0,0,3
LGA26170,0,7,0,0,0,0,0,0,0,7,6,13,0,0,0,0,0,3,0,24,29,38,3,0,0,0,0,0,0,73,0,3,0,0,0,0,0,0,0,9,10,39,3,4,3,0,3,6,0,66,5,3,3,0,0,0,0,3,0,15,142,246,30,32,19,20,7,18,3,521,0,0,0,0,0,0,0,0,0,0,72,39,18,22,8,13,18,18,5,208,73,41,41,33,14,7,13,18,0,242,516,46,1033,58,53,66,328,308,28,2433,10,3,11,5,3,5,8,8,3,67,25,3,6,7,10,12,20,15,0,106,8,3,6,3,3,3,4,3,0,31,48,10,29,9,10,13,36,41,15,206,948,497,1186,179,125,132,433,441,58,4006,0,6,0,0,0,0,0,0,0,11,3,21,0,0,0,0,0,0,0,26,23,86,0,3,8,0,0,3,0,128,0,7,0,0,0,0,0,0,0,11
LGA26260,0,0,0,0,0,0,0,0,0,0,4,16,0,0,3,0,0,0,0,26,24,41,7,0,0,3,0,0,0,68,0,3,0,0,0,0,0,0,0,3,8,29,0,4,0,0,0,0,0,46,7,3,0,0,0,0,0,0,0,12,104,160,17,16,15,10,7,16,4,349,0,0,0,0,0,0,0,0,0,0,81,26,9,10,3,6,10,3,4,160,60,21,17,20,11,14,8,19,4,164,346,31,537,48,36,65,108,150,14,1333,11,0,3,0,5,9,5,8,0,47,18,7,3,5,4,8,11,8,0,64,3,0,4,4,3,0,3,0,0,17,35,3,22,3,5,0,14,13,12,104,700,337,620,109,83,119,176,211,39,2397,0,4,0,0,0,0,0,0,0,4,4,18,0,0,0,0,0,0,0,23,17,49,0,0,4,0,0,0,0,67,0,0,0,0,0,0,0,0,0,5
LGA26350,16,49,0,3,8,0,0,0,0,76,100,685,6,7,8,0,0,0,7,814,891,1914,73,72,257,146,25,45,58,3477,22,93,0,0,17,11,0,0,0,151,180,483,14,16,47,23,3,11,10,785,27,48,3,6,16,7,0,7,0,101,2595,5869,411,399,792,704,95,232,182,11282,3,7,4,9,3,3,0,0,0,25,313,383,140,76,91,135,22,25,14,1199,276,320,218,152,123,148,20,54,16,1333,458,212,1117,214,135,237,81,168,25,2654,23,10,6,13,10,21,3,5,0,95,55,47,28,43,20,44,15,24,5,284,63,104,23,9,20,11,3,7,3,243,66,102,41,31,27,39,15,24,47,391,5083,10328,2087,1051,1564,1542,282,609,374,22914,12,56,0,3,4,0,0,0,0,87,52,489,3,0,16,3,0,0,12,577,609,1941,45,110,383,138,3,33,47,3307,31,104,0,6,15,8,0,0,3,171
LGA26430,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,14,16,16,0,3,3,0,0,0,0,38,0,3,0,0,0,0,0,0,0,3,3,16,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,68,76,15,16,10,4,9,15,3,215,0,0,0,0,0,0,0,0,0,0,52,18,13,9,3,7,0,6,0,109,31,14,17,12,3,0,0,11,0,101,158,19,290,32,18,21,79,107,15,744,3,0,3,0,0,0,3,3,0,14,11,3,3,3,0,3,0,4,0,29,4,3,3,0,0,0,0,4,0,14,19,5,9,3,0,4,8,16,13,82,375,176,366,80,36,41,104,173,31,1385,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,14,22,0,3,5,0,0,3,0,39,0,4,0,0,0,0,0,0,0,4
LGA26490,3,3,0,0,0,0,0,0,0,6,12,63,0,0,0,0,0,0,0,74,108,141,9,6,7,3,0,0,3,285,4,5,0,0,0,0,0,0,0,11,32,83,12,11,6,3,0,3,0,155,7,8,0,3,0,0,0,0,0,19,370,729,92,91,77,50,16,51,21,1498,0,0,5,0,0,0,0,0,0,5,91,98,55,41,8,26,17,28,4,368,104,96,82,53,21,33,13,28,9,442,383,74,1114,91,51,88,146,184,22,2152,7,5,7,5,3,7,5,13,0,45,15,12,21,13,4,11,4,14,3,99,7,7,3,6,9,3,0,3,0,48,24,27,25,12,6,8,15,20,24,153,1162,1341,1431,323,189,243,220,343,95,5360,7,11,0,0,3,0,0,0,0,23,12,68,4,0,0,0,0,0,0,87,63,212,3,12,30,9,0,6,3,330,0,19,0,0,7,0,0,0,0,26
LGA26610,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,5,13,0,0,3,3,0,0,4,27,0,0,0,0,0,0,0,0,0,3,6,29,0,0,0,0,0,0,0,38,4,3,0,0,0,0,0,0,0,6,74,190,17,15,16,3,3,17,0,337,0,0,0,3,0,0,0,0,0,13,42,29,16,18,5,5,6,7,0,127,59,40,30,24,11,13,15,22,3,218,333,41,603,45,39,68,135,174,20,1462,8,0,5,0,0,8,6,7,0,42,12,8,6,5,3,10,9,14,3,73,3,3,3,0,0,0,3,3,0,19,41,6,17,3,3,11,28,39,19,165,586,356,704,131,89,119,208,294,52,2539,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,45,0,4,4,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
LGA26670,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,5,7,0,0,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,16,4,3,0,0,0,0,0,0,0,4,19,64,5,7,3,3,3,4,0,109,0,0,0,0,0,0,0,0,0,0,30,4,7,7,3,3,5,3,0,58,22,5,10,5,0,3,0,0,0,48,128,18,219,20,16,13,54,67,12,546,4,0,3,0,0,0,3,7,0,12,8,3,5,0,0,0,5,4,0,26,4,0,4,0,0,0,0,0,0,7,18,0,11,0,0,3,7,0,3,53,251,120,263,39,23,29,75,93,19,914,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,7,10,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
LGA26700,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,31,31,64,5,3,9,0,0,0,0,112,0,3,0,0,0,0,0,0,0,3,16,55,3,5,6,3,3,3,0,97,6,19,0,3,0,0,0,0,0,25,153,333,31,34,25,20,8,22,4,642,4,0,0,3,0,0,0,0,0,6,68,43,39,35,5,9,6,10,3,225,84,68,63,62,23,32,16,15,3,367,373,58,998,121,68,97,234,259,26,2232,8,0,11,4,5,8,11,18,0,72,28,6,13,10,9,5,20,29,3,114,11,8,6,0,3,3,0,10,0,45,24,6,27,7,3,7,29,28,17,150,819,689,1203,294,163,190,331,397,63,4135,0,5,0,0,3,0,0,0,0,10,0,20,0,0,0,0,0,0,0,19,21,122,0,10,9,0,0,0,0,169,0,3,0,0,0,0,0,0,0,3
LGA26730,0,7,0,0,0,0,0,0,0,6,4,39,0,0,0,0,0,0,0,49,36,82,5,4,6,0,0,5,0,145,0,3,0,0,0,0,0,0,0,5,15,73,7,4,3,0,0,0,3,111,7,19,3,3,0,0,0,0,0,40,152,587,38,46,51,40,10,37,7,967,0,0,0,3,0,0,0,0,0,0,55,70,41,34,9,16,5,16,3,244,65,75,71,55,26,21,18,29,5,371,321,70,1214,130,76,128,247,283,25,2496,3,0,10,13,6,9,8,13,0,69,11,3,13,17,3,14,14,16,0,105,5,11,8,3,0,4,4,11,0,41,14,17,33,13,3,10,24,44,18,181,703,1059,1451,322,194,247,345,464,61,4837,0,9,0,0,0,0,0,0,0,9,4,35,0,0,0,0,0,0,0,45,23,152,0,9,7,0,0,0,0,191,3,13,0,0,0,0,0,0,0,14
LGA26810,0,5,0,0,0,0,0,0,0,5,0,19,0,0,0,0,0,0,0,19,53,70,3,7,5,3,0,3,0,147,3,8,0,0,0,0,0,0,0,13,24,62,7,5,3,0,0,0,0,107,7,5,0,0,0,0,0,0,0,24,196,414,56,43,29,4,15,27,9,807,0,3,0,0,0,0,0,0,0,8,106,77,57,28,8,12,17,14,0,319,110,85,94,64,21,17,24,33,10,458,563,97,1718,174,91,114,402,382,70,3600,12,4,14,9,7,12,12,25,0,90,26,8,23,11,4,10,18,32,0,133,13,7,10,4,3,4,5,11,3,69,52,18,46,15,4,14,46,44,26,270,1164,882,2031,364,178,201,549,565,118,6052,0,12,0,0,0,0,0,0,0,14,0,20,0,0,0,0,0,0,0,25,31,130,4,8,10,0,0,0,0,188,0,17,0,3,0,0,0,0,0,21
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,21,16,3,3,0,0,0,4,0,56,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,3,3,0,47,18,0,4,0,0,3,0,3,0,38,115,5,65,5,0,9,27,46,4,276,4,0,3,0,0,0,5,4,0,16,10,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,13,3,3,0,0,0,4,5,0,29,221,43,80,19,3,9,41,66,6,487,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3
LGA26980,16,35,4,0,8,4,0,0,0,73,104,640,14,7,21,4,0,7,5,802,944,2110,204,102,362,215,63,125,55,4176,45,85,0,0,15,5,0,3,4,159,223,566,40,41,60,33,10,21,10,1006,59,79,8,12,15,0,0,3,0,188,2228,5420,770,485,976,644,228,370,124,11248,6,4,5,3,0,0,0,0,0,21,362,469,310,145,129,141,89,112,26,1786,434,474,461,240,203,216,109,186,28,2354,762,315,2644,322,272,325,332,475,97,5536,20,14,36,17,27,17,24,32,0,193,79,76,66,52,35,56,34,49,6,450,39,86,52,19,16,21,14,20,9,275,60,76,79,40,29,45,37,51,61,465,5384,10461,4694,1478,2162,1730,928,1447,424,28731,11,59,0,4,11,0,0,3,0,82,60,467,7,3,22,7,0,0,3,569,509,2102,83,178,578,167,6,55,50,3731,31,107,3,12,26,7,0,0,0,194
LGA27070,10,20,0,0,9,3,0,0,0,38,30,246,3,3,6,9,4,0,0,304,420,959,141,122,240,147,170,118,27,2347,7,47,0,3,19,10,4,3,3,100,78,208,22,31,39,12,19,11,3,422,22,41,4,6,8,4,3,3,3,93,1090,2666,585,439,687,437,500,401,99,6905,4,0,9,6,6,3,11,6,3,47,367,343,445,227,173,153,242,167,26,2134,484,347,625,318,267,217,334,244,39,2877,1113,352,6357,602,537,527,1369,1238,201,12297,36,20,44,43,33,36,74,68,3,367,90,58,123,79,63,70,153,115,10,762,51,56,77,31,21,25,75,47,16,399,92,84,221,67,58,79,203,177,107,1082,3877,5460,8661,1991,2159,1724,3152,2601,548,30171,3,38,0,7,7,0,0,0,0,49,19,133,5,9,8,3,0,0,3,171,163,911,60,222,280,127,16,99,25,1898,7,89,0,8,11,3,0,3,4,133
LGA27170,0,6,0,0,0,0,0,0,0,9,0,39,0,0,0,0,0,0,0,37,53,95,3,11,7,0,0,4,0,179,4,7,0,0,0,0,0,0,0,14,29,66,3,4,5,3,3,3,0,112,13,5,3,0,0,0,0,0,0,25,169,433,57,52,60,33,28,24,10,861,0,0,0,0,3,0,0,0,0,5,75,77,55,43,28,5,16,12,7,320,139,112,106,137,44,39,35,36,6,648,351,153,1585,179,141,157,407,362,61,3392,8,7,24,16,8,13,16,22,0,113,15,10,17,13,13,16,35,24,4,138,3,5,13,7,4,0,10,0,4,43,13,15,32,15,8,16,37,30,27,184,873,1018,1904,482,309,278,590,518,121,6089,0,10,0,3,0,0,0,0,0,9,4,25,0,0,4,0,0,0,0,32,33,169,0,10,9,4,0,3,0,242,3,4,0,0,0,0,0,0,0,10
LGA27260,8,23,4,3,0,0,3,3,0,48,35,324,10,7,10,3,3,7,3,412,982,2273,284,179,614,339,266,144,81,5154,34,76,11,13,13,13,10,8,3,181,120,318,27,41,42,30,35,13,8,635,33,79,4,11,14,3,5,0,0,147,1532,3665,836,535,977,627,756,501,147,9568,10,8,8,8,3,3,12,5,7,53,419,401,535,204,225,139,331,164,31,2449,580,455,704,359,398,223,566,276,57,3633,1119,462,5337,654,633,470,1763,1328,192,11958,37,19,58,38,37,30,86,95,3,409,106,55,100,88,77,66,228,107,15,849,90,95,73,34,54,39,82,52,16,533,104,65,195,51,55,55,246,122,120,1022,5224,8318,8190,2222,3157,2046,4389,2827,683,37053,3,31,0,3,5,0,0,0,0,39,19,176,6,6,9,0,0,0,3,228,355,1476,105,382,705,244,39,128,55,3488,20,105,0,17,26,9,0,4,0,168
LGA27350,12,21,0,4,3,4,0,0,0,46,80,712,4,8,18,0,3,0,11,835,676,1778,59,80,197,70,11,33,51,2952,16,60,0,0,8,0,0,0,3,93,163,530,12,23,52,23,3,8,5,822,40,73,4,6,17,7,0,0,0,145,1919,5427,422,486,735,481,104,178,125,9887,3,0,5,7,0,0,0,0,0,12,207,296,123,102,57,75,18,42,15,933,226,294,198,128,104,97,43,69,12,1168,340,198,1131,227,141,146,93,170,38,2509,14,12,7,25,10,13,12,13,0,106,43,50,40,40,14,27,21,15,6,254,33,67,20,12,11,8,3,14,5,170,41,61,36,27,15,22,16,21,35,275,3826,9584,2072,1173,1380,981,325,566,316,20203,5,50,0,4,12,4,0,0,0,77,83,675,7,6,21,4,0,0,7,805,631,2209,46,132,315,74,5,14,52,3484,28,91,0,3,14,0,0,0,0,136
LGA27450,5,9,0,0,3,0,0,3,0,21,51,193,3,6,11,0,0,3,0,270,267,489,21,20,53,22,10,13,12,913,23,24,0,4,3,0,0,0,0,53,109,318,26,30,31,11,11,14,3,557,34,45,5,20,7,5,0,3,0,131,1002,2219,307,243,261,179,93,185,50,4536,3,4,7,8,0,4,3,0,0,29,367,409,269,168,109,79,69,85,21,1567,529,369,419,281,152,119,100,145,21,2138,1838,508,7617,481,435,511,1101,1281,238,14021,47,25,52,18,19,37,37,53,3,289,99,58,103,43,46,61,67,68,9,566,36,54,47,22,19,7,20,18,9,232,112,61,184,47,29,38,104,93,90,755,4510,4796,9072,1399,1171,1079,1621,1970,458,26083,9,46,0,0,6,0,0,0,0,61,24,185,0,4,8,0,0,0,3,224,176,734,21,54,108,40,0,11,7,1157,10,62,0,6,8,0,0,0,0,90
LGA27630,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,24,41,0,4,10,3,3,0,0,91,0,0,0,0,0,0,0,0,0,0,35,9,3,4,3,4,0,4,0,67,15,5,5,7,0,0,0,4,0,33,169,13,153,13,7,14,48,51,12,473,7,0,0,3,0,0,4,0,0,20,8,0,0,0,0,3,0,0,0,17,0,0,4,0,0,0,0,0,0,5,21,3,6,3,0,4,8,3,0,51,289,82,173,36,16,28,64,73,14,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,5,0,0,3,3,0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,8,5,0,3,0,0,3,0,0,17,13,0,22,3,3,0,12,6,3,56,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,3,8,35,23,23,20,3,7,21,23,9,153,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA29499,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,12,11,29,4,5,3,0,0,3,3,66,0,0,0,0,0,0,0,0,0,3,3,12,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,26,75,11,23,7,10,10,22,5,178,0,0,0,0,0,0,0,0,0,0,5,14,3,4,7,3,4,0,0,37,7,9,14,8,0,0,3,8,0,62,24,17,139,17,12,9,27,48,5,288,0,0,5,0,0,3,3,0,0,13,0,0,0,5,0,0,5,3,0,18,0,7,4,0,0,0,0,0,0,12,6,3,10,3,0,0,7,11,12,48,88,178,189,67,30,30,63,97,21,761,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,8,3,18,3,4,7,0,0,3,0,40,0,0,0,0,0,0,0,0,0,3
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
