LGA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA25340,0,0,0,34,28,20,3,4,0,91,5,38,26,176,59,59,32,11,0,408,0,0,0,44,16,56,43,21,13,191,7,50,47,190,266,269,364,243,82,1502,4,16,4,27,16,26,12,5,0,107,4,32,58,188,122,110,123,30,8,684,0,0,0,4,16,25,28,20,8,97,0,0,3,18,29,45,43,19,4,171,0,0,0,13,0,3,0,0,0,22,4,28,33,87,30,13,6,0,0,199,0,0,0,11,11,19,4,3,0,48,0,0,3,19,5,7,15,8,4,60,11,42,46,120,108,79,87,19,16,526,0,5,12,42,14,13,4,0,0,75,0,16,13,44,61,51,64,28,22,310,0,0,9,32,12,12,4,3,0,70,19,62,78,366,291,313,396,248,115,1889,364,803,853,1989,1429,1543,1640,1230,569,10428,8007,18830,16353,31408,21250,21007,20899,12178,5059,154999
LGA25430,0,0,0,5,0,0,0,0,0,13,0,0,9,9,6,3,0,0,0,35,0,0,0,3,0,0,3,0,5,17,0,0,3,5,17,15,15,12,0,71,0,0,0,0,0,3,3,0,0,6,0,0,3,9,7,7,6,3,0,34,0,0,0,0,3,4,3,0,0,14,0,0,0,6,0,5,0,0,0,17,0,0,10,46,0,0,0,0,0,50,0,0,3,3,0,4,0,0,0,12,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,3,0,18,12,12,11,3,0,68,0,0,7,31,20,3,0,0,0,61,0,0,0,0,3,7,9,0,0,23,0,0,0,0,0,0,0,0,0,4,0,3,8,61,40,33,34,13,9,198,44,129,96,317,271,343,266,166,131,1762,837,1979,1655,3711,2815,3239,2638,1325,563,18761
LGA25490,0,0,0,0,0,0,0,0,0,0,0,15,3,37,7,0,0,0,0,71,0,0,0,0,0,3,0,0,0,7,0,0,0,4,3,5,4,3,6,27,0,3,0,0,0,0,0,0,0,3,3,3,0,19,9,4,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,3,0,5,3,0,0,0,0,8,0,0,0,23,0,0,0,0,0,22,0,3,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,7,0,0,24,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,3,0,0,0,11,0,0,0,4,4,0,0,0,0,10,0,0,9,26,3,5,10,3,5,52,56,160,131,316,225,246,190,100,45,1467,967,2392,1695,3513,2372,2483,1833,863,373,16495
LGA25620,0,0,0,0,3,0,0,0,0,7,0,4,0,9,8,3,0,0,0,29,0,0,0,0,0,3,3,0,3,4,0,0,0,8,5,22,22,11,6,74,0,0,0,0,0,3,0,0,0,4,0,0,4,7,13,6,9,0,0,45,0,0,0,0,7,3,0,0,0,8,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,0,0,0,3,4,3,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,13,10,6,3,3,0,33,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,4,21,17,30,31,18,6,122,42,106,103,264,181,279,245,100,38,1352,621,1563,1211,2724,1982,2376,2090,854,314,13732
LGA25710,0,0,0,14,12,0,0,0,0,23,0,4,9,49,14,15,10,0,0,108,0,0,0,30,6,18,7,4,5,77,0,14,17,40,70,79,58,27,15,324,0,12,15,16,13,14,9,3,0,81,0,31,42,122,83,47,15,7,0,348,0,0,0,3,14,12,12,6,0,48,0,7,5,44,37,33,24,3,4,148,0,0,0,3,3,0,0,0,0,12,3,3,9,25,5,6,0,0,0,57,0,0,0,15,24,39,34,6,3,127,0,5,0,12,9,9,0,0,0,35,9,30,22,61,53,42,22,3,0,249,0,3,9,35,15,11,5,0,0,72,0,4,6,8,19,10,12,0,3,65,0,0,7,9,11,18,5,0,0,54,8,57,34,203,172,143,150,72,26,866,105,299,298,605,513,437,298,148,79,2772,3266,8792,8560,13660,10069,8881,5391,1946,705,61273
LGA25810,0,0,0,0,0,0,0,0,0,0,0,11,4,28,9,7,0,0,0,61,0,0,0,0,0,0,4,0,0,9,0,0,0,0,3,4,15,8,3,33,0,0,0,4,0,0,0,0,0,11,0,0,3,10,0,0,3,0,0,17,0,0,0,3,0,0,3,0,0,7,0,0,0,7,0,0,0,0,0,16,0,0,4,21,3,0,0,0,0,30,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,16,0,0,4,9,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,7,0,4,7,22,13,16,13,0,0,83,28,56,71,180,159,163,140,115,51,955,522,1193,1172,2242,1635,1834,1595,848,400,11439
LGA25900,0,3,3,31,19,10,0,0,0,68,4,5,26,307,48,38,20,6,0,458,0,0,4,147,34,106,96,54,63,510,3,7,31,301,135,71,75,24,13,659,5,16,53,170,46,23,9,7,0,322,0,8,52,433,102,71,49,10,6,742,0,0,0,32,11,22,15,19,8,101,0,0,11,164,30,23,21,6,0,251,4,3,30,145,13,18,6,0,0,212,6,7,33,199,32,7,5,0,0,295,0,0,0,35,11,14,5,5,0,74,0,3,3,81,40,25,13,3,3,176,54,103,112,497,159,105,72,0,4,1106,0,9,46,186,44,37,11,7,3,341,0,0,5,80,22,14,5,0,0,130,0,0,6,52,16,7,0,0,0,82,47,139,312,2560,518,453,448,420,306,5210,425,503,921,4870,1432,1134,773,347,160,10567,4893,6894,9446,44360,13486,10205,6946,3197,1433,100863
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,6,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,13,0,0,0,4,0,6,0,0,0,17,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,12,9,20,14,3,0,66,22,52,33,139,81,152,121,62,43,699,342,797,585,1347,1045,1331,1159,451,178,7238
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,3,3,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,3,0,16,4,19,15,29,34,45,66,58,21,281,78,256,204,336,330,497,620,387,149,2853
LGA26170,0,0,0,0,4,0,0,0,0,9,0,4,8,22,27,11,7,0,0,76,0,0,0,0,0,9,4,0,0,13,0,0,0,16,15,32,49,30,14,147,0,0,0,0,0,0,0,0,0,0,0,0,5,13,10,10,14,3,0,56,0,0,0,0,0,4,3,3,0,9,0,0,0,8,6,4,10,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,20,7,12,12,0,0,62,0,0,0,16,3,0,0,0,0,21,0,0,0,0,3,6,4,3,0,11,0,0,0,0,3,3,4,0,0,7,0,3,3,42,26,36,45,27,11,194,99,225,174,462,383,476,432,244,91,2592,1589,3528,2761,5526,3956,4537,4037,1954,808,28703
LGA26260,0,0,4,3,3,0,0,0,0,8,0,3,6,21,8,7,4,0,0,46,0,0,0,3,0,0,0,0,0,6,0,0,0,0,5,14,15,17,7,55,0,0,0,4,0,0,0,0,0,4,0,3,6,18,9,9,3,0,0,51,0,0,0,0,0,0,4,0,0,5,0,0,0,3,0,0,3,0,0,10,0,0,0,3,0,0,0,0,0,3,3,0,0,4,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,6,6,3,0,30,0,0,0,8,0,0,0,0,0,11,0,0,0,0,4,0,3,0,5,12,0,0,0,0,0,0,3,0,0,11,0,4,7,12,7,9,7,5,0,65,36,77,90,241,175,213,211,129,70,1238,848,1897,1742,3118,2182,2419,2018,1131,582,15944
LGA26350,0,0,3,20,16,5,3,0,3,51,6,22,35,341,36,43,24,14,0,520,0,0,4,89,23,62,94,82,112,474,0,11,13,190,62,60,67,40,22,457,16,56,99,232,47,43,32,7,6,538,7,8,70,373,113,127,87,38,18,836,0,0,0,16,11,19,11,14,7,68,0,10,58,288,74,68,57,27,17,600,3,8,32,181,16,10,5,0,0,256,5,11,54,263,22,21,9,0,0,392,0,0,0,22,14,3,4,4,0,47,0,3,5,61,26,12,14,3,0,126,22,76,117,377,110,76,61,15,9,865,6,10,92,265,79,97,35,17,7,609,0,0,0,39,12,9,14,3,3,86,0,0,13,52,6,11,11,0,0,100,36,88,246,1798,380,366,436,385,215,3956,265,403,929,3272,886,775,625,523,274,7948,4356,8507,14242,38830,12125,9993,8179,5130,2472,103832
LGA26430,0,0,0,3,0,0,0,0,0,8,0,3,3,20,4,8,3,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,11,14,3,4,34,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,5,0,0,8,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,3,0,3,10,3,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,5,3,9,3,0,0,16,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,16,13,18,23,8,3,77,31,58,65,149,152,189,175,121,66,1007,452,1060,836,1805,1356,1847,1653,886,376,10274
LGA26490,0,3,0,3,3,4,0,0,0,13,0,10,4,25,11,9,3,0,0,54,0,0,0,3,4,3,3,3,3,23,0,0,3,22,27,43,33,23,8,152,0,0,3,4,3,0,0,0,0,11,3,11,3,59,21,21,11,0,0,130,0,0,0,0,0,4,3,5,0,11,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,10,0,0,0,0,3,7,5,3,0,18,0,0,0,0,0,0,0,0,0,8,3,25,8,50,22,19,15,3,0,153,0,4,0,7,0,0,0,0,0,11,0,0,0,10,6,4,0,3,0,29,0,0,0,9,0,3,0,0,0,12,8,23,15,99,39,34,54,22,11,302,78,188,130,439,297,289,254,138,67,1876,1860,4192,2850,7035,4220,4088,3191,1392,566,29397
LGA26610,0,0,0,0,0,0,0,0,0,3,3,10,18,48,25,12,6,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,10,5,4,26,0,0,0,0,0,0,0,0,0,3,0,4,13,20,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,6,3,3,3,22,0,0,0,0,0,36,0,0,9,50,3,0,0,0,0,61,0,5,6,22,7,4,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,5,3,7,7,0,0,23,3,6,9,66,39,44,8,3,0,174,0,0,0,0,0,0,0,0,0,3,0,0,3,11,8,3,0,0,0,26,0,8,26,78,46,43,17,12,3,232,137,264,291,620,435,458,312,209,84,2825,1326,2611,2469,4823,2704,2769,2044,1281,563,20584
LGA26670,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,5,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,13,0,0,0,0,6,3,3,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,7,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,0,4,0,3,4,6,9,6,3,40,26,48,43,98,78,83,89,57,29,548,279,680,541,1028,879,1040,906,433,197,5985
LGA26700,0,0,0,4,8,0,0,0,0,12,0,8,7,34,15,24,11,0,0,98,0,0,0,3,0,0,0,3,3,9,0,0,0,8,7,22,30,13,3,86,0,0,0,3,0,3,3,0,0,8,0,3,3,16,12,5,4,0,0,59,0,0,0,0,0,3,6,3,0,9,0,9,3,8,5,6,3,0,0,35,0,0,3,3,0,0,0,0,0,9,0,3,0,17,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,7,0,3,8,8,9,16,13,0,0,56,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,14,0,0,0,5,0,0,0,0,0,4,0,6,8,43,25,30,41,30,8,200,88,179,192,427,331,374,347,211,164,2315,1536,3572,2941,5944,3858,4094,3412,1960,1008,28310
LGA26730,0,0,0,3,4,0,0,0,0,10,0,13,14,46,23,16,5,0,0,116,0,0,0,3,0,0,0,0,3,7,0,4,3,19,14,28,26,16,8,116,0,0,4,3,3,0,0,0,0,12,0,8,11,20,14,5,3,0,0,64,0,0,0,0,3,0,0,0,0,4,5,9,0,42,10,6,4,3,0,84,0,0,35,130,0,0,0,0,0,165,0,9,5,24,9,3,0,0,0,47,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,5,12,19,7,9,9,0,0,57,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,0,4,0,0,18,0,0,0,7,3,0,0,0,0,14,3,21,15,77,34,13,13,19,3,190,102,208,301,544,368,357,335,284,159,2656,1950,4157,4465,7986,4484,4254,3394,1992,969,33655
LGA26810,0,0,0,4,3,3,0,0,0,14,10,25,11,89,28,28,17,7,0,209,0,0,0,7,3,11,10,7,11,51,0,9,7,15,19,34,46,20,3,163,0,4,4,7,7,5,0,0,0,33,0,12,13,30,20,8,5,4,0,96,0,0,0,0,0,7,3,3,0,17,0,0,7,30,4,9,4,0,0,58,0,0,9,36,0,0,0,0,0,48,3,10,5,12,13,4,0,0,0,48,0,0,0,0,3,0,0,0,0,3,0,0,3,3,3,0,0,0,0,12,3,17,7,21,19,15,21,5,3,107,0,3,8,59,35,17,3,0,0,128,0,0,3,0,14,3,13,3,0,31,0,0,0,8,3,6,3,0,0,20,0,9,15,66,51,54,73,29,15,315,143,327,337,827,528,667,549,307,121,3805,2443,5187,4655,9798,5734,6490,5096,2546,1033,42983
LGA26890,0,0,0,0,3,0,0,0,0,6,0,3,0,0,3,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,5,3,3,0,27,8,15,10,46,44,52,43,30,23,271,209,465,364,712,594,602,519,313,132,3903
LGA26980,0,3,4,35,31,10,0,3,0,92,14,56,107,483,162,109,65,15,3,1013,0,7,0,72,38,86,76,63,31,371,0,6,14,76,75,114,148,115,49,591,19,140,143,314,117,116,74,25,12,957,8,35,117,261,165,87,69,41,16,800,0,0,4,19,25,44,21,33,7,158,20,62,356,865,227,258,198,101,56,2150,16,36,98,549,60,73,42,4,4,889,13,25,68,290,74,28,14,7,0,515,0,0,0,7,8,29,18,17,3,77,0,3,7,32,25,9,16,10,3,99,29,86,88,142,106,49,49,13,0,559,9,33,231,721,482,526,228,97,26,2356,0,0,0,19,31,15,14,16,14,107,0,5,24,71,30,25,6,4,0,165,31,200,312,1046,490,472,499,398,195,3659,310,501,839,1753,848,770,719,692,535,6965,8822,18422,23465,44485,21261,17334,13608,9724,4959,162078
LGA27070,0,3,7,29,10,5,3,0,0,56,16,129,266,943,430,326,152,36,12,2308,0,6,3,69,25,76,39,19,9,242,0,12,16,58,69,93,78,58,12,400,8,54,67,147,61,44,11,3,0,405,6,59,76,194,83,47,25,13,0,492,0,0,4,35,61,79,70,57,14,323,38,198,262,1501,500,356,187,75,14,3138,3,3,8,100,16,11,0,4,0,145,9,21,50,238,36,24,3,0,0,391,0,42,154,959,1043,1360,1204,555,115,5433,5,8,24,214,242,153,81,40,0,780,13,57,41,113,32,29,9,0,0,292,18,61,242,1304,717,619,163,65,25,3199,0,3,0,21,17,20,3,7,0,75,3,28,66,188,59,12,0,0,0,359,108,565,690,2631,1165,931,625,312,96,7132,788,1164,1288,3736,1574,1387,1181,720,215,12045,16149,26028,25135,63125,24418,19446,13540,7300,2354,197491
LGA27170,0,0,0,9,4,7,0,0,0,24,4,33,37,95,27,23,11,0,0,221,0,0,0,3,3,4,7,3,9,34,0,0,6,16,20,25,32,21,8,125,0,0,4,4,3,0,0,0,0,17,0,7,20,37,13,8,3,0,0,87,0,0,0,0,3,10,14,3,5,42,0,7,6,35,10,0,4,4,0,67,0,0,0,16,0,0,0,0,0,15,5,4,4,15,4,3,0,0,0,40,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,4,5,21,13,11,8,0,0,66,0,0,0,9,3,0,3,0,0,16,0,0,4,3,8,4,6,0,3,26,0,5,3,9,0,0,0,0,0,22,16,53,64,163,75,75,90,77,37,658,145,227,363,732,344,374,274,175,67,2711,2828,5281,5382,10272,5048,4689,3387,1722,745,39351
LGA27260,3,4,9,50,19,6,0,3,0,91,39,456,752,2425,1189,602,204,41,18,5726,0,6,19,196,80,129,79,26,13,547,5,35,37,153,211,231,200,95,29,1002,31,225,160,373,174,78,22,6,0,1073,18,147,157,448,229,104,54,18,0,1170,0,0,5,64,97,123,65,44,11,408,23,170,144,1121,327,140,84,27,11,2039,4,14,23,146,26,22,8,0,0,238,38,442,421,438,75,41,12,0,0,1466,0,6,18,159,174,170,98,26,5,646,0,3,14,62,46,25,14,3,0,174,28,152,67,170,61,44,24,3,3,562,3,52,99,843,294,227,83,19,5,1625,0,8,10,51,28,29,9,6,4,151,0,11,35,155,52,17,8,0,0,288,145,840,1340,4689,1895,1010,551,253,68,10787,1030,1519,1392,4177,1545,1209,843,407,209,12334,21381,32428,26109,77515,25419,17924,10507,4383,1451,217122
LGA27350,0,0,0,27,15,5,3,0,0,53,4,10,42,183,33,37,20,3,0,315,0,0,4,74,13,32,10,14,8,148,0,3,21,212,54,50,46,19,3,416,3,5,30,173,17,20,9,3,0,263,0,3,45,267,31,22,11,6,0,387,0,0,5,10,7,17,14,22,0,76,0,7,16,126,28,10,12,4,0,199,0,3,20,123,14,10,3,0,0,169,3,10,42,200,27,16,7,0,0,303,0,0,4,19,21,23,12,7,0,89,0,0,4,48,42,17,20,8,3,152,21,41,86,507,78,42,43,14,4,830,10,56,235,801,541,526,263,123,64,2619,0,0,8,49,11,5,11,4,0,95,0,3,3,39,3,5,0,0,0,55,30,151,487,2038,456,295,237,171,66,3920,369,460,958,3855,1017,840,521,317,124,8464,4006,5669,9761,40559,9837,7727,5298,2718,1075,86657
LGA27450,0,0,3,28,34,8,3,3,0,87,3,28,50,167,96,62,31,8,0,460,0,5,5,56,30,72,55,32,15,274,3,13,21,89,162,193,225,117,39,860,0,14,19,30,34,19,8,0,0,125,0,46,89,228,167,116,84,27,12,777,0,0,0,3,8,14,16,12,6,62,0,5,15,96,59,69,38,15,5,308,0,3,6,36,9,6,4,0,0,54,6,28,27,108,37,7,4,0,0,219,0,0,0,5,9,10,13,5,0,43,0,0,0,13,13,0,3,5,0,33,6,37,36,124,91,91,83,13,0,480,0,6,25,67,16,8,4,0,0,136,0,0,5,20,37,47,22,24,12,165,0,0,9,32,21,19,3,0,0,89,20,70,97,497,357,318,271,190,58,1879,392,746,820,2078,1339,1232,1077,574,320,8572,9143,19315,18680,37645,21729,19702,14447,6352,2533,149537
LGA27630,0,0,0,0,3,0,0,0,0,8,0,3,3,3,3,0,5,0,0,14,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,10,4,7,6,4,3,40,20,47,44,104,80,106,98,66,59,626,287,767,649,1125,935,1085,929,566,332,6674
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,3,0,19,7,21,33,103,25,21,12,0,0,234,40,98,145,349,88,84,61,19,0,876
LGA29499,0,0,0,3,3,0,0,0,0,7,0,0,4,25,5,3,3,0,0,41,0,0,0,9,3,0,0,0,0,11,0,0,3,10,0,7,3,0,0,22,0,0,7,4,0,3,0,0,0,13,0,0,0,13,4,0,3,0,0,25,0,0,0,0,0,4,0,0,0,6,0,0,4,10,0,3,0,0,0,28,0,0,18,33,4,0,0,0,0,64,0,0,3,11,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,12,9,0,3,0,0,26,4,0,13,17,3,3,3,0,0,47,0,0,17,31,11,10,3,0,0,76,0,0,0,8,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,3,11,19,79,163,42,22,19,4,4,359,46,55,177,503,161,131,74,15,5,1162,379,367,1254,3135,975,816,482,121,38,7565
