LGA_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
LGA25150,0,0,0,0,6,12,14,7,0,38,0,0,0,4,3,0,0,0,0,11,10,9,12,112,13,12,10,3,3,183,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,3,17,14,11,16,4,0,82,0,0,0,4,17,26,39,20,3,106,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,5,0,0,0,3,7,4,3,0,0,31,0,0,0,21,25,55,57,19,10,176,0,0,0,8,4,6,0,0,0,19,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,15,13,37,55,24,7,153,0,24,32,135,95,69,46,12,3,414,0,0,0,3,6,8,18,4,0,43,0,0,0,4,3,0,0,0,0,11
LGA25250,8,37,36,134,245,484,969,1132,346,3391,3,13,40,181,22,25,9,3,3,301,116,226,459,2830,186,131,90,41,19,4090,46,53,55,430,40,17,15,4,0,664,9,60,58,434,48,26,6,0,0,638,5,44,56,297,148,87,37,34,9,728,7,15,9,318,50,31,21,20,15,489,8,29,68,444,478,1013,1838,2744,1272,7890,0,19,39,224,40,12,14,7,0,354,0,18,24,210,20,8,7,0,0,276,10,28,115,757,631,556,379,134,36,2645,14,29,156,489,83,94,50,15,3,935,0,0,0,16,44,109,259,307,99,835,0,8,15,126,31,13,12,9,0,207,0,6,12,42,19,17,9,3,0,113,8,45,585,1643,39,30,15,3,0,2357,3,10,14,70,28,30,38,14,8,210,26,102,319,1789,365,171,66,18,14,2871,0,0,0,29,12,10,11,11,3,84,133,276,487,1981,127,36,12,4,3,3070
LGA25340,0,0,7,18,42,84,200,172,47,569,0,12,17,19,6,17,3,10,7,81,7,14,10,143,49,57,40,36,8,372,3,0,4,44,10,15,13,15,3,111,0,0,3,10,5,7,4,0,0,32,0,0,0,5,9,3,0,3,0,20,3,62,34,137,110,99,96,74,28,643,0,17,10,53,59,177,428,289,115,1146,3,11,13,35,22,12,10,3,4,100,0,0,4,19,3,6,4,0,0,44,0,3,0,6,13,11,7,0,0,44,0,11,4,42,28,52,35,20,3,189,0,0,0,5,6,35,97,46,14,203,0,0,0,22,38,46,25,11,3,144,0,0,0,7,5,3,3,9,0,28,0,0,0,12,0,0,0,0,0,12,0,3,5,51,57,161,346,208,75,910,11,103,125,541,439,438,324,130,38,2149,0,11,11,37,49,63,74,50,9,311,0,0,4,3,4,3,0,0,0,13
LGA25430,0,0,0,3,5,0,10,0,0,19,0,0,11,9,7,0,0,0,0,27,3,0,0,45,3,7,0,3,0,58,0,0,3,3,0,4,0,0,0,11,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,0,5,0,4,9,6,8,7,0,28,0,0,0,0,4,9,16,4,0,30,0,0,5,4,3,6,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,8,8,0,0,0,0,19,0,0,0,4,9,7,3,0,0,30,0,0,0,0,0,5,8,0,0,16,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,3,5,12,22,33,16,0,93,0,6,9,55,44,65,35,8,5,232,0,0,0,0,0,0,9,8,0,17,0,0,0,0,0,0,0,0,0,0
LGA25490,0,0,0,0,0,3,3,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,13,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,6,3,3,0,28,0,0,0,0,3,3,7,0,0,12,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,11,22,5,0,61,7,23,30,94,60,48,32,5,0,288,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA25620,0,0,0,3,4,12,10,0,0,32,0,0,0,0,0,3,0,0,0,9,0,4,0,19,0,6,3,5,0,36,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,3,5,0,26,0,0,0,3,0,9,14,4,7,41,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,4,6,8,3,4,0,16,0,0,0,0,0,5,3,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,20,37,11,3,80,0,0,14,44,31,40,33,10,3,165,0,0,0,0,0,4,3,3,0,10,0,0,0,0,0,0,0,0,0,3
LGA25710,0,4,6,6,43,61,45,22,4,190,3,5,11,27,9,17,6,3,0,70,3,8,11,103,35,49,30,7,7,249,0,0,5,20,10,3,10,4,0,55,0,6,8,51,14,14,10,0,0,98,0,0,4,5,7,5,0,0,0,20,0,12,3,68,51,32,22,9,0,197,0,3,7,22,70,207,200,97,29,633,0,8,3,16,21,13,0,3,0,66,0,0,5,15,0,3,3,0,0,29,0,0,0,5,9,17,10,7,0,44,0,17,10,56,26,64,40,10,3,228,0,0,3,3,12,36,41,20,3,103,0,0,0,16,10,14,7,0,0,41,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,6,37,17,36,56,32,17,207,4,43,47,182,158,116,49,17,3,612,0,3,5,16,15,13,26,5,0,76,0,3,0,16,3,9,0,0,0,31
LGA25810,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,6,5,27,0,0,4,0,0,39,0,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,11,22,10,0,44,0,3,0,13,24,12,11,4,0,70,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA25900,0,5,14,58,98,144,324,419,108,1167,16,22,29,179,35,34,25,4,3,339,65,90,141,1456,105,81,54,19,7,2019,0,9,93,248,37,22,13,3,3,424,3,3,8,211,14,9,13,0,0,263,0,0,0,27,8,3,3,6,0,44,3,15,73,909,74,55,38,14,6,1182,5,11,41,377,62,76,128,106,48,855,16,3,34,221,47,28,6,0,4,357,3,10,35,194,26,7,0,0,0,279,0,0,0,25,17,8,16,0,4,71,4,9,113,475,88,87,47,12,4,833,0,0,0,14,7,21,35,17,6,105,0,0,4,83,26,19,12,12,6,162,0,0,4,6,3,5,4,0,0,27,0,0,29,103,0,0,0,0,0,145,6,23,16,104,40,27,49,12,6,288,20,77,290,1745,440,284,122,39,5,3021,0,0,5,91,27,17,12,3,3,162,0,3,9,66,5,3,0,0,0,84
LGA25990,0,0,0,0,3,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,11,0,0,0,0,3,6,4,3,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,9,12,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,19,3,0,41,0,0,0,21,15,21,13,0,0,73,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,11,3,0,0,10,0,12,10,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA26170,0,0,0,0,0,6,6,0,4,17,0,0,0,0,3,0,0,0,0,8,0,7,3,57,13,4,10,3,0,103,0,0,0,0,3,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,16,7,10,14,7,0,65,0,0,4,10,13,33,68,51,29,203,0,0,0,3,0,0,0,0,0,14,0,0,3,11,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,3,0,0,0,9,7,5,3,0,0,27,0,0,0,0,0,0,6,10,0,23,0,4,0,3,3,3,3,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,10,68,96,43,23,268,4,25,18,89,70,92,48,13,4,364,0,0,0,3,8,0,8,4,0,23,0,0,0,0,0,0,0,0,0,0
LGA26260,0,0,0,0,0,0,6,3,0,12,0,0,4,5,0,0,0,0,0,6,0,3,6,37,7,3,0,3,0,60,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,12,0,0,0,3,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,0,11,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,14,21,11,8,66,3,20,12,55,54,25,22,3,5,205,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA26350,0,7,12,84,90,204,411,659,161,1627,9,47,105,230,64,78,45,15,5,594,86,113,270,1786,115,93,79,43,14,2599,0,11,207,253,36,36,20,9,0,572,0,7,20,209,26,16,12,4,3,295,0,3,0,18,10,0,0,3,0,38,0,3,22,458,36,39,35,23,14,628,0,3,34,184,44,81,140,121,66,678,12,15,38,211,63,24,19,5,6,397,0,9,63,229,30,15,3,0,0,341,0,0,5,22,23,8,13,7,0,80,9,26,196,569,147,156,100,40,11,1252,0,0,0,5,12,13,9,13,3,53,0,0,18,81,19,17,14,8,7,160,0,0,16,10,7,9,3,3,0,54,4,0,35,107,3,3,0,0,0,148,0,6,8,84,23,25,44,22,15,220,18,52,278,1446,317,241,129,63,23,2563,0,0,4,55,14,10,21,4,0,108,0,3,18,71,3,3,5,0,0,108
LGA26430,0,0,0,0,0,0,9,0,0,9,0,0,3,0,0,0,0,0,0,9,0,3,0,28,4,0,3,0,0,41,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,17,0,0,0,7,3,7,8,3,0,28,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,9,0,38,0,5,0,12,22,21,25,3,0,96,0,0,0,3,0,0,3,0,0,11,0,0,0,3,0,0,0,0,0,3
LGA26490,0,0,3,0,3,13,17,6,4,44,0,3,0,8,3,0,0,0,0,15,0,0,4,34,4,9,8,0,3,67,0,0,0,8,3,0,0,3,0,20,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,14,0,27,26,10,16,3,6,94,0,0,0,5,11,20,31,18,5,95,0,4,7,10,7,3,0,0,0,25,0,3,5,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,3,10,4,3,0,0,0,25,0,0,0,0,4,9,15,9,0,45,0,0,0,5,3,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,0,6,8,30,36,27,11,125,0,14,25,138,63,49,31,6,0,334,0,0,0,8,7,7,10,0,3,28,0,0,0,0,0,0,0,0,0,7
LGA26610,0,0,0,0,3,9,11,12,3,31,0,0,3,16,0,0,0,0,0,18,8,12,17,170,18,6,6,0,0,242,0,3,10,23,7,0,0,0,0,46,0,0,4,6,0,0,0,0,0,9,0,0,3,0,3,0,0,0,0,9,0,0,0,8,3,0,0,0,0,11,0,0,0,7,14,30,76,77,32,230,0,0,0,4,0,0,0,0,0,4,0,4,4,16,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,6,9,30,97,13,7,3,0,0,161,0,0,0,0,0,3,4,0,0,7,0,3,0,8,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,5,3,8,11,0,3,35,3,12,19,45,27,5,16,4,0,130,0,3,0,0,0,0,0,0,0,5,0,3,4,29,6,0,0,0,0,41
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,4,3,39,0,0,3,7,12,17,9,10,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,0,0,0,0,3,4,9,3,3,23,0,0,0,6,0,3,0,0,0,8,0,6,3,55,0,3,8,3,0,78,0,0,0,4,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,3,0,3,24,0,0,0,9,7,44,126,106,55,343,0,3,0,7,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,22,6,8,0,0,0,41,0,0,0,0,0,4,0,0,0,11,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,24,0,0,0,10,12,24,56,14,12,122,4,7,8,43,28,23,28,18,5,158,0,0,0,3,0,4,3,0,0,13,0,0,0,4,0,0,0,0,0,4
LGA26730,0,0,0,0,0,0,3,3,3,13,0,0,9,22,3,0,0,0,0,33,0,10,4,49,7,3,5,0,0,80,0,0,0,20,3,0,0,0,0,26,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,6,18,10,8,6,3,3,69,0,0,3,4,0,4,9,3,3,25,0,0,0,16,3,0,0,0,0,24,0,0,37,60,0,0,0,0,0,97,0,0,0,0,0,3,3,0,0,6,0,3,5,21,6,6,0,0,0,45,0,0,0,0,4,0,12,0,0,18,0,3,0,4,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,3,0,0,4,4,4,14,45,26,7,98,7,29,40,120,73,58,29,10,0,366,0,0,0,4,3,7,9,6,3,29,0,0,0,0,0,0,0,0,0,0
LGA26810,0,0,0,4,3,10,6,3,0,27,0,0,10,17,3,0,0,0,0,27,3,12,3,144,5,7,6,3,0,182,0,0,0,11,3,0,0,3,0,17,0,0,0,3,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,4,0,3,0,12,4,17,8,5,0,51,0,4,0,5,6,19,43,28,7,109,0,0,0,3,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,9,0,0,0,10,0,3,3,0,0,12,0,8,7,48,16,16,4,0,0,92,0,0,0,0,0,6,10,3,0,24,0,0,0,0,3,6,5,0,0,20,0,0,0,3,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,4,0,3,0,13,12,62,116,69,23,293,7,43,50,152,91,111,48,17,0,519,0,0,0,6,8,17,14,11,3,49,3,4,0,11,8,3,0,0,0,23
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,8,0,0,0,13,9,8,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
LGA26980,0,4,5,50,110,204,530,586,137,1635,21,74,334,993,329,414,175,64,11,2409,101,276,704,2766,439,298,213,102,41,4935,3,22,185,512,110,53,55,19,15,980,7,92,96,542,110,72,34,18,7,983,3,7,14,27,12,7,3,0,5,81,5,32,9,88,53,42,47,56,20,351,0,5,14,54,77,192,434,463,196,1437,6,34,45,177,55,28,29,3,0,383,14,88,189,532,185,60,19,6,0,1095,0,0,4,21,28,25,21,8,3,107,29,228,621,1752,602,617,396,134,45,4427,0,0,0,0,4,23,47,37,17,130,0,4,46,69,28,34,23,8,5,222,0,14,21,73,24,16,7,19,4,177,3,4,60,145,5,4,3,3,0,228,4,17,16,36,36,52,109,105,52,427,13,198,225,580,340,284,120,75,31,1866,0,10,4,21,23,25,23,15,13,135,10,31,84,282,31,9,9,5,0,465
LGA27070,4,75,95,206,371,775,1109,928,195,3756,4,7,47,142,42,60,20,5,0,325,146,635,1216,7458,815,494,248,85,28,11115,3,27,46,218,51,36,17,3,0,406,34,259,235,892,147,60,33,3,0,1660,18,146,279,1019,539,188,82,43,6,2320,3,32,3,93,31,43,45,24,7,281,17,52,65,249,539,1369,1728,1427,525,5981,0,13,14,44,25,10,7,0,3,111,7,15,27,123,32,12,4,0,0,215,9,37,66,523,472,308,159,52,18,1637,14,62,191,415,160,176,79,21,9,1130,0,3,3,34,56,276,390,179,43,989,3,16,28,167,55,67,27,20,3,384,0,5,6,34,8,4,3,0,0,59,0,24,76,344,22,17,4,0,0,493,0,10,4,13,13,33,64,35,16,185,77,427,360,857,301,206,63,28,3,2323,0,0,3,10,20,24,29,19,4,111,22,91,104,518,73,41,14,6,0,874
LGA27170,0,0,0,0,0,3,3,3,0,7,0,0,0,3,0,5,4,0,0,9,9,20,5,201,24,11,9,4,0,294,0,0,0,3,5,0,0,0,0,8,0,0,0,13,0,3,0,0,0,22,0,0,0,3,0,0,0,0,0,3,0,0,0,13,4,4,8,4,0,41,0,0,3,9,0,11,21,23,9,75,0,0,0,3,0,0,0,0,0,6,0,3,0,10,0,0,0,0,0,17,0,0,0,3,3,3,0,0,0,15,0,3,3,12,6,8,5,0,0,36,0,0,0,0,0,3,7,3,0,9,0,3,0,10,3,0,0,0,0,21,0,0,0,4,0,0,0,0,0,9,3,27,26,15,0,0,0,0,0,74,0,0,3,9,7,30,56,28,11,145,0,24,30,102,63,47,33,11,0,313,0,0,0,3,3,3,5,0,0,20,0,3,0,21,0,0,0,0,0,30
LGA27260,0,26,12,38,89,114,138,98,27,547,13,32,46,294,81,99,20,3,3,595,478,1393,1694,16365,1122,806,397,120,14,22392,11,52,90,970,125,69,47,10,0,1373,4,56,39,304,53,23,11,0,0,486,5,26,37,115,54,21,7,4,0,279,3,33,26,159,55,36,42,22,3,386,3,20,16,103,184,383,489,383,154,1733,0,26,18,121,32,8,10,4,3,222,19,82,60,412,81,38,15,9,3,718,7,38,82,440,173,72,48,15,3,880,68,203,208,957,251,248,94,27,3,2057,0,8,20,73,131,349,351,151,26,1116,0,24,46,340,69,51,36,10,0,572,12,99,310,985,316,169,72,38,17,2018,0,28,51,303,31,10,9,3,0,438,0,9,3,38,16,72,96,38,13,286,268,1461,1329,2896,941,578,178,56,9,7714,3,12,11,46,35,45,45,12,5,219,75,248,183,1335,136,55,23,3,3,2069
LGA27350,0,3,7,48,65,148,300,428,126,1133,4,8,33,173,35,18,17,3,5,302,18,25,54,436,37,32,28,5,7,643,3,3,57,140,13,11,16,3,3,243,0,5,12,111,9,10,3,3,0,149,0,0,0,9,8,0,0,0,0,23,0,5,7,411,36,29,23,4,9,530,3,5,21,186,43,102,140,216,153,858,0,10,23,149,35,4,6,0,0,242,0,0,27,131,16,7,0,0,0,180,0,0,0,19,16,11,8,8,3,55,4,16,99,387,85,72,48,21,5,741,0,0,0,6,5,17,22,16,3,71,0,0,8,41,4,5,5,0,3,65,0,0,5,9,13,0,0,0,0,34,0,3,24,29,0,0,0,0,0,52,0,3,11,78,14,25,31,7,3,183,6,31,222,1814,272,184,92,17,8,2652,3,0,3,59,15,15,3,4,0,100,3,3,12,45,3,0,0,0,0,65
LGA27450,0,0,0,12,18,30,37,18,10,128,0,11,11,43,29,15,6,3,0,125,11,32,63,349,107,95,75,28,11,761,3,5,12,47,22,21,17,14,7,144,0,7,5,76,6,10,9,3,0,117,0,0,0,3,3,0,0,0,0,16,0,19,3,75,52,54,77,35,3,320,0,3,7,47,58,166,297,224,104,901,0,13,13,43,19,9,13,3,0,111,3,9,8,36,3,14,0,0,0,71,3,3,0,23,14,20,9,0,0,72,18,47,30,70,51,57,27,7,3,308,0,0,0,3,3,41,49,19,4,109,0,3,0,23,20,24,14,7,0,96,7,79,182,323,77,31,16,3,0,716,0,3,6,27,8,0,0,0,0,43,0,15,18,100,126,323,544,295,164,1590,14,95,142,587,423,366,160,55,14,1855,3,9,6,26,51,39,67,28,5,229,0,4,3,18,4,5,4,0,3,38
