LGA_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
LGA26260,..,6,18,0,0,7,5,3,3,3,43,..,0,0,0,5,4,0,3,4,0,18,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,0,0,5,4,0,3,3,0,24,..,0,0,0,0,0,0,0,0,0,0,..,6,17,0,6,8,5,5,4,3,64,7,14,9,0,0,0,3,3,0,0,44,0,3,3,0,3,4,7,5,13,4,46,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,7,11,12,7,51,0,0,0,0,0,0,0,0,0,0,0,10,20,13,0,3,7,15,10,12,10,96,8,4,24,3,5,3,6,0,3,0,59,3,7,23,7,9,9,4,7,3,3,80,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7
LGA26350,..,77,171,44,57,44,62,71,35,51,611,..,21,88,30,44,53,107,99,54,29,530,..,0,0,0,0,3,26,50,45,10,142,..,0,0,0,0,0,3,3,0,0,6,..,21,90,36,43,55,128,151,101,45,670,..,0,0,0,0,0,0,0,0,0,4,..,97,262,81,106,106,185,219,132,92,1290,227,227,143,52,57,66,93,142,110,57,1165,62,152,279,122,205,278,533,637,405,122,2795,0,12,8,8,18,32,61,89,42,22,296,0,0,0,0,0,0,0,3,0,0,13,62,166,287,128,223,307,593,730,455,148,3103,0,3,0,0,0,0,0,0,0,3,6,295,395,433,175,278,374,689,874,567,208,4278,752,278,810,330,350,422,379,452,245,99,4123,509,526,1440,335,431,502,610,698,372,103,5531,0,12,31,19,32,19,43,61,41,23,278,5,0,7,0,4,4,0,3,3,0,25,518,534
LGA26430,..,3,10,0,0,3,0,3,7,0,20,..,0,4,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,3,7,0,3,3,0,3,7,3,26,0,7,0,0,3,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,3,18,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,3,3,0,3,3,5,28,6,5,12,7,5,5,7,0,0,0,41,3,3,15,0,3,4,4,0,3,3,50,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4
LGA26490,..,18,67,19,16,22,19,25,5,8,188,..,5,16,3,6,3,3,10,3,3,50,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,5,16,3,6,3,6,10,3,3,59,..,0,0,0,0,0,0,0,0,0,0,..,22,81,17,16,22,29,33,7,13,247,22,28,43,6,6,3,3,4,3,8,122,3,5,3,0,3,8,3,6,3,5,41,0,0,0,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,8,4,9,3,8,50,0,0,0,0,0,0,0,0,0,0,0,30,35,50,10,8,5,7,10,10,12,170,51,22,63,14,15,24,20,7,0,12,226,8,9,43,6,4,11,6,15,4,3,109,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,7
LGA26610,..,3,11,5,0,3,3,3,0,3,30,..,5,28,3,11,11,13,3,0,3,85,..,0,0,0,0,0,0,7,3,3,20,..,0,0,0,0,0,0,0,0,0,0,..,5,28,3,11,11,12,15,5,13,103,..,0,0,0,0,0,0,0,0,3,3,..,9,36,12,13,14,18,14,5,11,135,0,14,7,0,0,0,0,7,3,6,43,3,18,48,11,4,8,15,13,9,5,143,3,0,3,0,7,6,3,5,12,7,43,0,0,0,0,0,0,0,0,0,0,0,3,20,52,11,14,12,21,17,24,9,191,0,0,0,0,0,0,0,0,0,3,3,5,35,59,15,14,17,22,22,27,22,231,18,5,14,7,7,9,0,7,0,10,77,20,23,113,22,31,35,32,36,18,10,341,0,11,24,3,12,18,15,12,14,13,118,0,0,0,0,0,0,0,0,3,0,6,18,27
LGA26670,..,4,4,0,0,0,10,0,0,0,18,..,0,0,0,6,0,0,4,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,6,0,0,4,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,4,4,0,6,0,10,4,0,0,28,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,10,5,0,0,0,0,0,4,0,0,0,12,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,..,5,16,5,0,3,3,10,0,3,45,..,4,9,9,3,0,0,3,5,0,26,..,0,0,0,0,0,3,0,0,3,5,..,0,0,0,0,3,0,0,0,0,3,..,4,8,9,3,3,3,3,3,3,35,..,0,0,0,0,0,0,0,0,0,0,..,13,22,12,3,6,5,9,3,5,86,8,13,4,0,4,0,0,4,0,0,34,4,8,14,0,7,3,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,0,7,3,4,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,9,16,15,0,5,3,4,4,0,3,66,24,7,11,8,0,0,3,3,3,4,62,5,17,63,4,7,6,10,10,5,8,137,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,17
LGA26730,..,18,33,22,14,4,7,6,3,6,117,..,6,22,3,3,4,3,4,3,3,51,..,0,0,0,0,0,3,3,9,3,21,..,0,0,0,0,0,0,0,0,0,0,..,4,22,3,3,4,3,9,13,3,76,..,0,0,0,0,0,0,0,0,0,0,..,25,60,21,20,12,9,18,21,10,195,25,29,31,3,6,0,3,4,3,5,112,6,18,23,0,0,3,13,14,16,6,95,0,3,0,0,0,0,4,23,17,16,61,0,0,0,0,0,0,0,0,0,0,0,6,17,23,0,0,3,13,31,37,24,158,0,0,0,0,0,0,0,0,0,0,0,30,51,49,6,9,3,22,38,42,32,274,62,16,29,9,12,9,14,12,3,3,171,15,26,66,9,14,10,24,16,25,13,217,0,4,0,3,6,6,31,56,44,32,181,0,0,0,0,0,0,0,0,0,0,3,15,25
LGA26810,..,13,51,11,3,21,11,15,3,10,133,..,3,20,9,10,5,9,15,4,4,74,..,0,0,0,0,0,0,3,0,3,15,..,0,0,0,0,0,0,0,0,0,5,..,3,27,9,10,8,9,21,3,15,95,..,0,0,0,0,0,0,0,0,0,3,..,13,72,23,13,21,16,37,11,26,230,21,13,30,3,11,3,7,3,6,7,106,3,3,16,3,0,6,6,11,0,3,52,0,0,0,0,0,0,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,3,3,3,20,3,3,9,5,15,0,6,70,0,0,0,0,0,0,0,0,0,39,39,24,24,47,6,12,8,10,15,6,51,209,57,21,50,12,14,3,4,11,10,9,182,17,13,78,14,18,16,21,30,6,7,222,0,0,9,0,5,4,12,4,3,9,42,0,0,0,0,0,0,0,0,0,0,0,17,16
LGA26890,..,0,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,0,0,0,0,0,12,0,0,3,0,0,5,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,..,122,331,93,121,93,67,82,57,40,1004,..,87,542,167,217,235,253,267,87,65,1921,..,3,6,8,17,39,64,177,123,79,513,..,0,0,0,0,0,7,8,3,0,20,..,89,546,173,233,280,318,457,216,144,2456,..,0,0,0,0,0,0,0,4,3,8,..,211,879,266,354,369,389,534,275,185,3472,222,390,226,46,53,43,51,107,105,43,1297,155,571,1062,315,469,627,922,1065,683,280,6143,3,42,72,37,77,117,218,296,169,157,1175,0,3,0,0,4,3,9,3,5,3,33,160,609,1129,352,545,745,1148,1359,860,436,7353,0,0,0,0,0,0,0,3,0,7,12,380,998,1360,399,602,788,1205,1476,967,483,8658,579,229,313,87,84,81,67,72,57,34,1597,983,1690,3524,549,610,721,781,751,406,193,10204,6,75,232,66,90,141,157,203,103,98,1177,3,8,11,0,0,0,3,5,0,0,38,995,1772
LGA27070,..,91,326,97,141,116,71,107,40,56,1041,..,127,958,297,314,485,227,227,75,120,2837,..,0,8,3,18,42,63,94,108,68,398,..,0,7,0,0,5,4,9,8,13,41,..,127,973,304,325,534,295,332,186,200,3274,..,0,0,0,0,0,0,0,9,3,11,..,224,1292,402,466,646,367,431,232,259,4325,143,280,217,40,52,33,52,47,49,44,962,408,714,883,218,247,415,514,531,317,151,4394,4,15,24,11,22,48,70,83,73,27,377,0,3,6,0,0,3,4,3,9,3,31,414,729,918,227,270,462,581,619,399,180,4804,0,0,0,0,0,0,0,0,0,3,9,560,1016,1139,267,325,498,635,668,450,221,5777,614,202,392,65,94,91,69,62,39,54,1679,1429,1409,4632,600,681,816,725,531,321,210,11349,10,68,278,81,135,208,92,107,73,39,1086,8,14,34,0,3,4,0,3,3,7,87,1451,1490
LGA27170,..,9,35,7,14,9,15,8,7,7,105,..,3,57,8,25,13,8,11,12,8,147,..,0,3,0,0,0,0,4,15,0,33,..,0,0,0,0,0,0,0,0,0,0,..,3,56,8,24,20,9,19,33,8,177,..,0,0,0,0,0,0,0,0,0,0,..,9,88,15,35,23,21,30,37,16,281,27,28,39,8,9,0,0,5,0,5,123,10,18,52,18,10,7,0,10,15,12,161,0,0,0,0,0,0,3,3,4,4,14,0,0,0,0,0,0,0,0,0,0,5,14,19,52,21,15,7,3,11,19,13,179,0,0,0,0,0,0,0,0,0,0,0,34,48,98,29,18,8,9,13,17,22,301,75,23,33,3,10,5,4,3,3,14,174,14,24,158,22,33,31,15,21,13,8,332,0,0,0,0,5,4,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,14,24
LGA27260,..,219,966,330,378,287,227,258,129,129,2916,..,313,1864,466,504,566,439,444,191,181,4960,..,3,21,20,40,106,136,258,226,82,889,..,0,11,4,0,3,0,13,14,7,51,..,314,1895,492,548,673,573,713,432,266,5901,..,0,0,3,3,0,0,3,5,20,43,..,535,2859,818,926,962,802,971,568,419,8860,217,630,746,123,156,130,119,104,57,60,2342,277,1053,1769,306,329,423,605,571,376,177,5888,3,15,49,26,21,49,66,69,71,27,393,0,5,18,3,0,3,5,7,4,9,48,282,1075,1842,328,357,477,676,639,448,210,6333,0,0,0,0,0,0,0,0,0,62,66,498,1704,2588,455,511,604,794,747,505,336,8742,866,548,857,197,277,213,140,125,90,106,3428,1313,2981,8406,1086,1168,1118,1082,986,537,292,18964,8,74,415,88,115,127,122,118,80,46,1199,10,22,45,3,10,6,11,9,4,11,129,1333,3080
LGA27350,..,32,90,27,21,25,29,23,30,36,316,..,41,98,22,27,34,39,38,12,23,331,..,0,6,3,0,8,5,12,28,6,71,..,0,3,0,0,0,0,0,0,0,6,..,41,106,21,31,46,48,53,42,24,408,..,0,0,0,0,0,0,0,0,8,8,..,70,199,50,54,71,80,75,69,73,736,180,131,87,33,36,51,83,129,119,49,889,87,170,235,57,83,105,174,201,141,58,1300,0,3,7,4,7,18,19,20,29,16,128,0,0,4,0,0,0,0,0,0,0,11,87,175,240,58,89,118,199,213,179,75,1435,0,0,0,0,0,0,0,0,0,5,7,273,306,327,89,130,171,280,347,291,126,2332,913,313,794,385,426,422,474,458,279,155,4614,419,413,713,175,221,242,311,350,225,92,3153,3,11,72,21,27,32,26,37,25,19,266,0,3,7,0,0,0,3,3,0,4,26,423,429
LGA27450,..,77,225,39,57,43,49,42,17,23,561,..,12,120,37,48,40,37,27,13,9,350,..,0,3,0,5,13,8,12,11,14,70,..,0,0,0,0,0,0,0,0,0,0,..,12,123,33,57,55,46,43,18,24,417,..,0,0,0,0,0,0,0,0,0,4,..,86,352,74,111,100,94,80,33,56,980,149,232,187,17,16,6,10,14,13,23,668,26,85,208,36,23,36,44,48,28,27,563,0,0,0,4,4,14,11,19,15,3,66,0,0,0,0,0,0,0,0,0,0,3,28,84,211,37,29,52,56,67,43,32,632,0,0,0,0,0,0,0,0,0,0,3,175,320,398,54,51,60,70,78,53,51,1302,389,122,151,36,41,48,30,19,18,34,878,117,115,349,51,89,50,52,38,29,15,909,0,4,52,11,16,18,20,17,11,15,167,0,0,8,0,0,0,0,0,0,0,13,123,120
LGA27630,..,0,4,0,0,3,0,0,0,0,11,..,0,3,0,0,3,0,3,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,0,3,0,0,14,..,0,0,0,0,0,0,0,0,0,0,..,0,6,0,0,9,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,14,7,0,3,0,0,6,0,0,0,0,10,4,0,9,0,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
LGA29399,..,0,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,15,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,22,8,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,11,5,4,8,34,0,0,0,0,0,0,0,5,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29499,..,0,3,5,0,3,0,0,13,0,20,..,0,10,3,0,0,0,0,3,5,29,..,0,0,0,0,0,3,0,29,7,42,..,0,0,0,0,0,0,0,0,3,3,..,0,10,3,0,0,4,3,36,13,69,..,0,0,0,0,0,0,0,0,0,0,..,0,14,8,0,7,5,3,48,11,94,4,18,8,0,4,7,9,28,31,9,104,0,11,19,3,21,21,23,37,76,22,234,0,0,0,0,0,3,8,15,19,12,66,0,0,0,0,0,0,0,0,0,3,3,0,11,16,9,21,28,33,52,94,36,305,0,3,0,0,0,0,0,3,0,7,22,8,33,24,7,20,32,37,80,122,55,430,21,10,23,5,8,10,11,40,50,17,194,20,28,53,10,14,11,30,58,71,24,319,3,0,3,0,0,0,12,24,27,10,85,0,0,0,0,0,0,0,0,0,0,0,26,30
LGA29799,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
