SED_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
SED28007,0,11,12,41,111,130,123,75,9,517,0,9,6,47,21,17,9,4,0,117,50,221,505,2369,549,358,176,53,20,4301,0,8,15,88,21,20,5,0,0,162,0,13,13,45,19,6,9,5,0,105,0,10,23,78,39,18,12,3,0,181,0,15,0,29,12,10,9,3,3,92,0,10,21,69,175,344,335,165,50,1168,0,3,9,10,8,3,0,0,0,36,3,4,8,35,6,3,3,0,0,57,4,9,21,113,109,80,31,9,0,387,0,17,30,105,44,62,25,3,3,294,0,11,21,104,160,419,390,131,23,1268,0,6,3,30,24,13,17,0,0,93,0,0,8,3,3,7,0,0,0,16,0,3,3,41,4,3,0,0,0,53,0,3,0,3,5,17,24,5,0,63,24,239,198,296,139,68,25,11,0,996,0,0,4,6,10,4,3,3,0,28,11,23,37,186,50,40,16,5,0,370
SED28107,0,8,5,15,42,50,59,32,5,218,0,10,21,115,35,47,12,0,0,239,280,802,1156,10128,653,473,230,57,6,13797,3,20,32,358,57,30,14,4,0,516,0,13,16,86,25,6,3,0,0,142,0,16,25,63,28,13,10,3,0,154,0,8,6,23,22,12,16,11,0,98,3,7,10,37,81,145,152,118,29,583,0,9,14,39,9,3,0,0,0,75,0,12,18,93,13,17,9,0,0,161,3,26,58,325,110,53,25,5,0,618,20,84,76,323,81,90,29,8,0,711,0,4,10,40,76,174,205,86,20,612,0,13,19,135,38,19,23,4,0,244,4,45,105,324,97,49,24,11,3,658,0,23,35,220,15,6,7,0,0,307,0,0,0,11,3,32,31,11,0,82,127,755,701,1358,416,253,57,32,0,3689,0,7,3,14,10,16,12,5,4,67,55,184,126,922,99,27,18,4,3,1443
SED28203,3,37,50,95,143,414,686,659,140,2226,0,0,8,52,9,12,3,0,0,85,75,303,673,3886,292,186,98,33,9,5562,3,8,13,85,24,13,7,0,0,155,23,143,131,405,54,18,6,0,0,768,18,95,178,653,350,106,36,21,0,1463,0,4,0,23,0,6,7,7,3,60,10,25,34,136,201,666,1365,1251,390,4068,0,0,12,14,8,4,0,0,0,38,0,3,0,17,0,3,0,0,0,29,9,19,44,325,321,207,106,33,13,1069,6,17,37,136,45,22,12,4,0,280,0,0,0,9,14,109,213,104,21,474,3,3,7,59,15,19,10,3,0,123,0,0,0,14,0,3,0,0,0,16,0,12,55,184,8,6,0,0,0,266,0,0,3,6,5,4,12,3,3,38,38,198,126,270,76,57,13,10,0,783,0,0,0,0,0,3,6,3,0,14,9,48,63,280,30,25,8,3,0,464
SED28301,0,14,13,25,70,186,229,226,54,808,13,58,112,507,251,424,173,54,11,1610,18,44,52,371,104,93,76,29,10,792,3,11,13,104,23,15,25,12,3,209,12,91,72,380,131,77,38,18,3,818,0,5,4,26,8,12,0,0,0,58,0,12,3,18,25,22,14,12,0,109,0,9,5,30,58,164,325,237,110,926,0,14,6,29,16,8,5,0,0,91,5,36,68,120,57,21,4,5,0,323,0,0,0,18,33,34,22,11,3,123,17,151,236,554,349,329,190,81,24,1942,0,0,0,3,12,24,35,28,7,104,0,0,0,5,4,10,8,3,0,31,0,0,3,3,0,3,4,3,3,17,0,0,0,4,0,0,0,0,0,4,0,3,3,13,13,28,58,41,26,190,6,55,76,132,107,101,43,20,16,558,0,0,0,6,9,16,10,12,3,51,10,22,24,82,24,8,12,0,0,183
SED28408,0,0,0,0,0,6,13,15,7,46,0,9,9,9,6,8,3,0,0,42,6,46,37,373,50,18,18,3,0,554,0,0,9,16,0,0,5,0,0,30,0,0,3,14,0,0,3,0,0,28,0,3,0,15,9,0,0,0,0,31,0,5,7,20,12,7,10,12,8,79,0,0,0,4,3,10,28,32,20,102,0,8,0,28,5,3,3,9,0,52,0,3,3,23,0,0,0,0,0,29,0,0,0,3,3,0,0,0,0,6,0,10,11,46,18,16,7,3,0,114,0,0,0,3,3,14,17,8,0,33,0,0,3,9,0,0,0,0,0,12,0,0,0,4,3,0,3,0,0,11,0,0,0,11,0,0,0,0,0,18,3,3,3,8,8,46,102,79,25,280,5,27,50,132,85,73,50,17,8,460,0,0,0,0,6,9,8,10,3,39,0,0,6,13,4,3,0,0,0,30
SED28507,0,3,7,10,21,40,65,50,18,218,0,3,7,37,13,19,3,0,3,82,95,246,321,2865,226,166,80,42,9,4040,0,3,17,84,23,9,5,3,0,150,4,34,12,104,10,7,4,0,0,176,3,12,3,35,14,11,3,0,0,79,0,0,3,29,20,9,26,14,4,104,0,8,6,34,62,187,295,246,118,956,0,10,0,28,10,3,0,0,3,60,0,9,3,36,15,10,0,3,0,73,0,8,8,64,32,8,13,5,3,140,25,27,25,121,51,64,23,4,0,350,0,0,3,15,34,128,113,38,7,342,0,7,9,69,14,12,9,4,3,128,5,50,196,643,196,111,48,24,8,1299,0,5,10,56,7,0,4,0,0,85,0,4,0,5,8,32,54,21,9,137,57,287,300,766,282,211,84,23,4,2018,0,3,3,17,13,22,32,10,6,101,13,18,33,203,11,16,3,0,0,291
SED28607,0,5,6,28,93,167,335,411,120,1175,0,6,11,69,15,10,6,0,0,120,21,42,85,516,58,29,33,16,7,791,0,8,11,99,17,5,3,0,0,148,0,11,6,49,14,8,0,0,3,95,0,0,0,15,9,0,0,3,0,32,0,10,6,206,54,32,21,19,15,364,0,10,8,56,64,152,283,441,195,1213,0,3,4,74,18,3,4,3,0,115,3,0,11,43,6,3,0,0,0,68,3,12,50,330,146,104,84,24,7,765,5,20,17,166,42,28,15,7,0,296,0,0,0,13,19,65,133,138,27,394,0,0,0,27,14,9,0,0,0,58,0,0,3,44,8,0,3,0,0,67,5,3,40,91,0,0,4,0,0,144,0,0,4,28,20,20,25,9,14,129,13,71,98,923,286,163,46,9,7,1620,0,0,3,46,11,7,11,3,3,78,0,7,36,81,0,3,0,0,0,126
SED28704,0,9,20,30,51,70,60,18,7,255,0,3,9,25,6,10,3,0,0,55,20,74,97,1082,119,86,47,15,7,1541,0,6,12,42,10,5,0,0,0,80,4,17,18,90,16,13,6,0,0,166,0,14,12,72,29,12,10,3,0,147,0,8,3,61,24,32,23,14,0,162,3,8,6,37,119,243,236,91,18,765,0,6,0,14,8,3,0,0,0,30,5,3,7,37,11,3,5,0,0,64,0,3,3,54,26,22,17,3,0,132,0,20,26,81,42,34,14,4,0,229,0,3,4,17,14,79,93,24,0,235,0,8,7,54,11,8,4,0,0,90,0,0,0,0,3,0,3,0,0,10,0,3,3,40,3,0,0,0,0,48,0,0,4,18,4,28,46,13,9,132,26,133,102,389,188,103,41,19,0,1006,0,3,5,9,27,18,16,0,3,79,3,15,0,67,10,10,3,0,0,99
SED28803,0,12,33,44,53,95,82,49,9,374,0,4,5,39,11,7,0,0,0,73,94,381,562,4589,443,358,145,35,11,6614,0,15,3,74,11,5,5,0,0,119,0,31,37,123,43,29,13,6,0,277,41,446,953,2776,1034,556,280,108,22,6214,0,7,3,30,16,12,6,3,8,77,0,8,13,67,233,504,488,242,53,1601,0,3,3,12,0,0,0,0,0,16,0,0,7,24,8,0,0,0,0,42,9,31,49,341,251,137,69,24,3,918,5,13,16,89,31,24,13,3,0,192,0,0,13,28,50,145,173,48,16,470,0,6,11,59,21,17,4,4,3,129,0,3,6,13,0,4,5,0,0,28,0,26,34,151,4,3,0,0,0,219,0,0,3,8,3,12,23,7,0,59,90,436,396,592,199,83,30,9,0,1832,0,0,0,4,5,13,15,9,0,41,41,105,92,496,64,27,12,0,0,842
SED29494,0,0,0,0,3,4,0,3,0,6,0,0,11,21,0,5,0,0,0,36,10,3,27,87,0,3,4,0,0,130,0,0,0,5,3,0,0,0,0,9,3,3,4,11,3,3,0,0,0,17,3,6,5,9,5,0,3,0,0,27,0,0,5,15,0,0,0,0,0,27,0,0,17,18,6,4,8,0,0,58,0,0,0,9,0,0,0,0,0,11,0,0,13,18,3,0,0,0,0,37,0,0,0,5,0,0,0,0,0,8,0,0,12,27,0,0,0,0,0,42,0,0,0,0,0,0,0,3,0,7,0,0,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,10,4,0,0,0,0,0,12,0,3,0,8,0,3,12,0,0,29,3,7,24,101,34,31,15,0,0,219,0,0,0,7,0,0,3,0,0,7,0,0,0,9,0,0,0,0,0,11
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
