SED_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
SED24904,0,0,0,0,0,12,5,8,3,22,0,3,4,31,9,4,5,0,0,54,3,0,9,55,0,0,0,0,0,70,4,7,7,14,7,0,3,0,0,39,0,0,0,0,0,0,0,0,0,7,0,0,5,28,52,23,24,8,0,143,0,0,3,5,8,4,0,3,0,22,0,4,11,46,23,36,7,0,0,137,0,0,0,0,3,0,3,0,0,12,0,0,0,6,3,0,0,0,0,11,5,28,38,144,62,69,44,26,11,426,131,298,336,741,483,540,421,251,96,3305,1955,4129,3901,7178,4125,4340,3347,1695,657,31313,0,16,19,40,12,5,3,0,0,90,1733,3511,3064,5630,3312,3288,2366,1476,810,25201,0,0,0,7,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,9,22,7,9,0,0,0,47,0,0,0,8,3,0,3,0,3,16,0,0,0,0,0,0,0,0,0,3
SED25003,0,0,0,8,10,13,8,13,0,59,6,33,54,271,123,89,45,16,7,641,0,0,0,11,0,3,0,0,0,18,4,3,3,8,3,0,0,0,0,25,0,4,45,171,221,275,171,60,14,963,0,0,3,18,25,17,3,3,0,76,4,12,3,13,3,6,3,0,0,44,5,13,17,69,57,64,19,3,3,249,0,0,0,4,6,6,0,0,0,15,0,9,9,31,9,0,0,0,0,56,9,68,103,365,210,154,100,68,11,1086,107,204,195,533,252,206,143,70,29,1745,2534,4759,4852,10112,4620,3594,2040,971,319,33800,0,0,3,18,3,3,0,0,0,26,2163,3715,3654,5796,2908,1735,811,416,240,21440,0,3,0,39,9,3,0,0,0,48,0,0,0,20,21,16,3,7,0,63,0,0,0,15,8,7,3,0,0,38,0,0,3,9,6,4,0,0,0,23,0,3,0,11,6,9,9,0,0,45
SED25102,0,0,0,0,0,5,7,0,0,17,0,0,3,15,12,12,7,3,0,57,0,0,0,3,0,0,0,0,0,4,0,0,3,8,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,6,0,0,0,5,3,0,0,0,0,9,3,12,6,29,27,20,21,4,0,128,0,0,3,13,3,0,0,0,0,23,0,0,0,5,10,5,3,3,0,34,0,0,0,3,3,3,0,0,0,7,5,16,18,105,83,85,65,46,7,431,85,139,137,356,211,219,204,92,39,1479,1781,3925,3669,6938,4171,3957,2674,958,334,28413,0,0,0,0,0,0,0,0,0,0,1546,3304,3054,5746,3273,2877,1652,538,247,22240,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,3,24,12,7,8,3,0,60,0,0,0,10,6,3,6,0,0,19
SED25205,0,0,0,7,7,14,3,3,0,31,0,0,4,46,43,46,33,16,0,189,0,0,0,8,0,0,0,0,0,13,3,5,5,11,0,0,0,0,0,30,0,0,0,0,0,0,3,0,0,10,0,3,3,16,25,19,16,10,3,95,4,11,13,34,20,17,3,0,0,98,3,4,3,24,24,19,7,3,0,84,0,0,0,6,4,6,4,3,3,31,0,0,0,7,8,0,0,0,0,22,10,46,57,315,186,126,93,82,18,942,72,134,144,446,242,220,164,123,78,1616,2010,4154,3568,8166,4617,3514,2285,1450,614,30369,0,0,0,8,0,0,0,0,0,6,1777,3485,2738,6041,3201,2319,1611,1018,649,22839,0,0,0,0,3,3,0,0,0,6,0,0,0,20,6,0,0,0,0,33,0,0,4,19,11,18,3,0,0,60,0,11,7,34,15,8,4,0,0,75,0,0,0,12,7,10,0,0,0,34
SED25302,0,0,0,0,6,3,5,7,0,22,0,0,0,4,7,12,8,6,0,42,0,0,0,3,0,0,0,0,0,3,0,6,12,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,3,9,13,32,28,26,26,8,3,153,0,0,3,8,0,3,0,0,0,15,4,6,7,11,20,12,19,7,4,100,0,0,0,11,0,0,0,0,0,16,9,21,18,74,64,59,76,55,12,393,47,155,143,300,243,254,216,181,52,1587,1687,4371,3360,5688,4327,3563,3480,2150,747,29378,0,0,0,0,0,3,0,0,0,6,1450,3588,2561,4899,3191,2782,2714,1451,796,23436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,5,0,0,0,0,0,8,3,12,9,28,12,15,11,6,3,85,0,0,0,3,8,7,8,0,0,23
SED25402,0,0,0,0,0,0,4,5,0,12,0,3,3,21,5,10,3,0,0,52,0,3,0,0,0,0,0,0,0,3,0,6,3,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,6,14,13,4,4,4,0,51,0,0,0,12,3,0,0,0,0,16,0,0,0,3,7,4,6,3,0,22,0,0,0,6,5,0,0,0,0,18,4,39,42,90,58,53,72,45,21,426,121,263,337,625,397,436,337,203,86,2803,2047,4080,4082,7416,4158,4326,3203,1602,575,31488,0,0,0,0,0,0,0,0,0,0,1731,3528,3474,6566,3458,3341,2061,1163,531,25856,0,4,0,15,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,6,0,0,6,4,0,0,0,0,0,7,0,3,4,6,7,5,3,3,0,34,0,0,0,4,0,3,0,0,0,10
SED25501,0,0,0,3,5,7,5,5,3,30,16,166,234,528,269,189,111,40,9,1573,0,7,24,80,19,20,8,0,0,155,0,4,11,18,9,10,4,0,0,59,0,0,0,0,4,0,0,0,0,5,0,0,0,4,10,5,9,8,7,48,8,24,25,25,21,13,11,4,0,131,0,9,18,102,126,119,29,9,9,419,0,0,0,3,4,0,3,10,4,18,0,0,4,4,9,3,0,0,0,25,16,65,78,179,113,93,77,87,40,751,49,110,185,279,164,150,108,118,52,1221,1450,3956,4871,7275,4284,3285,2410,2024,792,30352,0,0,3,9,8,0,4,0,0,31,1088,2419,2257,2082,1565,1340,1338,1394,588,14080,0,9,5,30,22,4,3,0,0,69,0,0,0,3,0,4,0,0,0,12,0,0,3,38,30,12,7,0,0,100,0,3,3,9,6,5,3,4,3,37,0,4,0,6,4,0,4,0,0,24
SED25605,0,0,3,11,18,26,23,15,3,111,8,60,126,498,199,177,121,54,20,1254,0,0,16,36,11,11,6,0,4,88,4,25,15,40,0,3,0,0,0,97,0,0,3,12,10,20,17,5,0,69,0,0,4,30,33,32,30,20,10,162,0,9,7,20,18,4,3,3,0,63,0,24,76,381,331,238,96,32,12,1185,0,0,3,0,3,3,3,4,0,14,0,0,5,16,0,0,3,0,0,22,16,58,85,365,206,185,193,133,31,1283,80,141,192,436,216,183,202,147,68,1670,1829,3371,4153,8784,3954,3361,3064,1871,605,30997,0,4,19,43,15,12,3,3,3,98,1493,2482,2191,2876,1446,1264,1199,619,423,13996,0,10,16,56,12,8,3,0,0,100,0,3,9,49,33,37,16,10,0,158,0,7,32,128,81,55,31,17,0,352,0,3,3,12,5,0,0,0,0,23,0,0,0,11,19,17,27,12,8,95
SED25704,0,0,0,0,0,0,3,3,0,9,0,3,3,21,0,0,3,0,0,32,0,0,0,4,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,5,0,0,0,0,5,3,4,0,0,11,0,3,4,10,0,8,6,0,0,32,0,0,0,5,0,5,0,0,0,15,0,0,0,0,0,0,4,0,0,11,0,0,0,4,6,3,3,0,0,13,0,7,8,34,19,19,35,21,3,145,135,294,257,618,450,480,442,278,122,3085,1827,4017,3656,6244,4078,4417,3728,2171,777,30907,0,4,9,12,3,3,0,0,0,38,1617,3350,2932,5370,3503,3583,2898,1927,979,26151,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,7,0,6,3,4,0,0,3,22,0,0,0,0,0,0,0,0,0,0
SED25802,0,0,0,0,5,9,3,13,0,36,0,3,0,25,4,6,4,4,0,50,0,0,4,14,0,0,0,0,0,20,4,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,8,0,4,3,13,13,13,24,0,0,68,0,0,0,7,5,0,0,0,0,15,0,0,3,0,4,5,7,4,3,34,0,0,3,8,0,3,0,0,0,13,0,15,15,57,43,41,72,39,12,304,110,249,242,535,421,417,395,215,73,2670,1956,4366,3977,6979,4417,4529,3813,1898,543,32478,0,0,0,0,0,0,0,0,0,0,1802,3888,3452,6261,3705,3613,2689,1305,645,27367,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,3,0,3,0,11,0,0,0,5,5,0,0,0,0,14,0,0,4,7,0,8,0,0,3,25,0,0,0,5,0,0,0,0,0,7
SED25905,0,0,0,31,31,38,33,30,3,163,12,61,95,502,231,230,133,39,4,1311,0,0,0,13,0,3,0,0,0,19,0,7,3,31,6,0,3,0,0,51,0,3,0,15,20,20,15,3,0,75,0,0,3,15,48,33,22,6,0,128,3,5,13,19,4,8,5,0,0,53,0,0,14,69,45,53,15,3,5,204,0,0,0,3,4,6,7,0,0,24,0,0,5,3,7,0,0,0,0,21,8,54,148,517,381,376,237,122,26,1872,100,159,235,430,241,225,149,77,25,1638,2180,4413,5147,8758,4632,3980,2347,1103,368,32932,7,70,181,475,128,69,31,15,3,982,1846,3300,3469,4171,2235,1621,788,411,288,18137,0,8,3,25,9,4,0,0,0,53,0,0,12,64,36,35,14,5,4,168,0,4,14,71,37,34,12,3,0,178,0,3,3,12,6,0,3,0,0,28,0,0,0,45,26,47,28,7,3,155
SED26005,0,0,3,24,20,35,22,20,0,118,14,141,152,691,381,209,84,33,6,1716,0,3,4,24,3,0,0,0,0,35,3,3,13,48,0,3,0,0,0,61,0,3,3,23,18,14,3,0,0,64,0,3,7,28,36,16,11,9,0,117,5,38,19,19,17,7,3,0,0,110,0,9,16,117,49,34,16,7,0,247,0,0,3,0,8,3,3,3,0,28,0,5,9,26,12,3,0,0,0,60,17,117,215,629,411,278,136,69,11,1879,151,330,284,628,308,239,145,66,13,2157,3283,7224,6597,11554,5895,3837,1980,773,167,41311,10,142,412,653,137,64,24,6,3,1460,2828,5255,3870,5205,2473,1433,785,292,114,22259,0,8,10,40,16,4,0,0,0,72,0,0,14,54,46,24,13,4,0,147,4,8,14,199,68,45,16,9,3,364,0,7,0,8,8,3,0,0,0,36,0,0,3,55,50,46,28,6,3,191
SED26102,0,0,0,0,0,5,9,3,0,19,0,0,0,0,3,6,6,7,0,25,0,0,0,3,0,0,0,0,0,3,3,0,4,0,3,0,0,0,0,12,0,0,0,4,3,9,4,4,0,21,0,0,0,4,3,0,3,3,0,14,0,7,9,18,14,9,24,4,3,89,0,0,0,3,0,0,0,0,0,5,0,3,3,3,4,8,13,8,3,46,0,0,0,0,0,4,0,0,0,12,0,14,12,33,53,55,103,60,23,355,84,171,179,397,321,331,414,320,152,2365,1377,3119,2593,5188,3624,4136,4669,2797,1060,28560,0,0,0,0,0,0,0,0,0,0,1265,2673,2131,4558,2948,3441,3409,1888,915,23230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,3,3,15,8,17,5,3,0,59,0,0,0,3,3,3,0,0,0,15
SED26207,0,0,0,3,16,18,19,8,3,68,0,0,14,44,31,24,18,6,7,142,4,0,0,12,0,3,0,0,0,15,0,6,5,14,0,0,0,0,0,25,0,0,0,19,32,29,40,20,3,140,0,0,0,17,20,14,5,0,3,49,3,7,12,16,21,6,3,4,0,69,7,12,12,133,148,129,52,22,13,524,0,0,0,0,5,3,7,0,0,17,0,0,0,6,3,0,0,0,0,11,5,32,47,220,127,129,125,79,43,802,61,120,137,421,222,174,257,193,61,1643,1681,3491,3636,7393,4080,3111,2876,1964,696,28937,0,0,3,3,0,0,0,0,0,5,1490,2959,2779,5487,2900,1983,1358,793,435,20182,0,0,0,6,0,0,0,0,0,12,0,0,0,22,10,6,11,9,0,58,0,0,0,4,4,6,3,0,0,15,0,0,3,26,13,5,0,0,0,55,0,0,3,18,19,17,31,3,0,91
SED26303,0,0,0,3,9,7,10,7,5,34,0,0,9,65,9,10,10,3,0,105,0,0,0,16,0,0,0,0,0,15,7,6,23,24,3,0,0,0,0,57,0,0,3,9,11,30,27,25,4,112,0,0,0,14,3,5,3,3,0,29,3,18,13,80,24,21,4,3,3,166,0,0,18,78,50,60,19,12,3,247,0,0,0,11,9,3,0,0,0,28,0,0,3,12,0,0,0,0,0,17,3,25,94,391,117,91,73,51,30,881,103,164,210,865,282,198,147,118,44,2135,1891,3401,3470,11397,4318,2866,1717,1253,490,30810,0,0,0,3,0,0,0,0,0,6,1648,2970,2961,8466,3430,1941,738,341,291,22775,0,0,0,5,0,0,0,0,0,14,0,0,0,9,0,4,3,0,0,19,0,0,0,8,3,4,4,0,0,19,0,6,12,63,19,5,3,0,0,118,0,0,0,10,6,3,4,3,0,29
SED26406,0,0,3,3,6,11,7,4,3,39,5,16,114,378,68,60,61,10,10,719,0,0,10,50,4,0,0,0,0,64,3,0,29,53,8,0,0,0,0,97,0,0,0,6,3,3,4,0,0,13,0,0,3,12,8,3,5,3,0,31,11,7,26,31,20,12,12,0,0,114,5,6,100,143,43,43,22,7,4,376,0,0,0,4,7,0,0,3,0,26,0,0,7,14,5,0,0,0,0,25,11,55,184,553,182,202,182,135,59,1558,98,114,314,698,234,161,125,121,56,1919,2015,3297,6829,12103,3956,2958,2015,1395,620,35180,0,0,3,9,4,3,0,0,0,16,1673,2621,2990,4597,2436,1547,850,578,521,17817,3,12,23,91,6,10,0,0,0,144,0,0,0,16,3,10,5,3,0,31,0,0,7,14,5,8,6,0,0,42,5,3,16,34,10,0,0,0,0,70,0,0,0,26,10,3,12,3,0,55
SED26504,0,0,0,0,0,3,4,4,0,15,0,4,0,11,3,7,3,0,0,25,0,0,0,9,0,0,0,0,0,13,3,3,0,8,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,9,8,10,7,4,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,8,3,0,20,0,0,3,7,0,0,0,0,0,8,0,3,3,34,19,38,46,33,12,191,103,226,223,507,363,463,408,230,104,2629,1553,3567,2980,5505,3753,4111,3613,2044,745,27868,0,0,0,0,0,0,0,0,0,0,1353,3062,2452,4856,3186,3374,2694,1642,837,23463,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,11,0,3,0,9,5,11,3,3,0,29,0,0,0,6,0,0,0,0,0,3
SED26603,0,0,0,3,7,12,3,6,4,42,8,23,16,128,59,27,17,5,0,288,0,0,10,28,0,0,0,0,0,40,3,6,18,44,4,0,0,0,0,72,0,0,0,20,7,12,6,5,0,51,3,4,11,206,174,92,42,15,7,562,3,13,9,46,17,10,3,0,3,94,0,12,11,100,48,56,17,4,3,260,0,0,0,4,6,0,4,0,0,12,0,0,3,19,0,0,0,0,0,27,31,78,64,512,157,90,113,72,36,1154,180,221,248,907,324,226,201,158,91,2540,2644,4011,4467,13109,4564,3126,2082,1679,909,36594,0,0,0,13,0,0,0,0,0,14,2222,3144,3137,7168,2895,1858,791,733,666,22608,0,3,3,36,6,5,0,0,0,52,0,0,0,15,4,8,3,3,0,39,0,0,0,8,3,3,0,0,0,14,0,0,0,45,9,3,0,3,0,56,0,0,0,26,4,3,4,0,3,36
SED26708,0,0,0,0,9,5,7,0,0,15,0,0,0,6,0,0,5,0,0,16,0,0,3,6,0,0,0,0,0,7,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,6,5,12,9,4,0,41,0,0,0,6,5,0,0,0,0,12,0,0,0,3,0,6,3,4,4,16,0,0,3,10,0,3,0,0,0,16,0,8,14,74,28,31,36,27,13,228,86,218,203,515,388,445,367,210,62,2491,1743,4183,3401,6311,4180,4417,3575,1731,578,30118,0,0,5,0,0,0,0,0,0,5,1573,3425,2670,5252,3478,3558,2641,1526,771,24883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,0,0,0,26,0,0,0,0,0,0,3,0,0,3
SED26806,0,0,0,19,0,8,4,7,0,36,0,5,17,117,16,17,14,5,3,190,0,0,11,68,4,0,3,0,0,92,6,3,23,76,5,4,0,0,0,112,0,0,0,13,0,0,0,0,0,19,0,0,0,31,8,0,3,0,0,52,13,20,51,159,47,25,18,3,3,336,0,0,19,88,18,23,4,7,0,165,0,0,0,26,9,7,5,0,0,51,0,0,4,34,8,3,0,0,0,46,11,38,105,946,177,137,143,138,112,1815,113,137,406,1868,420,344,285,154,75,3807,1341,1584,4047,17560,3831,2869,2260,1239,543,35282,0,0,0,8,0,4,0,0,0,9,1052,1261,2861,8925,2123,1779,1284,622,322,20229,0,0,4,7,0,0,0,0,0,16,0,0,0,22,12,4,3,0,0,42,0,0,0,8,4,5,0,3,0,19,0,0,28,131,21,9,5,0,0,193,0,0,5,37,9,7,3,4,0,66
SED26903,0,0,0,3,6,4,7,10,0,27,5,12,16,138,27,15,12,3,0,230,0,0,4,48,0,0,0,0,0,62,0,0,8,25,6,3,0,0,0,39,0,3,3,50,52,72,92,64,14,351,0,0,3,20,22,8,9,8,3,74,3,11,3,33,17,3,3,0,0,73,3,19,91,227,169,132,40,15,4,701,0,0,0,13,3,3,4,0,0,24,0,0,3,14,7,0,0,0,0,15,69,137,119,669,167,129,84,60,20,1448,164,208,286,942,356,301,204,186,105,2749,2280,3425,3950,11892,4124,3161,2063,1690,781,33364,0,0,11,5,3,0,0,0,0,23,1937,2569,2575,5984,2537,1492,784,620,596,19093,4,9,17,70,0,0,0,0,0,97,0,0,0,18,9,11,8,9,0,55,0,0,3,17,0,3,5,0,0,35,0,0,6,32,12,3,0,0,0,61,0,3,0,11,9,9,4,3,3,47
SED27003,0,0,0,7,3,9,0,11,0,29,0,0,11,62,18,7,3,4,0,99,0,0,0,52,10,3,0,0,0,68,3,9,12,57,9,3,0,0,0,87,0,0,0,8,10,12,0,0,0,26,0,0,0,23,18,13,8,0,0,59,9,25,27,204,40,20,21,4,0,345,7,29,91,283,231,207,92,51,21,1000,0,0,3,15,9,5,3,3,0,35,0,0,0,15,0,3,0,0,0,27,13,72,189,822,218,120,80,64,15,1598,168,194,389,1716,472,349,207,122,36,3656,1706,2236,3565,17335,4227,3027,1957,947,328,35342,0,0,8,8,3,0,3,0,0,25,1437,1897,2733,10155,2240,1804,1048,369,177,21859,0,0,4,5,0,0,0,0,0,14,0,0,0,16,0,8,3,4,0,28,0,0,0,14,3,15,3,0,0,39,0,5,19,143,11,9,3,0,0,189,0,0,4,39,3,5,3,0,0,59
SED27101,0,0,0,3,3,12,6,3,0,29,0,5,12,97,23,30,21,11,3,207,6,7,5,71,5,6,3,0,0,100,3,30,28,40,4,4,0,0,0,112,0,0,0,0,0,7,0,4,0,9,0,3,0,5,5,0,6,0,0,23,3,14,13,33,21,8,14,0,0,104,0,5,12,86,52,50,39,11,0,260,0,0,0,5,8,3,3,0,0,18,0,0,7,11,9,6,0,0,0,32,0,40,44,197,94,84,77,57,25,628,68,107,110,383,174,156,129,105,51,1281,2160,3787,3516,9440,3998,3030,2296,1425,535,30196,0,0,0,12,4,0,0,0,0,22,1897,2906,2427,5294,2693,2013,1686,1031,546,20498,0,0,0,5,4,0,0,0,0,13,0,0,0,4,4,11,0,0,0,22,0,0,3,36,30,24,14,5,3,116,0,4,10,25,6,7,3,3,0,54,0,0,0,4,12,5,3,3,0,32
SED27208,0,0,0,3,0,8,10,8,0,31,0,0,3,15,4,3,3,3,0,32,0,0,6,35,0,0,0,0,0,42,0,0,3,5,0,0,0,0,0,9,0,0,0,3,0,0,0,3,0,9,0,0,0,4,3,0,3,0,0,8,0,3,6,11,5,12,16,5,3,50,0,3,0,13,5,3,0,0,0,21,0,0,0,0,3,7,3,3,0,18,0,0,0,0,3,0,3,0,0,13,0,9,10,65,37,44,51,30,10,263,86,214,202,479,394,494,443,287,117,2717,1647,3668,3198,6438,4313,5056,4429,2223,721,31700,0,0,0,0,0,0,0,0,0,0,1429,3203,2661,5082,3502,3779,3102,1720,935,25403,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,9,10,4,0,0,38,0,0,0,0,0,0,0,0,0,3
SED27305,0,0,0,4,15,15,12,5,0,54,4,31,76,212,187,149,85,22,4,773,0,3,0,19,4,7,3,0,0,35,0,0,3,17,3,0,0,0,0,24,0,0,0,5,7,6,0,3,0,16,0,0,3,7,10,4,3,6,0,36,3,6,12,13,16,7,5,0,0,57,0,0,4,55,73,63,11,3,0,211,0,0,3,3,11,7,5,0,0,30,0,0,3,8,3,3,0,0,0,19,3,22,36,162,145,135,80,62,9,650,39,100,145,250,184,164,103,53,9,1047,1541,3791,4354,6597,4325,3603,1934,932,224,27303,0,0,3,31,19,13,7,0,0,78,1386,3063,3360,4305,2755,1698,969,487,165,18201,0,0,0,5,3,3,0,0,0,17,0,0,0,12,7,6,5,0,0,32,0,0,3,58,28,27,10,9,0,133,0,5,7,7,5,3,3,0,0,32,0,0,0,13,17,13,7,3,0,49
SED27406,0,0,0,0,10,5,7,0,0,28,0,0,0,32,16,6,9,12,0,83,0,0,0,5,0,0,0,0,0,8,0,3,8,11,4,0,0,0,0,32,0,0,0,0,0,0,3,0,0,6,0,0,3,19,12,12,6,3,0,63,0,38,25,39,45,27,13,3,3,194,0,0,5,19,10,3,0,0,0,35,0,3,4,21,3,13,5,0,3,52,0,0,0,17,8,4,3,0,0,30,14,50,39,275,148,116,104,86,32,850,61,129,131,369,244,221,175,108,75,1527,1498,3712,3288,6461,4437,3608,2705,1413,759,27891,0,0,0,0,0,0,0,0,0,0,1438,3082,2511,4575,3099,2584,1966,1021,957,21232,0,0,0,3,0,0,0,0,0,3,0,0,0,6,10,3,0,0,0,20,0,3,0,6,5,3,0,0,0,17,3,15,5,46,19,18,4,3,0,117,0,0,3,16,10,7,6,0,0,45
SED27504,0,0,0,0,3,3,8,0,0,16,4,11,3,29,14,7,0,0,0,73,0,0,6,30,0,0,0,0,0,41,0,4,3,10,0,0,3,0,0,21,0,0,0,0,0,12,9,9,0,37,0,7,9,36,48,16,15,6,0,124,0,3,6,16,0,5,5,0,0,31,0,0,0,13,3,3,0,0,0,18,0,0,0,0,0,0,4,0,0,6,0,3,3,3,4,0,0,0,0,15,5,61,105,220,100,74,39,26,14,642,174,303,299,711,452,429,393,225,80,3064,2296,4790,4423,8012,4492,4251,3415,1877,620,34181,0,27,115,124,30,3,6,0,0,298,2011,3792,3311,5998,3634,3421,2506,1520,757,26952,0,0,0,10,0,0,3,0,0,12,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,0,0,0,0,4,0,0,0,9,4,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0
