SED_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SED27708,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,11,6,22,36,23,9,104,6,19,36,118,87,66,36,10,0,376,0,0,0,4,0,4,6,3,4,17,0,0,0,4,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,8,3,14,15,87,38,33,9,7,0,203,0,0,0,3,0,5,0,0,0,9,0,0,3,17,18,29,24,18,6,107,0,0,3,3,0,0,0,0,0,8,3,0,11,35,14,3,5,0,0,70,0,0,0,0,3,3,0,0,0,12,0,4,0,27,5,3,4,3,0,56,0,0,13,62,0,0,0,0,0,74,0,0,6,21,15,3,0,0,0,53,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,4,20,8,11,3,0,0,50
SED27807,0,0,0,16,6,6,5,0,3,32,4,55,69,227,20,11,0,0,0,388,0,0,33,105,3,4,0,0,0,148,0,0,0,0,0,5,17,6,4,31,24,123,138,214,55,39,12,3,3,614,0,0,0,0,0,4,3,5,0,26,8,17,24,89,10,8,0,0,0,155,0,3,9,12,0,0,0,0,0,25,11,36,74,345,180,157,77,25,13,931,0,0,3,29,14,60,54,62,75,293,0,0,0,3,5,11,11,14,3,48,0,0,9,13,4,0,0,0,0,35,0,0,0,7,3,7,0,0,0,16,0,0,0,13,20,39,43,55,15,177,0,30,39,134,38,24,16,14,4,301,0,0,3,21,0,0,3,0,0,30,0,9,17,85,25,12,5,0,0,151,0,3,5,53,66,161,136,63,9,502,0,0,7,24,11,13,16,7,7,91,0,8,5,13,3,0,0,0,0,38
SED27907,0,0,0,12,7,14,0,0,0,35,0,0,0,0,3,0,0,0,0,4,0,0,0,11,0,0,0,0,0,17,0,0,0,3,5,13,32,21,0,80,10,45,51,173,93,68,35,7,3,487,0,0,3,0,4,9,10,5,3,38,0,3,7,17,5,6,0,0,0,45,0,0,0,9,14,0,3,0,0,25,3,22,28,125,74,53,26,12,4,339,0,0,0,20,11,11,11,6,7,74,0,3,3,24,28,41,46,30,3,186,0,0,3,6,5,4,3,3,0,34,0,11,12,30,19,10,11,5,0,96,0,0,0,0,6,5,11,13,0,40,3,10,12,51,54,37,30,13,3,212,0,0,0,6,3,3,4,0,0,18,0,3,3,43,14,5,3,0,0,68,0,0,0,8,8,3,5,0,0,32,0,0,0,21,45,22,6,8,0,104,0,5,6,29,6,14,3,0,0,65
SED28007,0,3,0,23,14,9,6,0,0,57,0,0,0,3,0,0,0,0,0,8,0,3,0,17,4,0,0,0,0,23,0,0,0,0,3,6,7,5,0,31,12,141,96,151,77,32,9,3,0,522,0,0,4,3,6,3,0,3,0,20,3,10,14,86,21,19,8,3,0,172,0,0,0,8,0,0,0,0,0,9,7,71,128,485,258,207,73,22,11,1262,0,0,3,34,34,52,24,10,7,160,0,0,0,3,8,17,21,8,3,65,6,11,15,30,22,10,6,0,0,99,0,8,21,40,29,14,9,0,0,121,0,0,0,12,35,32,25,9,3,117,4,31,20,191,108,66,31,17,3,472,0,0,0,16,3,3,0,0,0,25,0,7,10,60,11,7,7,0,0,96,3,0,14,134,180,186,120,35,13,683,0,0,3,23,36,17,9,4,0,92,3,14,10,25,10,0,0,0,0,60
SED28107,0,8,6,64,16,8,11,0,0,117,0,18,46,169,45,26,13,6,3,327,0,15,16,111,8,3,3,0,0,153,0,0,0,5,3,18,12,3,0,45,58,353,324,731,214,127,24,17,0,1856,0,0,0,10,7,8,6,0,0,32,27,80,50,425,33,10,14,0,0,636,0,0,0,12,0,0,0,0,0,23,15,123,213,777,408,216,61,18,8,1828,0,0,8,39,19,30,22,10,10,132,0,0,0,25,25,40,35,21,10,154,4,48,31,81,38,17,7,0,0,222,0,11,26,54,25,12,5,6,0,142,0,0,0,18,22,29,20,3,3,96,3,49,36,311,76,38,15,9,3,551,3,4,7,44,8,6,3,0,0,68,0,48,50,121,17,15,3,0,0,261,0,0,5,44,46,48,19,12,0,177,0,0,3,12,6,3,0,4,0,31,12,35,16,23,7,7,3,0,0,101
SED28203,3,0,6,31,10,9,3,0,0,56,0,0,0,8,0,0,0,0,0,8,0,6,29,76,0,5,0,0,0,130,0,0,0,3,0,3,7,0,3,16,14,108,61,142,40,30,10,3,0,401,0,0,0,0,0,0,3,3,0,9,4,18,21,124,13,15,4,3,0,192,0,3,3,8,0,0,0,0,0,9,4,16,48,203,85,87,28,5,4,488,0,0,0,7,4,4,6,9,0,33,0,0,0,7,5,9,6,4,3,39,0,6,3,25,5,11,4,0,0,57,0,0,0,8,4,3,3,3,0,24,0,0,0,7,12,21,16,10,3,69,9,28,46,231,64,52,25,8,0,463,0,0,0,18,3,0,0,0,0,27,0,0,9,74,10,7,0,0,0,99,0,13,39,222,230,344,385,202,36,1471,0,3,8,73,84,62,28,13,3,279,0,5,9,14,0,7,0,0,0,34
SED28301,0,0,0,5,6,9,3,0,0,16,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,11,23,22,10,85,3,24,41,63,55,52,21,10,11,271,0,0,0,6,3,10,4,4,0,29,0,13,15,33,9,4,4,0,0,82,0,3,0,8,3,4,3,4,0,15,0,5,3,43,14,17,18,3,0,105,0,0,0,11,9,13,14,14,4,63,0,3,7,11,22,25,27,20,8,114,3,24,22,81,36,42,19,8,5,239,0,21,66,84,95,49,31,12,4,357,0,0,0,0,4,3,3,4,4,20,0,0,4,49,21,34,28,20,10,169,0,3,17,68,32,26,20,3,3,163,0,3,3,34,9,3,0,3,0,55,0,0,0,3,6,10,6,5,0,34,0,0,0,4,4,7,6,0,3,32,6,15,13,15,15,13,12,3,3,92
SED28408,0,0,3,5,0,0,0,0,0,9,0,0,0,0,3,0,3,0,0,6,0,0,0,8,0,0,0,0,0,12,0,3,3,8,3,25,50,41,13,140,4,11,28,68,42,41,21,13,8,230,0,0,0,0,5,5,0,4,0,17,0,0,8,5,0,0,0,0,0,13,0,0,3,3,4,0,0,0,0,11,0,12,19,65,28,26,5,4,0,160,0,0,0,6,4,3,0,0,3,17,0,0,3,14,20,23,26,18,9,110,0,3,3,5,5,4,0,0,0,19,0,0,12,23,15,7,4,0,0,66,0,0,0,4,3,3,4,0,3,17,0,9,3,19,5,0,0,0,0,30,0,0,0,10,0,0,0,0,0,11,0,4,7,22,6,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,5,24,13,9,6,0,0,67
SED28507,0,0,4,32,9,5,7,3,3,64,0,26,96,324,103,61,21,19,0,652,0,3,10,30,4,0,0,0,0,49,0,0,0,4,3,22,27,8,6,77,30,140,161,386,146,98,36,9,4,1011,0,3,0,6,8,18,12,3,3,45,8,5,6,90,4,12,0,0,0,126,0,0,0,4,4,0,0,0,0,9,3,69,96,326,157,84,45,15,3,803,0,0,6,26,20,32,14,13,6,113,0,4,5,27,35,73,63,33,8,240,4,12,15,27,10,17,4,3,0,92,0,9,12,36,18,13,7,0,0,91,0,0,0,3,20,18,10,7,4,66,3,17,21,112,36,15,12,7,4,221,0,0,3,7,3,3,0,0,0,16,18,157,153,124,26,10,3,0,0,490,0,0,3,9,7,8,6,3,0,46,0,0,0,9,3,3,7,0,0,18,3,12,9,29,9,7,8,0,0,84
SED28607,0,0,0,12,0,4,0,0,0,23,0,0,0,24,3,0,3,0,0,33,0,3,12,35,0,0,3,0,0,56,0,0,0,16,13,9,11,3,3,62,16,27,48,441,131,91,19,8,7,783,0,0,0,23,4,7,3,3,3,37,0,0,3,15,0,0,0,0,0,29,0,0,0,5,4,8,0,0,0,17,6,5,22,135,43,32,25,5,0,270,0,0,0,26,3,19,21,30,34,135,0,6,6,51,38,36,32,21,13,206,3,5,6,45,14,3,3,0,0,75,0,0,5,85,22,3,0,3,0,125,0,0,0,6,18,21,13,35,12,103,0,4,4,31,12,10,4,5,0,66,0,0,0,27,4,0,0,0,0,34,8,4,9,73,18,5,3,0,0,126,0,0,0,34,44,73,87,59,7,305,0,0,0,5,9,3,0,4,0,19,3,14,13,101,35,23,10,0,0,199
SED28704,0,0,3,26,6,9,0,0,0,43,0,0,0,0,0,0,0,0,0,4,0,0,3,18,3,0,0,0,0,23,0,3,0,4,3,12,23,9,3,61,14,70,47,194,96,46,25,10,0,501,0,0,3,3,16,5,13,0,0,42,0,4,0,30,0,5,0,0,0,46,0,0,0,9,8,0,0,0,0,15,4,18,16,147,55,27,9,4,0,286,0,0,0,15,8,13,3,3,0,51,0,4,8,32,21,40,35,12,4,159,0,15,15,38,17,7,5,0,0,94,0,17,30,67,36,19,5,0,0,177,0,0,0,5,11,8,6,7,0,33,3,20,8,178,26,23,17,3,0,279,0,0,0,9,0,0,0,0,0,9,0,7,9,62,14,3,3,0,0,98,0,0,3,57,27,36,19,3,3,146,0,0,4,19,15,4,4,4,0,45,5,10,11,40,13,20,4,3,0,100
SED28803,0,7,4,25,18,11,4,0,3,66,0,3,4,11,0,0,0,0,0,16,0,13,20,70,3,0,0,0,0,109,0,3,3,3,0,6,11,3,0,26,44,208,191,301,109,36,17,3,0,903,0,0,0,0,3,5,12,3,0,16,14,49,40,229,17,11,5,0,0,374,0,0,0,6,3,0,0,0,0,17,4,36,98,323,193,111,36,7,6,814,0,0,0,24,8,23,11,0,4,72,0,3,0,13,7,23,9,11,0,73,5,22,26,39,21,11,8,0,0,138,0,8,10,27,16,8,7,3,0,76,0,0,0,3,19,13,8,0,0,47,19,85,100,494,266,78,51,13,3,1109,0,0,0,13,3,0,0,0,0,20,0,12,18,81,23,12,0,0,0,135,0,0,0,33,18,36,15,4,0,106,8,21,65,370,359,137,61,26,5,1054,3,12,15,20,9,8,0,0,0,61
SED29494,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,0,0,0,3,0,4,5,0,0,12,3,5,9,46,13,14,4,0,0,99,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,17,0,3,3,0,0,24,0,0,0,6,0,0,0,0,0,4,0,0,3,3,0,3,0,0,0,15,0,0,8,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,6,0,0,12,23,4,0,0,0,0,40,0,0,3,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,10,0,0,0,0,0,19
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
