SED_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
SED25205,0,20,5,71,22,14,21,7,7,164,0,4,3,25,22,36,63,79,20,258,0,7,3,13,5,3,0,3,0,28,0,3,3,5,3,3,0,0,0,23,0,0,3,3,9,16,7,0,3,38,0,0,0,18,15,20,6,3,0,67,0,0,0,3,0,10,11,9,0,27,0,0,0,26,16,18,13,7,3,81,0,0,0,0,0,3,3,4,0,4,0,0,0,9,0,0,0,0,0,11,3,0,0,17,8,12,24,13,11,85,3,29,43,201,97,67,35,16,3,493,0,0,0,14,10,8,8,13,0,60,0,3,5,10,6,0,4,0,0,32,0,0,0,6,10,3,0,0,0,16,0,12,17,54,28,25,14,0,0,148,0,0,0,34,17,27,18,6,4,105,3,8,11,47,47,46,42,31,10,236,0,4,3,13,4,8,6,3,0,45,0,27,15,92,57,29,21,7,3,253
SED25302,3,26,15,51,36,27,21,11,6,197,0,0,7,19,16,17,54,33,18,167,0,3,4,3,0,0,0,0,0,18,0,0,3,5,0,0,0,0,0,7,0,0,0,3,3,3,0,0,0,14,0,3,3,3,9,14,6,4,0,38,0,0,0,0,0,4,12,3,0,30,0,0,0,3,8,9,3,0,0,18,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,0,0,4,0,0,3,13,11,22,64,48,13,172,3,28,45,122,104,79,58,33,9,481,0,0,3,15,18,8,10,6,3,74,0,0,0,0,0,0,0,0,0,9,0,0,0,6,6,3,0,0,0,18,0,3,0,11,0,0,0,0,0,17,0,0,0,9,7,15,8,4,3,44,0,17,13,59,65,54,71,55,15,347,0,3,0,0,8,5,3,0,0,19,0,12,16,57,47,26,23,10,0,195
SED25402,0,3,0,14,4,13,11,9,9,64,0,0,0,0,20,61,85,78,42,293,0,0,0,6,0,0,0,0,0,17,0,3,4,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,11,6,9,3,0,0,36,0,0,0,3,8,22,69,35,8,148,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,13,0,0,5,11,18,53,110,70,21,284,0,7,20,74,54,62,44,7,3,278,0,0,0,3,3,5,22,9,3,43,0,0,3,15,3,3,0,0,0,25,0,0,0,0,3,0,0,0,0,8,0,9,16,32,11,10,3,0,0,89,0,0,0,4,4,8,10,3,5,38,0,0,3,7,20,55,78,41,12,225,0,0,4,3,0,3,0,0,0,12,0,11,7,20,15,12,4,4,0,70
SED25501,0,3,0,18,7,5,10,14,3,64,0,0,0,12,17,39,70,59,33,221,3,14,13,15,20,3,3,0,0,71,8,59,74,134,85,30,12,3,0,401,0,0,0,0,6,3,5,3,0,22,3,92,216,379,199,207,128,47,15,1281,0,0,0,0,0,4,8,11,3,24,0,0,0,15,10,10,6,3,0,46,0,0,0,6,5,0,3,0,0,15,0,3,4,11,3,3,0,0,0,24,0,7,0,10,12,8,22,15,14,92,3,73,68,88,46,35,31,27,8,381,0,0,0,4,4,0,3,3,0,16,0,17,7,70,15,0,0,0,0,107,0,0,0,3,3,0,0,0,0,3,0,11,19,54,22,13,4,0,0,120,3,3,3,9,12,30,17,12,0,94,0,3,3,4,14,15,22,20,14,97,3,66,81,47,38,45,17,3,3,308,0,15,24,48,32,24,15,8,0,174
SED25605,3,7,0,3,4,3,3,10,0,33,0,0,0,18,37,94,169,181,63,569,0,5,3,10,3,3,5,3,0,37,3,16,18,83,12,10,8,0,0,152,0,0,7,17,16,18,23,10,3,93,5,40,68,247,86,119,96,32,6,696,0,0,0,0,4,9,17,14,0,42,0,0,10,40,30,40,36,35,16,209,0,4,41,119,22,7,5,5,0,201,0,3,0,23,3,3,0,0,0,30,0,0,0,3,3,13,22,23,3,70,3,47,66,115,71,67,30,12,4,411,0,0,0,4,8,3,6,4,3,30,6,17,56,176,23,11,9,3,0,296,0,0,0,5,3,0,0,0,0,12,3,19,44,104,50,34,0,0,0,256,0,0,0,24,19,40,20,18,4,129,0,3,4,15,15,19,38,24,3,122,0,26,28,42,13,10,12,3,0,144,3,16,13,42,26,18,21,10,0,148
SED25704,0,0,0,13,4,4,3,4,4,36,0,0,0,7,6,22,59,57,20,169,0,0,0,3,0,0,0,0,0,5,0,3,5,10,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,12,28,3,0,0,0,0,48,0,0,0,0,0,8,13,0,0,16,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,5,0,13,32,17,6,82,0,15,18,69,46,47,33,4,0,232,0,3,0,0,3,0,3,0,0,11,0,0,4,27,3,0,0,0,0,39,0,0,0,0,7,3,3,0,0,8,8,38,17,61,19,3,0,0,0,141,0,0,0,0,0,0,0,0,3,4,0,0,0,3,4,19,14,10,3,53,0,0,0,3,0,0,0,0,0,3,0,7,3,16,3,9,0,0,0,41
SED25802,0,0,0,12,10,11,9,14,3,59,0,0,0,0,12,32,51,47,10,148,0,3,0,0,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,3,0,0,18,0,0,3,0,3,10,29,9,0,64,0,0,0,6,4,3,5,0,0,23,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,9,0,0,0,4,15,45,121,72,17,278,3,21,37,93,84,55,48,10,5,349,0,0,0,5,9,5,18,5,3,43,0,0,0,3,0,0,0,0,0,8,0,0,0,3,3,3,0,0,0,16,0,3,12,14,6,4,0,0,0,38,0,0,0,4,0,9,10,4,3,29,0,0,0,13,21,29,62,27,5,157,0,0,4,3,0,3,0,0,0,8,0,11,7,25,17,12,14,0,0,79
SED25905,0,0,0,16,5,9,7,4,0,51,0,0,0,13,31,72,97,76,21,312,0,0,0,3,0,0,0,0,0,10,0,5,3,11,8,3,0,0,0,31,0,3,5,34,38,44,13,4,0,142,0,16,18,40,36,45,21,3,0,187,0,0,0,3,3,12,16,11,0,47,0,4,13,80,61,90,59,26,10,340,0,0,0,3,3,3,0,0,0,9,0,0,0,12,0,0,0,0,0,13,0,0,0,4,11,20,51,31,7,129,13,102,130,221,108,62,25,8,0,660,0,0,0,4,9,6,13,4,0,33,6,46,69,127,55,16,9,0,0,322,0,0,0,3,4,3,0,0,0,8,9,25,34,101,61,49,14,3,0,296,0,0,5,54,39,92,37,16,4,248,0,0,0,25,28,43,40,30,3,162,4,9,9,24,11,22,5,3,0,79,5,9,20,63,44,43,26,3,9,219
SED26005,0,0,0,18,10,8,8,7,0,52,0,0,9,7,26,47,60,29,3,183,0,0,3,0,0,0,0,0,0,4,0,17,15,48,25,3,0,0,0,101,0,0,3,20,28,11,14,3,0,82,4,31,35,69,33,41,14,3,0,228,0,0,0,0,8,16,22,10,0,62,0,19,43,154,116,153,64,18,4,573,0,0,0,14,3,4,0,0,0,28,0,3,5,19,0,3,0,0,0,29,0,0,0,17,5,36,40,26,3,128,22,203,226,357,143,104,31,7,0,1092,0,3,6,6,10,16,5,10,0,50,16,71,74,143,40,12,6,0,0,365,0,0,0,5,5,0,0,0,0,11,7,49,102,217,137,64,21,4,0,600,0,0,4,36,34,21,23,6,3,133,0,9,8,23,46,46,31,17,0,184,5,14,27,22,21,23,5,0,0,120,0,22,54,86,82,47,25,9,3,331
SED26102,0,4,5,11,16,6,13,18,3,72,0,3,3,8,15,61,169,117,47,420,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,4,5,0,0,15,0,0,3,10,4,3,3,0,0,22,0,0,0,0,0,4,18,18,3,51,0,0,0,4,5,8,9,7,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,14,4,34,58,35,19,158,0,12,11,72,71,87,71,28,5,352,0,0,0,3,4,7,13,9,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,3,0,0,0,17,0,3,3,10,0,0,0,0,0,21,0,0,0,7,3,3,10,3,0,20,0,4,3,18,35,40,60,43,15,224,0,4,0,7,0,4,0,0,0,22,0,7,3,19,9,12,19,9,6,83
SED26207,0,3,0,32,11,10,14,13,4,92,3,13,15,53,88,270,566,516,190,1709,0,3,0,7,0,0,0,0,0,10,0,4,6,8,3,4,0,4,0,31,0,0,3,19,30,26,29,8,3,124,0,9,10,44,11,15,9,4,0,104,0,0,0,4,11,41,105,71,18,243,0,0,0,6,3,4,9,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,5,19,0,0,0,0,0,31,0,0,0,3,0,7,11,11,3,40,3,23,38,98,30,29,16,5,3,243,0,0,0,3,9,5,6,0,0,20,0,5,12,24,3,0,3,0,0,41,0,0,0,0,3,3,0,0,0,8,0,11,19,57,17,19,12,3,3,153,0,0,0,9,13,19,12,15,11,85,0,3,0,22,11,19,17,14,3,86,0,9,5,19,9,3,4,3,0,40,0,0,3,28,13,7,5,0,0,55
SED26303,0,0,4,95,24,19,8,3,5,157,0,3,11,64,46,79,146,254,124,737,0,3,3,20,10,3,0,0,0,39,0,3,8,20,0,0,0,0,0,33,0,0,3,27,26,28,35,30,8,160,0,0,6,77,19,14,6,0,3,136,0,0,0,4,0,14,8,3,3,38,0,0,0,24,0,0,0,3,0,35,0,0,0,0,0,0,0,0,0,4,0,5,28,89,3,0,0,0,0,125,0,0,0,11,7,8,5,0,0,40,3,19,30,385,106,61,24,5,0,648,0,0,0,12,5,7,3,0,0,29,3,0,8,39,3,0,0,0,0,59,0,0,0,11,4,0,0,0,0,12,0,0,10,43,9,4,0,0,0,69,0,0,0,14,0,6,0,0,3,26,0,9,3,58,32,21,18,5,3,142,0,9,3,31,7,3,4,0,0,55,0,3,9,57,12,6,4,0,0,92
SED26406,0,3,0,67,15,6,8,17,6,116,0,6,13,49,35,66,109,154,60,494,9,19,18,39,12,4,0,0,0,103,4,11,58,192,27,15,10,3,0,319,0,0,0,12,5,4,6,3,0,27,3,12,274,264,42,35,23,9,3,665,0,0,0,3,0,10,5,3,0,22,0,0,22,65,22,19,11,10,4,155,0,0,3,9,4,4,0,0,0,22,0,3,31,82,0,0,0,0,0,124,0,0,0,6,3,13,8,7,4,51,11,18,44,193,75,72,28,4,0,449,0,0,0,10,3,5,4,3,0,26,5,3,52,88,3,0,0,0,0,153,3,0,0,10,0,0,0,0,0,16,3,4,24,89,21,12,3,5,0,159,0,3,3,28,10,33,25,13,12,125,0,0,3,25,15,19,15,12,10,108,10,11,156,111,10,13,4,0,0,318,0,3,41,95,39,32,22,9,5,241
SED26504,0,0,0,8,4,3,0,0,3,26,0,0,0,12,19,39,152,136,43,393,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,6,0,0,10,39,8,4,0,0,0,67,0,0,0,0,4,4,7,0,0,18,0,0,0,0,0,0,4,0,0,11,0,0,0,12,0,0,0,0,0,12,0,3,0,26,0,0,0,0,0,28,0,0,0,9,6,17,60,18,7,116,3,20,23,79,53,49,34,14,7,275,0,0,0,3,0,3,4,3,0,19,3,0,0,14,0,0,0,0,0,11,0,0,0,0,4,3,0,0,0,10,3,15,8,33,4,0,0,0,0,66,0,0,0,0,0,4,3,3,3,17,0,0,0,9,4,26,26,24,10,104,0,0,0,4,0,3,0,0,0,8,0,3,3,11,15,10,3,0,0,47
SED26603,0,7,0,51,17,9,7,5,4,93,0,8,7,97,120,227,344,501,236,1546,0,9,12,18,7,0,0,0,0,35,0,7,3,45,0,3,0,0,0,62,3,9,26,203,165,121,87,35,3,653,4,11,25,101,14,24,3,4,0,181,0,0,0,3,10,23,55,68,18,179,0,0,3,36,13,3,4,0,0,56,0,0,3,8,3,3,0,0,0,21,0,10,180,568,14,7,8,0,0,789,0,0,0,12,0,8,9,3,3,43,9,29,41,302,84,27,20,8,4,518,0,0,0,11,3,7,7,0,0,27,26,49,177,577,19,3,0,0,0,853,0,0,0,5,4,0,3,0,0,15,6,27,17,132,28,14,8,3,0,228,0,0,3,22,7,24,12,16,11,87,0,0,6,31,16,11,13,12,9,95,4,5,3,34,9,7,3,3,0,59,0,0,13,33,13,0,4,3,0,66
SED26708,0,7,0,14,11,6,5,7,4,59,0,0,0,3,3,7,29,12,6,69,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,0,0,0,0,14,0,0,0,0,4,4,10,4,0,26,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,6,0,0,6,10,15,29,60,35,5,154,5,30,45,133,85,59,36,16,0,402,0,0,0,0,4,6,4,4,0,18,0,0,3,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,16,5,36,10,3,0,0,0,72,0,0,0,0,3,4,3,0,0,11,0,0,0,12,15,18,36,12,3,97,0,0,0,4,3,0,0,0,0,6,0,0,0,12,5,4,8,0,0,27
SED26806,0,0,12,291,14,15,13,3,3,348,0,0,28,153,20,25,20,24,7,283,11,4,14,72,21,10,5,0,0,137,0,4,23,79,9,0,0,0,0,114,0,0,0,12,8,3,7,3,0,34,3,11,71,242,39,35,16,9,0,430,0,0,0,9,3,7,6,4,0,28,0,0,7,45,8,9,6,3,3,74,0,0,9,3,3,5,0,0,0,17,0,0,6,43,0,0,0,0,0,56,0,0,10,40,6,10,10,8,0,83,0,19,109,790,147,78,56,17,3,1209,0,0,3,37,3,6,3,0,0,57,0,4,5,42,0,0,3,0,0,58,0,0,6,5,4,0,3,0,0,20,4,3,7,142,19,7,3,3,0,183,0,0,0,44,4,30,27,19,19,145,0,0,7,123,22,19,28,17,3,217,3,11,27,97,11,6,6,5,0,172,4,0,29,177,25,29,23,8,4,298
SED26903,0,4,0,57,17,19,3,3,6,102,0,9,18,103,82,163,346,533,213,1455,0,8,0,14,3,0,0,0,0,28,3,0,4,28,4,0,0,0,0,43,3,4,12,59,82,63,47,29,4,311,0,9,35,117,23,22,14,5,0,230,0,0,0,4,8,20,34,30,15,109,0,4,7,34,6,16,3,5,0,63,0,0,0,9,0,0,0,0,0,8,0,12,68,254,9,4,0,0,0,339,0,0,0,8,4,3,3,9,3,32,3,21,30,242,65,22,15,4,0,402,0,0,0,7,3,0,0,3,0,22,9,19,47,164,5,3,0,0,0,251,0,0,0,8,5,0,0,0,0,20,3,17,18,127,24,21,17,0,0,221,0,0,3,14,3,12,3,0,3,37,0,4,0,20,17,16,12,9,5,80,4,0,3,27,13,0,3,0,0,49,0,0,6,40,3,9,0,0,0,65
SED27003,0,7,0,187,22,9,9,3,3,234,0,4,9,92,18,40,40,40,29,273,0,0,6,34,11,0,3,0,0,61,0,0,8,48,3,3,0,0,0,65,0,0,0,6,4,3,3,0,0,16,5,5,37,165,28,22,18,5,3,282,0,0,0,3,3,5,7,7,0,25,0,0,3,15,0,0,0,0,0,22,0,0,3,0,3,0,0,0,0,12,0,0,14,15,0,0,0,0,0,29,0,0,0,37,9,12,14,0,3,68,3,6,79,768,138,79,36,4,5,1118,0,0,0,30,9,4,4,0,0,43,3,4,10,23,0,0,0,0,0,41,0,0,0,5,10,3,4,0,0,18,0,7,13,78,12,5,3,3,0,119,0,0,0,22,6,12,3,5,0,52,0,4,9,104,24,21,19,11,0,189,3,0,11,72,4,9,0,0,0,98,0,0,14,117,8,11,6,0,0,155
SED27101,0,3,5,32,16,8,11,12,0,90,0,0,0,10,21,35,57,74,28,235,3,7,0,10,5,5,0,0,0,32,0,19,19,71,22,6,0,0,0,138,0,0,0,9,0,0,0,0,0,10,26,41,45,196,61,51,26,14,7,464,0,0,0,0,3,3,19,5,0,31,0,0,3,10,6,7,0,0,0,35,0,58,92,204,52,16,9,3,0,433,0,4,14,62,0,0,0,0,0,86,0,0,0,8,12,15,33,16,12,94,4,24,23,156,66,64,23,12,0,386,0,3,0,14,6,3,12,4,0,37,8,9,17,87,3,0,0,0,0,124,0,0,0,10,6,0,0,0,0,16,3,7,10,56,14,9,7,3,0,108,0,0,0,9,10,14,11,9,5,65,0,3,0,23,21,24,28,28,3,130,8,14,18,30,8,7,4,0,0,88,0,7,17,71,39,18,4,5,0,165
SED27208,0,7,0,7,3,7,8,3,0,39,0,0,0,3,7,13,22,14,7,60,0,0,0,3,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,6,0,0,0,4,3,3,0,0,0,7,3,0,0,4,4,7,0,0,0,16,0,0,0,3,4,16,23,9,0,51,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,4,6,29,81,30,12,166,0,11,13,86,57,65,42,18,5,287,0,0,0,0,0,7,7,6,0,17,0,0,0,12,6,0,0,0,0,24,0,0,0,3,0,0,0,0,0,5,0,21,11,36,11,0,0,0,0,80,0,0,0,5,3,0,8,0,0,10,0,4,0,8,10,27,38,19,0,111,0,0,0,0,3,0,0,0,0,3,0,5,3,22,5,7,9,0,0,47
SED27305,0,9,3,12,11,17,6,8,4,71,0,0,3,9,45,71,82,72,19,290,0,5,3,4,3,0,0,0,0,17,0,9,10,39,12,3,0,0,0,76,0,0,0,13,18,19,11,0,0,60,3,26,62,163,93,123,53,16,7,552,0,0,0,0,0,15,6,7,0,29,0,3,3,17,25,29,22,8,0,107,0,0,7,7,3,4,0,4,0,21,0,0,0,10,0,4,0,0,0,11,0,0,0,3,11,23,31,36,9,116,3,45,49,96,68,44,21,5,0,331,0,0,0,5,3,8,4,4,0,29,0,3,3,13,14,3,0,0,0,34,0,0,0,0,3,0,0,0,0,3,0,13,17,69,41,36,16,0,0,187,0,0,0,31,19,40,25,0,3,108,0,0,3,11,20,41,27,14,0,119,0,22,19,33,21,28,10,4,0,142,0,15,20,60,48,50,26,3,3,216
SED27406,0,5,14,67,28,15,16,10,5,159,0,6,3,28,24,24,56,37,16,195,0,4,10,13,7,3,0,0,0,51,0,6,5,15,5,0,0,0,0,36,0,0,0,8,8,13,3,0,0,28,0,0,3,30,15,16,12,3,0,77,0,0,0,0,0,6,8,5,0,23,0,0,0,11,8,4,0,0,0,25,0,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,6,0,19,3,15,20,14,29,18,4,111,4,37,57,178,123,85,44,13,8,534,0,0,0,20,10,8,4,3,0,42,0,0,0,8,0,0,3,0,0,17,0,0,0,5,7,0,0,0,0,14,0,8,10,30,10,3,0,0,0,52,0,0,0,14,13,12,24,5,6,84,0,10,13,56,70,47,36,23,8,284,4,15,7,14,3,3,0,0,0,44,3,24,35,114,80,39,22,7,0,333
SED27504,0,9,0,11,3,8,5,3,0,38,0,0,3,7,22,62,145,132,43,414,0,0,0,9,0,0,0,0,0,8,0,0,3,10,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,4,3,6,11,54,13,11,0,0,0,103,0,0,0,0,0,10,5,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,3,0,0,0,15,0,0,8,6,7,15,47,28,9,118,12,51,71,102,75,53,42,14,4,419,0,0,0,4,0,4,11,3,0,23,0,35,15,68,15,5,0,0,0,139,0,0,0,0,5,3,0,0,0,7,4,24,23,74,3,4,0,0,0,134,0,0,0,3,3,3,0,0,3,13,0,0,3,15,8,16,28,15,0,84,0,0,0,3,6,0,0,0,0,10,0,12,12,19,17,3,3,3,0,78
SED27608,0,12,10,24,15,12,14,3,3,82,0,0,0,15,23,28,48,33,11,154,0,0,3,10,7,0,0,0,0,20,0,11,8,12,4,0,0,0,0,28,0,0,3,7,7,3,3,3,0,24,0,6,16,29,18,17,8,3,0,95,0,0,0,0,3,7,12,5,0,26,0,0,5,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,12,0,4,3,9,9,29,66,36,10,161,7,33,48,140,69,53,25,8,0,385,0,3,3,3,0,11,19,8,4,54,0,7,11,19,0,3,0,0,0,45,0,3,0,4,4,3,0,0,0,17,0,4,17,30,10,4,0,0,0,63,0,0,0,4,3,8,10,3,3,25,0,3,12,18,34,33,42,27,8,185,0,3,7,7,8,3,5,0,0,39,5,14,28,52,39,22,13,6,0,172
SED27708,0,3,0,17,10,5,7,5,3,57,0,0,3,4,3,3,9,5,5,30,0,0,0,7,0,0,0,0,0,9,0,0,29,42,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,3,0,3,5,15,0,8,3,0,0,34,0,0,0,0,3,0,8,3,0,19,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,3,18,57,28,13,123,3,41,36,107,85,76,36,8,0,392,0,0,0,3,5,8,15,3,0,33,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,14,9,36,6,0,0,0,0,74,0,0,0,0,0,6,0,0,0,8,0,0,4,12,11,27,23,15,3,89,0,0,5,0,0,3,0,0,0,10,0,7,9,17,16,8,0,0,0,60
SED27807,0,0,0,17,3,0,11,4,3,32,0,0,3,17,23,119,142,140,65,512,0,3,0,5,0,0,0,0,0,11,0,0,6,12,0,3,0,0,0,20,3,3,9,43,53,34,20,15,0,184,28,32,12,61,11,12,14,0,0,179,0,0,3,15,43,249,443,234,42,1029,0,0,0,17,3,0,3,0,0,32,5,59,88,245,34,10,3,3,0,452,3,7,69,121,4,0,0,0,0,204,0,0,0,3,0,11,20,7,5,47,32,133,173,172,57,34,6,0,0,613,0,0,0,3,0,8,4,7,3,23,9,19,181,567,19,8,4,0,0,806,0,9,3,13,5,0,0,0,0,29,10,63,92,254,121,86,56,17,0,689,0,0,0,24,14,56,38,21,27,179,0,0,0,6,13,14,24,4,3,65,0,0,4,8,0,11,0,0,0,28,0,0,0,12,3,0,3,0,0,20
SED27907,0,7,5,36,12,16,10,11,7,100,0,0,9,21,41,123,210,97,40,533,0,0,0,6,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,9,0,51,33,51,12,10,4,176,0,3,11,20,7,3,12,3,0,57,0,0,0,10,11,48,98,41,5,209,0,0,3,10,4,5,0,0,0,24,0,0,0,0,3,0,0,0,0,5,0,0,0,14,0,0,0,0,0,18,0,0,0,3,10,10,31,12,7,79,3,66,66,166,96,60,31,11,0,503,0,0,0,4,4,9,12,8,0,35,0,3,6,35,3,4,0,0,0,64,0,0,0,13,5,0,0,0,0,18,4,20,29,68,28,25,11,3,0,188,0,0,0,9,7,15,12,3,7,42,0,3,6,20,33,44,45,32,4,179,0,0,4,7,3,4,5,0,0,26,0,9,10,29,25,13,8,3,0,97
