SED_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
SED27305,27303,27922,55229,1541,1462,3005,3791,3468,7262,2235,2089,4330,2119,1998,4121,3054,3201,6256,3540,3909,7448,4325,4849,9169,3603,3497,7107,1934,2079,4015,932,1060,1994,224,308,532,26373,27004,53370,932,923,1855,106,94,193,8,4,5,0,0,0,107,100,206,18163,18201,36362,8096,8681,16772,19362,19487,38854,7036,7570,14609,23860,24205,48068,306,321,629,3569,3312,6883,1876,1796,3671,910,918,1828,597,932,1532,12195,13655,25847,3184,3006,6188,3381,2975,6354,1300,1240,2547,763,909,1676,138,170,309,26161,26852,53016,689,675,1361
SED27406,27891,30704,58593,1498,1598,3097,3712,3747,7460,1746,1672,3414,1541,1477,3022,2759,3051,5804,3703,4259,7967,4437,4791,9236,3608,3882,7491,2705,3116,5827,1413,1716,3124,759,1394,2162,26484,29374,55855,1406,1330,2736,54,60,122,11,6,13,0,0,0,70,68,137,19449,21232,40682,6911,7823,14737,22726,24689,47413,3732,4503,8234,23793,26253,50044,383,418,802,3490,3509,6997,1514,1501,3020,797,763,1564,642,1057,1701,15172,16634,31801,2361,2595,4959,2106,2488,4593,858,998,1854,617,886,1505,69,96,164,25724,28339,54059,1404,1754,3156
SED27504,34181,34979,69152,2296,2218,4513,4790,4368,9155,2444,2231,4681,1977,1906,3888,4065,4276,8342,3949,4190,8138,4492,4667,9153,4251,4430,8685,3415,3491,6906,1877,2117,3997,620,1077,1702,32143,32952,65093,2033,2027,4059,1071,1111,2183,33,31,57,35,30,64,1138,1162,2307,26191,26952,53143,4928,4927,9854,26745,27532,54274,4712,4736,9452,29010,29870,58873,352,357,707,4241,3890,8135,1721,1671,3394,362,514,879,537,1195,1735,8676,11104,19777,4407,4295,8700,5574,5099,10670,2724,2285,5012,2339,2165,4506,415,378,789,30748,31325,62073,2937,3054,5989
SED27608,33900,35508,69402,2543,2249,4789,4752,4502,9257,2256,2266,4520,2614,2296,4914,4200,4442,8639,4583,4901,9489,4221,4586,8805,3708,4093,7806,2966,3272,6241,1487,1818,3309,555,1082,1635,31904,33691,65590,1998,1815,3814,251,238,495,9,8,16,0,3,3,260,247,512,26978,28584,55566,5149,5106,10252,29432,30928,60365,2815,2837,5650,29897,31701,61596,497,479,978,4467,4201,8662,1854,1887,3737,1300,1261,2563,962,1393,2358,14488,16399,30888,4182,3995,8177,3732,3781,7514,1446,1545,2991,962,1043,2011,68,72,135,30936,32270,63201,2035,2499,4539
SED27708,30613,32095,62713,1807,1750,3558,4039,3847,7884,2048,1976,4032,1850,1699,3552,3235,3445,6678,3554,3831,7389,4210,4565,8770,4276,4515,8789,3346,3414,6760,1643,1983,3626,590,1068,1661,28466,30116,58579,2149,1980,4127,554,546,1101,13,6,23,16,12,26,584,563,1148,25624,26828,52455,2375,2560,4932,27304,28637,55944,1030,1103,2134,27119,28554,55672,310,273,586,3634,3500,7137,1381,1440,2823,321,456,781,460,1075,1538,8413,11060,19472,4448,4525,8974,5050,4407,9457,2440,1992,4434,1806,1726,3533,80,73,152,27295,28602,55896,2638,2777,5411
SED27807,38027,37194,75221,2512,2384,4898,4013,3864,7877,2271,2165,4432,3493,2814,6309,7057,6214,13266,4772,4755,9533,4490,4380,8868,4136,4479,8616,3091,3191,6278,1700,2049,3743,493,907,1401,36732,36033,72759,1293,1168,2461,149,142,296,14,14,35,3,7,4,169,165,330,14707,14208,28921,20137,19958,40098,11189,10689,21876,24211,24124,48331,26954,27451,54405,366,351,714,3436,3336,6776,1721,1761,3483,1579,1329,2911,1518,2048,3564,16157,15168,31327,2770,2318,5090,3700,3423,7123,1784,1772,3560,2952,3823,6774,1054,1486,2539,35477,34656,70131,2550,2603,5158
SED27907,29639,30928,60566,1998,1905,3903,3761,3543,7301,1930,1819,3753,2033,1942,3978,4084,4193,8270,3979,4181,8165,3969,4378,8345,3603,3971,7575,2653,2939,5590,1246,1456,2701,382,603,980,28430,29794,58223,1205,1134,2340,236,210,448,16,20,33,6,10,11,257,235,494,21736,22479,44217,5959,6501,12461,23307,24038,47342,4729,5230,9960,25931,27130,53060,358,374,734,3449,3255,6705,1449,1447,2899,607,689,1301,648,1077,1722,10802,12746,23546,3732,3673,7408,4504,3993,8496,1657,1515,3176,1243,1459,2695,149,222,375,27712,28935,56639,1966,1984,3955
SED28007,37217,38231,75444,2613,2503,5117,5879,5775,11653,2888,2682,5567,2803,2593,5398,5248,5551,10796,5819,6303,12121,5287,5666,10957,3740,3828,7569,2017,1977,4002,707,899,1606,208,440,654,36287,37357,73637,929,878,1809,95,119,218,7,3,10,3,5,9,99,129,235,22180,22415,44594,13083,13764,26851,19292,19249,38543,16224,17221,33438,31735,32395,64133,506,496,1004,5397,5321,10713,2334,2288,4623,1176,1150,2326,815,1278,2093,16167,17950,34116,3555,3111,6660,3861,3295,7150,1519,1318,2833,1560,1930,3490,349,496,841,35446,36321,71767,1466,1673,3141
SED28107,48959,47644,96602,5227,4921,10147,7405,7001,14403,2941,2785,5728,3262,2899,6156,9822,10496,20316,8557,7442,16001,5250,5249,10495,3669,3779,7449,1974,2054,4033,699,786,1488,147,242,390,47648,46500,94149,1306,1146,2453,373,241,612,13,7,20,3,11,13,385,263,650,23783,23043,46821,22486,21935,44421,21844,21633,43476,23491,23490,46988,35149,34074,69222,763,737,1498,6604,6281,12887,2262,2249,4507,1274,1187,2457,1584,2363,3942,21513,22187,43704,3502,3320,6820,4634,4202,8834,1764,1693,3458,1261,1563,2827,322,492,811,45465,45350,90813,3070,2014,5089
SED28203,34246,34387,68632,2794,2598,5384,4146,3945,8093,1894,1779,3672,2229,2128,4354,6058,6089,12140,5055,4765,9819,3855,3791,7646,3064,3580,6643,2838,3133,5969,1840,2026,3867,477,554,1032,33295,33457,66752,955,927,1876,185,207,394,4,6,11,15,19,32,203,228,433,15530,15297,30825,16230,16539,32772,10519,10268,20794,21860,22262,44122,26484,26682,53168,467,432,905,3664,3505,7168,1438,1421,2863,919,871,1787,1086,1484,2573,13898,14057,27959,2361,2166,4530,3288,2828,6113,1631,1482,3117,3120,3868,6988,783,1141,1925,32606,32710,65312,1638,1726,3366
SED28301,29480,30799,60281,1570,1331,2903,4031,3755,7783,2321,2172,4494,2082,1788,3872,2865,2925,5794,3415,3968,7384,4445,4879,9323,3775,4055,7830,2791,3144,5935,1606,1822,3432,575,948,1523,28304,29636,57943,1171,1162,2337,55,58,106,10,6,18,0,0,0,65,62,124,18429,18692,37120,9869,10818,20687,18895,19119,38011,9515,10536,20052,24856,25748,50606,402,337,739,3839,3579,7418,2078,1955,4032,1114,1027,2147,772,1137,1909,15183,16276,31466,2699,2702,5393,2589,2612,5200,1149,1224,2370,941,1252,2196,178,281,455,27788,28930,56715,1031,1366,2401
SED28408,27348,29952,57294,1833,1641,3479,3583,3497,7080,2028,1884,3907,1886,1947,3834,3509,3673,7176,3205,3543,6744,3543,4001,7546,3239,3721,6957,2617,3029,5643,1433,1952,3387,479,1073,1546,25643,28216,53857,1708,1737,3442,365,420,788,17,19,35,6,8,20,393,446,841,22987,25099,48088,2561,2879,5442,24179,26546,50733,1529,1655,3183,24540,26912,51449,361,366,728,3315,3210,6523,1473,1456,2924,567,730,1293,722,1127,1850,9506,11644,21151,3480,3594,7067,3955,4053,8006,1869,1811,3679,1270,1551,2823,81,74,152,24732,26953,51685,2188,2453,4635
SED28507,34811,35756,70567,2954,2706,5658,4938,4684,9621,2186,2055,4244,2369,2366,4737,5669,6081,11754,5011,5080,10088,4379,4487,8864,3592,3870,7463,2353,2512,4867,1038,1312,2348,320,599,922,33572,34549,68119,1242,1207,2455,374,424,800,10,8,19,9,7,16,385,439,829,21622,22024,43649,10941,11375,22317,22903,23483,46388,9830,10170,20003,27623,28177,55794,413,427,836,4446,4202,8650,1611,1642,3249,715,819,1533,973,1608,2583,12182,13946,26130,3734,3546,7284,4834,4309,9146,2107,1930,4039,1628,1952,3580,321,460,782,32654,33382,66031,1954,2131,4084
SED28607,34829,36236,71068,2776,2538,5321,4217,4079,8294,1808,1617,3425,2018,1846,3860,5401,5627,11025,5963,6355,12318,4982,5174,10156,3528,3683,7215,2098,2422,4516,1405,1877,3278,630,1031,1659,33438,34910,68352,1394,1323,2719,156,149,308,8,17,20,3,0,5,169,169,337,23497,24150,47648,9130,9792,18925,24446,25022,49462,8464,9245,17705,29151,30594,59748,561,509,1074,3894,3777,7670,1472,1362,2831,899,887,1790,1184,1825,3010,17074,18931,36000,2850,2320,5177,2867,2398,5265,1144,1111,2258,1536,2134,3670,323,520,848,32419,33721,66141,1970,2126,4094
SED28704,39363,40517,79880,3639,3590,7225,6415,5916,12334,2677,2455,5139,2271,2359,4635,5885,6544,12433,6009,6395,12410,5159,5406,10568,3777,3996,7768,2445,2603,5047,880,895,1773,208,353,558,37923,39171,77099,1441,1344,2785,381,384,766,7,19,29,13,11,24,400,413,810,30391,31353,61742,6709,6754,13463,31746,32538,64281,5613,5874,11482,34609,35455,70067,741,725,1469,5923,5443,11369,2060,1980,4040,748,813,1564,798,1475,2275,14111,17388,31497,4699,4212,8907,5265,4349,9623,2046,1760,3812,1126,1126,2257,110,130,240,37006,38083,75088,1720,1879,3595
SED28803,44534,44630,89162,4219,3808,8032,7124,6800,13919,3279,3204,6476,3352,3243,6594,7378,7981,15361,6694,6718,13409,5730,5961,11695,3902,3876,7779,1986,1969,3953,721,782,1505,159,277,439,43389,43568,86957,1148,1064,2206,271,291,554,22,16,36,3,5,10,292,306,598,24512,24799,49306,17694,17460,35157,19851,19846,39695,22609,22739,45347,35475,35535,71004,673,637,1311,6412,6087,12501,2511,2645,5158,1209,1254,2461,1191,1919,3108,17826,19236,37065,3797,3652,7448,4797,4136,8936,2230,1871,4101,2035,2273,4311,605,889,1494,42483,42563,85049,1821,1843,3658
SED29494,4331,3238,7565,215,163,379,173,197,367,180,178,357,447,453,898,1052,795,1848,813,479,1295,628,347,975,460,352,816,283,204,482,72,49,121,9,28,38,0,0,0,4331,3238,7565,146,102,247,13,7,16,3,6,11,160,117,279,2581,1804,4389,1057,952,2011,2372,1835,4201,698,692,1393,2454,1897,4355,22,15,37,113,145,259,68,85,158,102,136,242,131,161,299,1345,1347,2698,379,247,627,475,301,776,257,143,404,155,82,238,43,42,85,0,0,0,0,0,0
SED29797,28,4,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,11,0,11,5,0,5,0,0,0,0,0,0,0,0,0,20,4,26,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,6,4,6,18,0,18,7,4,10,25,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,4,0,4,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,310,38,349
