SED_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED25302,1068,992,1783,3284,3769,2488,712,53,5,14154,798,163,432,746,737,1408,3343,2279,1124,11018,68,60,92,172,177,182,254,165,106,1279,1933,1213,2306,4200,4682,4078,4305,2501,1235,26445,244,954,2331,3903,4875,2890,532,43,7,15781,1400,942,909,2144,2231,1821,935,136,14,10524,53,36,164,197,158,196,91,7,0,908,34,49,65,93,91,68,38,7,4,437,1725,1982,3471,6331,7357,4969,1593,199,25,27652,62,101,103,103,139,107,11,0,0,624,249,63,44,86,79,98,39,3,0,652,312,163,144,188,218,205,50,7,0,1276,2038,2143,3615,6519,7578,5171,1641,204,25,28929,1718,354,590,950,1051,2092,5713,4135,1808,18398,141,113,203,325,379,378,431,317,150,2432,3899,2610,4399,7796,9006,7637,7783,4651,1979,49765
SED25402,1001,1464,2853,2754,3043,2265,405,46,5,13839,766,467,1028,820,1038,1896,2599,1693,815,11121,134,180,323,255,310,315,286,250,154,2210,1898,2110,4208,3835,4394,4473,3281,1992,973,27168,303,1433,3539,3209,3713,2626,393,32,9,15256,1196,976,1574,1752,1861,1610,509,75,8,9560,50,84,273,178,219,290,66,10,3,1176,46,87,95,74,80,87,32,5,7,516,1594,2582,5479,5204,5873,4623,997,127,24,26503,175,324,405,320,294,276,13,0,0,1798,231,122,153,148,94,115,17,0,0,887,406,449,558,466,386,392,29,5,0,2685,1999,3028,6036,5671,6259,5013,1026,130,26,29192,1641,792,1393,1232,1662,3120,4894,3040,1292,19072,266,359,621,504,631,667,563,424,233,4268,3917,4174,8054,7410,8553,8802,6481,3596,1546,52532
SED25501,782,1396,2661,3057,3460,1999,462,52,10,13882,1295,632,703,1094,1056,1426,2367,2277,912,11773,61,79,139,138,146,107,115,149,104,1037,2140,2109,3503,4291,4665,3539,2947,2478,1025,26686,56,864,3654,3996,4747,2648,402,36,5,16412,992,1592,1387,1672,1847,1385,596,128,22,9619,52,63,186,128,120,116,55,10,3,735,33,63,114,75,95,54,16,12,4,478,1131,2586,5344,5872,6816,4203,1068,189,34,27241,32,128,256,230,215,121,11,0,0,995,292,280,165,168,148,86,13,0,0,1148,326,405,422,401,358,204,27,0,0,2141,1455,2991,5770,6270,7171,4410,1096,190,32,29386,2960,1405,1108,1372,1486,2178,4049,4068,1621,20250,131,176,272,284,288,233,212,243,158,1998,4545,4572,7150,7926,8949,6818,5354,4505,1814,51632
SED25605,646,1335,3145,2879,2835,1936,470,37,6,13285,967,520,1136,942,1005,1713,2767,1823,941,11814,58,80,200,164,173,160,180,135,132,1289,1663,1939,4479,3981,4017,3816,3420,1994,1086,26382,71,1030,4508,4034,3993,2545,502,30,5,16715,818,1442,1756,1673,1549,1346,576,83,7,9248,28,43,202,127,85,119,55,11,3,670,24,81,174,104,103,69,30,10,4,595,934,2598,6638,5942,5731,4085,1156,133,18,27233,41,152,368,221,222,144,10,0,0,1160,265,236,162,109,115,71,22,9,0,987,310,386,525,326,335,214,34,7,0,2146,1244,2985,7166,6269,6069,4296,1193,135,18,29378,2125,1089,1645,1374,1532,2556,4949,3468,1482,20220,121,193,436,347,361,320,337,260,196,2577,3495,4261,9247,7992,7965,7176,6479,3867,1692,52178
SED25704,957,1026,2193,2530,3245,2581,563,86,15,13202,793,299,758,670,714,1475,2797,2075,1049,10626,137,118,263,258,323,350,362,303,181,2302,1889,1443,3208,3461,4283,4408,3728,2466,1248,26133,434,1355,2930,3113,4022,3128,608,98,14,15698,1119,654,1204,1562,1888,1881,703,136,15,9175,70,61,221,168,224,342,101,14,0,1202,72,69,80,88,115,119,43,32,10,625,1694,2142,4434,4933,6242,5477,1454,276,45,26699,106,133,159,147,185,111,5,0,0,845,130,55,96,78,69,77,9,0,0,521,237,186,257,224,254,190,16,0,0,1365,1936,2324,4688,5158,6496,5666,1468,279,48,28069,1741,485,1010,992,1191,2463,5267,3800,1650,18595,254,254,515,544,670,692,716,559,323,4533,3924,3064,6215,6693,8363,8824,7452,4635,2019,51193
SED25802,1004,1364,2586,2750,3477,2622,550,92,9,14465,915,339,879,895,964,1826,3121,1719,782,11448,104,131,215,251,311,358,309,224,136,2040,2029,1835,3686,3898,4749,4808,3986,2041,931,27956,437,1478,3406,3338,4226,3036,607,92,21,16636,1153,911,1433,1797,2175,1963,712,128,14,10293,41,68,276,170,241,311,80,18,0,1210,69,56,98,99,127,110,45,13,6,623,1703,2511,5219,5408,6772,5418,1441,253,44,28768,115,206,190,183,205,180,9,0,0,1091,234,102,108,92,103,124,25,0,0,786,345,312,301,274,301,301,31,6,0,1879,2046,2827,5514,5687,7077,5724,1473,260,42,30649,1928,574,1167,1271,1456,2931,5715,3273,1202,19514,210,247,443,489,635,683,615,400,228,3955,4184,3647,7123,7446,9163,9334,7801,3938,1472,54113
SED25905,1072,1809,3175,3010,3564,2298,276,21,0,15218,1151,509,1207,1196,1254,1741,1972,1165,629,10825,79,109,192,154,194,173,119,91,42,1141,2299,2432,4568,4358,5004,4210,2359,1277,675,27187,272,1695,4652,4156,4909,3169,404,16,5,19278,1232,1524,1620,1791,1973,1504,361,35,0,10041,60,68,226,169,142,150,48,0,0,867,44,101,190,128,129,85,15,7,4,706,1604,3385,6686,6245,7155,4912,832,59,7,30891,98,247,332,255,238,170,11,0,0,1349,411,217,143,135,114,99,19,0,0,1149,512,461,477,391,348,269,28,3,3,2494,2120,3851,7160,6634,7508,5177,868,60,9,33386,2555,955,1587,1587,1757,2669,3611,2151,961,17835,166,231,394,319,381,339,230,174,73,2304,4838,5038,9143,8546,9642,8185,4705,2380,1046,53525
SED26005,1500,2035,3594,4804,4350,2093,254,19,3,18654,1618,639,1653,1764,1290,1501,1692,759,257,11174,113,137,279,287,254,178,128,81,21,1484,3235,2808,5527,6850,5898,3774,2074,857,281,31308,366,1998,4994,6815,6415,3125,320,11,7,24054,1764,1668,1902,2770,2317,1302,332,42,0,12087,76,92,283,216,200,144,37,0,0,1056,39,124,189,173,132,85,15,3,0,765,2243,3887,7372,9975,9065,4654,702,56,6,37964,138,293,387,335,265,155,12,0,0,1590,636,300,162,194,130,89,15,3,0,1522,775,592,546,532,399,242,25,6,0,3114,3015,4483,7915,10502,9465,4901,724,59,5,41077,3469,1165,2118,2242,1806,2343,3090,1419,406,18055,237,272,574,577,521,373,249,150,34,2986,6724,5917,10607,13323,11794,7617,4058,1632,450,62117
SED26102,698,852,1778,2295,2882,2583,705,75,10,11883,527,191,562,688,773,1875,4032,2572,1180,12387,63,66,153,203,236,300,362,358,243,1985,1293,1110,2493,3179,3895,4759,5094,3006,1431,26255,176,873,2187,2608,3263,2473,564,45,10,12205,915,716,1106,1615,1971,2207,1025,143,18,9718,60,57,154,144,181,268,132,20,0,1019,48,59,75,91,85,89,41,11,3,516,1202,1703,3524,4466,5505,5048,1764,219,39,23464,50,65,98,157,154,143,13,0,0,682,155,44,61,87,80,123,41,7,0,586,206,110,160,241,235,263,51,7,0,1274,1409,1816,3682,4705,5739,5313,1814,229,39,24735,1135,342,778,1003,1296,3029,7262,4935,2062,21851,156,144,293,395,477,549,697,640,393,3744,2691,2300,4753,6099,7522,8886,9768,5804,2493,50326
SED26207,772,1342,2862,3146,3426,2064,448,36,4,14106,754,224,603,805,714,1381,2773,2126,898,10273,65,67,186,172,149,177,221,200,147,1396,1592,1629,3656,4127,4289,3623,3444,2365,1051,25773,135,1107,4056,4228,4626,2623,465,31,0,17269,1051,1291,1147,1815,1791,1377,558,70,6,9112,37,70,294,201,139,152,47,5,0,941,33,69,114,101,118,96,25,13,4,579,1250,2538,5604,6340,6679,4251,1097,124,10,27902,42,114,204,159,164,96,4,0,0,783,200,132,83,106,97,67,9,0,0,693,250,243,289,265,255,165,16,0,0,1481,1496,2781,5896,6612,6937,4412,1112,126,10,29383,1803,519,889,1062,1107,2006,4765,3843,1508,17503,121,137,379,340,329,318,442,359,225,2655,3423,3439,7163,8012,8367,6738,6323,4330,1746,49537
SED26303,629,1786,5735,4637,3821,1955,314,38,4,18925,655,439,746,815,712,983,1530,1472,706,8058,70,139,489,355,251,182,136,135,126,1884,1357,2369,6977,5808,4784,3118,1975,1647,837,28877,66,1124,7233,5799,4635,2256,311,29,9,21463,778,1715,2750,2608,2236,1308,347,42,8,11788,27,67,307,319,173,119,27,4,0,1047,21,78,153,110,87,54,14,6,3,533,888,2983,10445,8835,7128,3741,702,82,18,34822,38,149,311,241,165,110,3,3,0,1015,248,182,186,124,111,77,24,3,0,952,283,326,497,360,280,185,24,9,0,1968,1174,3312,10946,9196,7405,3926,728,92,18,36788,1454,835,1193,1188,1183,1708,2706,2547,1130,13945,144,272,931,732,515,355,264,266,185,3657,2774,4420,13071,11117,9104,5989,3695,2901,1328,54386
SED26406,977,2226,5087,3646,3285,1862,392,40,9,17521,1317,2201,1543,911,711,1162,1865,1634,876,12218,94,206,372,194,171,146,128,153,144,1616,2394,4637,7001,4747,4171,3168,2391,1824,1032,31352,84,1043,6837,5370,4283,2307,342,27,10,20297,1053,2164,2602,1994,1864,1268,475,66,9,11493,55,119,307,219,134,130,39,7,0,1007,60,92,169,115,82,43,23,10,15,600,1246,3413,9913,7696,6367,3752,875,106,25,33396,30,187,475,229,193,131,9,0,0,1254,498,726,361,142,115,65,18,5,0,1942,527,913,842,369,313,194,28,5,0,3193,1774,4330,10755,8065,6677,3944,910,111,26,36592,2743,4402,2526,1254,1088,1899,3258,2837,1400,21406,190,418,790,457,364,288,236,269,219,3233,4709,9148,14069,9778,8129,6124,4401,3218,1649,61228
SED26504,874,897,1916,2465,3002,2496,533,93,20,12292,563,248,587,607,631,1486,2873,1915,915,9836,119,85,208,226,294,306,374,267,272,2150,1559,1233,2713,3297,3924,4288,3777,2278,1209,24276,362,1042,2460,2836,3712,2828,531,104,12,13893,1043,594,1080,1614,1805,1804,654,97,23,8717,72,93,176,187,210,297,83,26,4,1155,62,68,96,92,108,80,36,26,3,570,1536,1787,3816,4723,5838,5014,1305,261,48,24335,61,124,138,126,134,124,7,0,0,724,110,48,66,68,61,93,23,0,0,474,173,174,212,193,198,218,27,0,0,1201,1713,1958,4026,4921,6033,5233,1329,261,53,25533,1269,404,808,892,1073,2509,5374,3562,1490,17381,235,191,400,465,568,653,689,500,409,4111,3218,2559,5233,6281,7678,8402,7388,4319,1957,47024
SED26603,735,1828,5250,4276,3403,1846,271,31,3,17646,857,584,1361,1235,1034,1408,1978,2194,1386,12037,75,146,396,348,263,211,178,194,112,1931,1670,2558,7014,5860,4703,3462,2430,2422,1498,31613,120,1382,7333,5840,4589,2300,303,17,4,21902,849,1797,2726,2526,1906,1173,315,49,7,11344,35,62,393,299,152,123,27,3,0,1095,28,98,248,145,109,66,20,4,3,725,1029,3331,10708,8817,6748,3665,668,78,12,35060,90,246,481,303,221,130,5,3,0,1478,262,256,250,149,131,101,15,3,0,1159,354,501,727,450,354,228,19,3,0,2637,1383,3833,11431,9268,7105,3899,688,84,13,37704,1920,1086,1988,1717,1637,2281,3496,3682,2203,20010,168,296,864,714,522,405,330,333,194,3828,3472,5217,14285,11691,9263,6584,4514,4097,2413,61545
SED26708,849,958,2063,2594,3300,2623,712,99,24,13220,710,265,666,671,686,1511,2462,1694,855,9521,93,91,165,192,264,311,293,208,117,1733,1648,1316,2898,3457,4251,4452,3463,2001,997,24476,405,1194,2820,3231,4091,3082,771,120,26,15742,1047,729,1220,1793,2068,2018,831,136,30,9879,59,65,240,187,236,292,124,22,0,1226,65,62,96,100,116,108,48,30,5,634,1580,2044,4373,5315,6508,5507,1778,305,67,27478,80,104,121,117,146,111,4,0,0,686,107,41,57,68,61,69,15,3,0,422,187,145,176,182,208,179,16,4,0,1110,1769,2191,4551,5495,6719,5683,1793,310,64,28581,1600,430,881,936,1157,2553,4662,3029,1323,16574,192,181,371,419,554,629,574,394,190,3510,3557,2808,5811,6851,8424,8866,7033,3738,1570,48665
SED26806,478,2752,10274,4218,2665,1835,613,73,16,22918,624,807,1006,711,669,1083,1641,1317,712,8560,114,343,1266,535,384,318,253,179,149,3533,1216,3902,12542,5456,3708,3226,2511,1568,873,35009,98,2285,15443,6801,3981,2257,635,77,26,31598,479,1864,3258,1608,1203,1130,768,141,26,10485,33,101,474,246,118,87,46,8,4,1120,16,81,242,85,66,54,18,8,0,573,630,4333,19420,8747,5370,3530,1466,235,52,43777,21,148,487,281,216,117,18,0,0,1289,164,335,243,126,85,78,35,3,0,1069,186,479,738,408,296,196,52,4,0,2354,812,4810,20156,9154,5669,3725,1516,244,52,46128,1227,1463,1575,1054,1088,1743,2729,2241,1147,14283,226,621,2461,1164,783,633,518,322,220,6953,2267,6899,24198,11368,7538,6096,4769,2807,1420,67365
SED26903,614,1648,4574,3775,2964,1595,229,17,12,15427,707,581,1469,1164,1046,1480,2071,2001,1101,11619,100,169,455,310,321,248,226,242,219,2274,1419,2397,6499,5242,4329,3324,2526,2254,1331,29323,101,1055,6071,4881,3767,1980,260,13,6,18132,760,1652,2624,2280,1724,1126,280,23,9,10466,24,72,297,230,132,97,27,3,0,882,33,84,190,123,95,80,17,7,7,634,919,2874,9179,7514,5715,3274,582,50,20,30117,60,203,482,319,270,168,6,0,0,1501,229,270,282,174,129,81,4,3,0,1182,291,466,762,493,402,246,10,3,0,2681,1208,3341,9942,8003,6114,3520,593,49,20,32798,1540,1139,2309,1740,1712,2481,3584,3484,1773,19769,192,338,979,663,623,487,407,409,312,4409,2943,4818,13229,10410,8455,6488,4582,3944,2111,56979
SED27003,486,2375,9795,4457,2839,1869,496,36,6,22352,541,504,963,845,717,1121,1504,1070,436,7694,85,303,1099,514,364,334,223,146,71,3140,1111,3181,11855,5816,3917,3324,2221,1247,514,33178,68,1822,14713,6823,4090,2245,461,30,11,30255,555,1797,3225,1835,1398,1186,579,51,12,10638,18,86,489,347,137,99,35,5,0,1212,19,79,211,124,77,40,25,3,3,583,658,3774,18640,9135,5699,3565,1101,87,23,42686,28,157,457,302,252,138,12,3,0,1340,147,264,255,143,111,94,22,3,0,1045,180,424,712,441,363,229,37,5,0,2386,841,4197,19350,9577,6055,3801,1139,94,23,45077,1106,944,1532,1303,1309,1912,2614,1851,704,13270,193,573,2156,1088,779,644,428,255,116,6231,2136,5715,23041,11966,8145,6353,4182,2195,842,64577
SED27101,827,1288,3797,3737,3219,2074,456,36,5,15430,730,328,984,981,772,1205,2222,1650,813,9693,49,54,230,167,158,136,140,137,80,1137,1602,1670,5010,4881,4157,3413,2814,1821,895,26263,161,1058,5294,5142,4315,2405,383,16,3,18771,1056,1259,1788,2195,1841,1483,588,78,0,10280,45,60,297,231,125,146,43,6,0,958,15,55,124,102,96,56,21,11,0,478,1277,2426,7494,7670,6368,4096,1040,112,6,30488,46,139,280,191,192,120,12,3,0,978,263,147,151,143,95,61,13,9,0,877,308,282,429,331,288,177,24,6,0,1852,1585,2714,7925,8008,6653,4271,1060,122,6,32342,1632,646,1348,1320,1184,1925,3807,2904,1292,16058,99,111,411,323,320,248,244,214,134,2110,3316,3467,9687,9650,8153,6449,5111,3241,1428,50512
SED27208,814,955,1942,2332,3070,2469,605,73,23,12282,731,281,751,754,985,1971,3161,1936,1008,11579,95,90,175,216,272,323,346,280,171,1968,1642,1317,2868,3302,4322,4765,4114,2294,1204,25828,335,1050,2421,2882,3652,2884,620,91,20,13951,983,656,1193,1540,1855,1914,714,100,23,8984,49,59,212,168,209,317,114,22,3,1149,44,48,93,81,108,98,43,32,4,553,1411,1815,3917,4666,5824,5205,1496,246,63,24644,96,186,220,167,217,177,8,0,3,1073,125,51,74,84,87,84,24,0,0,520,219,234,289,254,306,254,36,3,3,1596,1630,2049,4204,4926,6129,5466,1532,247,64,26240,1552,558,1268,1459,1947,3680,6304,3749,1602,22111,196,173,343,409,556,681,715,517,262,3854,3376,2777,5812,6795,8638,9822,8549,4511,1929,52214
SED27305,1145,1654,2506,3035,3856,2173,289,21,3,14681,892,300,584,756,833,1209,1714,966,275,7516,57,51,117,111,165,113,81,70,31,792,2089,1998,3201,3909,4849,3497,2079,1060,308,22988,260,1517,3578,3968,5190,3162,349,12,6,18038,1472,1452,1162,1855,2057,1451,418,42,4,9903,66,77,200,167,146,157,33,4,0,845,38,52,73,83,87,57,15,8,0,420,1832,3095,5011,6072,7478,4830,816,68,6,29211,55,144,160,128,171,114,10,0,0,775,337,133,82,91,99,78,4,0,0,827,392,278,239,220,274,193,13,0,0,1604,2224,3374,5253,6286,7750,5025,836,68,6,30817,1987,619,773,925,1114,1829,3023,1809,479,12560,117,125,230,231,311,250,154,122,42,1584,4330,4121,6256,7448,9169,7107,4015,1994,532,44961
SED27406,828,1208,2427,3296,3849,2463,662,48,7,14782,783,205,464,771,746,1230,2292,1562,1221,9268,59,67,163,186,200,182,166,105,172,1306,1672,1477,3051,4259,4791,3882,3116,1716,1394,25359,103,894,3478,4352,5207,3023,559,37,3,17656,1094,1234,927,1763,2072,1762,892,115,13,9881,63,53,195,216,144,154,63,3,0,893,27,41,61,76,101,63,15,8,4,385,1278,2221,4663,6402,7522,5003,1531,165,26,28813,21,92,113,129,170,113,16,3,0,655,242,119,63,103,104,60,33,3,0,724,260,208,177,233,272,179,44,3,4,1384,1542,2429,4844,6636,7796,5179,1570,172,24,30192,1760,457,636,955,1012,1934,3927,2754,1879,15310,109,136,324,378,426,374,318,206,250,2535,3414,3022,5804,7967,9236,7491,5827,3124,2162,48037
SED27504,1169,1293,2848,2930,3411,2505,530,58,12,14758,930,478,1105,983,918,1583,2622,1834,890,11344,131,134,320,279,337,346,345,226,180,2287,2231,1906,4276,4190,4667,4430,3491,2117,1077,28394,415,1553,3861,3684,4362,3117,558,65,8,17629,1361,765,1498,1779,1889,1695,649,87,17,9729,63,90,269,194,208,287,84,14,7,1215,93,91,111,105,106,83,53,12,13,669,1925,2497,5732,5764,6567,5182,1351,178,39,29239,121,207,277,214,218,117,4,0,0,1163,280,105,111,112,94,82,11,0,0,792,405,317,390,322,313,194,15,0,3,1958,2333,2813,6127,6088,6881,5378,1365,184,36,31197,2066,800,1565,1489,1578,2625,4854,3397,1411,19784,281,276,655,560,698,682,679,418,252,4502,4681,3888,8342,8138,9153,8685,6906,3997,1702,55486
SED27608,1354,1807,3459,3822,3713,2455,487,27,10,17139,826,381,778,869,676,1477,2611,1616,961,10196,90,104,200,214,195,163,178,169,109,1419,2266,2296,4442,4901,4586,4093,3272,1818,1082,28756,209,1387,4561,4860,4677,2719,388,29,3,18838,1641,1792,1811,2525,2264,1950,689,83,10,12770,98,133,347,251,193,246,72,9,0,1362,51,83,114,90,81,51,10,9,6,488,2006,3400,6832,7729,7213,4965,1165,125,21,33450,70,134,172,139,157,119,4,0,3,781,365,228,132,99,84,77,18,4,0,1000,432,362,295,238,238,193,20,3,3,1779,2439,3761,7129,7964,7455,5155,1187,130,20,35232,1906,919,1117,1103,946,2310,4703,2891,1453,17355,181,237,392,418,406,345,348,286,162,2767,4520,4914,8639,9489,8805,7806,6241,3309,1635,55353
SED27708,1139,1259,2458,2859,3529,2598,495,78,11,14427,723,320,765,722,750,1604,2600,1666,906,10039,124,113,221,254,285,317,319,242,154,2036,1976,1699,3445,3831,4565,4515,3414,1983,1068,26500,395,1393,3143,3321,4202,2939,524,84,10,16004,1445,909,1441,1970,2154,1945,622,115,16,10612,59,93,288,221,279,308,82,10,11,1358,77,85,83,105,110,103,39,30,4,641,1973,2480,4957,5612,6748,5296,1271,240,31,28611,109,168,185,161,134,115,6,0,0,886,189,88,86,92,96,96,19,3,0,665,295,263,271,246,233,209,21,4,0,1545,2272,2740,5234,5856,6976,5510,1290,246,36,30160,1509,539,1009,1039,1194,2653,4839,2956,1402,17147,248,267,432,492,603,633,630,431,228,3961,4032,3552,6678,7389,8770,8789,6760,3626,1661,51264
SED27807,750,1824,3854,2898,2688,1811,235,15,0,14078,1286,817,1918,1542,1408,2391,2695,1844,780,14684,138,175,439,310,284,273,259,190,125,2188,2165,2814,6214,4755,4380,4479,3191,2049,907,30953,150,1366,5347,3897,3432,2266,310,7,0,16776,812,1970,2464,1690,1576,1284,295,31,0,10126,27,81,208,166,117,112,26,3,0,740,52,125,346,175,159,108,20,3,3,997,1051,3544,8370,5939,5285,3763,653,44,3,28639,114,348,646,455,429,272,16,0,0,2277,377,349,308,243,210,198,16,0,0,1691,490,693,952,698,640,469,30,0,0,3973,1534,4236,9319,6636,5927,4229,680,45,3,32611,2614,1632,2933,2270,2330,3849,5093,3347,1203,25266,282,443,1013,624,616,534,509,358,196,4570,4432,6309,13266,9533,8868,8616,6278,3743,1401,62454
SED27907,1007,1511,3195,3121,3371,2294,399,18,3,14914,743,314,767,861,805,1454,2339,1298,526,9109,69,120,232,205,204,218,206,133,67,1458,1819,1942,4193,4181,4378,3971,2939,1456,603,25483,277,1529,4552,4144,4455,2867,411,15,8,18255,1130,1149,1456,1826,1766,1500,513,34,3,9391,42,75,293,189,145,159,41,0,0,950,40,81,129,103,120,75,25,5,6,584,1488,2831,6438,6270,6494,4602,993,58,16,29178,114,209,224,200,191,136,7,0,0,1080,300,133,90,111,85,108,16,6,0,853,419,339,313,310,282,244,22,6,0,1928,1899,3177,6752,6576,6771,4844,1012,61,16,31111,1701,573,1050,1169,1154,2291,4202,2396,862,15391,155,231,474,423,418,438,376,241,103,2865,3753,3978,8270,8165,8345,7575,5590,2701,980,49360
SED28007,1315,1972,4032,4609,4216,1935,194,7,3,18291,1272,494,1254,1403,1212,1702,1660,801,344,10142,91,129,259,289,243,191,124,95,92,1517,2682,2593,5551,6303,5666,3828,1977,899,440,29946,266,1775,5715,6321,5794,2910,271,7,3,23050,1596,1716,1813,2570,2266,1257,290,14,3,11519,65,76,331,263,157,141,23,0,0,1047,50,103,192,191,176,82,13,4,0,818,1972,3670,8051,9337,8387,4387,595,27,8,36432,107,281,383,288,280,150,6,0,0,1502,503,233,182,190,139,96,12,0,0,1352,610,514,570,475,419,252,19,3,0,2857,2586,4185,8620,9813,8813,4640,609,26,8,39296,2786,968,1672,1739,1667,2559,3144,1424,507,16463,198,251,510,564,476,370,249,154,142,2914,5567,5398,10796,12121,10957,7569,4002,1606,654,58667
SED28107,1179,2050,6954,5189,3727,1929,236,10,3,21275,1478,712,2991,1891,1232,1649,1673,726,217,12573,129,134,555,356,286,197,144,48,25,1886,2785,2899,10496,7442,5249,3779,2054,786,242,35727,244,1652,9612,8444,5450,2772,279,10,5,28477,1356,1875,3518,2729,1875,1189,306,14,0,12859,45,79,490,297,194,141,19,0,0,1266,56,135,392,288,147,63,20,5,3,1109,1705,3739,14018,11758,7662,4157,630,37,12,43703,154,354,757,503,287,168,12,0,0,2230,475,356,414,252,143,105,17,0,0,1763,629,709,1169,751,428,276,28,0,0,3989,2332,4448,15189,12507,8087,4433,652,37,12,47700,3117,1422,4081,2703,1849,2611,3090,1334,343,20556,275,284,1050,785,556,405,283,119,35,3796,5728,6156,20316,16001,10495,7449,4033,1488,390,72051
