POA_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA3065,3,3,0,23,4,26,0,17,3,77,35,103,36,136,59,84,4,27,6,498,308,1144,148,239,206,138,25,58,34,2303,260,550,63,56,106,57,20,34,33,1188,164,342,39,39,62,39,17,38,13,754,88,207,19,23,42,22,14,27,7,445,36,60,8,8,18,0,3,7,3,140,3,4,4,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,3,898,2411,324,526,496,374,83,202,104,5427
POA3066,3,0,7,17,5,25,0,11,0,68,33,97,38,98,50,66,3,24,9,421,326,1083,202,209,224,147,19,55,34,2292,213,455,72,70,92,41,16,37,17,1018,106,214,31,35,65,22,18,35,13,544,52,109,30,24,31,18,4,21,3,287,15,28,4,3,11,3,3,4,3,69,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,749,1990,375,455,479,320,73,188,85,4711
POA3067,4,3,3,22,3,19,0,10,4,67,23,124,50,112,51,88,7,23,12,500,374,1247,183,201,262,176,25,66,40,2574,246,409,84,52,102,42,17,32,12,997,117,224,50,42,61,23,15,24,15,578,79,118,20,24,42,25,11,15,8,341,12,46,7,13,14,3,3,5,3,103,0,6,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,860,2179,396,472,537,378,78,182,92,5174
POA3068,0,11,3,53,10,69,3,16,4,172,36,173,56,240,103,127,14,53,7,812,448,1825,307,332,390,225,31,77,63,3709,570,1299,140,118,228,85,18,27,49,2540,395,820,126,91,219,61,20,34,35,1791,251,608,66,62,142,46,20,30,23,1251,56,195,17,9,50,8,3,14,9,374,0,3,4,0,3,4,0,5,0,22,3,0,0,0,0,0,0,0,0,4,1759,4939,724,909,1156,621,118,258,190,10671
POA3070,4,16,15,97,12,139,5,48,3,337,50,196,93,286,144,211,15,73,22,1105,530,1885,395,403,462,261,57,114,55,4170,681,1605,220,180,337,140,38,68,52,3317,567,1217,201,167,355,122,57,81,41,2815,224,625,110,91,195,65,50,63,18,1439,41,115,18,19,37,9,9,22,6,286,0,11,3,3,3,3,3,6,3,33,0,3,0,0,0,0,0,0,0,4,2099,5677,1049,1242,1545,961,229,479,207,13495
POA3071,0,10,10,47,4,99,0,30,0,203,43,152,105,163,94,172,18,81,14,846,313,1209,357,349,354,225,54,153,39,3058,539,1170,195,213,335,130,59,85,33,2752,334,698,174,146,255,76,77,101,25,1889,122,327,102,71,135,51,43,87,15,948,15,45,19,12,28,11,7,14,8,158,3,7,3,0,3,0,0,4,3,26,0,0,0,0,0,0,0,0,0,4,1368,3611,958,1010,1213,764,268,556,129,9887
POA3072,3,10,31,82,15,221,8,90,4,458,68,198,167,325,197,309,38,170,22,1509,455,1558,580,549,544,379,124,299,59,4551,639,1564,451,289,518,223,131,200,60,4071,444,903,339,286,493,211,170,235,59,3136,203,407,179,175,244,108,143,190,35,1682,25,53,38,33,40,25,28,38,5,276,3,4,3,3,4,0,0,6,3,26,0,0,0,0,3,0,0,0,0,3,1845,4695,1785,1729,2059,1482,638,1237,252,15714
POA3073,6,16,63,77,23,323,21,129,14,679,89,217,264,353,220,432,79,324,44,2021,588,1772,1059,727,836,473,348,660,121,6592,650,1444,713,498,791,312,292,432,86,5233,462,716,571,401,721,297,325,436,78,4008,226,364,332,237,385,171,257,342,42,2360,47,48,75,39,68,40,50,81,19,464,3,3,3,0,4,3,4,12,11,43,0,3,0,0,0,0,0,3,6,17,2064,4589,3097,2342,3049,2062,1376,2416,414,21414
POA3074,5,5,23,30,13,111,0,62,7,258,31,75,117,111,89,184,66,109,29,802,165,368,395,228,260,184,228,268,54,2152,136,206,234,171,189,118,217,224,27,1524,93,98,198,155,197,98,234,301,32,1401,70,94,135,120,118,55,180,228,23,1022,14,21,22,20,19,5,32,48,8,188,0,0,5,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,512,869,1131,827,889,759,971,1244,176,7369
POA3075,7,7,27,31,12,177,11,73,12,354,30,69,144,109,107,170,56,131,19,840,184,418,448,264,320,206,237,304,59,2441,196,313,355,187,252,139,216,269,43,1965,129,140,218,153,197,109,239,263,28,1474,53,62,136,88,119,60,168,205,16,913,12,12,32,16,22,10,31,38,8,186,3,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,7,620,1013,1359,849,1043,878,958,1283,189,8194
POA3076,5,13,60,68,12,275,15,114,15,575,66,115,225,203,163,344,89,180,20,1405,356,717,639,482,588,368,419,381,80,4034,361,698,514,389,556,265,409,376,64,3627,226,324,381,341,452,230,353,363,57,2728,140,158,214,220,269,143,258,297,34,1722,18,25,33,25,36,13,45,43,9,243,3,3,9,0,0,3,0,3,3,19,0,0,0,0,0,0,0,0,6,3,1174,2052,2063,1728,2077,1647,1589,1762,280,14358
POA3078,0,9,7,71,13,79,4,33,3,219,36,109,65,127,72,104,18,46,14,593,223,700,167,158,204,123,38,56,27,1699,273,622,98,91,146,62,25,38,20,1372,300,609,97,76,186,71,23,38,20,1422,162,373,53,42,125,27,30,49,9,859,35,83,10,12,17,10,6,9,3,184,4,0,3,0,0,0,3,4,0,18,3,0,0,0,0,0,0,0,0,3,1037,2502,501,576,757,488,137,280,97,6370
POA3079,4,9,22,82,26,157,6,55,0,367,24,140,62,145,86,144,13,49,12,682,208,747,152,136,212,105,29,53,18,1653,392,766,109,98,179,91,13,32,28,1707,451,776,133,107,310,103,22,30,26,1957,269,584,104,80,208,68,28,48,12,1400,57,180,26,21,75,19,11,30,4,424,4,24,4,0,11,7,3,4,8,67,0,0,0,0,0,0,0,0,0,3,1415,3232,607,667,1107,692,124,305,105,8266
POA3081,3,7,8,29,8,66,0,36,4,161,17,75,75,91,52,101,16,74,10,507,162,578,265,201,200,112,67,120,27,1733,157,415,157,133,140,68,71,89,25,1262,107,217,127,128,149,54,95,120,29,1024,52,156,95,92,103,30,81,92,14,722,12,38,14,24,20,6,11,21,5,140,0,5,0,0,5,0,0,3,4,16,0,0,3,0,0,0,0,0,0,3,501,1487,744,701,677,442,348,552,118,5567
POA3082,9,16,75,81,31,343,16,148,9,732,56,216,297,257,193,386,75,143,30,1652,279,814,598,342,447,259,189,233,47,3216,340,565,370,251,389,190,212,228,44,2588,462,480,489,348,699,334,335,325,67,3530,235,345,345,295,472,201,284,302,28,2505,28,63,44,41,48,21,45,56,17,359,0,0,0,4,3,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,1400,2507,2223,1615,2285,1735,1153,1437,239,14594
POA3083,8,19,61,91,27,294,17,111,10,630,62,197,189,335,174,399,71,234,25,1687,337,992,483,393,445,368,147,318,55,3543,445,738,394,256,443,202,139,190,52,2862,401,543,359,298,538,177,201,238,60,2807,204,342,224,194,346,149,158,195,36,1840,33,74,51,35,80,31,35,66,8,414,7,8,5,0,4,5,4,17,6,44,0,0,0,0,0,0,0,0,0,3,1488,2913,1760,1602,2058,1626,771,1373,255,13828
POA3084,11,19,27,89,27,209,6,75,9,478,58,178,121,174,148,199,30,80,13,1002,268,1003,246,190,297,168,40,83,32,2336,544,1236,244,187,405,136,43,84,46,2929,503,1008,252,210,434,162,70,118,34,2791,322,739,166,116,342,123,43,96,19,1973,80,209,38,41,93,49,22,15,4,555,9,27,4,3,9,11,0,6,6,73,3,0,3,0,0,0,0,0,0,8,1803,4411,1108,1014,1759,1066,256,569,161,12150
POA3085,6,11,38,50,11,135,9,45,6,303,40,82,129,111,68,124,24,49,12,633,174,505,249,142,188,101,39,44,10,1438,289,657,211,133,241,82,34,49,24,1728,307,411,156,157,263,90,40,61,25,1516,144,270,100,67,196,58,49,59,16,947,32,55,22,17,50,13,14,11,8,214,4,3,0,3,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,987,1992,910,681,1025,600,203,322,90,6803
POA3086,0,3,9,33,9,56,0,23,0,126,8,14,0,58,18,42,4,19,0,168,0,9,3,4,9,5,0,3,0,31,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,9,94,29,107,9,43,0,334
POA3087,0,0,31,23,3,86,8,32,0,185,16,52,65,62,36,66,7,32,3,342,98,321,181,97,143,88,24,41,11,998,165,356,154,102,164,71,46,67,17,1141,121,178,111,101,169,59,64,77,17,890,86,129,79,67,127,40,37,63,10,644,15,23,19,23,30,15,11,23,3,153,0,0,3,0,3,0,3,3,3,15,0,0,0,0,0,0,0,0,3,3,503,1059,637,480,675,421,203,334,66,4373
POA3088,3,17,60,103,27,259,14,112,10,601,45,168,220,224,113,235,34,94,10,1145,276,903,497,251,388,196,65,119,48,2747,536,1093,401,267,479,159,76,116,47,3163,496,737,380,288,586,211,116,150,42,3015,351,586,279,242,515,164,102,141,28,2393,52,121,66,40,108,61,33,58,5,550,0,6,3,5,10,0,0,5,6,37,0,0,0,0,3,0,0,0,0,3,1772,3630,1914,1415,2214,1293,428,800,186,13651
POA3089,3,8,63,71,27,182,5,85,13,456,37,101,170,117,58,116,10,54,6,657,97,311,229,133,147,71,31,45,17,1080,245,386,212,117,224,86,34,46,18,1379,287,355,212,172,329,120,52,84,21,1629,181,249,145,109,229,92,49,60,10,1134,33,42,21,15,33,9,17,18,0,186,4,5,0,0,0,3,0,5,0,14,0,0,0,0,0,0,0,0,0,0,882,1450,1053,731,1055,678,200,393,88,6536
POA3090,0,4,10,23,10,45,0,13,0,107,4,18,32,27,21,27,3,6,3,142,13,41,24,7,25,9,6,10,3,151,57,63,26,14,49,17,7,11,3,238,86,86,65,24,69,24,16,14,6,389,51,49,19,10,43,18,8,10,3,206,13,12,3,3,21,3,3,4,0,58,0,3,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,223,269,183,112,225,152,44,70,17,1301
POA3091,0,0,15,6,7,20,0,12,0,60,3,6,33,23,12,18,3,3,3,99,6,19,16,12,9,7,3,10,3,86,40,25,17,3,18,5,0,7,3,119,59,41,44,15,49,18,17,12,3,250,38,30,27,15,23,18,7,6,3,159,10,6,9,0,9,9,4,3,0,49,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,147,140,159,71,119,92,42,41,17,829
POA3093,0,3,7,16,0,37,3,14,5,91,10,27,26,25,30,30,3,12,3,166,37,146,50,32,40,23,4,5,5,338,86,122,48,30,66,21,10,15,7,408,101,118,40,24,78,22,11,17,6,412,78,95,30,24,74,24,4,13,0,352,23,26,13,11,13,10,3,5,3,102,3,3,4,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,340,535,222,161,309,164,37,82,28,1888
POA3094,3,7,19,41,9,71,3,22,3,179,11,38,71,59,44,57,6,23,4,311,100,282,183,106,111,54,18,33,14,891,207,441,140,113,152,52,19,35,15,1179,189,284,105,92,178,64,27,39,12,993,104,218,110,91,174,40,23,42,12,807,29,59,31,17,47,18,10,8,0,219,0,3,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,3,641,1328,658,515,712,355,108,214,63,4593
POA3095,14,17,91,181,45,295,20,160,10,836,56,183,239,270,181,281,38,98,6,1355,231,628,336,201,260,153,43,71,26,1945,657,1148,334,233,396,152,47,85,27,3080,781,1144,404,311,644,228,80,135,44,3774,556,890,320,245,565,183,94,127,25,2995,106,242,74,41,114,47,27,44,13,711,17,13,3,3,3,3,3,4,4,50,0,0,0,0,0,0,0,0,0,5,2415,4264,1805,1484,2201,1336,345,728,154,14744
POA3096,0,4,8,11,0,33,0,19,0,83,3,15,28,23,9,11,4,10,0,109,26,38,30,16,18,5,8,5,0,148,24,54,33,26,21,6,6,6,3,167,36,59,37,32,48,14,6,13,3,245,33,44,26,20,28,18,6,13,4,199,8,15,5,3,13,4,3,3,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,128,216,180,131,136,89,35,61,13,998
POA3097,0,0,6,6,0,9,0,6,0,34,8,4,13,12,7,9,0,3,3,60,4,29,12,3,9,3,0,0,0,63,28,40,26,12,19,8,4,0,3,141,53,51,23,14,27,6,7,9,3,197,44,36,10,6,18,4,3,4,7,120,13,13,5,3,10,3,4,3,0,64,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,151,179,102,64,96,41,13,31,17,688
POA3099,3,6,36,32,6,48,0,26,0,155,9,6,53,44,20,41,4,23,0,205,21,93,104,31,31,29,10,19,3,336,79,175,89,42,80,17,25,30,8,546,104,163,100,76,80,35,22,38,13,619,89,162,76,59,80,28,36,29,12,558,36,33,15,10,14,3,4,9,3,133,5,7,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,344,645,470,294,308,185,101,184,36,2567
POA3101,12,20,9,142,38,166,0,52,7,454,70,282,86,272,192,271,24,63,21,1287,383,1168,236,238,317,212,36,80,41,2707,551,1043,110,95,262,130,18,48,35,2299,732,1135,129,128,318,121,28,48,48,2692,427,883,83,63,245,105,18,42,32,1898,146,352,22,25,87,35,4,24,17,714,33,55,3,3,11,6,0,3,8,127,3,6,0,0,3,0,0,0,0,19,2369,4941,678,968,1481,1053,135,358,211,12190
POA3102,0,4,5,47,14,68,4,28,0,164,8,62,15,52,49,66,9,22,8,301,62,230,53,42,62,41,4,17,8,521,184,287,29,47,76,34,11,9,8,683,233,329,51,54,106,58,10,12,7,870,100,198,29,30,69,25,4,14,0,478,22,85,6,15,27,5,8,8,5,180,3,3,0,0,4,0,0,3,6,21,0,0,0,0,0,0,0,0,0,0,622,1209,197,283,410,304,48,113,40,3223
POA3103,8,18,9,84,31,121,5,36,3,312,23,168,56,123,105,155,17,45,19,725,138,497,95,102,125,130,18,41,20,1166,281,483,74,53,140,82,10,38,26,1195,451,660,87,96,226,114,31,30,32,1723,268,481,74,54,184,72,17,34,26,1210,73,190,20,17,80,26,5,17,10,433,10,30,3,6,7,3,0,3,0,62,0,7,0,0,0,0,0,0,0,8,1257,2529,421,544,905,697,99,247,139,6843
POA3104,0,27,15,112,28,223,5,77,8,503,36,210,73,154,116,236,13,72,22,939,165,520,131,99,170,128,17,47,29,1303,411,723,104,84,194,120,23,48,31,1742,640,939,178,151,364,216,36,81,46,2652,322,636,98,117,252,99,45,58,25,1653,73,185,27,22,76,18,9,14,6,438,23,28,4,0,9,3,0,0,3,71,3,0,0,0,0,0,0,0,3,12,1680,3270,637,744,1212,1051,157,397,182,9322
POA3105,3,7,3,54,9,79,0,34,3,193,25,70,40,68,55,118,9,33,10,428,117,326,99,70,142,92,14,40,27,930,203,339,109,75,148,75,15,30,18,1016,244,323,128,95,201,108,44,81,19,1244,122,178,91,66,100,76,45,52,4,737,37,67,31,25,31,21,13,22,10,242,9,3,3,0,0,9,0,6,0,35,0,0,0,0,0,0,0,0,0,8,768,1318,507,442,693,578,140,297,93,4836
POA3106,3,17,22,63,18,135,4,47,9,321,39,131,73,110,102,180,13,52,9,702,193,500,140,91,176,116,23,49,34,1325,347,440,134,67,193,99,19,47,19,1363,402,505,169,128,283,156,42,69,28,1776,333,437,131,101,253,123,45,74,16,1522,126,137,27,31,89,52,20,15,12,511,25,21,9,0,7,9,0,3,3,70,0,0,0,0,3,0,0,0,0,7,1467,2192,704,599,1126,871,168,355,119,7602
POA3107,9,7,7,31,13,85,7,43,3,208,22,82,60,75,58,120,11,34,14,473,157,372,125,86,125,89,12,53,20,1046,281,536,130,89,193,119,25,46,25,1432,306,411,150,111,237,127,38,72,22,1474,150,251,101,74,140,64,37,67,15,898,59,85,30,38,41,38,12,21,9,331,11,20,5,0,3,9,3,3,3,52,0,0,0,0,0,0,0,0,0,3,984,1758,611,508,812,652,144,345,99,5922
POA3108,5,24,16,66,12,146,7,43,5,327,38,168,87,107,103,184,18,74,15,792,301,764,252,193,284,249,52,98,53,2251,352,618,187,135,229,130,44,87,43,1816,361,532,211,180,321,161,55,118,29,1963,224,337,132,112,206,120,55,111,26,1333,70,113,41,36,60,34,17,40,15,423,23,30,8,3,9,9,4,6,6,90,0,3,0,0,3,0,0,0,0,9,1373,2588,938,831,1231,1037,249,577,183,9013
POA3109,4,27,29,87,35,240,11,88,7,520,49,200,120,170,144,290,18,79,20,1093,317,976,270,199,346,236,61,87,48,2543,534,948,260,196,385,193,60,101,48,2730,517,753,335,298,493,218,94,179,46,2939,348,524,244,173,362,176,78,145,27,2074,81,173,57,50,104,54,30,48,11,601,8,23,7,3,21,11,0,4,3,77,0,3,0,0,0,0,0,3,0,6,1860,3630,1314,1177,1882,1416,357,737,205,12588
POA3111,4,10,19,54,12,114,3,44,3,261,20,87,60,90,66,130,11,43,9,515,127,363,99,77,124,84,23,30,13,942,253,396,101,70,178,89,21,32,13,1151,303,401,143,101,225,105,30,70,21,1404,200,308,91,68,168,81,40,60,9,1037,59,92,28,20,70,30,16,14,5,331,11,19,7,0,8,4,0,3,0,59,3,0,0,0,0,0,0,0,3,11,982,1676,548,484,854,647,143,295,87,5708
POA3113,0,4,23,84,23,78,11,47,7,270,26,52,45,82,39,83,12,37,9,379,87,151,96,37,58,41,6,13,7,504,195,313,105,71,106,39,14,15,6,863,301,399,157,105,163,72,21,40,15,1267,181,290,86,54,113,44,15,23,16,829,46,72,14,14,37,15,8,12,3,211,6,18,4,0,3,3,0,4,0,34,0,0,0,0,0,0,0,0,0,0,845,1296,528,447,544,372,80,184,68,4361
POA3114,4,4,8,36,8,55,4,34,5,163,14,30,31,44,20,55,3,17,3,219,15,52,30,16,21,14,3,11,3,155,97,117,29,7,48,26,6,6,9,342,162,175,68,38,99,34,7,24,10,610,95,113,34,18,61,24,4,8,3,364,22,39,11,3,17,3,4,3,0,96,0,3,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,408,532,206,158,269,207,36,104,38,1957
POA3115,3,4,23,35,0,67,3,37,6,171,23,33,40,44,37,44,3,15,3,241,14,51,40,20,34,18,13,16,3,209,73,85,58,21,54,21,7,12,5,334,144,121,87,45,109,37,18,18,10,599,95,101,58,25,78,29,18,25,3,423,21,23,11,3,20,5,3,7,3,101,6,6,3,0,3,0,0,4,0,20,0,0,0,0,0,0,0,0,0,4,382,430,322,193,326,233,65,120,33,2095
POA3116,5,7,47,47,12,112,6,64,4,296,26,38,121,92,57,107,18,45,7,503,112,211,260,113,169,97,35,65,6,1059,151,193,180,107,144,73,40,79,16,982,187,192,164,127,219,102,58,74,9,1134,113,144,120,79,154,67,34,78,8,809,36,45,18,11,49,22,18,26,9,240,5,4,3,0,0,4,0,3,0,18,0,0,0,0,0,0,0,0,0,3,636,827,915,572,810,581,203,433,56,5040
POA3121,3,13,14,84,16,137,7,45,3,326,113,460,127,347,236,313,20,89,17,1735,1365,3818,655,630,933,626,81,219,132,8458,934,1571,264,216,449,206,56,115,67,3889,563,825,166,170,299,136,75,134,34,2401,299,504,112,93,194,84,49,82,14,1441,80,187,37,25,68,27,8,25,12,465,8,10,3,0,4,0,4,3,0,33,3,9,0,0,0,0,0,0,0,12,3368,7407,1381,1565,2205,1530,300,714,292,18752
POA3122,10,19,9,116,31,125,3,53,6,377,75,349,104,344,196,345,29,132,17,1578,576,2056,375,392,575,334,46,192,61,4602,597,1157,121,125,288,115,20,55,42,2519,475,868,75,93,248,112,19,37,30,1954,275,575,38,69,172,63,18,32,25,1259,97,236,22,29,83,26,6,17,13,533,17,37,0,4,10,0,0,9,9,75,3,4,0,0,0,0,0,0,0,11,2117,5302,740,1179,1593,1121,146,516,196,12912
POA3123,4,14,12,84,27,65,8,24,3,226,53,212,56,174,109,166,17,58,11,861,293,1077,188,200,288,188,30,73,28,2374,392,770,90,57,191,88,13,30,24,1643,332,534,51,57,167,83,15,19,23,1283,211,399,46,44,113,39,3,17,17,889,64,138,12,16,39,18,11,7,3,320,9,14,3,3,3,3,0,3,3,46,0,0,0,0,0,0,0,0,0,5,1360,3157,445,638,941,651,100,237,115,7645
POA3124,3,22,17,177,25,149,3,58,6,463,53,254,64,243,158,260,18,73,18,1127,268,837,159,155,227,149,16,56,32,1898,507,887,92,79,239,115,18,31,32,2008,690,1116,116,122,290,138,23,35,31,2570,362,766,71,68,278,94,17,35,17,1711,112,261,36,26,96,40,12,20,14,620,11,19,0,3,5,6,3,0,8,61,4,6,0,0,0,0,0,0,3,11,2000,4171,563,873,1327,956,113,307,154,10461
POA3125,5,11,17,96,15,130,3,64,3,346,43,109,86,207,95,207,31,131,21,920,196,588,133,168,177,148,27,121,40,1606,246,446,97,69,143,83,16,40,13,1143,254,386,108,84,191,78,41,44,12,1202,106,223,55,63,139,35,26,46,7,711,18,57,10,12,31,11,10,8,0,166,0,7,3,4,4,0,0,0,4,21,3,0,0,0,0,0,0,0,0,3,872,1823,509,699,796,703,159,454,107,6120
POA3126,3,11,0,64,18,65,0,15,0,181,17,94,32,78,51,89,6,24,3,398,83,243,36,40,75,38,6,11,9,531,174,278,22,24,61,39,0,6,10,618,282,386,35,34,110,43,3,9,14,930,173,335,41,27,87,44,7,8,11,737,56,111,10,7,50,23,3,4,9,268,14,16,0,0,0,3,0,3,0,33,3,7,0,0,0,0,0,0,0,9,805,1476,173,275,451,350,29,86,60,3704
POA3127,13,35,22,146,30,143,3,48,11,439,34,194,70,195,138,185,18,56,7,908,197,717,121,125,199,105,19,55,15,1556,472,885,90,71,223,82,17,31,19,1896,646,909,105,102,321,131,18,46,41,2319,338,727,109,84,230,74,29,27,13,1639,68,211,33,24,71,26,7,18,0,464,9,20,3,3,7,10,0,3,0,53,3,3,0,0,0,0,0,0,0,14,1781,3700,552,750,1223,753,116,280,116,9282
POA3128,7,16,16,101,19,124,3,46,9,339,47,165,109,204,102,241,28,113,15,1022,239,879,333,283,351,227,57,158,53,2581,335,682,179,129,216,103,33,90,29,1792,353,558,175,134,228,135,40,87,47,1754,170,361,119,99,161,71,24,90,18,1108,33,74,22,16,36,14,0,20,3,224,0,8,5,0,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1170,2745,969,951,1125,914,198,614,171,8852
POA3129,4,13,15,81,15,136,9,60,5,343,33,150,74,133,70,168,18,49,10,704,171,677,209,173,220,164,46,91,28,1768,328,741,167,113,245,98,36,74,32,1832,332,660,185,155,305,113,52,77,32,1906,164,385,125,112,221,76,43,73,15,1215,28,108,27,23,43,21,17,17,9,294,6,8,3,3,4,0,0,3,0,25,0,0,0,0,0,0,0,0,0,3,1064,2744,805,783,1119,780,215,456,133,8098
POA3130,10,29,43,143,34,291,6,145,3,708,44,232,183,216,161,261,37,118,15,1263,331,1135,337,266,372,242,67,143,42,2944,696,1402,343,181,466,189,67,104,42,3484,723,1191,361,266,576,212,105,128,51,3614,349,705,192,195,316,114,104,152,22,2148,82,193,42,51,90,41,21,46,13,568,3,21,7,3,7,5,0,7,7,75,0,3,0,0,0,0,0,0,3,15,2234,4905,1497,1324,2038,1355,408,849,202,14810
POA3131,9,18,20,77,26,187,4,83,6,427,29,123,134,150,93,171,23,97,15,831,287,891,302,225,311,212,97,149,39,2501,478,974,269,177,382,159,55,105,27,2628,325,642,261,202,380,168,95,136,26,2228,188,307,159,125,238,96,76,131,19,1345,35,95,27,34,60,27,24,34,15,355,7,11,5,0,6,3,8,7,4,51,0,4,0,0,0,0,0,0,0,3,1348,3070,1186,997,1486,1019,375,745,152,10375
POA3132,6,10,21,67,15,138,9,75,0,332,29,108,81,114,80,125,30,55,11,639,213,814,253,158,245,156,45,82,37,2005,362,840,186,149,279,103,49,60,23,2061,277,522,197,163,305,108,62,103,17,1754,123,302,119,120,200,69,57,94,16,1086,44,84,28,30,53,16,12,31,3,294,0,11,0,4,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,1060,2682,888,808,1180,718,256,503,106,8196
POA3133,7,20,38,121,28,202,4,116,10,542,37,153,113,119,113,226,25,96,8,896,199,614,199,132,266,164,32,84,17,1709,396,897,224,153,356,154,61,94,43,2376,403,684,250,225,380,166,98,138,31,2373,274,496,194,144,299,94,61,100,18,1682,78,131,46,43,104,65,34,53,10,548,10,11,3,7,3,6,4,9,0,54,0,0,0,0,0,0,0,0,0,3,1407,3001,1062,942,1547,1069,323,680,151,10179
POA3134,8,24,81,161,39,349,8,154,13,844,73,218,277,243,167,308,42,118,23,1471,393,1065,565,339,462,270,96,198,50,3433,623,1136,461,326,539,255,104,207,64,3709,679,900,473,342,673,251,124,190,49,3685,399,639,253,244,459,195,109,163,20,2490,93,148,52,46,125,62,19,45,16,607,6,10,8,0,8,3,7,5,3,58,3,0,0,0,0,0,0,0,0,3,2283,4134,2178,1705,2470,1694,506,1091,238,16300
POA3135,10,8,53,87,13,204,5,96,3,480,32,97,141,155,88,167,41,94,10,824,248,700,335,200,245,143,72,95,17,2042,426,823,315,194,330,131,66,94,28,2405,354,604,269,207,368,149,89,143,30,2220,187,391,168,126,263,104,66,113,15,1429,49,88,42,29,63,29,29,38,5,363,8,17,9,0,13,3,0,3,0,55,0,0,0,0,0,0,0,0,0,0,1308,2729,1324,1004,1374,929,366,669,110,9816
