POA_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA3161,83,100,29,36,56,33,8,7,3,370,80,75,30,55,50,39,3,11,6,341,87,48,170,70,64,41,18,24,9,530,0,3,7,4,4,7,0,3,0,27,22,11,4,15,17,12,3,7,0,92,14,30,3,5,6,9,0,3,0,68,15,55,3,3,17,8,0,3,18,137,1182,2900,362,413,670,367,63,135,107,6189
POA3162,98,129,40,46,80,36,6,16,3,455,83,89,46,84,84,60,3,13,9,478,78,43,232,104,82,59,32,35,14,675,3,6,0,13,10,8,0,9,0,49,18,27,19,24,26,21,0,3,3,138,19,36,8,5,16,5,0,3,0,102,17,40,19,10,22,21,3,3,14,153,1268,2927,491,526,766,454,82,155,100,6768
POA3163,120,201,103,94,117,77,29,35,11,785,147,153,170,156,165,92,23,53,9,978,167,102,578,214,171,123,62,109,30,1550,5,8,12,16,17,18,3,9,3,82,22,29,16,36,60,32,12,11,0,222,28,38,23,17,28,17,3,12,4,163,20,49,20,21,19,21,10,17,31,212,1992,5340,1299,1072,1633,924,244,493,210,13205
POA3165,133,199,69,104,140,71,13,23,4,757,134,178,97,158,193,65,12,28,11,881,198,96,745,188,186,117,71,135,19,1764,5,9,12,17,28,12,0,10,0,92,41,25,16,45,48,25,4,13,3,212,20,42,13,10,25,18,4,4,3,136,21,37,25,24,33,26,9,19,25,224,1627,3449,1196,861,1268,608,174,307,140,9641
POA3166,69,114,76,64,73,39,19,30,7,485,107,134,125,120,127,81,16,47,6,759,152,78,568,172,140,93,61,114,21,1401,10,6,9,20,17,13,5,17,0,101,18,14,16,19,42,19,12,7,0,148,10,36,14,10,8,9,7,14,6,110,14,22,11,19,13,17,13,13,15,144,1181,3177,1048,751,1066,560,222,381,103,8487
POA3167,44,56,22,28,40,14,14,6,3,219,35,49,46,49,59,23,6,17,10,301,64,33,283,78,70,30,38,50,13,658,0,3,6,10,6,9,0,3,0,40,12,9,8,13,17,7,4,10,0,79,3,3,0,3,13,5,3,3,0,32,5,7,20,15,17,8,3,11,7,91,398,945,462,295,438,219,103,151,44,3055
POA3168,37,42,51,32,41,20,15,29,4,275,53,39,104,97,74,44,35,57,6,506,52,30,225,99,54,48,53,65,8,631,8,0,3,10,5,3,0,9,0,38,6,8,9,12,17,9,3,7,3,73,11,21,8,10,14,4,3,6,0,72,7,9,17,16,7,6,8,18,19,102,478,2133,659,550,710,417,233,431,97,5709
POA3169,32,80,74,45,50,24,29,43,7,388,61,60,139,128,107,50,48,56,7,652,76,32,465,184,96,74,105,152,19,1194,4,4,7,17,14,14,3,18,3,77,10,12,14,34,26,17,18,17,3,144,7,11,17,9,6,4,13,7,0,84,5,20,25,25,33,26,19,29,24,197,506,1535,936,676,779,420,351,522,102,5828
POA3170,72,101,54,40,86,38,29,25,8,451,88,93,83,105,130,63,21,34,6,628,142,68,476,141,149,89,89,96,19,1265,10,3,6,10,12,11,3,9,0,56,16,9,10,29,39,16,7,15,3,143,15,27,12,9,22,10,4,6,4,105,14,13,25,6,19,16,15,15,20,146,872,2014,823,526,936,432,210,288,103,6208
POA3171,30,38,73,41,40,29,37,42,7,332,63,43,121,107,56,51,99,83,6,628,41,30,314,147,55,55,120,150,25,925,6,7,8,19,4,5,6,21,0,79,13,3,13,27,13,15,10,15,0,111,4,19,19,14,11,7,10,18,7,96,3,10,33,25,5,9,23,42,31,182,314,990,763,580,474,356,421,597,117,4606
POA3172,54,86,56,70,85,37,38,24,9,462,94,89,100,136,156,81,53,52,8,762,149,81,643,200,156,111,133,147,24,1637,9,7,11,10,12,11,13,13,6,88,21,13,24,26,39,22,16,18,3,181,14,22,13,14,17,9,3,9,0,92,17,23,26,21,31,23,25,33,18,215,669,1437,991,670,811,465,366,407,91,5901
POA3173,71,91,84,66,111,37,50,39,6,563,93,92,102,151,146,83,41,43,12,763,161,45,583,185,164,96,188,181,28,1626,7,6,9,18,24,9,9,27,0,99,23,13,15,25,33,14,30,27,0,188,14,22,16,5,9,14,14,9,3,113,25,27,20,28,31,18,25,29,24,226,873,1863,1023,699,1043,497,441,507,119,7066
POA3174,59,88,144,87,124,62,80,94,18,755,80,107,223,312,149,99,112,153,24,1265,126,70,812,398,211,132,276,317,40,2380,14,3,14,23,31,21,22,41,0,162,21,9,27,91,36,30,32,44,3,300,13,22,32,28,18,11,20,22,0,176,10,25,47,44,36,29,51,70,53,368,675,1864,1583,1405,1207,663,843,1072,195,9507
POA3175,79,124,206,118,125,59,106,101,18,941,124,159,251,350,227,144,138,172,25,1584,174,90,1244,475,248,170,393,425,50,3275,6,7,25,33,35,24,30,53,3,210,26,14,52,94,67,24,57,60,8,394,12,33,24,31,28,19,25,33,14,220,17,35,87,58,37,42,74,106,62,519,885,2183,2237,1605,1392,794,1030,1310,237,11686
POA3177,8,17,35,22,18,6,21,27,0,162,24,20,49,82,34,23,35,34,3,295,33,16,277,113,45,40,95,107,9,735,5,0,8,4,10,0,3,7,0,44,3,4,4,24,9,7,13,23,0,85,3,4,7,5,0,3,3,8,3,32,0,5,26,16,7,18,22,34,13,135,143,249,454,337,199,137,234,308,32,2088
POA3178,153,227,90,99,186,76,32,36,12,905,208,220,134,233,274,134,40,52,10,1294,335,164,1366,332,353,231,202,225,44,3264,16,11,12,15,35,22,13,17,0,136,42,34,16,50,92,49,25,21,3,336,22,38,12,14,33,20,6,10,7,163,29,37,39,40,43,29,16,27,24,279,1646,3423,1900,1085,1673,852,394,505,149,11621
POA3179,33,35,15,17,27,17,4,6,3,161,32,26,19,53,33,17,10,12,0,203,51,22,211,65,57,44,47,45,8,546,0,3,3,3,10,4,3,6,0,34,3,7,8,13,16,13,10,3,0,65,0,10,0,7,3,0,0,0,0,16,5,10,3,8,7,4,6,3,6,41,242,561,309,236,245,155,93,91,35,1967
POA3180,32,41,16,32,24,9,8,5,0,167,51,20,30,42,61,30,7,11,3,260,73,37,288,79,71,52,44,66,11,718,0,0,4,12,15,5,3,0,0,37,3,4,3,9,6,5,4,4,0,49,6,4,5,3,12,0,3,4,0,33,8,4,6,4,11,6,3,3,8,51,325,683,408,264,330,178,81,125,36,2423
POA3181,124,159,46,64,69,62,4,9,8,537,123,172,75,134,119,68,10,16,9,723,143,86,403,149,117,88,18,47,16,1061,9,6,7,3,17,7,0,5,0,59,25,21,14,32,34,22,3,12,3,163,18,26,4,7,6,9,0,3,0,81,18,38,16,19,17,8,0,17,21,149,1794,4466,746,753,1021,651,64,197,134,9839
POA3182,113,174,82,92,87,46,7,25,10,636,174,210,113,162,147,89,14,30,13,958,172,122,567,194,178,133,40,84,16,1510,22,15,13,11,19,13,0,8,0,86,35,37,10,43,35,26,5,16,3,216,19,49,9,10,16,10,3,13,5,129,24,48,22,21,19,19,7,12,26,205,1876,4571,1078,1003,1256,724,125,327,177,11130
POA3183,100,151,54,49,70,31,10,12,5,485,107,160,97,134,102,74,9,29,6,719,120,97,369,142,110,68,25,68,10,1017,10,10,6,12,16,10,3,5,0,65,16,25,8,20,38,23,3,10,3,143,19,45,5,9,3,5,0,3,3,97,16,32,14,14,15,12,0,5,21,125,1368,3667,745,715,895,527,83,250,132,8385
POA3184,95,128,45,62,44,39,8,9,8,428,127,132,66,108,106,62,14,14,6,630,130,93,346,117,116,67,24,48,15,952,10,10,4,11,14,6,3,3,0,68,28,22,8,23,30,13,3,3,7,138,16,29,3,8,7,4,0,0,0,71,10,46,15,8,18,12,3,0,22,130,1484,3450,610,639,772,445,63,135,119,7717
POA3185,59,103,39,29,61,32,0,6,4,329,56,80,39,64,59,26,9,19,3,359,82,48,212,80,57,47,21,32,3,582,9,7,3,9,6,5,0,9,0,49,13,19,13,15,21,19,3,3,0,103,9,19,5,7,7,5,0,7,0,51,16,26,3,3,14,5,3,6,9,91,1005,2429,420,394,595,333,59,136,71,5447
POA3186,147,179,27,38,72,53,10,9,8,541,126,125,32,62,96,54,3,15,7,523,147,66,243,89,74,53,19,49,15,748,9,0,0,8,12,8,4,3,0,49,36,25,9,23,33,25,7,13,3,170,25,42,3,11,17,5,0,7,0,106,31,46,9,5,27,11,0,3,24,156,2113,3713,419,451,820,536,51,133,156,8399
POA3187,107,133,33,48,66,44,8,7,6,447,94,72,30,49,70,42,5,6,0,379,111,37,217,71,79,66,19,27,5,639,5,6,3,15,11,4,0,0,0,37,21,18,5,18,28,13,3,3,0,106,11,19,9,8,7,7,0,0,0,52,15,28,14,16,21,18,5,9,18,132,1301,2337,381,355,622,375,61,81,71,5588
POA3188,99,142,26,57,94,35,0,4,5,460,118,132,47,86,97,47,5,6,5,551,116,53,283,104,91,66,25,49,7,780,13,5,4,11,10,8,3,6,0,59,18,25,9,20,29,15,3,6,0,133,15,29,3,5,8,9,3,0,3,77,14,22,15,16,6,14,4,0,12,99,1593,2608,481,491,713,381,60,106,76,6511
POA3189,37,31,17,20,22,15,0,7,0,156,31,37,29,39,51,29,4,7,0,221,42,24,188,47,39,23,15,28,6,414,3,3,0,3,5,4,0,0,0,20,9,7,3,12,11,10,5,3,0,43,3,4,3,0,3,3,0,0,0,23,3,9,4,4,6,6,3,3,11,46,334,668,297,190,278,135,44,77,36,2065
POA3190,67,85,41,35,44,22,6,13,3,321,67,68,36,68,90,40,9,12,4,394,82,41,254,82,85,58,30,47,4,683,3,5,3,3,11,7,0,3,0,41,11,12,12,23,33,12,3,4,0,105,7,11,7,4,5,7,0,0,3,46,4,11,4,10,15,7,9,6,6,67,719,1398,442,334,516,241,69,113,44,3877
POA3191,67,103,14,35,40,23,3,11,7,300,56,59,27,35,58,24,6,10,3,277,104,37,166,59,49,38,15,28,3,495,9,0,0,12,11,0,0,3,0,31,10,11,0,8,16,9,4,0,3,72,11,13,4,0,8,3,0,0,0,40,7,14,5,10,8,6,0,0,12,66,942,1553,284,275,403,210,30,67,55,3822
POA3192,97,147,70,66,110,45,17,26,4,589,159,151,107,146,144,94,11,18,8,842,193,103,705,187,185,143,69,94,29,1710,6,9,5,9,22,18,0,0,0,74,24,17,11,25,45,20,19,19,0,185,7,22,8,10,8,12,0,0,3,80,13,23,23,15,25,22,6,16,21,172,1261,2694,1107,712,992,588,165,257,88,7867
POA3193,121,192,43,48,92,59,0,11,6,565,145,123,44,67,102,55,8,13,10,561,185,57,347,93,98,85,25,56,19,966,7,3,3,4,18,10,0,5,0,51,27,17,6,19,52,25,3,6,4,166,23,28,3,0,11,14,0,3,3,89,32,32,8,12,26,17,0,0,12,137,1665,2683,548,436,804,458,49,120,110,6876
POA3194,68,104,41,37,70,33,12,7,3,380,87,99,47,65,81,39,14,11,7,449,134,57,377,119,121,77,38,53,12,977,3,6,3,6,13,7,4,7,0,50,20,15,12,30,29,20,8,3,0,136,6,21,7,11,5,9,0,0,10,64,20,26,7,15,20,13,5,4,12,115,832,1720,592,452,606,291,106,116,63,4789
POA3195,177,263,100,114,202,81,26,26,14,1013,261,268,153,248,249,113,25,37,19,1378,443,178,1212,331,298,168,126,178,40,2974,13,12,14,19,37,28,9,19,0,147,37,35,34,55,98,44,19,17,3,335,21,49,11,15,33,21,3,8,7,169,30,44,20,33,53,38,13,17,34,278,2229,4544,1734,1198,1636,780,285,380,178,12971
POA3196,119,147,70,103,131,49,7,20,7,654,160,186,110,217,181,85,24,51,4,1024,295,139,1118,282,274,158,148,188,46,2642,16,13,6,24,30,28,4,18,0,137,31,24,24,36,53,31,15,16,0,231,9,23,19,7,12,9,11,9,0,98,17,25,23,36,34,19,15,22,21,207,1225,2596,1501,944,1161,526,272,385,106,8710
POA3197,83,79,19,38,50,20,10,5,10,315,85,90,46,87,78,33,6,11,6,446,206,73,505,125,134,80,87,90,25,1323,3,7,6,4,9,13,3,6,3,53,20,17,8,20,26,11,7,5,0,118,11,11,4,4,7,0,3,3,0,47,16,16,12,13,16,6,5,7,11,107,693,1079,656,391,499,239,119,159,64,3900
POA3198,55,77,43,67,67,32,8,17,11,378,90,98,69,144,127,50,15,25,9,631,172,65,835,235,183,121,120,172,35,1940,3,0,9,17,15,11,6,12,0,74,15,12,14,40,36,22,9,15,0,167,3,7,12,4,5,5,6,8,4,52,13,25,36,22,21,15,28,15,25,193,582,1233,1089,669,611,328,218,304,83,5120
POA3199,175,349,134,207,208,119,37,55,16,1293,293,335,217,458,328,186,39,93,28,1982,555,274,2294,826,543,388,363,478,72,5798,32,12,29,49,52,42,29,46,9,299,57,32,54,128,104,61,29,49,8,528,15,40,10,25,22,17,12,17,3,161,63,69,61,89,57,53,33,53,56,530,1956,4392,3017,2249,1835,1132,621,928,239,16372
POA3200,7,9,5,7,12,7,0,7,0,52,14,21,18,38,18,8,3,12,0,139,18,23,174,61,36,33,71,78,3,511,3,0,3,0,4,5,3,4,0,28,3,3,4,15,3,0,5,5,0,43,0,3,0,0,3,0,0,0,0,7,3,3,9,9,11,8,10,19,3,75,69,135,230,161,108,72,105,145,14,1041
POA3201,64,74,58,67,69,37,25,29,4,414,85,101,77,197,153,74,39,32,10,766,193,106,1045,357,271,193,250,259,45,2717,6,13,13,32,30,24,17,20,0,148,22,9,20,39,53,27,15,30,3,215,4,8,6,11,11,10,16,8,0,71,14,14,31,43,21,25,24,32,20,225,505,997,1341,874,783,466,430,462,101,5957
POA3202,17,24,16,4,13,6,0,3,0,83,17,18,11,6,22,7,7,3,5,89,24,14,81,29,20,12,14,16,3,211,0,0,0,4,7,3,0,0,0,16,5,0,3,7,10,3,0,3,0,28,0,3,0,3,3,0,0,0,0,14,0,0,0,3,0,0,0,0,0,6,171,320,131,86,133,64,22,36,17,976
POA3204,148,236,88,89,130,65,17,32,7,814,168,188,100,154,185,99,26,34,14,963,202,108,564,211,177,121,67,111,19,1577,6,18,8,16,15,4,5,8,3,74,25,31,15,54,57,21,5,10,0,220,24,52,19,14,12,17,3,0,0,141,25,47,26,14,29,19,11,11,13,196,2087,4705,1042,927,1406,683,200,357,136,11545
POA3205,59,72,20,27,32,22,3,3,4,237,75,70,31,52,52,25,0,9,4,306,68,40,135,43,57,21,15,20,5,416,3,4,0,3,5,5,3,3,0,25,17,13,4,10,16,7,0,0,6,83,11,19,3,3,8,7,0,3,3,51,9,24,6,9,3,7,0,3,9,61,1008,2154,304,300,553,228,33,98,61,4738
POA3206,72,82,11,17,34,27,0,4,0,246,60,54,15,26,37,22,3,3,3,221,62,26,88,26,33,30,9,19,4,307,5,3,3,6,4,0,0,0,0,23,15,13,4,10,12,13,0,5,0,79,5,21,3,3,6,10,0,0,0,47,15,14,4,5,7,3,3,0,9,67,1053,1926,180,186,405,222,24,50,74,4119
POA3207,114,140,38,49,79,34,8,11,3,472,153,132,33,67,105,42,8,11,4,553,172,72,290,84,110,78,34,58,8,907,9,6,0,7,13,11,0,3,0,48,30,27,13,17,22,21,0,3,0,139,9,21,6,3,9,8,3,0,0,65,30,29,13,13,23,7,5,7,23,149,1821,2902,490,392,750,407,82,127,96,7066
POA3211,7,0,6,3,6,3,0,0,0,29,4,10,6,15,3,3,0,0,3,48,33,3,61,11,18,18,21,21,0,191,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,3,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,6,3,0,3,0,0,3,20,60,72,91,41,49,32,26,25,6,404
POA3212,56,80,45,78,39,18,12,15,9,346,76,99,71,148,101,37,20,25,9,592,175,111,718,274,197,130,179,206,37,2022,3,0,11,18,17,9,9,12,0,85,12,14,17,46,25,15,16,17,3,155,8,17,5,10,7,4,0,3,3,50,10,19,18,28,18,14,17,16,13,153,522,1128,959,717,543,266,277,312,92,4822
POA3213,11,21,19,13,9,7,3,7,4,94,21,23,22,31,12,11,4,15,0,140,73,19,201,51,54,33,37,53,13,539,4,0,3,3,4,0,3,0,0,24,0,3,3,3,3,3,0,8,0,28,0,5,0,0,3,0,0,3,0,15,0,7,5,4,8,12,6,9,7,60,190,255,261,126,119,85,72,98,33,1233
POA3214,28,33,29,41,32,15,12,27,0,209,31,46,48,138,57,40,27,36,3,434,95,56,571,401,155,138,214,278,28,1947,8,0,17,27,14,23,22,46,0,168,9,10,20,61,17,17,24,34,0,183,0,5,6,5,4,9,5,5,0,49,13,6,40,35,27,26,50,62,42,298,226,530,769,811,390,309,382,532,86,4035
POA3215,61,97,57,63,69,20,15,21,3,394,71,120,92,145,117,47,15,32,8,659,154,84,841,295,231,115,165,239,29,2161,9,12,4,22,20,32,6,23,0,124,18,16,20,39,44,19,24,12,0,197,3,15,8,7,9,3,4,3,0,60,16,16,17,24,15,16,29,50,24,210,589,1538,1106,784,694,345,282,424,100,5856
POA3216,213,359,129,201,205,96,31,43,14,1294,260,310,240,390,311,154,45,99,18,1829,523,240,2153,831,580,441,320,463,65,5608,26,19,21,55,55,55,17,45,4,296,49,36,40,74,96,51,33,39,8,427,21,41,12,23,22,14,10,9,5,155,29,71,50,74,50,45,19,42,36,421,2137,5926,2914,2298,2009,1217,557,962,217,18231
POA3217,27,45,16,35,27,16,4,10,3,177,38,67,43,85,44,26,8,10,9,335,91,39,389,120,89,66,43,63,17,925,3,3,4,6,11,4,0,4,0,33,7,4,11,5,10,4,8,6,5,57,0,6,3,3,4,3,0,0,0,22,3,8,10,5,5,5,3,7,4,49,313,754,508,357,273,154,72,116,35,2587
POA3218,61,102,55,51,49,19,11,8,5,365,72,85,44,109,90,37,11,13,7,463,129,61,528,194,114,78,85,118,12,1322,4,4,6,15,10,8,3,9,0,55,16,12,7,26,14,16,14,9,0,112,0,12,8,8,0,3,5,4,0,36,10,15,11,19,13,14,9,17,5,118,635,1709,760,609,523,254,157,240,53,4939
POA3219,50,106,46,62,51,16,19,12,3,367,60,70,59,158,99,43,16,37,12,552,159,91,801,398,194,165,143,260,37,2249,9,4,8,27,16,29,4,24,0,111,7,9,17,43,30,23,13,23,3,160,4,6,5,8,9,0,0,8,0,43,16,27,34,30,15,16,25,41,18,219,486,1261,1055,900,541,367,248,449,86,5405
POA3220,92,152,46,76,51,34,10,9,0,470,73,102,62,96,99,29,19,14,3,481,163,69,438,173,127,104,51,84,16,1223,8,5,13,15,10,8,0,5,0,64,25,11,9,18,16,25,3,7,3,118,11,13,3,0,4,0,3,4,0,38,19,15,6,11,14,11,6,18,16,109,951,2424,662,617,630,314,118,188,72,5973
POA3221,9,4,3,3,5,0,0,0,0,23,7,4,4,0,4,4,0,4,0,24,17,3,27,8,11,5,3,3,0,76,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,5,67,81,38,23,32,18,3,10,3,284
POA3222,59,99,39,48,41,17,8,7,5,319,62,73,51,111,82,40,8,24,7,452,150,75,711,272,149,90,109,173,29,1757,5,5,10,17,25,15,5,4,0,85,11,5,13,40,20,9,8,18,0,132,7,10,8,4,0,0,0,3,0,37,16,15,19,21,13,14,13,21,10,143,504,1041,888,625,461,236,166,271,66,4266
POA3223,24,42,16,20,20,6,4,5,0,132,16,33,13,36,26,13,7,3,8,155,66,24,213,81,63,40,46,56,4,594,5,3,3,5,8,7,3,7,0,34,7,7,9,9,14,4,3,0,3,61,4,7,3,3,3,3,3,7,0,33,10,10,7,12,10,11,6,5,7,78,199,392,296,205,186,105,72,99,23,1580
POA3224,45,64,34,56,49,23,11,14,9,296,73,72,61,137,110,28,6,26,5,519,172,69,710,292,188,109,155,196,28,1918,3,3,3,17,19,7,3,23,0,73,10,3,12,40,32,21,8,8,4,140,0,5,3,0,3,3,0,0,0,20,9,19,17,30,10,17,11,13,7,126,446,914,879,658,500,260,202,311,55,4228
POA3225,21,30,4,12,16,4,3,3,5,103,15,18,9,12,14,5,0,3,0,89,30,12,90,21,21,10,4,16,9,215,0,0,0,7,0,0,3,3,3,16,3,5,0,3,0,5,0,6,0,27,0,6,0,0,0,3,0,0,0,10,6,3,0,0,3,3,4,0,6,29,188,415,134,96,115,54,17,47,25,1087
POA3226,52,102,41,62,50,27,10,12,4,354,76,87,67,117,79,33,7,15,8,489,141,60,648,203,131,107,61,106,24,1477,5,4,10,6,8,10,6,0,0,45,17,10,3,29,18,6,3,10,0,93,5,16,3,9,0,0,0,0,0,38,14,21,16,23,16,9,5,13,11,123,596,1629,868,620,459,254,101,193,61,4774
POA3227,24,45,16,18,14,6,0,3,3,133,22,26,19,27,19,13,3,10,0,124,68,23,182,48,24,30,13,22,3,412,0,4,3,3,3,5,0,0,0,22,8,4,3,7,3,7,0,6,0,32,0,4,0,0,0,0,0,0,0,15,7,6,7,7,3,7,0,3,4,43,279,638,257,142,145,90,19,47,27,1634
POA3228,86,152,47,87,73,42,7,19,5,519,102,130,70,128,101,45,11,21,8,614,233,93,725,181,129,118,64,126,20,1689,7,8,0,11,20,10,3,7,0,68,10,8,14,27,26,30,0,11,3,137,3,14,5,6,10,7,0,0,0,44,14,39,14,22,17,10,8,14,19,167,1006,2286,973,693,636,372,108,258,94,6438
POA3230,5,18,3,8,12,5,3,6,3,65,12,13,8,15,14,6,0,3,3,75,22,6,113,21,19,9,13,19,0,222,0,0,0,3,3,0,0,0,0,15,0,4,0,4,7,0,0,0,0,15,0,3,0,0,0,0,0,0,0,7,3,5,7,3,4,8,0,3,0,29,124,287,154,91,91,46,21,37,20,868
POA3231,12,13,3,3,3,0,0,6,0,37,10,9,4,0,3,4,0,0,0,38,17,5,48,8,4,3,0,10,0,98,0,0,0,0,0,0,0,3,0,3,4,3,4,4,3,4,0,0,0,14,0,3,0,0,0,0,0,0,0,3,0,3,7,0,0,4,0,0,0,16,84,143,78,34,23,26,3,22,6,416
POA3232,11,8,5,4,0,0,0,0,0,29,10,6,5,3,3,5,0,0,0,31,22,3,43,18,3,5,4,14,0,109,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,9,6,0,3,0,0,4,0,0,3,14,80,75,70,40,18,27,4,24,7,342
POA3233,20,8,8,4,6,9,0,3,0,57,17,3,3,18,9,3,4,5,0,60,29,4,88,12,11,8,18,43,3,213,0,0,0,0,0,0,0,5,0,11,0,8,0,4,6,3,0,8,0,25,0,0,3,0,3,0,0,3,0,7,4,3,0,3,0,4,0,7,0,29,101,120,125,56,41,44,25,85,8,601
POA3234,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,17,12,13,0,9,0,0,17,0,65
POA3235,7,3,0,0,0,3,0,0,0,12,7,3,0,7,0,0,0,0,0,19,7,3,17,3,0,3,5,8,0,45,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,3,41,34,29,11,6,12,5,4,0,144
POA3236,0,4,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,10,0,0,3,3,3,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,9,8,7,0,3,8,0,74
POA3237,3,0,0,3,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,10,10,0,5,13,0,0,3,8,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,6,29,11,7,13,3,0,4,10,8,86
POA3238,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,20,21,4,14,7,3,6,5,0,77
POA3239,11,3,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,10,6,3,11,3,3,0,4,9,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,29,19,19,3,9,3,7,19,3,118
POA3240,10,15,4,7,8,3,0,4,0,50,14,15,6,15,12,8,0,4,0,72,50,4,115,24,29,15,19,23,0,283,0,0,0,4,3,3,0,0,0,8,0,3,9,5,3,0,0,4,0,27,3,0,0,0,0,0,0,0,0,6,0,0,3,0,4,5,0,6,4,25,139,184,148,68,83,35,25,46,7,739
POA3241,14,12,11,5,4,3,7,4,0,56,11,6,6,18,10,5,0,5,3,73,43,12,114,42,18,21,35,32,0,318,3,0,0,0,0,3,4,7,0,16,4,0,0,4,3,4,4,3,0,23,3,0,0,0,0,0,0,0,0,9,8,0,8,3,0,3,7,6,0,37,129,145,146,88,55,48,48,61,12,730
POA3242,8,3,5,6,11,3,0,0,0,39,3,3,0,3,0,0,0,3,0,14,15,5,38,12,11,3,8,5,0,101,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,13,57,61,50,32,40,16,13,22,0,274
