POA_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
POA3544,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,26,8,12,15,16,9,30,0,110
POA3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,12,23,18,17,14,29,7,53,4,174
POA3549,0,4,6,3,6,9,3,4,0,44,10,7,7,8,10,18,5,9,34,113,62,113,106,134,263,268,116,212,72,1337
POA3550,25,82,52,83,131,91,64,67,3,613,23,81,43,59,100,89,36,66,106,590,740,2663,1896,2334,3326,2829,1584,2050,278,17699
POA3551,28,85,59,63,87,89,65,86,8,568,22,47,32,45,71,82,30,82,84,484,745,1888,1529,1786,2569,2323,1348,2065,251,14501
POA3555,11,46,31,44,79,53,26,44,5,338,12,38,22,21,58,33,14,26,54,284,297,998,876,1036,1813,1364,786,887,137,8195
POA3556,11,18,18,19,38,40,29,20,0,200,16,21,15,23,33,43,15,17,59,240,233,713,545,676,1036,849,462,548,122,5184
POA3557,0,0,0,3,5,3,0,3,0,17,0,3,3,0,0,0,0,8,0,13,20,44,36,53,52,50,26,91,4,373
POA3558,0,8,0,0,0,0,0,3,0,17,0,0,0,3,0,5,3,3,0,21,20,45,28,46,41,59,38,88,5,371
POA3559,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,10,8,16,31,29,30,45,18,70,8,257
POA3561,0,6,4,11,9,12,4,12,0,63,6,9,4,4,7,9,3,15,29,81,85,218,182,217,235,263,169,440,58,1865
POA3562,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,7,12,11,12,21,8,10,41,3,127
POA3563,0,4,0,0,3,4,0,0,0,9,0,3,0,0,0,5,0,0,0,13,17,52,26,47,44,56,22,93,8,371
POA3564,7,41,24,34,83,55,23,44,0,313,18,25,15,20,38,54,13,40,82,314,317,899,706,908,1235,1142,677,1081,144,7112
POA3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,3,4,9,4,5,10,10,50
POA3566,0,0,0,3,0,0,0,0,0,12,0,3,0,3,0,3,0,0,5,14,11,33,34,28,16,34,27,61,14,256
POA3567,0,3,0,3,0,0,3,0,0,14,0,4,4,0,3,0,0,3,0,13,5,26,28,40,32,47,23,86,7,291
POA3568,0,7,4,4,12,8,4,8,0,37,0,3,4,7,3,10,3,6,15,48,61,173,129,136,171,172,95,262,35,1252
POA3570,0,4,0,0,3,0,0,4,0,12,0,0,0,0,0,4,0,0,7,14,11,34,36,45,59,42,18,49,17,309
POA3571,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,7,6,13,13,17,15,58,6,146
POA3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,5,6,3,8,7,32,7,78
POA3573,0,0,0,5,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,7,10,16,4,20,12,15,12,52,4,144
POA3575,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,12,12,13,34,30,38,34,48,32,91,15,335
POA3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,6,11,0,39
POA3579,7,8,8,12,11,17,7,15,0,78,0,17,12,12,9,19,0,22,25,107,85,276,242,269,317,345,174,451,49,2212
POA3580,0,3,0,0,4,3,0,0,0,13,3,3,3,0,4,3,0,3,6,23,23,63,42,63,64,62,26,54,11,400
POA3581,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,3,0,0,7,3,7,10,10,7,15,11,13,3,74
POA3583,0,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,4,8,5,10,22,7,10,12,0,88
POA3584,0,0,0,0,4,6,4,10,0,21,3,3,0,7,0,0,0,0,3,18,20,61,40,46,81,77,37,73,7,433
POA3585,3,22,14,21,55,39,24,19,3,200,10,22,11,16,18,29,13,28,39,183,202,589,418,566,920,908,426,664,111,4797
POA3586,3,0,4,0,0,6,0,8,0,18,0,3,3,6,0,7,3,3,3,28,15,52,40,49,65,58,34,68,13,396
POA3588,0,3,0,3,3,0,0,0,0,7,0,0,0,0,0,3,0,0,3,12,3,28,13,19,32,32,18,17,5,162
POA3589,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,5,6,26,14,21,22,23,14,34,9,161
POA3590,0,3,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,8,8,21,22,16,24,20,14,23,0,152
POA3591,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,7,10,8,7,11,20,6,15,8,88
POA3594,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,15,10,21,16,25,43,34,10,35,14,204
POA3595,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,3,0,0,3,10,5,16,22,20,25,43,19,30,7,181
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,3,0,6,0,8,0,38
POA3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,10,21,13,14,28,44,24,58,4,205
POA3599,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,6,4,4,12,9,11,0,50
POA3607,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,11,3,3,18,15,5,10,0,57
POA3608,0,3,0,3,3,6,0,0,0,24,3,3,3,6,5,6,4,4,7,42,48,130,91,130,181,185,85,167,18,1039
POA3610,0,3,0,3,0,3,3,0,0,22,0,3,0,0,5,5,0,12,5,36,32,60,53,70,75,88,56,127,16,580
POA3612,0,0,4,0,6,8,4,4,0,26,0,3,3,3,12,0,3,3,6,29,33,92,82,73,104,82,55,77,18,615
POA3614,0,4,0,0,3,5,0,3,0,21,0,0,0,3,3,0,0,0,0,14,19,52,42,49,75,87,32,79,9,460
POA3616,7,18,6,9,10,15,3,12,0,83,9,5,3,3,18,14,8,14,31,97,125,270,222,254,374,412,218,357,65,2286
POA3617,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,12,11,12,3,8,0,25,3,89
POA3618,0,3,0,0,3,3,0,0,0,15,0,0,0,0,3,0,0,4,0,13,12,24,32,35,47,65,24,58,3,299
POA3620,8,19,11,18,22,32,22,28,4,158,9,19,7,8,29,17,13,8,34,135,175,385,328,440,596,538,323,533,61,3386
POA3621,3,0,3,8,12,11,0,0,0,36,8,3,0,0,3,8,0,4,3,33,48,120,98,142,143,165,101,196,16,1023
POA3622,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,9,23,30,30,20,40,13,49,8,225
POA3623,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,3,13,8,38,26,42,60,59,33,85,14,368
POA3624,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,7,10,16,28,20,46,29,15,58,9,231
POA3629,5,17,9,21,40,33,26,12,0,161,11,18,9,7,25,24,15,23,51,180,161,415,352,482,784,616,363,485,108,3768
POA3630,14,67,58,45,135,106,45,64,14,542,24,54,44,45,102,87,38,54,135,583,456,1444,1150,1553,2521,2225,1146,1401,270,12171
POA3631,3,24,20,34,49,49,30,27,3,247,3,19,13,19,30,32,13,28,60,216,222,661,557,672,1003,1118,543,931,108,5808
POA3633,0,0,0,0,4,0,0,3,0,7,4,3,4,0,0,0,0,0,0,14,11,43,27,34,41,42,33,42,7,278
POA3634,3,4,6,0,10,11,3,6,0,44,3,0,0,0,6,6,4,6,10,40,32,106,100,103,147,185,77,169,23,936
POA3635,0,0,0,0,0,6,3,3,0,14,0,0,0,4,3,3,0,0,3,14,9,17,22,33,39,59,31,54,4,270
POA3636,0,13,5,8,11,16,8,8,4,79,0,12,6,4,11,21,6,11,21,104,111,276,219,233,358,379,213,352,54,2190
POA3637,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,3,8,4,16,12,35,27,30,34,43,29,99,12,317
POA3638,0,11,3,0,5,8,0,7,0,39,6,4,3,7,0,8,4,8,13,54,36,125,81,100,118,158,71,188,32,906
POA3639,0,0,3,4,0,3,3,0,0,9,0,3,0,0,0,3,0,0,5,10,14,33,32,27,23,33,24,57,8,246
POA3640,0,3,0,0,0,0,0,3,0,13,0,0,4,0,3,3,0,0,4,17,19,55,48,43,68,64,37,141,14,485
POA3641,3,3,3,3,7,0,9,0,0,19,3,3,0,0,0,4,0,3,0,21,24,63,35,56,73,91,68,112,9,536
POA3644,3,14,9,12,28,25,10,13,0,116,27,24,15,9,26,26,15,15,50,201,190,380,319,453,574,577,399,599,109,3602
POA3646,0,0,0,4,3,0,0,0,0,15,0,3,3,3,3,3,0,3,0,22,24,33,27,30,53,39,24,46,3,276
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,0,22
POA3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,9,7,31,19,22,20,21,13,52,11,196
POA3658,11,16,7,19,29,22,7,15,0,123,8,18,8,12,27,19,9,15,26,146,130,309,280,333,546,487,265,362,57,2770
POA3659,0,0,0,0,0,6,0,3,0,11,3,0,0,0,0,0,0,0,0,6,20,44,28,36,71,54,13,69,3,340
POA3660,4,12,11,8,15,28,12,22,0,124,10,14,11,8,11,28,0,18,42,143,121,391,320,381,580,507,236,389,89,3024
POA3662,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,26,27,20,24,55,128,120,193,14,603
POA3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,17,6,10,19,10,20,3,87
POA3664,0,3,3,3,0,0,0,0,0,11,5,0,0,0,0,4,0,8,7,28,28,63,47,61,68,77,43,86,11,497
POA3665,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,3,6,8,26,18,17,19,11,14,28,5,149
POA3666,7,7,6,12,20,10,6,7,0,69,6,11,8,10,9,15,6,14,23,93,89,252,216,250,279,311,149,325,57,1937
POA3669,0,0,0,0,3,9,0,3,0,14,3,3,4,0,0,6,0,5,0,22,24,85,55,67,82,100,39,110,12,574
POA3670,0,0,0,3,5,0,0,3,0,12,0,0,3,0,0,0,0,0,3,7,15,43,31,41,48,39,28,33,6,268
POA3672,4,28,14,17,27,30,13,16,3,157,11,19,12,21,34,23,11,10,27,168,197,478,420,538,771,673,379,461,70,3993
POA3673,0,3,3,0,5,10,0,4,0,29,0,3,3,0,8,7,0,9,11,42,47,107,89,87,110,127,63,170,22,826
POA3675,0,6,0,3,5,4,0,5,0,31,0,3,3,0,0,8,0,0,9,28,48,105,110,115,151,139,82,146,18,907
POA3677,6,27,25,29,57,73,14,47,4,286,11,39,15,21,40,59,18,36,66,298,334,931,816,1047,1416,1294,641,901,157,7541
POA3678,0,8,13,12,13,23,6,19,0,97,11,15,15,13,17,21,6,15,19,132,133,391,372,422,425,537,259,608,59,3199
POA3682,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,4,0,0,7,19,7,24,24,34,44,59,30,67,9,298
POA3683,0,7,4,4,7,8,3,3,0,30,4,0,3,6,11,3,5,3,8,41,42,91,87,117,153,129,74,100,22,810
POA3685,0,6,4,10,15,9,0,8,0,51,0,0,3,0,7,8,5,9,11,40,64,141,120,151,193,250,110,214,19,1255
POA3687,0,4,0,0,5,6,3,3,0,24,0,0,0,3,4,3,3,4,3,25,20,50,56,52,80,103,54,51,9,481
POA3688,0,5,0,3,4,7,7,3,0,33,3,3,3,3,0,0,0,4,5,28,41,55,69,84,120,104,55,107,20,654
POA3690,18,67,46,75,137,109,73,59,13,607,22,55,32,37,97,109,47,58,110,575,582,1752,1443,1955,3028,2573,1590,1960,249,15141
POA3691,3,18,17,18,26,37,13,26,5,163,14,10,8,15,22,29,4,27,40,180,225,501,443,557,799,970,556,863,106,5024
POA3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,13,21,0,70
POA3695,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,3,5,13,15,19,29,31,34,38,30,39,11,242
POA3697,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,0,0,0,0,6,13,38,40,40,30,37,7,60,3,269
POA3698,0,0,0,3,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,7,20,42,38,46,64,55,35,73,9,386
POA3699,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,9,12,59,47,66,82,48,45,88,3,465
POA3700,0,0,0,7,0,8,3,4,0,22,6,3,0,3,4,3,0,3,3,25,45,56,59,78,85,81,51,104,20,572
POA3701,0,0,0,0,0,0,0,3,0,6,0,3,0,0,3,0,0,0,8,16,15,49,50,60,53,74,34,132,15,483
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,4,0,18
POA3705,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,8,6,22,11,13,10,14,8,41,3,122
POA3707,0,3,4,4,6,12,4,4,0,40,3,6,0,0,3,3,0,8,4,31,42,106,65,73,87,108,52,183,11,731
POA3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,4,0,7,0,32
POA3709,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,19,11,20,15,30,11,44,0,144
POA3711,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,10,5,23,31,25,31,35,13,45,4,211
POA3712,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,13,18,11,22,25,22,16,29,9,162
POA3713,0,0,0,0,3,0,0,3,0,12,0,0,0,4,0,0,3,3,9,15,13,49,46,45,58,55,28,59,12,359
POA3714,0,11,6,7,3,4,4,12,0,46,0,4,5,11,5,11,3,5,12,66,76,170,169,219,223,273,121,198,29,1480
POA3715,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,6,0,9,6,16,13,21,15,18,6,35,3,131
POA3717,0,7,6,3,11,12,8,7,0,49,4,9,6,0,7,11,4,4,15,66,51,141,132,137,136,209,88,179,29,1105
POA3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,13,0,12,0,42
POA3719,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,9,8,19,23,22,18,29,17,25,3,166
POA3720,0,0,0,3,0,0,4,0,0,9,0,0,0,4,0,0,3,0,3,18,9,29,26,36,32,35,22,43,10,231
POA3722,6,27,11,14,8,11,8,17,0,104,7,11,9,3,11,16,4,14,23,103,92,322,249,312,300,380,207,421,47,2334
POA3723,0,5,3,3,0,6,3,3,0,34,5,3,8,6,0,13,3,13,14,60,50,159,142,180,112,174,93,293,33,1238
POA3725,0,3,0,3,0,3,0,4,0,11,0,3,0,0,0,0,0,0,6,13,11,39,30,33,31,62,25,55,12,296
POA3726,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,13,8,23,23,12,12,26,17,48,8,178
POA3727,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,7,16,5,7,11,14,10,14,25,4,118
POA3728,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,12,38,23,35,28,45,22,63,6,270
POA3730,0,20,15,14,17,20,10,24,0,126,10,7,5,14,23,14,8,14,28,122,177,416,361,413,532,569,269,485,73,3294
POA3732,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,5,11,16,37,20,37,42,33,26,57,9,284
POA3733,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,5,12,7,19,16,15,10,9,0,105
POA3735,0,0,3,0,0,3,0,0,0,9,0,0,0,3,0,3,0,0,0,7,16,34,45,44,32,53,25,73,4,322
POA3737,3,4,9,4,9,12,10,13,0,69,6,10,5,3,18,8,4,14,17,83,103,233,198,220,354,289,143,276,48,1866
POA3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,16,14,17,21,9,3,25,10,116
POA3739,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,11,15,23,15,15,10,19,3,109
POA3740,0,3,0,3,0,3,0,3,0,15,0,4,3,3,0,4,0,3,8,23,21,66,68,68,67,66,51,106,15,526
POA3741,0,6,0,4,3,7,3,7,0,31,3,10,5,3,13,0,0,9,11,55,62,203,148,183,204,184,136,212,22,1349
POA3744,0,0,0,0,0,3,0,0,0,12,0,0,3,0,3,0,0,0,0,11,10,34,23,34,32,32,16,16,6,210
POA3746,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,12,8,20,23,7,28,39,15,16,0,158
POA3747,0,7,0,6,5,10,10,3,4,47,10,8,7,0,9,5,8,7,19,69,106,273,252,288,283,333,154,296,39,2033
POA3749,0,4,0,0,6,5,3,3,0,24,0,5,0,3,0,6,0,0,4,31,35,135,104,100,140,157,83,136,12,903
POA3750,0,18,12,14,45,33,10,11,3,148,8,15,15,18,62,37,10,12,56,237,162,311,362,430,1186,877,331,401,105,4180
POA3751,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,4,11,12,18,14,26,7,14,4,108
POA3752,15,54,48,47,111,80,38,54,4,442,21,62,41,44,117,77,37,62,76,520,368,1280,1194,1296,2735,2403,1048,1289,201,11819
POA3753,0,9,0,3,12,8,3,3,0,47,0,6,7,4,18,13,5,12,15,79,33,80,87,121,232,250,104,165,31,1110
POA3754,18,97,88,66,160,152,87,98,4,776,22,82,53,48,150,149,51,79,144,774,697,1871,1757,1917,3810,3829,1880,2373,321,18459
POA3755,0,0,0,0,0,0,0,0,0,9,0,3,0,0,5,0,0,3,0,12,4,20,14,14,20,23,10,17,0,122
POA3756,4,29,11,17,64,69,24,25,7,243,11,31,20,15,54,57,20,35,47,285,224,570,514,590,1175,1154,530,743,106,5606
POA3757,7,16,17,22,31,36,15,29,0,176,12,23,14,18,28,59,13,37,35,234,169,470,431,472,668,803,378,603,80,4078
POA3758,0,5,3,6,3,10,3,12,0,43,0,5,3,10,12,13,4,5,4,54,43,119,105,136,183,218,103,158,17,1088
POA3759,0,4,0,3,3,3,0,0,0,17,0,4,3,4,3,5,5,10,0,26,14,88,45,65,88,129,50,87,6,577
POA3760,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,10,9,32,21,21,31,31,23,34,6,217
POA3761,0,3,3,0,3,6,0,0,0,22,3,4,0,0,3,3,0,3,6,23,30,79,62,80,90,108,39,109,11,617
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,15,4,11,12,7,3,13,3,70
POA3763,3,11,5,3,11,7,4,8,0,46,4,4,3,3,10,6,3,3,9,46,28,88,92,92,125,130,68,116,12,748
POA3764,3,21,10,16,22,24,21,33,3,159,4,17,16,18,31,28,10,17,32,175,160,467,424,410,669,736,416,596,87,3966
POA3765,4,19,6,25,30,32,8,35,0,154,4,18,12,15,31,34,12,18,22,158,126,450,355,409,575,608,341,446,43,3360
POA3766,0,3,0,3,0,0,0,3,0,13,3,0,0,3,8,8,3,9,0,35,23,90,52,85,106,124,68,105,8,653
POA3767,0,0,0,0,3,3,0,3,0,13,6,3,0,4,5,3,5,9,7,43,25,94,62,76,78,95,57,112,15,614
POA3770,0,11,4,11,27,16,9,16,0,103,4,7,5,9,10,19,12,14,13,85,75,219,156,201,294,308,161,254,28,1698
POA3775,3,14,8,8,22,20,10,11,0,108,11,18,4,12,14,28,4,15,25,124,82,280,218,200,301,388,160,291,44,1965
POA3777,11,21,22,20,48,46,24,30,4,233,17,29,14,27,36,45,18,23,61,271,211,657,565,603,770,806,438,666,131,4841
POA3778,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,4,0,0,0,8,4,17,8,9,22,18,13,9,0,106
POA3779,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,9,30,20,25,17,13,22,19,4,168
POA3781,3,16,3,11,20,20,17,17,0,107,3,8,6,11,28,25,6,20,19,123,62,275,244,267,406,426,227,313,44,2256
POA3782,7,25,17,18,31,46,18,17,4,174,3,27,16,12,23,36,15,22,21,169,136,538,407,452,610,747,380,597,59,3921
POA3783,0,3,4,11,3,6,7,7,0,48,3,9,3,3,5,11,13,4,8,60,52,133,123,133,189,229,112,179,24,1168
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,8,6,3,3,0,34
POA3786,0,3,4,4,8,7,0,9,0,32,3,4,6,3,4,7,3,6,3,41,29,107,87,92,117,130,78,121,9,782
POA3787,0,0,3,0,3,5,0,6,0,22,0,5,0,0,3,4,0,0,3,20,21,81,61,80,72,92,46,102,9,559
POA3788,0,0,0,3,0,3,0,6,0,17,0,10,4,4,3,8,3,7,7,51,43,138,86,101,117,154,85,126,15,875
POA3789,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,8,0,24,27,7,17,14,8,22,0,129
POA3791,0,3,4,3,3,3,3,4,0,23,0,8,3,3,4,9,0,9,0,39,23,113,97,85,94,133,82,112,4,753
POA3792,4,3,0,3,4,0,0,0,0,11,0,4,0,0,5,5,0,0,3,26,23,76,60,72,62,95,53,76,3,518
POA3793,4,9,11,11,7,14,8,12,0,65,3,7,5,3,12,14,3,20,10,84,85,262,181,208,279,302,153,219,31,1737
POA3795,0,6,3,3,10,4,0,5,0,28,0,0,3,3,4,3,8,4,11,36,31,87,65,81,89,109,53,99,16,635
POA3796,11,36,24,23,43,42,27,36,0,228,10,31,19,20,37,49,16,31,50,254,188,678,510,538,890,966,481,684,92,5023
POA3797,0,10,8,4,10,14,10,6,0,70,5,11,7,5,11,15,7,10,24,96,77,195,142,199,233,255,137,197,46,1483
POA3799,0,10,17,11,33,21,16,14,3,114,11,18,9,13,25,29,8,14,28,148,92,294,270,331,442,400,183,261,66,2334
POA3800,0,3,0,0,0,0,0,0,3,11,0,4,0,0,0,0,0,0,0,8,31,201,46,20,5,3,5,16,44,361
POA3802,9,60,40,53,112,88,40,34,4,452,18,56,40,50,145,131,26,64,126,668,308,1252,1038,1253,2689,2270,893,1022,265,10991
POA3803,3,21,15,20,46,38,23,9,5,178,8,29,21,13,78,47,12,25,72,311,126,489,406,533,1194,840,379,408,119,4496
POA3804,9,32,24,9,34,43,19,49,0,222,12,24,20,18,34,49,8,30,36,230,125,570,446,479,622,811,344,653,76,4125
POA3805,20,135,100,108,240,263,141,145,16,1171,35,133,96,122,338,298,95,150,301,1571,748,3207,2506,3062,6121,5442,2419,2944,573,27030
POA3806,19,102,94,122,190,183,97,120,11,943,26,95,78,99,205,239,82,132,160,1119,695,2876,2316,2593,4504,4755,2174,3267,356,23535
POA3807,0,26,13,18,29,25,22,25,0,160,0,27,22,14,47,32,9,28,36,220,93,571,406,370,663,675,350,615,58,3802
POA3808,0,3,7,7,12,19,4,16,0,67,0,8,3,13,3,18,7,14,10,77,64,208,174,200,193,269,137,294,30,1565
POA3809,8,14,17,8,42,29,20,20,3,152,3,16,6,15,45,36,19,22,20,181,127,346,345,366,911,833,447,520,54,3959
POA3810,16,97,78,82,200,174,91,140,11,887,39,92,63,90,214,209,85,134,212,1128,685,2265,2023,2419,4560,4206,2163,2748,449,21530
POA3812,3,15,4,0,6,16,0,18,3,66,3,3,8,5,16,14,9,4,4,69,47,140,143,145,192,247,111,197,18,1237
POA3813,0,6,0,0,3,5,3,3,0,18,0,3,4,4,5,3,6,4,3,31,11,53,54,48,50,75,48,71,16,421
POA3814,0,7,7,4,21,3,5,7,0,53,3,3,8,7,9,12,4,3,21,70,41,125,124,124,155,192,81,188,36,1063
POA3815,0,11,11,9,15,16,3,8,3,72,6,8,4,3,11,13,3,7,18,70,53,177,136,161,219,247,124,233,37,1382
POA3816,0,13,6,3,11,19,0,5,0,60,5,7,7,3,5,10,11,5,8,52,43,145,117,131,213,206,124,223,12,1207
POA3818,6,39,35,38,60,45,31,48,0,302,19,28,19,22,39,51,23,40,62,296,234,796,592,684,985,1026,575,903,131,5920
POA3820,9,53,38,43,78,51,31,48,3,356,15,19,18,16,28,30,15,32,50,225,302,938,755,829,1191,1148,694,1047,104,7009
POA3821,5,3,4,3,13,9,3,11,0,53,0,8,3,4,4,12,4,17,18,71,67,203,166,155,172,229,127,311,42,1471
POA3822,0,3,0,3,3,5,3,3,0,16,0,7,3,0,4,4,0,3,10,26,14,58,52,56,73,71,25,97,21,468
POA3823,0,5,4,3,4,5,7,3,0,30,3,3,0,3,7,3,5,4,5,28,43,117,92,106,115,133,73,150,21,848
POA3824,8,12,9,10,16,16,9,13,0,81,7,11,12,9,13,19,3,13,22,97,108,291,282,253,369,333,192,341,45,2211
POA3825,14,32,27,31,75,59,20,39,0,303,9,34,26,19,54,53,12,33,94,339,335,1058,869,945,1497,1198,621,895,195,7618
POA3831,0,0,5,0,8,9,3,7,0,35,0,4,3,0,7,5,0,6,4,31,38,88,85,92,101,117,71,142,19,753
POA3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,8,16,13,17,8,24,3,102
POA3833,0,0,0,0,0,4,0,0,0,9,0,0,0,0,4,0,0,0,0,9,3,23,15,22,17,12,7,30,0,126
POA3835,0,3,0,3,3,0,4,0,0,7,0,3,0,0,0,0,0,0,3,8,15,30,24,30,18,27,22,46,12,224
POA3840,3,29,22,20,39,40,21,48,0,222,21,19,17,14,32,28,16,35,72,258,247,808,649,734,1155,827,501,742,142,5802
POA3842,0,11,0,3,10,11,3,3,0,54,4,0,6,10,7,4,5,3,12,57,71,297,215,201,336,240,172,171,23,1726
POA3844,10,75,45,45,106,97,34,64,3,480,17,38,34,29,60,67,24,48,103,415,570,1652,1291,1467,2480,2151,1321,1809,211,12947
POA3847,0,4,4,3,3,12,4,6,0,33,4,4,3,0,6,14,3,8,10,48,51,85,88,93,157,153,97,213,22,965
POA3850,6,33,25,34,37,46,23,22,3,232,7,21,19,21,36,32,13,37,55,222,268,820,652,732,1023,1063,584,956,121,6220
POA3851,0,14,4,9,8,11,3,7,0,58,3,7,7,4,10,10,4,13,26,93,75,281,202,216,249,293,160,411,55,1939
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,17,8,37,0,69
POA3854,0,3,3,3,3,5,3,6,0,33,0,3,0,0,0,6,0,8,0,24,40,83,95,83,118,122,64,112,4,709
POA3856,0,0,3,3,0,0,0,0,0,9,0,0,0,0,3,7,0,0,3,17,23,50,51,54,98,72,46,59,12,468
POA3857,0,0,0,4,0,0,0,0,0,9,0,3,0,0,0,0,0,6,0,7,4,20,24,20,29,32,20,42,0,192
POA3858,0,11,7,7,8,4,8,5,0,41,0,9,3,7,5,21,5,9,7,67,52,154,124,131,158,227,120,276,26,1274
POA3859,0,0,0,4,3,6,0,3,0,13,0,0,0,0,0,3,0,0,3,16,32,63,39,39,42,54,21,120,5,426
