POA_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA3378,45,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,127,11,..,53,127
POA3379,281,605,3,10,0,0,3,10,5,9,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,7,6,286,626,64,..,351,626
POA3380,2215,5038,51,76,0,0,51,76,150,202,0,0,0,0,0,0,147,201,7,7,0,5,0,0,4,5,15,21,18,49,2457,5385,301,..,2758,5385
POA3381,407,950,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,11,11,19,0,0,4,6,20,34,14,37,446,1027,335,..,776,1027
POA3384,212,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,0,0,0,0,5,11,3,5,223,485,55,..,274,485
POA3385,200,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,9,3,3,206,501,51,..,258,501
POA3387,126,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,129,292,37,..,162,292
POA3388,213,497,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,3,0,3,215,506,49,..,259,506
POA3390,361,841,3,5,0,0,3,5,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,8,6,8,3,14,375,871,98,..,477,871
POA3391,64,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,59,156,21,..,83,156
POA3392,224,459,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,10,13,0,0,240,479,57,..,300,479
POA3393,1003,2216,0,3,0,0,0,3,35,35,0,0,0,0,0,0,35,35,4,3,0,0,0,0,4,8,11,12,21,49,1067,2326,206,..,1276,2326
POA3395,146,306,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,6,0,6,0,0,153,321,53,..,209,321
POA3396,290,635,0,3,0,0,0,3,7,3,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,3,0,3,0,0,300,646,73,..,369,646
POA3400,5060,11945,433,600,11,27,446,625,392,564,0,0,0,0,0,0,392,564,0,0,0,0,0,0,7,8,7,8,22,38,5932,13184,782,..,6713,13184
POA3401,1474,3963,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,6,3,7,3,3,5,8,11,31,9,19,1499,4015,272,..,1766,4015
POA3407,150,330,11,23,0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,21,166,384,51,..,218,384
POA3409,369,830,0,0,0,0,0,0,6,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,374,835,111,..,484,835
POA3412,130,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,275,33,..,160,275
POA3413,79,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,78,195,41,..,121,195
POA3414,699,1500,4,12,3,7,11,14,13,12,0,0,0,0,0,0,13,12,0,5,0,0,3,7,0,0,3,11,18,38,740,1580,111,..,854,1580
POA3415,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,40,3,..,17,40
POA3418,1040,2475,0,0,0,0,0,0,53,59,0,0,0,0,0,0,53,59,0,3,0,0,0,0,0,3,0,3,5,11,1098,2550,271,..,1371,2550
POA3419,324,694,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,5,9,5,9,0,0,331,713,96,..,426,713
POA3420,93,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,241,57,..,153,241
POA3423,91,198,100,201,0,4,100,203,9,10,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,200,412,88,..,286,412
POA3424,306,668,0,0,0,0,0,0,6,9,0,0,0,0,0,0,6,9,3,4,0,0,0,0,3,8,3,12,0,3,321,694,114,..,437,694
POA3427,985,2546,9,17,4,3,8,23,7,8,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,3,7,1003,2588,60,..,1068,2588
POA3428,186,564,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,10,190,580,23,..,215,580
POA3429,11117,31729,421,641,95,193,513,835,901,1533,0,0,0,0,0,0,901,1533,3,6,0,0,0,0,3,6,5,13,20,41,12552,34157,887,..,13439,34157
POA3430,103,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,99,290,9,..,114,290
POA3431,1261,3600,56,98,0,0,56,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,8,1319,3714,98,..,1416,3714
POA3432,63,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,165,5,..,74,165
POA3433,66,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,192,4,..,69,192
POA3434,1570,4514,38,54,0,0,38,54,65,104,0,0,0,0,0,0,65,104,0,0,3,7,3,5,4,8,9,14,8,10,1686,4706,165,..,1855,4706
POA3435,991,2527,12,14,0,0,16,14,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,5,11,18,1014,2570,125,..,1141,2570
POA3437,3072,9059,337,577,4,11,340,585,6,4,0,0,0,0,0,0,6,4,0,0,0,0,0,3,0,3,3,7,7,34,3429,9682,330,..,3761,9682
POA3438,740,2191,17,26,0,8,22,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,2227,54,..,818,2227
POA3440,648,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,15,18,0,0,0,4,22,30,0,0,679,1859,75,..,751,1859
POA3441,468,1229,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,472,1234,124,..,593,1234
POA3442,2464,6533,64,98,8,10,69,110,8,8,0,0,0,0,3,3,8,6,0,0,0,3,0,0,0,6,7,14,16,40,2561,6706,343,..,2906,6706
POA3444,3095,7673,156,246,0,3,155,249,71,110,0,0,0,0,0,0,71,110,0,0,0,0,0,3,26,57,26,61,21,29,3371,8113,576,..,3947,8113
POA3446,372,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,9,19,0,3,385,906,74,..,455,906
POA3447,173,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,177,395,49,..,225,395
POA3448,342,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,350,806,69,..,415,806
POA3450,2639,5666,217,300,3,4,219,307,28,33,0,0,0,0,0,0,28,33,3,3,4,3,0,0,3,8,8,11,30,53,2930,6077,416,..,3343,6077
POA3451,1838,4377,26,49,0,0,26,49,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,12,5,16,13,30,1890,4471,364,..,2256,4471
POA3453,600,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,14,607,1578,82,..,687,1578
POA3458,710,1572,5,4,0,0,5,4,4,4,0,0,0,0,0,0,4,4,0,0,0,0,3,4,16,24,17,27,17,22,757,1638,358,..,1120,1638
POA3460,1025,2056,35,48,6,8,43,58,33,40,0,0,0,0,0,0,33,40,3,6,3,4,0,0,3,3,5,12,15,36,1121,2210,625,..,1746,2210
POA3461,1592,3618,7,6,0,0,9,12,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,4,17,30,17,43,21,40,1642,3711,817,..,2455,3711
POA3462,459,1030,5,6,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3,12,0,3,475,1055,112,..,583,1055
POA3463,1023,2132,10,15,3,8,11,22,26,26,0,0,0,0,0,0,26,26,15,17,0,4,0,3,0,4,17,30,5,12,1088,2220,272,..,1352,2220
POA3464,396,1017,14,15,0,0,14,15,6,3,0,0,0,0,0,0,6,3,0,3,0,0,0,0,5,16,7,22,0,4,421,1066,67,..,485,1066
POA3465,3684,8345,296,435,0,0,296,437,47,49,0,0,0,0,0,0,44,51,21,31,11,18,3,3,16,24,48,77,15,36,4094,8943,513,..,4608,8943
POA3467,484,1033,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,11,0,3,0,0,4,17,4,9,496,1066,96,..,596,1066
POA3468,114,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,250,41,..,156,250
POA3469,119,236,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,245,26,..,149,245
POA3472,590,1223,4,7,0,0,4,7,22,30,0,0,0,0,0,0,22,30,16,23,0,0,3,4,9,13,34,38,4,11,654,1305,186,..,835,1305
POA3475,153,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,155,310,75,..,229,310
POA3477,331,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,0,11,335,765,91,..,432,765
POA3478,1038,2147,28,35,0,4,32,36,16,16,0,0,0,0,0,0,16,16,13,13,5,3,0,0,4,8,18,25,10,12,1111,2245,214,..,1323,2245
POA3480,646,1511,16,18,0,0,16,18,21,26,0,0,0,0,0,0,21,26,3,4,0,0,0,0,4,7,9,11,0,4,697,1579,122,..,819,1579
POA3482,66,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,146,32,..,96,146
POA3483,314,756,0,0,0,0,0,0,18,18,0,0,0,0,0,0,18,18,0,0,0,0,0,0,3,8,3,9,3,3,341,787,79,..,422,787
POA3485,130,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,276,49,..,184,276
POA3487,29,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,89,7,..,41,89
POA3488,45,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,109,21,..,65,109
POA3489,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,45,11,..,40,45
POA3490,491,1052,0,0,0,0,0,0,15,18,0,0,0,0,0,0,15,18,0,3,0,0,0,0,0,0,3,3,3,5,516,1085,139,..,652,1085
POA3491,55,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,127,18,..,66,127
POA3494,205,531,0,0,0,0,0,0,8,9,0,0,0,0,0,0,8,9,8,7,10,36,0,0,0,0,25,47,0,0,234,585,71,..,311,585
POA3496,2051,5312,7,13,0,0,7,13,98,132,0,0,0,0,0,0,99,134,20,25,8,22,0,0,5,5,32,54,11,39,2204,5548,308,..,2514,5548
POA3498,1759,4762,7,6,0,0,7,6,56,75,0,0,0,0,0,0,56,75,0,0,0,0,0,3,0,0,4,5,11,40,1841,4889,157,..,1998,4889
POA3500,9576,24776,1614,2656,58,111,1670,2764,924,1448,0,0,0,0,0,0,927,1453,58,90,45,76,0,4,11,28,113,205,52,102,12346,29298,1450,..,13795,29298
POA3501,615,1805,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,9,9,11,15,0,0,0,3,25,33,0,4,637,1847,34,..,672,1847
POA3505,1595,4195,17,40,0,7,22,47,32,45,0,0,0,0,0,0,32,45,11,13,4,9,0,0,0,0,22,19,13,30,1681,4343,114,..,1795,4343
POA3506,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,3,..,19,33
POA3507,61,123,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,5,63,143,17,..,79,143
POA3509,93,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,9,97,218,16,..,118,218
POA3512,149,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,3,4,153,339,52,..,204,339
POA3515,599,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,15,11,21,63,633,1769,46,..,681,1769
POA3516,244,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,16,9,17,260,615,53,..,313,615
POA3517,519,1143,0,3,0,0,0,3,6,9,0,0,0,0,0,0,6,9,9,9,0,5,0,4,5,8,20,27,3,9,553,1198,114,..,665,1198
POA3518,498,1050,3,4,0,0,3,4,12,9,0,0,0,0,0,0,12,9,12,16,0,3,6,7,0,0,20,24,14,20,538,1112,208,..,748,1112
POA3520,71,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,77,156,22,..,98,156
POA3521,218,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,223,602,47,..,263,602
POA3522,111,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,280,38,..,153,280
POA3523,1459,3096,7,7,0,0,7,7,17,27,0,0,0,0,0,0,16,27,6,11,13,14,3,6,7,12,25,38,19,36,1525,3207,482,..,2010,3207
POA3525,537,1141,8,12,0,3,14,13,3,7,0,0,0,0,0,0,3,7,0,4,0,0,0,0,0,7,3,8,0,0,556,1175,91,..,648,1175
POA3527,309,633,3,6,0,3,3,11,3,7,0,0,0,0,0,0,3,7,0,0,4,3,0,0,5,4,9,6,0,0,322,661,76,..,398,661
POA3529,34,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,107,8,..,45,107
POA3530,51,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,53,112,15,..,67,112
POA3531,67,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,72,165,6,..,78,165
POA3533,285,635,4,7,0,0,4,7,3,7,0,0,0,0,0,0,3,7,0,0,0,0,0,0,6,10,6,10,3,3,299,665,71,..,370,665
POA3537,386,874,0,0,0,0,0,0,17,21,0,0,0,0,0,0,17,21,0,0,0,0,0,0,3,5,4,6,3,4,408,908,72,..,478,908
POA3540,118,247,0,0,0,0,0,0,7,10,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,122,251,26,..,151,251
POA3542,60,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,59,144,7,..,66,144
POA3544,88,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,94,211,20,..,117,211
POA3546,147,333,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,149,341,32,..,178,341
POA3549,1001,2840,20,25,0,0,20,25,30,62,0,0,0,0,0,0,30,62,21,37,19,21,10,27,6,3,45,90,11,23,1109,3043,178,..,1284,3043
POA3550,13347,31857,1984,3120,357,678,2340,3803,226,352,56,87,0,0,0,0,275,434,0,0,0,0,0,0,25,61,31,58,47,76,16042,36232,2305,..,18348,36232
POA3551,9481,27424,16,35,0,0,16,35,19,35,0,0,0,0,0,0,19,35,25,43,25,41,7,17,3,6,61,106,34,100,9618,27698,826,..,10442,27698
POA3555,6868,16378,551,855,35,79,588,938,182,302,0,0,17,18,0,0,203,319,42,54,21,29,0,3,4,17,78,98,31,59,7758,17790,798,..,8553,17790
POA3556,4635,11314,266,368,0,0,266,368,39,79,0,0,0,0,0,0,39,79,0,3,0,0,0,0,7,17,11,20,34,70,4982,11850,547,..,5528,11850
POA3557,273,717,4,7,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,274,725,49,..,320,725
POA3558,365,788,0,0,3,9,3,9,3,3,0,0,0,0,0,0,3,3,15,23,0,3,0,0,4,15,22,33,0,0,395,834,68,..,460,834
POA3559,210,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,208,518,58,..,272,518
POA3561,1574,3834,28,36,0,0,28,36,51,67,0,0,0,0,0,0,51,67,8,14,11,18,0,0,3,4,25,39,3,13,1684,3993,245,..,1922,3993
POA3562,90,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,92,234,18,..,116,234
POA3563,288,739,4,9,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,301,756,46,..,345,756
POA3564,5099,12958,665,995,18,30,679,1019,42,68,0,0,0,0,0,0,42,68,10,6,14,25,0,0,4,8,25,43,19,57,5866,14145,826,..,6694,14145
POA3565,34,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,96,10,..,52,96
POA3566,196,465,0,0,0,0,0,0,9,5,0,0,0,0,0,0,9,5,0,3,0,0,0,0,3,7,3,6,3,5,206,484,52,..,261,484
POA3567,249,600,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,256,602,48,..,304,602
POA3568,1143,2570,4,10,0,0,4,10,31,38,0,0,0,0,0,0,31,38,3,10,0,0,0,0,3,3,6,19,0,3,1193,2635,190,..,1378,2635
POA3570,269,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,9,0,0,275,706,27,..,303,706
POA3571,101,255,0,0,0,0,0,0,7,6,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,7,0,7,0,0,104,269,27,..,137,269
POA3572,51,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,147,16,..,67,147
POA3573,112,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,115,278,28,..,140,278
POA3575,298,702,5,6,0,0,5,6,8,14,0,0,0,0,0,0,8,14,4,10,0,0,0,0,0,0,4,10,3,6,314,739,99,..,415,739
POA3576,27,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,63,3,..,33,63
POA3579,2022,4660,0,0,0,0,0,0,57,75,0,0,0,0,0,0,57,75,19,24,0,0,0,0,8,9,22,31,5,13,2117,4786,399,..,2514,4786
POA3580,406,889,0,0,0,0,0,0,9,8,0,0,0,0,0,0,9,8,4,5,0,0,0,0,3,14,7,17,0,0,422,918,73,..,494,918
POA3581,59,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,63,153,31,..,93,153
POA3583,63,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,65,179,21,..,80,179
POA3584,370,941,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,4,5,378,955,54,..,428,955
POA3585,3415,8577,248,393,11,8,259,404,359,589,0,0,0,3,3,0,360,589,20,23,3,8,0,0,6,15,26,45,54,128,4114,9744,455,..,4568,9744
POA3586,229,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,0,5,7,4,15,238,681,24,..,261,681
POA3588,132,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,132,335,20,..,150,335
POA3589,103,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,13,0,0,107,307,23,..,127,307
POA3590,104,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,106,306,14,..,120,306
POA3591,60,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,140,8,..,66,140
POA3594,164,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,8,0,0,0,0,11,20,12,35,194,451,19,..,210,451
POA3595,201,459,0,0,0,0,0,0,8,10,0,0,0,0,0,0,8,10,0,0,0,0,0,0,8,16,8,16,5,13,219,494,31,..,251,494
POA3596,28,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,3,9,0,0,29,78,7,..,37,78
POA3597,150,339,0,0,0,0,0,0,6,21,0,0,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,3,3,161,362,25,..,184,362
POA3599,41,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,6,8,0,6,47,111,9,..,56,111
POA3607,46,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,104,11,..,60,104
POA3608,888,2004,20,22,0,0,20,22,45,65,0,0,0,0,0,0,45,65,7,9,12,18,3,3,9,19,31,48,10,19,996,2165,346,..,1339,2165
POA3610,505,1224,16,26,0,0,16,26,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,8,7,3,5,533,1270,88,..,621,1270
POA3612,683,1465,9,9,0,0,9,9,3,3,0,0,0,0,0,0,3,3,20,23,0,0,0,5,8,13,20,36,3,3,722,1521,180,..,901,1521
POA3614,294,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,295,812,36,..,332,812
POA3616,1756,4479,137,204,0,0,137,204,23,34,0,0,0,0,0,0,23,34,7,16,8,8,0,0,6,16,27,43,5,10,1951,4766,210,..,2158,4766
POA3617,53,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,8,0,0,57,144,7,..,61,144
POA3618,248,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,256,622,23,..,279,622
POA3620,2707,6797,50,81,0,0,46,84,289,427,0,0,0,0,5,9,291,434,16,17,0,0,0,0,3,7,17,20,14,23,3075,7361,314,..,3391,7361
POA3621,772,2015,6,5,0,0,6,5,48,65,0,0,0,0,0,0,48,66,7,8,7,14,0,0,8,15,17,32,3,15,848,2133,77,..,926,2133
POA3622,163,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,424,24,..,183,424
POA3623,342,778,3,4,0,0,3,4,4,4,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,3,7,0,0,352,791,35,..,393,791
POA3624,218,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,221,542,21,..,242,542
POA3629,2826,7175,446,675,3,3,453,680,12,13,24,25,0,0,0,0,29,45,46,54,115,166,3,3,11,33,171,262,10,30,3491,8182,398,..,3887,8182
POA3630,9560,24925,1400,2552,85,189,1486,2742,112,171,0,3,0,0,0,0,114,172,28,40,0,0,0,0,22,51,52,91,26,56,11237,27983,1216,..,12451,27983
POA3631,3662,10460,58,114,0,9,63,114,3,3,0,0,0,0,0,0,3,3,8,13,7,10,3,7,0,0,19,35,8,18,3754,10633,382,..,4131,10633
POA3633,177,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,10,6,0,0,0,3,19,29,0,0,194,556,30,..,227,556
POA3634,615,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,5,5,7,623,1657,61,..,680,1657
POA3635,199,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,6,206,501,35,..,244,501
POA3636,1794,4416,102,145,0,10,104,151,130,185,0,0,0,0,0,0,126,183,7,10,0,0,0,3,3,18,19,28,4,8,2055,4787,260,..,2316,4787
POA3637,206,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,572,19,..,225,572
POA3638,720,1751,8,11,0,0,8,11,41,57,0,0,0,0,0,0,41,57,8,5,12,16,0,0,4,14,21,35,4,9,794,1870,121,..,920,1870
POA3639,213,457,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,10,9,0,0,0,0,13,17,5,7,227,479,71,..,303,479
POA3640,334,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,336,948,34,..,364,948
POA3641,423,1090,7,7,0,0,7,7,6,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,3,3,6,5,17,445,1127,57,..,499,1127
POA3644,3056,7506,137,228,0,3,141,235,157,203,0,0,0,0,0,0,157,203,14,19,29,59,0,0,9,23,52,104,15,45,3419,8089,459,..,3876,8089
POA3646,208,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,207,533,36,..,239,533
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
