POA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA3041,695,1403,240,39,2381,484,58,2918,80,93,43,3,216,122,22,363,103,165,51,7,324,81,8,411,182,253,88,13,536,207,32,773,92,54,18,7,174,167,16,352,34,16,6,3,67,68,7,142,48,18,5,3,78,65,21,163,0,0,0,0,0,0,0,0,176,88,40,17,319,297,45,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,5,0,17,5,0,3,0,6,5,0,17,3,9,0,0,8,3,0,11,1068,1746,374,72,3256,993,127,4383
POA3042,1095,1538,493,61,3193,915,82,4194,190,140,122,25,482,419,23,926,165,244,89,11,507,160,37,704,353,381,213,41,985,584,64,1629,17,9,6,3,33,23,0,58,3,0,0,0,6,0,0,12,10,0,0,0,13,32,0,45,0,0,0,0,0,3,0,5,28,15,7,0,55,55,4,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,12,0,38,18,0,60,10,18,12,0,38,18,0,60,8,6,5,0,15,12,0,24,1499,1954,730,106,4293,1581,157,6021
POA3043,1425,1890,696,59,4063,1045,113,5224,173,149,143,17,481,460,55,991,61,58,36,5,168,57,8,230,230,207,182,21,641,513,64,1221,4,3,4,0,14,30,4,45,4,0,0,0,4,31,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,6,0,23,55,4,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,3,4,0,6,1666,2105,882,85,4739,1624,178,6539
POA3044,1341,2691,585,118,4736,1227,187,6160,321,262,143,33,754,643,79,1478,495,463,173,29,1162,368,122,1648,813,726,315,58,1920,1012,201,3125,75,33,31,5,143,223,13,382,12,8,11,0,37,27,6,61,11,3,4,0,22,42,7,73,0,4,0,0,3,0,0,8,102,47,49,5,202,298,20,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,0,23,15,0,38,5,12,3,0,23,15,0,38,3,8,3,0,20,14,0,29,2267,3479,965,186,6899,2562,415,9873
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3046,1872,2830,992,136,5827,1852,258,7935,294,309,137,28,771,547,74,1390,558,593,205,41,1394,420,145,1955,845,905,348,68,2161,964,219,3348,201,158,55,20,430,304,45,781,21,6,3,3,34,19,3,53,0,3,3,0,5,0,0,5,0,6,0,0,6,3,0,13,220,173,57,21,479,331,54,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,6,0,11,0,5,0,0,10,6,0,11,6,15,5,0,34,8,0,46,2951,3926,1404,226,8508,3158,532,12204
POA3047,705,1771,882,103,3461,950,197,4610,34,57,43,4,135,125,14,274,81,134,53,3,273,46,19,339,116,192,89,7,407,170,29,608,116,279,106,13,515,183,45,747,0,0,3,0,3,0,0,3,5,14,17,0,36,43,0,83,0,0,0,0,0,0,0,3,122,293,128,13,554,228,49,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,42,0,92,27,10,124,8,38,42,0,90,31,10,124,8,6,4,0,17,31,3,51,963,2298,1144,132,4534,1411,289,6236
POA3048,688,2024,871,62,3653,624,98,4372,79,243,103,6,434,101,16,547,20,57,21,8,103,18,5,125,98,298,124,14,529,124,20,670,10,16,11,0,37,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,16,11,0,37,6,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,7,3,22,793,2348,1011,80,4232,760,116,5111
POA3049,662,1128,389,37,2208,405,40,2654,39,35,31,3,101,90,10,203,46,46,48,0,144,75,7,222,85,85,74,6,249,164,17,425,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,3,0,3,14,3,7,0,19,55,0,81,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,14,3,7,0,24,54,0,79,0,4,0,0,11,0,0,11,754,1219,479,44,2490,624,58,3172
POA3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3051,80,108,31,6,221,80,71,369,150,107,45,8,305,170,123,599,275,216,87,32,605,179,217,998,421,324,131,42,914,350,334,1597,88,39,20,17,162,111,47,317,259,95,70,23,446,386,211,1042,477,202,178,57,915,1104,486,2507,0,0,0,0,0,0,0,3,825,337,267,94,1521,1604,747,3871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,10,12,26,5,0,0,0,6,10,10,24,11,9,9,0,19,14,6,43,1332,773,437,142,2680,2058,1169,5904
POA3052,29,31,5,0,67,13,22,100,40,23,9,3,70,38,19,134,128,141,30,10,307,92,111,508,160,164,36,11,380,131,132,637,54,19,0,5,90,66,78,238,72,29,16,11,127,112,59,299,188,48,30,12,280,279,128,689,0,0,0,0,0,0,0,0,315,101,50,34,492,461,265,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,3,3,3,0,0,5,0,0,3,3,3,0,0,6,10,0,16,518,296,90,45,947,616,422,1985
POA3053,28,14,9,3,50,18,19,87,132,44,25,9,202,138,104,446,156,116,47,29,350,137,244,727,286,162,66,33,552,271,353,1181,54,21,7,3,86,98,63,250,143,48,13,17,227,309,160,692,736,249,309,242,1535,2756,1429,5715,0,0,0,0,0,0,0,3,934,322,327,267,1848,3156,1653,6658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,14,9,31,8,0,0,0,12,14,9,31,10,3,0,3,18,20,17,49,1266,504,408,308,2476,3485,2048,8006
POA3054,79,88,12,10,189,51,58,292,505,356,103,18,982,407,335,1728,161,150,47,4,364,101,112,580,669,508,147,29,1349,513,448,2309,46,17,18,0,84,67,42,192,78,31,40,7,155,223,78,457,39,3,3,3,44,70,35,153,0,0,0,0,3,0,0,3,161,53,59,15,287,356,150,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,19,16,5,42,12,3,0,0,19,16,5,42,4,4,0,0,4,4,3,14,923,653,221,51,1856,941,667,3460
POA3055,548,861,226,36,1677,452,234,2360,152,108,47,15,324,175,68,568,188,127,44,17,375,163,115,652,341,231,88,29,700,330,184,1215,411,151,105,38,704,977,212,1896,81,11,17,3,117,113,37,270,25,15,11,4,54,45,23,123,0,0,0,0,0,0,0,0,523,182,137,45,875,1138,270,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,3,25,12,7,36,13,5,0,3,25,15,7,38,9,3,0,0,13,3,3,18,1432,1289,448,110,3284,1948,696,5923
POA3056,870,1161,325,76,2427,745,528,3698,452,268,105,40,860,506,311,1675,399,216,82,30,727,291,332,1350,857,482,185,68,1588,796,642,3034,255,66,31,18,381,397,143,920,204,28,16,12,266,328,131,719,537,78,29,21,670,683,255,1605,0,0,0,0,0,0,0,3,1002,176,75,55,1307,1408,528,3253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,5,0,36,26,27,88,18,8,5,0,36,31,27,86,7,8,3,0,21,16,9,46,2757,1833,591,205,5383,2999,1741,10121
POA3057,314,412,145,22,895,290,173,1359,156,109,39,18,323,217,108,640,271,216,48,23,566,182,193,936,433,320,90,42,882,395,298,1580,81,19,12,9,121,195,60,366,51,12,7,0,69,63,25,151,509,85,52,29,677,642,190,1513,0,0,0,0,0,0,0,0,640,120,65,41,866,896,275,2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,17,12,13,43,6,7,0,0,17,12,13,43,11,3,4,0,12,3,0,20,1400,857,309,97,2667,1597,763,5033
POA3058,1912,3136,845,120,6016,1539,637,8189,311,244,126,18,696,484,111,1297,483,408,120,49,1058,416,244,1720,793,651,248,61,1755,897,361,3017,86,44,20,14,161,157,36,352,31,18,16,3,71,62,20,149,115,59,13,13,194,255,65,516,0,0,0,0,3,0,0,3,229,127,49,27,432,469,116,1019,3,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,4,17,10,7,33,14,4,0,3,23,10,6,40,16,8,4,3,24,23,7,57,2963,3923,1144,218,8249,2936,1131,12321
POA3059,955,2554,403,37,3953,299,30,4276,17,24,16,0,59,16,3,79,12,29,19,0,64,25,4,90,28,51,37,0,125,42,6,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,5,987,2610,441,44,4075,337,36,4458
POA3060,791,1489,493,72,2853,869,137,3856,52,106,29,3,189,99,19,300,60,106,26,4,204,52,15,272,117,210,61,11,393,153,27,577,12,18,0,0,31,20,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,31,20,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,0,11,0,3,3,0,7,3,0,11,0,5,7,0,15,3,0,12,916,1732,566,81,3299,1045,168,4511
POA3061,288,585,184,19,1076,200,26,1309,8,8,3,3,26,21,3,52,5,17,0,0,23,7,0,32,14,26,9,3,50,30,7,83,12,7,3,3,24,19,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,3,3,24,19,7,44,0,0,0,0,0,9,0,8,5,0,3,0,6,85,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,9,92,3,103,0,0,3,0,3,8,0,8,321,619,201,22,1163,344,42,1552
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,39,91,19,0,147,14,3,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,91,19,0,147,14,3,165
POA3064,3053,10587,2403,206,16249,1917,293,18454,247,531,194,18,990,274,40,1305,211,322,162,12,711,145,54,909,460,858,357,27,1703,424,92,2210,46,79,36,4,168,62,7,233,0,0,0,0,0,0,0,0,6,7,3,0,12,9,0,24,0,0,0,0,0,0,0,0,53,88,37,4,183,72,11,255,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,7,0,0,3,0,4,0,0,9,9,10,3,0,18,3,0,29,3571,11545,2804,245,18159,2409,389,20954
POA3065,176,104,37,10,325,131,123,584,130,78,17,3,223,126,89,438,248,118,34,11,414,173,157,748,382,193,51,16,642,294,251,1182,131,34,30,5,204,228,59,495,143,25,9,5,191,204,44,440,315,180,220,28,747,525,98,1362,0,0,0,0,0,0,0,0,586,248,265,43,1137,962,206,2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,8,9,23,3,0,0,0,5,8,9,23,3,3,0,0,7,18,0,28,1149,546,358,67,2118,1421,589,4129
POA3066,126,86,53,12,281,132,86,501,101,51,17,6,179,93,64,332,96,47,29,3,175,57,73,305,198,97,38,14,354,155,139,645,130,32,20,6,183,204,63,452,159,34,37,14,245,208,71,527,439,113,181,34,760,604,175,1541,3,0,0,0,3,0,0,3,727,180,242,50,1195,1024,311,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,20,12,10,45,13,3,3,0,22,12,10,46,3,0,3,0,4,6,0,13,1072,371,337,76,1851,1333,545,3729
POA3067,102,157,33,9,302,91,73,462,165,98,30,14,311,119,88,518,140,72,27,7,252,93,75,413,305,178,53,22,558,208,160,933,77,18,7,4,112,116,44,268,96,32,10,3,140,126,45,306,553,100,55,33,732,608,203,1545,0,0,0,0,0,0,0,0,724,147,69,43,982,849,287,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,3,22,3,0,0,0,7,3,3,22,4,6,0,0,14,8,0,24,1147,487,155,79,1870,1161,529,3562
POA3068,319,456,95,20,887,314,112,1314,739,644,147,36,1566,645,364,2571,357,363,117,19,857,253,199,1310,1098,1000,268,53,2425,897,560,3885,227,66,62,13,377,429,128,936,201,63,56,3,316,396,98,809,188,33,11,3,247,218,49,507,0,0,0,0,0,0,0,0,616,162,133,26,937,1043,274,2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,13,9,11,33,3,5,3,0,13,9,11,33,14,10,3,0,19,9,3,35,2051,1636,496,105,4283,2272,963,7523
POA3070,949,1892,415,74,3338,799,389,4524,430,408,119,27,980,411,203,1592,322,246,113,25,707,382,150,1244,753,656,230,53,1694,793,352,2837,196,54,42,11,300,428,104,835,126,36,22,7,193,173,61,423,189,30,22,10,248,343,65,656,0,0,0,0,0,0,0,0,514,116,83,28,739,937,232,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,3,0,33,24,14,74,19,4,3,0,33,24,17,72,11,4,4,0,13,10,3,29,2242,2682,740,152,5817,2561,1000,9379
POA3071,831,1526,380,53,2799,753,320,3870,159,138,65,14,371,266,88,728,255,147,49,19,470,264,110,846,411,283,110,33,839,531,196,1571,403,123,70,29,631,957,172,1756,24,11,3,0,42,82,8,136,17,0,0,0,19,12,8,46,0,0,0,0,0,3,0,3,442,140,76,32,692,1051,195,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,20,14,9,35,10,9,0,0,20,15,9,42,7,4,5,0,17,10,0,35,1706,1956,579,125,4368,2358,725,7455
POA3072,1613,2667,807,142,5229,1467,562,7256,386,384,233,39,1036,733,162,1929,318,258,106,17,695,265,134,1100,702,647,336,51,1736,995,295,3027,100,51,21,13,183,241,37,462,68,14,12,8,104,159,27,293,322,116,61,25,521,379,123,1020,0,0,0,0,0,0,0,0,487,178,92,46,805,788,187,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,6,7,58,44,19,120,27,19,7,7,58,44,19,123,10,9,3,0,21,22,0,45,2840,3515,1241,249,7848,3311,1061,12219
POA3073,2975,4194,1642,243,9045,3000,590,12633,785,657,347,67,1853,1591,206,3653,463,462,160,46,1127,434,136,1702,1245,1124,509,113,2986,2029,342,5359,137,105,71,15,335,301,57,700,15,4,16,3,40,51,7,100,3,0,0,0,3,7,0,8,0,0,0,0,0,0,0,0,159,110,90,22,382,366,64,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,9,0,34,16,13,62,7,16,9,0,34,16,13,62,13,13,8,0,33,18,4,51,4394,5460,2256,378,12482,5431,1011,18918
POA3074,1523,2223,920,105,4772,1108,129,6007,90,93,59,10,250,132,20,400,44,64,30,9,147,38,11,198,136,156,83,18,397,172,33,598,90,102,60,13,262,126,15,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,102,60,13,262,128,15,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,4,0,0,4,0,0,4,3,6,3,0,15,6,0,21,1752,2500,1067,131,5448,1412,173,7037
POA3075,1680,2545,975,118,5314,1156,148,6616,46,53,38,0,137,66,14,207,46,55,23,5,134,24,11,171,95,108,58,4,268,90,22,377,92,139,57,17,298,136,17,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,139,57,17,299,137,17,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,3,0,0,3,0,0,6,3,3,3,0,11,8,0,18,1872,2799,1095,133,5898,1398,180,7469
POA3076,1562,3937,1024,97,6619,1051,175,7846,300,434,166,17,912,346,50,1311,150,334,130,18,630,129,24,781,446,762,301,32,1539,478,71,2089,4,0,6,0,11,10,0,27,31,7,14,0,60,82,3,146,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,34,11,21,0,73,95,3,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,3,0,13,2048,4716,1345,128,8238,1630,252,10117
POA3078,534,1005,189,35,1760,353,123,2233,78,92,32,0,203,141,39,383,149,141,45,8,344,172,55,571,233,229,71,15,548,313,93,952,226,53,40,4,327,577,92,998,42,6,13,0,63,55,3,131,33,6,3,3,45,37,3,83,0,0,0,0,0,0,0,0,302,69,53,13,435,668,101,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,10,3,0,0,0,3,3,0,10,6,4,0,0,11,11,0,20,1075,1313,315,57,2758,1341,321,4422
POA3079,860,1763,336,54,3009,613,79,3703,110,109,36,8,262,235,33,528,147,176,57,7,380,121,21,524,254,282,89,17,641,353,54,1048,238,129,65,17,446,425,69,936,14,3,3,3,22,17,12,55,35,4,10,0,47,51,3,107,0,0,0,0,0,0,0,0,289,138,80,22,522,494,82,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,3,0,15,0,6,3,0,7,3,0,13,9,7,0,0,13,12,0,28,1416,2190,502,90,4199,1468,215,5886
POA3081,628,862,489,73,2053,793,202,3052,197,205,136,26,563,465,73,1096,129,137,66,9,349,113,38,495,331,341,202,42,912,572,110,1590,23,48,70,7,152,113,14,278,0,0,3,0,3,0,0,3,5,0,0,0,4,9,0,20,0,0,0,0,0,0,0,3,28,49,75,7,163,127,17,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,0,19,15,0,30,995,1266,764,124,3148,1507,327,4979
POA3082,1815,3779,1050,107,6748,1147,180,8075,242,402,124,16,779,253,23,1055,78,178,49,7,315,64,22,399,319,573,174,26,1095,316,41,1448,11,7,6,3,27,15,0,45,8,0,6,4,20,23,6,46,11,0,0,0,19,9,3,26,0,0,0,0,0,0,0,0,27,13,15,9,58,46,10,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,4,4,0,0,0,3,0,0,3,2172,4365,1235,139,7912,1513,225,9651
POA3083,2041,3214,848,121,6229,1279,488,7999,134,115,50,11,305,209,65,580,247,260,92,26,620,173,181,976,373,371,142,38,930,379,248,1557,143,59,23,6,237,171,52,456,83,26,12,13,130,148,65,345,57,8,3,9,78,153,64,295,0,0,0,0,0,0,0,0,279,88,41,28,443,473,187,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,4,3,3,0,0,8,3,0,14,2698,3684,1038,188,7607,2137,930,10673
POA3084,1768,3119,595,73,5555,1275,127,6960,156,118,81,15,366,313,25,701,148,165,74,8,396,133,26,547,300,282,154,22,761,442,48,1251,183,102,50,17,356,332,42,730,52,9,6,4,72,64,11,154,54,23,21,4,97,88,13,194,0,0,0,0,0,0,0,0,284,135,82,24,520,482,64,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,7,5,0,13,3,4,4,0,6,5,0,12,6,4,0,0,12,18,4,32,2369,3540,826,119,6857,2221,241,9326
POA3085,970,1717,398,42,3120,717,104,3940,148,77,55,3,286,316,18,616,80,85,41,3,201,61,13,276,231,160,95,3,487,376,32,894,3,3,3,0,8,5,0,17,15,0,0,0,15,72,4,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,4,0,26,84,4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,6,0,12,0,3,3,0,6,0,0,6,1217,1878,494,49,3639,1183,136,4959
POA3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,4,0,0,4,13,3,18
