POA_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA3885,3,0,9,3,0,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,11,3,3,5,5,0,33,94,99,87,80,41,19,31,48,9,499
POA3886,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,18,16,15,11,7,4,5,11,0,86
POA3887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,11,18,8,7,7,0,4,8,0,60
POA3888,5,0,15,3,4,3,3,6,0,48,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,14,10,3,4,8,3,3,3,13,5,48,137,159,94,115,69,25,33,74,12,712
POA3889,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,5,4,0,0,3,0,30
POA3890,3,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,12,3,14,5,0,0,0,3,48
POA3891,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,0,3,0,0,5,0,26
POA3892,9,0,4,3,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,3,0,6,42,61,46,29,10,20,3,19,3,240
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10
POA3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,20,8,10,4,3,0,0,3,0,53
POA3896,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,19,26,17,10,7,5,7,13,3,100
POA3898,3,0,12,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,43,31,31,37,14,9,11,34,3,212
POA3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,4,0,0,4,0,25
POA3902,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,19,12,29,9,18,3,6,12,5,107
POA3903,0,0,7,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,4,29,37,38,29,23,8,11,15,0,184
POA3904,3,0,12,9,4,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,0,0,0,0,3,0,0,0,12,52,97,59,50,44,29,14,25,4,378
POA3909,31,5,64,21,8,17,3,18,3,173,0,0,0,0,0,0,0,3,0,3,3,8,4,3,0,0,0,0,0,21,13,0,13,7,0,12,7,11,3,72,230,331,307,255,162,122,71,159,32,1671
POA3910,51,13,172,66,68,60,19,48,4,493,0,0,0,0,0,0,0,0,0,3,13,14,10,15,12,10,8,8,3,93,19,14,40,21,27,17,16,29,20,209,920,1490,1860,979,985,526,330,453,93,7629
POA3911,3,3,21,10,9,9,3,16,0,75,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,13,6,0,9,0,3,3,3,3,5,34,124,208,271,115,121,71,46,88,26,1070
POA3912,45,4,111,59,37,30,12,27,4,327,0,0,3,0,0,0,3,0,0,4,14,12,11,17,4,3,9,6,0,69,10,17,30,12,10,12,11,26,25,147,592,941,1177,612,579,300,200,324,86,4811
POA3913,4,3,21,6,6,4,3,9,3,58,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,6,0,0,5,3,9,5,0,5,0,27,151,246,263,144,130,59,54,79,6,1131
POA3915,17,8,68,25,17,20,6,27,0,193,0,0,0,0,0,0,0,0,0,4,0,3,3,5,0,3,5,4,0,22,11,3,12,16,9,0,10,11,11,88,241,341,583,378,224,173,119,204,27,2294
POA3916,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,55,105,59,17,29,10,0,11,10,299
POA3918,5,0,21,8,9,3,3,6,0,67,0,0,0,0,0,0,0,0,0,0,0,5,6,3,3,0,0,0,0,15,4,3,4,0,5,0,3,3,3,30,147,224,292,154,125,64,52,84,13,1154
POA3919,8,3,22,11,7,8,0,5,0,63,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,3,4,0,4,3,5,4,37,83,150,234,150,87,56,43,98,14,915
POA3920,6,0,23,16,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,0,5,0,0,0,0,0,6,39,37,196,166,6,0,5,5,9,463
POA3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,3,0,3,3,0,26
POA3922,30,0,61,27,11,18,13,11,0,175,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,3,0,3,0,25,7,3,16,10,10,6,7,20,10,84,283,377,405,279,159,145,66,149,35,1907
POA3923,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,16,23,32,26,16,8,5,14,0,132
POA3925,10,0,35,11,4,7,3,8,0,91,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,0,0,0,0,14,6,0,5,12,3,3,0,3,4,40,140,281,232,125,86,67,22,59,14,1016
POA3926,4,4,15,3,10,3,0,9,0,48,0,0,0,0,0,0,0,0,0,3,3,5,3,0,3,4,0,0,0,16,9,3,0,3,0,3,0,0,5,37,191,348,182,106,117,54,25,69,18,1120
POA3927,3,0,8,0,4,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,4,4,0,4,0,0,0,13,88,181,85,61,45,32,19,29,5,543
POA3928,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,43,23,10,6,4,4,9,3,136
POA3929,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,8,69,83,40,16,17,20,5,22,3,274
POA3930,47,13,58,47,36,30,3,13,6,252,0,0,0,0,0,3,0,0,0,7,17,24,6,12,16,3,0,0,3,85,10,20,18,6,12,10,4,4,12,106,1296,2157,728,469,651,357,63,149,72,5943
POA3931,46,12,162,80,45,51,16,35,3,448,0,0,0,0,0,0,0,3,0,13,12,15,13,16,7,12,3,8,3,84,19,21,28,23,17,20,13,31,25,187,946,1858,1263,922,732,450,183,352,86,6793
POA3933,3,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,3,3,3,0,0,3,0,15,72,91,71,29,37,18,5,27,3,349
POA3934,40,14,98,42,29,40,7,24,0,297,0,5,0,0,0,0,0,0,0,5,15,20,4,8,20,3,3,8,0,86,18,22,22,13,14,12,4,14,12,129,1020,1849,990,627,667,412,95,216,74,5947
POA3936,26,8,82,35,25,17,5,17,0,215,0,0,0,3,3,0,0,0,0,4,4,10,3,3,10,0,3,3,0,34,3,8,21,14,13,12,7,8,5,91,414,726,669,373,317,218,103,175,32,3040
POA3937,3,0,4,0,3,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,10,3,0,0,3,0,0,0,0,0,12,119,197,62,35,44,28,5,24,4,530
POA3938,0,0,21,8,6,7,0,10,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12,3,3,8,3,0,4,0,0,3,29,112,219,174,84,62,67,19,46,16,794
POA3939,36,4,127,36,22,21,12,24,0,284,0,0,0,0,0,0,0,0,0,0,3,6,4,7,4,5,7,3,0,33,7,17,36,9,6,21,12,24,9,148,446,722,864,526,320,264,127,274,38,3579
POA3940,6,0,32,18,9,11,3,3,0,87,0,0,3,0,0,0,0,0,0,4,3,0,0,3,0,0,3,0,0,13,5,3,6,9,0,9,3,3,5,35,84,142,191,157,82,75,35,70,12,854
POA3941,20,5,110,36,17,27,9,33,4,261,0,0,0,0,0,0,0,0,0,4,7,16,8,7,3,3,6,0,0,54,9,6,35,15,9,8,10,13,15,121,413,679,839,423,297,233,85,224,53,3237
POA3942,13,0,9,4,3,3,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,5,9,0,3,4,33,100,162,104,58,62,61,13,29,10,595
POA3943,3,0,7,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,0,0,0,11,86,127,41,34,37,24,0,14,3,370
POA3944,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,46,49,11,6,8,12,0,0,10,135
POA3945,6,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,0,0,0,0,0,0,16,72,77,60,30,17,17,19,27,3,322
POA3946,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,12,11,5,3,0,4,5,0,61
POA3950,7,4,36,12,3,14,3,11,0,94,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,8,0,0,22,6,3,16,5,3,13,3,14,9,68,160,223,256,173,102,87,84,97,28,1211
POA3951,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,4,3,0,0,3,0,18,83,54,40,35,36,16,16,26,4,313
POA3953,19,3,44,11,12,14,10,19,0,130,0,0,0,0,0,0,0,0,0,3,6,0,8,0,3,0,0,3,3,26,21,9,13,8,6,9,3,14,3,92,343,465,401,226,207,116,112,150,22,2047
POA3954,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,33,33,16,11,14,10,17,4,4,136
POA3956,4,0,14,7,0,0,0,11,0,41,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,3,0,12,3,3,3,0,0,4,3,4,0,22,142,125,130,77,51,39,23,67,12,656
POA3957,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,10,13,5,0,3,10,0,92
POA3958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,32,8,14,11,5,3,3,7,0,78
POA3959,6,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,14,91,72,42,23,30,4,14,22,6,310
POA3960,7,0,17,0,0,3,3,9,0,40,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,3,0,0,12,18,0,3,0,0,6,3,7,0,48,143,139,90,67,54,33,26,72,4,633
POA3962,3,0,11,3,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,5,0,13,46,36,45,25,15,14,11,36,3,220
POA3964,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,15,7,3,0,0,4,4,39
POA3965,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,4,3,5,15,0,9,0,8,8,0,41
POA3966,0,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,41,10,20,12,6,5,4,30,0,128
POA3967,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,17,0,4,3,4,0,0,4,0,34
POA3971,7,0,21,0,4,12,3,8,0,54,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,11,10,0,6,0,3,0,3,9,7,42,167,177,166,110,66,48,44,91,12,886
POA3975,32,10,71,36,32,24,21,33,0,256,0,0,0,4,0,0,0,0,0,8,18,7,11,15,16,8,14,3,3,88,4,8,21,6,12,13,12,18,20,121,547,1279,712,583,683,328,352,303,93,4881
POA3976,37,7,128,54,30,31,46,66,9,408,0,0,0,0,0,0,5,4,0,12,3,4,18,15,14,8,19,14,0,92,9,5,47,29,20,12,46,51,37,246,392,866,1243,999,794,370,661,679,116,6127
POA3977,189,42,594,256,235,196,141,228,22,1915,0,0,4,3,4,0,8,13,0,39,37,45,76,71,57,25,62,46,11,436,57,55,153,84,80,66,110,125,138,871,2974,5231,5512,3938,3520,1851,2046,2166,429,27666
POA3978,21,8,86,39,26,18,14,20,6,235,0,0,0,0,0,4,0,0,0,3,4,9,7,4,8,3,4,0,3,46,5,10,25,10,12,3,4,7,21,98,421,935,676,472,510,264,209,236,64,3796
POA3979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,23,23,18,8,3,0,5,4,0,88
POA3980,3,4,18,11,13,3,3,3,0,59,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,10,3,0,5,4,7,3,3,4,7,44,108,147,259,111,126,45,68,69,22,952
POA3981,7,0,30,10,4,11,11,8,0,83,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,16,14,5,13,8,4,11,9,12,9,85,165,183,337,159,133,92,103,117,18,1309
POA3984,11,3,22,8,8,4,7,6,0,71,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,3,19,16,3,12,7,9,13,6,16,4,78,146,168,274,146,101,90,93,111,22,1152
POA3987,0,0,9,3,3,6,0,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,7,4,4,18,61,44,105,42,40,20,45,37,7,404
POA3988,3,0,3,0,4,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,15,77,39,43,27,26,13,22,28,10,295
POA3990,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,11,3,4,7,3,4,3,45
POA3991,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,21,8,16,14,4,8,4,9,0,80
POA3992,3,0,10,3,5,3,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,12,46,46,48,42,30,14,8,36,3,285
POA3995,17,3,62,33,14,22,9,17,0,185,0,0,0,0,0,0,0,0,0,4,6,5,3,3,3,4,3,6,0,34,20,5,17,14,7,11,4,19,15,114,257,438,480,356,208,175,91,197,34,2236
POA3996,11,3,46,17,11,6,0,7,0,95,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,21,7,3,10,0,0,11,6,3,9,55,264,456,238,174,126,78,36,82,30,1471
