POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA3428,3,4,3,0,3,0,0,17,3,0,3,0,0,0,0,10,0,3,4,0,3,0,0,15,12,12,14,10,6,4,5,68,0,0,0,0,0,0,0,0,18,19,25,12,14,4,4,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,21,21,30,26,18,14,11,3,121
POA3429,150,186,104,79,108,69,35,728,167,158,109,66,94,46,20,663,160,126,67,57,73,43,12,540,1475,1408,737,486,672,339,139,5266,4,10,0,3,0,3,0,22,1955,1888,1025,700,950,496,209,7224,10,17,13,11,22,8,6,81,30,39,27,21,26,14,3,156,10,25,14,18,16,10,7,100,259,300,206,161,232,75,39,1266,3,7,13,4,9,3,0,40,313,385,272,219,300,103,50,1646,2266,2275,1296,913,1255,598,262,8867
POA3430,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,3,4,15,5,7,8,3,0,45,0,0,0,0,0,0,0,0,11,15,7,4,8,3,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,8,17,9,5,11,0,0,66
POA3431,5,14,8,7,6,0,3,43,11,17,15,4,8,3,5,59,15,10,12,7,12,11,0,64,141,196,145,76,113,42,17,730,0,0,0,0,0,0,0,0,179,241,178,91,136,55,28,903,0,4,0,3,0,0,0,15,5,3,3,3,3,0,0,10,0,3,6,3,3,0,0,7,7,20,13,8,21,5,0,79,0,3,0,0,0,0,0,3,14,32,17,19,23,5,3,117,192,277,195,104,158,62,27,1022
POA3432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,9,13,3,0,0,3,26,0,0,0,0,0,0,0,0,6,12,8,4,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,16,4,0,0,3,41
POA3433,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,13,15,0,9,3,0,42,0,0,0,0,0,0,0,0,8,13,13,0,12,7,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,13,18,0,12,7,0,56
POA3434,8,15,11,7,8,0,0,56,18,19,12,11,6,3,3,68,23,17,8,4,7,4,0,67,223,205,141,97,139,40,16,862,4,4,0,6,0,0,0,11,273,269,170,117,161,53,14,1059,0,0,3,0,0,0,0,6,0,3,5,0,0,0,0,11,3,0,3,0,4,0,0,13,35,42,16,16,27,8,0,156,0,0,3,0,0,0,0,4,44,47,31,24,37,13,4,192,319,316,197,144,195,62,17,1252
POA3435,0,0,4,3,5,0,0,11,14,10,3,3,7,0,0,44,6,6,0,0,4,0,0,14,127,147,98,35,66,8,6,490,0,0,0,0,3,0,0,3,145,163,105,47,87,9,7,557,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,3,11,22,18,15,15,6,3,85,0,0,0,0,0,0,0,0,13,22,22,13,22,9,3,98,156,183,124,62,102,17,9,657
POA3437,31,29,25,12,26,14,4,143,47,60,40,12,23,16,3,203,40,41,28,18,31,9,5,181,549,571,297,189,232,109,47,1990,5,0,3,5,0,0,0,13,674,709,390,246,308,145,62,2533,0,0,0,3,4,3,0,12,7,5,3,3,10,5,0,29,0,4,6,6,3,4,0,18,35,49,42,37,54,24,14,248,0,4,0,0,0,0,0,6,41,58,48,48,73,38,14,318,718,765,441,292,377,185,73,2846
POA3438,7,9,5,6,3,4,0,35,13,14,8,6,12,3,0,60,11,15,7,0,0,3,0,40,123,140,83,48,62,34,7,493,0,0,0,0,0,0,0,4,162,175,104,60,82,47,13,635,0,0,0,0,0,0,0,0,0,3,4,6,4,3,0,16,0,3,0,0,3,0,0,4,9,18,12,6,17,3,0,60,0,0,0,0,0,0,0,0,4,22,14,15,18,7,0,80,168,194,116,76,101,50,10,713
POA3440,0,0,3,0,4,3,0,13,7,21,16,3,13,3,0,66,4,4,11,3,6,0,4,30,80,106,66,28,51,17,13,357,0,3,0,0,0,0,0,3,102,141,90,35,69,21,15,473,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,12,9,0,8,5,3,39,0,0,0,0,0,0,0,3,8,13,15,5,7,7,4,59,105,158,103,43,79,27,20,535
POA3441,5,6,0,0,3,3,0,19,0,14,6,6,3,3,0,37,10,14,10,5,4,0,0,43,47,41,43,20,20,13,8,184,0,0,0,0,0,0,0,0,65,76,60,33,29,16,8,286,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,4,4,0,0,0,0,0,5,0,3,3,3,5,0,0,10,0,0,0,0,0,0,0,0,4,15,3,3,4,0,0,26,67,86,66,33,29,21,8,319
POA3442,14,22,20,14,7,3,3,84,32,67,36,10,25,3,3,182,35,41,16,21,18,10,0,151,268,328,218,109,146,63,14,1148,0,3,4,0,0,0,0,6,359,462,294,152,197,76,24,1566,0,0,0,0,4,3,0,8,0,9,9,0,13,3,0,37,0,4,0,0,3,0,0,18,28,33,36,26,38,13,7,181,5,0,0,0,4,0,0,8,33,48,49,26,57,18,7,251,391,517,347,175,254,97,35,1817
POA3444,32,23,14,3,13,4,0,91,35,46,19,16,18,4,4,131,26,39,10,7,21,3,0,102,320,282,186,129,147,57,16,1136,0,0,0,0,5,0,0,3,418,388,225,159,194,72,19,1464,0,3,0,0,0,0,0,6,7,10,6,10,8,3,0,35,3,6,9,3,5,0,0,24,42,74,42,35,53,16,0,260,0,0,0,0,0,0,0,9,57,92,53,44,65,23,0,337,472,478,281,203,260,91,22,1804
POA3446,0,0,0,0,0,0,0,3,10,3,4,0,3,0,0,19,3,4,0,0,0,0,0,5,29,39,22,7,20,3,3,130,0,0,0,0,0,0,0,0,43,48,27,13,25,4,3,155,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,3,3,14,0,0,32,0,0,0,0,0,0,0,0,3,6,11,7,12,0,0,37,46,53,38,18,37,4,3,189
POA3447,0,0,0,0,0,0,0,4,3,0,3,3,4,0,0,9,0,0,0,0,0,3,0,5,11,17,17,3,7,0,0,51,0,0,0,0,0,0,0,0,16,17,20,11,16,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,13,24,20,11,15,3,0,85
POA3448,0,0,5,0,0,0,0,8,0,7,3,0,0,0,0,7,0,6,0,3,0,0,0,13,30,24,20,5,16,5,0,103,0,0,0,0,0,0,0,0,32,41,23,6,15,5,3,130,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,6,0,5,3,3,0,18,36,42,26,16,18,10,3,152
POA3450,17,13,9,4,7,3,0,46,35,36,15,9,7,4,0,106,20,18,6,4,10,5,0,61,184,184,119,63,71,23,8,649,4,3,0,0,0,0,0,9,257,253,145,88,94,26,13,870,3,3,3,3,0,4,0,15,0,9,4,3,10,0,0,36,0,6,5,3,7,3,0,23,39,60,47,23,43,18,3,240,3,0,0,0,0,0,0,4,45,85,57,35,63,27,4,318,304,334,206,127,152,54,16,1189
POA3451,12,4,9,6,5,0,0,38,15,13,8,9,5,0,0,59,8,7,10,4,4,0,0,34,171,174,103,72,97,26,5,653,0,4,0,0,0,0,0,4,200,205,137,88,116,34,12,787,0,0,0,0,3,0,0,6,0,4,0,7,5,0,0,13,0,3,5,0,3,0,0,8,32,38,34,17,30,14,3,166,0,3,5,0,0,0,0,9,34,50,39,24,40,15,3,204,235,255,178,113,153,48,14,991
POA3453,3,5,0,0,0,0,0,5,0,4,4,3,3,0,0,18,7,3,0,0,0,0,0,15,59,79,40,44,50,10,3,287,0,3,0,0,0,0,0,3,76,92,44,45,57,10,3,326,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,4,3,8,7,6,5,4,0,40,0,0,0,0,0,0,0,0,3,14,13,6,11,4,0,52,79,108,53,54,64,18,5,382
POA3458,0,0,5,0,0,0,0,9,3,7,0,0,0,0,0,12,3,5,0,3,4,0,0,13,54,52,29,20,21,6,3,190,4,4,0,0,0,0,0,8,68,71,36,24,26,13,3,239,0,4,0,3,0,0,0,7,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,3,4,8,8,7,3,0,38,0,0,0,0,0,0,0,3,3,15,7,9,7,3,0,49,70,80,44,37,35,16,4,283
POA3460,17,5,4,0,3,0,0,28,10,3,0,5,3,0,0,21,4,16,6,0,0,0,0,24,48,62,23,22,24,5,0,189,0,0,0,0,0,0,0,0,78,88,35,34,27,8,0,261,0,0,0,0,3,0,0,5,0,7,4,3,4,0,0,18,0,3,0,0,3,0,0,9,17,14,19,9,13,0,0,72,0,0,0,0,0,0,0,0,14,22,25,12,24,0,3,105,95,108,61,43,52,7,3,367
POA3461,8,7,3,4,3,0,0,24,16,22,10,4,4,3,0,60,14,11,3,7,7,0,0,48,106,147,91,51,60,19,7,472,0,0,0,0,0,0,0,0,152,192,109,60,77,20,5,612,0,5,3,0,0,0,0,8,3,11,6,5,3,0,0,25,3,0,0,0,3,0,0,6,24,25,23,10,8,0,0,109,3,0,0,0,0,0,0,3,33,44,37,20,17,5,0,149,184,237,141,84,86,22,6,765
POA3462,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,11,0,3,5,0,4,0,0,14,36,43,24,19,20,5,0,156,0,0,0,0,0,0,0,0,44,53,33,22,26,10,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,4,8,6,3,4,0,0,26,0,0,0,0,0,0,0,0,3,12,11,4,4,3,0,38,42,57,45,27,36,9,0,218
POA3463,0,9,3,0,0,0,0,8,6,8,8,0,0,0,0,22,8,3,3,0,3,0,0,17,55,72,42,23,38,13,3,233,0,0,0,0,0,0,0,0,63,80,52,28,41,13,3,281,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,13,13,14,15,0,0,54,0,3,0,0,0,0,0,4,4,16,13,11,10,0,0,65,70,98,67,37,55,13,3,348
POA3464,3,3,0,0,0,0,0,11,3,0,3,0,0,0,0,7,3,0,0,0,0,0,0,5,48,58,26,31,37,10,0,209,0,0,0,0,0,0,0,0,54,65,32,32,37,10,0,228,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,11,6,6,3,0,0,33,0,0,0,0,0,0,0,0,10,14,6,6,4,0,0,47,66,74,40,35,41,10,0,277
POA3465,15,7,3,3,5,0,0,38,8,16,12,7,4,0,0,54,11,17,8,5,3,0,0,46,267,289,193,113,159,40,12,1072,3,3,3,0,0,0,0,11,304,333,218,126,179,43,10,1213,0,0,0,0,0,0,0,0,4,12,3,6,3,0,0,25,0,7,4,0,3,0,0,13,111,140,75,76,77,23,3,514,9,7,3,3,0,0,0,18,121,161,86,88,81,24,7,572,433,500,301,213,263,67,12,1784
POA3467,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,10,43,53,30,17,15,0,0,167,0,0,0,0,0,0,0,0,48,55,40,17,19,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,9,11,5,8,0,0,34,0,0,0,0,0,0,0,0,5,9,11,5,6,0,0,43,53,61,46,25,23,3,0,220
POA3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,3,6,8,3,0,31,0,0,0,0,0,0,0,0,6,3,3,7,8,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,4,7,7,9,10,3,0,43
POA3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,5,6,0,0,33,0,0,0,0,0,0,0,0,7,6,10,5,8,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,11,6,13,9,3,11,0,0,47
POA3472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,29,51,16,5,21,0,0,131,0,0,0,0,0,0,0,0,34,51,21,5,21,4,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,8,15,15,12,7,0,0,53,0,4,0,0,0,0,0,8,13,14,14,13,12,3,0,70,46,68,39,21,32,7,0,215
POA3475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,7,3,5,0,0,37,0,0,0,0,0,0,0,0,16,9,7,3,5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,9,19,10,9,7,5,0,0,43
POA3477,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,24,35,16,11,20,9,0,114,0,0,0,0,0,0,0,0,24,37,14,14,18,9,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,15,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,17,28,39,20,15,25,9,0,134
POA3478,0,4,0,0,0,0,0,3,3,0,4,3,0,0,0,11,3,3,3,0,0,0,0,8,68,61,50,23,50,3,5,262,0,0,0,0,0,0,0,4,78,69,51,23,55,3,5,289,0,0,0,0,3,0,0,3,0,8,4,3,4,0,0,9,0,0,0,0,0,0,0,0,16,24,20,13,20,3,0,85,0,0,0,0,0,0,0,3,11,28,24,19,22,3,0,110,91,95,73,43,77,8,5,391
POA3480,0,7,3,0,3,0,0,12,0,0,0,0,3,0,0,10,0,0,0,0,4,0,0,9,53,80,52,32,49,10,0,280,0,0,0,0,0,0,0,0,56,89,55,39,61,11,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,10,0,12,0,0,53,0,0,0,0,0,0,0,0,12,20,11,3,8,0,0,56,64,106,70,39,69,12,0,361
POA3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,7,0,0,27,0,0,0,0,0,0,0,0,0,5,3,8,7,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,6,0,0,26
POA3483,0,4,4,0,3,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,37,46,28,20,26,3,0,160,0,0,0,0,0,0,0,0,40,50,34,21,30,3,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,3,3,0,18,0,0,0,0,0,0,0,0,3,4,4,4,5,3,0,21,42,51,37,25,35,7,0,198
POA3485,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,8,5,0,10,3,0,42,0,0,0,0,0,0,0,0,8,15,5,5,10,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,18,8,5,14,3,0,53
POA3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,0,0,0,0,21,3,0,0,0,0,0,0,3,3,10,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,25
POA3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,4,9,0,0,22,0,0,0,0,0,0,0,0,7,5,3,4,9,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,7,6,6,3,9,0,0,26
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3
POA3490,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,36,45,41,15,31,4,0,174,0,0,0,0,0,0,0,0,43,48,41,18,27,4,0,183,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,3,4,7,3,6,0,0,18,0,0,0,0,0,0,0,0,10,10,3,3,6,0,0,33,47,63,45,19,40,9,0,218
POA3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,0,0,24,0,0,0,0,0,0,0,0,4,3,3,4,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,5,5,7,5,3,0,0,31
POA3494,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,21,26,14,12,14,8,0,86,0,0,0,0,0,0,0,0,30,26,14,8,14,6,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,8,0,0,0,0,0,0,0,0,3,0,3,3,7,0,0,14,33,26,13,15,20,6,0,111
POA3496,11,8,11,5,8,3,0,44,0,4,10,9,13,0,0,34,14,8,5,0,11,0,0,36,244,252,145,85,130,42,6,893,0,0,0,3,0,0,0,3,267,266,166,101,159,45,6,1016,3,4,0,4,3,0,0,22,6,4,3,0,3,0,0,18,3,3,4,5,0,0,0,15,72,83,47,41,39,9,0,284,0,6,0,0,4,0,0,12,82,105,59,47,48,9,0,353,351,373,217,148,212,55,3,1366
POA3498,9,7,12,8,11,0,0,47,4,11,6,3,12,3,0,39,13,14,5,3,9,3,0,37,208,282,161,96,151,39,9,945,3,4,7,0,3,0,0,17,233,318,187,110,177,47,9,1081,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,3,0,0,0,0,0,0,5,36,34,26,25,21,15,3,159,0,0,0,0,0,0,0,3,41,33,29,28,27,15,3,178,277,350,213,143,204,54,9,1257
POA3500,211,205,125,63,110,30,3,740,77,54,22,16,36,8,0,214,74,49,31,16,28,7,6,203,1107,971,583,367,500,125,27,3677,14,9,4,0,3,0,0,32,1481,1294,755,463,669,163,36,4858,21,42,21,25,31,6,3,146,22,29,19,16,17,0,0,113,16,22,7,10,10,3,0,73,382,483,266,181,243,60,16,1628,11,13,10,7,5,3,0,57,453,591,323,235,305,79,17,2012,1938,1889,1084,701,979,238,53,6876
POA3501,4,5,3,4,3,0,0,24,3,7,4,0,5,0,0,14,3,4,0,0,0,0,0,8,94,135,68,47,60,20,4,431,0,0,0,0,0,0,0,4,106,154,80,52,69,21,4,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,6,7,6,4,0,0,33,0,0,0,0,0,0,0,0,12,11,11,6,5,0,0,40,123,160,89,57,76,25,7,526
POA3505,3,6,3,0,0,0,0,15,4,6,4,3,5,6,0,26,3,8,5,4,3,0,0,22,213,234,130,75,124,25,11,810,3,3,3,0,0,0,0,14,222,254,145,85,131,30,10,882,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,6,4,0,0,0,5,0,0,9,41,42,38,13,41,4,0,184,4,3,0,0,0,0,0,10,53,49,38,17,45,4,0,206,276,302,186,102,178,30,11,1087
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
POA3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,3,0,0,0,16,0,0,0,0,0,0,0,0,4,8,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,11,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,11,3,13,5,4,0,0,0,30
POA3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,3,0,7,0,0,38,4,0,0,0,0,0,0,4,13,9,3,0,7,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,3,0,6,0,0,39
POA3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,15,23,7,6,7,0,0,61,0,0,0,0,0,0,0,0,15,28,11,4,12,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,29,11,4,8,0,0,74
POA3515,0,4,0,0,4,0,0,10,17,10,0,0,0,0,0,30,4,0,0,0,5,0,0,11,124,114,59,37,31,5,5,377,0,0,0,0,0,0,0,0,140,127,64,36,41,12,5,430,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,0,3,22,25,12,6,3,0,0,67,0,0,0,0,0,0,0,0,20,23,12,6,8,3,0,79,164,153,77,47,45,11,5,507
POA3516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,30,32,26,14,24,4,0,123,0,0,0,0,0,0,0,3,28,32,24,14,30,4,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,12,0,0,0,0,0,0,0,3,3,3,3,6,3,0,0,16,32,34,29,22,31,4,0,151
POA3517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,51,55,27,24,17,8,0,179,0,0,0,0,0,0,0,0,51,63,31,23,22,8,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,5,11,4,3,6,0,35,0,0,0,0,0,0,0,0,8,9,12,4,3,6,0,42,55,74,41,24,26,12,0,228
POA3518,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0,14,0,0,0,0,0,0,0,3,27,38,30,11,32,9,0,146,0,0,0,0,0,0,0,3,31,40,33,14,37,9,0,163,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,7,3,3,8,4,0,39,0,0,0,0,0,0,0,3,8,8,6,9,14,4,0,44,43,47,37,23,48,9,0,211
