POA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA3337,..,29,855,1283,1204,1175,887,276,41,5746,..,154,489,323,200,111,50,13,0,1335,..,8,24,93,108,76,43,22,3,384,3956,..,..,..,..,..,..,..,..,3956,..,864,..,..,..,..,..,..,..,864,..,882,511,172,94,22,7,0,0,1690,..,116,98,36,36,44,22,22,11,379,..,63,80,37,43,19,5,0,0,257,..,67,113,61,60,54,48,15,3,422,..,47,203,245,246,253,166,72,23,1252,57,78,77,61,29,25,27,10,3,373,4014,2311,2453,2316,2026,1770,1258,426,84,16656,..,81,1157,1330,1178,1198,709,150,14,5818,..,206,520,294,200,97,32,6,0,1355,..,83,402,496,403,237,109,39,24,1792,3828,..,..,..,..,..,..,..,..,3828,..,901,..,..,..,..,..,..,..,901,..,618,362,80,44,17,7,0,0,1122,..,121,43,24,45,92,88,44,23,478,..,53,44,15,8,8,4,0,0,136
POA3338,..,20,714,1000,684,662,514,146,24,3766,..,87,339,214,108,67,16,0,3,842,..,3,15,53,64,31,18,6,3,189,2648,..,..,..,..,..,..,..,..,2648,..,466,..,..,..,..,..,..,..,466,..,516,311,119,30,7,0,0,0,995,..,77,82,26,26,32,29,5,8,285,..,42,44,25,16,18,9,0,0,159,..,47,81,44,51,30,23,13,4,296,..,26,128,157,151,148,119,48,17,795,41,44,47,22,17,19,16,7,0,220,2686,1334,1764,1658,1163,1021,745,226,60,10660,..,62,965,913,687,683,391,100,15,3805,..,128,360,204,97,54,22,3,0,875,..,80,234,299,236,133,66,25,10,1082,2615,..,..,..,..,..,..,..,..,2615,..,480,..,..,..,..,..,..,..,480,..,349,157,37,26,9,3,0,0,578,..,66,45,18,39,64,44,28,11,307,..,50,20,9,5,8,7,0,0,100
POA3340,..,12,434,784,821,785,625,227,55,3747,..,62,299,186,155,74,38,7,0,826,..,0,13,34,63,36,13,5,3,178,2128,..,..,..,..,..,..,..,..,2128,..,559,..,..,..,..,..,..,..,559,..,499,222,88,55,20,7,0,0,883,..,53,32,17,11,24,11,14,7,164,..,22,27,10,13,9,0,0,0,82,..,20,39,13,23,26,22,9,0,153,..,23,99,120,152,139,129,55,27,740,27,38,37,31,24,18,14,3,0,200,2152,1290,1198,1286,1318,1123,865,318,94,9649,..,29,561,866,839,791,545,151,29,3805,..,102,283,190,145,74,29,7,0,831,..,25,123,210,217,100,55,33,22,790,2045,..,..,..,..,..,..,..,..,2045,..,560,..,..,..,..,..,..,..,560,..,329,141,34,25,8,4,0,0,541,..,39,11,3,14,49,35,23,14,201,..,30,18,5,3,3,8,0,0,71
POA3341,..,0,20,67,94,73,60,14,0,334,..,0,12,15,20,5,3,0,0,55,..,0,0,0,6,3,4,0,0,15,145,..,..,..,..,..,..,..,..,145,..,49,..,..,..,..,..,..,..,49,..,45,27,6,3,0,0,0,0,78,..,3,0,3,3,0,0,0,0,12,..,0,0,0,4,0,0,0,0,8,..,0,3,0,0,3,0,0,0,3,..,0,3,9,10,12,11,4,3,52,9,8,9,3,4,4,3,0,0,38,154,111,67,111,142,104,85,17,3,790,..,0,36,73,103,62,55,3,0,331,..,0,9,21,15,9,0,0,0,58,..,0,0,12,12,3,0,0,0,28,148,..,..,..,..,..,..,..,..,148,..,67,..,..,..,..,..,..,..,67,..,26,3,3,0,0,0,0,0,33,..,0,0,0,0,3,3,5,0,8,..,5,7,0,0,0,0,0,0,10
POA3342,..,0,39,118,142,147,112,49,12,613,..,11,43,39,39,14,4,0,0,159,..,0,0,4,6,5,3,0,0,22,322,..,..,..,..,..,..,..,..,322,..,79,..,..,..,..,..,..,..,79,..,76,25,11,7,0,0,0,0,121,..,3,9,0,0,3,3,3,0,24,..,0,5,0,3,0,0,0,0,10,..,4,0,7,4,7,8,0,0,34,..,3,11,14,23,37,36,15,6,136,3,5,3,3,8,3,3,0,0,31,322,185,135,196,237,219,169,75,19,1555,..,0,64,124,165,121,110,32,5,623,..,13,51,34,38,16,3,0,0,152,..,4,12,34,22,16,3,7,5,106,276,..,..,..,..,..,..,..,..,276,..,75,..,..,..,..,..,..,..,75,..,29,21,0,8,4,0,0,0,64,..,0,0,0,3,10,8,4,7,24,..,0,0,0,0,0,0,0,0,9
POA3345,..,0,18,39,60,63,40,10,0,223,..,0,6,9,17,6,0,0,0,45,..,0,0,0,4,0,3,3,0,9,106,..,..,..,..,..,..,..,..,106,..,18,..,..,..,..,..,..,..,18,..,20,8,8,0,0,0,0,0,38,..,4,0,0,3,0,3,0,0,8,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,8,..,0,0,3,8,12,8,0,0,30,4,4,3,3,3,0,0,0,0,16,106,47,36,61,93,82,62,16,3,513,..,0,20,51,66,54,36,4,0,232,..,0,8,12,13,4,0,0,0,46,..,0,10,11,11,4,3,0,0,31,115,..,..,..,..,..,..,..,..,115,..,22,..,..,..,..,..,..,..,22,..,20,12,4,0,0,0,0,0,34,..,0,0,0,0,0,4,3,4,12,..,0,0,0,0,0,0,0,0,4
POA3350,..,30,1131,1912,1922,1910,1401,741,182,9230,..,267,848,450,329,231,96,28,3,2250,..,9,29,87,145,90,28,21,21,427,5247,..,..,..,..,..,..,..,..,5247,..,1294,..,..,..,..,..,..,..,1294,..,916,397,142,111,63,6,3,0,1630,..,147,72,46,41,31,21,11,7,378,..,96,84,19,27,15,0,4,0,245,..,698,467,99,99,85,52,21,4,1519,..,165,419,379,459,525,425,231,90,2695,108,171,148,84,81,47,38,20,11,706,5352,3791,3599,3210,3213,2986,2075,1076,317,25621,..,69,1408,2080,2009,1814,1318,558,92,9340,..,417,820,448,347,176,70,8,3,2296,..,97,368,561,660,272,99,88,66,2206,5011,..,..,..,..,..,..,..,..,5011,..,1270,..,..,..,..,..,..,..,1270,..,591,247,74,64,36,5,0,0,1021,..,112,54,15,44,73,51,36,18,404,..,101,45,15,11,5,3,0,0,180
POA3351,..,3,124,291,381,416,275,96,13,1598,..,16,71,74,84,43,20,3,0,318,..,0,8,14,18,15,9,3,0,63,812,..,..,..,..,..,..,..,..,812,..,210,..,..,..,..,..,..,..,210,..,204,59,36,17,10,3,0,0,327,..,7,3,11,3,12,7,5,3,53,..,12,4,3,6,4,3,0,0,32,..,7,6,9,8,9,8,3,0,45,..,8,29,39,70,85,60,31,9,338,18,16,20,9,12,11,9,5,0,100,827,485,321,484,596,604,399,145,27,3898,..,9,168,326,433,386,221,53,5,1602,..,24,72,79,82,49,16,3,3,316,..,4,30,40,42,29,9,6,9,184,741,..,..,..,..,..,..,..,..,741,..,204,..,..,..,..,..,..,..,204,..,127,33,10,3,0,0,0,0,174,..,12,0,0,5,12,15,7,6,52,..,17,0,3,0,0,0,0,0,20
POA3352,..,6,260,623,779,694,543,168,32,3101,..,38,139,138,141,86,35,6,3,579,..,0,6,16,30,20,10,4,4,82,1642,..,..,..,..,..,..,..,..,1642,..,356,..,..,..,..,..,..,..,356,..,326,125,55,38,11,0,0,0,562,..,9,15,11,12,26,12,11,3,92,..,20,10,5,12,3,0,0,0,53,..,22,19,10,12,11,15,9,3,95,..,18,46,77,105,144,131,53,23,591,32,23,24,19,19,22,20,3,0,167,1680,823,636,955,1139,1016,764,252,70,7335,..,15,371,689,779,715,442,108,21,3139,..,49,160,151,147,67,26,8,0,602,..,4,42,90,92,34,21,15,9,314,1527,..,..,..,..,..,..,..,..,1527,..,421,..,..,..,..,..,..,..,421,..,228,54,16,15,7,0,0,0,332,..,17,6,3,9,18,12,10,11,92,..,17,13,6,0,3,0,0,0,42
POA3355,..,16,180,262,308,345,364,278,67,1824,..,58,151,73,73,48,19,13,0,428,..,0,9,24,46,25,9,6,0,114,1048,..,..,..,..,..,..,..,..,1048,..,248,..,..,..,..,..,..,..,248,..,230,111,59,51,12,3,0,0,471,..,28,23,20,11,23,7,3,3,115,..,21,15,10,6,3,0,0,0,61,..,78,77,28,22,18,6,10,0,246,..,26,100,100,141,159,134,72,52,778,26,40,41,17,18,17,8,6,3,178,1077,756,700,588,673,651,556,380,132,5509,..,21,229,272,342,366,372,209,39,1844,..,73,153,87,72,44,18,7,0,446,..,57,124,160,171,64,29,38,21,659,964,..,..,..,..,..,..,..,..,964,..,231,..,..,..,..,..,..,..,231,..,162,33,18,21,10,0,0,0,245,..,28,12,3,20,35,23,13,10,142,..,20,14,0,0,0,0,0,0,35
POA3356,..,12,325,414,391,397,423,204,49,2219,..,117,271,126,102,39,23,10,3,686,..,4,18,40,54,18,15,10,0,149,1485,..,..,..,..,..,..,..,..,1485,..,314,..,..,..,..,..,..,..,314,..,333,137,72,31,12,3,0,0,593,..,58,39,14,12,17,3,7,7,150,..,28,36,23,9,8,5,0,0,107,..,129,88,30,27,21,22,3,3,319,..,49,120,108,153,142,121,74,44,805,36,50,43,15,17,18,16,4,3,207,1518,1096,1078,836,798,667,618,312,106,7030,..,29,398,414,409,432,385,154,20,2233,..,178,265,119,95,32,24,3,0,710,..,60,188,253,238,92,37,30,21,918,1382,..,..,..,..,..,..,..,..,1382,..,339,..,..,..,..,..,..,..,339,..,227,88,30,26,14,0,0,0,381,..,48,23,7,19,25,21,13,10,162,..,32,16,0,10,0,0,0,0,54
POA3357,..,0,49,158,161,174,131,50,10,734,..,0,34,23,21,11,7,0,0,96,..,0,0,0,12,3,0,0,0,20,390,..,..,..,..,..,..,..,..,390,..,115,..,..,..,..,..,..,..,115,..,59,13,10,8,3,0,0,0,91,..,0,3,0,0,3,3,0,5,15,..,0,0,0,0,0,0,0,0,8,..,16,9,5,3,7,5,0,0,38,..,4,7,7,17,20,22,12,6,94,0,3,10,4,8,0,6,3,0,39,391,208,127,210,221,228,171,68,17,1638,..,0,68,176,173,172,116,38,3,738,..,11,25,28,24,11,6,0,0,103,..,3,10,32,26,16,6,4,0,96,389,..,..,..,..,..,..,..,..,389,..,75,..,..,..,..,..,..,..,75,..,37,8,3,3,3,0,0,0,52,..,4,0,0,0,0,0,0,5,14,..,8,0,0,0,0,0,0,0,11
POA3360,..,0,8,21,20,30,37,14,4,138,..,0,3,9,8,6,3,0,0,31,..,0,0,0,3,0,0,0,0,6,43,..,..,..,..,..,..,..,..,43,..,13,..,..,..,..,..,..,..,13,..,9,6,4,3,0,0,0,0,18,..,0,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,3,3,0,0,14,..,0,0,8,9,17,20,5,0,59,0,0,0,0,0,3,3,0,0,12,43,29,24,44,47,63,66,25,5,349,..,0,13,25,25,41,32,5,0,140,..,0,5,8,6,5,8,0,0,33,..,3,4,6,9,4,3,0,0,30,59,..,..,..,..,..,..,..,..,59,..,10,..,..,..,..,..,..,..,10,..,10,0,0,0,0,0,0,0,17,..,0,0,0,0,0,5,3,0,8,..,0,0,0,0,0,0,0,0,3
POA3361,..,0,0,18,19,31,23,9,7,112,..,0,3,3,3,3,0,0,0,13,..,0,0,0,5,3,0,0,0,9,52,..,..,..,..,..,..,..,..,52,..,9,..,..,..,..,..,..,..,9,..,12,0,3,0,0,0,0,0,22,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,3,11,9,15,3,3,42,0,6,0,0,0,3,0,0,0,18,49,39,14,28,43,59,40,15,6,291,..,3,3,20,27,31,17,7,3,117,..,0,8,3,3,0,0,0,0,17,..,0,3,0,3,0,0,4,3,18,65,..,..,..,..,..,..,..,..,65,..,9,..,..,..,..,..,..,..,9,..,3,3,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3
POA3363,..,6,55,87,106,124,126,73,5,577,..,13,26,34,27,14,7,0,0,124,..,0,0,8,10,13,7,4,3,47,247,..,..,..,..,..,..,..,..,247,..,36,..,..,..,..,..,..,..,36,..,68,34,12,12,4,0,0,0,128,..,7,0,0,3,3,0,0,0,16,..,3,3,0,3,0,0,0,0,10,..,0,3,4,0,3,5,0,0,20,..,4,15,17,24,37,37,23,24,183,0,11,9,3,4,5,3,4,0,39,253,145,146,172,179,211,183,104,32,1432,..,7,66,85,116,131,119,44,6,578,..,17,32,26,29,13,4,3,0,120,..,3,25,18,31,13,10,3,4,108,288,..,..,..,..,..,..,..,..,288,..,48,..,..,..,..,..,..,..,48,..,47,13,3,3,3,0,0,0,70,..,7,0,0,0,4,3,3,3,23,..,3,3,0,0,0,0,0,0,10
POA3364,..,0,20,75,71,107,87,35,4,404,..,3,14,19,20,19,10,0,0,79,..,0,0,5,3,4,0,0,0,17,172,..,..,..,..,..,..,..,..,172,..,30,..,..,..,..,..,..,..,30,..,34,17,4,4,4,0,0,0,63,..,0,0,0,8,3,0,3,0,12,..,0,3,0,0,0,0,3,0,11,..,0,3,9,5,12,3,0,0,28,..,0,5,5,27,38,26,6,4,112,0,3,4,4,5,4,3,0,0,20,173,76,66,122,137,181,131,47,10,947,..,0,31,74,90,96,93,22,3,411,..,5,9,22,18,15,7,0,0,76,..,0,6,3,11,3,0,0,0,29,169,..,..,..,..,..,..,..,..,169,..,45,..,..,..,..,..,..,..,45,..,21,11,3,0,0,0,0,0,35,..,0,3,0,0,3,6,0,5,18,..,0,0,0,0,0,0,0,0,4
POA3370,..,0,20,34,43,72,73,39,10,278,..,0,9,24,24,24,13,3,0,102,..,0,0,5,3,4,0,3,3,22,127,..,..,..,..,..,..,..,..,127,..,24,..,..,..,..,..,..,..,24,..,29,19,4,8,3,0,0,0,66,..,3,0,0,0,3,4,0,0,13,..,9,0,0,0,6,0,0,0,19,..,0,3,0,0,3,5,0,0,17,..,0,0,12,22,37,30,14,8,118,0,5,4,0,3,4,5,0,0,28,127,72,61,73,103,163,125,57,18,809,..,3,18,41,50,84,54,30,5,288,..,3,14,22,20,24,7,0,0,82,..,3,8,22,17,10,4,5,3,77,113,..,..,..,..,..,..,..,..,113,..,35,..,..,..,..,..,..,..,35,..,28,10,0,3,8,0,0,0,44,..,3,0,0,0,0,0,11,4,16,..,4,0,0,4,0,0,0,0,7
POA3371,..,0,9,14,36,53,37,16,8,177,..,3,3,13,6,14,3,0,0,46,..,0,0,0,7,3,0,0,0,8,50,..,..,..,..,..,..,..,..,50,..,16,..,..,..,..,..,..,..,16,..,21,7,3,4,3,0,0,0,45,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,9,..,3,0,0,3,3,5,0,0,14,..,0,5,6,18,28,19,14,3,91,0,0,0,7,7,0,0,0,0,15,50,45,28,48,81,115,68,30,13,469,..,0,12,24,37,52,39,14,4,172,..,3,3,7,15,12,0,0,0,44,..,0,4,4,3,7,0,3,4,30,50,..,..,..,..,..,..,..,..,50,..,11,..,..,..,..,..,..,..,11,..,16,0,3,0,0,0,0,0,17,..,3,0,0,0,5,0,4,0,8,..,0,0,0,0,0,0,0,0,6
POA3373,..,0,26,44,71,91,107,40,6,388,..,3,22,21,20,14,10,0,0,89,..,0,0,3,4,6,0,0,0,16,173,..,..,..,..,..,..,..,..,173,..,29,..,..,..,..,..,..,..,29,..,34,11,12,8,0,0,0,0,73,..,0,0,0,0,0,5,0,0,5,..,3,0,0,0,0,0,0,0,4,..,0,0,0,3,11,7,4,0,32,..,5,9,17,18,42,39,27,11,167,9,4,0,3,0,3,4,0,0,34,183,80,79,104,121,178,168,77,20,1016,..,0,41,55,71,111,87,18,4,397,..,10,25,13,20,13,4,4,0,84,..,3,7,10,20,9,5,4,0,60,192,..,..,..,..,..,..,..,..,192,..,34,..,..,..,..,..,..,..,34,..,14,6,3,5,7,0,0,0,34,..,0,0,0,0,0,7,3,0,13,..,0,0,0,0,0,0,0,0,0
POA3374,..,3,5,21,11,23,29,4,0,99,..,0,0,0,0,0,0,0,0,11,..,0,0,0,3,0,0,0,0,3,36,..,..,..,..,..,..,..,..,36,..,10,..,..,..,..,..,..,..,10,..,6,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,6,..,0,3,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,3,3,0,0,17,0,0,0,0,3,3,0,0,0,10,36,19,13,26,24,30,40,11,0,195,..,0,6,22,21,21,24,4,0,97,..,0,0,0,0,3,0,0,0,9,..,0,0,3,3,3,0,0,0,9,30,..,..,..,..,..,..,..,..,30,..,11,..,..,..,..,..,..,..,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
POA3375,..,0,3,3,11,10,7,3,0,45,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,13,4,4,7,11,16,11,6,0,75,..,0,3,10,8,9,7,3,0,43,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,26,..,..,..,..,..,..,..,..,26,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA3377,..,4,111,193,294,345,304,177,39,1457,..,42,97,69,67,42,22,4,0,339,..,3,5,17,24,13,0,4,0,70,699,..,..,..,..,..,..,..,..,699,..,136,..,..,..,..,..,..,..,136,..,168,57,24,24,13,0,0,0,287,..,27,11,11,3,3,7,5,7,76,..,13,16,0,3,0,0,0,0,31,..,28,35,20,23,34,12,10,0,169,..,24,49,60,97,112,99,45,36,523,13,23,32,13,16,15,12,13,3,126,709,470,408,418,545,568,464,260,86,3916,..,11,145,231,299,356,282,121,19,1469,..,63,94,65,67,32,10,3,0,334,..,13,55,73,95,28,21,13,13,310,645,..,..,..,..,..,..,..,..,645,..,153,..,..,..,..,..,..,..,153,..,90,23,8,10,6,0,0,0,147,..,15,4,3,4,17,7,12,4,68,..,15,12,0,0,0,0,0,0,27
POA3378,..,0,3,12,8,8,3,0,0,34,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,23,..,..,..,..,..,..,..,..,23,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,23,3,3,11,14,8,7,0,0,64,..,0,4,6,7,8,8,0,0,30,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA3379,..,0,11,22,15,37,34,21,3,133,..,3,3,4,6,4,0,0,0,19,..,0,0,4,0,0,0,0,0,7,54,..,..,..,..,..,..,..,..,54,..,10,..,..,..,..,..,..,..,10,..,8,0,3,0,4,0,0,0,21,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,5,..,0,9,0,11,23,12,12,0,65,0,6,0,0,3,0,0,0,0,12,54,28,30,35,37,72,51,32,4,334,..,0,8,23,15,38,28,18,0,132,..,4,5,3,4,3,0,0,0,19,..,0,4,4,3,0,0,3,0,20,55,..,..,..,..,..,..,..,..,55,..,6,..,..,..,..,..,..,..,6,..,3,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3
POA3380,..,3,75,144,190,234,210,120,32,1014,..,25,58,34,36,26,19,3,0,194,..,3,3,7,10,8,5,0,0,44,430,..,..,..,..,..,..,..,..,430,..,113,..,..,..,..,..,..,..,113,..,95,45,25,15,7,0,0,0,180,..,17,6,4,3,4,3,0,0,47,..,7,9,0,0,3,0,0,0,27,..,41,41,14,20,19,4,0,0,145,..,19,31,46,63,75,66,42,20,366,10,7,13,3,10,13,6,11,3,76,436,329,285,285,345,393,323,179,59,2636,..,15,97,160,216,233,200,86,16,1024,..,42,55,42,38,20,14,0,0,213,..,10,35,51,51,15,16,10,4,197,395,..,..,..,..,..,..,..,..,395,..,94,..,..,..,..,..,..,..,94,..,42,19,9,3,5,0,0,0,84,..,15,6,3,8,10,4,0,3,48,..,11,7,4,0,0,0,0,0,26
POA3381,..,0,12,35,47,57,54,20,7,230,..,3,12,7,13,7,5,3,0,48,..,0,0,0,0,0,0,0,3,8,98,..,..,..,..,..,..,..,..,98,..,15,..,..,..,..,..,..,..,15,..,9,3,4,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,13,..,0,8,9,10,17,18,6,3,75,0,3,7,0,0,3,7,0,0,18,98,39,39,54,69,95,87,25,12,529,..,0,12,51,48,66,38,14,6,233,..,4,12,15,8,8,4,0,0,52,..,0,3,7,6,4,0,0,0,16,81,..,..,..,..,..,..,..,..,81,..,25,..,..,..,..,..,..,..,25,..,7,4,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
POA3384,..,0,0,7,25,27,24,9,0,104,..,0,6,0,3,4,4,0,0,23,..,0,0,0,0,0,0,0,0,6,30,..,..,..,..,..,..,..,..,30,..,13,..,..,..,..,..,..,..,13,..,6,0,3,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,7,..,0,0,3,12,13,7,10,0,45,0,3,0,0,0,3,3,0,0,10,37,24,11,20,41,47,39,17,6,243,..,0,3,14,35,23,23,9,0,100,..,3,3,3,3,4,3,0,0,22,..,0,0,3,5,0,0,0,3,9,29,..,..,..,..,..,..,..,..,29,..,13,..,..,..,..,..,..,..,13,..,7,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
