POA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA3158,0,32,112,98,122,105,41,3,3,513,0,3,73,86,111,85,20,0,0,381,0,3,54,89,103,73,11,0,0,330,0,0,21,64,78,48,4,0,0,214,0,0,31,98,103,65,14,0,0,306,0,0,4,36,46,28,3,0,0,122,32,21,39,54,67,46,23,12,4,301,444,432,718,1015,1098,957,523,149,45,5381
POA3159,0,10,53,38,54,35,12,0,0,198,0,5,28,28,44,25,4,0,3,139,0,3,15,35,33,32,3,0,0,117,0,0,5,29,29,9,8,0,0,76,0,0,11,34,38,32,3,0,0,121,0,0,0,17,22,12,3,0,0,56,16,10,28,39,33,42,19,5,3,194,191,163,264,385,438,395,204,62,16,2116
POA3160,0,23,118,133,170,153,35,7,0,642,0,9,117,129,140,114,16,0,0,531,0,5,65,142,108,85,18,7,4,426,0,3,36,103,94,62,8,0,0,314,0,0,46,142,131,64,15,0,0,386,0,0,11,47,51,38,9,7,0,164,56,37,58,65,82,85,61,33,8,477,608,508,1002,1361,1411,1304,722,249,67,7229
POA3161,4,60,360,145,130,159,104,36,29,1025,3,26,281,163,108,117,69,26,26,820,3,18,254,167,130,129,73,30,18,823,0,6,145,139,103,104,70,15,20,610,0,3,187,252,210,160,93,33,21,957,3,3,87,323,325,292,146,37,36,1252,58,93,247,122,141,140,122,123,165,1217,746,1112,2780,1910,1662,1752,1370,756,665,12760
POA3162,3,69,297,179,189,191,132,48,32,1137,0,33,233,193,169,141,91,20,19,899,0,13,189,198,184,154,87,22,15,864,0,3,115,170,138,120,52,15,7,615,0,4,170,324,301,193,86,17,3,1106,0,7,81,342,372,204,67,23,15,1115,73,78,163,161,172,147,185,126,134,1227,909,1130,2227,2329,2392,2020,1751,935,702,14388
POA3163,15,136,969,455,334,308,116,42,14,2394,0,59,677,431,304,235,68,8,6,1797,3,22,524,452,299,227,56,9,4,1601,0,13,357,366,269,173,40,12,0,1234,0,10,425,679,505,223,47,13,8,1906,0,3,95,479,336,144,25,11,4,1098,75,172,447,252,220,186,134,149,170,1807,1402,3037,7145,4854,3777,3109,2053,1310,743,27430
POA3165,0,82,417,397,465,310,103,34,34,1848,0,36,312,345,334,193,62,15,10,1317,0,9,207,387,323,192,45,9,5,1179,0,3,149,295,296,149,19,3,0,927,0,9,223,620,468,200,27,8,4,1565,0,0,97,415,301,77,24,5,3,935,113,102,142,254,223,193,164,147,99,1431,1630,1434,2954,4332,4166,2989,2037,1491,823,21853
POA3166,3,82,547,389,319,185,55,20,9,1613,3,31,423,289,268,123,39,12,0,1191,0,12,304,325,259,139,21,4,0,1070,0,10,149,245,205,85,9,4,0,712,0,9,258,452,318,127,16,10,3,1198,3,0,52,214,169,49,12,3,0,503,85,125,247,220,194,139,140,174,201,1518,1312,2155,4199,3520,3105,2182,1526,1195,633,19832
POA3167,0,43,172,158,115,94,35,11,0,625,0,12,134,128,117,76,11,3,0,480,0,3,95,110,92,44,18,3,0,360,0,0,43,80,68,39,3,0,0,237,0,3,64,131,95,45,6,0,5,351,0,0,23,68,44,25,3,4,3,171,40,41,96,67,74,81,89,50,26,566,507,617,1310,1305,1252,1120,866,549,223,7745
POA3168,15,121,594,229,129,107,19,9,7,1237,3,52,314,169,97,42,20,5,3,693,4,25,283,148,87,46,10,0,0,607,3,17,123,121,51,34,7,5,0,361,3,6,131,145,73,36,10,3,3,405,4,6,28,41,22,15,6,3,0,121,87,214,343,145,107,84,86,96,124,1278,1514,4762,5281,2084,1355,1070,794,757,511,18127
POA3169,3,67,506,288,269,175,53,8,5,1374,0,25,262,201,174,92,35,10,3,799,0,3,199,160,140,76,15,5,16,620,0,3,112,105,66,41,12,0,3,346,0,8,109,141,73,36,8,0,0,381,0,3,21,41,25,16,4,0,0,117,71,99,235,167,140,140,135,132,55,1187,1033,1726,3823,2551,2343,2117,1837,1213,418,17075
POA3170,0,66,415,310,274,192,93,20,6,1377,0,40,265,237,217,129,46,9,0,929,0,15,260,237,179,111,30,0,0,828,0,3,110,172,135,88,18,3,0,536,0,4,137,295,183,93,17,0,0,739,0,0,37,118,70,49,8,3,4,283,80,89,171,137,148,123,150,115,122,1133,1012,1259,2863,2762,2415,2111,1961,1149,490,16027
POA3171,0,64,398,252,220,114,30,14,8,1100,0,24,197,118,88,63,13,9,3,518,0,13,131,90,75,44,12,4,0,368,0,3,81,53,40,25,8,0,0,202,0,3,53,88,37,17,11,0,0,203,0,0,18,30,18,11,3,4,0,85,106,141,313,215,202,173,126,139,113,1533,1330,2056,4144,2653,2537,2203,1556,1159,592,18235
POA3172,3,90,371,321,317,266,97,29,6,1502,0,33,233,226,216,138,54,12,6,913,0,16,152,166,155,137,44,3,7,669,0,3,79,135,121,95,23,0,0,460,0,0,62,166,162,123,21,6,3,545,0,0,19,70,63,47,8,3,4,221,89,95,179,157,185,151,172,148,109,1282,1503,1644,2971,2946,3177,2859,2265,1133,441,18929
POA3173,3,89,545,435,380,249,84,14,0,1800,0,33,373,316,221,163,32,3,3,1155,0,8,265,276,168,121,24,7,3,861,0,0,137,197,133,64,17,3,3,553,0,0,139,249,148,74,7,0,0,622,0,0,40,88,53,32,8,0,3,230,100,104,183,179,145,143,158,87,53,1158,1735,1799,3877,3820,3320,2820,2064,869,368,20679
POA3174,6,130,918,597,436,348,87,25,8,2549,0,57,464,360,225,186,44,12,0,1335,0,14,284,241,160,110,25,0,0,842,0,3,102,125,82,57,17,9,0,395,0,5,110,143,94,42,15,7,0,405,3,9,18,40,31,16,10,7,4,138,175,228,498,350,336,331,346,230,183,2661,2089,2936,7329,5137,4412,4076,3155,1878,777,31790
POA3175,4,194,1088,769,577,397,98,33,17,3191,0,57,561,467,316,209,49,5,4,1669,6,36,314,283,211,156,44,4,4,1052,0,10,150,163,111,81,19,3,0,544,0,12,131,177,114,78,12,7,4,536,4,8,33,60,50,35,17,14,0,219,335,359,931,645,550,501,466,433,223,4447,2988,4236,9773,7503,5896,5298,4059,2582,1096,43442
POA3177,0,39,187,182,105,72,20,14,0,626,0,15,123,87,53,45,5,0,0,318,0,4,46,45,28,22,3,0,0,142,0,0,22,15,19,12,3,0,0,69,0,0,18,26,14,7,5,0,0,71,0,3,5,0,6,4,5,0,0,29,81,86,175,118,103,115,128,96,40,945,663,866,1992,1569,1240,1134,864,589,204,9112
POA3178,6,196,630,484,675,502,148,33,10,2687,0,61,465,387,461,325,76,10,3,1795,3,26,295,429,440,283,49,3,6,1539,0,10,158,298,365,204,36,4,10,1071,0,8,179,475,486,301,33,9,3,1495,0,0,47,191,254,137,17,5,6,665,125,106,198,198,236,199,143,106,33,1353,2639,2502,3910,4509,5537,4408,2298,1254,380,27438
POA3179,0,33,101,96,100,71,24,3,0,430,0,11,80,80,66,43,14,0,0,282,0,0,47,75,77,29,8,0,0,240,0,0,18,65,46,21,0,0,0,150,0,0,28,82,55,33,3,0,0,204,0,0,7,29,21,12,4,0,0,74,27,25,48,51,47,47,38,18,11,310,413,417,741,891,891,763,537,190,25,4880
POA3180,0,25,145,121,110,96,38,6,0,547,0,11,106,82,97,62,26,9,0,387,0,4,78,85,79,47,11,7,3,307,0,0,30,66,47,38,8,0,0,185,0,3,45,76,79,37,3,3,0,243,0,0,14,28,31,29,5,3,0,110,41,27,51,54,48,48,61,27,12,377,498,461,947,984,1024,898,827,418,92,6148
POA3181,11,174,999,261,148,119,51,21,8,1791,4,77,867,271,128,81,45,20,4,1498,0,41,745,285,150,108,36,8,0,1361,0,25,506,220,128,74,35,8,5,995,0,11,748,486,255,121,47,13,4,1684,3,3,253,511,313,143,40,7,10,1270,60,165,786,361,206,197,156,175,118,2233,529,1789,6957,3161,1985,1567,1126,921,555,18597
POA3182,9,166,1087,397,227,161,67,22,6,2144,3,54,892,344,211,121,46,6,5,1686,0,24,683,379,202,154,52,7,4,1511,0,17,427,283,191,95,37,0,0,1044,0,7,596,565,345,186,56,6,3,1779,0,10,147,427,356,199,62,11,4,1212,80,302,1196,617,444,323,231,115,38,3354,516,1887,7691,4160,3015,2255,1340,534,221,21621
POA3183,0,100,758,283,195,127,65,23,14,1567,0,49,594,289,142,93,40,7,8,1219,0,30,481,315,181,103,34,8,3,1157,0,4,292,228,122,80,17,3,3,756,0,5,357,427,237,127,41,0,4,1198,0,5,110,364,225,96,37,6,10,866,63,104,499,280,190,145,108,59,42,1495,705,1350,5121,3174,2037,1482,968,471,263,15567
POA3184,3,84,591,286,191,135,77,7,6,1377,0,30,553,257,157,109,36,3,3,1144,0,8,419,302,182,132,36,6,3,1081,0,3,266,231,143,72,22,0,0,739,0,3,374,451,288,156,39,8,0,1314,0,7,148,450,400,175,42,5,7,1224,44,88,460,319,215,160,82,49,15,1435,470,852,3984,3053,2272,1527,780,330,132,13399
POA3185,4,57,350,162,144,105,75,30,11,935,0,25,294,155,121,87,53,18,3,755,0,7,221,159,133,112,37,10,14,690,0,7,125,123,111,78,28,5,6,480,0,3,209,272,234,108,40,7,4,882,0,0,68,330,306,148,39,7,3,904,44,58,184,160,117,92,92,50,74,862,632,717,2389,1945,1718,1357,931,510,321,10520
POA3186,3,98,253,167,238,224,213,100,49,1338,4,37,205,127,194,221,154,58,27,1030,0,16,180,178,221,191,138,59,30,1009,0,12,112,138,188,159,112,44,22,783,0,10,220,362,424,331,238,87,28,1707,0,4,144,716,1031,738,356,135,55,3181,132,95,170,195,278,242,222,177,126,1637,1492,1200,1996,2686,3662,3158,2628,1443,953,19221
POA3187,0,38,164,119,191,147,117,50,29,858,0,15,111,135,153,138,95,37,33,718,0,10,102,144,192,158,72,27,17,715,0,0,50,132,143,93,46,18,16,498,3,0,97,275,350,205,89,23,26,1073,0,0,60,447,502,233,72,22,23,1353,65,56,70,127,162,124,94,152,212,1061,1006,766,1108,2014,2568,1974,1460,1044,873,12810
POA3188,3,57,194,146,190,186,119,34,23,952,0,20,196,157,198,128,61,25,8,784,4,16,127,153,241,140,58,13,3,763,0,3,86,149,159,106,49,4,4,557,0,0,120,354,371,212,65,12,9,1148,0,4,67,503,659,263,65,22,8,1596,83,65,146,179,215,158,139,79,62,1123,1240,928,1631,2488,3117,2230,1580,849,412,14468
POA3189,0,22,104,102,88,68,23,3,4,406,0,10,97,95,59,46,9,3,0,319,0,0,58,68,70,30,12,0,0,244,0,0,36,64,42,32,4,6,0,178,0,0,72,111,71,28,5,3,0,288,0,0,16,57,46,21,0,0,3,151,19,33,65,71,61,48,51,54,28,426,280,378,807,932,793,633,485,364,178,4848
POA3190,0,31,205,174,145,105,49,10,12,720,0,7,166,114,137,84,24,3,0,540,0,0,127,157,133,70,15,5,0,500,0,0,71,145,88,50,6,4,0,368,0,4,104,253,201,66,13,0,0,637,0,0,35,200,148,36,9,3,0,427,49,36,94,116,111,82,54,58,71,666,544,482,1351,1777,1593,1096,768,480,310,8399
POA3191,0,33,142,88,126,123,71,35,15,638,0,14,91,81,110,74,52,11,9,441,0,0,83,101,107,103,46,16,8,467,0,0,73,87,114,78,36,15,3,415,0,6,85,191,218,133,45,10,7,699,0,0,43,285,358,193,59,10,6,966,29,26,93,79,103,102,101,95,155,777,612,489,934,1307,1626,1318,1035,552,558,8437
POA3192,5,84,435,358,312,230,100,46,34,1614,0,33,315,276,272,167,59,15,12,1152,0,15,252,297,247,172,60,15,7,1056,0,0,128,254,191,110,23,5,6,725,0,9,204,459,317,152,24,3,3,1170,0,0,55,242,194,90,19,6,3,611,81,61,155,176,170,132,155,174,202,1314,1136,1176,2889,3370,3053,2407,1948,1394,908,18280
POA3193,7,65,153,154,247,268,211,72,42,1215,0,22,112,150,234,202,149,44,14,931,3,6,99,208,261,217,109,43,20,969,0,9,60,125,201,180,65,24,7,672,0,3,96,312,449,247,137,41,17,1292,3,7,58,456,701,355,104,31,17,1735,84,51,58,131,183,169,148,102,106,1033,1258,1029,1128,2231,3277,2846,2240,1172,706,15883
POA3194,0,71,265,188,192,153,76,28,9,982,0,16,223,179,153,124,49,16,5,755,0,7,180,184,159,116,36,9,13,704,0,0,95,151,107,87,22,0,3,468,0,0,104,237,189,109,28,8,6,690,0,4,32,145,185,73,23,12,3,476,50,49,103,95,122,92,105,101,106,814,676,742,1766,1905,1884,1482,1199,771,440,10861
POA3195,7,122,598,512,624,449,163,49,25,2549,0,42,478,473,457,284,86,20,7,1857,4,18,405,510,498,293,67,20,14,1824,0,6,182,406,404,267,36,7,3,1309,0,3,273,754,733,319,53,11,3,2166,0,3,75,456,435,152,27,18,4,1184,139,123,236,301,335,244,201,193,157,1927,2298,2000,3808,5501,5869,4198,2675,1645,773,28767
POA3196,4,90,502,425,380,284,107,36,11,1845,0,25,442,393,314,241,69,10,0,1506,0,15,313,385,252,156,26,4,3,1153,0,7,185,300,226,122,18,4,3,858,0,3,225,464,277,144,40,7,3,1154,0,3,52,164,153,58,20,4,3,456,88,88,268,275,230,223,280,266,298,2017,1103,1230,3524,4093,3435,2913,2361,1403,747,20807
POA3197,0,49,186,171,219,205,66,13,6,918,0,20,169,171,155,104,30,12,0,666,0,5,99,171,144,106,32,10,0,566,0,3,62,115,111,76,25,3,0,390,0,3,74,171,164,100,33,9,0,541,0,3,25,71,102,68,32,5,5,310,51,42,90,116,110,130,121,101,41,811,643,587,1281,1637,1756,1638,1200,610,269,9622
POA3198,4,49,372,296,311,212,65,22,14,1337,0,20,287,233,185,135,30,3,6,905,0,7,182,206,142,93,16,0,0,642,0,0,108,137,95,60,7,3,3,411,0,6,87,182,104,58,6,3,0,445,0,3,19,49,33,12,10,5,0,136,97,94,192,210,214,209,192,125,67,1388,726,883,2413,2544,2211,2099,1626,881,346,13738
POA3199,9,206,966,801,786,727,260,81,37,3869,0,74,672,604,554,452,134,31,17,2544,3,17,422,529,489,392,82,22,4,1969,0,18,214,367,403,250,61,5,3,1319,0,13,234,484,484,315,73,13,8,1629,0,9,57,184,251,161,49,15,7,739,306,297,648,557,575,576,536,467,369,4323,3174,3399,7140,7023,7262,6848,5511,3107,1477,44925
POA3200,3,7,88,66,77,60,9,3,5,319,0,6,40,21,32,20,8,3,0,134,0,0,19,14,24,14,6,3,0,84,0,0,9,11,8,0,0,0,0,23,0,0,6,5,11,5,0,0,0,27,0,4,0,0,4,8,3,3,0,16,41,59,96,80,101,90,71,68,37,647,278,414,811,650,791,655,507,391,201,4697
POA3201,0,98,478,433,425,247,38,15,10,1750,0,25,288,299,239,136,21,0,0,1011,0,14,190,175,147,102,12,0,0,647,0,9,81,119,100,48,5,0,0,368,0,0,63,115,108,57,9,0,0,352,3,0,16,28,28,11,0,3,0,88,110,103,228,239,221,206,164,160,165,1595,1264,1358,3197,3036,2873,2247,1394,738,420,16537
POA3202,0,17,41,48,57,35,6,0,0,210,0,3,21,44,39,12,6,3,0,126,0,0,19,56,44,18,3,0,0,126,0,0,17,25,24,11,0,0,0,79,0,0,15,54,47,17,3,0,0,140,0,0,3,42,41,13,6,0,0,100,8,22,17,31,24,11,34,30,45,217,165,179,286,501,461,274,202,111,77,2247
POA3204,5,108,524,391,415,336,117,31,19,1945,0,35,396,307,359,273,79,19,3,1477,3,13,330,348,384,231,60,18,3,1386,0,0,166,278,288,190,40,6,6,977,0,3,237,621,703,300,49,9,8,1932,3,7,88,556,596,210,25,10,13,1509,113,121,247,246,251,177,159,116,98,1534,2092,1969,3883,4366,4873,3429,2064,1191,717,24589
POA3205,0,57,342,132,101,75,51,13,5,783,0,31,289,121,70,66,32,9,0,619,0,15,285,178,77,55,22,5,0,633,0,8,177,131,89,44,28,3,0,480,0,8,306,332,189,95,41,5,0,983,0,3,124,334,249,130,52,7,4,917,48,83,269,176,152,143,112,97,58,1135,335,725,2670,1909,1430,1103,807,449,234,9654
POA3206,0,26,147,92,123,97,72,24,13,590,0,23,126,91,87,80,58,13,3,485,0,6,115,103,123,79,59,7,0,502,0,0,72,89,90,66,48,10,0,389,0,5,181,257,230,124,76,7,3,890,0,4,93,439,466,277,141,30,10,1458,37,37,113,138,133,116,107,68,42,795,402,390,1273,1635,1676,1279,1119,570,217,8555
POA3207,0,64,328,185,173,147,83,23,3,1007,0,23,364,220,146,100,77,16,3,948,0,18,324,243,197,129,65,11,0,987,0,6,254,244,156,86,46,16,8,806,0,12,459,572,356,197,64,9,0,1668,0,4,211,653,440,286,110,26,5,1733,38,70,364,279,224,226,152,76,41,1467,456,656,3073,3094,2410,1979,1445,659,203,13974
POA3211,0,3,15,18,16,10,9,0,0,67,0,4,15,16,17,11,6,3,0,58,0,0,5,11,28,12,4,0,0,64,0,0,3,7,10,12,0,0,0,27,0,0,4,13,17,14,4,0,0,58,0,0,3,7,12,4,3,0,0,27,19,15,22,14,32,23,8,4,0,137,104,88,111,165,234,199,111,43,8,1074
POA3212,3,73,320,286,241,157,52,13,4,1141,0,29,206,233,202,123,26,4,0,824,0,13,159,164,176,110,22,3,0,650,0,5,96,126,130,86,9,0,0,444,0,4,82,199,186,89,17,3,0,587,0,3,11,57,69,47,6,0,3,200,70,164,491,429,274,165,106,57,30,1786,1061,1039,2389,2562,2322,1820,1312,585,257,13332
POA3213,0,23,52,68,72,44,10,0,0,279,0,14,25,37,52,39,11,3,0,170,0,3,24,40,42,19,8,0,0,142,0,4,11,26,29,13,0,0,0,90,0,0,9,47,64,30,7,3,0,164,3,0,5,30,34,14,4,3,0,91,45,16,26,28,67,57,17,19,0,268,336,270,359,522,682,530,301,165,30,3200
POA3214,3,81,287,271,264,176,54,28,9,1164,0,28,143,122,114,86,10,4,0,511,0,9,74,80,72,55,9,3,0,301,0,6,29,37,49,38,6,0,0,172,0,3,25,47,53,41,10,0,0,175,4,3,11,14,21,18,8,3,0,94,267,203,261,257,332,319,312,181,67,2194,2001,1831,3071,2731,3031,2891,2174,1190,396,19325
POA3215,0,88,375,292,252,238,70,17,14,1348,3,29,264,196,196,143,41,7,0,865,0,11,188,170,161,115,27,3,3,675,0,3,109,138,106,75,14,3,4,457,0,3,92,168,162,95,21,0,3,546,0,6,24,66,65,46,24,4,3,240,103,85,231,166,164,206,223,271,265,1719,1097,1330,2878,2469,2532,2435,2180,1492,852,17277
POA3216,3,276,1013,797,781,628,269,102,56,3919,0,91,758,630,563,406,134,44,19,2635,0,41,541,610,533,370,76,26,14,2201,3,16,278,453,416,265,53,8,10,1498,0,5,304,605,597,369,66,16,13,1972,5,10,79,257,306,187,50,26,13,926,272,260,384,407,404,343,408,425,416,3319,3746,4584,7132,7057,6878,6303,5265,3263,1928,46155
POA3217,0,50,210,131,66,52,21,3,0,537,0,20,210,101,63,40,13,3,0,449,0,10,123,107,56,29,9,3,0,340,0,5,73,69,43,23,3,0,0,223,0,3,59,85,47,33,6,3,0,229,0,0,22,24,29,16,8,3,0,96,31,38,88,78,39,43,62,29,35,448,339,516,1474,995,641,510,373,117,49,5013
POA3218,0,71,312,202,199,152,52,13,8,1009,0,23,255,198,137,91,22,0,3,729,0,10,171,147,133,81,12,5,0,558,0,5,97,142,114,73,4,0,0,444,0,0,110,197,155,95,7,0,3,569,0,4,45,99,92,44,13,7,0,297,50,57,164,136,148,109,94,77,39,864,630,1002,2262,1945,1813,1523,991,605,268,11051
POA3219,8,94,302,248,301,230,51,29,14,1280,3,28,208,195,187,133,17,6,3,778,0,10,134,141,142,90,12,7,0,538,0,4,69,74,100,57,9,3,0,323,0,3,67,118,105,69,11,3,0,386,3,3,21,34,52,34,9,3,0,163,118,117,204,175,239,213,222,197,148,1631,1063,1476,2506,2288,2795,2619,1978,1273,623,16619
POA3220,0,61,264,191,212,214,123,45,21,1134,0,22,262,164,168,173,68,15,12,886,4,16,184,193,213,146,52,20,0,820,0,3,90,143,150,126,40,6,5,570,0,0,138,213,237,173,63,21,13,854,0,8,40,208,236,155,64,24,8,734,85,115,185,141,181,145,148,108,82,1197,1043,1147,2248,2033,2221,2219,1482,812,470,13670
POA3221,0,0,3,6,7,13,4,0,0,36,0,3,3,12,3,9,3,0,0,36,0,0,3,6,15,0,3,3,0,37,0,0,7,0,5,0,0,0,0,19,0,0,3,12,14,5,3,0,0,39,0,0,0,10,13,17,6,3,0,52,8,3,3,9,13,7,4,4,0,52,53,40,54,95,123,104,82,30,6,585
POA3222,0,49,183,218,218,200,70,14,23,965,0,14,146,134,158,131,43,5,0,629,0,11,72,116,140,93,28,3,0,469,0,3,38,82,106,57,26,12,0,321,0,0,33,106,117,93,24,10,0,374,0,3,13,42,74,53,29,12,3,237,94,49,92,98,128,160,182,168,146,1115,917,709,1348,1672,1961,2201,1867,1140,447,12262
POA3223,0,17,44,42,100,98,70,19,9,404,0,3,25,44,78,66,22,5,3,252,0,0,19,43,48,59,18,7,3,192,0,0,4,19,35,39,5,3,0,108,0,0,9,24,49,46,15,4,0,138,0,3,8,14,14,25,15,9,0,89,34,13,41,61,79,139,187,100,48,705,295,232,409,617,900,1390,1618,728,314,6503
POA3224,3,61,273,219,214,178,70,9,3,1032,0,14,195,175,167,69,34,3,0,669,0,7,137,133,130,82,22,10,3,523,0,0,59,79,100,49,11,0,0,295,0,0,63,86,103,55,16,0,0,330,0,0,14,36,31,23,10,11,7,126,82,47,90,90,98,146,179,116,47,897,908,740,1871,1699,1762,1668,1630,888,319,11490
POA3225,0,4,24,29,43,76,68,31,7,283,0,5,19,30,42,53,30,21,10,205,0,6,17,26,28,46,35,13,5,176,0,0,3,22,42,29,14,5,5,127,0,0,5,27,32,37,29,17,3,156,0,0,0,20,25,34,20,17,3,115,15,5,16,23,30,53,88,71,37,344,181,102,201,320,453,668,857,530,234,3543
POA3226,0,33,177,224,201,211,98,29,11,974,0,20,148,183,160,102,48,10,6,680,0,7,141,195,168,139,34,5,6,691,0,4,59,142,121,103,13,6,0,449,0,0,60,166,142,130,22,9,3,540,0,0,22,81,85,47,13,3,3,260,47,41,66,92,97,106,141,75,44,706,760,567,1353,1991,1844,2015,1679,708,353,11260
POA3227,0,4,42,65,86,79,41,12,0,321,0,3,35,51,61,48,23,6,0,227,0,0,24,65,63,50,28,5,4,247,0,0,18,52,46,39,20,5,0,178,0,0,14,67,56,53,28,5,4,226,0,0,13,59,57,46,25,9,0,214,30,11,21,51,46,63,66,21,7,312,257,171,310,678,653,759,600,227,68,3729
POA3228,0,42,288,263,272,211,110,24,11,1206,0,14,243,272,195,151,58,7,7,944,0,4,172,255,229,133,43,10,0,854,0,0,91,201,176,100,25,5,3,599,0,0,112,345,260,134,41,6,3,902,0,0,46,175,192,95,45,9,4,567,90,67,113,163,157,143,146,92,70,1039,1022,701,1993,2805,2510,2149,1681,708,264,13836
POA3230,0,6,27,23,41,57,33,10,5,197,0,0,32,25,33,27,23,8,0,139,0,0,15,23,14,28,4,6,0,92,0,0,6,14,23,14,4,0,0,66,0,0,7,27,34,19,7,0,0,89,0,0,3,9,15,19,11,0,3,66,18,7,19,12,27,30,45,29,40,223,114,81,212,258,362,417,425,190,107,2160
POA3231,0,0,8,13,19,27,9,7,0,88,0,0,5,15,20,23,8,0,0,72,0,0,5,8,12,13,3,0,0,45,0,0,3,0,11,4,6,0,0,33,0,0,0,10,10,18,5,0,0,43,0,0,0,7,15,15,7,0,4,47,10,0,3,11,20,22,22,13,0,99,68,46,66,115,206,270,188,90,29,1077
POA3232,0,0,10,11,19,21,20,3,3,90,0,0,7,7,6,12,5,0,0,38,0,0,3,3,5,6,3,0,0,30,0,0,0,4,3,9,6,4,0,22,0,0,4,4,9,15,8,0,0,36,0,0,0,3,7,11,13,0,0,38,6,3,20,13,14,32,21,18,9,135,35,37,130,114,117,215,175,93,47,968
POA3233,0,4,22,27,29,16,18,3,0,127,0,0,3,11,17,22,4,6,0,61,0,0,4,7,23,12,3,4,0,55,0,0,5,9,9,11,0,3,0,31,0,0,0,5,8,10,7,0,0,35,0,0,0,3,3,13,6,4,0,34,14,14,24,21,30,48,29,11,4,199,80,82,195,199,262,413,341,156,52,1771
POA3234,0,0,3,4,3,4,3,0,0,18,0,0,3,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,4,0,7,4,3,0,0,25,0,4,19,20,24,51,30,0,0,156
POA3235,0,3,5,3,6,6,0,0,0,30,0,0,0,6,9,4,0,0,0,24,0,0,0,0,3,0,0,0,0,6,0,0,0,3,3,3,0,0,0,9,0,0,0,4,6,4,3,0,0,18,0,0,0,0,0,4,0,0,0,4,4,4,8,8,3,9,0,0,0,34,16,21,24,67,57,92,43,7,3,313
POA3236,0,0,3,0,3,4,0,0,0,15,0,0,0,0,5,0,0,0,0,10,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,6,4,0,0,26,12,11,11,19,44,61,32,10,3,205
POA3237,0,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,3,6,4,0,14,10,12,14,25,34,52,36,10,0,191
POA3238,0,0,0,3,5,3,3,0,0,17,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,9,0,19,12,3,9,26,53,40,31,19,0,190
