POA_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
POA3546,0,9,16,9,26,27,11,0,5,101,0,0,3,4,0,7,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,3,0,0,0,21,0,0,0,6,7,7,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3549,19,62,175,131,148,170,53,6,0,766,0,9,31,32,25,27,7,3,0,130,0,0,0,0,0,0,0,0,0,0,0,3,10,3,6,7,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,20,4,13,6,15,17,0,0,0,71,3,7,3,7,8,3,0,0,0,24,0,5,3,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,0,0,0,12,0,3,6,4,4,5,0,0,0,22,0,0,4,0,5,0,0,0,0,17,0,9,11,13,16,18,8,0,0,76,0,8,25,12,17,26,6,0,0,92,0,0,0,0,0,3,0,0,0,6,0,0,3,7,0,0,4,0,0,19
POA3550,494,1134,1938,1628,1772,1429,384,63,3,8849,4,3,10,18,15,13,10,3,0,75,0,3,12,7,9,4,0,0,0,32,33,68,67,51,67,37,9,0,0,333,0,3,16,11,5,7,0,0,0,40,0,12,33,38,37,21,4,0,0,153,7,10,18,12,18,15,3,0,0,74,165,280,194,124,199,142,35,3,0,1131,254,243,130,92,77,44,9,3,0,851,5,7,9,19,33,14,3,0,0,94,3,19,32,21,19,6,7,0,0,96,0,29,101,92,89,58,10,0,0,375,3,9,24,11,23,15,7,0,0,99,12,18,79,95,78,42,12,0,0,338,8,23,55,50,70,53,10,4,0,267,3,15,111,133,134,91,14,0,0,502,22,113,238,264,318,246,40,0,0,1240,33,227,554,476,573,549,87,3,3,2503,22,28,24,19,20,24,3,0,0,147,19,49,71,35,57,37,17,0,0,285
POA3551,462,561,1422,1672,1735,1281,310,39,11,7492,5,3,14,19,28,28,25,7,4,133,0,6,4,5,16,8,0,0,0,36,37,42,58,63,85,46,3,0,0,333,0,0,11,25,17,11,0,0,0,66,3,4,34,61,35,30,6,0,0,167,5,11,13,9,19,13,3,0,0,66,182,113,157,155,166,114,13,3,0,905,200,70,65,71,46,32,3,0,0,487,0,3,12,14,24,26,5,3,0,89,4,6,13,17,11,10,0,0,0,65,3,26,87,136,84,26,0,0,0,367,0,0,20,24,21,14,3,0,0,86,7,17,76,100,61,42,16,0,0,323,3,12,29,44,62,41,7,0,0,197,5,6,82,139,111,75,16,0,0,430,11,35,178,263,258,165,21,0,0,934,29,119,371,428,499,316,40,3,3,1800,8,10,16,24,17,12,3,0,0,95,16,23,71,49,58,28,3,0,0,254
POA3555,182,463,1043,853,754,703,147,22,0,4168,0,4,4,9,4,5,3,0,0,29,0,0,0,0,0,3,0,0,0,8,16,43,67,53,71,43,7,0,0,292,0,0,3,11,7,3,0,0,0,29,0,6,17,12,17,10,3,0,0,72,0,7,13,6,9,3,0,0,0,39,81,109,118,90,102,86,16,0,0,606,84,69,64,34,39,28,4,0,0,325,0,7,9,4,18,13,5,0,0,60,0,6,13,7,8,0,3,0,0,36,0,12,56,47,41,24,0,0,0,184,0,5,11,7,7,11,0,0,0,42,3,22,47,40,27,21,6,0,0,171,0,5,33,33,32,24,5,0,0,136,0,15,43,52,53,62,5,0,0,236,6,34,111,99,111,68,10,0,0,433,18,97,253,191,228,243,24,0,0,1055,8,10,4,9,4,0,0,0,0,42,4,27,52,25,27,29,3,0,0,160
POA3556,156,286,611,529,528,460,98,12,3,2682,0,0,9,7,7,4,3,0,0,36,0,0,3,3,3,0,0,0,0,5,17,22,25,29,38,39,7,0,0,170,0,0,5,4,4,3,0,0,0,19,0,3,8,14,12,4,0,0,0,48,3,4,6,0,4,4,0,0,0,22,56,61,59,61,70,46,6,0,0,344,53,42,33,22,28,28,6,0,0,212,0,3,0,4,11,16,0,0,0,42,3,0,6,3,3,9,0,0,0,19,0,11,21,27,18,10,0,0,0,89,0,0,3,3,4,0,0,0,0,18,3,12,17,11,15,18,0,0,0,80,3,11,29,25,16,27,6,0,0,115,0,10,27,26,32,27,0,0,0,128,0,8,59,70,77,53,9,0,0,281,12,58,138,116,170,163,18,0,0,686,3,5,10,4,4,6,0,0,0,37,3,17,8,22,18,8,0,0,0,73
POA3557,12,5,32,46,41,47,9,4,0,198,0,0,3,0,5,7,6,0,0,20,0,0,0,3,0,0,0,0,0,4,3,0,0,3,0,3,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,3,0,0,15,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,3,4,0,0,0,0,3,0,0,0,0,3,3,0,0,0,9,0,3,4,6,9,7,0,0,0,21,0,0,6,10,8,11,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8
POA3558,6,11,14,33,54,50,19,6,0,202,0,4,3,3,5,11,9,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,3,7,6,0,0,0,18,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,5,8,4,7,0,0,0,19,0,8,0,4,10,14,0,0,0,36,0,0,0,0,0,4,0,0,0,6,0,3,0,0,3,0,0,0,0,5
POA3559,6,13,19,25,36,25,22,5,0,151,0,0,0,4,6,11,3,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,6,3,0,0,0,16,0,3,0,11,12,3,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA3561,61,93,139,164,223,230,78,21,3,1022,9,7,14,21,31,36,14,3,0,128,0,0,0,0,0,0,0,0,0,0,3,4,7,6,7,9,0,0,0,36,0,0,0,0,0,3,0,0,0,3,0,0,3,5,5,4,0,0,0,19,0,0,0,0,7,0,0,0,0,14,22,7,9,17,25,14,4,0,0,102,13,15,8,14,15,7,0,0,0,68,0,0,4,3,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,6,0,5,8,0,0,0,15,0,0,0,3,3,0,0,0,0,5,0,5,11,7,3,3,3,0,0,27,0,0,7,10,5,5,0,0,0,27,0,3,3,8,15,7,0,0,0,34,0,0,15,14,31,19,5,3,0,85,3,18,29,35,67,45,6,0,0,206,0,0,0,3,0,0,0,0,0,3,3,0,10,0,5,3,0,0,0,21
POA3562,3,3,7,18,15,22,5,0,0,68,0,0,3,4,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,7,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA3563,14,28,33,31,45,44,20,3,0,210,0,4,5,4,11,10,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,4,0,0,0,15,4,3,0,0,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,4,7,3,0,0,0,16,0,3,8,7,21,6,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3564,275,291,611,660,807,720,175,29,3,3585,3,3,8,6,16,22,8,3,0,77,0,0,0,0,0,0,0,0,0,0,16,15,28,39,46,32,0,0,0,188,0,0,3,3,3,0,0,0,0,12,0,3,11,11,28,17,3,0,0,71,0,4,10,8,18,5,0,0,0,47,85,43,88,111,108,81,13,0,0,523,89,64,71,71,92,62,3,0,0,456,0,0,5,10,18,15,4,0,0,55,7,0,3,3,6,3,0,0,0,24,0,3,16,19,20,17,0,0,0,71,5,3,9,14,13,6,0,0,0,43,3,9,26,26,41,16,0,0,0,117,0,7,18,28,28,16,4,0,0,104,0,0,22,38,50,36,7,0,0,158,17,4,74,101,99,79,10,0,0,384,6,46,155,180,217,209,31,0,0,859,12,13,9,20,12,8,5,0,0,77,9,24,26,26,28,15,6,3,0,138
POA3565,0,0,0,3,5,8,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3566,7,3,15,14,35,35,10,3,0,127,4,0,3,6,7,4,6,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,7,5,0,0,0,0,15,0,4,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,5,3,0,0,0,17,0,0,0,0,7,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
POA3567,10,3,20,20,44,36,19,10,0,160,0,0,4,7,9,13,7,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,4,0,0,0,10,0,3,0,4,12,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA3568,32,51,92,127,150,143,59,17,0,670,3,0,8,13,31,22,18,3,0,99,0,0,0,3,0,0,0,0,0,6,3,0,0,10,4,5,0,0,0,18,0,0,0,0,3,4,0,0,0,9,0,0,0,3,7,3,0,0,0,9,0,0,0,0,3,0,0,0,0,7,13,11,10,9,18,13,7,0,0,84,4,3,4,5,12,4,0,0,0,31,0,3,0,0,0,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,4,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,8,4,5,4,3,0,0,31,0,0,0,0,3,0,0,0,0,5,0,0,3,5,6,9,3,0,0,20,0,4,14,8,9,3,3,0,0,49,3,5,16,31,39,33,10,0,0,130,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,3,4,0,0,20
POA3570,4,9,19,31,47,32,10,3,0,166,0,0,0,0,8,6,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,7,3,6,0,0,0,0,11,4,0,0,0,3,0,0,0,0,13,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,7,0,0,0,4,7,9,0,0,0,16,0,0,7,6,6,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA3571,3,8,13,11,20,20,9,8,0,84,0,0,3,3,6,10,9,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3572,4,0,3,13,8,14,3,0,0,46,0,0,0,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3573,0,7,16,9,17,25,9,0,0,91,0,0,0,3,8,7,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
POA3575,4,11,15,40,36,52,14,6,3,179,0,0,8,15,11,14,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,7,0,0,6,3,5,8,0,0,0,19,0,0,3,0,6,11,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3576,0,0,3,7,0,6,3,0,0,18,0,0,3,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3579,49,108,193,185,258,284,88,22,5,1183,5,3,10,19,23,25,18,3,0,104,0,0,0,0,0,0,0,0,0,0,4,4,3,8,11,5,0,0,0,38,0,0,6,0,0,4,0,0,0,9,0,0,9,6,3,3,0,0,0,16,0,3,3,0,0,0,0,0,0,14,31,15,21,23,40,28,3,0,0,152,19,4,9,11,11,17,3,0,0,76,0,0,3,0,7,14,0,0,0,22,0,0,0,0,3,0,0,0,0,8,0,0,6,3,0,3,0,0,0,10,0,0,0,0,3,3,0,0,0,3,0,3,9,8,8,6,3,0,0,36,0,3,3,3,11,4,0,0,0,24,0,5,11,21,22,12,3,0,0,78,0,6,18,26,39,29,6,0,0,116,3,18,42,44,67,69,17,0,0,253,0,0,3,4,0,0,0,0,0,6,0,4,6,0,5,3,3,0,0,25
POA3580,18,19,26,33,49,48,21,0,0,217,0,0,0,3,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,3,3,13,0,0,0,0,31,4,0,3,0,3,11,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,4,0,0,0,13,0,0,7,0,6,3,0,0,0,15,0,0,3,4,4,3,0,0,0,12,0,0,14,8,13,13,0,0,0,42,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7
POA3581,11,3,0,5,11,10,0,0,0,42,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3583,4,4,4,10,10,10,3,0,0,49,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
