POA_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA3355,8,19,35,33,62,103,216,248,144,881,0,0,3,5,11,11,3,3,0,44,58,68,126,112,145,154,166,196,100,1136,361,867,1531,1318,1556,1532,1516,1094,487,10255
POA3356,21,24,34,39,76,133,278,231,140,969,0,4,6,10,15,9,11,4,3,58,68,116,169,136,167,153,200,195,102,1306,498,1369,2380,1859,1903,1700,1577,929,436,12655
POA3357,0,0,0,3,3,7,27,23,14,70,0,3,0,3,3,0,0,0,0,14,6,8,25,35,40,38,40,24,11,237,75,171,287,517,513,531,401,184,51,2727
POA3360,0,3,0,0,3,7,14,5,5,45,0,0,0,0,0,0,0,0,0,0,0,3,9,9,17,13,24,9,3,81,18,22,56,97,105,143,140,49,9,635
POA3361,0,0,0,4,4,3,7,11,9,43,0,0,0,0,0,0,0,0,0,0,3,0,4,10,10,11,19,8,9,73,22,27,36,68,94,124,87,48,35,530
POA3363,0,3,11,4,18,17,54,63,45,224,0,0,0,0,0,0,0,0,0,5,17,13,41,38,54,57,64,63,41,375,79,153,351,362,441,513,462,280,154,2800
POA3364,0,3,0,0,0,11,22,26,7,72,0,0,0,0,0,0,3,0,0,3,14,11,8,24,52,51,48,27,9,238,44,77,144,247,338,396,321,109,31,1709
POA3370,0,3,3,3,16,21,38,31,12,131,0,0,0,0,0,0,0,4,0,3,12,9,12,6,18,41,25,30,8,166,61,76,123,179,242,353,248,139,44,1474
POA3371,0,0,3,0,11,10,18,9,4,60,0,0,0,0,0,0,0,0,0,4,4,0,7,9,12,27,19,15,4,108,19,47,56,104,158,243,144,60,22,847
POA3373,0,0,3,4,4,29,51,46,19,155,0,0,0,0,0,0,0,0,0,0,4,3,21,19,30,35,48,43,35,237,38,78,182,217,295,400,373,166,81,1827
POA3374,0,0,0,0,0,0,11,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,10,3,0,18,7,11,27,57,52,67,74,14,0,312
POA3375,0,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,3,4,0,28,5,6,11,32,25,35,26,15,0,157
POA3377,5,7,13,20,34,85,163,176,133,638,0,0,4,6,15,16,15,8,3,67,25,63,241,274,195,190,154,130,41,1324,239,479,1055,1119,1334,1360,1136,663,302,7690
POA3378,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,3,3,0,17,6,3,13,21,28,16,15,6,0,100
POA3379,0,0,0,3,3,3,13,11,9,47,0,0,0,0,0,0,0,0,0,0,3,7,10,23,22,26,29,26,6,152,13,26,58,86,85,160,121,76,14,646
POA3380,6,12,10,18,36,57,102,113,83,446,0,3,12,9,18,17,5,3,0,64,30,29,56,44,76,87,98,95,44,562,165,318,618,636,801,893,773,480,248,4935
POA3381,0,5,4,0,4,4,17,11,6,53,0,0,0,0,3,0,0,0,0,8,6,0,10,17,29,11,14,11,3,106,14,41,106,153,196,218,173,59,23,978
POA3384,0,0,0,0,3,3,6,14,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,16,14,6,3,56,8,27,24,38,105,111,92,40,6,452
POA3385,0,0,0,0,3,3,3,11,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,8,5,0,30,6,19,44,52,88,109,61,30,7,420
POA3387,0,0,0,0,0,5,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,3,14,5,8,27,37,53,66,38,11,5,248
POA3388,3,0,0,0,3,3,15,12,13,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,10,9,38,14,27,43,48,82,89,71,51,31,453
POA3390,0,0,7,0,3,8,17,23,9,70,0,0,0,0,0,0,0,0,0,3,3,4,8,0,0,8,10,4,8,48,17,38,83,83,123,142,123,76,28,710
POA3391,0,0,0,0,0,3,8,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,8,10,15,27,32,26,10,6,134
POA3392,0,0,0,3,0,13,16,8,11,46,0,0,0,0,0,0,0,0,0,3,7,4,0,8,8,7,16,13,13,79,7,23,23,53,77,109,97,53,42,485
POA3393,0,0,3,12,24,22,61,44,29,195,0,0,0,5,6,6,0,0,0,24,7,16,34,20,36,38,54,40,60,309,43,124,252,236,370,405,347,231,143,2148
POA3395,0,0,0,0,0,10,11,8,3,30,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,14,3,5,40,7,10,42,23,61,71,46,38,13,307
POA3396,4,0,0,0,6,3,19,21,14,68,0,0,0,0,3,0,0,0,0,3,3,3,0,3,10,15,8,13,31,91,15,26,64,58,96,124,103,71,58,600
POA3400,8,7,27,37,34,72,190,294,200,876,0,3,3,0,4,8,6,3,0,33,49,54,127,107,134,157,168,155,103,1052,341,905,1886,1562,1659,1864,1522,1099,515,11359
POA3401,3,0,7,8,13,17,62,47,22,177,0,0,0,0,3,3,0,0,0,8,18,6,24,30,45,42,32,15,7,225,131,174,355,545,747,674,432,173,54,3279
POA3407,0,0,0,0,0,5,10,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,6,22,7,14,32,36,73,79,60,30,10,335
POA3409,0,0,0,0,4,7,14,14,10,51,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,11,11,23,24,90,13,34,74,107,145,169,92,64,48,746
POA3412,0,0,0,0,0,3,3,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,7,3,20,12,7,28,17,50,37,46,34,5,245
POA3413,0,0,0,0,0,3,3,7,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,0,3,0,14,4,8,14,35,36,29,19,18,0,169
POA3414,0,0,0,0,15,18,30,45,27,134,0,0,0,0,5,0,0,0,3,6,7,6,11,17,27,42,36,26,32,208,33,75,132,178,252,332,251,147,92,1494
POA3415,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,8,0,0,0,35
POA3418,0,3,18,14,13,24,59,87,66,272,0,0,4,7,10,9,0,0,0,31,4,4,17,7,31,26,35,19,19,165,55,135,274,242,389,417,325,229,139,2208
POA3419,0,0,0,0,4,10,14,16,17,61,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,5,0,22,16,29,79,63,119,117,112,64,40,643
POA3420,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,8,0,3,0,25,3,8,42,34,36,40,20,12,3,200
POA3423,0,0,3,3,0,10,21,11,10,57,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,13,4,11,3,45,3,8,38,42,72,94,71,39,22,400
POA3424,0,0,0,0,3,3,21,25,26,77,0,0,0,0,0,0,0,0,0,6,0,3,3,3,8,9,13,8,4,50,4,34,55,73,92,123,129,64,34,612
POA3427,3,0,6,4,7,27,46,33,4,126,0,0,0,0,3,0,3,5,0,12,9,21,29,16,42,38,35,20,0,218,69,221,466,331,386,406,238,87,14,2226
POA3428,3,0,0,0,3,9,19,12,5,53,0,0,0,0,0,0,3,0,0,5,4,4,9,10,13,24,14,4,3,88,13,39,61,81,112,104,103,29,11,547
POA3429,18,14,45,44,74,140,335,298,191,1148,9,5,12,17,8,14,22,14,12,109,102,124,246,270,244,286,249,174,99,1789,1098,2447,4647,4893,5255,4472,2853,1395,607,27669
POA3430,0,0,0,0,0,3,5,10,0,18,0,0,0,0,0,0,0,0,0,0,3,3,0,6,5,9,6,6,0,31,14,31,15,37,63,38,36,24,0,250
POA3431,0,3,6,0,5,11,22,18,14,76,0,0,0,0,0,0,0,0,0,3,5,11,7,30,25,27,20,11,0,147,77,216,344,515,685,564,375,123,43,2942
POA3432,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,10,3,4,0,24,10,5,10,21,41,33,27,10,0,159
POA3433,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,3,0,18,4,14,21,34,39,16,26,4,4,162
POA3434,4,0,3,9,7,27,55,41,16,166,0,0,3,4,4,0,0,0,0,10,23,20,14,50,53,60,56,27,10,319,146,261,482,665,814,682,499,197,55,3812
POA3435,0,0,3,4,10,14,33,19,5,101,0,0,0,0,0,0,0,0,0,3,17,13,16,25,46,60,36,29,7,234,60,113,261,378,427,493,322,107,42,2195
POA3437,7,0,7,6,16,34,95,65,33,253,0,0,4,3,0,3,0,0,0,14,30,15,61,79,86,65,89,66,54,553,250,512,1002,1493,1547,1276,1026,396,174,7674
POA3438,4,0,0,0,3,3,16,14,22,64,0,0,0,0,0,0,0,0,0,0,4,6,9,17,25,10,17,4,3,100,58,122,201,362,377,213,224,93,55,1694
POA3440,0,0,0,0,3,3,13,4,3,29,0,0,0,0,0,0,0,0,0,0,12,4,13,23,26,37,23,12,4,151,46,74,139,285,299,326,234,80,21,1509
POA3441,0,0,0,0,0,4,4,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,15,11,3,0,59,27,44,94,162,226,220,186,63,10,1027
POA3442,3,0,4,4,13,16,41,50,23,145,0,0,0,0,3,5,3,0,3,15,34,30,51,81,103,104,118,65,48,626,158,310,509,1054,1211,1085,850,314,123,5616
POA3444,10,10,12,17,28,55,126,116,91,458,3,0,7,3,6,8,12,3,0,45,41,34,63,104,112,108,145,89,33,727,205,370,783,1177,1362,1301,1214,598,292,7303
POA3446,0,0,0,0,3,5,4,8,0,25,0,0,0,0,0,0,0,0,0,0,11,3,10,13,15,29,23,12,3,117,46,52,80,130,157,179,122,47,8,829
POA3447,0,0,0,0,0,5,3,0,0,12,0,0,0,0,0,0,0,0,0,3,3,4,0,10,10,9,3,0,0,44,13,14,26,55,82,100,49,19,4,367
POA3448,0,0,0,3,0,7,11,8,6,35,0,0,0,0,0,0,0,0,0,0,0,3,0,7,14,21,18,4,3,74,12,36,36,109,140,190,143,36,20,722
POA3450,3,4,11,8,18,38,64,95,75,310,0,0,0,0,3,4,0,0,3,17,19,7,59,71,77,104,119,130,119,691,112,233,520,736,939,1070,959,658,354,5586
POA3451,0,3,7,8,10,28,45,37,11,139,0,3,0,4,0,0,0,0,0,9,26,77,289,227,207,143,87,35,15,1101,124,268,656,773,899,882,673,276,51,4603
POA3453,0,0,0,0,8,8,14,11,4,50,0,0,0,0,0,0,0,0,0,3,4,6,12,10,25,32,24,9,4,127,39,65,125,192,286,308,215,92,26,1344
POA3458,0,0,0,3,6,5,22,25,6,77,0,0,0,0,0,0,0,0,0,4,10,4,12,25,32,47,46,36,28,240,36,66,109,228,292,356,354,138,57,1639
POA3460,0,0,0,3,4,12,24,28,29,105,0,0,3,0,0,0,0,0,0,9,12,3,9,18,30,55,34,32,25,228,50,78,191,256,395,496,386,203,134,2183
POA3461,3,0,7,0,9,16,60,36,13,146,0,0,0,0,0,0,0,0,0,6,10,8,18,47,58,79,59,33,14,330,63,120,260,528,683,824,597,206,59,3351
POA3462,0,0,4,0,0,9,12,11,4,52,0,0,0,0,0,0,0,0,0,0,3,0,12,10,9,16,30,14,9,102,25,42,68,120,178,225,182,83,17,938
POA3463,0,0,3,0,6,16,37,28,39,133,0,0,0,0,0,0,0,0,0,5,6,5,19,27,50,51,35,21,9,225,40,70,141,216,374,521,450,192,98,2106
POA3464,0,0,0,5,3,11,14,15,4,53,0,0,0,0,0,0,0,0,0,0,0,4,0,7,6,10,17,12,4,58,34,63,84,112,156,189,126,54,23,842
POA3465,4,12,16,26,42,106,233,243,139,822,0,0,7,7,6,6,4,3,4,37,21,31,54,89,106,117,182,161,65,830,225,476,798,960,1240,1396,1538,929,375,7921
POA3467,0,0,4,5,7,14,26,34,10,105,0,0,0,0,0,0,3,0,0,4,3,0,5,12,5,27,26,17,17,116,15,41,96,128,119,207,213,118,30,965
POA3468,0,0,3,0,0,3,6,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,0,0,16,5,11,22,19,45,54,58,14,11,244
POA3469,0,0,0,0,0,0,3,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,10,3,6,33,3,3,5,30,43,59,53,24,8,230
POA3472,0,0,3,7,15,24,57,31,13,145,0,0,0,0,0,4,0,0,0,3,4,6,9,16,35,26,39,23,4,163,23,43,92,104,243,279,296,147,32,1256
POA3475,0,0,0,0,0,9,12,7,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,13,0,6,33,3,7,25,26,42,78,78,18,13,294
POA3477,0,0,4,0,9,9,27,7,3,52,0,0,0,0,0,0,0,0,0,3,0,0,4,8,14,17,23,5,0,69,12,23,52,67,151,179,153,33,12,679
POA3478,0,0,5,17,22,25,65,60,42,226,0,0,0,0,3,7,8,0,0,17,3,8,19,8,18,31,47,41,25,183,46,98,196,219,320,397,418,242,116,2048
POA3480,3,0,0,3,10,10,34,49,35,140,0,0,0,0,0,0,0,0,0,0,6,5,16,11,32,37,39,44,25,225,32,65,124,173,232,297,252,179,114,1461
POA3482,0,0,0,0,0,3,5,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,5,9,0,20,0,6,16,13,28,17,39,18,3,134
POA3483,0,0,0,0,5,10,20,15,6,58,0,0,0,0,3,0,0,0,0,0,0,3,12,11,8,11,19,13,17,89,15,34,90,80,120,110,131,72,39,684
POA3485,0,0,0,0,0,6,6,9,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,3,0,21,6,9,13,28,41,61,52,29,5,247
POA3487,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,12,3,8,7,9,16,15,9,3,0,69
POA3488,0,0,0,0,0,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,8,0,0,10,4,21,23,10,8,0,83
POA3489,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,9,16,15,0,0,52
POA3490,0,0,8,3,3,11,18,35,35,109,0,0,0,0,0,0,0,0,0,3,0,5,11,10,24,30,26,19,14,134,19,49,94,116,168,234,194,108,76,1062
POA3491,0,0,0,0,0,0,4,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,3,10,8,6,20,19,20,10,7,96
POA3494,0,0,5,0,3,13,6,0,3,25,0,0,0,0,0,0,0,0,0,3,8,7,15,7,16,19,7,3,0,87,14,53,97,76,108,123,50,7,5,539
POA3496,6,8,15,22,29,62,114,105,58,413,0,0,3,6,5,4,4,11,4,35,36,22,64,65,103,112,115,85,44,649,182,294,682,685,875,941,628,328,162,4776
POA3498,0,0,3,9,21,35,102,99,45,319,0,0,3,0,0,3,3,15,3,27,30,23,29,47,74,69,49,47,12,383,178,267,510,619,820,718,535,280,95,4026
POA3500,31,47,107,113,182,306,556,564,297,2202,11,15,42,60,69,60,58,50,12,372,154,224,458,308,404,436,503,421,266,3179,927,2097,4465,3774,3957,3950,3315,2031,899,25425
POA3501,0,0,0,3,0,14,18,16,7,58,0,0,0,0,0,0,3,0,3,8,13,6,20,21,26,20,16,13,3,135,53,90,159,256,307,292,152,71,17,1400
POA3505,0,7,9,11,25,47,90,75,44,302,0,3,0,3,4,3,5,5,0,26,26,16,40,41,60,92,74,47,16,415,136,255,452,539,722,686,510,275,138,3704
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,9,3,4,4,0,25
POA3507,0,0,0,0,0,3,8,3,4,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,0,3,12,7,7,11,15,18,28,30,7,3,124
POA3509,0,0,0,0,0,0,0,5,3,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,3,0,23,3,4,19,35,26,45,25,19,12,185
POA3512,0,0,0,0,0,4,13,6,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,5,0,24,3,9,27,43,52,73,43,25,8,289
POA3515,0,0,0,4,3,12,12,14,0,49,0,0,0,0,0,0,0,0,0,3,5,6,43,12,15,20,22,4,3,134,40,98,333,234,243,236,160,52,5,1397
POA3516,0,0,0,3,0,5,15,14,4,40,0,0,0,0,0,0,0,0,0,0,4,4,12,11,9,10,6,6,3,61,17,23,52,82,97,117,85,45,20,538
POA3517,0,0,7,0,3,13,33,45,34,133,0,0,0,0,0,0,0,0,0,4,16,4,13,24,30,31,35,24,5,186,36,50,99,141,198,240,200,132,57,1159
POA3518,0,0,3,0,9,22,43,34,14,119,0,0,0,0,0,0,3,0,0,4,15,15,11,15,31,34,41,35,6,202,35,56,57,92,201,250,223,123,33,1080
POA3520,0,0,0,0,3,4,9,4,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,4,3,28,0,4,9,11,29,42,37,15,9,156
POA3521,0,0,0,0,0,4,10,3,3,24,0,0,0,0,0,0,0,0,0,0,3,0,0,5,9,6,5,0,0,41,17,25,49,90,119,93,58,29,7,485
POA3522,3,0,0,0,0,3,12,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,7,5,0,0,29,10,9,27,41,53,76,53,7,5,276
POA3523,3,3,6,7,12,46,105,84,30,293,0,0,0,0,0,3,8,0,0,15,13,9,24,33,52,97,98,83,21,433,71,115,221,340,507,701,664,376,101,3089
POA3525,0,0,0,3,9,5,29,34,18,103,0,0,0,0,0,0,0,3,0,3,3,0,4,6,19,23,24,12,22,114,16,34,83,107,198,252,181,135,75,1067
POA3527,0,3,0,0,0,4,12,18,25,62,3,0,0,0,0,0,0,0,0,3,4,3,13,5,18,17,15,13,8,85,12,23,56,62,109,147,108,88,58,655
POA3529,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,6,18,25,11,3,0,76
POA3530,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,0,10,0,3,9,9,15,32,13,8,4,99
POA3531,0,0,3,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,3,20,3,10,21,13,37,25,11,18,11,150
POA3533,0,0,0,3,4,5,17,20,15,68,0,0,0,0,0,0,0,0,0,3,3,0,7,6,16,24,23,13,7,95,12,20,71,72,107,136,98,64,39,627
POA3537,0,0,0,3,4,7,14,21,25,83,0,0,0,0,0,0,0,0,0,0,3,0,8,7,9,14,30,18,22,112,12,20,75,105,113,168,162,92,70,828
POA3540,0,0,0,4,3,4,11,3,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,9,10,9,0,40,10,4,11,24,55,50,67,22,7,250
POA3542,0,0,0,0,0,0,3,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,3,6,4,17,20,39,17,14,9,118
POA3544,0,0,0,0,3,4,3,3,3,19,0,0,0,0,0,0,0,0,0,0,0,3,8,0,9,0,4,0,0,28,5,7,23,22,41,43,27,12,4,192
POA3546,0,0,0,0,0,3,3,4,7,21,0,0,0,0,0,0,0,0,0,0,3,4,6,3,8,9,4,4,3,44,11,12,32,26,62,64,50,34,17,312
POA3549,0,6,9,14,32,60,58,40,17,229,0,3,11,14,12,10,3,16,6,65,27,42,89,54,94,93,56,38,24,519,70,211,536,389,435,506,303,141,67,2661
POA3550,23,39,96,84,137,222,379,474,424,1885,0,11,42,47,45,36,15,7,6,214,158,195,356,317,403,394,423,480,386,3110,1224,3559,5174,4460,4959,4977,3897,2489,1449,32189
POA3551,12,12,38,33,59,111,303,181,64,817,0,3,3,3,16,5,11,4,0,47,121,100,183,236,295,303,213,137,27,1619,803,1440,3406,4063,4178,3702,2467,895,214,21171
POA3555,15,18,48,62,65,123,313,329,185,1159,3,6,27,24,23,9,17,10,3,126,58,78,205,159,156,187,276,271,220,1618,465,1331,2774,2240,2227,2381,2145,1422,668,15661
POA3556,4,23,45,45,72,122,211,201,103,832,0,4,13,10,19,14,13,0,0,67,79,83,174,140,155,180,182,142,60,1194,400,917,1661,1510,1591,1710,1320,710,258,10065
POA3557,0,0,0,3,4,0,12,6,0,25,0,0,0,0,0,0,0,0,0,0,6,3,4,8,12,3,10,4,0,52,22,32,65,115,124,114,81,25,8,577
POA3558,0,0,0,0,0,7,16,24,9,56,0,0,0,0,0,0,0,0,0,3,3,4,8,3,7,12,10,20,7,77,27,41,57,80,138,143,133,106,27,758
POA3559,0,0,0,0,0,6,14,12,0,33,0,0,0,0,0,0,0,0,0,0,3,0,4,4,4,11,8,9,3,41,11,24,42,60,76,74,76,48,6,421
POA3561,0,5,9,8,20,33,83,86,58,301,0,0,4,0,3,3,0,0,0,12,18,10,26,23,58,73,56,57,39,362,100,224,363,427,625,651,548,378,156,3480
POA3562,0,0,0,3,0,0,3,4,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,5,11,7,5,0,0,34,11,9,28,31,44,55,29,11,0,214
POA3563,0,0,0,3,8,9,14,17,6,60,0,0,0,0,0,0,0,0,0,0,5,3,3,3,7,6,10,16,6,59,24,50,65,73,129,116,83,54,22,618
POA3564,7,10,35,23,52,121,237,224,128,840,0,3,9,3,5,7,5,6,0,41,51,63,135,142,189,210,219,225,154,1404,436,776,1643,1789,2145,2224,1844,1131,463,12453
POA3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,8,3,3,8,18,22,13,10,10,0,75
POA3566,0,0,0,3,0,3,4,9,7,27,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,5,10,3,3,48,15,20,42,58,91,93,73,34,9,425
POA3567,0,0,0,3,5,6,11,19,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,19,9,4,53,16,18,38,67,107,107,77,66,12,500
POA3568,0,3,3,3,7,31,57,68,57,238,0,0,0,0,0,0,0,0,0,7,4,15,22,11,36,36,59,46,9,242,55,134,230,300,380,421,465,283,130,2395
POA3570,0,0,3,0,8,5,10,4,3,29,0,0,0,0,0,0,0,0,0,3,0,0,3,8,6,8,9,9,3,49,17,21,62,77,128,134,84,32,16,561
POA3571,0,0,0,0,0,0,7,7,3,14,0,0,0,0,0,0,4,0,0,4,7,0,0,9,4,5,6,6,0,37,14,13,29,31,47,44,39,25,4,245
POA3572,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,7,3,0,0,14,7,3,7,22,19,33,12,4,0,111
POA3573,0,0,0,0,0,0,6,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,10,6,0,3,46,8,7,39,34,48,61,39,10,3,246
POA3575,0,0,0,0,0,14,20,9,13,59,0,0,0,0,0,0,0,0,0,0,0,4,5,11,11,6,7,12,5,66,13,23,54,95,109,149,78,59,35,615
POA3576,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,6,0,0,4,15,3,21,12,0,0,54
POA3579,5,3,14,15,8,41,101,145,83,409,0,0,0,3,7,0,5,3,0,21,13,25,38,46,44,83,100,89,40,477,96,242,486,506,698,800,709,509,209,4251
POA3580,0,0,0,4,7,10,32,18,13,90,0,0,0,0,0,0,0,0,0,0,0,6,12,4,9,17,24,10,3,89,25,34,84,85,126,173,191,79,15,805
POA3581,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,3,0,19,15,12,6,16,34,26,20,8,0,133
POA3583,0,0,0,0,3,7,5,3,0,14,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,16,7,13,20,28,30,25,20,7,0,154
POA3584,0,0,0,3,3,12,21,21,4,60,0,0,0,0,3,4,0,0,0,8,11,3,18,23,28,38,26,12,12,166,22,28,121,128,148,182,134,68,20,856
POA3585,0,7,30,29,29,66,168,210,155,702,3,6,13,33,31,18,13,25,8,150,81,80,155,139,180,180,191,164,91,1261,306,693,1443,1285,1376,1303,1090,801,382,8685
POA3586,0,0,0,3,8,3,5,5,0,22,0,0,0,0,0,0,0,0,0,4,10,3,19,16,25,24,11,0,0,98,32,44,75,95,140,147,62,14,5,620
POA3588,0,0,0,0,3,0,7,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,6,0,21,12,23,38,33,56,58,43,21,3,280
POA3589,0,0,0,0,3,0,5,6,0,18,0,0,0,0,0,0,0,0,0,4,0,3,0,7,11,11,7,4,0,48,7,32,31,38,50,52,36,18,9,264
POA3590,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,27,10,11,33,40,48,54,35,12,0,250
POA3591,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,4,0,0,0,17,0,8,10,28,27,33,11,3,4,127
POA3594,0,0,0,0,5,6,12,9,0,34,0,0,0,0,0,0,0,0,0,7,3,6,17,11,12,18,17,5,0,92,15,38,44,48,82,92,75,41,7,433
POA3595,0,0,3,3,0,9,20,10,12,54,0,0,0,0,0,0,3,0,0,3,12,13,11,12,21,18,29,8,7,123,14,40,58,54,90,102,91,54,32,533
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,3,0,15,5,0,11,9,21,16,8,7,0,70
POA3597,0,0,3,0,0,6,7,8,0,25,0,0,0,0,0,0,0,0,3,3,3,0,4,14,6,9,9,5,3,57,12,18,35,49,76,67,46,22,8,348
POA3599,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,7,4,24,3,3,5,20,24,18,20,11,4,110
POA3607,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,4,3,3,0,21,11,3,15,14,25,20,13,3,0,107
POA3608,0,3,3,7,3,29,53,39,26,163,0,0,0,0,0,3,7,5,0,16,13,7,18,10,31,57,48,30,21,225,41,95,208,243,317,440,378,202,89,2015
POA3610,0,0,7,7,7,9,31,27,23,110,0,0,0,0,0,0,0,0,0,7,11,24,110,96,50,47,42,24,7,411,40,65,188,241,261,254,187,121,58,1397
POA3612,0,3,4,0,14,20,33,48,21,140,0,0,0,0,0,0,0,0,0,3,3,4,10,9,29,36,47,23,7,172,40,63,116,126,271,330,286,172,50,1455
