POA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
POA3032,222,747,568,4092,60,5691,0,6,3,18,0,23,3183,36,71,53,35,3375,266,32,13,51,3,365,144,53,36,99,0,334,1296,632,434,3932,83,6374,328,8,39,10,0,383,75,10,8,42,0,144,224,77,72,437,3,815,599,108,32,225,4,970,40,18,4,17,0,75,911,22,11,17,4,962,470,212,157,2286,27,3160,1349,288,142,742,31,2559,142,0,6,3,0,154,95,4,14,36,0,157,122,14,26,37,0,197,246,50,50,120,3,469,42,5,4,4,0,63,162,29,35,7,0,232,166,22,20,55,3,269,86,5,8,10,0,104,332,153,129,1273,18,1901,148,9,10,22,6,195,44,6,11,0,0,65,190,15,7,22,0,234,122,12,3,5,0,137,161,19,7,11,3,193,2136,23,25,22,9,2216,54,20,14,69,0,152,3393,194,192,235,67,4077,151,7,11,71,1879,2119,14846,1680,1245,9507,2175,29450
POA3033,158,366,210,2319,39,3081,0,0,0,9,0,9,578,15,19,23,4,638,194,21,16,51,4,292,36,16,10,29,0,88,443,221,202,2009,29,2905,132,7,18,7,3,161,32,4,7,20,0,71,95,35,15,175,3,322,663,86,31,252,15,1043,23,4,5,3,0,35,349,17,10,4,6,376,155,90,66,855,19,1184,2046,301,149,946,43,3484,10,0,3,0,0,14,125,26,4,37,0,191,125,22,10,24,6,180,294,42,22,86,3,450,19,6,4,0,0,28,28,7,5,0,0,46,112,14,18,25,0,163,13,3,0,4,0,26,110,71,52,544,11,789,61,6,4,11,0,81,12,3,5,0,0,26,53,6,5,5,0,74,63,5,7,7,0,77,69,5,4,26,0,109,414,0,10,0,11,442,10,4,0,31,0,43,981,95,84,135,14,1311,46,7,5,60,645,762,6692,949,613,5435,825,14514
POA3034,134,242,161,1102,29,1675,0,0,0,10,0,10,747,7,16,3,10,785,326,24,18,45,0,409,31,13,4,22,0,72,326,177,97,905,17,1521,162,3,8,0,0,176,18,3,0,5,6,32,93,8,7,80,9,192,570,87,37,134,7,834,26,8,0,9,0,38,211,7,3,11,0,231,67,46,32,381,8,539,1999,219,128,546,38,2931,13,0,0,0,0,18,94,7,9,21,3,124,188,12,4,35,4,244,252,23,18,54,8,359,21,3,0,3,0,28,26,7,9,0,0,46,114,13,3,24,0,151,14,0,0,0,0,16,74,31,13,255,3,379,72,0,5,0,0,86,5,0,0,0,0,8,83,0,6,3,0,92,49,0,0,0,0,52,59,6,0,13,0,72,786,10,9,6,4,827,9,3,0,8,0,22,1204,90,70,88,7,1457,69,7,5,25,563,662,7129,699,422,2687,695,11633
POA3036,42,191,131,1163,23,1547,0,3,0,7,0,5,111,0,5,7,0,128,149,18,6,45,0,224,31,6,5,10,0,51,209,135,100,989,25,1467,31,0,7,4,0,41,11,0,0,14,0,29,59,10,6,108,4,191,174,33,16,86,0,309,13,10,3,0,0,22,78,8,0,3,0,86,82,47,23,413,5,573,496,75,41,322,19,948,4,0,0,0,0,4,56,6,0,19,0,75,69,19,5,15,0,106,136,28,34,86,0,293,13,6,3,0,0,22,12,5,5,8,0,29,75,11,13,30,0,133,12,0,5,3,0,16,54,36,27,349,8,480,59,9,8,7,3,80,3,3,0,0,0,5,16,4,0,8,0,33,20,3,0,5,0,25,42,7,0,9,0,49,68,0,0,0,0,68,5,0,4,11,0,18,352,50,52,63,3,519,15,5,0,17,213,255,2224,454,301,2646,297,5925
POA3037,964,1175,808,5572,80,8605,0,8,0,26,0,32,2114,30,40,38,14,2243,1178,132,67,279,6,1661,157,65,33,83,0,338,1984,704,538,4213,96,7541,2024,29,105,15,11,2190,120,10,10,37,4,188,374,118,84,420,9,1008,1063,228,127,569,29,2008,127,15,12,26,5,185,3495,49,23,23,19,3610,353,145,125,1334,13,1965,2293,529,308,1756,51,4934,37,3,3,0,0,44,537,118,60,92,6,806,1769,208,110,399,22,2504,2415,515,302,1419,28,4673,141,8,11,5,3,170,157,38,21,10,0,217,429,67,44,126,6,674,75,5,19,16,0,115,328,121,107,938,21,1510,435,34,25,35,12,543,89,10,7,0,0,106,441,37,11,42,3,540,596,14,13,15,0,637,657,90,29,87,9,878,1925,22,45,11,11,2011,39,8,3,33,0,85,7875,485,382,465,67,9276,416,34,18,123,2136,2726,30421,3245,2186,12717,2586,51155
POA3038,430,615,373,3164,40,4622,0,0,0,22,0,24,897,15,28,16,12,963,1015,82,57,184,11,1347,79,24,15,42,0,155,925,366,259,2297,57,3907,399,15,23,12,4,461,56,3,13,24,0,92,211,52,38,215,13,527,1187,223,105,431,18,1954,62,6,0,10,0,85,975,34,19,8,0,1048,196,97,53,707,12,1070,2205,444,227,1162,44,4092,17,0,0,0,0,17,473,57,32,55,4,619,1103,108,52,132,10,1409,1231,178,135,474,8,2030,60,3,11,5,0,76,48,17,8,7,0,80,345,38,19,74,3,478,41,0,0,0,0,48,205,84,83,539,7,925,253,20,16,37,0,323,30,0,9,0,0,38,189,11,6,12,0,225,314,9,8,6,0,336,353,23,16,21,0,422,1111,12,17,7,16,1165,17,13,3,17,0,45,3201,238,211,268,48,3969,185,12,4,61,974,1235,15901,1816,1168,7151,1234,27262
POA3039,94,453,335,2651,32,3562,0,0,0,9,0,11,494,13,20,29,3,558,123,16,7,43,3,188,68,26,7,46,0,143,667,350,241,2443,45,3741,85,0,14,3,0,103,51,3,7,25,3,87,128,47,42,256,4,474,448,61,10,214,12,749,26,3,0,12,0,44,378,23,9,5,4,411,266,148,85,1478,16,1984,1396,220,98,665,14,2401,26,0,3,3,0,34,50,3,18,18,0,91,61,14,9,24,0,110,143,34,23,74,3,276,20,4,4,8,0,35,86,18,15,4,0,122,88,21,10,36,0,152,29,13,6,10,0,52,190,94,74,791,6,1160,22,0,7,8,0,38,14,4,0,0,0,21,79,5,7,8,3,103,30,13,0,0,0,48,64,3,3,5,0,80,157,15,10,0,0,176,14,9,5,38,0,66,956,132,75,145,7,1314,55,8,7,40,758,860,5505,1020,654,6193,875,14250
POA3040,176,787,606,4922,53,6543,0,4,0,21,0,21,811,28,48,64,11,959,253,41,29,103,0,426,116,41,47,87,0,292,967,588,457,4686,63,6762,98,8,18,7,3,129,50,12,11,51,0,124,206,64,48,432,10,756,642,129,77,366,11,1217,51,9,8,17,0,85,925,34,20,21,5,1005,403,233,154,2834,35,3653,1921,412,227,1422,33,4018,100,0,3,3,0,104,152,24,14,58,3,246,90,11,6,34,0,142,285,79,44,208,7,611,20,0,0,4,0,34,68,18,37,8,0,133,169,33,34,71,5,315,54,5,13,18,0,86,297,162,119,1508,25,2113,59,6,5,15,0,85,37,6,8,5,0,59,102,10,10,26,0,142,138,16,20,10,0,175,99,17,13,4,0,132,318,0,13,0,3,337,24,8,11,70,0,111,1869,197,227,298,19,2607,89,12,7,67,1322,1498,9275,1775,1356,11984,1548,25936
POA3041,56,403,235,2706,32,3440,0,0,0,15,0,21,276,7,12,15,0,308,66,15,9,47,0,137,50,21,15,33,0,122,483,318,201,2253,33,3288,53,0,3,0,0,59,19,3,0,33,0,55,83,38,20,236,3,382,328,51,28,146,5,564,20,0,0,9,0,36,399,7,14,6,0,425,185,125,83,1307,9,1706,939,201,98,678,16,1937,30,0,0,0,0,36,86,22,13,34,0,155,27,6,7,25,0,67,159,30,30,136,0,354,6,0,0,3,0,12,29,18,15,3,0,68,81,16,12,54,0,164,15,5,0,7,0,23,125,86,70,687,6,966,31,6,0,9,0,53,9,14,0,0,0,25,41,8,3,14,0,61,114,3,6,3,3,130,161,18,7,16,0,204,124,0,11,0,0,137,24,4,3,23,0,63,720,117,74,154,8,1071,35,0,4,27,601,672,4177,921,588,6016,710,12412
POA3042,105,439,306,2950,48,3848,0,0,0,9,0,11,354,9,20,14,8,411,182,31,17,50,4,284,67,24,12,32,3,138,597,350,255,2478,53,3732,99,3,13,3,0,117,42,4,0,14,0,62,128,50,32,173,7,389,493,77,20,225,8,826,23,4,0,7,0,36,387,14,3,9,0,412,192,142,75,1285,20,1708,2102,357,160,949,64,3631,19,0,3,0,0,20,100,26,9,18,0,148,82,14,0,28,0,120,315,63,35,150,5,567,13,8,0,0,0,25,41,18,10,8,0,69,101,9,9,44,4,172,33,0,0,3,0,38,165,91,68,758,8,1085,37,16,10,7,0,64,27,5,0,0,0,32,77,10,3,19,0,113,84,0,6,3,0,90,62,7,5,14,3,91,84,0,13,0,0,104,19,9,3,39,0,67,1030,141,100,170,18,1456,49,14,4,62,688,815,6334,1187,731,6624,891,15766
POA3043,251,440,317,2843,77,3929,0,0,0,10,0,10,370,5,12,22,3,416,191,23,8,48,4,273,87,19,14,34,0,152,817,330,260,2444,70,3914,263,6,30,6,0,302,51,4,3,16,0,72,164,21,21,207,5,420,604,108,23,157,21,919,57,4,3,15,0,87,561,30,8,0,3,594,169,110,69,1172,25,1550,1374,248,141,761,46,2566,6,0,0,0,0,6,522,90,40,68,11,733,61,16,10,16,0,103,372,37,32,141,3,576,63,11,3,9,3,87,51,11,18,4,7,88,123,15,7,49,0,195,24,0,0,3,0,30,196,84,61,643,20,995,99,9,13,10,0,132,14,5,0,0,0,30,85,3,11,7,0,109,294,13,0,3,0,312,309,26,12,28,0,380,91,0,6,3,7,103,12,4,9,21,3,52,2166,129,126,155,26,2595,97,15,3,75,935,1124,8337,1142,773,6255,1213,17716
POA3044,254,785,566,4303,64,5975,0,3,3,35,0,40,756,14,38,34,8,846,93,18,10,40,0,172,90,39,19,85,0,234,991,563,414,3684,63,5726,213,11,30,10,3,264,52,19,10,33,0,112,189,59,42,322,5,615,1260,188,68,570,22,2115,40,11,7,10,0,67,825,32,25,11,7,895,328,240,143,2031,29,2762,3100,584,267,1500,67,5516,75,0,5,0,0,81,538,119,40,91,13,793,79,17,8,36,0,144,313,61,46,130,3,551,38,6,3,7,0,57,90,20,19,3,0,131,145,30,5,51,4,230,58,3,10,16,0,79,266,153,111,1083,16,1638,40,11,12,10,0,69,40,3,5,3,0,49,93,7,18,18,3,142,187,10,20,16,0,233,365,43,20,25,0,451,250,11,10,7,0,270,38,18,11,52,0,118,2485,262,208,318,27,3301,96,7,3,106,1494,1698,11833,2100,1298,10118,1764,27116
POA3045,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,68,68,8,6,0,20,68,104
POA3046,532,723,481,4120,122,5982,0,0,0,28,0,24,1099,19,28,33,10,1193,230,26,15,37,0,312,94,30,24,72,0,223,1168,576,334,3494,122,5699,412,12,44,3,5,479,58,6,6,33,0,101,223,51,31,319,13,643,821,91,54,253,17,1228,47,11,3,8,0,74,1993,24,17,6,18,2052,272,179,102,1600,33,2190,2771,408,207,1077,85,4550,70,0,3,0,0,75,1591,384,138,228,44,2383,93,9,5,24,4,139,613,57,54,178,12,922,68,12,7,3,0,85,80,29,21,14,0,143,287,15,19,44,9,371,72,6,12,11,5,100,248,132,97,1039,31,1545,84,9,7,7,0,104,21,14,0,0,0,34,132,10,9,26,0,178,333,3,9,10,0,355,1082,106,43,41,15,1286,383,3,13,0,3,403,22,13,3,50,0,92,5828,251,176,253,62,6565,299,25,21,103,1906,2355,19008,2111,1238,9275,2424,34063
POA3047,533,371,207,1695,114,2916,0,4,0,13,0,20,286,0,0,16,3,304,97,0,3,6,0,110,41,8,0,17,0,67,663,203,138,1300,95,2400,299,3,16,0,4,323,26,3,5,8,0,41,111,17,13,87,3,231,263,33,23,52,7,381,20,3,0,7,3,33,636,3,0,0,6,649,100,44,31,496,23,684,330,51,34,97,6,517,19,0,0,0,0,21,1665,360,167,114,39,2346,40,6,3,3,0,51,177,16,8,25,3,230,48,3,6,0,0,62,40,6,3,8,0,61,50,3,3,9,0,63,18,3,9,0,0,32,131,60,33,322,22,569,68,0,0,0,0,71,11,0,0,5,0,15,78,8,3,5,0,93,161,4,0,4,3,167,2291,210,91,122,40,2752,462,0,10,6,3,481,4,3,5,9,0,21,5901,148,85,71,77,6273,342,52,18,54,1846,2303,13543,1126,658,3361,2213,20903
POA3048,536,317,151,1160,86,2254,0,0,3,23,0,28,157,3,4,8,0,175,71,5,0,3,0,81,26,6,5,10,0,45,625,217,118,993,67,2015,233,0,17,0,0,254,21,3,0,10,0,38,44,13,6,80,0,146,192,33,12,58,5,298,14,0,3,0,0,22,326,3,8,0,0,335,68,37,15,335,3,461,214,70,27,82,14,397,0,0,0,0,0,0,1198,281,90,64,29,1664,40,7,0,10,0,59,152,24,15,48,3,240,38,3,5,0,3,53,17,7,3,0,0,31,60,3,6,4,0,72,12,0,0,3,0,19,83,38,20,199,14,358,46,0,0,0,0,47,10,0,0,0,0,8,87,5,4,9,7,112,111,3,0,0,0,116,3168,253,135,137,35,3724,707,3,3,4,10,731,3,0,0,7,0,11,5235,152,91,81,66,5621,265,20,31,39,1048,1402,12563,1079,559,2480,1349,18029
POA3049,140,219,182,1751,35,2330,0,0,0,4,0,4,91,0,8,4,0,107,85,16,6,22,3,133,44,9,5,19,0,69,371,188,129,1401,40,2126,93,0,10,0,0,104,13,3,0,6,0,32,87,22,13,117,0,247,226,29,31,121,3,413,10,0,0,4,0,18,140,17,4,7,3,164,76,68,30,648,10,826,826,193,83,430,29,1563,9,0,3,0,0,14,168,34,9,43,3,255,21,3,0,10,0,30,192,29,19,66,9,313,19,3,0,3,0,26,18,3,3,0,0,25,63,10,3,22,0,96,6,4,0,0,0,12,87,29,34,427,14,580,71,3,0,7,0,82,3,3,0,0,0,5,39,3,0,5,0,48,107,6,3,0,0,121,247,28,15,22,4,314,53,0,0,0,0,53,11,3,0,13,0,31,984,94,82,97,15,1272,45,3,9,50,427,535,3814,646,427,3802,575,9262
POA3050,0,0,0,9,0,7,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,10,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,7,0,7,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,61,59,33,0,0,21,61,117
POA3051,97,357,252,1597,43,2348,0,0,0,9,0,9,3196,27,42,30,18,3311,52,10,5,11,0,80,64,22,15,52,0,159,756,316,224,1624,57,2975,121,3,20,0,0,148,64,9,12,12,0,98,146,31,35,209,11,431,78,16,17,42,5,157,24,7,0,14,0,45,384,0,9,4,0,396,252,97,70,891,20,1332,298,85,36,200,4,623,122,3,0,4,0,125,24,8,5,5,3,47,17,5,0,11,0,26,41,11,3,19,0,75,27,3,0,5,0,38,88,14,11,3,0,117,55,6,7,41,0,116,42,3,4,13,0,59,205,82,72,597,17,969,53,0,0,10,3,63,25,3,4,4,0,33,96,8,0,3,0,110,80,3,0,3,3,91,72,3,7,3,3,84,374,7,14,0,13,402,36,7,3,25,3,72,2168,108,104,154,54,2589,130,7,7,31,1658,1831,8128,736,577,3644,1852,14940
POA3052,20,134,118,702,5,985,0,0,0,0,0,4,949,14,19,10,3,1003,12,3,3,3,0,16,23,8,9,28,0,78,268,139,129,763,11,1307,51,0,8,0,0,60,27,0,0,7,0,40,72,10,15,90,0,189,36,13,4,16,0,74,14,0,0,3,0,17,195,8,0,3,0,204,106,44,55,482,4,692,108,35,10,84,5,241,34,0,0,0,0,39,7,7,3,0,0,20,12,0,0,6,0,20,15,6,0,11,0,31,8,0,0,0,0,12,27,6,3,0,0,31,22,0,3,20,0,41,17,0,0,5,0,22,80,48,51,301,4,490,12,0,0,3,0,17,14,0,0,0,0,14,34,0,0,7,0,40,46,5,7,0,0,56,13,4,0,0,0,14,74,0,5,4,0,83,8,3,0,13,0,22,690,40,43,50,5,827,13,0,0,11,755,772,2628,300,285,1699,790,5694
POA3053,117,268,245,1048,17,1697,3,0,0,21,0,25,6778,36,41,18,29,6904,44,6,9,3,0,62,69,17,13,45,0,152,814,244,219,1348,32,2659,132,0,14,0,0,146,88,8,4,15,0,112,140,37,34,153,4,359,102,21,9,25,3,162,21,3,3,8,0,37,629,11,6,0,5,652,234,82,62,758,10,1147,455,80,56,156,3,759,258,0,0,0,0,264,32,3,5,8,0,51,26,3,3,3,0,40,16,3,12,5,0,42,14,0,0,4,0,20,72,14,11,3,0,106,57,14,3,28,0,109,48,9,3,6,0,60,189,74,53,497,7,826,33,0,3,0,0,41,13,0,3,0,0,18,120,7,3,9,0,132,149,6,3,0,0,157,71,3,6,3,0,78,343,3,0,0,6,354,18,7,4,15,0,43,2999,70,120,93,45,3323,74,0,3,29,1635,1739,12821,608,548,2773,1787,18535
POA3054,48,332,240,1441,21,2078,0,0,0,0,0,4,260,11,22,24,3,323,42,7,5,19,0,79,65,32,13,44,0,151,581,364,232,1786,27,2988,13,0,11,0,0,27,55,10,9,31,0,106,108,52,26,201,3,383,168,21,25,48,0,266,7,6,8,8,0,32,62,15,9,5,0,89,212,138,83,1040,17,1483,496,115,38,286,3,943,22,0,0,0,0,20,24,6,8,18,0,54,14,6,3,0,0,23,16,4,4,7,0,36,12,0,0,3,0,20,50,9,12,3,0,79,47,11,14,33,3,115,37,7,4,5,0,53,208,111,77,738,13,1149,13,0,4,4,0,24,19,0,6,0,0,24,34,3,3,11,0,52,22,3,6,3,0,37,33,4,0,0,0,39,34,0,0,0,0,34,23,10,8,33,0,69,594,104,89,135,13,940,10,3,0,27,499,542,2694,801,550,3813,573,8428
POA3055,111,414,359,2215,37,3130,0,0,0,10,0,12,587,11,33,46,6,688,70,11,8,16,0,108,78,30,27,73,0,197,680,388,310,2219,44,3642,116,0,21,3,0,134,59,6,3,28,3,104,125,42,24,216,3,417,705,73,35,181,4,1001,28,4,3,4,3,38,353,5,10,0,3,375,238,135,97,1373,25,1867,1041,168,69,499,14,1792,38,0,0,4,0,41,198,4,19,10,16,251,32,10,3,5,0,45,87,14,15,52,0,165,30,3,3,4,0,42,85,19,11,12,0,128,75,15,3,28,0,121,26,3,0,12,0,42,222,98,73,815,8,1220,44,3,5,3,0,49,25,3,0,4,0,30,85,4,3,10,0,103,48,8,5,7,0,64,90,5,0,3,3,104,139,5,8,0,0,150,29,10,7,52,0,96,1627,166,99,179,12,2092,60,3,4,54,764,888,6186,992,726,5330,920,14159
POA3056,176,871,676,3714,57,5487,0,4,0,19,0,27,1119,33,51,62,8,1274,98,24,7,23,0,161,108,74,55,117,6,362,1584,847,627,3995,55,7112,113,3,28,6,3,156,150,20,23,69,3,266,294,102,84,497,3,989,1151,100,56,237,23,1563,35,22,4,22,0,80,372,24,9,14,0,425,596,312,249,2515,23,3699,1590,249,148,621,39,2646,55,5,7,0,0,64,369,43,23,40,9,479,38,0,4,12,0,52,106,32,29,51,0,219,76,10,3,7,0,93,225,31,24,7,4,286,120,37,29,87,0,271,54,8,12,21,0,90,497,237,184,1545,22,2491,54,9,5,11,0,76,39,16,10,6,0,69,150,17,11,26,0,207,65,8,9,8,0,87,200,12,10,3,0,230,196,4,13,7,3,219,68,20,17,81,0,183,2326,250,231,302,31,3135,68,6,10,68,1428,1592,10182,1960,1509,9190,1636,24473
POA3057,81,417,289,1708,18,2511,3,0,0,15,0,22,511,20,19,29,3,579,38,10,5,11,0,68,74,36,24,46,0,184,857,411,310,1898,32,3498,54,0,16,0,0,70,52,16,7,31,0,102,128,36,29,258,0,459,379,66,16,105,8,576,17,6,8,15,0,35,161,9,3,3,0,178,273,149,114,1179,13,1732,887,132,90,334,14,1461,23,0,0,3,0,25,140,14,13,16,3,180,22,10,3,15,0,47,55,15,13,23,0,105,27,7,8,0,0,38,107,18,17,12,0,151,67,23,4,38,0,130,25,3,3,16,0,45,241,101,94,682,9,1128,27,7,0,3,0,35,10,4,6,0,0,19,96,9,7,9,0,126,43,3,7,0,0,59,60,8,3,3,0,71,131,0,3,4,0,140,31,8,10,46,0,90,1093,140,118,156,3,1508,33,3,0,27,708,772,4767,972,698,4283,787,11504
POA3058,324,1133,722,4707,96,6983,0,0,3,40,0,47,1214,45,37,47,11,1360,183,18,12,46,3,262,134,92,53,112,0,390,1631,936,642,4464,102,7775,224,5,32,5,3,266,105,23,16,67,3,213,314,114,68,484,6,982,1751,205,98,492,36,2584,53,16,12,13,0,95,646,27,6,19,7,709,495,371,235,2552,42,3695,3580,504,249,1369,114,5823,47,3,0,0,0,50,1344,162,106,123,17,1745,80,10,11,30,3,122,238,46,32,131,6,455,52,9,11,0,0,70,171,38,30,18,7,262,155,43,19,62,0,283,53,18,3,29,3,106,443,228,190,1602,24,2488,60,8,5,8,0,79,38,13,14,4,0,67,116,19,11,32,0,178,115,23,10,13,0,158,628,46,20,27,6,726,251,4,18,8,4,292,65,14,17,68,4,166,3472,346,288,365,34,4506,158,32,17,113,1673,1993,15928,2709,1775,11267,2106,33778
POA3059,285,405,215,1749,28,2677,0,0,0,5,0,5,206,6,12,10,0,235,232,16,15,33,3,307,39,9,3,32,0,86,528,238,135,1294,25,2228,187,0,22,11,0,220,24,4,3,3,0,33,87,33,20,92,0,221,424,86,50,175,5,744,16,0,0,0,0,20,435,13,7,9,3,469,78,68,19,515,3,680,2039,381,221,1167,32,3836,10,0,0,0,0,12,470,92,31,69,8,669,117,17,8,25,5,183,407,69,55,204,4,732,12,8,3,0,6,25,39,17,3,0,0,70,72,9,15,36,0,135,19,3,3,0,0,27,102,38,48,305,7,498,68,8,0,17,3,100,16,4,0,0,0,20,72,9,3,23,0,108,307,16,6,7,3,333,895,101,62,82,10,1144,71,0,6,0,0,73,3,0,0,14,0,16,2323,175,68,137,23,2721,108,8,4,52,431,606,8692,1212,679,4321,568,15466
