POA_CODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
POA3345,0,0,0,3,9,0,6,0,0,0,0,0,0,0,0,0,3,4,11,0,18,0,0,0,3,4,0,6,0,0,0,0,37,4,38,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,7,0,7,0,0,3,3,10,0,15,0,0,3,0,4,0,5,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,5,0,3,0,13,0,0,0,3,0,0,4,0,0,7,6,9,0,29,0,0,0,0,3,0,5,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,0,0,0,5,0,4,0,0,0,3,4,3,12,11,4,33,24,116,6,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,8,0,0,0,7,6,0,15,0,0,0,0
POA3350,6,0,33,26,65,5,132,12,3,32,13,62,0,119,33,14,179,112,511,46,893,10,10,26,26,83,3,163,15,18,94,105,1231,39,1505,12,0,32,42,123,4,210,42,16,136,98,301,25,610,20,0,89,66,235,16,426,13,6,56,44,178,19,325,11,8,77,59,105,8,266,11,7,58,73,27,3,184,4,3,41,30,60,4,143,103,40,403,119,120,13,786,5,10,43,34,81,0,171,45,54,188,170,190,14,657,228,160,384,80,94,12,954,181,90,431,121,143,23,986,9,3,68,32,55,6,182,10,3,33,34,220,15,321,10,3,55,31,160,46,299,776,449,2453,1312,4037,294,9316,0,3,11,12,8,3,43,0,0,15,3,0,0,23,13,3,99,49,78,9,246,4,3,13,10,7,0,36,6,9,34,42,71,3,159,5,0,17,13,21,0,61,17,19,166,157,297,44,704,16,9,90,94
POA3351,3,0,17,15,86,13,137,0,0,3,0,17,0,18,3,3,10,16,132,6,167,0,3,4,3,9,0,17,0,0,9,17,233,14,269,0,0,4,3,28,3,41,0,3,7,5,58,0,73,0,0,0,4,16,4,20,0,0,5,7,47,5,65,0,0,7,3,11,0,26,4,0,0,8,4,0,15,0,0,0,0,10,3,11,6,0,27,9,6,3,54,0,0,0,6,16,3,32,0,7,5,23,25,0,59,8,10,24,11,15,0,66,7,7,21,15,20,7,74,0,0,0,3,13,0,14,0,0,3,0,60,3,65,0,0,3,3,34,10,53,27,35,150,152,839,79,1288,3,3,15,14,15,4,53,0,0,0,0,0,0,3,0,0,6,5,20,3,39,0,0,0,3,0,0,3,0,0,3,9,16,0,26,0,0,0,0,10,0,10,0,3,8,26,52,4,97,0,0,4,11
POA3352,6,0,20,29,152,16,223,3,0,11,0,25,0,38,3,3,25,39,217,17,300,3,0,5,5,27,0,39,0,0,17,43,488,19,567,0,0,8,10,56,0,78,0,4,22,18,57,4,112,0,4,3,5,27,7,47,0,0,9,17,116,15,159,0,0,6,15,29,0,48,0,3,10,8,4,0,31,0,0,3,14,17,0,33,16,11,67,32,27,7,154,0,0,10,8,16,0,37,11,12,21,45,75,3,170,30,15,76,31,17,0,172,20,18,44,30,42,9,163,0,0,9,4,20,6,42,0,0,4,8,103,4,116,3,0,15,10,76,14,122,113,81,380,369,1586,126,2646,0,3,13,16,33,4,71,0,0,0,4,0,0,6,3,0,14,14,26,9,67,0,0,0,7,5,0,10,0,0,7,11,29,3,51,0,0,4,3,11,0,21,7,0,28,33,78,16,156,3,0,10,14
POA3355,0,0,9,3,14,3,25,0,0,4,4,6,0,15,7,4,30,14,144,11,207,0,3,3,0,13,5,25,0,0,7,8,209,11,235,0,0,7,6,37,0,52,0,3,10,19,67,8,106,0,0,11,12,41,3,67,3,3,3,16,31,7,60,0,3,4,4,26,0,42,0,3,9,6,3,0,24,0,0,0,4,12,0,14,7,6,30,3,6,3,68,0,0,4,3,17,0,26,3,6,16,17,41,6,92,19,17,44,11,19,0,106,17,6,37,20,28,4,119,3,0,3,0,6,3,16,0,0,5,9,44,0,57,3,0,8,9,30,10,59,70,58,249,160,791,78,1410,0,0,0,3,3,0,10,0,0,0,0,0,0,0,6,0,10,13,23,8,56,0,0,0,0,0,0,3,0,0,0,0,7,0,8,0,0,3,3,6,0,18,3,3,18,17,59,10,113,0,3,12,13
POA3356,0,0,3,3,18,0,31,0,0,5,3,22,0,31,3,0,11,24,219,8,264,0,0,5,9,12,0,25,0,0,10,20,353,19,392,0,0,0,15,51,7,66,4,3,19,17,121,5,171,8,0,12,26,65,3,110,3,0,3,11,70,10,101,4,0,9,9,20,3,44,3,0,4,10,7,0,17,0,0,3,0,9,3,14,6,0,41,16,26,0,88,3,0,9,5,26,5,46,3,6,19,26,51,7,110,13,6,48,14,17,4,104,7,3,39,27,64,7,147,0,0,10,4,10,0,18,0,0,3,5,86,0,106,0,0,6,7,45,11,72,59,31,256,247,1283,90,1955,0,0,0,0,6,0,3,0,0,0,0,3,0,3,0,0,11,13,36,3,62,0,0,0,3,3,0,9,0,0,4,4,13,0,23,0,0,0,0,10,0,12,0,0,30,37,133,10,207,0,0,19,17
POA3357,0,0,4,3,5,0,16,0,0,5,0,11,0,11,0,0,11,7,34,0,56,0,0,0,3,3,0,13,0,0,4,3,72,0,84,0,0,8,6,4,0,11,0,0,0,3,19,3,23,0,0,0,0,4,3,11,3,0,4,7,12,0,23,3,0,4,4,3,0,20,3,0,7,3,0,0,9,0,0,4,0,8,0,11,7,3,28,14,3,0,51,0,0,3,3,6,0,13,3,5,12,15,20,0,53,21,13,39,10,4,0,89,18,7,25,4,6,4,63,0,0,3,0,5,0,13,3,0,0,3,15,0,19,3,0,4,0,10,4,19,72,29,167,93,242,20,622,0,0,6,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,4,3,11,0,0,0,0,0,0,3,0,0,5,4,12,6,28,0,0,3,4
POA3360,0,0,0,0,17,0,17,0,0,0,0,3,0,3,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,5,3,14,0,3,11,7,66,8,89,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0
POA3361,0,0,5,3,17,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,41,6,67,0,3,0,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0
POA3363,0,0,4,4,27,7,40,0,0,0,0,3,0,3,0,0,7,5,47,4,60,0,0,0,3,3,0,4,0,0,3,4,68,7,79,0,0,0,3,4,0,9,0,0,3,3,20,0,31,0,0,3,0,9,0,19,0,3,0,0,15,0,16,0,0,4,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,12,6,3,0,21,0,0,3,0,6,0,11,3,0,5,9,16,0,28,6,5,9,3,3,0,31,5,0,8,5,7,0,27,0,0,0,3,5,0,6,0,0,0,3,23,3,35,3,0,0,3,13,0,25,20,16,58,61,285,23,454,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,0,3,7,18,3,34,0,0,6,12
POA3364,0,0,7,5,48,5,73,0,0,0,0,0,0,3,3,0,13,8,26,0,48,0,0,0,0,0,0,5,0,0,4,3,44,0,56,0,0,0,0,5,0,10,3,0,4,0,9,0,19,0,0,3,0,6,0,9,0,0,3,4,12,0,22,0,0,0,0,3,0,3,0,0,4,0,0,0,3,0,0,0,0,0,0,3,3,0,14,0,0,0,17,0,0,0,7,3,0,12,0,3,3,0,4,0,15,7,0,3,5,5,0,19,3,3,3,3,7,0,19,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,6,0,13,17,15,64,45,198,18,357,0,3,10,8,6,3,25,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,3,3,0,4,15,0,0,9,4
POA3370,0,0,3,3,14,0,19,0,0,0,0,0,0,0,0,0,0,10,11,3,24,0,0,0,0,5,0,5,0,0,4,0,32,0,38,0,0,0,0,0,0,0,0,0,0,5,9,0,14,0,0,0,3,3,0,11,0,0,0,3,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,9,0,0,0,0,5,4,12,3,0,3,4,8,0,11,3,3,4,0,3,0,17,3,0,4,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,3,3,0,12,13,7,23,37,115,15,210,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,0,23,0,0,0,3
POA3371,0,0,0,0,12,0,17,0,0,0,0,3,0,3,0,0,0,0,20,0,28,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,0,0,3,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,5,0,6,0,0,0,0,4,0,5,4,7,9,9,67,5,98,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,10,0,0,0,0
POA3373,0,0,7,12,37,7,62,0,0,0,0,4,0,4,0,0,0,0,18,0,19,0,0,0,0,3,0,4,0,0,3,3,20,3,27,0,0,0,0,3,0,3,0,0,0,0,13,0,11,0,0,0,0,3,0,10,0,3,0,0,3,4,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,8,0,0,0,13,0,0,0,0,0,0,4,0,0,0,10,18,3,36,0,3,9,0,0,0,10,0,0,4,7,3,0,9,0,0,0,0,3,0,5,0,0,0,0,10,3,10,0,0,0,0,12,5,17,3,5,27,33,168,26,268,0,3,3,8,4,4,25,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,17,0,0,4,6
POA3374,0,0,0,3,3,3,14,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,0,0,0,3,0,3,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,0,3,5,3,0,9,6,38,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0
POA3375,0,0,3,3,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,17,3,26,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3377,3,0,16,20,64,10,115,0,0,3,0,20,4,26,0,0,22,17,95,14,149,0,0,0,0,19,0,19,0,0,5,6,109,3,127,0,0,0,4,25,3,33,0,0,4,4,35,4,54,3,0,0,4,19,9,38,0,0,0,7,27,0,33,3,0,3,0,3,0,13,0,0,0,3,0,0,4,0,0,7,0,11,0,12,0,0,9,3,9,0,17,0,0,0,0,18,0,18,10,4,29,53,122,16,233,3,4,25,0,4,0,41,8,3,29,16,36,3,92,0,0,3,0,7,0,14,3,5,0,3,43,3,59,0,0,0,0,28,12,41,30,23,153,154,697,88,1137,0,4,10,9,17,5,39,0,0,0,0,0,0,0,0,0,15,10,24,10,66,0,0,0,0,5,0,5,0,0,0,0,3,0,8,0,0,0,7,9,0,16,0,0,13,7,43,4,73,0,0,5,8
POA3378,0,0,5,6,16,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,0,27,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3379,0,0,9,12,26,9,55,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,11,14,42,6,78,0,3,11,6,5,3,33,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
POA3380,0,0,3,3,16,8,37,0,0,9,3,43,0,58,0,0,8,8,92,8,116,0,0,0,0,15,0,15,0,0,0,0,72,6,88,0,0,0,0,5,0,5,3,0,3,10,26,0,41,0,0,3,12,20,3,35,0,0,3,3,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,6,0,0,3,4,3,3,17,0,0,0,0,9,8,17,4,3,9,13,57,0,86,0,4,16,7,6,0,31,3,3,17,15,27,3,64,0,0,3,0,5,0,11,0,0,0,0,24,0,21,0,0,0,0,23,5,29,14,13,77,89,457,57,701,0,0,4,0,3,0,13,0,0,4,3,0,0,7,0,0,4,4,17,7,36,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,8,0,0,7,10,25,0,40,0,0,0,12
POA3381,0,0,0,3,8,4,11,0,0,5,0,0,0,6,0,0,0,0,13,3,15,0,0,0,0,0,0,3,0,0,0,0,21,0,24,0,0,0,0,3,0,7,0,0,0,0,3,0,5,0,3,0,3,19,0,31,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,3,0,0,0,5,0,0,3,7,11,0,26,0,5,3,0,3,0,16,0,0,4,5,7,0,17,0,0,13,0,9,0,19,0,0,0,0,4,0,8,0,0,0,0,0,0,7,3,10,44,28,105,6,203,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,10,9
POA3384,0,0,0,5,15,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,3,0,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,6,6,48,11,71,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,8,0,0,0,0
POA3385,0,3,3,10,18,3,34,0,0,0,0,4,0,4,0,0,0,0,9,0,12,0,0,0,0,0,0,3,0,0,0,0,7,0,7,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,8,12,62,6,95,0,0,3,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0
POA3387,0,0,0,4,24,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,3,45,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
POA3388,0,0,4,11,16,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,8,21,41,7,79,0,0,0,8,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3
POA3390,0,0,5,9,22,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,13,0,13,0,0,0,0,3,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,4,8,0,0,27,21,60,5,115,0,3,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
POA3391,0,0,0,0,11,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,15,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
