POA_CODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
POA3392,0,0,4,3,19,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,3,0,0,3,13,31,6,55,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3393,3,0,4,14,52,10,78,0,0,0,0,0,0,0,0,0,0,3,8,0,11,0,0,0,0,6,0,6,0,0,0,3,24,0,28,0,0,0,3,9,3,13,0,0,6,0,13,0,12,0,0,0,3,3,0,10,0,0,0,0,18,0,14,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,5,0,5,0,0,0,0,11,0,15,0,3,6,0,0,0,12,0,0,10,5,22,4,38,0,0,0,0,0,0,0,0,0,3,0,24,0,23,0,0,0,0,12,4,16,5,3,37,40,214,25,316,0,0,3,10,3,3,20,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,12,0,18,0,0,0,3
POA3395,0,0,0,0,19,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,3,0,32,8,39,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3396,0,0,0,3,22,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,8,0,15,0,0,0,0,3,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,3,0,3,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,10,3,55,4,84,0,0,3,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,3
POA3400,5,0,10,25,61,7,115,0,0,0,0,9,0,12,0,0,7,5,74,0,94,7,3,13,13,36,3,72,0,0,5,8,328,4,351,4,0,11,11,63,3,93,0,0,10,22,121,9,160,3,0,0,9,51,4,77,3,0,6,9,75,8,97,0,0,9,8,16,0,30,0,0,12,9,13,3,32,0,0,4,5,12,3,28,9,3,29,9,27,3,75,0,0,3,12,21,3,33,18,11,30,26,66,6,151,6,18,64,18,22,0,128,31,12,52,44,68,8,205,0,0,6,3,10,3,21,0,3,10,7,95,0,122,0,0,3,12,36,20,72,79,54,290,250,1210,91,1974,0,0,8,10,12,0,34,0,0,0,0,3,0,3,0,0,5,7,18,0,35,3,0,9,5,12,0,29,0,0,7,8,13,0,31,0,0,3,3,3,0,14,0,3,25,40,88,10,166,0,0,8,26
POA3401,0,0,13,47,98,22,183,0,0,3,0,13,0,12,0,0,3,6,42,0,47,3,0,0,4,10,0,19,0,0,3,7,118,8,130,0,0,3,9,25,0,36,0,0,0,3,23,3,32,0,0,0,0,5,3,6,0,0,4,4,30,0,41,0,0,0,0,3,0,3,0,0,4,6,0,0,9,0,0,0,0,0,0,0,3,3,10,3,4,0,29,0,0,0,3,8,3,17,5,3,7,18,20,0,57,0,3,11,0,3,0,25,4,0,7,4,4,0,25,0,0,0,0,8,0,14,0,3,0,3,32,0,39,0,0,0,4,16,8,31,19,17,78,120,477,45,756,6,0,11,21,19,4,62,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,5,3,3,0,13,0,0,0,3,6,0,14,0,0,0,3,3,0,7,0,3,10,11,23,0,38,0,0,0,7
POA3407,0,0,3,12,20,0,37,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,37,3,58,3,0,6,5,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0
POA3409,0,3,3,12,35,4,55,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,3,9,0,16,0,0,0,0,0,0,3,0,0,0,0,7,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,3,0,0,0,0,3,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,11,13,19,81,9,129,0,0,10,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0
POA3412,0,0,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,6,3,19,3,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3413,0,0,0,5,10,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,3,27,0,0,3,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3414,0,0,0,3,23,3,32,0,0,0,0,0,0,3,0,0,0,4,17,0,19,0,0,0,0,4,0,9,0,0,0,0,26,0,23,0,0,0,0,4,0,4,0,0,0,0,11,0,13,0,0,0,0,3,0,9,0,0,0,3,23,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,8,4,0,16,3,0,9,0,3,0,15,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,7,0,7,3,3,18,26,140,12,202,0,0,0,7,3,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
POA3415,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3418,0,0,4,19,88,8,125,0,0,0,0,0,0,0,0,0,0,0,23,3,29,0,0,0,0,0,0,0,0,0,0,3,22,0,33,0,0,0,3,9,0,9,0,0,3,0,12,0,13,0,0,3,0,0,0,3,0,0,0,3,12,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,0,3,0,5,0,0,5,4,5,0,13,0,0,10,0,0,0,10,3,3,7,0,13,0,32,0,0,0,0,3,0,3,0,0,0,0,19,0,18,0,0,0,0,6,3,14,5,8,42,31,237,26,350,0,4,12,13,13,3,39,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,25,0,0,0,0
POA3419,0,0,3,8,31,3,45,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,10,0,0,3,0,3,0,5,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,3,0,0,0,4,3,3,11,8,74,4,101,0,0,4,6,3,3,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0
POA3420,0,0,0,8,16,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,20,3,33,0,0,6,3,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3423,0,0,0,3,9,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,26,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3424,0,0,6,0,20,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,10,3,49,3,65,0,0,3,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
POA3427,0,0,0,0,3,0,9,0,0,0,0,3,0,3,4,0,5,3,37,0,51,0,0,0,0,5,0,4,0,0,5,3,80,10,95,0,0,0,0,10,0,14,0,0,0,5,15,3,26,0,0,3,3,8,0,13,0,0,3,14,36,5,58,0,0,4,0,4,0,8,0,0,8,0,3,0,10,0,0,0,0,5,0,8,0,0,9,5,4,3,24,0,0,0,0,6,3,8,3,0,7,10,15,5,38,0,0,3,0,0,3,15,0,0,3,3,0,0,15,0,0,0,0,3,0,4,0,0,0,3,30,3,31,0,0,0,0,28,0,24,15,12,63,55,295,33,468,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,3,0,8,3,0,5,11,21,3,50,0,0,3,4
POA3428,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,3,8,28,3,40,0,0,3,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,4,0,6,7,0,16,16,71,6,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,17,0,0,0,0
POA3429,4,0,7,6,27,0,37,0,0,8,3,19,0,35,18,3,70,84,413,21,613,4,0,19,10,57,3,101,4,3,43,72,1125,25,1268,10,3,30,29,134,0,200,10,8,55,51,200,11,341,3,0,38,33,98,8,178,23,10,107,153,441,29,759,8,3,29,24,36,11,108,4,11,48,49,31,3,148,0,0,5,21,49,6,86,32,18,152,74,75,14,364,5,3,24,22,91,6,146,31,15,88,121,200,11,464,47,39,136,36,38,5,308,29,18,71,40,57,8,222,7,3,29,20,37,7,95,4,0,15,28,263,5,314,7,0,23,35,144,22,227,235,153,994,903,3530,200,6012,0,0,3,3,10,3,17,0,0,0,3,0,0,4,6,3,34,39,52,5,143,0,0,8,13,10,0,31,3,5,20,17,59,5,105,0,0,13,19,35,5,79,5,3,102,109,191,24,434,4,5,36,47
POA3430,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,12,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,3,3,0,3,5,26,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,6,0,0,0,0
POA3431,0,0,7,8,9,0,24,0,0,0,0,0,0,0,3,0,4,16,46,3,72,0,0,0,3,10,0,18,0,0,13,6,146,4,177,0,0,3,3,20,0,27,0,0,3,7,13,0,27,0,0,3,0,7,0,8,0,0,12,27,49,6,87,0,0,4,0,3,0,12,0,0,5,0,4,0,11,0,0,0,0,3,0,4,12,3,33,5,7,0,59,0,0,0,3,8,0,7,3,3,15,22,17,0,60,13,9,8,8,7,0,46,5,0,5,6,5,0,23,0,0,3,5,3,0,17,0,0,3,0,33,0,39,0,0,5,0,20,8,29,43,18,130,119,414,24,753,0,0,3,4,8,0,11,0,0,0,0,0,0,0,0,0,4,10,11,0,21,0,0,3,0,0,0,4,0,0,0,0,8,3,10,0,0,3,3,0,0,3,0,0,8,9,18,0,34,3,0,8,0
POA3432,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,27,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
POA3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,3,6,27,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3434,0,0,6,11,14,0,33,0,0,0,3,6,0,5,4,0,11,9,69,3,97,0,0,0,0,16,0,14,0,0,5,6,151,17,188,0,0,5,5,16,3,30,0,0,3,3,28,3,40,0,0,3,5,9,0,16,0,0,5,21,56,5,92,3,0,10,3,9,0,22,3,0,5,4,5,0,14,0,0,0,6,7,0,10,3,3,18,20,7,3,53,0,3,0,0,19,0,21,0,0,7,20,24,0,60,4,9,10,8,10,3,45,3,3,3,8,0,0,22,0,0,4,0,5,0,14,0,0,0,0,55,0,55,0,0,3,3,24,5,38,20,28,104,144,516,55,873,0,0,4,4,3,0,18,0,0,0,0,0,0,0,3,0,5,8,12,3,26,0,0,0,0,0,0,0,0,0,4,0,6,0,18,0,0,0,0,10,0,11,0,0,14,8,19,4,48,0,0,3,11
POA3435,0,0,6,4,16,3,31,0,0,0,0,4,0,4,0,0,7,0,31,3,46,0,0,0,0,5,0,5,0,0,0,12,95,0,107,3,0,3,3,15,0,21,0,0,3,0,11,3,19,0,0,5,0,0,0,6,3,0,3,11,34,0,52,0,0,0,0,3,0,9,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,8,3,10,4,21,0,0,3,0,3,0,10,0,4,10,9,15,0,35,0,9,9,0,4,0,20,0,3,3,3,6,0,18,0,0,0,0,7,0,7,0,0,3,5,26,3,39,0,0,7,0,18,4,34,14,20,67,59,315,30,505,0,0,7,4,0,0,15,0,0,0,0,0,0,0,0,0,3,4,3,3,12,0,0,0,0,0,0,0,0,0,3,0,5,4,11,0,0,3,0,0,0,3,0,0,4,9,14,4,25,0,3,0,3
POA3437,0,5,3,3,6,0,19,0,0,3,0,4,0,6,11,0,31,26,104,3,188,3,5,8,3,10,0,29,3,6,26,19,381,15,453,10,3,19,15,17,0,66,3,3,11,14,35,3,70,3,0,9,3,17,0,29,6,7,26,47,75,8,174,0,0,9,10,8,0,31,3,8,27,22,11,4,67,3,3,7,3,18,3,34,18,5,85,30,28,0,173,0,0,8,11,24,0,43,17,8,27,40,51,3,148,19,19,46,13,12,3,112,18,6,32,3,9,4,67,3,3,11,0,14,0,33,0,0,4,0,61,3,72,3,4,19,4,51,4,81,129,84,412,283,930,51,1893,0,0,4,3,3,3,12,0,0,0,0,0,0,0,3,0,14,18,18,3,55,0,0,8,0,3,0,12,0,3,9,8,17,5,47,0,0,7,11,6,3,30,0,4,15,18,38,4,86,3,3,11,13
