POA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
POA3150,481,453,939,1858,1706,3567,374,337,709,223,212,434,2455,2254,4707,1595,1408,3001,306,322,627,588,517,1104,2487,2245,4729,172,119,294,110,143,256,88,31,119,129,205,332,0,5,5,505,504,1003,1612,1482,3097,359,366,726,112,99,209,207,304,513,6,11,16,2300,2257,4553,108,109,220,137,235,371,0,3,8,248,343,592,1139,1283,2415,9610,9339,18951
POA3151,85,61,152,236,252,490,70,36,107,11,29,49,324,320,636,181,154,340,76,64,138,53,68,119,308,284,598,25,17,41,27,26,52,10,7,16,16,23,44,0,0,0,80,67,151,347,335,680,134,115,242,25,21,46,38,37,78,3,8,5,542,510,1055,28,38,64,22,44,62,0,0,0,48,80,127,225,210,433,1614,1541,3151
POA3152,238,274,510,860,779,1639,176,200,382,199,152,356,1239,1134,2374,632,650,1280,206,195,408,288,262,559,1132,1113,2245,55,58,117,37,74,112,78,32,117,81,130,209,0,3,3,253,299,549,578,634,1214,127,149,275,51,55,107,119,146,269,0,0,5,881,985,1872,37,52,91,66,123,196,0,0,0,109,182,289,593,600,1191,4451,4578,9036
POA3153,169,180,345,632,559,1194,109,97,203,44,41,90,785,696,1488,404,408,811,79,79,159,40,50,90,524,538,1057,39,50,95,36,43,74,73,39,108,71,76,150,0,0,0,218,203,426,163,207,368,47,78,127,19,31,48,68,124,192,0,3,3,302,438,736,23,30,52,43,98,148,0,0,0,67,131,202,590,758,1348,2655,2951,5605
POA3154,47,44,87,121,159,271,40,38,77,8,10,18,166,206,368,88,92,178,37,44,81,15,21,35,145,153,296,3,6,11,0,5,6,28,9,32,14,13,25,0,0,0,46,36,77,38,42,82,9,3,11,3,7,9,15,29,45,0,0,0,59,83,144,4,10,9,6,19,25,0,0,0,11,26,33,163,172,334,639,711,1350
POA3155,206,151,355,676,597,1266,101,94,194,47,46,93,821,730,1549,425,414,838,101,96,192,51,39,90,569,551,1115,43,41,89,24,45,70,77,45,120,66,90,158,5,0,5,221,215,435,157,183,338,57,79,134,17,36,55,59,136,198,0,0,0,298,430,726,30,36,63,40,122,159,0,0,0,71,162,231,605,628,1235,2788,2869,5656
POA3156,325,285,604,1210,1075,2288,231,207,436,147,123,269,1593,1405,2997,648,811,1460,437,355,786,215,211,428,1304,1379,2680,77,96,175,37,50,85,147,52,191,100,120,219,6,0,7,367,314,679,386,451,838,88,122,210,52,74,126,87,218,302,4,3,7,619,867,1491,34,51,86,73,168,240,0,7,7,114,218,332,850,885,1738,5173,5348,10518
POA3158,74,55,128,256,229,478,23,20,50,30,25,54,313,270,585,145,134,275,60,62,122,47,48,91,250,240,487,9,14,26,4,5,7,31,13,44,26,26,49,0,0,0,67,67,130,67,73,139,18,36,47,10,14,22,20,67,93,0,0,0,110,192,303,3,3,11,5,37,40,0,0,0,10,40,56,146,138,283,966,995,1963
POA3159,18,26,47,94,98,187,5,4,13,24,11,37,125,117,239,43,44,89,21,31,50,32,35,69,96,112,205,7,3,12,0,0,0,9,5,16,7,13,25,0,0,0,28,24,53,32,38,71,4,14,17,0,4,9,4,30,38,0,0,0,49,87,140,0,4,3,0,16,18,0,0,0,4,20,23,92,103,190,405,487,894
POA3160,81,76,153,353,324,676,32,32,66,66,58,123,451,419,865,163,146,316,61,77,132,102,104,204,328,328,651,18,16,39,9,7,17,35,8,38,25,36,62,0,0,4,83,71,158,69,92,164,19,47,64,12,14,27,22,80,108,0,0,0,126,238,363,5,9,19,11,31,44,0,0,0,24,40,68,200,208,411,1289,1376,2664
POA3161,151,129,282,183,148,332,48,43,96,357,349,701,589,542,1130,64,57,118,52,51,96,311,319,635,424,424,847,17,6,25,15,31,49,18,12,33,25,41,71,0,0,0,77,99,176,356,376,735,159,152,311,25,43,69,112,146,260,4,0,3,661,723,1383,26,18,42,33,32,64,0,0,0,56,53,108,467,553,1023,2431,2526,4957
POA3162,166,181,338,364,344,707,62,67,128,323,287,609,752,688,1443,139,93,228,47,61,109,354,343,699,540,498,1033,29,11,39,12,13,33,6,4,16,33,60,90,0,0,3,84,99,177,402,394,796,108,122,235,47,38,85,86,128,219,3,4,4,644,693,1331,21,15,36,35,56,93,0,0,3,60,71,130,465,457,925,2700,2681,5387
POA3163,256,238,497,756,710,1467,218,211,432,107,134,240,1073,1062,2134,291,279,569,182,197,381,237,217,458,711,696,1406,80,65,148,78,83,157,46,16,56,77,94,171,0,0,0,281,253,534,945,1145,2086,422,454,872,57,55,109,169,260,430,3,8,11,1600,1918,3514,62,83,146,72,129,194,0,0,0,131,212,338,815,819,1631,4870,5191,10064
POA3165,332,263,596,993,854,1855,322,293,618,131,106,234,1444,1255,2702,577,510,1089,248,250,505,142,166,309,965,935,1899,59,44,98,27,45,77,61,10,69,69,61,130,0,0,0,217,166,380,407,418,827,88,117,208,46,49,89,93,144,238,0,0,0,629,726,1356,21,30,56,49,93,145,3,4,8,78,125,207,627,692,1319,4298,4164,8459
POA3166,185,195,385,578,552,1130,227,241,465,66,64,128,871,858,1726,278,228,506,258,299,558,78,104,183,614,629,1248,67,55,122,57,75,131,45,22,69,76,84,155,3,0,0,245,234,482,726,787,1511,268,247,517,48,44,91,137,155,285,7,0,5,1183,1239,2415,57,49,104,54,90,142,0,0,0,106,134,243,620,677,1296,3828,3967,7796
POA3167,94,80,179,234,245,481,85,79,162,26,9,35,340,335,679,132,131,264,88,88,174,28,36,64,255,258,506,13,14,29,17,14,30,23,7,33,31,28,59,3,0,5,91,67,162,166,166,326,51,60,113,12,19,32,45,36,82,0,4,3,276,288,560,18,7,23,19,32,53,0,0,0,40,42,80,261,241,500,1352,1306,2655
POA3168,111,96,209,261,249,513,74,84,162,24,24,55,362,366,730,184,141,320,62,60,121,35,40,69,278,235,515,106,81,192,57,63,123,32,9,37,38,63,108,6,3,6,238,223,464,2264,2416,4681,831,705,1535,53,35,95,93,90,181,16,11,23,3255,3257,6515,80,60,131,49,60,112,0,3,3,123,125,248,618,593,1212,4987,4898,9888
POA3169,147,132,272,398,343,745,195,192,382,45,54,96,638,584,1226,319,276,597,144,145,284,42,46,86,504,465,970,92,58,147,60,66,132,35,7,48,55,60,118,3,0,3,249,193,446,509,466,977,239,168,406,39,33,73,53,92,145,3,3,7,840,764,1603,72,58,132,60,92,152,0,5,3,137,152,292,550,561,1110,3065,2856,5923
POA3170,193,158,352,469,451,921,216,196,412,57,68,132,744,717,1464,290,299,582,176,163,338,87,74,167,550,538,1091,50,32,82,35,44,77,35,7,45,37,50,90,3,0,3,154,136,296,367,370,740,124,92,217,20,32,51,68,92,160,4,3,11,576,591,1167,35,22,55,43,67,110,0,0,3,80,92,171,530,533,1057,2828,2763,5594
POA3171,128,124,257,427,404,835,177,174,354,56,54,109,664,636,1302,478,399,881,136,160,296,66,55,121,679,618,1294,156,111,262,95,105,196,44,27,69,59,66,131,9,3,11,354,314,672,517,428,944,230,183,410,38,41,85,48,52,103,0,4,9,829,712,1545,126,141,267,124,147,269,0,0,3,248,290,539,839,741,1580,3752,3438,7185
POA3172,172,164,333,651,572,1223,269,257,524,70,58,124,992,880,1873,534,486,1016,196,203,403,89,94,180,819,780,1603,81,71,151,44,55,96,54,27,78,53,68,123,0,0,0,235,213,447,375,426,797,78,89,171,38,38,73,64,78,138,3,0,3,556,636,1187,58,66,120,68,129,198,0,0,0,124,194,318,593,597,1189,3480,3467,6942
POA3173,203,218,414,647,553,1201,278,326,606,171,183,350,1091,1062,2155,573,464,1040,223,285,509,205,166,366,1002,917,1922,88,88,173,33,51,88,50,36,83,63,60,123,3,3,3,240,229,467,417,479,894,109,102,209,41,50,98,71,95,166,3,6,10,644,734,1378,39,64,100,69,106,181,4,3,6,118,172,287,591,610,1202,3890,3933,7820
POA3174,256,228,485,918,889,1803,245,238,489,97,90,185,1256,1215,2477,789,747,1540,197,264,460,85,92,177,1067,1103,2174,198,166,361,120,135,257,63,37,100,99,128,223,0,3,5,477,467,949,625,514,1140,276,244,523,60,67,123,102,133,231,4,9,14,1068,966,2034,158,146,305,135,241,375,0,9,9,296,397,686,1338,1296,2634,5753,5679,11429
POA3175,348,306,657,1515,1427,2940,296,275,575,126,130,260,1939,1827,3770,1196,1142,2340,205,202,408,132,133,269,1538,1477,3014,248,191,438,169,208,377,96,47,143,181,191,378,11,3,15,707,639,1344,641,632,1272,258,261,527,53,75,123,125,148,278,6,9,16,1091,1122,2212,212,266,481,221,336,550,7,3,17,441,602,1044,2461,2203,4659,8527,8184,16714
POA3177,70,76,149,314,322,634,71,81,150,41,24,67,418,428,844,281,259,542,47,39,87,35,34,70,363,332,698,51,29,81,30,45,76,24,11,35,47,43,85,0,0,0,148,134,285,73,83,158,48,43,92,12,14,24,25,19,50,0,3,3,159,159,317,39,50,95,43,78,121,4,0,7,92,134,227,557,503,1057,1812,1762,3574
POA3178,245,264,509,1029,999,2024,347,306,649,120,106,230,1497,1407,2901,787,779,1573,479,400,880,165,198,367,1434,1380,2819,89,93,177,23,40,70,111,61,172,77,109,182,6,3,6,299,303,605,578,608,1189,86,126,209,62,84,143,96,149,249,0,0,0,822,963,1786,33,50,85,66,123,185,3,0,4,100,173,275,615,583,1203,5006,5078,10086
POA3179,53,37,90,201,165,366,62,57,118,32,22,52,283,250,534,178,140,311,33,43,76,49,39,86,254,215,474,11,11,24,6,14,25,24,9,29,30,23,53,0,0,0,74,56,133,102,103,203,21,20,46,13,7,21,25,24,54,0,0,0,161,156,315,9,12,24,12,23,37,0,0,0,20,38,62,133,125,256,991,874,1866
POA3180,58,57,109,232,190,416,43,55,97,31,28,64,307,273,575,168,172,340,59,35,90,53,34,85,281,238,513,10,24,38,3,19,17,26,9,39,16,33,47,0,0,0,69,77,141,94,110,204,18,25,38,14,16,27,22,38,58,0,0,0,144,181,320,6,6,16,13,23,38,0,0,0,24,34,59,149,166,322,1023,1024,2042
POA3181,101,87,188,155,143,298,52,60,113,80,96,172,284,301,586,35,63,98,47,59,102,113,96,208,195,213,409,30,31,63,50,48,99,23,24,48,80,61,138,0,0,3,184,164,347,296,430,733,199,256,458,43,55,95,211,239,456,0,4,4,748,987,1739,19,35,48,57,93,150,0,3,3,74,126,200,1021,1006,2026,2610,2885,5490
POA3182,70,78,146,234,233,472,24,31,62,61,74,130,325,337,658,106,82,193,34,36,65,97,95,196,236,214,450,41,44,82,62,71,131,21,29,46,91,106,196,0,0,0,209,245,457,248,291,542,200,250,450,18,43,63,183,276,462,7,6,5,656,866,1524,42,46,85,88,146,234,0,3,5,133,190,323,1699,1597,3290,3325,3528,6852
POA3183,196,173,373,229,210,435,45,64,108,344,305,649,619,574,1192,88,69,154,39,35,69,288,269,559,411,375,784,26,25,49,46,49,99,19,13,34,65,84,146,0,3,3,155,183,333,232,267,502,162,200,365,22,39,66,162,217,375,0,0,3,586,725,1314,78,50,128,55,80,135,0,4,4,138,132,272,735,760,1488,2837,2916,5752
POA3184,110,98,206,313,317,628,54,59,108,68,66,139,432,444,876,105,92,205,45,39,86,137,120,257,283,258,544,10,19,32,19,41,59,12,11,26,41,58,99,0,3,3,92,133,221,144,176,315,84,139,222,20,33,52,131,239,372,0,3,7,370,591,964,11,22,34,39,85,127,0,0,0,49,111,159,687,749,1438,2032,2372,4402
POA3185,135,128,267,243,227,470,112,113,217,205,212,418,564,555,1114,69,59,129,59,70,124,211,260,471,336,395,732,17,8,22,14,32,50,12,3,12,29,42,66,0,3,3,68,92,158,200,210,414,73,105,174,16,19,36,91,132,227,0,0,3,379,470,854,31,31,61,28,61,86,0,0,0,56,92,147,395,395,794,1940,2122,4060
POA3186,207,178,387,396,442,842,154,204,363,393,356,748,946,1007,1956,130,114,244,125,155,278,643,593,1234,901,859,1760,22,17,41,11,18,28,28,10,39,25,43,71,0,3,3,87,89,178,407,428,834,56,78,133,36,46,80,95,159,257,4,10,14,600,724,1325,12,17,23,43,86,128,0,0,0,55,103,151,690,788,1486,3484,3752,7240
POA3187,189,124,313,486,470,954,145,162,299,194,213,404,819,837,1660,183,139,322,94,143,236,376,313,690,650,597,1248,16,6,21,5,16,28,17,12,29,13,26,31,0,0,0,45,61,106,251,282,533,41,56,98,30,19,53,58,100,163,0,7,4,378,464,843,10,5,19,20,55,75,0,0,0,30,60,95,373,499,877,2489,2649,5134
POA3188,186,171,356,528,490,1016,197,226,423,154,130,285,884,844,1725,205,168,372,127,170,291,430,341,776,761,683,1438,24,17,43,5,36,39,20,9,25,22,45,67,0,3,3,77,102,177,319,269,590,50,65,110,54,26,73,80,136,216,4,5,5,498,499,1001,12,13,19,24,67,89,0,0,0,37,78,111,535,585,1113,2975,2959,5932
POA3189,63,55,114,157,134,292,56,56,117,16,16,36,230,205,441,80,73,152,47,53,97,13,20,34,144,142,286,41,27,70,17,18,37,11,11,16,24,18,40,0,0,0,86,76,166,67,74,139,14,35,50,13,10,15,21,41,64,5,0,7,118,159,278,3,11,19,11,17,31,0,0,0,16,30,53,197,206,406,854,879,1737
POA3190,118,124,242,294,262,557,109,121,233,30,35,63,428,417,848,177,154,335,67,95,163,61,77,132,302,329,631,14,17,34,15,10,26,14,5,23,18,28,44,0,0,0,66,62,127,117,129,248,34,44,75,12,12,17,41,64,105,3,0,3,206,242,450,11,7,19,16,48,62,0,0,0,29,52,88,293,309,603,1448,1541,2987
POA3191,98,86,183,230,270,499,91,86,181,89,105,189,406,456,868,98,85,187,61,79,146,240,179,412,397,341,744,15,8,21,6,8,7,20,9,24,14,24,44,0,0,0,54,48,98,177,158,333,30,34,62,17,18,35,49,69,117,0,5,5,264,279,543,3,7,7,8,36,50,0,3,3,20,45,60,284,293,580,1523,1546,3069
POA3192,205,202,406,654,595,1254,250,216,463,50,56,103,951,866,1820,355,396,749,176,149,325,102,132,232,629,677,1310,45,32,78,25,30,60,55,22,79,48,72,121,0,0,3,182,157,336,253,258,507,57,91,148,21,51,79,87,137,230,0,3,3,424,537,964,27,29,56,41,70,111,0,3,3,66,108,175,503,636,1138,2959,3182,6138
POA3193,152,174,323,594,576,1168,188,163,354,173,184,355,955,927,1880,128,229,355,184,130,312,488,419,903,799,774,1577,22,20,48,12,10,24,34,10,45,26,44,74,0,0,0,96,93,188,295,351,647,47,50,100,40,34,75,62,115,174,0,0,0,446,555,998,9,10,20,29,60,90,0,0,0,36,70,109,477,540,1019,2952,3128,6083
POA3194,100,104,205,286,301,594,133,105,236,50,55,102,467,460,927,127,229,352,132,75,205,103,121,223,362,421,787,22,19,42,16,17,27,32,10,42,46,44,87,3,0,3,114,96,208,143,193,341,37,66,101,22,17,43,56,91,147,0,0,3,263,370,635,20,9,32,27,58,84,0,3,0,51,71,119,322,352,673,1678,1880,3556
POA3195,390,305,697,1067,1072,2141,540,472,1015,121,165,282,1725,1707,3434,660,642,1300,396,379,776,259,278,535,1317,1301,2615,100,64,162,26,43,63,117,34,152,78,102,175,3,0,4,316,241,562,464,538,999,76,135,211,42,70,111,123,247,378,7,3,6,716,990,1703,55,40,94,65,120,188,0,3,3,118,167,287,849,912,1760,5434,5622,11057
POA3196,237,226,469,635,597,1231,294,235,534,73,71,145,1005,907,1912,357,359,718,174,170,350,85,71,155,617,602,1217,40,52,96,27,42,74,69,39,103,82,78,160,3,3,5,220,212,437,174,225,391,63,111,172,30,36,66,84,171,255,5,0,3,345,545,891,21,24,47,53,90,139,3,3,3,75,117,188,840,950,1788,3342,3556,6899
POA3197,86,91,171,314,326,643,78,59,142,37,33,74,426,424,852,176,171,344,83,86,169,78,79,156,342,341,678,17,16,36,12,20,25,40,19,51,28,47,74,0,0,0,92,98,189,100,115,214,19,21,40,4,18,23,29,76,105,0,0,0,146,235,381,8,3,10,12,36,55,0,0,0,23,47,65,377,407,780,1495,1627,3119
POA3198,145,117,259,480,438,918,65,60,122,51,35,81,595,530,1124,287,259,549,47,62,110,28,34,61,368,348,719,23,39,64,13,27,42,40,29,69,63,72,132,4,3,9,150,162,308,67,108,172,22,55,81,7,9,19,41,105,153,0,0,0,141,287,423,12,13,32,29,74,100,0,4,4,41,93,129,701,697,1391,2128,2232,4362
POA3199,498,430,927,1603,1555,3161,288,286,575,143,142,278,2023,1988,4011,1220,1132,2355,172,183,353,209,236,447,1610,1549,3156,83,139,222,66,114,180,196,91,285,169,272,441,0,4,6,512,623,1138,401,598,998,114,212,331,47,82,126,161,322,481,6,8,8,720,1216,1937,71,88,160,108,218,324,3,3,7,185,310,491,1882,2056,3941,7432,8165,15599
POA3200,46,35,87,200,195,397,10,13,19,5,7,15,220,213,430,108,91,204,6,3,12,4,10,11,122,105,221,13,12,30,10,14,28,17,13,29,22,31,49,0,0,0,59,71,132,16,19,32,8,11,17,6,5,14,3,25,30,0,0,0,33,55,94,11,23,30,7,18,29,0,0,0,19,40,62,359,356,716,861,879,1745
POA3201,199,172,372,733,690,1432,115,106,226,45,52,105,899,854,1758,473,464,939,100,76,172,38,45,87,608,586,1195,43,48,88,25,47,74,73,45,122,61,82,142,3,0,3,205,219,422,116,151,270,38,73,106,9,33,43,46,109,158,0,0,3,215,373,587,27,25,55,38,80,114,3,0,4,62,106,171,711,772,1486,2907,3083,5988
POA3202,35,33,65,108,105,218,39,27,68,27,26,52,183,154,339,72,55,128,21,19,43,15,28,45,111,108,220,23,3,28,0,7,3,4,0,4,8,19,20,0,0,0,36,23,60,25,26,53,5,14,21,0,3,9,10,16,26,0,0,0,48,63,104,7,8,21,9,12,24,0,0,0,19,29,45,90,112,201,506,517,1027
POA3204,295,274,568,1031,905,1940,268,258,528,137,190,327,1442,1356,2802,788,700,1485,233,254,487,259,255,517,1278,1214,2495,65,61,129,54,86,138,54,28,83,54,94,149,0,0,0,232,265,496,599,666,1261,162,192,351,52,55,98,131,209,335,6,6,10,944,1118,2062,37,41,78,63,125,187,0,0,0,99,168,266,723,678,1405,5025,5068,10091
POA3205,65,62,134,169,142,315,38,56,93,39,32,68,241,225,469,81,75,153,21,25,44,55,60,117,155,156,313,16,12,27,19,25,39,11,11,21,17,33,46,0,3,3,64,77,138,137,195,334,87,109,200,16,20,38,88,130,220,0,0,0,332,454,791,19,30,46,33,50,78,0,0,0,48,76,125,545,526,1073,1456,1586,3046
POA3206,107,97,198,281,290,573,48,27,77,107,80,184,429,406,834,117,111,223,22,34,56,142,134,279,274,279,550,3,0,6,11,9,17,4,3,7,22,22,43,0,0,0,38,36,75,110,97,209,50,48,100,14,12,26,64,95,162,0,0,3,237,259,498,9,8,14,21,42,68,0,3,3,29,53,86,367,368,732,1481,1494,2977
POA3207,112,124,235,311,285,605,69,46,118,57,38,98,435,376,814,177,154,328,34,52,81,70,72,144,282,275,556,12,13,27,12,16,35,14,11,20,27,41,71,0,0,0,68,90,158,97,148,249,48,77,123,18,20,42,109,161,268,0,0,0,270,408,681,19,10,32,34,67,102,0,0,3,48,80,129,675,758,1433,1892,2106,3997
POA3211,4,7,9,45,37,79,3,5,12,11,15,29,61,55,114,25,22,45,4,8,15,17,14,27,42,45,89,3,3,5,0,0,0,7,0,9,3,4,7,0,0,0,15,9,29,10,6,17,0,0,0,0,0,0,5,4,8,0,0,0,15,11,29,0,0,0,0,3,7,0,0,0,3,3,5,72,71,141,213,206,421
POA3212,150,150,302,476,448,924,178,194,375,58,64,117,707,699,1413,367,285,651,114,175,292,101,94,198,582,554,1139,26,31,63,9,23,29,48,28,76,32,66,100,0,0,0,121,150,264,107,149,257,24,51,71,18,29,44,41,83,125,4,0,3,188,313,503,43,44,89,27,40,66,0,0,0,76,81,156,1360,423,1784,3191,2369,5560
POA3213,28,32,59,87,121,212,44,38,83,54,46,101,184,204,392,55,51,107,55,72,128,71,54,129,185,180,364,8,9,15,0,4,4,14,14,22,6,15,17,0,0,0,27,32,64,43,49,88,3,8,12,6,9,20,4,23,25,0,0,0,62,87,145,7,0,8,6,17,21,0,0,0,13,20,29,132,124,259,640,674,1311
POA3214,146,145,293,764,741,1507,152,149,299,57,32,90,967,923,1895,593,571,1168,67,98,167,335,261,593,1000,926,1929,58,72,127,29,75,101,62,52,114,56,85,141,0,4,4,202,290,486,85,127,212,33,54,87,13,35,45,23,54,75,0,3,3,158,269,423,75,105,181,72,147,224,4,0,6,155,259,411,1201,1244,2442,3825,4061,7883
POA3215,160,150,306,402,370,778,199,228,428,123,98,214,725,692,1422,274,215,495,169,226,400,148,122,266,591,563,1156,31,43,71,24,46,71,54,34,90,66,65,130,3,3,6,184,190,370,181,226,410,56,61,123,21,25,54,52,106,161,0,0,4,313,430,745,20,25,48,51,77,129,0,0,3,76,107,181,738,884,1620,2785,3016,5796
POA3216,497,430,928,1551,1435,2989,454,423,884,304,282,585,2311,2150,4464,1007,849,1856,402,476,873,379,413,798,1787,1743,3525,113,119,231,40,70,114,166,81,247,137,173,306,0,3,3,456,440,898,1301,1419,2720,427,357,787,88,123,213,196,359,557,3,8,11,2015,2274,4288,58,64,117,110,177,289,0,3,3,170,241,411,1410,1579,2990,8642,8854,17503
POA3217,61,79,146,187,173,359,52,69,123,46,66,110,283,305,591,109,100,213,28,43,73,47,40,86,187,185,370,16,13,29,3,6,11,24,15,35,25,26,48,0,0,0,66,55,123,75,87,161,23,26,45,7,22,24,18,65,87,0,0,4,129,197,324,4,4,12,11,20,37,0,0,0,16,27,47,243,268,507,988,1122,2106
POA3218,131,121,252,241,252,493,162,173,336,82,77,160,482,510,994,101,86,187,135,199,338,89,79,160,321,361,681,28,37,65,16,36,52,30,28,54,46,62,105,0,3,4,125,157,283,167,209,372,78,75,156,16,19,40,63,146,208,0,3,5,324,449,776,13,21,35,32,53,81,3,3,6,46,74,124,388,449,838,1829,2122,3944
POA3219,139,101,242,468,418,886,166,153,321,36,48,79,673,616,1284,376,289,666,124,127,250,44,59,100,542,480,1016,54,62,112,27,41,63,71,43,117,68,89,155,0,4,3,222,229,449,133,205,334,58,93,156,19,26,40,51,100,150,0,0,3,264,420,681,15,25,36,37,88,118,3,5,8,49,115,164,708,769,1472,2587,2722,5311
POA3220,159,112,276,312,297,610,196,149,347,86,121,205,588,566,1158,78,70,154,199,253,458,290,223,509,566,547,1118,23,37,64,12,26,38,29,12,42,27,50,75,0,3,3,97,131,229,266,322,588,130,142,270,35,38,77,110,139,246,0,0,4,545,643,1186,14,14,30,29,45,71,0,0,0,43,56,104,534,584,1119,2539,2642,5189
POA3221,15,9,16,17,24,36,6,0,6,10,11,18,26,38,66,7,4,5,15,13,24,16,16,31,31,38,66,0,0,0,0,0,0,3,0,0,0,5,5,0,0,0,0,4,8,8,8,14,0,3,4,0,0,0,4,7,8,0,0,0,8,20,29,0,0,0,0,0,0,0,0,0,0,4,4,33,20,52,121,124,242
POA3222,127,97,230,429,447,880,134,110,247,62,75,139,624,643,1266,264,245,509,145,158,301,101,78,180,518,475,996,22,22,42,9,24,25,55,25,73,40,53,91,4,0,4,121,119,239,81,116,199,22,56,75,16,14,33,32,70,102,0,0,0,145,259,411,14,14,25,27,45,67,0,3,5,34,59,98,436,481,918,2011,2138,4153
POA3223,36,52,81,140,138,277,49,34,86,30,24,54,222,191,413,82,76,160,44,40,80,12,22,33,140,133,276,11,10,18,4,12,15,19,9,29,8,18,30,0,0,0,51,52,102,24,30,52,12,16,25,0,0,7,7,31,39,0,0,0,45,80,125,3,5,4,18,21,37,0,0,0,20,24,45,328,353,679,842,879,1726
POA3224,123,111,236,446,417,859,99,104,204,52,43,94,592,565,1160,246,242,492,159,168,327,66,67,133,464,478,946,25,31,49,9,27,41,41,23,60,46,58,99,0,3,4,118,140,258,73,120,198,16,42,62,10,15,29,43,71,112,0,0,4,141,253,399,9,17,30,26,40,61,0,0,0,36,54,88,399,414,811,1876,2015,3896
POA3225,19,27,43,65,64,133,54,40,98,7,15,19,129,120,252,27,31,49,39,40,82,33,36,70,100,103,203,3,6,7,0,3,3,15,0,15,8,3,8,0,0,0,20,15,32,22,27,50,9,8,22,3,3,6,16,29,44,0,0,0,45,73,124,4,7,6,3,5,14,0,0,0,10,10,18,157,169,321,480,524,999
POA3226,143,104,252,465,466,931,193,201,395,49,31,84,706,701,1405,210,160,370,168,173,342,100,98,195,472,434,908,18,16,33,11,14,25,35,19,61,50,57,110,0,0,0,115,120,230,86,115,203,21,39,68,12,20,28,43,117,159,0,0,0,164,296,458,8,19,24,16,52,71,0,0,0,29,69,97,310,345,654,1936,2066,3994
POA3227,70,45,110,234,225,461,19,22,38,24,31,55,279,273,547,49,57,109,48,46,95,86,41,130,183,139,328,3,4,9,3,4,8,18,5,25,7,16,28,0,0,0,35,31,68,38,48,85,3,17,20,3,3,5,14,38,56,0,0,0,62,107,167,3,0,4,5,10,12,0,0,0,4,10,15,192,159,350,826,764,1586
