POA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA3265,40,0,0,0,0,40,11,0,0,0,0,11,13,0,0,0,0,13,16,0,0,0,0,16,31,0,0,0,0,33,65,0,0,0,0,65,42,0,0,0,0,42,48,0,0,0,0,48,13,0,0,0,0,13,16,0,0,0,0,12,18,0,0,0,0,18,31,0,0,0,0,31,335,0,0,0,0,336
POA3266,36,0,0,0,0,36,7,0,0,0,0,7,8,0,0,0,0,8,30,0,0,0,0,30,45,0,0,0,0,45,60,0,0,0,3,60,52,0,0,0,0,52,29,0,0,0,0,34,10,0,0,0,0,10,6,0,0,0,0,5,20,0,0,0,0,21,22,0,0,0,0,22,329,0,0,0,3,338
POA3267,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,9,0,0,0,0,9,26,0,0,0,0,26
POA3268,48,0,0,0,0,48,4,0,0,0,0,4,12,0,0,0,0,12,27,0,0,0,0,27,21,0,0,0,0,21,60,0,0,0,0,60,30,0,0,0,0,31,31,0,0,0,0,31,8,0,0,0,0,8,5,0,0,0,0,5,15,0,0,0,0,15,33,0,0,0,0,35,288,0,0,0,6,289
POA3269,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,9,5,0,0,0,0,7,10,0,0,0,0,10,0,0,0,0,0,5,7,0,0,0,0,11,7,0,0,0,3,7,61,0,0,0,5,71
POA3270,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
POA3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
POA3272,23,0,0,0,0,26,7,0,0,0,0,7,13,0,0,0,0,19,25,0,0,0,0,25,22,0,0,0,0,22,36,0,0,0,0,40,14,0,0,0,0,14,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,175,0,0,0,0,177
POA3273,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
POA3274,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,28,0,0,0,0,28
POA3275,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,10,27,0,0,0,0,27,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,74,0,0,0,0,74
POA3276,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,17,0,0,0,0,17,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,3,67,0,0,3,0,67
POA3277,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,4,13,0,0,0,0,12,15,0,0,3,0,18,48,0,0,7,0,46,50,0,0,0,0,52,43,0,0,3,0,43,14,0,0,0,0,14,3,0,0,0,0,3,7,0,0,0,0,7,25,0,0,0,0,25,230,0,0,14,3,248
POA3278,8,0,0,0,0,8,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,10,0,0,0,0,10,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,45,0,0,0,0,45
POA3279,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,4,5,0,0,0,0,5,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,24
POA3280,159,13,7,0,0,174,100,10,0,0,0,110,78,3,0,0,0,78,154,17,3,0,0,178,251,12,7,0,0,278,786,60,17,0,0,862,803,24,3,0,3,836,619,19,3,0,0,637,164,12,0,0,0,177,94,4,0,0,0,107,63,3,0,0,0,64,124,12,3,0,0,136,3396,181,37,3,5,3632
POA3281,7,0,0,0,0,7,11,0,0,0,0,11,3,0,0,0,0,3,11,0,0,0,0,10,17,0,0,0,0,19,54,0,0,0,0,54,51,0,0,0,0,51,64,0,0,0,0,64,12,0,0,0,0,12,14,0,0,0,0,14,11,0,0,0,0,12,9,0,0,0,0,9,270,0,0,0,3,274
POA3282,19,0,0,0,0,19,12,0,0,0,0,11,7,0,0,0,0,11,25,0,0,0,0,25,30,0,0,0,0,30,85,0,0,0,0,84,81,0,0,0,0,81,49,0,0,0,0,49,21,0,0,0,0,21,16,0,0,0,0,16,5,0,0,0,0,5,19,0,0,0,0,19,350,0,0,4,0,356
POA3283,10,0,0,0,0,10,6,0,0,0,0,6,5,0,0,0,0,10,16,0,0,0,0,16,18,0,0,0,0,18,43,0,0,0,0,43,30,0,0,0,0,30,28,0,0,0,0,28,7,0,0,0,0,7,15,0,0,0,0,15,13,0,0,0,0,13,8,0,0,0,0,8,190,0,0,0,0,194
POA3284,15,0,0,0,0,15,11,0,0,0,0,11,4,0,0,0,0,4,15,0,0,0,0,15,15,0,0,0,0,13,69,0,0,0,0,69,48,0,0,0,0,50,67,0,0,0,0,73,33,0,0,0,0,33,21,3,0,0,0,21,6,0,0,0,0,11,12,0,0,0,0,16,322,11,0,4,0,339
POA3285,8,0,0,0,0,8,10,0,0,0,0,10,6,0,0,0,0,6,4,0,0,0,0,4,15,0,0,0,0,15,34,0,0,0,0,35,32,0,0,0,0,32,20,0,0,0,0,24,10,0,0,0,0,10,8,0,0,0,0,8,8,0,0,0,0,8,12,0,0,0,0,13,162,0,0,3,0,162
POA3286,4,0,0,0,0,4,8,0,0,0,0,8,9,0,0,0,0,9,10,0,0,0,0,10,14,0,0,0,0,14,17,0,0,0,0,17,8,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,72,0,0,0,0,70
POA3287,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,0,0,6,9,0,0,0,0,9,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,48,0,0,0,0,51
POA3289,13,0,0,0,0,13,4,0,0,0,0,4,4,0,0,0,0,4,19,0,0,0,0,19,7,0,0,0,0,7,13,0,0,0,0,13,4,0,0,0,0,4,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,92,0,0,3,0,94
POA3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
POA3293,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,31,0,0,0,0,32
POA3294,13,0,0,0,3,14,3,0,0,0,0,3,8,0,0,0,0,8,8,0,0,0,0,8,9,0,0,0,0,9,24,0,0,0,0,24,7,0,0,0,0,7,3,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,6,77,0,0,0,4,89
POA3300,70,0,0,0,0,74,63,0,0,0,0,60,52,0,0,0,0,52,145,3,0,0,0,153,142,0,0,0,0,149,325,0,0,0,0,329,181,0,0,0,0,179,93,0,0,0,0,94,35,0,0,0,0,35,25,0,0,0,0,25,13,0,0,0,0,18,58,0,0,0,0,58,1197,4,3,5,3,1217
POA3301,14,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,16,0,0,0,0,13,19,0,0,0,0,19,19,0,0,0,0,19,24,0,0,0,0,24,8,0,0,0,0,8,15,0,0,0,0,15,8,0,0,0,0,8,14,0,0,0,0,14,134,0,0,0,0,139
POA3302,7,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,45,0,0,0,0,42
POA3303,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,16,0,0,0,0,16,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,45,0,0,0,0,45
POA3304,24,0,0,0,0,24,18,0,0,0,0,18,33,0,0,0,0,35,45,0,0,0,0,45,47,0,0,0,0,47,82,0,0,0,0,82,33,0,0,0,0,36,29,0,0,0,0,29,5,0,0,0,0,5,7,0,0,0,0,7,4,0,0,0,0,4,22,0,0,0,0,22,344,0,0,0,0,343
POA3305,97,3,3,0,0,99,56,0,0,0,0,58,69,0,0,0,0,67,114,0,0,0,0,123,151,0,0,0,0,153,432,5,0,0,0,435,279,4,3,0,0,285,173,0,0,0,0,173,41,0,0,0,0,47,45,0,0,0,0,45,22,0,0,0,0,23,94,0,0,0,0,94,1573,10,13,0,5,1598
POA3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
POA3310,8,0,0,0,0,8,3,0,0,0,0,3,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,29,0,0,0,0,29
POA3311,6,0,0,0,0,6,23,0,0,0,0,23,26,0,0,0,0,31,24,0,0,0,0,24,21,0,0,0,0,24,38,0,0,0,0,38,12,0,0,0,0,12,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,172,0,0,0,0,174
POA3312,10,0,0,0,0,10,12,0,0,0,0,12,15,0,0,0,0,15,12,0,0,0,0,12,16,0,0,0,0,16,7,0,0,0,0,7,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,85,0,0,0,0,85
POA3314,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,9,4,0,0,0,0,4,16,0,0,0,0,16,5,0,0,0,0,5,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,62,0,0,0,0,63
POA3315,25,0,0,0,0,25,17,0,0,0,0,17,18,0,0,0,0,18,23,3,0,0,0,29,23,0,0,0,0,23,20,0,0,0,0,20,8,0,0,0,0,8,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,11,157,3,0,3,0,160
POA3317,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
POA3318,20,0,0,0,0,20,18,0,0,0,0,18,13,0,0,0,0,15,25,0,0,0,0,25,22,0,0,0,0,22,16,0,0,0,0,16,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,13,0,0,0,0,13,153,0,0,0,0,154
POA3319,7,0,0,0,0,11,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,40,0,0,4,0,39
POA3321,14,0,0,0,0,14,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,22,0,0,0,0,22,54,0,0,0,0,52,45,0,0,0,0,47,67,0,0,0,0,71,31,0,0,0,0,31,21,0,0,0,0,21,8,0,0,0,0,8,15,0,0,0,0,15,295,0,0,0,0,297
POA3322,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,20,0,0,0,0,20
POA3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA3324,4,0,0,0,0,4,9,0,0,0,0,9,8,0,0,0,0,8,10,0,0,0,0,10,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,57,0,0,0,0,56
POA3325,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,38,0,0,0,0,38
POA3328,12,0,0,0,0,12,9,0,0,0,0,9,3,0,0,0,0,3,21,0,0,0,0,21,15,0,0,0,0,15,51,0,0,0,0,51,58,0,0,0,0,56,103,0,0,0,0,103,32,0,0,0,0,32,6,0,0,0,0,6,9,0,0,0,0,9,23,0,0,0,0,23,347,0,0,0,0,352
POA3329,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,3,8,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,39,0,0,0,3,44
POA3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,24
POA3331,33,0,0,0,0,33,17,0,0,0,0,17,20,0,0,0,0,20,20,0,0,0,0,20,39,0,0,0,0,39,161,0,0,0,0,162,234,0,0,0,0,234,313,0,0,0,0,313,102,0,0,0,0,102,53,0,0,0,0,54,20,0,0,0,0,20,55,0,0,0,0,62,1076,0,0,3,0,1076
POA3332,8,0,0,0,0,8,12,0,0,0,0,12,3,0,0,0,0,3,7,0,0,0,0,7,8,0,0,0,0,8,38,0,0,0,0,38,41,0,0,0,0,42,39,0,0,0,0,39,10,0,0,0,0,10,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,178,0,0,0,0,181
POA3333,9,0,0,0,0,9,5,0,0,0,0,5,6,0,0,0,0,5,8,0,0,0,0,5,11,0,0,0,0,11,20,0,0,0,0,21,25,0,0,0,0,25,17,0,0,0,0,22,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,5,114,0,3,0,0,122
POA3334,5,0,0,0,0,5,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21,20,0,0,0,0,20,15,0,0,0,0,15,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,79,0,0,0,0,79
POA3335,21,5,0,0,0,24,4,0,0,0,0,4,6,3,0,0,0,11,25,0,0,0,0,25,21,3,0,0,0,22,111,7,0,0,4,120,190,9,0,0,6,200,393,14,0,0,6,416,164,0,0,0,4,168,76,0,0,0,0,77,28,3,0,0,0,33,60,7,0,0,0,61,1097,47,0,0,18,1165
POA3337,183,22,0,0,0,206,118,15,0,0,0,134,104,13,0,0,0,119,201,22,0,0,0,222,308,38,0,0,0,347,1223,169,0,0,0,1398,1300,152,0,0,0,1455,888,83,0,0,0,977,198,19,0,0,0,211,130,8,0,0,0,145,89,6,0,0,0,93,243,18,0,0,0,260,4994,575,3,4,3,5574
POA3338,111,9,0,0,0,118,68,5,0,0,0,67,65,3,0,0,0,71,114,9,0,0,0,123,198,9,3,0,0,214,719,34,4,0,0,758,856,19,5,0,3,884,797,6,0,0,7,814,201,0,0,0,0,200,95,4,0,0,0,100,52,0,0,0,0,52,136,6,0,0,0,140,3410,107,11,0,9,3538
POA3340,111,5,0,0,0,122,66,6,0,0,0,68,56,4,0,0,0,63,111,3,0,0,0,116,180,10,0,0,0,195,596,34,0,0,0,634,728,25,0,0,0,749,669,34,0,0,0,708,215,23,0,0,0,235,153,8,0,0,0,156,46,0,0,0,0,47,142,4,0,0,0,148,3072,157,4,3,4,3241
POA3341,14,0,0,0,0,14,9,0,0,0,0,9,8,0,0,0,0,8,22,0,0,0,0,22,16,0,0,0,0,16,38,0,0,0,0,38,59,0,0,0,0,59,59,0,0,0,0,59,36,0,0,0,0,36,25,0,0,0,0,28,11,0,0,0,0,11,22,0,0,0,0,22,317,0,0,0,0,322
POA3342,21,0,3,0,0,24,17,0,0,0,0,17,10,0,0,0,0,10,21,0,0,0,0,21,30,0,0,0,0,30,109,0,3,3,0,110,104,0,3,0,0,108,116,0,0,0,0,117,48,0,0,0,0,48,27,0,0,0,0,27,17,0,0,0,0,17,40,0,0,0,0,40,556,0,9,3,0,568
POA3345,7,0,0,0,0,10,7,0,0,0,0,7,3,0,0,0,0,3,10,0,0,0,0,10,25,0,0,0,0,25,36,0,0,0,0,38,43,0,0,0,0,43,40,0,0,0,0,40,27,0,0,0,0,27,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,206,0,0,0,3,208
POA3350,277,16,3,0,0,298,209,12,3,0,0,225,186,13,5,0,0,209,344,20,11,3,3,384,578,37,6,3,0,626,1585,113,15,3,6,1727,1456,83,11,0,7,1552,1160,50,5,3,7,1218,386,15,0,3,0,409,246,19,0,0,0,259,153,7,0,0,0,159,228,7,0,0,0,239,6813,397,57,22,26,7311
POA3351,60,0,0,0,0,60,43,0,0,0,0,43,41,0,0,0,0,41,77,0,0,0,0,77,118,0,0,0,0,118,289,0,0,4,0,291,268,0,0,3,3,272,211,0,0,3,0,217,82,0,0,0,0,82,43,0,0,0,0,43,11,0,0,0,0,12,76,0,0,0,0,80,1319,0,0,9,9,1332
POA3352,118,0,0,7,0,117,71,0,0,0,0,71,69,0,0,0,0,70,126,0,0,4,0,131,176,0,0,0,0,185,481,0,0,0,8,483,538,0,0,3,0,543,444,0,0,11,0,455,142,0,0,0,0,143,113,0,0,3,0,114,62,0,0,3,0,64,135,0,0,0,0,135,2479,0,0,37,11,2524
POA3355,62,3,0,0,0,66,45,6,0,0,0,50,40,0,3,0,0,46,86,12,0,0,0,103,147,6,0,0,0,156,361,18,0,3,0,379,177,10,3,0,0,189,97,7,0,0,0,107,30,0,0,0,0,33,17,0,0,0,0,24,15,0,0,0,0,15,54,3,0,0,0,54,1128,75,12,3,0,1224
POA3356,58,10,0,0,0,64,48,8,0,0,0,63,56,15,0,0,0,74,109,27,0,0,0,137,193,41,0,0,0,231,587,106,0,0,0,699,403,80,0,0,3,490,235,28,0,0,0,267,27,6,0,0,0,38,11,0,0,0,0,17,13,0,0,0,0,13,64,21,0,0,0,80,1810,344,3,0,3,2161
POA3357,30,0,0,0,0,30,16,0,0,0,0,16,15,0,0,0,0,15,25,0,0,0,0,25,26,3,0,0,0,23,88,0,0,0,0,92,100,0,0,0,0,99,105,0,0,0,0,102,41,0,0,0,0,41,29,0,0,0,0,29,15,0,0,0,0,15,21,0,0,0,0,21,502,6,0,0,0,510
POA3360,14,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,11,10,0,0,0,0,10,34,0,0,0,0,34,24,0,0,0,0,24,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,113,0,0,0,0,111
POA3361,13,0,0,0,0,13,4,0,0,0,0,4,6,0,0,0,0,6,16,0,0,0,0,16,7,0,0,0,0,7,11,0,0,0,0,11,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,72,0,0,0,0,72
POA3363,22,0,0,4,0,28,16,0,0,5,0,17,11,0,0,4,0,16,30,0,0,10,0,44,43,0,0,6,6,58,94,0,0,18,5,122,67,0,0,10,4,86,44,0,0,9,0,56,8,0,0,0,0,8,3,0,0,3,0,9,3,0,0,0,0,3,17,0,0,4,0,15,361,5,0,70,18,454
POA3364,13,0,0,0,0,13,11,0,0,0,0,11,8,0,0,0,0,9,28,0,0,0,0,30,25,0,0,0,0,25,67,0,0,0,0,66,50,0,0,0,0,50,35,0,0,0,0,40,11,0,0,0,0,11,12,0,0,0,0,12,9,0,0,0,0,9,25,0,0,0,0,23,288,0,0,3,0,298
POA3370,18,0,0,0,0,18,12,0,0,0,0,12,17,0,0,0,0,17,21,0,0,0,0,21,32,0,0,0,0,32,57,0,0,0,0,56,43,0,0,0,0,41,23,0,0,0,0,23,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,251,0,0,0,0,252
POA3371,13,0,0,0,0,13,12,0,0,0,0,13,11,0,0,0,0,11,24,0,0,0,0,25,22,0,0,0,0,22,24,0,0,0,0,27,15,0,0,0,0,15,8,0,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,137,0,0,3,0,142
POA3373,21,0,0,0,0,21,15,0,0,0,0,15,5,0,0,0,0,5,32,0,0,0,0,35,34,0,0,0,0,34,67,0,0,0,0,67,45,0,0,0,0,45,19,0,0,0,0,19,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,22,0,0,0,0,19,272,0,0,0,3,270
POA3374,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,4,0,0,0,0,4,10,0,0,0,0,10,11,0,0,0,0,11,10,0,0,0,0,10,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,59,0,0,0,0,59
POA3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
POA3377,56,0,0,0,0,54,58,0,0,0,0,58,57,3,0,0,0,63,112,3,0,0,0,118,154,0,0,0,3,156,274,0,0,0,0,278,141,0,0,0,0,140,78,0,0,0,0,80,17,0,0,0,0,20,20,0,0,0,0,20,15,0,0,0,0,19,46,0,3,0,0,48,1025,3,9,4,3,1049
POA3378,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
