POA_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA3401,16,19,12,5,3,0,60,0,9,27,18,16,11,0,0,86,3,58,94,71,53,34,4,3,312,10,34,76,79,89,52,8,7,367,74,106,148,186,136,67,11,3,742,3,12,7,3,8,3,0,0,38,11,0,12,13,17,11,4,0,72,90,119,162,207,162,83,16,5,853,3,0,3,3,7,0,3,0,16,47,29,39,55,60,44,25,8,307,150,255,416,456,394,239,69,24,1996
POA3407,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,5,7,8,12,3,0,0,29,0,0,13,10,13,5,3,0,44,3,8,4,21,13,5,0,0,53,5,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,3,6,9,7,21,14,12,0,0,68,0,0,0,0,0,0,0,0,4,3,0,0,5,5,4,5,6,29,11,25,27,46,40,24,9,4,186
POA3409,3,3,3,0,0,0,9,0,0,4,7,7,0,0,0,22,0,3,18,18,25,12,3,0,84,0,7,14,15,10,5,0,3,55,17,19,28,28,29,3,4,0,119,0,0,0,5,0,0,0,0,11,0,4,3,0,3,0,0,0,11,16,21,35,30,33,3,4,0,138,0,0,0,0,3,0,0,0,3,4,7,0,3,16,15,21,29,94,26,43,68,77,91,38,30,35,412
POA3412,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,4,3,9,3,0,0,0,16,0,3,3,0,0,0,0,0,7,3,9,4,19,0,6,0,0,37,0,4,3,0,0,0,0,0,7,0,0,0,4,3,0,0,0,8,4,11,9,17,8,6,0,0,50,0,0,0,0,0,0,0,0,0,6,0,0,9,3,3,4,3,26,5,22,14,34,15,16,9,3,116
POA3413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,0,0,0,15,0,0,0,9,3,5,3,0,24,4,0,8,3,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,11,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,3,3,3,4,5,0,0,0,18,5,11,21,17,16,8,3,0,78
POA3414,3,4,3,0,0,0,14,0,3,3,3,7,0,0,0,21,3,24,17,11,21,13,3,3,97,9,16,22,29,26,11,0,0,124,31,30,42,48,57,24,13,0,249,3,3,0,0,5,0,0,0,14,3,0,4,8,10,3,0,0,26,36,33,45,56,68,33,15,3,291,0,0,0,0,5,0,0,0,11,18,11,20,29,44,36,34,29,228,70,100,112,127,184,94,54,36,781
POA3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,9,0,0,0,19
POA3418,7,7,4,0,0,0,23,0,4,4,5,7,7,0,0,26,19,37,32,25,39,11,13,0,176,5,21,18,44,31,15,9,4,151,48,82,75,91,67,33,19,3,415,12,10,7,4,3,0,0,0,34,5,5,7,12,14,4,0,0,43,64,95,86,110,84,37,20,3,495,0,0,0,0,0,0,0,0,8,18,15,13,34,30,47,28,25,216,102,188,161,222,200,114,76,34,1104
POA3419,3,5,0,0,0,0,9,0,3,0,7,0,0,0,0,12,3,18,12,13,6,11,8,0,60,0,8,3,10,18,7,5,0,44,16,21,19,24,27,14,3,0,129,0,0,0,4,4,0,0,0,12,0,5,3,8,3,0,0,0,13,19,23,21,36,25,14,3,0,151,0,0,0,0,0,0,0,0,4,3,3,3,4,3,7,7,3,39,28,64,40,71,50,39,23,6,320
POA3420,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,6,6,0,0,0,0,0,12,0,3,3,0,0,0,0,0,12,3,11,9,3,11,0,0,0,33,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,15,10,8,9,0,0,0,43,0,0,0,0,0,0,0,0,5,0,7,6,0,9,3,3,0,23,8,34,21,14,22,5,3,0,105
POA3423,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,4,3,0,0,0,0,15,0,5,6,3,8,3,0,0,26,7,9,7,10,10,8,0,0,57,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,10,11,16,17,5,0,0,66,0,0,0,0,0,0,0,0,3,0,8,0,9,15,6,9,4,48,14,23,20,35,41,13,11,3,166
POA3424,0,0,3,0,0,0,7,0,3,3,3,3,0,0,0,10,3,9,8,14,10,3,0,0,55,4,3,3,3,5,9,0,0,30,8,17,27,19,17,16,0,3,111,0,0,3,0,3,3,0,0,11,0,3,0,0,3,0,0,0,9,9,17,35,26,25,19,0,3,131,0,0,0,0,0,0,0,0,3,5,3,6,8,4,16,10,3,63,21,38,55,53,60,54,15,10,297
POA3427,9,8,4,0,0,0,37,4,13,3,7,3,0,0,0,29,23,80,51,24,27,6,3,0,208,17,60,36,30,32,8,5,0,194,67,145,73,87,79,37,8,3,501,0,7,3,8,0,0,0,0,25,12,7,9,14,5,7,3,0,61,81,163,89,102,87,48,15,7,587,0,3,0,3,3,0,0,0,11,43,27,31,50,55,51,20,3,275,162,361,215,221,215,118,42,9,1338
POA3428,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,3,9,5,12,12,0,8,0,0,53,3,9,8,14,8,9,0,0,56,6,11,19,30,19,18,6,0,105,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,9,6,14,21,27,19,20,5,0,119,0,0,0,0,0,0,0,0,0,9,11,14,16,26,18,4,3,103,32,37,53,73,57,55,16,4,330
POA3429,159,144,118,32,6,4,610,21,120,151,145,130,53,15,0,634,263,786,808,515,434,189,73,25,3095,245,564,625,641,473,237,116,20,2935,639,1376,1237,1254,954,497,182,71,6207,74,75,59,54,56,23,3,3,351,45,75,101,132,118,79,26,11,581,755,1521,1398,1435,1134,604,214,81,7139,9,31,33,37,41,28,10,12,201,301,275,322,307,330,306,202,104,2137,1609,3420,3496,3232,2656,1460,634,243,16749
POA3430,3,3,0,4,0,0,8,0,0,0,3,0,0,0,0,4,0,4,8,0,0,3,0,0,18,0,0,3,6,3,0,0,0,15,4,4,7,12,3,3,0,0,35,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,11,4,8,13,6,3,0,0,51,0,0,0,0,0,0,0,0,0,10,0,7,10,6,8,6,0,47,20,6,24,33,19,19,5,0,140
POA3431,18,32,23,13,3,0,96,0,10,19,27,20,11,0,0,90,31,71,107,114,69,47,9,0,451,12,34,68,73,88,40,12,0,342,68,115,134,167,124,59,23,4,686,8,3,4,4,9,0,0,0,33,4,3,14,22,20,13,4,3,73,79,128,152,188,147,67,30,7,796,0,0,0,10,6,11,3,0,27,32,17,29,36,28,39,10,8,196,152,265,391,487,392,228,68,14,1998
POA3432,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,17,0,0,3,3,3,4,0,0,16,3,0,4,11,3,3,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,11,3,4,0,0,27,0,0,0,0,0,0,0,0,0,3,3,3,9,9,3,4,0,34,5,6,15,24,18,13,7,0,92
POA3433,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,3,3,4,3,5,0,0,15,0,0,3,4,0,3,0,0,21,3,10,14,12,3,3,0,0,41,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,14,12,3,3,0,0,41,0,0,0,0,0,0,0,0,0,5,0,3,3,0,3,0,0,22,5,18,28,31,9,10,3,0,109
POA3434,15,12,16,9,5,0,74,0,12,18,19,26,3,0,0,80,22,72,100,85,69,33,5,3,391,11,59,98,114,77,58,14,3,429,89,153,171,200,125,80,28,3,847,3,9,3,12,5,0,0,0,31,9,15,17,20,21,10,3,0,88,98,170,191,230,155,89,32,7,972,0,0,4,5,9,8,3,0,27,64,34,66,58,63,72,26,10,402,206,359,486,533,418,274,85,27,2382
POA3435,13,12,14,6,3,0,52,0,3,23,13,11,3,6,0,67,10,32,60,43,55,31,6,4,245,8,28,47,45,51,30,8,4,218,31,97,102,88,110,48,7,7,483,5,6,0,8,7,0,0,0,26,3,7,10,3,8,10,0,0,39,37,106,111,101,125,61,7,6,553,0,3,0,3,3,4,0,0,16,44,20,27,48,63,37,26,9,288,105,196,285,272,322,172,61,27,1442
POA3437,93,78,57,35,3,0,302,4,28,70,73,60,36,11,0,273,78,235,377,249,193,93,28,10,1265,46,130,175,224,158,116,49,17,915,121,295,323,323,236,151,67,7,1526,18,12,14,17,6,4,0,0,73,11,21,36,39,33,29,6,3,178,153,331,365,379,277,189,73,11,1774,3,10,16,3,5,14,3,0,54,63,67,91,104,85,120,73,61,658,350,827,1185,1103,838,602,239,99,5241
POA3438,19,21,5,5,0,0,60,0,10,20,16,12,6,0,0,67,11,52,82,53,40,26,4,7,275,12,21,64,45,30,30,12,3,216,40,61,66,95,51,27,10,6,356,6,0,6,3,3,0,0,0,23,6,5,7,11,9,6,6,3,43,47,65,83,106,54,33,20,7,420,0,0,0,3,6,3,0,0,13,14,12,18,25,17,26,4,3,122,91,167,288,270,158,139,39,19,1172
POA3440,26,22,22,9,3,0,96,0,3,24,25,16,8,0,0,81,11,48,84,56,65,29,5,0,299,5,10,37,36,44,30,13,0,179,16,26,51,49,51,40,16,3,249,0,3,0,3,3,0,0,0,11,0,0,4,3,11,11,7,0,36,16,29,54,58,62,50,21,4,294,0,0,0,0,4,0,0,0,6,23,13,24,26,43,28,14,0,172,62,115,250,228,253,155,56,8,1123
POA3441,21,30,16,19,0,0,99,0,0,5,13,16,6,3,0,46,12,28,64,70,43,39,3,0,245,0,14,17,28,24,28,4,0,113,12,9,28,27,32,19,5,3,132,0,0,0,0,0,0,0,0,4,0,0,3,4,0,4,0,0,17,12,12,29,35,32,25,12,3,155,0,0,0,0,0,3,0,0,10,10,13,11,16,22,25,14,3,99,28,78,142,182,160,138,38,8,770
POA3442,100,96,75,50,10,3,371,3,24,75,74,69,19,3,0,268,34,127,323,260,177,136,45,7,1108,16,49,109,148,130,105,33,6,611,73,110,167,191,167,100,36,3,852,10,6,11,9,8,8,0,0,55,9,7,17,23,19,24,3,0,106,89,127,191,224,196,131,39,8,1014,3,4,5,4,12,9,3,0,41,90,50,74,110,108,118,61,57,674,235,416,882,921,776,570,202,76,4073
POA3444,62,56,67,50,12,3,280,0,21,62,42,63,33,9,0,222,26,140,257,207,161,139,51,11,989,21,87,122,160,138,122,39,18,701,110,186,215,282,220,167,68,26,1282,13,19,21,20,18,9,0,0,99,4,25,24,33,33,22,13,6,160,131,231,260,335,265,202,82,35,1537,3,10,13,12,14,12,7,4,68,105,78,116,127,136,161,110,47,875,289,590,887,930,850,709,297,110,4674
POA3446,5,9,10,10,0,0,32,0,3,8,10,6,3,3,0,40,4,13,29,22,25,13,7,0,107,6,6,7,12,14,13,3,0,60,19,21,48,45,34,16,6,3,191,0,0,0,0,0,0,0,0,3,3,0,3,0,6,0,4,0,21,24,26,49,45,41,16,12,3,217,0,0,0,0,0,3,0,0,5,16,11,13,15,30,24,10,3,118,48,57,106,111,132,85,28,7,585
POA3447,3,3,3,3,0,0,10,0,0,4,5,7,3,0,0,21,0,5,9,11,12,9,0,0,57,0,3,4,10,6,3,3,0,38,3,8,12,12,18,5,3,0,66,0,0,0,0,0,0,0,0,4,0,3,0,0,5,3,0,0,15,3,13,12,17,19,8,4,0,77,0,0,0,0,0,0,0,0,0,6,0,10,12,18,10,3,0,48,13,20,47,61,64,36,8,3,246
POA3448,0,9,11,10,0,0,36,0,0,6,3,11,8,0,0,32,4,5,28,18,13,13,3,0,92,0,4,26,17,24,16,3,0,84,10,19,14,27,39,16,5,3,140,0,0,3,3,3,0,0,0,6,0,0,0,3,3,3,0,0,16,10,20,23,33,46,22,6,3,157,0,0,0,0,0,5,0,0,5,6,0,7,12,21,18,4,3,75,26,31,87,87,130,80,16,9,477
POA3450,78,83,73,64,27,4,363,3,20,46,73,71,44,7,0,265,13,110,194,199,195,147,68,17,943,3,46,72,92,119,132,59,16,538,63,96,104,139,132,89,69,19,704,9,5,4,5,9,7,0,0,38,0,7,11,12,25,15,3,4,79,66,104,121,155,162,107,74,26,823,4,0,4,5,11,8,9,5,47,47,63,75,86,112,125,143,125,790,148,380,590,692,747,632,392,194,3774
POA3451,37,47,38,28,12,0,175,0,10,29,44,30,36,9,0,156,11,64,127,111,111,83,24,3,543,10,36,65,92,80,66,28,6,384,73,118,118,151,168,84,39,3,759,8,6,14,12,7,8,0,0,57,0,5,6,8,17,15,6,0,66,86,133,138,175,191,105,48,3,884,3,3,3,3,7,4,4,0,25,138,289,226,209,156,101,39,10,1168,246,551,629,678,619,424,158,28,3331
POA3453,7,18,9,12,0,0,46,0,3,7,20,13,9,0,0,52,3,21,45,50,54,28,10,3,212,8,9,26,38,36,26,10,3,151,27,37,37,56,56,39,14,0,258,3,3,0,4,6,3,0,0,12,3,3,3,3,0,3,3,0,19,25,39,43,64,57,43,20,0,291,0,0,3,3,3,3,0,0,17,12,14,12,18,33,24,8,3,122,50,87,143,207,212,141,54,10,892
POA3458,13,18,33,17,10,0,92,0,5,8,13,17,17,0,0,56,6,28,56,41,55,46,7,3,238,5,16,25,34,51,42,6,6,177,17,35,39,63,53,42,21,3,264,0,0,5,3,0,0,0,0,9,4,0,7,12,3,6,3,0,32,17,37,49,74,56,48,19,3,304,0,0,0,5,0,0,0,0,8,18,8,33,29,49,54,41,29,268,46,89,180,206,260,236,78,40,1144
POA3460,17,21,26,21,3,0,99,0,3,10,21,23,7,6,0,70,11,32,74,72,87,51,14,4,344,5,27,29,56,49,44,14,5,229,26,43,40,63,51,35,19,6,280,3,7,0,3,6,3,0,0,23,0,4,0,9,10,8,0,0,38,31,50,44,76,68,44,19,6,336,3,0,0,0,3,9,0,4,17,30,13,21,40,57,46,43,30,287,72,141,201,281,323,222,102,45,1388
POA3461,36,50,56,31,5,0,183,0,4,16,32,47,19,3,0,126,4,49,115,121,143,79,22,3,540,9,26,63,87,99,65,12,3,372,29,68,93,130,130,90,17,4,566,5,0,11,5,5,3,0,0,35,3,5,15,7,20,17,5,0,69,36,74,116,142,157,109,20,4,673,0,0,3,4,8,9,4,0,30,31,20,48,65,84,75,24,17,368,88,199,396,504,591,386,101,27,2289
POA3462,6,3,3,12,0,0,30,0,3,15,9,14,7,0,0,46,3,8,25,26,23,26,3,0,116,4,4,4,9,31,13,9,0,84,18,25,26,49,48,25,12,0,200,0,0,3,4,5,3,0,0,13,0,0,0,0,6,3,0,0,17,19,25,31,51,59,36,12,0,227,0,0,0,0,0,0,0,0,4,13,9,10,13,21,26,10,9,119,38,55,90,119,151,115,36,11,623
POA3463,9,19,25,23,4,3,83,3,4,7,11,32,15,3,0,77,5,20,42,62,77,53,21,3,284,0,14,24,44,61,53,19,4,209,21,42,51,77,99,67,26,3,382,6,3,0,0,3,0,0,0,12,3,3,4,12,18,13,4,3,59,31,50,50,87,121,81,30,3,456,0,0,0,3,5,6,0,0,16,23,19,28,44,55,48,30,18,264,58,105,162,270,371,278,103,37,1384
POA3464,4,0,5,0,0,0,12,0,0,3,3,3,3,0,0,16,4,6,14,11,16,8,0,0,60,0,10,15,14,16,4,0,0,61,20,35,30,48,41,21,7,3,203,0,3,3,0,0,0,0,0,6,0,3,0,6,8,0,0,0,21,26,37,31,59,49,23,11,3,231,0,0,0,3,0,3,0,0,7,19,0,9,9,19,13,6,5,81,48,63,71,89,109,61,18,9,466
POA3465,12,10,20,14,3,0,66,4,16,12,17,15,21,3,0,81,26,85,75,69,68,80,28,13,451,16,61,93,92,101,101,25,12,500,134,254,252,330,283,258,101,33,1651,15,24,26,22,15,8,7,0,118,11,16,33,24,33,29,11,3,148,156,290,305,378,333,298,116,37,1913,0,3,4,9,3,7,7,3,38,105,72,93,134,142,215,179,84,1018,307,539,593,697,681,736,363,144,4067
POA3467,0,0,3,0,0,0,11,0,0,0,0,7,5,0,0,10,0,13,8,5,19,9,3,0,62,6,12,12,9,18,19,4,0,76,12,18,30,28,27,31,10,3,154,3,3,4,0,7,0,0,0,14,0,0,6,0,7,4,0,0,20,18,20,37,28,31,35,14,3,189,0,0,0,0,4,3,0,0,8,14,11,10,8,32,24,21,16,138,36,56,75,59,117,91,43,18,489
POA3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,7,4,0,0,14,0,3,3,7,7,7,3,0,24,3,4,9,12,6,13,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,9,13,13,11,0,0,56,0,0,0,0,0,0,0,0,5,3,0,0,8,8,7,3,0,27,14,9,10,32,31,28,11,3,131
POA3469,3,0,0,3,0,0,5,0,0,0,0,0,3,0,0,7,0,0,4,6,6,3,0,0,24,0,0,5,3,0,8,4,0,27,0,0,7,11,14,13,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,13,3,0,47,0,0,0,0,0,0,0,0,3,3,0,8,3,6,13,6,3,45,3,0,28,27,38,41,15,6,153
POA3472,0,0,3,3,0,0,11,0,0,0,5,0,3,0,0,16,0,14,12,12,15,15,9,0,71,0,7,8,15,15,18,4,0,74,13,18,30,66,55,43,22,3,247,0,3,3,0,0,0,0,0,13,0,0,3,8,3,9,0,0,25,17,21,37,71,63,51,22,3,283,0,0,0,3,0,0,3,0,7,10,9,14,28,35,50,20,4,180,29,53,68,142,134,142,60,10,637
POA3475,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,14,0,7,0,3,0,0,0,0,14,0,7,3,8,19,18,0,0,58,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,10,6,12,17,20,0,0,62,0,0,0,0,0,0,0,0,3,0,0,3,5,6,11,0,6,40,3,18,10,19,33,36,4,6,133
POA3477,0,3,0,0,0,0,6,0,0,5,0,4,0,0,0,11,0,13,11,11,13,16,0,0,69,3,9,9,14,11,7,0,3,59,8,7,11,35,34,26,3,0,123,3,0,4,7,5,3,0,0,19,0,3,4,3,6,0,0,0,13,10,12,20,41,40,27,3,0,152,0,0,0,0,4,0,0,0,3,5,7,5,16,29,24,10,0,85,21,35,51,90,101,82,15,3,392
POA3478,0,0,3,3,0,0,14,0,4,3,3,8,0,4,0,24,0,23,29,23,18,22,6,3,131,6,14,15,18,25,23,13,7,117,34,61,44,62,76,53,22,6,354,3,4,10,12,6,0,4,0,34,4,6,11,9,12,6,3,0,46,40,72,61,79,96,57,25,6,437,0,0,0,0,4,3,0,0,7,21,18,6,18,36,56,46,24,228,71,138,119,135,186,172,96,35,955
POA3480,3,0,0,0,0,0,7,0,3,7,7,5,3,0,0,22,5,24,19,21,28,5,5,0,99,7,5,16,17,27,11,0,3,94,18,29,48,59,51,48,12,5,274,0,5,8,6,7,3,0,0,28,0,3,0,3,0,3,3,3,17,21,41,53,67,60,54,16,4,317,0,0,0,0,0,0,0,0,3,22,18,15,41,45,50,55,32,270,50,96,118,152,162,121,71,48,820
POA3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,0,5,0,0,12,0,0,4,4,0,6,0,0,14,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,4,6,4,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,5,3,10,4,0,23,4,7,4,12,4,19,5,0,63
POA3483,0,0,0,0,0,0,7,0,6,3,0,4,0,0,0,19,6,17,11,20,13,9,7,0,76,0,6,8,13,8,10,8,0,42,7,23,27,32,20,19,4,0,127,0,0,3,0,0,0,0,0,9,0,3,3,0,0,0,0,0,13,11,26,29,33,26,21,3,0,152,0,0,0,3,0,0,0,0,7,10,12,9,10,13,17,11,13,98,27,76,61,76,61,56,28,14,395
POA3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,10,0,5,3,4,3,4,0,0,18,4,7,6,15,13,10,4,0,47,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,5,7,5,14,11,9,5,0,59,0,0,0,0,0,0,0,0,0,4,0,3,0,5,8,6,0,28,8,6,19,23,28,19,14,0,127
POA3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,3,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,3,0,3,3,4,0,0,15,7,7,5,6,3,4,3,0,44
POA3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,0,6,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,3,4,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,0,4,6,15,4,6,3,0,42
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,8,0,11,0,3,10,4,0,0,32
POA3490,5,0,0,0,0,0,10,0,0,3,5,3,0,0,0,11,9,14,5,8,18,7,0,0,70,4,7,11,16,21,16,0,0,69,20,20,41,34,27,19,5,3,173,3,0,3,5,5,0,0,0,14,0,0,0,6,3,4,0,0,21,23,28,44,48,36,26,5,3,211,0,0,0,0,0,0,0,0,6,15,12,16,27,34,38,28,15,175,42,64,84,97,121,81,41,18,544
POA3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,3,3,0,0,0,0,0,0,10,0,6,5,5,3,0,0,0,18,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,5,7,4,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,9,10,10,5,11,13,4,3,0,49
POA3494,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,8,4,3,0,0,0,0,22,0,11,3,8,7,3,0,0,36,8,13,13,20,16,3,0,0,85,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,7,6,19,15,24,22,10,0,0,98,0,0,0,0,0,0,0,0,0,9,19,8,18,22,11,3,3,87,23,51,39,54,50,17,5,3,251
POA3496,5,9,3,4,0,0,33,0,6,19,14,17,6,0,0,64,13,74,63,54,56,19,9,4,297,14,60,56,71,76,42,7,3,323,77,206,186,185,175,85,19,7,947,16,25,8,14,8,3,0,0,76,9,11,19,16,18,7,0,0,77,97,245,218,213,200,97,19,7,1100,0,0,8,7,4,8,0,0,28,91,65,77,115,121,122,88,51,735,216,461,440,482,486,301,131,68,2581
POA3498,7,13,3,4,0,0,36,4,6,8,19,14,3,0,0,56,22,52,104,78,58,20,4,3,353,15,44,63,75,62,30,9,3,301,64,187,163,216,145,80,34,3,896,16,8,12,7,14,0,0,0,56,6,12,21,23,8,11,0,0,78,81,210,196,248,167,92,30,3,1031,0,0,4,3,3,0,0,0,14,79,34,58,72,82,65,43,18,448,213,359,433,507,392,211,101,27,2241
POA3500,105,58,60,26,4,0,356,18,67,102,101,66,26,8,4,394,133,705,522,363,306,150,72,10,2258,124,368,398,381,355,212,75,14,1921,555,1092,786,792,641,367,159,44,4430,137,95,64,45,29,22,5,4,395,60,71,72,82,85,51,13,3,436,753,1255,924,916,755,437,179,50,5265,25,19,27,20,18,25,14,10,149,489,513,360,433,490,579,466,274,3603,1543,3007,2429,2275,2050,1466,812,364,13947
POA3501,7,4,5,0,0,0,21,0,4,7,13,5,3,0,0,36,5,19,39,44,27,3,0,0,145,6,14,35,42,22,16,3,0,133,31,54,62,80,52,25,12,0,310,3,0,4,3,3,0,0,0,19,0,4,5,11,9,3,0,0,31,38,58,73,94,62,24,8,0,355,0,0,0,4,0,3,3,0,15,31,27,15,25,21,19,6,0,141,79,120,179,214,145,68,25,4,840
POA3505,3,4,5,3,0,0,24,0,16,6,14,11,3,0,0,46,12,39,71,47,42,16,10,0,233,10,36,47,80,65,26,8,0,270,92,134,139,182,130,61,19,9,763,20,12,7,4,8,3,0,0,62,3,16,14,31,13,16,3,0,91,120,163,162,212,151,70,26,11,916,3,3,0,3,0,4,0,0,20,68,48,44,65,97,75,55,26,478,212,304,332,438,364,209,93,36,1985
