POA_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11
POA3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,15,0,0,0,0,3,8,0,0,7,0,0,7,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,3,4,3,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,4,6,0,0,3,19,10,8,11,12,13,9,0,3,69
POA3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,13,0,3,0,0,3,0,3,0,9,0,6,6,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,5,3,3,5,4,3,27,6,14,25,9,9,5,8,3,78
POA3512,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,17,0,4,3,0,8,3,0,0,18,0,5,7,12,9,4,0,0,41,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,5,10,7,10,14,4,0,0,52,0,0,0,0,0,0,0,0,0,0,0,7,4,9,4,6,0,32,4,17,21,21,36,7,6,3,123
POA3515,0,0,3,0,0,0,10,3,13,9,8,9,5,0,0,38,7,43,41,30,13,11,0,0,150,9,20,25,18,35,18,3,0,121,29,117,71,71,54,23,8,0,374,8,11,3,6,0,4,0,0,26,0,3,3,4,7,3,0,0,16,39,125,75,78,60,28,8,0,422,0,3,0,0,3,3,0,0,9,32,43,12,21,23,39,6,3,175,88,250,166,158,141,98,18,3,918
POA3516,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,13,0,6,3,10,7,4,0,0,35,0,5,3,8,9,5,4,0,40,4,16,22,24,22,14,3,0,110,0,0,3,4,0,0,0,0,9,0,0,0,0,3,4,0,0,9,6,22,27,27,30,14,3,0,130,0,0,0,0,3,0,0,0,4,13,7,8,8,13,9,6,3,77,20,39,56,60,58,39,17,11,293
POA3517,0,0,3,3,0,0,11,0,3,3,0,3,0,0,0,7,0,7,14,10,10,6,0,0,53,0,11,14,16,19,9,3,0,70,25,31,26,49,57,22,15,3,223,5,3,0,9,0,0,0,0,17,0,0,5,6,7,5,0,0,29,29,33,31,55,68,32,18,3,268,0,0,0,0,0,3,0,0,8,24,11,21,37,32,33,32,10,200,55,71,84,123,134,86,54,14,616
POA3518,0,0,0,3,0,0,10,0,0,0,8,5,3,0,0,14,0,6,12,4,14,11,0,0,43,3,3,8,22,19,7,4,3,74,7,19,20,45,45,28,11,0,178,3,4,0,8,5,0,0,0,20,0,3,0,3,5,4,0,0,15,4,25,25,57,54,35,14,0,213,0,0,0,0,0,0,0,0,7,34,14,21,31,40,42,32,6,211,45,47,65,120,132,106,49,13,568
POA3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,5,8,8,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,8,8,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4,11,10,7,3,27,3,3,4,11,20,13,7,3,70
POA3521,0,0,4,0,0,0,5,0,0,3,0,0,0,0,0,7,0,4,8,6,11,0,4,0,37,0,3,3,11,7,5,9,0,34,8,21,26,39,26,9,4,0,133,0,3,0,0,0,0,0,0,7,0,3,0,6,5,0,0,0,13,10,23,30,45,29,9,4,0,152,0,0,3,0,3,0,0,0,11,3,3,9,14,10,9,5,0,44,20,31,55,83,62,26,11,0,289
POA3522,0,0,3,0,0,0,5,0,0,4,0,0,0,0,0,4,0,6,12,3,8,0,3,0,28,0,0,3,4,7,4,0,0,21,0,8,8,10,11,11,0,3,53,0,0,0,3,5,0,0,0,5,0,0,0,0,3,0,0,0,8,0,8,8,14,21,11,0,3,67,0,0,0,0,0,0,0,0,0,3,3,3,10,12,10,0,0,41,10,19,27,32,41,29,3,3,162
POA3523,8,8,0,11,3,0,34,4,3,8,7,8,5,0,0,35,3,25,38,40,44,40,11,0,200,9,12,26,49,65,52,18,3,233,33,68,73,141,141,110,58,16,637,4,3,11,6,9,9,4,0,46,0,6,11,6,11,8,4,0,51,34,84,89,150,163,124,63,12,726,0,4,3,0,3,4,4,4,25,26,27,41,53,105,112,95,24,484,79,161,218,309,392,341,192,40,1730
POA3525,3,4,0,0,0,0,16,0,3,0,0,9,0,0,0,18,0,17,17,10,18,4,10,3,85,3,6,10,21,24,14,7,0,89,8,24,21,49,49,19,11,5,192,0,3,3,3,3,0,0,0,12,0,4,0,4,3,0,0,0,8,15,26,28,57,54,19,11,5,213,0,3,0,0,0,3,0,0,6,6,6,9,23,34,28,20,24,149,24,66,68,123,148,68,48,35,578
POA3527,3,3,0,0,0,0,8,0,0,0,4,0,0,0,0,7,0,13,6,3,12,0,5,0,44,0,0,4,3,18,3,0,0,28,3,20,14,26,23,10,6,0,102,0,0,0,0,3,0,0,0,10,0,0,0,4,4,4,0,0,12,6,19,15,29,31,12,6,0,122,0,0,0,0,0,0,0,0,0,9,11,6,11,20,11,18,14,97,14,46,36,61,77,30,24,17,310
POA3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,5,0,3,0,4,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,6,7,9,13,10,0,0,0,44
POA3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,9,0,0,4,0,4,3,0,0,8,0,3,3,4,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,13,3,7,10,10,20,5,4,0,58
POA3531,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,4,0,3,0,0,3,11,0,0,0,3,0,0,3,0,7,0,4,3,3,10,0,0,0,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,9,4,4,4,8,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,9,3,22,4,14,11,21,18,6,8,6,87
POA3533,0,3,0,0,0,0,4,0,3,0,8,3,0,0,0,13,0,4,10,11,3,0,0,4,36,3,5,0,6,3,7,5,4,35,6,21,23,19,21,10,3,0,116,0,0,4,0,3,0,0,0,4,0,0,0,0,4,0,0,0,3,6,23,27,20,30,15,3,0,123,0,0,0,0,0,0,0,0,0,5,10,7,12,27,18,10,9,101,24,44,45,58,68,42,23,19,323
POA3537,4,0,0,0,0,0,9,0,0,3,4,3,5,0,0,12,3,22,22,13,11,8,0,3,78,0,11,12,10,12,6,0,0,52,8,17,26,25,33,16,8,3,129,0,0,0,4,3,0,0,0,10,0,0,0,3,3,3,0,0,16,7,14,26,29,41,21,9,3,149,0,0,0,0,0,0,0,0,6,7,7,11,11,21,32,17,22,133,17,56,77,65,94,67,26,31,433
POA3540,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,13,0,0,4,5,5,6,0,0,19,4,0,3,14,5,13,0,0,35,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,14,12,12,0,0,45,0,0,0,0,0,0,0,0,0,3,0,3,8,12,10,6,0,41,8,3,12,26,28,33,12,0,119
POA3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,4,4,0,4,7,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,4,7,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,13,8,3,6,8,15,3,7,3,46
POA3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,15,0,3,0,0,5,3,0,0,19,0,8,8,12,10,0,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,13,0,3,0,52,0,0,0,0,0,0,0,0,3,8,3,0,7,3,3,0,3,32,10,19,15,24,30,11,7,3,112
POA3546,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,5,0,4,8,10,9,5,0,0,30,0,4,6,9,4,0,0,0,18,5,8,3,18,4,11,4,0,54,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,9,3,18,13,10,4,0,61,0,0,0,0,0,0,0,0,0,10,6,3,10,10,8,7,5,57,12,28,19,40,31,24,17,4,173
POA3549,7,0,3,3,0,0,13,3,0,3,6,4,6,0,0,27,15,49,25,16,25,14,6,0,150,7,33,27,27,19,21,4,3,140,31,66,54,48,56,31,7,0,293,3,4,7,3,0,0,0,0,17,4,7,5,6,8,0,0,0,34,39,81,66,55,66,28,7,0,343,0,5,0,3,3,3,0,0,17,92,98,53,95,115,56,44,29,575,161,272,182,197,234,127,58,33,1273
POA3550,234,243,202,149,27,11,1146,16,156,220,221,221,120,27,0,983,402,1277,973,667,653,391,155,45,4578,191,415,456,551,552,398,163,78,2805,812,1208,871,970,854,514,269,105,5599,120,102,61,55,52,28,0,3,425,54,92,85,113,119,75,34,23,594,990,1400,1013,1139,1022,614,306,130,6614,22,26,26,30,36,35,22,22,218,453,372,364,425,457,498,543,417,3528,2109,3892,3278,3281,3149,2198,1247,704,19873
POA3551,140,153,105,59,10,0,578,7,113,184,152,147,71,7,0,679,115,759,887,520,408,189,43,17,2944,68,316,458,468,439,255,60,13,2077,416,1058,1029,1038,766,375,123,22,4821,35,47,49,53,31,17,0,0,229,32,66,89,80,95,50,17,4,433,482,1171,1166,1171,888,440,137,25,5484,7,16,25,24,16,25,17,3,129,355,192,260,317,340,286,142,37,1933,1053,2669,3118,2804,2341,1323,422,95,13834
POA3555,57,45,42,23,10,0,266,7,58,66,57,61,29,14,5,309,120,469,310,196,180,99,47,16,1427,74,264,224,200,220,153,79,22,1232,400,781,557,496,479,328,164,36,3244,44,52,45,39,35,13,0,3,225,25,46,51,44,46,41,20,6,279,469,878,644,581,562,380,183,48,3743,10,22,10,10,21,24,16,9,118,166,232,175,193,231,307,298,237,1831,860,1986,1497,1276,1317,1031,633,336,8930
POA3556,28,24,29,11,3,0,117,3,31,45,44,39,15,4,0,177,52,167,134,107,96,74,20,4,654,40,140,145,138,124,85,20,5,703,280,476,425,380,362,198,81,13,2219,43,49,34,24,18,7,0,0,175,23,35,38,28,37,29,9,3,200,346,558,490,436,416,235,89,15,2596,3,10,7,4,11,11,3,0,41,214,177,150,150,198,215,149,69,1332,658,1108,993,895,912,655,293,92,5621
POA3557,4,0,0,0,0,0,9,0,0,0,0,3,0,0,0,4,7,7,23,10,12,4,0,0,57,0,9,9,8,16,6,0,0,52,15,26,30,40,23,15,0,3,146,0,3,4,0,3,0,0,0,10,0,3,0,3,3,4,0,0,16,16,29,34,39,29,16,0,3,170,0,0,0,0,0,0,0,0,3,11,3,8,10,8,7,4,4,63,32,47,84,78,68,42,8,5,359
POA3558,4,3,0,0,0,0,14,0,0,0,3,0,0,0,0,8,0,4,14,11,10,0,4,0,47,3,3,3,8,10,11,8,0,51,17,13,22,34,31,16,11,4,139,3,3,0,3,0,0,0,0,10,0,3,3,5,3,4,0,0,13,20,20,22,38,35,26,11,4,163,0,0,0,0,0,3,0,0,5,13,8,4,10,14,17,20,6,98,32,37,60,74,69,55,38,14,387
POA3559,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,8,0,7,15,10,4,7,4,0,47,0,4,7,5,7,9,0,0,30,5,12,16,23,8,10,3,0,75,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,5,4,19,19,23,12,12,3,0,86,0,0,0,0,0,0,0,0,0,10,6,3,6,9,12,13,0,56,18,32,41,50,32,35,25,0,235
POA3561,3,0,3,3,0,0,30,3,8,8,15,6,4,0,0,48,10,46,52,33,38,23,10,0,223,13,27,39,61,47,34,16,6,241,68,116,137,148,125,60,40,7,698,10,7,8,10,10,8,3,0,48,6,6,13,6,15,10,3,0,65,88,130,149,166,146,78,46,7,813,0,4,0,0,0,6,0,0,20,50,31,35,63,80,64,69,48,439,161,253,285,347,322,224,145,73,1815
POA3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3,0,0,0,18,0,0,0,7,5,0,0,0,12,9,9,10,5,16,4,0,0,56,4,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,13,16,9,16,9,0,0,63,0,0,0,0,0,0,0,0,0,4,0,5,13,9,3,5,0,32,14,23,25,26,34,15,4,0,132
POA3563,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,3,10,10,10,4,0,0,0,39,4,4,6,12,6,6,4,0,35,28,26,25,35,36,8,7,0,162,0,3,3,0,0,0,0,0,6,0,3,0,3,3,0,0,0,9,25,30,25,41,40,8,6,0,178,0,0,0,0,3,0,0,0,3,15,3,3,14,6,6,15,6,70,44,45,52,73,60,26,23,6,333
POA3564,38,30,26,9,4,0,156,6,47,55,43,43,24,8,0,220,42,271,295,179,195,93,34,4,1123,49,170,165,204,204,137,58,14,991,245,491,509,577,434,280,119,37,2693,31,29,28,20,13,7,4,4,132,15,22,30,35,44,38,12,3,208,292,540,567,635,491,330,132,44,3032,0,11,11,3,7,16,10,5,66,186,152,150,195,247,274,271,147,1615,577,1221,1283,1293,1209,880,516,220,7198
POA3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,7,0,0,0,3,6,0,0,0,8,0,3,5,7,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,6,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,15,0,3,11,19,11,3,0,0,47
POA3566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,4,6,4,0,0,25,0,3,7,10,4,3,3,0,28,9,9,8,20,16,9,0,0,72,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,11,8,20,23,9,0,0,82,0,0,0,0,0,0,0,0,3,3,8,11,12,9,13,4,3,53,13,24,28,41,42,35,8,7,196
POA3567,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,5,0,0,12,8,3,0,4,0,26,0,0,7,8,5,3,0,0,22,7,8,15,22,16,11,0,0,85,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,9,8,19,23,19,16,0,0,99,0,0,0,0,0,0,0,0,0,3,3,7,8,15,19,12,4,72,14,17,37,51,43,35,19,8,224
POA3568,3,0,3,0,0,0,13,0,3,5,9,3,7,0,0,28,8,37,39,22,27,15,15,3,171,6,16,41,31,25,23,10,0,153,41,63,90,90,91,52,25,3,454,6,9,3,7,6,0,0,0,25,0,6,6,6,4,7,0,0,30,46,69,99,102,95,63,28,3,504,0,3,0,0,0,0,0,0,9,30,27,18,38,49,58,56,18,288,95,161,214,197,205,169,104,25,1168
POA3570,0,0,3,0,0,0,5,0,3,0,0,8,0,0,0,13,0,8,9,13,9,3,4,0,40,0,3,10,9,8,3,0,0,43,12,27,23,31,28,13,3,3,143,3,4,4,3,3,0,0,0,15,0,0,3,3,3,0,0,0,11,11,34,26,35,38,17,3,3,170,0,0,0,0,0,0,0,0,3,0,6,5,11,16,13,5,0,57,16,51,55,71,76,41,8,3,326
POA3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,8,0,3,0,0,19,5,3,3,6,4,0,3,0,26,0,11,9,9,10,3,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,12,9,15,12,3,3,0,60,0,0,0,0,0,0,0,0,0,12,0,9,4,6,6,6,0,41,19,22,28,28,26,14,17,0,143
POA3572,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,6,3,3,4,0,0,20,0,3,7,0,3,0,0,0,7,0,3,3,8,4,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,4,3,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,3,9,3,0,0,14,5,8,17,16,22,6,0,0,67
POA3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,4,0,0,0,12,0,3,3,7,3,3,0,0,21,0,12,9,10,16,3,0,3,47,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,9,10,16,3,0,3,56,0,0,0,0,0,0,0,0,0,0,8,3,6,10,9,0,0,48,7,24,22,27,40,17,4,3,141
POA3575,0,0,3,0,0,0,3,0,0,3,3,4,0,0,0,11,3,20,16,11,9,0,3,0,58,0,8,13,9,4,3,3,0,46,8,16,22,29,24,9,3,0,116,0,0,3,0,3,0,0,0,11,0,0,0,3,3,3,0,0,14,10,18,23,33,30,15,3,0,136,0,0,0,0,0,0,0,0,0,4,3,4,14,12,7,11,9,69,21,40,66,69,64,31,24,9,330
POA3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,3,3,0,3,3,0,0,10,0,0,3,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,8,13,3,12,7,0,0,36
POA3579,8,10,5,4,0,0,33,0,5,3,16,12,9,0,0,45,15,67,64,52,46,26,17,3,288,17,34,49,58,73,41,13,3,298,91,158,134,171,163,107,31,9,860,13,10,12,12,14,3,0,0,67,9,7,12,19,24,9,3,0,83,113,179,159,201,199,120,33,9,1010,0,7,0,3,5,3,3,0,22,63,48,62,66,95,123,105,47,615,208,343,350,401,444,322,179,62,2309
POA3580,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,10,3,8,5,4,0,0,36,3,12,11,3,8,7,6,0,46,10,23,21,29,34,31,8,0,161,5,0,0,0,0,0,0,0,13,0,3,4,0,3,4,0,0,18,17,31,25,31,40,29,12,0,188,0,0,0,0,3,4,0,0,5,11,8,10,7,18,25,10,3,94,30,65,48,60,81,75,32,3,383
POA3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,3,0,0,3,0,0,0,10,8,0,0,11,6,4,4,0,26,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,8,0,0,12,6,3,4,0,30,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,15,14,6,6,19,16,4,3,0,71
POA3583,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,3,6,0,0,0,0,14,4,5,8,4,8,3,0,0,31,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,5,13,4,10,3,0,0,43,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,3,0,21,12,12,22,15,11,8,3,0,84
POA3584,0,3,0,3,0,0,8,0,0,0,0,4,3,0,0,6,3,9,19,17,7,3,8,0,63,0,14,8,11,18,13,3,0,67,5,43,34,27,29,16,7,0,165,3,7,3,3,0,0,0,0,14,0,3,6,0,4,0,0,0,22,12,50,46,33,40,23,4,0,203,0,0,0,0,0,0,0,0,8,21,16,25,25,34,27,11,11,177,32,93,96,90,107,66,23,11,528
POA3585,31,13,18,0,0,0,89,0,26,29,25,31,14,3,0,133,54,249,170,111,88,45,12,8,740,42,118,136,122,124,67,30,12,645,215,392,266,299,218,132,44,16,1579,30,24,21,19,10,6,0,0,107,19,23,28,22,19,11,5,3,133,261,437,312,335,255,142,51,19,1813,3,12,11,10,7,6,4,3,54,199,161,159,172,181,223,170,95,1356,562,1024,843,790,698,495,282,135,4824
POA3586,0,0,0,0,0,0,7,0,3,3,6,0,0,0,0,14,0,8,10,4,10,8,0,0,38,0,3,9,7,13,3,0,0,39,15,19,28,26,40,9,0,0,138,0,0,3,3,0,0,0,0,8,0,3,5,0,3,0,0,0,12,17,24,40,28,45,7,0,0,158,0,0,0,0,0,0,0,0,0,20,24,12,29,21,11,3,0,119,39,58,71,76,89,29,3,0,375
POA3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,7,0,3,3,0,0,23,6,9,17,15,14,9,0,0,69,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,5,12,15,16,18,10,9,3,0,82,0,0,0,0,0,0,0,0,0,6,0,3,4,5,3,3,0,22,13,23,23,21,21,13,9,0,133
POA3589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,23,3,3,3,3,0,3,0,0,18,10,3,7,7,8,3,0,0,42,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,9,3,11,8,12,4,0,3,53,0,0,0,0,0,0,0,0,0,3,0,9,8,9,8,5,0,55,18,18,26,28,26,22,7,0,145
POA3590,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,3,4,3,4,3,0,0,24,0,5,7,7,4,3,0,0,27,5,12,10,13,16,6,0,0,55,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,6,6,12,9,20,16,6,0,0,69,0,0,0,0,0,0,0,0,0,6,7,3,8,3,3,5,0,35,14,25,29,36,26,23,3,0,158
POA3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,12,0,0,3,3,3,0,0,0,14,3,3,3,7,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,10,6,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,8,4,6,19,19,13,3,0,0,71
POA3594,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,10,0,4,6,9,6,3,3,0,27,12,9,8,15,13,12,5,0,64,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,7,5,8,13,16,9,8,0,74,0,0,0,0,0,0,0,0,3,11,17,14,17,25,10,5,3,102,21,30,33,42,48,31,20,3,224
POA3595,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,6,3,3,3,0,0,0,20,3,0,3,7,3,9,0,0,30,7,17,14,22,29,5,6,3,102,0,0,0,3,3,0,0,0,4,0,4,0,0,0,3,0,0,6,11,23,14,22,30,8,9,3,115,0,0,0,0,0,0,0,0,0,22,11,10,26,23,28,10,11,150,39,43,31,63,64,48,16,18,316
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,3,0,13,0,8,7,7,7,3,4,0,39
POA3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,4,3,0,0,0,0,22,3,0,11,3,5,3,0,0,24,5,3,10,21,11,9,0,0,57,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,12,8,3,8,28,14,5,0,0,70,0,0,0,0,0,0,0,0,0,3,4,19,7,13,11,8,3,66,16,18,42,39,35,19,12,3,184
POA3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,3,3,3,4,0,3,0,15,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,3,3,5,7,4,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,5,4,22,6,4,9,13,9,7,7,4,56
POA3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,11,0,3,3,3,3,0,0,0,10,3,5,0,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,5,4,8,5,0,0,0,24,0,0,0,0,0,0,0,0,0,7,0,5,3,4,3,0,0,27,11,8,10,19,20,3,4,0,69
