SA1_7DIGITCODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
2127719,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,3,3,0,0,0,6,17,3,0,0,24,3,0,0,0,6,10,4,6,0,15,6,0,0,0,6,0,3,0,0,3,4,4,0,0,3,6,4,0,0,9,3,7,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,9,0,0,0,0,0,66,28,17,0,106
2127720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,6,3,0,3,0,11,0,3,0,0,7,3,5,0,0,11,3,3,0,0,5,0,5,0,0,6,7,11,0,0,23,3,7,0,0,13,0,4,0,0,6,0,3,0,0,3,0,0,0,0,3,3,3,0,0,8,3,0,0,0,7,40,42,19,0,103
2127801,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,8,4,0,4,0,9,0,0,0,0,7,0,0,0,0,3,5,3,0,0,3,0,0,3,0,4,0,3,0,0,5,4,8,3,0,12,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,21,25,22,0,60
2127802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,3,0,3,0,7,3,3,3,0,13,5,3,0,0,11,0,4,0,0,8,5,3,0,0,8,9,5,3,0,19,5,6,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,3,0,10,0,0,0,0,3,38,41,20,0,91
2127804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,10,3,3,0,0,5,9,4,0,0,14,4,7,0,0,13,0,3,0,0,3,4,0,0,0,7,0,0,0,0,0,9,3,0,0,10,0,8,5,0,10,0,0,0,0,0,36,32,10,0,81
2127805,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,3,0,0,0,3,4,0,0,0,7,3,0,0,0,7,0,3,0,0,3,4,5,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,6,0,0,6,3,0,0,0,3,27,29,8,3,64
2127806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,4,3,9,0,0,12,4,0,0,0,7,3,7,0,0,6,3,14,0,0,18,3,11,0,0,15,0,10,0,0,11,4,3,0,0,7,0,17,0,0,16,3,10,3,0,18,7,0,0,0,7,44,73,8,0,120
2127807,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,0,0,0,4,3,0,0,0,6,0,5,5,0,11,3,4,0,0,8,3,8,3,0,13,3,8,0,0,14,5,8,0,0,16,3,14,0,0,17,0,7,0,0,10,4,3,0,0,8,0,3,0,0,3,0,3,0,0,3,0,6,3,0,10,0,3,3,0,8,34,71,20,3,123
2127808,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,4,0,0,0,5,0,5,0,0,5,3,4,0,0,8,3,9,0,0,8,4,0,0,0,5,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,6,4,0,0,11,0,0,0,0,3,39,30,4,0,71
2127809,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,4,7,0,7,10,5,0,0,16,6,4,0,0,13,8,9,5,0,21,5,8,3,0,17,4,11,0,0,15,8,3,3,0,12,4,15,0,0,23,3,4,0,0,12,0,3,0,0,3,3,0,0,0,3,0,6,0,0,9,3,3,3,0,15,0,3,0,0,4,48,75,33,4,167
2127810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,3,3,0,6,0,3,3,0,3,3,3,0,0,4,3,3,0,0,12,3,3,0,0,6,3,9,0,0,15,3,8,4,0,11,4,10,0,0,10,3,3,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,38,44,17,0,91
2127811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,6,3,0,0,9,3,6,0,0,15,4,3,0,0,9,3,3,0,0,4,3,3,0,0,6,0,3,0,0,7,0,0,0,0,0,25,26,3,0,56
2127812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,5,3,0,8,0,4,0,0,4,0,6,0,0,5,3,4,3,0,9,3,5,0,0,14,0,3,0,0,3,3,0,0,0,0,0,0,0,0,6,0,9,3,0,7,0,0,0,0,0,19,44,18,0,73
2127813,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,3,0,3,0,3,0,0,3,0,8,0,0,4,3,4,0,0,6,7,9,3,0,13,3,7,0,0,14,0,6,0,0,6,0,0,0,0,0,0,3,0,0,7,0,5,3,0,3,0,0,0,0,0,21,51,15,0,87
2127814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,3,0,0,0,9,4,7,0,0,8,3,3,0,0,10,0,3,0,0,3,3,0,0,0,6,3,15,0,0,17,3,3,0,0,7,0,5,0,0,5,0,6,0,0,6,0,5,0,0,6,3,4,0,0,13,0,0,0,0,0,37,56,9,0,95
2127815,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,29,3,0,0,27,10,0,3,0,14,7,0,8,0,17,14,3,0,0,17,3,3,0,0,3,0,4,0,0,5,5,14,0,0,21,0,7,0,0,12,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,7,3,0,14,0,3,0,0,3,90,46,22,0,165
2127816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,0,3,8,3,3,0,10,3,5,0,0,7,3,0,0,0,8,3,0,0,0,3,3,3,4,0,12,6,6,0,0,7,9,11,0,0,21,3,11,0,0,12,0,0,0,0,0,0,3,0,0,3,0,6,0,0,9,3,12,0,0,15,0,3,4,0,7,40,63,16,0,112
2127817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,3,0,0,10,0,0,0,0,0,5,0,0,0,7,0,0,0,0,3,3,8,0,0,11,3,5,0,0,8,0,0,0,0,3,0,3,0,0,4,0,11,0,0,17,0,8,0,0,8,0,0,0,0,0,24,52,6,0,80
2127818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,10,0,0,0,11,7,0,0,0,4,8,0,0,0,6,4,5,0,0,11,4,5,0,0,12,3,13,0,0,10,10,17,7,0,31,6,12,3,0,16,5,10,0,0,15,0,10,0,0,10,0,3,0,0,9,5,7,0,0,14,0,3,0,0,0,58,74,19,0,152
2127819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,3,0,3,3,3,0,0,10,0,0,0,0,3,7,8,0,0,10,5,4,0,0,18,5,8,0,0,14,0,12,0,0,15,0,8,0,0,8,3,6,0,0,7,0,6,0,0,9,0,0,0,0,6,0,0,0,0,3,37,65,14,0,118
2127820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,4,7,0,0,0,8,8,3,0,0,11,4,5,3,0,16,3,8,7,0,17,3,9,3,0,14,6,8,3,0,21,5,14,0,0,20,3,4,0,0,10,3,10,0,0,10,0,5,0,0,8,3,12,3,0,13,0,0,0,0,0,59,77,21,0,151
2127821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
2127822,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,4,0,8,4,0,0,0,6,3,0,4,0,8,4,11,4,0,17,4,10,3,0,21,3,13,0,0,12,4,12,3,0,12,4,11,3,0,17,10,9,0,0,17,4,6,0,0,13,0,0,0,0,0,0,4,0,0,4,3,6,6,0,17,0,0,0,0,3,50,78,35,3,168
2127823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,0,0,0,0,3,0,6,3,0,0,0,11,7,0,0,0,8,3,3,3,0,11,5,3,4,0,11,3,0,0,0,5,3,4,3,0,8,4,5,3,3,11,3,8,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,16,0,0,0,0,3,46,32,34,10,116
2127824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,4,0,3,0,10,0,3,7,0,12,4,6,0,0,13,0,0,6,0,7,0,3,0,0,6,0,0,0,0,3,7,9,3,0,12,0,7,0,0,3,0,6,0,0,4,0,0,0,0,0,4,0,0,0,4,0,3,0,0,5,3,0,0,0,3,36,42,21,3,101
2127825,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,5,7,0,3,0,4,4,8,6,0,15,0,4,5,0,9,4,0,0,0,4,0,3,0,0,5,3,6,3,0,11,6,15,0,3,25,3,7,0,0,11,4,3,0,0,3,0,0,0,0,3,0,9,0,0,6,3,7,0,0,12,0,0,0,0,0,37,60,25,6,125
2127826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,6,0,12,3,0,0,0,4,3,4,0,0,11,0,3,0,0,3,3,0,0,0,3,0,11,0,0,11,5,10,0,0,20,6,10,0,0,17,0,4,0,0,7,0,3,0,0,8,3,8,0,0,15,3,17,4,0,23,0,0,0,0,0,41,76,8,3,128
2127827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,4,4,0,0,0,4,3,0,0,0,5,3,0,0,0,5,0,0,0,0,3,3,3,0,0,6,3,3,0,0,6,6,11,0,0,21,0,11,0,0,11,4,7,0,0,13,0,7,0,0,7,0,15,0,0,11,0,11,0,0,10,0,0,0,0,0,39,78,8,3,127
2127828,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,7,3,0,0,13,7,0,5,0,9,0,6,3,0,8,3,4,5,0,13,3,0,0,0,7,3,0,0,0,4,7,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,12,0,0,0,0,0,34,25,30,0,94
2127829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,3,0,7,0,9,8,3,6,0,12,3,0,9,0,11,4,4,7,0,19,4,5,5,0,14,3,3,4,0,13,4,4,4,0,17,5,17,0,0,25,10,15,0,0,22,9,0,0,0,6,0,3,0,0,8,0,4,0,0,4,3,5,4,0,19,0,0,0,0,4,64,74,44,0,186
2127830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,8,0,8,0,0,6,0,13,11,0,6,0,18,3,3,3,0,14,7,4,7,0,17,4,3,0,0,14,0,7,0,0,7,8,0,3,3,17,20,13,8,0,34,6,5,0,0,6,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,6,0,5,0,0,0,0,4,66,38,58,9,166
2127831,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,3,0,6,0,0,9,0,11,10,3,9,0,17,3,0,8,0,13,4,3,4,0,13,5,8,3,0,18,7,7,0,0,11,0,4,0,0,8,8,16,3,0,21,3,6,0,0,7,3,3,0,0,10,0,0,0,0,0,0,3,0,0,3,0,3,3,0,6,5,0,3,0,8,51,58,45,3,155
2127832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,4,0,11,3,3,0,0,8,9,3,3,0,9,7,7,0,0,14,3,4,0,0,3,3,7,3,0,17,7,3,0,0,14,10,7,0,0,17,0,7,0,0,7,0,0,0,0,0,0,3,0,0,3,0,8,0,0,6,7,0,0,0,7,57,46,15,0,118
2127833,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,3,0,0,0,3,3,0,0,0,8,0,0,0,0,4,0,4,3,0,4,5,7,3,0,13,3,3,0,0,12,0,4,0,0,6,9,14,0,0,26,3,12,0,0,17,0,6,0,0,7,0,6,0,0,4,0,6,0,0,6,0,9,5,0,15,0,0,0,0,0,41,68,15,0,126
2127834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,5,7,0,4,0,12,6,3,4,0,16,4,8,5,0,16,3,9,0,0,13,5,4,0,0,6,7,14,7,0,24,0,18,0,0,21,0,3,0,0,8,0,8,0,0,8,4,3,0,0,3,0,3,6,0,6,3,0,3,0,9,39,70,35,0,153
2127835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,10,4,0,0,0,3,9,3,3,0,14,3,4,3,0,13,3,7,8,0,12,0,6,0,0,3,11,14,0,0,20,3,14,0,0,12,4,7,0,0,6,0,6,0,0,11,0,8,0,0,8,0,7,3,0,14,0,0,0,0,0,52,68,24,0,140
2127836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,3,0,4,0,0,0,0,0,3,3,3,0,7,3,7,4,0,16,3,4,0,0,10,13,7,0,0,23,3,14,0,0,12,5,3,0,0,8,0,8,0,0,8,0,3,0,0,3,0,6,0,0,11,0,0,0,0,0,39,61,16,0,115
2127837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,21,0,0,0,28,14,0,0,0,14,16,0,0,0,13,7,0,0,0,7,0,0,3,0,0,4,0,0,0,4,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,9,0,0,0,9,79,8,4,0,99
2127838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,5,3,0,0,0,3,9,0,3,0,11,4,3,3,0,12,5,4,0,0,5,3,9,0,0,8,4,4,0,0,6,7,15,0,0,25,8,7,0,0,17,0,4,3,0,4,0,0,0,0,0,3,0,0,0,4,4,8,5,0,15,0,0,0,0,0,48,55,21,0,125
2127840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,3,0,3,0,0,0,0,0,4,4,3,0,8,0,3,0,0,8,3,8,0,0,8,0,3,0,0,3,3,6,3,0,14,0,8,0,0,12,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,28,36,16,5,84
2127841,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,3,9,0,0,11,7,3,0,0,6,3,5,0,0,10,3,8,0,0,11,6,13,0,0,20,3,6,0,0,11,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,4,0,11,0,3,0,0,3,44,55,11,0,111
2127842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,0,0,0,0,5,6,3,0,0,10,3,4,0,0,12,3,7,0,0,11,0,3,0,0,10,8,8,3,0,16,0,3,0,0,5,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,4,0,0,8,0,0,0,0,0,28,48,14,0,91
2127843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,7,0,0,0,0,3,0,5,0,0,8,6,3,0,0,10,3,4,0,0,3,0,3,0,0,3,3,8,0,0,11,6,7,0,0,9,3,5,0,0,5,0,0,0,0,3,0,11,0,0,6,0,3,0,0,10,0,0,0,0,3,26,46,7,0,87
2127844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,0,0,3,3,0,0,0,4,3,0,0,0,4,3,4,3,0,11,0,3,3,0,4,0,3,0,0,8,6,3,0,0,11,7,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,4,4,3,0,6,0,0,0,0,0,25,30,23,3,86
2127845,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,4,0,7,0,3,0,0,4,3,3,6,0,9,0,11,0,0,12,3,3,0,0,4,3,3,0,0,7,10,4,0,0,18,4,0,0,0,7,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,4,0,0,0,0,5,30,45,15,0,93
2127846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,8,3,0,0,13,0,4,3,3,10,5,0,0,0,11,4,9,3,0,17,3,15,0,0,16,4,8,0,0,9,8,17,3,0,33,4,31,0,0,39,0,3,0,0,8,3,7,0,0,9,3,14,0,0,18,3,15,0,0,19,3,3,0,0,6,62,125,21,3,206
2127847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,3,5,3,0,0,13,5,3,0,0,6,0,10,3,0,13,0,10,0,0,9,6,8,4,0,15,8,4,0,0,14,10,15,4,0,25,3,12,0,0,15,0,6,0,0,9,0,3,0,0,3,4,5,0,0,6,0,11,0,0,18,6,4,0,0,8,53,93,21,3,169
2127901,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,12,0,0,0,15,3,0,3,0,7,5,3,0,0,11,3,3,0,0,6,0,6,0,0,9,4,8,0,0,11,8,17,0,0,23,3,6,0,0,11,0,3,0,0,8,0,0,0,0,7,0,3,0,0,3,3,12,3,0,18,0,3,0,0,4,52,67,20,0,135
2127902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,3,0,0,0,9,4,9,0,0,16,0,0,0,0,6,0,4,0,0,7,0,4,0,0,4,0,3,0,0,7,4,3,0,0,7,0,0,0,0,0,28,27,3,0,65
2127903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,3,6,0,0,0,10,5,3,0,0,15,4,3,0,0,8,0,4,0,0,11,3,6,3,0,11,3,3,0,0,5,3,6,0,0,12,3,9,0,0,11,0,3,0,0,3,5,0,0,0,3,0,0,0,0,3,0,7,0,0,8,0,0,0,0,6,47,58,9,0,111
2127904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,15,4,0,5,0,7,7,0,3,0,10,14,0,5,0,21,7,3,5,0,9,0,13,4,0,12,5,8,0,0,16,9,6,5,0,20,4,8,0,0,13,0,4,0,0,7,0,3,0,0,0,0,3,0,0,3,0,11,0,0,13,0,0,0,0,3,65,67,36,3,167
2127905,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,8,8,0,5,0,18,6,0,6,0,20,8,9,9,0,15,4,6,0,0,10,4,5,3,0,11,8,8,3,0,15,3,9,4,0,20,0,10,0,0,8,5,4,0,0,7,3,3,0,0,7,0,6,0,0,4,3,11,7,0,24,0,0,0,0,4,64,80,40,3,178
2127906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,4,5,4,0,7,4,0,0,0,9,3,0,0,0,9,3,7,0,0,12,3,3,0,0,8,3,3,0,0,13,3,3,0,0,7,4,3,0,0,7,0,4,0,0,4,0,6,0,0,5,0,13,0,0,13,0,0,0,0,0,35,49,13,0,100
2127907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,3,0,8,3,0,3,0,3,3,3,0,0,7,5,3,0,0,13,6,9,0,0,16,4,5,4,0,14,3,8,0,0,7,5,0,0,0,6,0,5,0,0,5,0,0,0,0,3,3,8,0,0,8,0,3,0,0,4,0,0,0,0,0,45,42,19,0,108
2127908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,7,3,0,3,0,6,4,3,0,0,9,3,4,0,0,9,3,9,0,0,8,3,3,0,0,6,5,4,0,0,8,0,8,0,0,8,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,7,0,12,0,0,0,0,0,36,39,11,0,86
2127909,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,0,0,0,8,6,3,0,0,7,3,5,0,0,9,9,11,0,0,14,3,5,3,0,12,7,4,0,0,10,3,12,0,0,18,0,12,0,0,15,0,0,0,0,0,0,3,0,0,3,0,10,0,0,14,0,15,0,0,14,4,3,3,0,6,52,76,16,0,139
2127910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,0,0,0,4,3,3,0,0,5,5,3,0,0,9,0,5,0,0,8,0,4,0,0,3,0,9,0,0,14,3,3,0,0,9,5,5,0,0,12,0,4,0,0,6,0,4,0,0,3,0,7,0,0,7,0,6,3,0,6,0,0,0,0,0,35,67,12,0,113
2127911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,10,0,0,5,0,0,0,0,0,3,6,0,0,6,4,4,0,0,10,3,8,0,0,9,3,0,0,0,5,0,4,0,0,3,3,7,0,0,13,0,9,0,0,13,0,0,0,0,0,32,59,5,0,95
