SA1_7DIGITCODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
2127519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,3,3,0,0,3,7,0,3,0,9,11,3,0,0,10,0,4,3,0,7,3,0,0,0,7,9,11,0,0,19,6,4,0,0,15,0,3,0,0,3,0,4,0,0,4,0,3,0,0,3,6,4,3,0,17,0,0,0,0,0,57,46,17,0,118
2127520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,3,0,0,10,0,3,0,0,3,0,4,0,3,6,0,5,0,0,3,4,5,0,0,8,3,11,0,0,11,0,7,0,0,13,0,7,0,0,7,0,3,0,0,3,0,7,0,0,8,0,0,0,0,0,22,53,9,3,90
2127521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,3,0,9,6,3,0,0,7,0,3,0,0,3,6,0,0,0,10,5,9,0,0,14,11,4,0,0,11,3,0,0,0,3,3,0,0,0,5,8,4,0,0,17,8,3,6,0,13,0,0,0,0,0,69,27,15,0,111
2127522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,7,5,0,0,0,10,0,3,0,0,8,0,0,3,0,4,0,3,0,0,3,7,9,0,0,15,0,4,0,0,6,0,4,0,0,3,0,3,0,0,3,0,18,0,0,18,0,8,0,0,5,0,0,0,0,0,22,50,8,0,83
2127523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,0,0,0,3,3,0,4,0,8,0,0,0,0,0,0,4,0,0,10,0,6,0,0,6,3,7,0,0,8,0,5,0,0,9,0,3,0,0,3,0,3,0,0,3,0,5,0,0,5,0,3,0,0,7,0,0,0,0,0,21,38,15,0,72
2127524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,3,0,0,5,5,3,0,0,7,0,6,0,0,6,0,3,0,0,6,0,0,0,0,3,0,8,4,0,7,0,4,0,0,5,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,3,0,4,0,0,0,0,0,16,31,14,0,64
2127525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7,3,0,0,0,3,3,0,0,0,4,3,0,0,0,8,0,4,3,0,6,3,0,0,0,4,0,0,0,0,5,4,8,3,0,19,3,7,0,0,8,0,3,0,0,3,0,0,0,0,0,3,5,0,0,4,0,10,0,0,9,0,0,0,0,0,30,41,20,4,90
2127601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,3,0,0,0,4,0,5,0,0,5,0,4,0,0,7,0,0,0,0,4,3,0,0,0,3,0,4,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,3,0,0,3,21,32,4,0,55
2127602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,6,0,0,0,5,3,0,0,0,3,4,5,3,0,13,3,8,0,0,14,0,6,3,0,13,4,5,0,0,9,3,3,0,0,5,4,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,12,0,0,0,0,3,37,45,23,0,99
2127603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,3,0,3,0,3,6,0,6,0,12,4,0,6,0,15,16,5,0,0,19,6,4,0,0,19,3,6,3,0,11,5,5,0,0,12,8,9,0,0,21,8,4,0,0,9,0,6,0,0,7,0,4,0,0,5,0,4,0,0,6,3,4,4,0,14,3,0,0,0,3,73,56,28,4,163
2127604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,14,0,0,0,15,3,4,3,0,7,6,9,3,0,13,3,5,3,0,13,4,8,0,0,8,0,0,0,0,3,3,12,0,0,18,0,4,0,0,7,0,5,0,0,5,0,0,0,0,0,0,3,0,0,3,0,9,3,0,9,0,0,0,0,0,37,53,21,0,116
2127605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,3,0,13,4,0,0,0,5,0,0,7,0,10,3,0,0,0,7,0,3,0,0,5,3,10,0,0,16,3,4,0,0,13,10,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,4,0,0,7,0,0,0,0,0,40,42,13,0,89
2127606,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,7,0,3,0,9,9,0,3,0,10,8,0,3,0,9,3,3,0,0,9,6,9,0,0,13,0,10,0,0,9,5,5,0,0,13,8,6,0,0,21,0,5,0,0,4,0,0,0,0,0,0,3,0,0,5,0,3,0,0,5,0,4,3,0,8,3,3,0,0,7,58,54,20,0,130
2127607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,3,0,13,14,0,4,0,20,7,4,0,0,13,3,0,0,0,3,3,4,3,0,9,10,8,0,0,18,5,3,0,0,10,3,3,0,0,6,0,0,0,0,0,0,3,0,0,3,0,5,0,0,5,3,8,3,0,15,0,0,0,0,4,59,46,19,0,127
2127608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,5,0,5,5,3,3,0,12,0,5,3,0,13,0,0,0,0,3,0,4,0,0,4,3,11,0,0,15,7,5,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,3,3,0,8,0,0,0,0,0,30,40,21,0,94
2127609,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,7,0,3,0,13,4,3,3,0,7,3,0,5,0,10,5,5,3,0,15,0,0,0,0,3,0,3,0,0,3,0,6,0,0,6,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,5,0,0,5,0,3,0,0,8,3,4,4,0,12,41,26,26,0,97
2127610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,0,7,0,7,22,0,6,0,26,5,7,6,0,17,6,10,9,0,25,7,6,3,0,19,8,5,4,0,18,5,3,3,0,11,7,9,3,0,17,3,0,0,0,7,0,6,0,0,4,0,3,0,0,0,0,0,0,0,0,3,3,4,0,17,3,0,0,0,3,70,60,53,0,185
2127611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,8,0,13,3,0,0,0,6,3,6,0,0,7,3,3,0,0,4,0,3,0,0,0,3,6,0,0,6,0,9,0,0,9,0,5,0,0,4,0,7,0,0,3,0,0,0,0,3,0,3,0,0,3,3,4,4,0,10,7,0,0,0,7,31,37,16,0,84
2127612,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,5,7,0,0,14,4,3,0,0,5,0,7,0,0,7,3,6,0,0,11,4,7,0,0,12,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,6,0,0,4,0,4,0,0,10,0,0,0,0,0,33,41,11,4,89
2127613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,6,0,3,0,7,0,0,5,0,4,8,3,3,0,16,4,6,5,0,16,4,6,4,0,15,3,11,0,0,13,4,7,4,0,16,4,10,0,0,17,9,8,0,0,10,7,4,0,0,6,0,4,0,0,3,0,4,0,0,4,0,0,0,0,0,3,12,3,0,20,3,0,0,0,3,59,63,34,0,155
2127614,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,12,0,0,0,9,6,6,7,0,12,8,7,0,0,19,4,3,3,0,12,0,9,0,0,5,3,5,4,0,12,3,7,4,0,17,4,9,0,0,13,3,0,0,0,6,0,6,0,0,6,3,0,0,0,3,9,3,3,0,9,0,0,0,0,0,52,62,22,0,138
2127615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,16,9,0,0,0,10,5,0,0,0,7,7,4,0,0,8,3,9,0,0,10,7,7,0,0,16,3,7,3,0,18,3,12,0,0,20,3,3,0,0,12,0,4,0,0,3,3,5,0,0,6,3,14,0,0,15,0,0,0,0,4,58,73,17,0,143
2127617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,3,0,3,0,6,0,0,0,0,0,3,0,0,0,3,8,6,0,0,13,4,3,0,0,3,0,4,0,0,5,4,3,0,0,8,3,11,0,0,10,0,3,0,0,3,0,3,0,0,3,0,0,0,0,3,0,7,0,0,5,3,0,0,0,3,34,38,10,0,83
2127618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,3,0,3,3,0,7,0,8,0,0,3,0,4,8,0,3,0,11,3,4,3,0,8,3,6,0,0,12,0,5,0,0,4,6,6,3,0,12,4,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,7,7,0,16,3,4,0,0,6,42,34,27,0,108
2127619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,3,0,10,10,3,0,0,9,4,3,0,0,4,3,5,0,0,7,0,5,0,0,6,9,3,0,0,14,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,10,0,0,3,0,3,35,31,18,0,88
2127620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,8,0,3,0,8,12,8,6,0,19,6,3,4,0,10,10,7,0,0,11,3,4,3,0,15,0,3,0,0,4,13,12,7,0,28,3,6,4,0,12,4,5,0,0,11,3,3,0,0,4,0,3,0,0,3,3,16,8,0,22,0,3,0,0,3,66,71,24,0,166
2127621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,3,3,0,0,0,4,0,7,0,0,8,0,0,0,0,0,4,4,0,0,7,0,4,0,0,4,0,3,0,0,3,0,3,0,0,3,0,4,0,0,6,0,8,0,0,6,3,0,0,0,3,22,29,6,0,60
2127622,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,7,0,0,0,9,0,0,0,0,4,3,0,4,0,10,3,4,0,0,5,4,4,0,0,9,3,11,0,0,16,0,13,0,0,14,0,3,0,0,3,3,6,0,0,12,3,3,0,0,10,4,6,0,0,9,0,0,0,0,0,39,54,11,0,101
2127623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,9,0,0,0,10,0,0,0,0,3,4,0,0,0,6,0,8,0,0,4,0,3,0,0,5,6,4,0,0,11,3,3,0,0,9,3,0,0,0,5,0,3,0,0,3,0,8,0,0,11,3,0,3,0,4,3,0,0,0,3,42,33,6,0,72
2127624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,3,0,0,10,0,4,0,0,0,0,3,0,0,8,0,0,0,0,3,5,12,0,0,14,0,5,0,0,10,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,5,10,0,0,14,0,3,0,0,0,23,54,9,0,85
2127625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,3,9,0,3,3,15,0,0,0,0,6,3,8,3,0,11,3,4,3,0,14,5,3,3,0,13,6,6,0,0,11,5,3,0,0,12,0,7,0,0,6,3,3,0,0,7,4,0,0,0,5,0,3,0,0,3,0,12,0,0,14,0,0,4,0,8,48,54,22,3,124
2127626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,4,0,3,0,5,3,3,3,0,11,6,0,3,0,14,3,6,6,0,15,4,6,3,0,13,0,8,0,0,14,12,15,6,0,25,4,8,0,0,18,3,3,0,0,5,0,3,0,0,3,0,3,0,0,4,0,0,4,0,6,0,0,0,0,4,51,52,30,0,139
2127627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,0,9,5,0,4,0,13,13,3,0,0,17,3,8,0,0,14,5,12,0,0,17,4,6,3,0,14,9,20,0,0,29,5,12,0,0,14,4,4,0,0,3,0,0,0,0,0,0,7,0,0,3,3,8,0,0,9,0,3,0,0,3,67,81,12,3,163
2127628,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,9,3,3,0,0,3,0,0,3,0,3,3,4,0,0,3,0,0,0,0,5,5,7,0,0,14,8,5,0,0,14,0,3,0,0,7,3,4,0,0,8,3,11,0,0,14,0,4,0,0,4,0,0,0,0,0,42,46,6,0,93
2127629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,8,7,0,0,0,3,4,3,0,0,10,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,3,5,0,0,13,3,4,0,0,6,0,5,0,0,5,0,3,0,0,3,3,3,0,0,4,3,0,0,0,8,0,0,0,0,0,37,26,4,0,74
2127630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,6,3,0,0,0,4,0,0,0,0,0,4,8,0,0,8,5,7,0,0,10,0,0,0,0,0,25,19,3,0,50
2127631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,4,3,0,0,0,3,8,0,0,0,7,4,3,0,0,5,3,3,0,0,12,0,0,0,0,4,3,3,0,0,8,0,9,0,0,9,3,9,0,0,13,0,3,0,0,8,3,0,0,0,7,5,6,0,0,10,3,5,3,0,13,0,0,0,0,0,47,44,3,0,99
2127632,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,7,0,5,0,7,6,0,0,0,9,9,3,0,0,8,3,3,0,0,11,0,3,0,0,7,3,8,0,0,12,3,8,0,0,9,6,8,0,0,14,4,3,0,0,9,3,0,0,0,3,3,6,0,0,9,0,6,3,0,15,0,0,0,0,0,47,51,14,3,117
2127633,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,3,0,0,0,6,0,4,0,0,3,4,0,0,0,3,0,8,3,0,12,4,3,0,0,11,3,5,3,0,13,0,3,0,0,3,0,5,0,0,5,0,4,0,0,4,0,4,0,0,5,0,8,0,0,11,0,0,0,0,3,28,49,16,0,85
2127634,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,4,0,6,3,0,3,0,9,11,3,0,0,10,7,7,0,0,13,3,5,0,0,4,0,3,0,0,3,0,8,0,0,10,0,4,0,0,6,0,0,0,0,8,4,0,0,0,6,3,10,0,0,8,0,4,3,0,5,0,0,0,0,0,40,51,15,0,106
2127635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,16,3,4,0,21,13,3,0,0,16,4,7,3,0,8,5,0,3,0,8,0,0,0,0,5,0,5,0,0,10,8,7,0,0,16,3,3,0,0,8,0,3,0,0,3,0,3,0,0,3,0,4,0,0,6,0,4,6,0,7,3,0,0,0,3,62,43,20,0,120
2127701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,10,0,3,0,12,0,0,0,0,3,5,9,4,0,9,4,3,0,0,8,3,0,4,0,5,3,5,0,0,9,3,14,0,0,19,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,6,0,0,7,0,0,0,0,0,25,54,17,3,101
2127702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,3,0,3,0,4,7,0,4,0,7,4,3,5,0,12,5,3,3,0,16,3,8,0,0,11,3,5,0,0,12,3,4,0,0,9,4,11,3,0,16,10,12,0,0,21,3,5,0,0,7,3,3,0,0,8,0,6,0,0,6,4,4,3,0,10,0,0,0,0,3,58,62,33,3,154
2127703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,9,0,3,3,0,3,10,0,3,0,13,7,6,3,0,10,6,3,4,0,12,4,6,0,0,10,9,5,0,0,18,3,3,0,0,13,11,13,0,0,25,10,7,0,0,12,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,4,9,4,0,15,3,0,0,0,3,64,62,34,3,159
2127704,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,6,0,7,9,0,7,0,9,10,0,0,0,11,3,3,0,0,4,7,3,4,0,11,3,7,3,0,15,4,9,0,0,13,19,15,3,0,31,3,12,0,0,14,0,3,0,0,7,0,10,0,0,6,0,3,0,0,3,3,3,0,0,3,3,0,0,0,0,62,66,26,0,156
2127705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,7,3,0,3,0,10,4,0,3,0,11,6,5,3,0,13,9,6,8,0,16,7,7,0,0,11,3,3,3,0,8,7,9,3,0,17,4,16,0,0,17,3,4,0,0,10,0,3,0,0,5,3,7,0,0,11,3,14,4,0,18,0,0,0,0,3,59,79,25,3,171
2127706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,0,0,10,3,0,0,0,3,3,4,4,0,6,3,0,0,0,4,3,7,0,0,8,3,5,0,0,8,4,18,7,0,20,3,4,3,0,9,0,3,0,0,3,0,5,0,0,5,0,13,0,0,8,0,10,0,0,13,0,0,0,0,3,33,67,12,0,110
2127707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,5,0,3,3,0,6,3,0,0,0,4,4,0,0,0,7,0,3,0,0,3,5,4,0,0,12,4,8,0,0,14,3,4,0,0,6,0,0,0,0,0,0,4,0,0,11,0,8,0,0,11,0,4,0,0,4,35,48,10,0,94
2127708,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,9,0,4,0,8,3,0,3,0,13,9,3,3,0,14,7,9,0,0,15,0,11,0,0,12,10,7,0,0,14,12,13,0,0,29,7,15,0,0,14,0,4,0,0,7,0,0,0,0,0,0,3,0,0,0,5,4,3,0,11,0,0,0,0,0,66,66,23,0,157
2127709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,3,0,0,0,3,8,0,0,0,8,0,5,3,0,8,0,0,0,0,4,6,5,4,0,12,0,6,0,0,5,0,4,0,0,6,3,10,0,0,11,4,5,0,0,10,4,0,0,0,6,0,3,0,0,3,0,0,0,0,0,0,5,4,0,13,0,0,0,0,0,35,42,16,0,97
2127710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,3,11,0,0,0,7,3,0,0,0,7,3,3,0,0,4,3,3,3,0,12,0,5,4,0,11,0,4,3,0,7,5,3,0,0,16,0,9,0,0,10,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,8,3,0,0,0,3,34,47,13,3,100
2127711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,3,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,6,0,5,0,0,3,0,3,0,0,0,6,10,0,0,20,0,13,0,0,12,0,0,0,0,0,20,44,4,0,67
2127712,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,9,0,6,0,18,3,4,0,0,12,4,6,0,0,14,7,7,0,0,14,4,0,0,0,3,5,5,3,0,8,4,8,4,0,18,3,5,0,0,7,4,0,0,0,6,0,5,0,0,5,0,0,0,0,6,0,7,3,0,15,0,0,0,0,3,46,49,29,0,129
2127713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,8,4,0,0,0,0,15,0,0,0,13,13,3,3,0,14,11,5,0,0,18,3,6,7,0,19,3,9,0,0,14,5,9,3,0,19,5,17,5,0,28,9,9,0,0,19,3,0,0,0,3,0,0,0,0,3,0,7,0,0,7,5,6,3,0,14,7,0,3,0,6,83,77,30,6,191
2127714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,7,3,0,6,0,9,6,0,6,0,10,0,3,5,0,11,8,6,3,0,14,3,8,3,0,7,0,3,5,0,8,16,15,4,0,37,0,14,0,0,16,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,13,0,0,16,3,0,0,0,3,56,63,34,3,154
2127715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,6,0,4,0,13,3,0,6,0,9,3,0,5,0,12,4,12,0,0,12,5,7,3,0,15,3,7,3,0,11,8,8,3,0,21,3,13,0,0,12,0,0,0,0,3,0,0,0,0,3,3,0,0,0,5,4,3,4,0,16,6,0,0,0,8,59,61,50,0,163
2127717,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,5,4,0,0,0,4,0,4,0,0,6,0,5,3,0,14,6,5,3,0,14,0,0,0,0,3,0,0,0,0,3,9,7,4,0,17,0,3,0,0,3,0,3,0,0,3,3,3,0,0,8,0,3,0,0,4,0,4,0,0,8,0,0,0,0,3,43,39,21,0,96
2127718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,10,3,0,0,12,8,0,3,0,17,3,3,3,0,8,5,6,3,0,12,3,9,0,0,14,0,3,0,0,8,12,15,4,0,27,3,6,0,0,15,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,61,51,29,0,137
