SA1_7DIGITCODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
2125807,0,4,3,20,16,35,4,7,15,3,0,3,27,21,54,11,15,28,12,18,27,6,4,13,28,31,63,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,6,6,9,11,21,0,3,3,3,0,3,3,3,3,0,0,0,11,18,34,0,3,3,0,0,3,0,0,0,0,3,4,12,15,20,83,98,182
2125808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125809,0,4,6,9,4,11,0,5,4,3,0,5,12,9,19,3,6,10,0,3,3,3,4,6,8,11,20,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,0,0,0,0,0,3,0,0,0,0,0,5,17,12,36,45,50,94
2125810,3,4,3,11,16,29,3,7,7,0,0,0,14,19,37,14,10,17,3,11,10,0,0,0,18,18,32,0,3,5,0,0,0,4,0,4,0,0,0,0,0,0,3,3,10,5,15,17,0,3,3,3,0,3,0,0,3,0,0,0,6,15,24,0,0,3,0,3,3,0,0,0,0,3,5,7,8,10,54,72,126
2125811,0,4,4,11,3,15,4,8,9,0,0,3,13,13,30,3,9,8,3,6,10,0,3,3,8,15,25,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,7,0,3,5,10,16,0,3,4,0,0,0,0,0,0,0,0,0,9,7,21,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,40,41,82
2125812,3,0,4,8,9,12,11,3,11,4,0,3,21,14,34,9,7,20,11,4,15,0,0,0,19,12,38,0,4,7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,8,7,23,0,0,3,0,3,3,3,3,4,0,0,0,15,12,28,0,0,0,0,0,0,0,0,0,0,0,0,11,6,18,67,58,125
2125813,0,5,3,18,6,29,13,16,23,5,3,8,29,26,58,13,8,17,10,11,25,8,7,8,28,19,48,3,0,0,0,0,0,3,0,6,0,0,3,0,0,0,4,3,10,15,12,26,4,3,4,3,0,3,0,8,6,0,0,0,20,23,38,0,0,0,0,3,3,0,0,0,0,3,3,5,10,19,95,89,181
2125814,3,0,3,16,8,27,10,7,20,0,0,0,28,19,42,5,12,14,15,10,25,0,0,3,19,27,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,13,3,16,0,0,0,0,3,3,0,0,0,0,0,0,11,10,20,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,71,56,130
2125815,3,6,13,10,12,18,6,8,18,3,4,9,22,20,44,4,11,9,15,3,16,3,4,7,18,16,34,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,10,12,8,15,0,0,0,0,0,3,0,0,0,0,0,0,9,9,22,0,0,0,0,0,3,0,0,0,0,0,3,7,3,8,67,62,125
2125816,4,8,11,21,5,23,8,9,16,4,3,10,30,17,45,10,16,25,9,12,25,0,3,3,26,34,56,0,0,0,0,4,4,3,3,4,0,0,0,0,0,0,8,7,15,7,6,16,4,3,3,0,8,8,0,0,0,0,0,0,14,16,31,0,0,3,0,0,3,0,0,0,5,4,5,9,6,9,82,85,169
2125817,3,3,9,8,14,19,13,3,14,0,3,7,20,19,41,7,14,20,18,12,28,3,7,5,26,28,52,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,3,11,0,7,7,0,0,0,0,0,0,0,0,0,10,11,21,0,0,0,3,0,3,0,0,0,3,0,3,0,0,5,64,67,136
2125818,0,0,0,14,8,16,0,0,3,0,3,3,12,10,24,3,9,8,8,7,13,0,3,5,7,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,4,3,0,0,0,10,7,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,35,31,67
2125819,10,3,9,8,17,27,3,0,3,0,0,0,11,22,29,11,16,26,9,9,16,4,8,5,21,26,45,3,0,3,0,0,0,0,0,0,0,3,7,0,0,0,5,3,10,8,12,20,0,0,0,3,3,3,0,0,3,0,0,0,18,17,30,0,0,0,0,0,4,0,0,0,0,3,5,9,6,17,70,81,142
2125820,4,3,9,10,11,16,0,0,3,0,0,0,7,13,22,9,9,15,6,3,11,0,0,6,17,16,32,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,4,7,0,0,0,0,0,0,0,0,4,0,0,0,6,5,16,0,0,0,0,0,0,0,0,0,0,0,0,6,6,18,50,47,95
2125821,0,0,0,17,17,41,0,3,6,0,0,7,18,28,47,10,8,22,10,6,17,9,7,14,31,20,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,14,0,0,0,3,0,3,0,0,0,0,0,0,12,10,19,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,66,65,128
2125822,5,3,11,16,20,37,8,9,21,0,0,0,26,26,60,11,11,20,13,9,18,6,5,7,26,16,41,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,3,6,10,5,15,19,0,3,3,0,0,3,0,3,3,0,0,0,11,24,32,0,0,0,0,3,3,0,0,0,0,7,7,3,4,9,75,86,158
2125823,3,6,7,19,17,32,7,4,9,0,0,0,27,21,44,19,16,34,6,14,16,7,0,6,27,30,55,0,0,0,0,0,0,3,0,3,3,4,7,0,0,0,6,3,11,5,11,18,0,0,0,0,3,3,4,4,8,0,0,0,13,21,35,0,0,0,0,3,3,0,0,0,0,3,3,3,4,11,80,87,163
2125824,3,4,10,16,22,38,7,7,12,0,0,0,25,29,55,20,13,28,4,8,19,0,4,7,29,24,54,0,0,4,0,0,0,0,0,5,3,0,3,0,0,0,6,5,9,14,3,17,3,0,3,0,0,0,0,3,3,0,0,0,18,6,25,0,0,0,0,0,0,0,0,0,0,0,4,14,14,25,87,93,179
2125825,0,0,0,5,3,8,10,12,23,0,0,0,17,16,32,3,5,5,0,6,10,0,4,3,9,16,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,9,13,0,6,4,0,0,0,0,0,3,0,0,0,7,16,21,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,45,46,93
2125826,6,0,8,11,17,32,7,3,7,0,0,0,13,21,38,6,9,17,11,4,17,3,6,11,21,14,38,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,8,12,17,0,0,0,0,0,0,0,3,7,0,0,0,15,17,29,0,0,0,0,6,6,0,0,0,0,6,6,11,10,21,71,73,143
2125827,0,7,3,3,11,14,0,0,4,3,0,3,9,11,17,5,3,5,3,3,5,0,0,0,8,9,15,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,5,3,9,3,0,4,0,3,3,0,3,4,0,0,0,6,5,15,0,0,0,0,0,3,0,0,0,0,0,3,5,0,5,30,35,69
2125828,5,3,7,15,12,24,3,0,3,3,4,6,17,14,31,5,10,15,5,3,9,3,0,3,18,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,13,0,0,0,0,3,3,0,3,4,0,0,0,9,10,16,0,0,0,0,3,3,0,0,0,0,3,3,14,14,27,63,58,118
2125901,3,5,10,19,11,26,6,5,12,0,4,7,28,15,46,5,3,8,8,4,7,4,0,4,16,10,26,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,3,4,4,3,4,9,0,8,8,0,0,0,0,3,5,0,0,0,10,16,27,0,0,0,0,0,0,0,0,0,0,0,0,6,16,19,61,67,135
2125902,3,4,6,4,11,16,3,0,7,3,3,6,10,12,23,9,8,15,4,0,4,0,0,0,11,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,3,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,36,41,74
2125903,3,0,3,14,9,19,5,0,4,0,0,0,14,12,23,3,10,12,4,3,9,7,0,4,14,15,28,0,0,4,0,5,5,0,0,0,0,0,0,0,0,0,3,8,7,3,5,9,0,0,0,0,0,0,3,0,3,0,0,0,3,4,11,0,0,0,0,3,3,0,0,0,0,3,3,7,9,8,47,42,86
2125904,0,0,7,8,0,15,0,3,3,0,0,0,13,5,14,4,12,15,0,0,0,0,0,0,4,10,19,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,8,9,14,0,0,3,0,0,0,0,0,0,0,0,0,11,11,21,0,0,0,0,0,0,0,0,0,0,0,0,8,9,16,45,34,77
2125905,3,5,11,12,16,28,0,3,3,0,0,0,20,22,37,10,15,21,0,3,5,0,0,4,13,18,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,8,6,8,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,0,0,0,0,0,0,0,0,0,4,0,4,4,3,8,46,53,101
2125906,8,3,4,16,14,29,0,0,3,0,0,4,14,17,31,16,14,25,0,0,3,8,10,17,28,23,44,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,5,4,6,8,17,0,0,0,0,0,0,0,0,0,0,0,0,7,14,20,0,0,0,0,3,3,0,0,0,0,7,7,5,5,11,64,63,127
2125907,0,3,4,22,31,49,0,3,0,0,0,0,25,33,57,9,8,18,9,0,8,3,0,7,22,14,33,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,3,6,6,6,12,0,0,0,0,0,0,0,0,3,0,0,0,4,9,17,0,0,0,3,0,4,0,0,0,3,3,3,13,8,18,67,70,141
2125908,3,8,11,17,18,33,3,3,10,0,0,0,22,19,46,11,11,21,3,0,5,0,0,0,14,10,26,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,6,6,3,10,12,3,3,5,0,0,3,0,0,0,0,0,0,10,12,18,0,0,0,0,3,3,0,0,0,0,3,9,7,6,12,58,68,131
2125909,3,3,5,18,18,43,0,3,6,0,0,0,21,26,50,14,9,27,0,0,4,6,0,10,22,14,40,3,0,3,3,0,3,0,3,3,0,3,0,0,0,0,8,7,14,9,7,16,0,4,6,0,4,4,3,6,6,0,0,0,13,20,30,4,0,3,0,3,6,0,0,0,3,3,7,12,17,30,88,91,178
2125910,7,0,7,15,13,24,0,0,0,0,0,0,16,15,24,8,6,13,5,7,7,4,5,8,12,20,30,0,3,3,0,0,4,0,0,0,0,3,3,0,0,0,3,5,7,7,13,14,0,3,3,0,0,0,3,3,3,0,0,0,9,18,23,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,41,56,97
2125911,0,3,8,10,13,21,7,6,10,0,0,0,15,19,35,5,13,20,3,0,3,0,3,3,17,18,32,0,0,0,0,0,0,4,0,3,0,9,9,0,0,0,3,8,9,8,6,20,4,4,5,0,0,0,3,0,3,0,0,0,15,12,31,0,0,0,0,3,5,0,0,0,0,3,5,9,9,22,64,68,131
2125912,8,4,6,12,7,15,5,5,16,0,0,3,20,14,33,20,19,36,5,0,8,3,4,3,25,24,49,0,0,0,3,0,3,5,0,7,0,0,0,0,0,0,8,4,8,13,19,33,0,3,3,0,0,0,0,0,0,0,0,0,20,21,41,0,0,0,0,3,4,0,0,0,0,3,4,3,4,7,76,69,147
2125913,4,10,7,12,17,26,0,7,9,4,0,4,14,18,40,8,5,14,3,4,9,3,4,10,11,18,30,0,0,0,0,0,0,4,0,4,0,5,3,0,0,0,3,3,10,13,13,26,0,0,3,0,0,0,0,0,0,0,0,0,16,10,27,0,0,0,0,0,3,0,0,0,0,0,3,11,7,18,62,75,139
2125914,4,3,4,10,8,19,0,0,4,0,0,3,11,15,28,5,0,11,0,0,0,0,0,3,4,0,8,3,0,7,0,0,0,0,0,0,0,3,4,0,0,0,6,4,8,0,5,5,0,0,0,0,0,0,0,4,4,0,0,0,0,12,12,0,0,0,0,3,5,0,0,0,0,3,4,10,12,25,37,50,93
2125915,0,4,4,9,15,22,0,0,3,0,0,0,8,19,24,7,10,22,0,0,0,0,0,0,7,9,20,0,0,0,0,0,3,0,0,0,0,7,7,0,0,0,3,8,12,6,3,9,0,0,3,0,0,0,0,3,3,0,0,0,6,7,11,0,0,0,0,0,0,0,0,0,0,4,4,10,12,20,42,57,100
2125916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125917,3,0,3,11,3,15,0,0,0,0,3,3,12,9,19,4,3,9,0,0,0,0,0,0,4,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,32,26,51
2125918,3,3,7,17,12,29,3,5,8,0,0,0,23,13,37,0,11,15,0,0,0,0,4,3,8,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,3,0,0,0,8,7,7,0,5,5,4,0,4,0,0,0,4,5,8,5,4,15,50,45,91
2125919,0,0,0,16,12,32,3,3,4,4,0,4,28,16,38,9,12,17,3,3,8,3,0,4,15,10,28,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,7,6,7,6,14,0,0,0,3,0,3,0,0,0,0,0,0,10,10,18,0,0,0,0,0,0,0,0,0,0,0,3,9,10,16,60,49,113
2125920,3,3,4,5,9,13,3,9,13,3,0,3,12,20,27,3,6,6,0,3,3,0,3,3,7,10,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,7,4,11,0,0,0,0,3,0,0,0,0,0,0,0,7,14,16,0,0,0,0,0,4,0,0,0,0,0,4,11,5,18,44,51,97
2125921,0,0,4,15,9,25,0,3,3,0,0,3,12,13,28,3,6,7,0,3,4,0,3,3,3,9,17,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,3,4,3,10,0,0,3,0,0,0,3,0,3,0,0,0,7,4,11,0,0,0,0,0,4,0,0,0,0,0,4,10,7,15,36,42,79
2125922,0,3,5,16,20,36,0,3,3,3,6,4,24,26,44,4,7,13,5,5,5,0,0,0,7,10,21,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,10,0,11,5,12,9,0,0,3,0,0,3,4,5,7,0,0,0,9,13,26,0,0,0,0,5,5,0,0,0,0,5,5,0,3,6,52,67,119
2125923,9,6,11,17,17,30,0,0,0,0,0,0,18,17,38,7,14,20,3,4,11,0,3,3,12,15,27,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,7,5,3,4,5,3,0,3,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,0,3,3,0,0,0,0,3,3,0,4,3,47,54,105
2125924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,14,6,12,14
2125925,0,3,3,3,16,17,6,3,8,0,0,0,7,14,28,0,11,8,0,3,3,3,0,3,3,7,12,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,3,11,3,13,0,0,0,0,0,0,0,0,3,0,0,0,8,6,13,0,0,0,0,3,5,0,0,0,0,3,5,10,16,26,38,53,89
2125926,0,7,7,7,9,16,0,0,3,0,0,0,11,12,18,3,3,8,4,3,9,0,0,0,9,8,17,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,3,4,5,0,0,0,0,0,0,0,0,3,0,0,0,3,4,10,0,0,0,0,3,3,0,0,0,0,3,3,5,11,15,28,48,78
2125927,0,4,3,23,11,34,0,4,6,4,3,7,28,18,41,13,15,23,0,0,0,3,0,3,16,16,30,0,0,0,0,5,5,3,0,0,3,3,10,0,0,0,3,8,13,7,12,15,0,0,3,0,0,0,3,3,9,0,0,0,7,15,25,0,7,7,0,0,3,0,0,0,0,4,10,9,12,23,67,75,144
2125928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,50,34,27,57
2125929,5,3,8,14,20,29,0,12,12,5,5,14,22,33,52,9,16,31,3,3,9,11,4,19,28,25,56,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,6,13,13,25,6,3,8,6,3,6,3,7,6,0,0,0,24,24,44,0,0,0,0,0,0,0,0,0,0,0,3,9,11,19,84,99,178
2125930,3,7,7,14,8,23,0,0,0,3,3,8,14,11,31,12,7,28,0,3,3,3,3,7,21,18,32,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,11,6,17,0,3,3,0,3,3,3,3,4,0,0,0,11,14,24,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,50,58,110
2125931,0,4,4,3,9,13,0,0,3,0,0,0,9,10,17,7,6,12,0,3,3,0,3,4,7,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,3,13,5,3,5,0,0,0,3,0,0,0,0,0,13,11,25,0,0,0,0,3,4,0,0,0,0,3,4,6,3,7,37,47,87
2125932,0,4,3,6,3,9,3,5,3,0,0,0,14,3,18,3,3,7,0,0,0,0,0,0,3,7,13,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,6,0,0,3,0,0,0,3,0,3,0,0,0,12,3,13,0,0,0,0,0,0,0,0,0,0,0,0,5,9,16,38,33,69
2125933,3,3,4,8,6,16,0,3,5,0,0,0,10,11,19,11,10,21,0,3,3,0,0,0,10,13,24,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,9,12,5,19,4,3,3,0,0,0,0,0,0,0,0,0,16,7,28,0,0,0,0,4,4,0,0,0,0,4,4,12,12,24,54,56,109
2125934,0,0,0,9,5,15,0,0,0,0,0,3,6,7,13,5,4,8,4,7,6,3,0,5,11,5,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,27,27,59
2125935,0,4,11,7,15,20,0,0,3,3,4,7,17,19,35,9,11,18,0,0,3,3,4,5,16,15,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,5,10,9,15,0,3,4,0,0,0,0,3,7,0,0,0,13,10,21,0,0,0,0,0,3,0,0,0,0,0,3,4,5,9,52,60,111
2125936,9,11,18,19,20,45,0,3,3,3,3,4,20,31,53,15,9,21,5,3,11,0,5,7,21,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,9,13,3,3,9,0,0,0,0,6,6,0,0,0,9,18,24,0,0,0,0,0,0,0,0,0,0,0,0,9,6,19,72,86,157
2125937,9,3,12,15,9,21,3,0,3,0,3,4,18,12,33,4,4,11,0,0,0,3,0,4,6,7,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,5,3,3,0,3,4,0,0,0,0,0,0,0,0,0,4,8,7,0,0,0,3,3,3,0,0,0,3,3,3,8,3,13,46,34,83
2125938,0,0,3,8,10,19,0,0,0,0,0,4,13,11,21,4,3,9,0,0,0,0,0,0,10,3,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,4,4,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,26,29,57
2126001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2126002,0,0,0,4,9,20,0,7,4,0,0,0,9,16,25,9,4,14,3,4,5,3,0,4,11,9,20,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,3,0,3,8,3,0,3,0,0,0,0,0,0,0,0,0,9,8,16,0,0,0,0,3,3,0,0,0,0,3,3,4,3,6,33,41,70
2126003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126004,4,3,6,4,8,12,3,0,6,0,0,0,3,10,10,7,8,15,0,0,3,3,3,11,18,14,24,3,0,3,0,0,0,3,0,8,4,0,4,0,0,0,12,3,12,8,9,20,0,0,5,0,0,0,0,0,3,0,0,0,13,16,29,0,0,0,3,0,6,0,0,0,3,0,6,7,9,19,57,54,113
2126005,3,3,11,8,13,25,7,3,12,6,0,6,23,21,35,11,13,15,4,0,5,0,0,0,16,8,29,0,0,0,0,0,0,0,0,0,5,9,9,0,0,0,3,9,13,10,16,23,0,0,5,0,0,0,3,0,3,0,0,0,14,14,30,0,0,0,0,0,3,0,0,0,0,0,4,3,3,10,67,62,128
2126006,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
2126007,4,6,9,7,10,19,3,0,7,7,7,13,24,15,32,14,5,28,5,9,15,12,6,22,33,21,60,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,4,10,20,27,44,7,3,7,4,0,4,4,5,11,0,0,0,27,34,60,0,0,0,0,0,3,0,0,0,0,0,3,6,3,9,107,80,187
2126008,0,4,8,12,10,24,0,0,4,5,5,12,20,15,37,7,5,17,0,0,0,9,4,10,22,14,33,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,6,3,11,13,8,20,0,0,3,0,0,3,0,4,4,0,0,0,11,9,25,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,70,58,122
2126009,0,5,3,6,8,12,4,0,4,0,3,6,11,13,27,10,9,15,3,3,7,12,11,15,23,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,20,0,0,4,0,0,0,0,0,0,0,0,0,8,18,24,4,0,4,0,0,3,0,0,0,4,0,5,3,8,15,50,64,110
2126010,0,10,11,8,4,14,0,0,0,0,0,3,9,6,23,10,12,17,0,5,4,5,4,6,14,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,3,3,0,3,3,6,7,0,0,0,6,11,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,36,51,87
2126011,5,3,9,11,4,18,0,0,3,0,0,0,14,7,17,10,5,12,4,6,11,4,0,7,18,14,27,3,0,4,0,0,0,0,0,3,4,0,4,0,0,0,4,3,11,6,11,16,4,0,3,0,0,0,0,0,0,0,0,0,12,17,22,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,57,40,89
2126012,3,3,6,9,8,12,0,3,3,7,3,9,16,9,20,9,3,13,3,4,5,9,8,15,22,15,39,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,4,13,4,18,0,0,9,0,0,0,0,0,0,0,0,0,15,8,23,0,0,0,0,3,3,0,0,0,0,0,5,3,5,12,65,50,107
2126013,4,6,5,10,8,16,0,0,3,5,3,12,13,15,33,15,10,27,0,3,3,10,0,13,26,20,40,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,11,20,31,3,3,3,0,3,3,3,0,8,0,0,0,21,26,42,3,0,3,0,3,3,0,0,0,4,3,9,12,9,12,84,67,154
2126014,11,8,13,13,14,31,8,0,4,3,0,0,18,17,41,16,14,28,4,0,5,6,3,8,26,17,39,3,3,9,0,0,0,0,0,3,0,3,3,0,0,0,5,3,12,19,16,28,0,5,4,0,0,0,0,0,0,0,0,0,23,14,38,0,3,8,0,0,4,0,0,0,3,0,10,10,11,20,101,74,173
