SA1_7DIGITCODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
2135101,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,5,0,12
2135102,0,0,0,0,0,0,0,0,0,6,8,0,15,0,0,0,20,5,0,22
2135103,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,3,10,11,0,15
2135104,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,4,12,0,25
2135105,0,0,0,0,0,0,0,0,0,4,9,0,12,3,0,3,16,4,0,22
2135106,0,0,0,0,0,0,3,0,3,5,3,0,7,0,0,3,10,10,0,23
2135107,0,0,0,0,0,0,0,0,0,7,3,0,8,0,0,0,9,7,0,15
2135108,0,0,0,0,0,0,0,0,0,4,5,0,7,0,0,0,7,0,0,12
2135109,0,0,0,0,0,0,0,0,0,10,5,0,21,4,0,4,21,12,0,32
2135110,0,0,0,0,0,0,0,0,0,11,7,0,13,0,0,0,13,3,0,22
2135111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135112,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,5,9,0,13
2135113,0,0,0,0,0,0,0,0,0,4,3,3,14,0,0,0,14,17,0,28
2135114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135115,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,7,8,0,17
2135116,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,8,9,0,15
2135117,0,0,0,0,0,0,0,0,0,6,3,0,6,0,3,3,7,8,0,16
2135118,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,7,3,0,8
2135119,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,5,8,0,9
2135120,0,0,0,0,0,0,0,0,0,7,3,0,11,0,0,0,10,10,0,18
2135121,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,11,6,0,14
2135122,0,0,0,0,0,0,0,0,0,11,3,0,16,0,0,0,15,6,0,22
2135123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135124,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,9,3,0,15
2135125,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,9,11,0,13
2135126,0,0,0,0,0,0,0,0,3,13,4,0,12,0,0,0,12,12,0,26
2135127,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,4,0,0,9
2135128,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,11,4,0,16
2135201,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,4,3,0,11
2135202,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,4,7,0,12
2135203,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,7,3,0,10
2135204,0,0,0,0,0,0,0,0,0,3,8,0,5,0,0,0,5,0,0,11
2135205,0,0,0,0,0,0,0,0,0,4,6,0,12,0,0,0,10,7,0,14
2135206,0,0,0,0,0,0,0,0,0,9,0,0,8,3,0,3,11,15,0,21
2135207,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,10,22,0,34
2135208,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,6,12,0,14
2135209,0,0,0,0,0,0,0,0,0,6,3,0,9,0,0,0,13,4,0,16
2135210,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,10
2135211,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,12,4,0,14
2135212,0,0,0,0,0,0,0,0,0,8,6,0,14,0,0,0,14,3,0,16
2135213,0,0,0,0,0,0,0,0,0,8,3,0,6,0,0,0,6,8,0,11
2135214,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3
2135215,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,9,0,12
2135216,0,0,0,0,0,0,0,0,0,8,3,0,19,0,0,0,16,7,0,27
2135217,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,9,0,13
2135218,0,0,0,0,0,0,0,0,0,6,4,0,7,0,0,0,7,7,0,19
2135219,0,0,0,0,0,0,0,0,0,5,9,0,14,0,0,0,17,10,0,26
2135220,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,9,4,0,14
2135221,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,9,7,0,13
2135222,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,7,13,0,19
2135223,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,9,6,0,13
2135224,0,0,0,0,0,0,0,0,0,5,3,0,14,0,0,0,12,6,0,16
2135225,0,0,0,0,0,0,0,0,0,9,3,0,10,0,0,3,14,3,0,15
2135226,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,9,8,0,19
2135227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135228,0,0,0,0,0,0,0,0,0,10,3,0,13,0,0,3,16,11,0,22
2135229,0,0,0,0,0,0,0,0,0,5,4,0,11,0,0,0,11,4,0,14
2135230,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,8,7,0,14
2135231,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,3,8,0,11
2135232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135301,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,8,8,0,19
2135302,0,0,0,0,0,0,0,0,0,11,5,0,25,0,4,4,28,8,0,38
2135303,0,0,0,0,0,0,0,0,0,20,13,3,36,0,3,4,39,7,0,45
2135304,0,0,0,0,0,0,0,0,0,3,8,3,14,0,0,0,14,7,0,20
2135305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
2135306,0,0,0,0,0,0,0,0,0,6,4,0,9,0,0,0,9,3,0,13
2135307,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,11,0,14
2135308,0,0,0,0,0,0,0,0,0,10,4,0,16,0,0,3,13,7,0,27
2135310,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,3,0,5
2135311,0,0,0,0,0,0,0,3,3,4,3,4,14,0,0,0,14,10,3,26
2135312,0,0,0,0,0,0,0,0,0,3,4,0,14,0,0,0,14,14,3,27
2135313,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,7,0,13
2135314,0,0,0,0,0,0,0,0,0,8,9,0,13,0,0,0,13,11,0,23
2135315,0,0,0,0,0,0,0,0,0,6,8,0,11,3,0,3,16,3,0,20
2135317,0,0,0,0,0,0,0,0,0,3,6,0,11,0,0,0,11,4,0,17
2135318,0,0,0,0,0,0,0,0,0,8,5,0,9,0,0,0,14,6,0,14
2135319,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7
2135320,0,0,0,0,0,0,0,0,0,8,7,0,14,0,0,0,14,8,0,21
2135322,0,0,0,0,0,0,0,0,0,7,6,0,14,0,0,0,14,5,0,24
2135323,0,0,0,0,0,0,0,0,0,3,4,3,6,0,0,0,6,9,3,18
2135324,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,10,6,0,14
2135325,0,0,0,0,0,0,3,0,3,3,11,0,12,3,0,3,19,16,0,32
2135326,0,0,0,0,0,0,0,0,0,11,12,0,27,0,3,3,27,16,0,47
2135328,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,9,8,0,16
2135330,0,0,0,0,0,0,0,0,0,6,6,0,17,0,0,0,17,13,0,34
2135331,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,10,5,0,14
2135332,0,0,0,0,0,0,0,0,0,6,4,0,15,4,0,4,15,23,0,35
2135333,0,0,0,0,0,0,0,0,0,3,3,3,6,0,0,0,10,10,0,16
2135334,0,0,0,0,0,0,0,0,0,15,9,0,20,0,0,0,23,5,0,24
2135335,0,0,0,0,0,0,0,0,0,5,7,0,13,0,0,0,13,18,0,26
2135336,0,0,0,0,0,0,0,0,0,3,8,0,7,0,3,4,13,25,0,39
2135337,0,0,0,0,0,0,0,0,0,10,6,0,14,0,0,0,16,10,0,25
2135338,0,0,0,0,0,0,0,0,0,11,3,0,13,0,0,0,16,10,0,25
2135339,0,0,0,0,0,0,0,0,0,5,4,3,15,0,0,0,15,17,0,33
2135340,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,5,12,0,10
2135341,0,0,0,0,0,0,0,0,0,4,4,0,11,0,0,0,11,3,0,12
2135342,0,0,0,0,0,0,4,0,4,4,6,0,12,0,0,0,12,11,0,23
2135343,0,0,0,0,0,0,0,0,0,5,7,0,10,0,0,0,10,3,0,16
2135344,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5
2135345,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,5
2135346,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,10,4,0,13
2135347,0,0,0,0,0,0,0,0,0,16,6,0,21,3,3,3,28,22,0,49
2135348,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,7,0,0,15
2135349,0,0,0,0,0,0,0,0,0,7,4,0,6,0,0,0,6,3,0,10
2135501,0,3,0,0,0,3,0,0,4,54,36,0,90,4,5,13,97,28,0,125
2135502,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,5,3,0,11
2135503,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,12
2135504,0,0,0,0,0,0,0,0,0,5,4,0,5,0,0,0,7,5,0,14
2135505,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,4,9,0,16
2135506,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,9,4,0,14
2135507,0,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,7,4,0,9
2135508,0,0,0,0,0,0,0,0,0,8,4,0,11,0,0,0,11,3,0,18
2135509,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,3,12,0,0,13
2135510,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,5,9,0,13
2135511,0,0,0,0,0,0,0,0,0,10,3,0,13,0,0,0,10,8,0,15
2135512,0,0,0,0,0,0,0,0,0,17,15,0,30,0,0,0,34,15,0,52
2135513,0,0,0,0,0,0,0,0,0,17,13,0,32,0,0,0,32,8,0,40
2135514,0,0,0,0,0,0,0,0,0,3,9,0,17,0,0,0,17,8,0,24
2135515,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,3,0,10
2135516,0,0,0,0,0,0,0,0,0,9,3,0,13,0,0,0,13,8,0,24
2135517,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,10,3,0,13
2135518,0,0,0,0,0,0,0,0,0,10,8,0,11,0,0,0,11,3,0,16
2135519,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,0,7
2135520,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,10,7,0,14
2135521,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,5,9,0,22
2135522,0,0,0,0,0,0,0,0,0,6,4,0,12,3,0,3,13,6,0,22
2135523,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,8,9,0,10
2135524,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,3,0,8
2135525,0,0,0,0,0,0,0,0,0,6,7,0,12,0,0,0,13,10,0,22
2135526,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,7,7,0,17
2135527,0,0,0,0,0,0,0,0,0,11,7,0,16,0,0,0,16,3,0,17
2135528,0,0,0,0,0,0,0,0,0,6,7,0,11,0,0,0,11,0,0,13
2135529,0,0,0,0,0,0,0,0,0,10,3,0,9,0,0,0,9,0,0,7
2135530,0,0,0,0,0,0,0,0,0,6,5,0,13,3,0,4,12,10,0,18
2135531,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,9
2135532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
2135533,0,0,0,0,0,0,0,0,0,3,7,0,10,0,0,0,10,3,0,13
2135534,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,3
2135535,0,0,0,0,0,0,0,0,0,14,7,0,18,0,0,0,18,13,0,29
2135536,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,9,0,0,8
2135537,0,0,0,0,0,0,0,0,0,8,7,0,18,0,0,0,18,7,0,23
2135538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2135601,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,5,5,9,0,16
2135602,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,9,0,13
2135603,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,9,0,21
2135605,0,0,0,0,0,0,0,0,0,13,3,0,17,0,0,4,14,5,0,24
2135608,0,0,0,0,0,0,0,0,0,9,9,0,17,0,3,3,15,15,0,34
2135609,0,0,0,0,0,0,0,0,0,4,4,0,10,3,0,3,10,17,0,30
2135610,0,0,0,0,0,0,0,0,0,6,6,3,20,0,0,0,17,22,0,37
2135611,0,0,0,0,0,0,4,0,4,4,3,0,5,0,0,0,9,20,0,31
2135612,0,0,0,0,0,0,0,0,0,4,9,3,18,0,0,0,15,28,3,46
2135613,0,0,0,0,0,0,0,0,0,5,5,0,13,3,3,3,13,13,0,31
2135614,0,0,0,0,0,0,0,0,0,6,9,0,14,4,0,4,18,23,0,41
2135615,0,0,0,0,0,0,3,0,3,6,8,0,18,4,0,4,25,18,0,39
2135616,0,0,0,0,0,0,0,0,0,9,3,0,7,0,0,0,7,12,0,26
2135617,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,3,0,10
2135618,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,6
2135619,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,13,10,0,17
2135620,0,0,0,0,0,0,0,0,0,6,0,0,9,3,0,7,11,17,0,30
2135622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11
2135623,0,0,0,0,0,0,0,0,0,4,9,0,11,0,0,3,17,16,0,33
2135625,0,0,0,0,0,0,0,0,0,3,9,0,8,3,0,4,14,13,0,31
2135626,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,6,14,0,23
2135627,0,0,0,0,0,0,0,0,0,12,7,3,23,4,0,4,23,15,0,38
2135628,0,0,0,0,0,0,0,0,0,10,8,0,19,0,3,3,20,19,0,43
2135629,0,0,0,0,0,0,3,0,3,9,3,0,14,3,4,3,19,23,0,39
2135630,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,0,10,4,0,22
2135631,0,0,0,0,0,0,0,0,0,11,12,0,16,0,3,3,24,19,0,41
2135632,0,0,0,0,0,0,0,0,0,10,6,0,17,0,0,3,14,7,0,25
2135633,0,0,0,0,0,0,0,0,0,8,8,0,14,3,4,5,18,11,0,25
2135635,0,0,0,0,0,0,0,0,0,7,6,0,11,0,0,0,16,18,0,35
2135637,0,0,0,0,0,0,0,0,0,3,3,0,10,3,0,5,10,10,0,26
2135638,0,0,0,0,0,0,0,0,0,3,6,0,10,0,3,3,17,8,0,23
2135639,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,3,0,6
2135640,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,3,0,7
2135641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
2135642,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,9,3,0,15
2135643,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,13,7,0,13
2135644,0,0,0,0,0,0,0,0,0,7,3,0,8,0,0,0,8,20,0,29
2135645,0,0,0,0,0,0,0,0,3,4,4,0,13,0,0,0,12,8,0,23
2135646,0,0,0,0,0,0,0,0,0,9,4,0,18,0,0,0,19,15,0,32
2135647,0,0,0,0,0,0,0,0,0,7,3,0,11,0,4,4,18,5,0,22
2135648,0,0,0,0,0,0,0,3,0,5,3,3,13,0,3,3,19,17,3,33
2135649,0,0,0,0,0,0,0,0,0,6,4,3,18,0,0,0,18,7,0,25
2135650,0,0,0,0,0,0,0,3,3,4,8,0,11,0,0,0,15,16,3,30
2135651,0,0,0,0,0,0,0,0,0,8,4,0,7,0,0,0,6,15,0,25
2135652,0,0,0,0,0,0,0,0,0,3,3,0,12,0,3,3,15,20,0,28
2135653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135701,0,0,0,0,0,0,0,0,3,4,9,0,11,3,3,3,21,15,0,35
2135702,0,0,0,0,0,0,0,0,0,15,20,3,40,0,3,3,39,36,0,71
2135703,0,0,0,0,0,0,0,0,0,17,13,0,35,0,4,3,39,41,0,74
2135704,0,0,0,0,0,0,0,0,0,5,7,0,18,4,0,4,19,9,0,29
2135705,0,0,0,0,0,0,0,0,4,8,4,4,14,0,0,0,14,18,0,32
2135706,0,0,0,0,0,0,4,0,4,12,8,0,23,6,3,9,28,20,0,53
2135707,0,0,0,0,0,0,0,0,0,4,4,0,17,5,4,7,28,27,0,53
2135708,0,0,0,0,0,0,0,0,0,6,5,0,10,0,0,0,13,5,0,21
2135709,0,0,0,0,0,0,3,0,3,4,6,0,16,3,3,7,16,19,0,42
2135710,0,0,0,0,0,0,0,0,0,12,9,3,19,0,6,6,31,23,0,50
2135711,0,0,0,0,0,0,0,0,3,3,8,0,14,4,11,11,34,36,0,68
2135712,0,0,0,0,0,0,0,0,4,8,10,0,21,0,0,3,20,18,0,38
2135713,0,0,0,0,0,0,0,0,0,9,6,0,16,0,3,6,21,31,0,47
2135714,0,0,0,0,0,0,0,0,0,8,0,3,16,0,0,0,15,21,0,36
2135715,0,0,0,0,0,0,0,0,0,3,5,0,11,0,0,0,11,23,0,37
2135716,0,0,0,0,0,0,0,0,0,4,6,0,13,0,0,0,13,19,0,34
2135717,0,0,0,0,0,0,0,0,0,7,4,0,16,0,0,0,12,13,0,22
2135718,0,0,0,0,0,0,0,0,0,13,5,0,16,0,0,0,22,4,0,24
2135719,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,12,8,0,18
2135720,0,0,0,0,0,0,0,0,0,15,16,0,33,0,4,3,34,26,0,61
2135722,0,0,0,0,0,0,3,0,3,8,3,0,9,0,0,0,8,13,0,23
2135723,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,9,6,0,12
2135724,0,0,0,0,0,0,0,0,0,7,5,0,13,0,0,0,14,13,0,29
2135725,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,5,3,0,9
2135727,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,3,8,15,0,26
2135728,0,0,0,0,0,0,0,0,0,18,7,0,27,0,3,4,27,10,0,38
2135729,0,0,0,0,0,0,0,0,0,10,7,0,16,0,0,0,18,17,0,36
2135730,0,0,0,0,0,0,0,0,0,11,13,0,23,3,3,4,26,17,0,46
2135731,0,0,0,0,0,0,0,0,0,3,7,0,10,0,0,3,8,13,0,25
2135732,0,0,0,0,0,0,0,3,3,7,13,0,20,0,3,3,21,7,3,34
2135733,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
2135734,0,0,0,0,0,0,0,0,0,12,11,0,17,0,0,0,18,23,0,50
2135735,0,0,0,0,0,0,0,0,0,10,12,4,21,3,3,7,26,13,0,44
2135736,0,0,0,0,0,0,0,0,0,22,5,0,22,0,3,4,27,18,0,48
2135801,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,4,11,8,0,17
2135802,0,0,0,0,0,0,0,0,0,6,7,0,11,0,0,3,19,17,0,34
2135803,0,0,0,0,0,0,0,0,0,4,3,0,13,0,0,0,16,13,0,26
2135804,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,12,15,0,23
2135805,0,0,0,0,0,0,0,0,0,7,6,0,21,0,3,3,22,21,0,41
2135806,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,0,9,6,0,16
2135809,0,0,0,0,0,0,3,0,3,8,5,0,12,0,0,3,14,18,3,37
2135810,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,8,9,0,19
2135812,0,0,0,0,0,0,0,0,0,12,3,0,21,0,0,3,21,20,0,39
2135813,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,8
2135814,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,9,3,0,12
2135816,0,0,0,0,0,0,0,0,0,12,3,0,13,0,0,0,16,7,0,23
2135817,0,0,0,0,0,0,0,0,0,3,10,0,16,5,0,5,16,19,0,34
2135818,0,0,0,0,0,0,0,0,0,9,4,0,17,3,0,5,18,19,0,38
2135819,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,14,12,0,18
2135821,0,0,0,0,0,0,0,3,3,10,5,0,15,0,0,0,17,11,4,34
2135822,0,0,0,0,0,0,0,0,0,12,18,0,26,0,0,3,29,24,0,54
2135823,0,0,0,0,0,0,0,0,0,3,7,0,6,0,0,0,6,6,0,14
2135824,0,0,0,0,0,0,0,0,0,8,6,0,12,0,0,0,14,5,0,15
2135825,0,0,0,0,0,0,0,0,0,10,8,0,12,0,0,0,12,8,0,19
2135826,0,0,0,0,0,0,0,0,0,16,14,0,33,0,0,4,33,14,0,46
2135827,0,0,0,0,0,0,3,0,3,3,5,0,11,0,0,3,8,15,0,26
2135828,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,10
2135829,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,3,5,3,0,6
2135830,0,0,0,0,0,0,0,0,0,4,8,0,9,0,0,0,11,7,0,18
2135831,0,0,0,0,0,0,0,0,3,13,10,0,27,3,0,3,28,20,0,46
2135832,0,0,0,0,0,0,0,0,0,5,6,0,10,0,0,0,10,17,0,28
2135833,0,0,0,0,0,0,0,0,0,8,8,0,13,0,0,3,16,8,0,27
2135834,0,0,0,0,0,0,0,0,0,5,0,4,5,0,0,0,7,10,0,19
2135835,0,0,0,0,0,0,0,0,0,3,9,0,12,0,0,0,12,5,0,12
2135836,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,12,0,14
2135837,0,0,0,0,0,0,3,0,3,7,6,0,12,3,4,8,22,20,0,44
2135838,0,0,0,0,0,0,0,0,0,10,3,0,12,4,0,4,16,10,0,18
2135839,0,0,0,0,0,0,0,0,0,8,5,0,13,0,0,0,12,12,0,20
2135840,0,0,0,0,0,0,0,0,0,11,8,0,20,0,4,4,22,19,0,37
2135841,0,0,0,0,0,0,0,0,0,33,25,3,61,3,3,6,70,50,0,117
2135901,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,5,4,0,10
2135903,0,0,0,0,0,0,0,0,3,13,3,0,14,0,0,0,17,11,0,27
2135904,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,4,11,0,16
2135905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135906,0,0,0,0,0,0,0,0,0,3,4,0,12,0,0,0,14,12,0,20
2135907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135908,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,6,6,0,15
2136001,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,0,13,10,0,21
2136002,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,0,7
2136003,0,0,0,0,0,0,0,0,0,0,9,0,13,0,4,6,15,10,0,27
2136004,0,0,0,0,0,0,0,0,0,7,7,0,12,0,0,0,8,6,0,12
2136005,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,10,0,0,8
2136006,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,8,0,12
2136007,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,11,3,0,10
2136008,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,12
2136009,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,11,0,11
2136010,0,0,0,0,0,0,0,0,0,10,12,3,20,3,0,5,23,7,0,29
2136011,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,6,0,11
2136012,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,10,5,0,11
2136013,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,9,0,16
2136014,0,0,0,0,0,0,0,0,0,16,11,3,28,0,0,0,24,9,0,38
2136015,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,12,3,0,14
2136016,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,9,8,0,19
2136017,0,3,0,0,0,3,0,0,3,23,16,3,36,0,3,3,35,8,0,50
2136019,0,0,0,0,0,0,0,0,0,6,6,0,19,0,3,0,22,3,0,24
2136020,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,10,4,0,12
2136021,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,0,0,9
2136022,0,0,0,0,0,0,0,0,0,5,5,0,11,0,0,0,11,3,0,11
2136023,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,5,0,0,5
2136025,0,0,0,0,0,0,0,0,0,11,3,0,16,3,0,3,15,12,0,25
2136026,0,0,0,0,0,0,0,0,0,3,4,3,11,0,0,0,11,3,0,10
2136027,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,0,0,10
2136028,0,0,0,0,0,0,0,0,0,7,6,0,7,3,0,3,12,11,0,24
2136029,0,0,0,0,0,0,0,0,0,8,3,0,13,0,0,0,13,3,0,18
2136030,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,3
2136031,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,8,6,0,11
2136032,0,0,0,0,0,0,0,0,0,7,6,0,10,0,0,0,10,5,0,17
2136033,0,0,0,0,0,0,0,0,0,11,3,0,12,0,0,0,12,7,0,16
2136034,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,0,9,6,0,10
2136035,0,0,0,0,0,0,0,0,0,6,3,0,11,0,0,0,11,0,0,8
2136036,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,3,6,0,10
2136037,0,0,0,0,0,0,0,0,0,7,8,0,18,0,0,0,18,6,0,19
2136038,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,11,3,0,9
2136101,0,0,0,0,0,0,0,0,0,5,7,0,14,0,0,0,12,3,0,15
2136102,0,0,0,0,0,0,0,0,0,12,0,0,17,0,0,0,15,6,0,22
2136103,0,0,0,0,0,0,0,0,0,14,7,0,17,0,3,3,19,12,0,30
2136104,0,0,0,0,0,0,0,0,0,3,5,3,6,0,0,0,9,16,0,25
2136105,0,0,0,0,0,0,0,0,0,12,8,0,24,0,0,0,24,17,0,33
2136106,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,6,0,0,6
2136107,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,0,8
2136108,0,0,0,0,0,0,0,0,0,13,9,0,20,0,0,0,21,9,0,29
2136109,0,0,0,0,0,0,0,0,0,7,3,0,13,0,0,0,11,6,0,16
2136110,0,0,0,0,0,0,0,0,0,10,3,3,13,7,0,6,22,9,0,22
