SA2_MAINCODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
211051274,7,6,11,0,18,28,36,45,14,166,0,0,0,3,5,0,0,3,0,17,31,36,67,61,86,98,63,29,10,488,268,594,1061,1473,1596,1449,799,277,65,7582
211051275,3,3,15,16,22,40,103,94,53,342,0,0,0,7,7,4,10,11,0,46,13,35,46,43,59,68,63,61,22,410,264,654,1303,1190,1364,1236,1061,474,159,7706
211051276,4,3,15,22,22,66,171,144,79,523,0,3,0,7,7,7,3,4,4,29,42,39,105,124,144,177,161,114,45,947,331,683,1384,1694,1962,1953,1585,809,283,10671
211051277,0,6,30,13,32,33,115,91,81,410,3,0,3,3,3,9,3,8,0,33,27,28,71,54,59,46,88,98,128,605,198,556,1378,1116,1067,1063,983,547,389,7293
211051278,5,8,32,36,54,91,182,205,111,727,3,5,9,8,15,0,11,9,8,69,33,55,94,115,142,133,131,118,52,872,489,1190,2301,2450,2744,2238,1713,938,372,14437
211051279,3,0,3,12,15,11,62,37,35,178,0,0,0,0,4,0,3,4,3,16,10,14,23,37,36,41,58,19,20,261,144,277,515,766,869,765,625,215,113,4282
211051280,3,3,9,11,8,21,44,46,45,200,0,0,0,0,0,0,0,3,0,13,10,10,29,54,46,52,50,63,102,420,155,408,777,883,917,853,675,347,248,5266
211051281,10,24,61,66,53,75,184,129,60,674,0,4,31,28,42,22,18,6,6,163,49,57,130,106,133,112,148,159,94,995,590,1487,3348,2932,2869,2540,1897,847,299,16809
211051282,4,0,3,0,12,13,47,21,13,114,0,0,0,0,4,0,3,0,0,9,25,35,62,71,90,96,97,54,4,534,184,452,841,1355,1507,1631,1147,342,111,7567
211051283,8,3,9,10,16,35,59,50,31,227,0,0,3,0,11,0,0,0,0,25,32,37,71,56,74,58,67,31,10,443,293,611,1262,1310,1445,1167,799,314,90,7291
211051284,3,0,9,13,10,24,39,38,15,154,0,0,0,3,3,0,3,0,0,16,22,30,40,71,79,58,35,24,6,366,226,611,1065,1476,1578,1388,740,229,72,7393
211051285,3,3,16,15,23,41,69,53,25,242,0,0,0,0,0,4,6,8,3,29,29,14,41,46,68,51,49,28,15,334,248,473,859,996,1171,975,640,284,83,5732
211051286,6,11,32,38,57,95,187,138,91,643,0,0,0,0,4,3,0,7,3,25,62,56,119,161,198,214,194,101,36,1139,433,870,1716,2014,2471,2347,1706,674,259,12502
212011287,3,5,17,15,22,43,77,56,23,263,0,0,0,0,3,3,4,4,0,17,37,51,70,72,103,81,47,26,9,498,392,959,1954,1927,1949,1233,754,289,56,9516
212011288,7,3,11,12,32,53,118,95,53,388,0,0,4,4,7,0,3,3,0,25,40,33,59,82,118,99,70,42,20,564,255,480,785,1013,1418,1202,890,354,137,6536
212011289,8,3,21,28,28,57,126,89,50,405,0,0,6,0,0,6,3,5,0,25,66,59,114,162,185,205,140,99,46,1072,513,975,1704,2529,2867,2566,1542,563,216,13482
212011290,14,14,15,21,34,61,111,85,55,410,0,0,4,3,10,0,7,10,0,32,38,29,56,85,95,101,98,71,33,615,235,426,895,918,1045,931,718,364,148,5673
212011291,17,23,52,39,50,58,151,114,72,569,0,3,12,8,11,0,9,5,3,53,73,96,225,164,141,95,99,73,37,1002,455,1392,3720,2574,1976,1428,1079,530,222,13374
212011292,29,24,74,68,92,126,251,211,117,985,3,3,19,17,24,18,18,11,6,122,99,99,221,246,199,188,195,176,108,1527,789,1696,4645,4267,3242,2286,1934,1020,401,20278
212021293,6,4,20,14,36,84,175,240,180,758,0,3,17,10,14,10,13,14,0,76,70,57,107,92,153,130,170,192,165,1139,707,1477,2279,2862,3463,2729,2052,1531,723,17816
212021294,10,7,25,32,44,91,140,95,21,468,0,3,17,21,16,19,16,4,4,106,59,60,149,151,143,81,79,65,10,794,744,1547,3158,4669,3703,2087,1165,426,93,17585
212021295,11,38,115,128,101,126,166,151,87,925,8,40,88,142,83,51,46,37,8,490,47,81,168,122,115,119,127,131,37,931,266,852,1973,1568,1236,1133,857,589,201,8678
212021297,3,15,46,67,68,107,156,126,84,682,3,7,45,62,53,47,26,18,10,276,37,46,81,64,73,89,73,77,40,583,287,770,1634,1382,1380,1275,792,459,216,8194
212021299,4,5,4,12,16,39,89,60,27,263,3,0,10,7,13,12,15,18,3,75,37,38,32,34,64,74,74,77,112,541,284,623,635,841,1305,1124,667,304,172,5947
212021453,3,7,26,33,59,124,143,79,32,507,3,6,25,32,18,31,27,23,14,181,34,41,88,87,96,99,97,70,84,695,315,841,1619,1530,1659,1690,954,377,183,9166
212021454,3,10,30,27,51,131,207,143,43,651,0,7,26,33,25,34,27,33,10,193,37,47,98,73,87,112,103,71,15,639,338,1006,1835,1674,1714,2089,1175,494,125,10451
212021455,9,7,25,17,59,79,133,120,43,487,0,3,8,7,25,27,22,13,3,107,39,53,58,79,103,66,48,42,13,505,436,1048,1719,1824,2290,1396,727,402,98,9946
212021456,3,10,30,42,81,118,153,131,94,674,0,3,19,38,39,25,35,22,12,187,35,57,118,95,106,99,94,57,29,696,397,1015,2354,1853,1833,1560,1002,448,227,10695
212031300,26,44,67,61,101,173,232,176,74,962,0,17,39,53,55,36,24,11,9,246,88,106,219,213,224,218,188,124,63,1431,583,1447,3013,2783,2631,2239,1482,656,239,15075
212031301,19,8,59,44,64,67,165,127,85,637,0,8,18,32,24,32,22,13,3,154,55,82,257,222,128,80,90,113,60,1094,522,1397,5413,4483,2294,1329,1220,779,298,17734
212031302,10,24,85,69,72,109,122,68,23,577,3,11,44,47,44,26,31,18,5,221,82,89,228,185,167,145,85,47,14,1048,632,1374,3556,3191,2466,1619,893,308,88,14123
212031303,4,3,16,17,30,47,75,83,36,317,0,0,0,3,4,3,0,5,3,22,38,40,61,79,68,88,100,79,88,640,249,549,1157,1195,1221,1116,738,349,174,6751
212031304,3,16,43,59,58,92,101,56,48,469,3,12,41,43,30,28,12,9,0,181,39,55,163,141,91,75,37,30,9,637,370,1026,3357,2500,1591,1044,500,203,76,10676
212031305,18,34,131,187,178,226,248,148,49,1220,13,38,134,156,134,96,58,35,15,673,103,127,322,257,272,248,172,106,24,1632,806,2030,3905,3601,3388,2693,1382,617,160,18585
212031306,4,11,33,68,82,85,61,47,47,436,0,6,50,32,42,48,32,12,9,233,44,66,138,157,110,83,47,47,71,754,353,895,2540,2964,1795,1128,502,220,163,10549
212031308,3,3,18,18,14,44,91,52,26,268,0,0,0,0,0,3,8,0,0,15,32,29,44,75,105,87,81,37,12,513,233,427,835,1060,1226,1088,699,241,75,5880
212031457,8,3,25,39,33,69,77,42,18,310,0,7,20,31,27,19,7,6,3,131,40,32,51,75,78,67,32,22,6,404,506,986,1204,2040,2143,1315,701,254,51,9206
212031458,17,16,57,76,78,77,102,71,30,524,0,13,64,125,75,41,20,21,7,381,61,57,110,142,117,93,50,25,8,669,544,1242,2164,2787,2350,1415,754,285,79,11618
212041309,0,3,14,20,64,165,323,268,106,953,3,0,10,8,31,79,83,75,29,313,22,30,83,61,61,101,111,105,38,609,282,798,1533,1424,1568,1586,1345,748,286,9583
212041310,3,9,21,29,69,141,298,288,85,945,0,5,30,19,54,65,65,100,18,358,39,64,164,109,83,78,83,75,22,704,308,1156,2808,1677,1334,1106,991,713,199,10289
212041311,28,128,370,417,308,376,362,365,190,2548,14,182,433,399,261,170,136,104,44,1743,120,228,609,446,333,313,287,287,143,2770,738,2621,6360,4486,3104,2606,1877,1399,641,23842
212041312,11,17,106,138,140,231,411,326,125,1516,4,46,89,116,93,85,88,73,34,634,69,82,226,182,183,191,208,171,59,1371,596,1529,3350,2957,2736,2652,2147,1167,455,17590
212041313,3,0,15,8,18,37,114,93,63,353,0,0,4,0,13,3,12,7,8,56,16,16,35,46,64,65,82,72,58,461,222,577,939,1342,1480,1411,1195,636,257,8055
212041314,5,7,71,145,261,314,336,214,130,1487,5,9,47,92,176,188,133,81,41,767,59,72,158,146,126,143,152,101,33,987,699,1806,3892,3826,3334,2846,2077,884,371,19734
212041316,0,5,9,33,52,97,183,120,44,540,0,0,12,12,21,40,35,28,6,155,23,21,51,58,58,66,70,47,18,404,184,452,1061,1020,950,924,807,401,106,5897
212041317,15,54,170,192,282,317,369,368,171,1928,3,59,152,149,232,252,181,162,102,1289,78,130,309,187,201,175,153,174,151,1556,594,2054,4132,2657,2526,2199,1568,1163,593,17475
212041318,10,7,67,110,220,209,214,149,46,1027,3,19,58,75,152,193,114,53,29,702,35,52,97,76,80,65,91,71,60,631,384,1047,1990,1565,1668,1423,1058,496,182,9808
212041459,9,13,56,69,88,122,134,138,91,715,3,14,51,41,45,59,35,30,9,290,40,70,184,124,135,117,128,99,52,953,268,956,2912,1701,1347,1211,820,564,270,10048
212041460,13,30,118,160,169,228,283,250,124,1370,0,30,97,141,180,162,102,90,38,832,42,113,211,131,139,144,143,90,61,1082,480,1492,3362,2415,2104,1937,1523,910,402,14618
212051319,3,6,14,28,34,78,181,201,143,675,6,8,24,17,28,33,29,45,16,201,41,95,285,184,136,141,104,120,71,1173,397,1493,3453,2668,2262,1744,1273,875,445,14617
212051320,0,20,35,25,36,83,172,250,159,771,3,11,14,15,17,23,38,62,29,212,136,270,360,150,101,75,75,105,109,1381,2086,5920,5422,2097,1355,1067,791,760,511,20008
212051321,3,0,3,17,49,75,148,189,98,586,0,0,9,21,17,19,19,29,19,133,30,46,68,77,85,106,118,125,120,768,551,1451,2130,2661,2895,2363,2279,1494,588,16419
212051322,5,3,12,26,38,80,123,189,95,566,0,6,14,18,26,36,28,39,16,182,67,84,101,107,120,94,93,145,124,929,564,1558,2430,2539,2723,2079,1482,1277,493,15150
212051323,3,7,0,10,17,29,117,168,86,439,0,0,8,8,16,21,8,26,9,100,33,44,70,92,65,84,62,110,47,592,429,1131,1679,1818,2301,1767,1309,1206,433,12077
212051324,8,3,8,10,27,58,181,236,123,659,0,0,18,15,16,26,36,33,5,154,37,67,119,105,137,118,117,130,74,908,471,1297,2327,2428,2580,1890,1572,1312,593,14473
212051325,3,4,14,21,51,117,339,331,116,1002,0,3,17,10,19,42,56,65,24,234,36,76,136,120,136,140,149,128,134,1055,410,1255,2857,2762,2414,2113,1958,1149,490,15408
212051326,0,6,15,20,49,119,376,443,224,1254,3,7,8,7,16,45,68,86,32,278,59,102,220,176,142,121,107,129,151,1206,568,1906,3649,3129,2787,2005,1411,1128,625,17205
212051327,4,3,15,14,28,110,247,296,165,885,0,4,7,13,15,35,46,52,12,183,32,35,64,83,97,93,135,178,198,912,429,1179,1818,2246,2731,2581,2584,1536,726,15831
213011328,0,7,39,38,42,70,101,127,58,486,3,3,41,32,32,13,17,26,34,209,27,58,174,95,82,82,85,59,54,721,175,594,1818,1153,791,712,568,347,184,6346
213011329,4,0,29,64,125,135,102,43,15,508,0,0,9,21,58,86,43,25,11,251,25,51,54,79,88,58,32,3,0,395,312,754,1277,1603,1388,1034,454,118,44,6987
213011330,9,22,84,144,187,304,432,238,63,1489,0,14,51,79,95,119,79,64,30,540,93,121,376,280,245,223,218,127,44,1721,628,1649,4839,4325,2848,2326,1624,655,179,19076
213011331,6,3,16,38,113,176,189,98,57,707,0,3,11,24,53,45,29,26,5,197,23,47,69,66,81,92,54,11,5,443,258,739,1214,987,1299,1096,590,223,105,6510
213011332,0,8,22,36,69,191,345,274,74,1025,3,3,15,23,23,52,62,45,18,244,30,44,115,65,92,99,118,51,12,623,334,1001,1821,1594,1699,1986,1308,607,171,10518
213011333,7,19,57,113,192,327,426,152,38,1325,0,9,35,69,100,112,65,63,15,478,55,81,149,144,135,168,187,79,18,1009,388,975,1988,1815,1695,1877,1417,459,103,10701
213011334,4,31,91,139,197,334,552,426,132,1914,0,21,53,63,137,129,94,132,47,678,106,156,387,265,216,223,264,195,67,1868,560,1666,3674,2436,2270,2165,1774,1095,336,15977
213011335,4,12,52,133,208,308,400,359,122,1605,10,8,47,68,139,143,112,109,53,683,90,136,278,178,206,203,180,128,48,1452,517,1560,2861,2083,2083,1953,1476,887,287,13700
213011336,3,23,92,79,60,107,107,131,94,708,3,8,59,37,35,56,28,30,20,279,37,84,150,120,117,92,62,64,53,776,220,795,2129,1456,1091,974,558,370,244,7837
213011337,14,17,80,87,148,178,263,261,127,1180,4,20,63,59,102,97,62,64,62,534,54,56,140,99,98,110,107,110,74,838,387,960,1886,1501,1437,1265,839,602,319,9201
213011338,10,23,97,122,187,295,588,474,154,1948,3,20,70,72,99,103,127,130,29,658,63,106,227,166,158,156,257,171,51,1361,456,1427,3094,2454,2208,1849,1768,1079,306,14641
213011339,6,3,22,25,56,112,141,116,61,539,0,0,7,23,22,35,17,19,7,126,48,54,127,117,114,77,75,83,124,823,357,927,1923,1820,1721,1154,637,345,259,9146
213011340,0,3,22,27,38,189,344,187,65,877,0,0,11,8,12,42,50,46,16,194,60,51,80,97,120,160,120,57,26,773,567,1495,1875,1943,3107,2663,1380,515,174,13722
213021341,0,0,16,18,26,60,210,209,103,636,0,3,3,4,3,14,10,22,11,75,29,27,100,114,120,112,128,120,67,816,223,589,1661,1971,1793,1547,1269,825,373,10264
213021342,7,7,31,33,108,201,400,254,106,1143,3,3,18,13,27,45,63,54,22,249,44,71,160,135,167,184,156,134,86,1131,419,1261,3102,2558,2756,2481,1618,795,322,15327
213021343,5,6,33,58,69,149,376,504,232,1438,0,6,9,20,35,41,81,119,52,361,34,52,182,146,117,85,134,214,127,1102,331,786,2351,2024,1507,1220,1120,1219,532,11093
213021344,7,7,11,10,28,74,163,193,108,598,0,0,6,3,5,16,30,53,20,142,24,42,153,154,114,110,86,93,71,858,290,895,2656,3399,2543,1814,949,562,321,13422
213021345,0,0,0,17,12,44,60,35,4,174,0,0,0,0,5,8,6,8,0,31,19,25,46,51,57,38,34,15,7,284,126,328,712,824,797,582,283,123,32,3806
213021346,3,0,3,11,23,40,101,138,103,425,3,3,9,4,17,19,17,14,12,95,39,53,105,119,155,148,112,84,48,862,382,829,1394,2018,2721,2185,1345,625,335,11830
213031347,8,18,71,91,156,208,230,172,87,1047,4,11,46,56,113,125,69,68,25,534,68,126,341,239,188,176,143,111,82,1474,436,1802,4015,2665,2019,1716,982,579,271,14479
213031348,6,11,35,37,64,106,131,166,136,689,0,16,29,31,37,56,43,43,33,295,64,203,444,255,169,174,122,132,80,1630,437,1935,4859,2578,1554,1290,750,519,341,14261
213031349,0,0,7,15,46,85,92,86,44,371,0,0,11,13,20,32,26,28,9,143,50,106,210,137,100,89,63,26,17,788,301,1262,2809,1879,1566,1232,625,262,128,10053
213031350,3,0,3,16,24,44,87,116,65,352,0,3,5,5,9,13,19,38,14,110,15,53,107,117,89,52,45,35,38,547,123,550,1925,1907,1256,712,394,301,161,7339
213031351,4,11,20,34,43,88,123,134,77,535,0,0,14,16,20,35,37,37,15,161,33,59,196,147,104,88,63,39,29,763,199,886,2689,2042,1378,996,562,350,165,9269
213031352,0,3,15,9,24,70,178,239,108,648,0,0,4,6,10,24,18,54,28,135,30,39,156,182,131,86,59,72,68,824,231,785,2678,2965,2115,1278,703,568,315,11639
213041353,10,14,26,33,56,126,235,174,82,739,0,0,5,9,9,9,4,6,0,48,60,60,132,186,177,171,187,137,98,1213,536,1206,2531,2783,2799,2373,1900,795,333,15261
213041355,3,8,15,38,63,163,216,97,17,635,0,3,11,8,22,38,38,26,9,163,58,73,180,186,153,109,90,29,3,883,572,1349,3320,3472,2811,1734,880,265,50,14459
213041356,15,15,75,62,89,182,295,161,63,953,4,3,30,26,33,20,29,17,6,168,74,106,226,182,204,182,201,109,32,1312,556,1281,2750,2457,2415,2287,1712,605,196,14263
213041357,18,21,89,77,110,184,292,127,70,986,0,9,33,29,47,27,28,17,7,189,84,109,298,263,195,208,195,131,69,1543,627,1477,3939,3492,2596,2394,1658,610,268,17070
213041358,17,20,32,43,54,115,176,76,21,554,3,0,6,27,26,23,17,13,0,120,69,103,229,180,173,155,109,51,21,1075,525,1193,2869,2604,1995,1789,1046,320,72,12410
213041359,0,3,3,5,11,39,69,16,0,143,0,0,0,0,0,3,11,7,3,23,33,191,515,350,207,89,46,15,0,1459,77,306,693,571,442,307,213,61,10,2687
213041360,3,3,21,51,104,130,178,74,18,582,0,9,16,16,35,40,31,26,8,179,53,43,110,189,111,60,52,37,9,664,494,996,2669,4060,2223,1178,696,328,74,12728
213041461,4,0,8,19,32,53,70,66,60,312,3,0,3,5,11,12,21,15,3,79,11,11,23,30,26,24,28,31,24,204,129,308,566,690,665,500,313,225,152,3548
213041462,3,0,9,21,33,43,36,16,3,161,0,3,9,14,17,14,5,10,0,79,7,13,51,53,33,33,17,0,0,208,171,343,1011,1265,643,361,161,45,12,4005
213041463,12,9,21,44,74,148,157,81,15,560,0,3,6,14,24,29,36,18,5,135,79,88,156,215,179,118,96,40,3,968,573,1130,2685,3928,2725,1579,817,320,42,13802
213051361,7,25,48,54,90,151,237,149,52,809,0,3,17,16,30,39,36,29,17,188,88,67,162,164,193,153,147,47,17,1041,635,1520,2741,2469,3056,2385,1194,433,132,14570
213051362,21,32,87,93,80,146,276,193,57,977,3,9,29,38,42,41,39,29,8,236,57,75,162,152,149,160,164,79,28,1006,546,1422,2920,2516,2441,2406,1841,660,193,14938
213051363,3,9,32,35,52,62,70,58,17,334,3,0,22,17,20,22,15,9,5,111,26,62,156,121,75,68,53,36,6,603,218,703,2325,1465,890,692,342,181,44,6867
213051365,18,7,64,79,88,131,151,92,29,657,4,0,36,31,60,43,26,27,8,233,103,118,457,333,213,147,99,61,13,1539,831,1915,7601,6390,3229,1810,1033,420,87,23314
213051366,7,13,45,45,74,77,69,25,4,362,0,10,37,37,35,33,16,5,0,176,95,218,793,510,225,114,51,19,6,2034,413,1356,6582,4366,1800,1059,484,135,27,16227
213051368,9,8,27,26,50,76,215,204,141,750,3,4,11,24,22,12,24,35,15,156,24,46,131,115,106,105,121,91,34,772,268,692,1620,1458,1578,1481,1043,660,287,9083
213051369,11,22,75,70,77,122,160,96,34,664,0,3,19,44,36,25,14,10,4,152,66,93,265,216,163,133,88,57,17,1102,600,1380,4524,3899,2525,1703,980,369,96,16071
213051464,6,3,13,9,16,31,25,17,7,117,0,3,11,13,10,14,10,3,0,65,27,46,146,126,102,50,36,10,0,544,288,739,2116,2335,1682,878,388,86,21,8544
213051465,10,10,12,21,41,70,110,107,36,417,0,5,17,19,32,26,29,19,3,144,58,51,162,207,148,79,91,34,22,846,497,1109,3554,4762,3059,1479,877,411,97,15842
213051466,3,3,12,21,17,39,34,10,3,140,0,0,5,15,7,16,6,4,0,61,22,26,159,152,43,31,20,8,4,466,240,604,3080,3384,1295,655,338,56,10,9663
213051467,23,45,103,120,131,168,277,205,134,1201,3,6,52,69,49,55,35,37,16,317,57,122,229,167,179,221,172,159,118,1422,512,1439,3077,2625,2582,2255,1401,768,406,15062
213051468,6,17,29,33,38,80,145,82,25,459,0,3,14,21,13,21,12,14,3,109,34,57,110,84,113,113,82,58,17,671,334,884,1879,1513,1747,1543,828,360,91,9178
214011370,13,11,36,36,72,124,196,146,87,724,4,4,13,14,23,20,9,12,0,100,70,82,215,207,201,221,197,195,191,1571,598,1356,3200,3034,2869,2244,1399,738,420,15862
214011371,11,17,48,61,68,95,212,157,90,764,0,3,10,7,16,14,11,13,0,69,129,152,315,259,280,289,235,224,118,2005,600,1625,3429,2967,2953,2946,2104,1154,460,18241
214011372,18,20,68,60,79,108,244,209,133,940,3,3,10,22,6,6,14,19,12,94,73,110,296,227,253,243,261,219,107,1771,455,1210,2908,2452,2386,2214,2022,1159,495,15299
214011373,3,6,12,10,28,46,137,151,150,550,0,0,7,6,11,4,7,10,8,44,43,50,60,86,143,126,132,183,160,986,435,974,1609,2241,2700,2342,1875,1184,718,14081
214011374,15,12,35,37,75,73,210,154,62,658,0,7,9,9,18,0,15,3,4,59,63,85,166,165,200,160,162,116,40,1149,702,1656,3140,3165,3718,2880,1903,818,219,18202
214011375,3,14,25,31,46,87,170,140,86,599,0,3,5,9,4,7,5,9,3,55,52,73,181,211,198,187,194,146,74,1319,322,879,2411,2546,2212,2098,1628,882,346,13319
214011376,8,9,19,14,25,52,62,46,12,247,0,0,7,4,6,10,6,3,3,39,44,45,80,82,87,80,48,29,3,498,347,793,1777,2153,1982,1367,764,246,50,9482
214021377,3,3,5,13,24,48,174,167,67,502,3,4,0,8,6,8,13,20,3,62,32,24,47,66,66,97,161,157,124,779,221,433,936,1183,1460,1622,1865,1008,374,9102
214021378,0,0,0,3,3,8,12,23,25,83,0,3,7,5,15,5,0,0,0,39,15,19,18,40,74,91,90,53,38,428,83,223,258,496,837,1051,883,392,145,4363
214021379,16,14,57,52,67,143,224,209,82,862,0,0,4,7,9,15,13,6,0,54,67,113,185,167,207,269,256,207,78,1561,739,1543,2541,2557,2841,2950,2463,1287,378,17296
214021380,5,12,27,30,37,86,246,292,203,943,3,3,4,3,12,8,5,20,3,65,58,52,106,158,170,204,323,309,197,1584,466,999,2159,2890,3039,2959,3536,2314,998,19369
214021381,7,3,9,15,7,22,60,70,45,227,0,0,3,4,3,0,4,3,5,22,38,35,40,87,131,119,137,118,96,800,372,786,937,2232,2880,2312,2056,1129,443,13161
214021382,3,9,3,16,22,23,101,103,82,354,0,0,4,4,0,0,6,4,3,28,44,43,68,111,130,114,144,148,127,920,446,740,1226,2532,2891,2166,2072,1175,535,13779
214021383,4,5,16,16,37,54,238,221,125,716,0,3,9,4,3,5,12,15,4,60,51,38,97,164,185,241,327,262,106,1474,289,587,1368,1898,2151,2582,3114,1572,501,14070
214021384,17,20,39,29,61,122,313,409,338,1342,0,3,0,9,8,15,21,14,10,84,51,51,136,141,190,206,357,423,287,1848,396,868,1860,2020,2433,2823,3215,2464,1347,17423
214021385,10,15,27,21,40,84,186,161,79,611,3,0,4,8,10,10,3,5,0,45,72,65,130,117,173,173,145,115,50,1040,563,1210,2194,2106,2707,2533,1687,830,339,14176
215011386,5,7,13,20,31,79,154,166,128,610,0,0,4,6,15,16,15,9,3,68,21,57,229,257,181,172,129,128,42,1226,220,444,972,978,1184,1149,1006,606,283,6841
215011387,0,0,0,3,6,11,50,39,24,139,0,0,0,0,0,0,0,0,0,4,18,11,32,50,51,70,72,45,12,365,54,86,269,362,401,587,433,214,66,2473
215011388,9,7,31,45,43,80,206,313,208,944,0,3,3,4,10,11,6,3,0,38,58,55,132,115,145,174,183,157,103,1125,385,974,2008,1788,1986,2111,1664,1146,539,12599
215011389,0,0,4,7,6,19,53,42,25,153,0,0,0,0,0,0,0,0,0,4,14,7,17,21,31,38,24,31,29,211,93,130,283,402,528,572,364,172,79,2622
215011390,3,0,24,24,33,56,139,191,150,617,0,6,4,7,15,10,4,5,0,49,16,18,41,42,76,92,95,69,60,510,121,291,606,636,967,1118,903,562,333,5532
215011391,0,0,5,12,19,27,83,61,50,274,0,0,0,0,3,3,9,0,0,15,3,3,17,11,37,49,67,46,25,257,54,125,272,295,478,573,540,271,126,2741
215011392,6,11,22,22,40,74,139,131,93,542,0,3,12,7,18,13,4,3,0,71,37,39,71,73,118,112,119,115,46,729,192,385,795,873,1162,1258,1058,580,273,6576
215011393,0,0,4,3,10,24,51,49,28,173,0,0,0,3,0,3,0,0,0,8,4,3,10,14,28,33,46,41,28,215,52,106,231,253,417,432,388,235,85,2203
215011394,9,4,11,17,41,70,152,133,94,521,0,0,0,3,12,6,0,3,0,26,22,24,55,51,76,91,130,89,127,664,118,274,561,557,927,1085,922,569,332,5336
215021395,0,0,3,13,23,43,110,112,51,365,0,0,3,0,0,3,3,15,5,34,38,24,44,67,89,87,66,61,18,491,222,342,635,820,1072,936,660,345,112,5141
215021396,0,7,9,11,25,47,87,70,44,294,0,3,0,3,4,3,5,5,0,26,26,16,40,39,59,93,74,47,16,416,138,254,454,521,724,685,505,266,138,3674
215021398,0,0,7,7,10,40,74,59,51,256,0,0,0,3,0,0,0,0,0,4,17,17,37,31,59,79,44,29,15,334,63,168,318,417,517,688,435,194,124,2931
215021399,6,8,15,17,25,57,105,94,58,383,0,0,3,6,5,4,4,11,4,35,29,27,65,65,105,112,111,81,44,629,174,282,667,645,820,870,575,313,155,4511
215021469,21,35,67,73,104,165,281,272,153,1177,4,14,27,34,44,36,37,18,5,213,105,148,299,191,233,272,284,234,153,1920,537,1262,2595,2079,2100,2181,1795,1062,478,14088
215021470,4,10,41,41,72,140,274,284,148,1021,3,3,20,22,27,24,25,30,5,158,52,70,165,119,170,165,218,188,117,1252,391,833,1856,1678,1842,1754,1511,972,416,11257
215031400,7,8,3,12,22,39,125,147,104,469,3,0,0,0,3,0,0,0,3,11,14,13,54,42,81,133,121,112,83,659,88,193,468,549,857,1035,827,583,336,4943
215031401,3,6,14,16,25,70,145,143,78,498,0,0,0,0,0,0,0,0,0,11,20,34,40,31,86,103,130,93,26,558,141,270,497,638,924,1071,1031,551,187,5315
215031402,3,0,6,11,10,26,65,125,80,326,0,0,0,6,7,0,5,3,0,17,11,16,33,34,33,59,77,77,38,369,77,175,358,356,490,545,515,430,197,3135
215031403,0,6,9,14,32,58,57,41,17,221,0,3,11,14,12,10,3,16,6,65,26,42,87,54,91,90,56,38,24,502,70,205,501,359,408,469,285,139,64,2504
215031404,0,7,33,26,29,65,159,212,152,696,3,6,13,33,31,18,11,25,8,148,81,81,152,137,165,168,185,160,89,1211,301,673,1414,1256,1320,1255,1049,792,385,8448
215031405,0,0,14,17,28,54,116,82,33,346,0,0,7,0,4,8,5,8,7,33,48,35,107,105,162,159,122,67,35,837,160,306,588,680,978,1036,714,346,116,4934
216011406,7,10,30,23,45,113,220,207,125,792,0,3,9,3,5,7,5,6,0,41,43,63,131,121,158,183,212,211,154,1273,386,726,1542,1620,1902,1977,1727,1059,460,11407
216011407,7,15,26,21,36,91,208,202,153,757,0,0,3,0,0,4,11,5,3,31,52,36,85,101,115,131,180,158,98,953,272,515,1098,1163,1415,1477,1349,785,399,8472
216011408,3,3,3,6,14,35,44,46,22,176,0,0,0,0,0,0,0,0,0,0,21,13,22,51,74,60,35,42,12,323,112,164,295,438,624,614,375,201,52,2882
216011409,0,0,7,5,20,33,77,82,55,278,0,0,4,0,3,0,0,3,0,9,19,8,27,16,50,71,49,55,39,332,92,186,311,352,543,584,496,360,148,3078
216011410,0,4,9,15,19,37,102,95,41,324,0,3,0,0,0,0,0,3,0,8,12,12,17,41,49,82,88,67,16,381,97,162,294,379,585,726,617,343,102,3304
216021411,4,6,18,12,33,51,176,148,82,534,0,3,9,5,6,11,4,17,3,62,19,25,72,51,71,106,137,112,44,633,156,307,637,650,762,809,921,587,216,5048
