SA2_MAINCODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,3,18,19,19,20,14,4,99,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,7,15,47,40,27,42,29,13,217,0,3,0,3,0,0,0,12,3,3,0,0,0,0,0,11,3,9,3,5,4,0,0,20,16,57,40,24,50,31,13,233,9,9,9,6,14,10,5,70,0,0,0,0,0,0,0,0,25,65,53,33,64,39,20,305
206051129,30,42,25,12,29,12,4,146,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,49,74,42,33,49,21,14,280,0,8,5,0,0,0,0,13,0,3,0,3,0,3,0,16,0,7,4,7,3,3,0,30,47,81,41,40,50,26,13,302,22,12,11,5,13,6,0,68,0,0,0,0,0,0,0,0,72,100,56,43,59,35,13,376
206051130,13,25,21,13,15,12,3,98,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,27,72,53,34,51,23,6,269,3,0,0,0,0,0,0,9,4,9,3,3,0,3,0,21,5,13,0,3,3,3,0,32,31,78,59,32,50,28,12,300,41,21,24,15,17,10,3,129,0,0,3,0,0,0,0,8,76,104,83,52,71,36,13,432
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
206051132,7,10,13,7,9,4,3,58,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,28,17,11,20,18,18,134,0,3,0,3,3,4,0,16,3,4,5,0,0,0,0,11,3,10,6,0,5,4,0,33,19,37,20,14,29,23,19,162,36,46,16,23,25,10,6,159,3,0,0,0,0,0,0,9,56,84,41,43,49,30,18,324
206051133,10,36,16,13,15,10,7,120,3,0,0,0,0,3,0,6,0,0,0,0,0,0,3,3,34,71,38,35,46,32,32,283,4,0,6,0,3,0,0,14,0,5,3,0,0,3,0,16,4,6,9,0,3,3,0,31,31,76,43,33,54,37,35,314,18,19,6,8,15,10,7,87,0,0,0,0,0,0,0,0,49,102,53,44,65,51,37,396
206051134,22,27,23,11,9,9,7,113,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,37,61,46,26,38,34,18,262,0,0,0,0,3,0,0,10,0,3,3,0,0,0,3,13,5,10,4,0,3,0,3,25,36,66,55,28,41,36,21,283,13,20,10,7,9,8,6,81,0,0,0,0,0,0,0,0,55,89,65,33,51,44,22,362
206061135,13,16,7,3,7,8,6,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,33,24,12,21,24,17,156,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,12,25,35,19,14,23,24,24,169,9,20,11,10,12,7,5,69,0,0,0,0,0,0,0,0,33,56,30,22,37,28,27,235
206061136,12,20,12,15,14,11,4,85,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,23,45,31,19,35,24,18,198,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,11,5,3,0,3,0,0,0,12,30,42,31,23,41,24,18,209,21,20,18,11,13,6,9,96,0,0,0,0,0,0,0,0,53,66,48,31,49,32,20,306
206061137,9,20,8,5,14,9,9,84,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,5,25,48,24,18,43,35,27,221,3,3,0,0,0,4,0,10,0,7,7,0,3,0,6,19,3,8,3,0,3,4,6,27,28,57,29,25,42,39,30,252,36,52,21,23,27,17,12,186,0,0,0,0,0,0,0,0,65,109,50,43,74,58,38,437
206061138,8,19,14,4,9,11,14,86,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,13,48,38,27,48,25,25,221,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,3,3,3,0,0,0,12,13,54,42,26,45,25,25,231,15,25,19,15,16,19,17,111,0,3,0,0,0,0,0,7,33,75,53,38,62,42,44,355
206071139,6,6,0,5,3,5,0,25,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,12,15,13,11,9,12,6,73,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,4,18,15,10,11,6,17,6,81,5,4,0,3,11,3,0,22,0,0,0,0,0,0,0,0,23,16,14,13,18,19,6,101
206071140,8,8,4,9,8,3,0,41,5,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,21,20,21,13,24,20,10,130,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,3,4,0,0,0,0,0,10,23,27,20,19,24,16,10,138,14,7,9,0,11,0,4,45,0,0,0,0,0,0,0,0,36,38,32,20,31,19,19,189
206071141,10,18,7,9,3,3,0,48,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,5,16,29,17,12,12,11,8,111,5,6,3,4,10,0,0,26,0,3,0,0,9,0,0,14,6,8,7,5,14,0,0,40,23,40,16,17,27,11,13,150,77,77,45,27,29,10,12,277,8,0,3,3,0,0,0,17,107,120,68,43,57,25,25,440
206071142,3,13,5,8,8,5,4,54,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,4,12,28,14,20,18,10,7,111,4,3,0,3,8,3,0,19,8,17,4,7,8,4,0,48,13,19,5,12,10,5,0,63,22,44,20,25,30,19,8,177,78,61,26,23,12,19,8,225,0,0,0,0,0,0,0,3,107,109,47,49,46,32,23,407
206071143,12,19,15,4,14,5,4,83,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,23,39,25,16,35,16,11,165,0,0,3,0,0,0,0,9,0,10,3,0,0,0,0,11,0,10,5,0,7,0,0,21,26,42,29,16,41,19,15,186,26,33,8,12,10,4,4,101,0,0,0,0,0,0,0,4,54,74,39,28,49,26,16,287
206071144,17,28,24,26,30,21,13,166,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,5,25,73,55,48,67,52,39,360,0,0,0,0,3,3,11,19,7,6,6,4,5,3,0,37,4,6,6,4,11,5,9,49,35,77,68,50,76,61,49,413,118,99,53,33,56,34,17,413,7,0,0,0,0,0,0,7,156,175,120,88,137,94,65,832
206071145,3,14,11,6,11,8,3,50,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,27,25,12,28,26,16,133,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,5,0,3,3,0,0,0,0,8,10,24,24,18,25,26,16,146,14,12,3,6,11,7,3,51,0,0,0,0,0,0,0,0,24,39,27,20,36,36,14,199
207011146,3,11,3,9,6,17,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,16,21,18,31,12,122,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,11,0,0,0,3,3,0,0,12,3,21,16,24,23,31,16,138,20,15,6,16,9,8,5,77,0,0,0,0,0,0,0,0,26,36,25,36,37,44,21,219
207011147,21,29,22,30,31,13,7,148,4,0,0,0,0,0,3,6,0,0,3,0,0,0,0,8,31,65,67,53,100,50,35,405,0,11,0,3,3,0,0,16,0,7,0,3,0,3,0,19,4,11,3,4,6,7,0,39,36,78,70,62,102,58,42,442,40,48,34,34,50,20,18,237,0,0,0,0,0,0,0,3,69,130,101,90,151,80,53,682
207011148,12,26,42,28,44,36,18,207,0,0,3,0,0,3,0,8,0,4,0,0,0,4,0,11,21,66,84,74,110,90,44,490,3,0,4,3,6,5,3,19,0,3,0,3,5,0,0,21,4,4,5,3,14,7,4,38,28,67,93,85,119,92,47,532,28,43,49,28,52,19,22,237,0,0,0,0,0,0,0,4,48,110,143,110,171,112,71,770
207011149,18,46,36,18,45,16,17,201,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,34,83,57,46,94,63,44,431,0,3,0,3,0,0,0,7,4,6,0,0,3,7,3,20,4,14,0,3,3,8,3,29,40,96,58,53,101,74,50,462,22,34,17,11,25,27,12,139,0,0,0,0,0,0,0,6,60,130,74,66,121,95,59,600
207011150,15,31,17,22,24,20,4,131,0,0,3,3,3,3,0,11,0,0,0,0,0,0,0,0,23,60,37,36,54,44,27,273,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,23,58,40,36,56,49,27,281,10,11,18,15,17,15,3,90,0,0,0,0,0,0,0,3,33,68,58,49,71,60,28,372
207011151,9,29,22,9,34,19,10,130,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,16,62,38,25,77,46,21,278,0,5,3,0,3,0,0,14,3,7,0,0,3,0,0,13,4,5,3,0,3,5,3,24,16,66,42,24,77,50,26,305,18,24,19,13,16,8,10,104,0,0,0,0,0,0,0,4,35,90,57,36,97,54,42,414
207011152,11,20,13,10,14,14,0,88,4,0,0,0,0,0,0,5,0,3,0,0,0,3,0,4,24,60,39,35,47,29,9,248,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,3,3,0,9,0,0,11,24,60,39,35,51,30,11,255,11,19,16,16,26,8,12,105,0,0,0,0,0,0,0,0,34,86,54,46,77,39,22,363
207011153,16,55,33,24,42,34,18,227,0,0,0,3,0,4,0,8,0,3,0,0,0,0,0,8,30,113,77,63,109,73,44,509,3,5,0,0,0,0,3,8,0,0,3,5,3,0,0,14,3,3,3,11,3,3,4,22,28,119,84,75,109,75,43,534,19,33,33,19,35,31,19,187,0,0,0,0,0,0,0,0,48,153,109,90,150,104,66,721
207011154,3,19,15,8,16,10,7,69,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,31,27,22,35,23,15,155,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,3,0,3,4,0,3,0,0,12,3,36,26,22,41,30,14,165,10,3,4,4,4,0,4,33,0,0,0,0,0,0,0,0,13,41,35,25,38,29,15,200
207011155,3,15,29,15,20,23,5,112,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,13,48,54,40,62,49,24,297,0,3,0,0,0,3,0,12,0,4,4,0,0,0,0,12,0,7,4,3,0,3,0,22,13,58,53,46,65,55,29,310,4,19,20,12,18,14,17,99,0,0,0,0,0,0,0,0,17,72,76,57,85,62,38,417
207021156,7,27,14,14,10,5,5,81,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,18,39,26,20,34,21,17,170,0,3,0,3,6,0,0,16,0,3,0,3,0,0,0,5,0,3,0,5,6,0,0,21,18,41,26,24,41,26,14,191,20,25,12,4,13,12,5,87,0,0,0,0,0,0,0,0,36,69,37,28,51,31,20,282
207021157,9,33,18,17,30,27,17,155,3,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,28,70,42,52,85,65,40,381,0,10,0,3,0,3,3,14,0,6,4,4,13,3,3,34,0,12,4,3,13,8,5,46,27,81,49,64,91,73,42,422,43,39,21,18,34,23,17,204,0,0,0,0,0,0,0,5,67,123,74,80,127,96,67,632
207021159,7,29,21,16,27,12,14,123,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,26,71,47,33,57,34,29,294,6,3,0,0,0,0,0,15,0,0,3,6,4,5,0,16,4,6,5,3,4,5,0,31,32,75,52,33,67,36,28,326,15,29,10,12,18,13,7,108,0,0,0,0,0,3,0,5,47,103,58,55,80,53,42,436
207021160,9,39,28,17,24,16,0,134,3,4,0,0,0,0,3,11,4,0,0,0,0,0,0,7,21,70,59,36,54,45,20,304,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,7,0,0,0,0,0,6,24,73,58,39,54,45,21,315,23,21,10,8,19,18,9,100,0,0,0,0,0,0,0,0,45,94,73,43,70,62,32,417
207021424,12,16,24,26,29,24,13,142,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,21,41,40,45,53,48,29,280,4,3,0,0,3,0,0,10,0,0,0,3,3,0,0,6,4,3,0,3,8,0,0,17,25,44,40,51,57,54,29,300,15,26,16,13,20,33,11,132,0,0,0,0,0,0,0,3,38,75,56,65,82,78,43,435
207021425,12,35,27,12,21,17,19,147,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,9,26,60,57,24,54,43,36,304,0,0,0,0,0,4,3,7,0,4,4,0,0,3,0,20,0,8,4,3,5,8,3,32,28,73,59,25,56,50,38,332,35,32,15,14,27,25,13,156,0,0,0,0,0,0,0,3,64,104,81,41,84,75,47,493
207031161,21,54,37,29,47,24,13,220,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,34,85,73,65,110,57,37,464,0,0,0,0,8,3,0,10,0,4,0,0,3,3,0,14,0,3,0,0,6,5,0,24,35,94,73,69,121,62,35,494,28,36,20,24,32,10,8,156,0,0,0,0,0,0,0,6,63,132,97,89,153,73,49,655
207031162,8,25,26,13,24,14,4,114,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,10,39,41,28,50,38,16,228,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,3,0,0,0,3,4,3,3,13,11,45,41,31,55,43,14,243,24,19,13,16,18,6,4,104,0,0,0,0,0,0,0,0,38,61,59,50,67,49,19,346
207031163,13,40,39,16,39,29,8,172,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,23,70,70,35,79,57,39,377,4,3,0,0,3,3,4,22,0,0,4,0,0,0,0,11,8,9,6,3,7,6,4,37,31,74,78,38,88,64,41,410,22,41,23,25,55,22,9,197,3,0,0,0,0,0,0,7,60,119,102,65,144,81,49,612
207031164,14,37,26,24,39,30,12,181,4,0,3,4,0,0,3,17,0,0,0,0,4,3,0,10,30,68,62,41,85,69,27,387,3,6,4,4,3,0,0,18,3,5,0,4,0,9,0,27,3,11,6,9,3,9,0,37,34,83,68,47,92,73,29,421,32,41,20,21,15,20,18,172,0,0,0,0,0,0,0,0,61,120,88,73,108,93,50,597
207031165,7,21,11,14,23,18,10,103,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,13,37,34,25,56,32,21,221,0,0,0,0,0,4,0,9,0,0,0,0,7,0,0,5,0,0,0,0,5,4,0,12,13,38,34,24,62,37,21,230,18,34,15,8,19,15,5,116,0,0,0,0,0,0,0,0,31,73,49,32,78,47,32,348
207031166,3,14,17,4,13,12,7,74,3,0,0,0,0,0,3,11,0,0,0,0,0,0,0,4,14,33,26,20,32,34,22,175,0,0,3,0,3,0,0,5,3,0,0,3,3,3,0,7,3,0,3,3,7,3,3,19,12,33,29,23,38,38,20,194,18,9,15,6,15,6,8,83,0,0,0,0,0,0,0,0,29,45,42,27,57,43,33,282
207031167,4,7,18,15,26,16,8,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,30,24,24,41,36,24,186,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,11,7,28,28,26,41,34,25,198,3,6,10,8,13,5,5,49,0,0,0,0,0,0,0,3,19,35,39,33,55,45,32,248
208011168,3,25,15,13,20,6,8,84,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,3,10,42,44,40,50,33,19,245,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,3,4,0,0,0,0,0,9,14,49,44,40,50,33,19,248,3,8,4,11,9,7,9,45,0,0,0,0,0,0,0,0,12,54,55,47,61,38,29,295
208011169,14,40,33,21,32,28,13,184,0,0,0,3,3,3,5,13,0,0,0,0,0,0,0,12,41,86,82,48,93,70,42,463,0,5,0,0,5,3,0,14,0,6,3,0,3,0,3,14,0,11,4,0,9,3,0,27,39,98,81,48,101,77,44,491,28,43,31,29,33,23,14,197,0,4,0,0,0,0,0,4,69,140,119,78,138,97,57,689
208011170,18,36,23,15,27,17,10,147,5,4,0,0,5,0,0,11,0,0,0,0,4,0,0,5,32,82,61,49,72,45,26,364,0,3,0,0,0,0,0,9,0,5,5,0,0,3,0,15,0,10,5,0,7,6,0,24,34,91,70,46,71,53,30,387,13,14,11,5,18,11,5,87,0,0,0,0,0,0,3,3,47,104,80,56,90,57,35,479
208011171,6,28,23,21,29,3,9,125,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,15,57,45,38,60,31,26,275,0,0,0,0,3,0,0,6,0,6,0,0,3,0,0,10,0,7,4,6,5,0,0,17,15,65,47,43,69,31,25,291,26,15,9,11,9,0,0,72,0,0,0,0,0,0,0,0,38,80,62,50,78,34,28,371
208011172,13,43,39,22,25,18,9,178,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,4,24,68,65,42,87,47,16,354,3,3,4,0,4,4,0,12,3,3,0,7,3,0,0,10,3,8,4,8,4,4,0,23,25,75,68,52,95,50,16,382,28,32,28,18,15,11,6,139,4,0,0,0,0,0,0,10,60,106,97,68,108,68,24,527
208011173,7,29,19,15,24,16,7,128,0,0,3,0,0,0,0,8,0,5,0,0,0,0,0,3,20,54,45,43,67,45,26,295,0,3,3,0,0,0,0,7,0,4,3,8,3,0,0,16,0,5,8,6,3,3,0,25,20,60,51,43,75,49,26,324,21,14,9,5,11,5,6,80,0,0,0,0,0,0,0,0,43,78,63,52,83,53,28,402
208021174,18,44,42,33,56,34,16,237,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,6,37,95,91,68,118,76,48,528,0,3,0,6,6,4,3,29,0,8,4,4,4,0,3,24,0,8,7,8,14,4,3,51,39,108,97,77,134,80,53,584,28,29,19,15,30,15,13,153,3,0,3,0,0,0,0,5,70,135,123,93,165,96,61,745
208021176,14,23,9,17,26,9,8,110,3,3,3,0,0,3,0,17,0,0,0,3,0,0,0,4,28,63,38,34,44,38,29,270,0,3,0,3,3,0,0,12,0,6,0,0,0,0,0,7,3,7,0,3,8,0,0,21,24,74,38,37,47,38,29,290,17,16,12,0,13,5,7,64,0,0,0,0,0,0,0,3,41,84,47,40,61,48,36,358
208021177,23,20,18,18,20,22,10,141,6,0,0,0,0,0,0,8,0,0,0,0,0,3,0,3,40,59,35,29,57,58,36,314,0,3,4,3,0,0,3,16,0,3,5,0,0,0,0,5,0,10,6,5,0,0,3,25,37,64,39,34,59,60,37,332,26,29,23,9,7,13,16,115,0,0,0,0,0,0,0,0,67,90,61,43,69,68,50,449
208021178,15,45,22,18,24,26,11,158,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,5,21,71,55,38,59,46,46,337,0,0,4,0,0,0,0,15,3,3,0,0,0,0,0,8,3,5,3,0,3,0,0,20,29,80,59,41,64,46,48,364,18,20,12,14,16,13,16,96,0,0,0,0,0,0,0,0,39,103,72,55,78,58,64,461
208021179,7,19,18,6,16,7,5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,48,44,24,32,24,11,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,46,44,24,32,24,11,196,11,13,3,9,4,5,6,59,0,0,0,0,0,0,0,0,28,56,44,36,42,29,18,260
208021180,10,11,16,8,13,16,0,77,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,15,25,30,20,38,24,9,154,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,7,3,3,3,0,3,0,0,9,14,24,33,19,40,23,9,170,8,8,8,5,8,6,5,51,0,0,0,0,0,0,0,3,25,37,44,25,45,24,13,217
208021181,0,13,14,14,13,9,4,71,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,32,31,19,41,27,15,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,9,32,29,21,41,27,16,172,3,14,4,3,4,0,4,35,0,0,0,0,0,0,0,0,10,47,34,23,41,28,23,208
208021182,10,21,16,24,16,5,9,107,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,3,32,48,41,35,35,22,16,232,0,0,0,4,4,0,0,8,0,3,0,0,0,0,0,5,0,3,0,4,4,3,0,18,29,52,40,35,38,25,22,246,9,17,14,14,17,9,3,83,0,0,0,0,0,0,0,0,39,64,57,51,56,36,20,327
208021426,17,45,24,26,35,10,7,157,0,0,0,3,0,3,0,9,0,0,4,0,3,0,3,9,27,78,61,65,86,44,27,394,0,3,3,3,6,0,0,15,3,5,0,3,4,0,0,18,3,12,7,9,5,5,0,33,30,91,67,71,88,52,30,428,27,42,20,14,22,7,3,138,0,0,0,0,0,0,0,0,58,133,89,85,108,60,38,568
208021427,15,40,23,21,25,23,10,157,5,3,0,0,3,0,0,12,0,0,0,0,0,0,0,3,40,81,58,37,63,51,30,353,0,5,0,0,0,0,0,10,0,3,3,3,0,0,0,15,0,8,5,3,0,0,0,21,42,90,67,38,65,49,30,383,20,30,16,9,10,12,5,104,0,0,0,0,0,0,0,0,58,125,81,53,73,60,35,484
208031183,6,15,13,16,16,6,9,80,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,20,40,33,28,43,16,15,179,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,10,0,5,5,3,0,0,0,14,16,46,40,26,43,16,15,197,6,3,3,4,6,11,4,45,0,0,0,0,0,0,0,0,23,49,45,30,52,25,19,241
208031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
208031185,16,46,21,10,15,12,7,133,3,3,5,0,0,0,0,14,0,3,0,0,0,0,0,3,31,74,51,30,68,36,17,307,0,0,4,0,4,0,0,15,3,0,6,0,4,0,0,19,3,4,6,3,11,3,0,29,35,78,63,37,78,40,24,338,38,32,17,13,13,10,5,136,6,0,0,0,0,0,0,7,76,110,81,50,88,47,24,487
208031186,22,57,31,19,28,18,10,185,0,0,0,0,3,0,0,4,0,0,0,3,0,3,0,8,28,83,52,35,65,38,26,336,0,3,0,0,0,0,0,4,3,6,0,0,0,3,0,14,3,9,3,3,3,3,0,24,36,98,50,35,71,38,26,353,49,30,11,11,15,8,6,122,0,0,0,0,0,0,0,0,82,124,65,44,86,50,30,476
208031187,3,15,17,17,17,4,3,75,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0,12,21,26,33,42,17,10,153,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,3,0,3,0,0,5,0,0,5,12,22,32,34,45,17,10,162,16,14,13,4,7,0,0,57,0,0,0,0,0,0,0,3,26,37,43,35,52,21,10,219
208031188,17,66,41,44,50,36,12,266,0,3,3,0,4,0,0,8,0,0,0,0,3,0,0,4,50,122,95,73,114,76,31,555,0,0,0,0,3,5,0,14,0,8,3,0,3,0,4,17,3,9,4,3,3,5,4,30,51,133,100,77,122,82,37,589,36,36,30,21,24,13,11,169,0,3,0,0,0,0,0,4,85,171,128,102,145,89,40,764
208031189,24,28,29,17,22,6,8,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,59,41,31,47,28,15,258,0,3,0,0,3,0,0,9,0,3,0,3,0,0,0,7,0,3,0,3,3,0,0,16,35,61,46,29,53,29,15,273,23,17,13,3,7,3,0,67,0,0,0,0,0,0,0,0,60,81,55,31,58,28,22,339
208031190,13,37,22,16,24,16,6,125,0,5,3,3,0,0,0,11,0,0,0,0,0,3,3,13,28,78,46,50,58,48,21,313,0,3,0,0,0,3,0,8,3,10,3,0,0,0,0,19,3,9,3,0,0,3,0,25,29,88,52,52,61,46,17,342,10,17,9,8,8,9,6,72,0,0,0,0,0,0,0,0,42,102,64,56,74,56,22,414
208031191,9,20,19,12,22,4,4,88,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,3,17,44,39,29,37,17,13,200,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,7,3,5,0,0,0,0,0,13,24,46,39,25,39,19,13,216,11,16,14,6,5,9,0,65,0,0,4,0,0,0,0,3,37,69,54,33,48,32,15,284
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
