SA2_MAINCODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
201021011,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,3,3,9,3,0,6,0,0,0,0,0,0,0,4,3,0,4,0,8,0,12,0,0,0,15,15,0,23,3,12,0,19,0,7,7,23,15,0,33,5,25,3,30,0,0,0,28,20,0,53,0,18,3,23,0,0,0,21,13,0,33,11,12,0,25,0,4,4,22,16,0,41,9,5,0,9,0,0,0,9,9,0,23,9,3,0,13,0,0,0,10,5,0,18,7,0,0,11,0,0,0,6,3,0,14,3,3,0,9,0,0,0,9,0,0,7,3,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,12,10,0,20,0,0,0,22,22,0,40,0,0
201021012,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,7,0,0,8,0,0,0,0,3,0,0,3,9,0,9,0,0,0,0,0,3,3,5,3,0,8,0,8,0,10,0,0,3,9,7,0,17,3,6,0,12,0,0,0,15,8,0,26,6,8,0,14,0,0,0,14,8,0,19,8,6,0,15,0,0,0,15,6,0,22,3,7,0,11,0,0,0,9,4,0,14,0,0,0,3,0,0,0,3,3,0,4,4,5,0,9,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,11,0,0,0,12,12,0,26,0,0
201031013,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,4,3,0,10,0,3,0,3,0,0,0,3,8,0,9,0,6,0,6,0,0,0,6,9,0,19,0,0,0,3,0,0,0,4,12,0,18,0,0,0,4,0,0,0,7,7,0,16,3,0,0,0,0,0,0,3,3,0,7,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,7,0,0,0,7,5,0,15,0,0
201031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,5,3,0,0,3,0,0,0,3,3,0,11,0,10,0,10,0,3,0,14,9,0,22,4,11,0,14,0,0,0,14,14,0,28,3,0,0,3,0,0,0,3,6,0,9,3,5,0,9,0,0,0,9,4,0,17,9,0,0,9,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,3,0,0,4,3,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,0,0
201031015,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,4,0,4,0,3,0,10,0,0,3,11,7,0,18,0,9,0,9,0,0,0,9,10,0,22,7,3,3,12,0,0,0,12,7,0,20,0,3,0,3,3,0,3,7,11,0,21,5,4,0,7,0,0,0,7,10,0,19,3,0,0,5,0,0,0,5,3,0,6,0,3,0,3,0,0,0,3,0,0,7,0,3,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,10,10,0,18,0,0
201031016,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,7,6,0,13,0,3,0,6,0,0,3,4,21,0,28,0,7,0,13,3,4,7,19,36,0,54,0,22,0,27,3,8,12,31,36,0,67,3,15,0,15,3,3,3,24,36,0,60,17,11,0,30,0,0,0,31,46,0,74,14,4,0,16,0,0,0,19,22,0,41,0,5,0,6,0,0,0,6,4,0,13,3,0,0,5,0,0,0,5,3,0,9,8,0,0,8,0,0,0,10,3,0,11,6,0,0,6,0,0,0,6,3,0,12,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,7,7,0,16,0,0,0,16,3,0,27,0,0
201031017,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,12,0,11,0,3,0,3,0,0,3,3,6,0,10,0,0,0,3,0,0,0,3,15,0,16,0,10,0,13,0,6,6,17,16,0,34,0,3,0,8,0,0,3,11,15,0,29,0,3,0,11,0,0,0,11,14,0,23,4,3,0,12,0,0,0,13,16,0,25,5,3,0,3,0,0,0,5,10,0,17,4,0,0,4,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,3,3,0,9,3,0,0,3,0,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,11,0,0,0,17,10,0,20,0,0
202011018,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,3,4,4,3,0,9,0,7,0,7,7,5,10,16,17,0,32,0,13,3,14,3,3,4,18,21,0,40,3,11,0,14,0,6,11,20,38,0,66,4,39,4,49,4,12,15,63,46,0,107,6,29,3,35,3,5,10,48,61,3,112,25,38,0,58,0,5,7,65,49,0,116,26,26,0,52,0,0,0,58,33,0,93,23,9,3,36,0,0,0,36,19,0,55,22,8,3,32,0,0,0,32,9,0,41,21,8,0,28,0,0,0,32,0,0,31,9,7,0,22,3,0,3,19,8,0,29,5,0,0,7,0,0,0,7,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,3,0,0,0,3,5,0,11,25,18,3,45,0,6,6,50,38,0,87,3,0
202011019,0,0,0,4,0,0,0,4,13,0,15,0,0,0,0,0,0,0,0,3,0,3,0,10,0,10,3,0,3,10,14,0,30,0,5,0,6,3,0,5,10,21,0,29,0,15,0,17,3,5,4,26,36,0,55,6,39,0,42,5,8,14,59,51,0,113,11,25,3,46,0,3,7,54,60,0,112,28,30,4,61,3,3,3,61,49,0,111,15,13,3,34,0,4,3,37,32,0,69,17,11,3,32,0,0,0,32,20,0,53,16,8,0,21,3,0,3,26,10,0,35,10,0,0,10,0,0,0,10,6,0,12,10,6,0,19,0,0,0,19,3,0,22,0,3,0,4,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,17,12,0,34,0,0,0,30,26,3,60,0,0
202011020,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,4,0,6,0,0,0,0,0,4,7,8,7,0,15,0,0,0,0,0,3,4,3,8,0,15,0,16,0,13,7,0,6,18,19,0,41,3,21,3,27,4,3,7,41,42,0,76,6,25,0,39,0,0,5,42,33,0,73,13,31,0,41,0,0,0,41,31,3,78,28,21,0,50,3,0,3,52,19,3,73,18,11,7,36,0,0,0,36,17,0,53,24,3,0,27,0,0,0,27,5,0,33,11,6,0,23,0,0,0,23,3,0,25,19,0,0,27,0,0,0,27,4,0,28,6,3,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,5,0,0,5,0,0,0,5,0,0,5,12,18,3,34,0,0,0,38,13,0,49,0,0
202011021,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,5,8,0,13,0,9,0,11,0,0,0,7,12,0,20,0,6,0,8,0,0,0,8,12,0,24,4,14,3,22,3,0,3,26,32,0,53,7,22,0,30,0,0,0,30,21,0,54,14,15,3,32,0,0,0,32,20,0,59,18,16,5,39,0,0,0,39,6,0,48,18,9,0,25,0,0,0,28,17,0,43,19,4,0,23,0,0,0,23,3,0,26,14,3,0,15,0,0,0,15,5,0,16,12,3,0,19,0,0,0,19,3,0,19,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6,3,0,0,4,0,0,0,4,0,0,4,15,9,6,26,0,0,0,26,12,0,40,0,0
202011022,0,0,0,0,0,0,0,3,7,0,9,0,0,0,0,0,0,0,3,3,0,11,0,3,0,3,0,3,0,11,11,0,19,0,3,4,5,10,0,12,18,28,0,48,4,12,4,20,3,0,4,26,35,0,57,5,37,7,52,4,4,13,62,63,0,130,19,44,3,67,3,3,4,69,69,0,140,27,29,0,56,0,4,6,63,54,0,117,43,36,0,88,3,0,5,91,51,0,141,35,14,3,54,0,0,0,54,23,0,76,35,7,0,40,0,0,0,43,11,0,61,24,10,0,33,0,0,0,33,11,0,37,29,4,0,33,0,0,0,33,7,0,42,6,3,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,3,0,0,5,4,0,0,4,0,0,0,4,8,0,9,0,0,0,0,0,0,0,3,0,0,3,31,16,0,49,3,0,3,54,31,0,86,0,0
202011023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,4,0,9,3,4,0,8,0,0,0,10,5,0,12,0,5,0,5,0,0,0,8,9,0,14,3,4,0,7,0,0,0,7,10,0,17,4,0,0,12,0,0,0,7,3,0,9,8,6,3,11,0,0,0,11,3,0,13,4,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,0,0,10,0,0,12,4,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,11,0,0,0,8,3,0,14,0,0
202011024,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,0,5,0,5,0,3,0,0,0,3,7,0,13,0,14,0,16,0,0,0,16,8,0,17,4,8,3,14,0,0,3,18,10,0,27,6,17,0,20,0,0,0,25,6,0,27,11,9,0,20,0,0,0,22,5,0,33,12,18,0,29,0,0,0,26,3,0,29,15,6,0,21,0,0,0,21,0,0,27,10,0,0,10,0,0,0,9,0,0,15,12,0,0,12,0,0,0,12,3,0,18,3,0,0,10,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,12,3,29,0,0,4,31,3,0,34,3,4
202011025,0,0,0,0,0,0,0,5,6,0,5,0,0,0,0,0,0,0,4,0,0,8,0,0,0,4,0,0,0,7,8,0,13,0,4,0,9,0,0,6,11,11,0,23,0,5,0,10,3,3,4,15,15,0,27,5,18,9,32,0,12,12,46,34,0,76,12,37,9,58,4,0,6,65,30,0,94,19,33,0,53,0,0,0,55,21,0,79,27,18,3,47,0,0,0,50,15,0,67,21,16,0,31,0,0,0,31,11,0,42,19,10,0,31,0,0,0,31,10,0,37,10,8,0,18,0,0,0,18,3,0,19,14,6,0,18,0,0,0,18,4,0,27,4,0,0,6,0,0,0,6,0,0,6,4,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,13,3,34,0,0,0,37,19,0,52,0,3
202021026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,6,7,0,12,0,0,0,7,0,0,0,7,16,0,18,3,5,0,5,0,3,3,12,7,0,18,3,7,0,12,0,0,0,9,9,0,19,15,3,0,18,0,0,0,23,8,0,25,3,3,0,10,0,0,0,10,0,0,15,3,3,0,3,0,0,0,3,3,0,11,5,0,0,3,0,0,0,3,4,0,6,9,0,0,11,0,0,0,11,3,0,18,6,0,0,6,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,10,0,0,0,10,13,0,21,0,0
202021027,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,3,0,7,0,4,0,4,0,5,7,13,10,0,21,0,3,0,4,0,3,4,9,15,0,29,0,13,0,22,4,4,3,26,15,0,40,4,26,0,33,0,5,5,33,27,0,68,13,21,0,33,0,0,3,38,25,0,61,11,13,0,26,0,0,0,26,20,0,49,16,21,0,35,0,0,0,33,12,0,51,14,12,0,19,0,0,0,22,13,0,31,13,11,0,22,0,0,0,22,3,0,25,7,3,0,7,3,0,3,10,3,0,13,8,3,0,17,0,0,0,17,6,0,17,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,16,0,34,0,0,0,32,17,0,50,0,0
202021028,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,9,0,10,0,8,0,8,0,0,0,10,6,0,17,0,6,0,6,4,0,3,11,18,0,35,5,14,0,20,0,0,0,21,13,0,28,13,11,0,27,0,0,0,27,20,0,49,4,7,3,16,0,3,3,22,16,0,37,7,6,0,17,0,0,0,16,4,0,24,6,4,0,9,0,0,0,9,3,0,7,3,3,0,9,0,0,3,11,3,0,11,3,0,0,5,0,0,0,5,0,0,5,3,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,17,0,18,0,0,0,18,10,0,28,0,0
202021029,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,3,12,0,14,0,3,0,3,0,0,0,3,6,0,10,0,13,0,8,7,0,7,16,16,0,32,0,8,0,5,0,0,0,10,12,0,20,8,0,0,5,0,0,0,11,11,0,20,6,7,0,12,0,0,0,12,9,0,14,4,3,0,4,0,0,0,4,3,0,10,3,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,10,9,0,18,0,0
202021030,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,7,7,0,10,0,3,0,6,0,0,0,9,5,0,17,0,7,0,6,0,0,3,6,13,0,21,3,21,0,25,0,0,0,25,13,0,31,9,13,0,20,0,0,0,20,22,0,38,7,5,0,14,0,3,3,16,12,0,27,10,11,7,22,0,0,0,22,13,0,34,20,4,0,28,0,0,0,28,11,0,37,10,12,0,21,0,0,0,21,3,0,27,8,4,0,8,0,0,0,8,3,0,16,8,0,0,7,0,0,0,8,7,0,15,0,0,0,5,0,0,0,5,0,0,4,3,3,0,10,0,0,0,10,0,0,5,5,4,0,5,0,0,0,5,0,0,5,0,0,0,3,0,0,0,3,0,0,3,22,17,0,39,0,0,0,40,11,0,51,0,3
202021031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,6,0,6,0,3,0,7,0,0,3,8,4,0,9,0,4,0,3,0,0,0,5,4,0,13,3,5,3,15,0,3,5,15,12,0,26,3,5,0,12,0,0,0,12,11,0,23,8,10,0,12,0,0,0,15,11,0,25,10,8,0,19,0,0,0,19,10,0,30,15,0,0,17,0,0,0,17,0,0,23,4,4,0,7,0,0,0,7,3,0,11,7,5,0,18,0,0,0,18,0,0,16,0,0,0,0,0,0,0,0,5,0,8,3,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,5,0,0,5,4,0,0,3,0,0,0,3,0,0,6,10,16,0,31,0,0,0,31,4,0,31,0,0
202031032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,3,3,3,3,0,7,0,3,0,3,0,0,0,3,12,0,18,4,6,0,9,0,0,0,9,8,0,15,0,4,0,9,0,0,0,9,9,0,17,3,4,0,5,0,0,0,5,8,0,14,3,3,0,6,0,0,0,6,8,0,15,6,3,0,8,0,0,0,8,3,0,11,3,0,0,5,0,0,0,5,0,0,5,3,0,0,3,0,0,0,3,0,0,3,4,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,5,7,0,10,0,0,0,10,4,0,18,0,0
202031033,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,7,0,11,3,0,0,6,0,0,3,3,12,0,17,0,9,0,9,0,0,0,15,17,0,31,9,3,0,14,0,0,0,14,21,0,32,3,3,3,9,0,0,0,8,16,0,27,6,12,3,23,0,0,0,23,15,0,39,0,3,0,3,0,0,0,3,7,0,10,6,3,0,6,0,0,0,6,5,0,8,0,3,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,5,0,4,0,0,0,6,18,0,27,0,0
203011034,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,3,3,0,10,0,5,0,6,0,0,0,6,4,0,10,3,11,0,8,0,0,0,9,9,0,18,3,8,0,9,0,0,0,9,10,0,20,5,6,0,9,0,0,0,11,4,0,20,5,3,0,12,0,0,0,12,5,0,15,13,5,0,13,0,3,3,14,5,0,19,3,4,0,9,0,0,0,9,4,0,10,9,0,0,8,0,0,0,8,3,0,7,8,0,0,7,0,0,0,7,3,0,14,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,5,0,16,0,0,0,16,6,0,23,0,0
203011035,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,6,0,0,9,0,3,0,3,0,0,0,7,3,0,9,0,3,0,3,0,0,0,3,15,0,18,0,9,0,7,0,0,0,11,12,0,20,3,6,0,13,0,0,0,8,9,0,17,7,14,3,16,0,0,0,21,8,0,28,11,7,0,16,0,0,0,13,11,0,22,3,4,0,6,0,0,0,3,12,0,12,5,4,3,12,0,0,0,12,9,0,21,4,0,0,4,0,0,0,4,0,0,3,5,3,0,9,0,0,0,9,0,0,12,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,6,0,15,0,0,0,15,12,0,26,3,0
203011036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,9,0,4,0,4,0,0,0,4,8,0,12,0,4,0,4,0,0,0,4,4,0,9,4,8,0,13,0,0,0,13,7,0,18,3,3,3,11,0,0,0,7,10,0,22,4,6,0,15,0,0,0,10,12,0,21,8,4,0,17,0,0,0,16,6,0,24,6,6,0,15,0,0,0,15,4,0,22,4,4,0,6,0,0,0,6,0,0,5,5,0,0,3,0,0,0,3,0,0,3,3,3,0,8,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,6,6,5,0,10,0,0,0,10,4,0,16,0,3
203021037,0,0,0,0,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,11,0,11,0,4,0,3,0,3,3,12,13,0,20,0,9,4,16,0,3,3,19,22,0,44,4,30,3,36,5,3,9,42,24,0,67,7,29,0,39,3,0,6,41,29,0,75,11,27,0,40,0,0,0,43,27,0,69,32,27,6,60,0,0,0,59,23,0,85,29,6,0,32,0,0,4,31,12,0,47,31,10,0,38,0,0,0,38,6,0,46,26,6,0,34,0,0,0,36,3,0,41,20,3,0,24,0,0,0,24,6,0,31,9,0,0,7,0,0,0,7,0,0,7,0,0,0,3,0,0,0,3,3,0,3,3,0,0,3,0,0,0,3,0,0,3,3,3,0,7,0,0,0,7,0,0,8,23,22,3,51,0,0,3,48,27,0,79,0,0
