SA2_MAINCODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
201021011,0,0,0,0,..,3,0,3,0,3,..,13,0,13,0,13,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,37,8,47,0,47,..,225,28,252,3,249,..,5,0,3,353,359,3692,226,24,254,350,4299,3994,..,..,..,..,3994,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,17,3,14,0,14,..,0,0,3,0,3,..,17,6,18,0,18,..,15,0,12,0,12,..,16,0,16,0,16,..,12,0,17,0,17,..,31,0,31,0,27,..,11,4,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,8,3,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,13,3,17,0,17,..,23,0,23,0,23,..,0,0,0,0,0,..,0,0,0
201021012,0,0,0,0,..,0,3,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,3,16,0,16,..,62,11,70,0,72,..,10,0,10,229,240,2553,69,11,76,231,2861,2494,..,..,..,..,2494,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0
201031013,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,24,3,29,0,29,..,6,0,6,140,145,1482,28,3,34,140,1658,1463,..,..,..,..,1463,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0
201031014,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,45,3,47,0,47,..,6,0,9,533,544,1824,46,3,53,533,2411,1774,..,..,..,..,1774,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,7,0,7,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
201031015,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,6,0,10,..,45,7,44,4,48,..,10,0,10,118,120,2112,48,7,55,121,2290,2019,..,..,..,..,2019,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
201031016,0,0,0,0,..,11,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,9,3,13,0,13,..,82,12,97,3,100,..,13,0,13,236,253,3435,94,12,107,240,3786,3727,..,..,..,..,3727,..,3,0,3,0,3,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,10,0,10,..,3,0,3,0,3,..,7,3,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,9,0,9,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3,..,10,4,12,0,12,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0
201031017,0,0,0,0,..,7,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,13,0,15,..,60,4,67,0,64,..,8,0,11,196,207,2469,70,8,73,193,2741,2285,..,..,..,..,2285,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,6,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
202011018,0,6,0,6,..,25,0,25,0,25,..,13,3,17,0,17,..,0,0,0,0,0,..,4,0,7,0,7,..,0,0,0,0,0,..,9,0,12,0,12,..,124,81,202,4,206,..,359,101,461,6,465,..,17,4,15,630,646,5911,372,106,478,631,7025,6279,..,..,..,..,6279,..,8,0,8,0,8,..,8,0,10,0,10,..,0,0,0,0,0,..,10,0,10,0,10,..,22,12,32,0,32,..,0,0,0,0,0,..,32,12,42,0,42,..,3,0,7,0,7,..,0,0,0,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,8,0,10,0,10,..,3,0,3,0,3,..,22,4,24,0,24,..,12,0,12,0,12,..,5,3,6,0,6,..,4,0,4,0,4,..,11,0,10,0,10,..,51,10,62,0,62,..,17,0,14,0,14,..,3,0,3,0,6,..,0,0,0
202011019,0,0,0,0,..,8,0,8,0,8,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,50,31,82,0,85,..,114,37,148,4,150,..,19,0,17,498,510,5120,128,37,164,499,5785,5495,..,..,..,..,5495,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,6,6,13,0,13,..,0,0,0,0,0,..,9,6,18,0,18,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,6,0,6,..,3,0,3,0,3,..,4,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,3,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
202011020,0,0,0,0,..,8,0,8,0,8,..,3,3,9,0,9,..,12,3,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,9,0,14,..,74,39,115,0,111,..,317,83,400,6,404,..,9,3,16,330,342,5664,332,83,416,336,6419,6242,..,..,..,..,6242,..,9,0,9,0,9,..,18,3,22,0,22,..,0,0,0,0,0,..,15,0,17,0,17,..,53,20,74,0,74,..,0,0,3,0,3,..,69,22,97,0,97,..,3,0,3,0,3,..,4,0,9,0,6,..,11,0,11,0,11,..,6,0,6,0,6,..,4,0,4,0,4,..,3,0,3,0,3,..,12,0,17,0,16,..,16,0,19,0,19,..,16,3,15,0,15,..,4,0,4,0,4,..,13,4,16,0,16,..,69,8,75,0,75,..,21,0,23,0,23,..,6,0,6,0,6,..,13,0,16
202011021,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,5,0,5,..,9,0,7,0,7,..,53,28,82,3,81,..,251,42,292,3,292,..,10,0,10,244,256,3815,259,42,305,240,4362,4355,..,..,..,..,4355,..,0,3,3,0,3,..,14,6,21,0,21,..,0,0,0,0,0,..,19,4,21,0,21,..,27,10,38,0,40,..,0,0,0,0,0,..,45,12,59,0,60,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,11,0,11,..,13,0,13,0,13,..,3,3,8,0,8,..,3,0,3,0,3,..,10,0,10,0,10,..,7,0,9,0,9,..,4,0,5,0,5,..,4,0,4,0,4,..,6,0,9,0,9,..,43,4,45,0,45,..,9,0,10,0,15,..,0,0,0,0,0,..,3,0,3
202011022,0,0,0,0,..,30,0,28,0,28,..,7,0,7,0,7,..,4,0,4,0,4,..,5,3,12,0,14,..,3,0,3,0,3,..,7,11,13,0,13,..,123,83,207,3,215,..,373,133,505,5,511,..,32,0,35,651,684,8143,406,133,534,658,9336,8966,..,..,..,..,8966,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,6,9,0,9,..,27,20,48,0,48,..,4,0,5,0,5,..,34,30,63,0,63,..,4,0,3,0,3,..,5,0,5,0,5,..,7,0,10,0,10,..,10,0,10,0,10,..,17,3,24,0,24,..,7,0,11,0,11,..,15,0,17,0,17,..,19,4,23,0,23,..,7,0,11,0,11,..,3,0,3,0,3,..,20,0,20,0,20,..,68,9,71,0,71,..,15,0,15,0,15,..,4,0,4,0,4,..,3,0,4
202011023,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,10,0,10,..,32,7,37,0,37,..,8,0,8,125,134,2393,35,7,39,125,2565,2366,..,..,..,..,2366,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0
202011024,0,0,0,0,..,4,0,4,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,4,24,0,24,..,96,6,104,0,106,..,3,3,3,171,176,4014,98,13,107,175,4293,4057,..,..,..,..,4057,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,9,6,16,0,16,..,0,0,0,0,0,..,8,6,16,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,4,0,4,..,6,0,4,0,4,..,9,0,13,0,13,..,0,0,0,0,0,..,28,3,29,0,29,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
202011025,0,0,0,0,..,18,0,17,0,17,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,98,45,148,0,148,..,226,54,283,4,287,..,17,0,17,347,357,5036,241,59,299,350,5682,5399,..,..,..,..,5399,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,13,3,23,0,23,..,0,0,0,0,0,..,18,4,19,0,19,..,0,0,0,0,0,..,0,0,4,0,4,..,9,0,9,0,9,..,3,0,4,0,4,..,5,0,8,0,8,..,12,3,10,0,11,..,5,0,5,0,5,..,6,4,8,0,7,..,3,0,3,0,3,..,10,0,10,0,10,..,6,0,8,0,8,..,42,5,46,3,50,..,10,0,10,0,7,..,8,0,9,0,9,..,0,0,0
202021026,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,9,3,6,..,43,10,49,3,48,..,12,3,12,226,236,3323,52,8,57,226,3610,3284,..,..,..,..,3284,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,12,6,22,0,22,..,0,0,0,0,0,..,15,6,25,0,25,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0
202021027,0,0,0,0,..,7,0,7,0,7,..,8,0,12,0,12,..,0,0,0,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,5,26,4,36,..,152,35,192,4,199,..,9,0,11,1072,1081,4000,166,39,205,1078,5280,4620,..,..,..,..,4620,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,5,5,0,5,..,8,23,31,0,31,..,0,0,0,0,0,..,13,23,39,0,39,..,3,0,3,0,3,..,13,0,13,0,13,..,10,0,12,0,12,..,24,0,24,0,24,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,12,0,12,..,13,0,13,0,13,..,4,0,4,0,4,..,0,0,0
202021028,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,13,0,14,0,14,..,96,7,105,0,105,..,6,0,12,302,315,3845,103,12,112,302,4257,3743,..,..,..,..,3743,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,4,0,4,..,0,0,0,0,0,..,7,3,7,0,7,..,0,0,0,0,0,..,13,0,13,0,13,..,7,0,7,0,7,..,6,0,12,0,9,..,14,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,13,0,13,0,13,..,0,0,0
202021029,0,0,0,0,..,4,0,4,3,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,13,3,14,..,64,5,74,6,78,..,8,4,9,190,198,1981,74,12,83,191,2258,1957,..,..,..,..,1957,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,3,3,0,3,..,0,3,6,0,4,..,0,0,0,0,0,..,0,5,7,0,12,..,3,0,3,0,3,..,3,0,3,0,4,..,3,0,3,0,3,..,6,0,6,0,6,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0
202021030,0,3,0,3,..,10,0,10,0,10,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,23,6,34,4,39,..,177,48,225,8,234,..,8,3,9,331,347,4106,187,53,238,336,4682,4364,..,..,..,..,4364,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,25,19,40,0,45,..,0,0,0,0,0,..,25,20,48,0,49,..,3,0,3,0,3,..,13,0,13,0,13,..,10,0,10,0,10,..,19,0,21,0,23,..,14,0,15,0,15,..,0,0,0,0,0,..,3,0,3,0,3,..,8,3,9,0,9,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,12,3,16,0,16,..,21,8,27,0,27,..,0,0,0,0,0,..,0,0,0
202021031,0,4,0,4,..,14,0,13,0,13,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,20,..,129,3,133,0,133,..,4,0,4,244,246,2928,130,3,136,247,3313,3104,..,..,..,..,3104,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,5,0,5,..,6,0,5,0,5,..,13,0,13,0,13,..,14,0,14,0,14,..,28,0,24,0,24,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,13,3,17,0,17,..,3,0,3,0,3,..,0,0,0
202031032,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,4,7,0,7,..,22,4,28,0,26,..,8,0,8,139,151,2051,28,4,29,141,2225,1970,..,..,..,..,1970,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0
202031033,0,3,0,3,..,27,0,27,0,27,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,6,19,0,19,..,100,8,106,0,106,..,7,0,7,392,395,3098,103,8,118,392,3603,2977,..,..,..,..,2977,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,9,..,0,0,0,0,0,..,5,0,3,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0
203011034,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,19,4,28,0,28,..,121,19,141,3,141,..,4,0,4,152,154,2931,128,19,147,153,3228,2899,..,..,..,..,2899,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,16,0,16,0,16,..,3,0,3,0,3,..,3,0,3,0,3,..,7,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,14,..,4,0,4,0,4,..,0,0,0
203011035,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,13,3,14,0,14,..,78,6,83,0,89,..,9,0,9,182,193,3198,87,6,92,188,3476,3119,..,..,..,..,3119,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0
