SA2_MAINCODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
209041431,0,0,0,0,0,3,3,13,0,0,0,0,0,0,0,24,0,0,0,4,6,59,74,45,15,18,18,14,16,4,5,283,0,0,0,3,4,3,0,8,0,0,0,3,0,0,3,25,0,7,20,123,35,66,42,22,0,3,3,5,3,7,21,350,0,0,0,19,4,14,5,0,0,0,0,0,0,0,3,46,0,11,47,66,22,10,12,5,4,9,0,0,3,0,4,195,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,18,0,0,0,0,36,35,28,9,3,0,6,7,0,5,11,130,0,0,0,0,0,0,4,5,0,0,3,3,0,9,0,24,0,9,20,68,55,127,141,105,21,14,14,14,9,11,25,634,3,125,331,540,285,569,793,804,149,154,229,159,128,98,185,4559
209041432,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,4,3,8,23,15,44,0,12,9,3,10,0,3,134,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,0,0,13,112,37,41,26,19,6,4,0,6,7,0,5,274,0,0,0,6,3,3,0,3,0,0,0,0,0,0,0,22,0,3,24,46,13,19,8,5,0,0,0,0,3,9,5,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,37,28,9,22,3,3,3,3,0,0,3,114,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,6,11,62,58,89,78,46,16,19,23,11,32,13,15,473,0,91,227,433,251,397,404,606,107,135,161,149,151,81,129,3325
209041433,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,11,0,0,0,0,4,34,144,122,18,9,7,10,8,9,4,376,0,0,0,0,0,0,7,4,0,6,0,3,0,0,0,23,0,0,4,87,36,64,67,34,5,0,3,6,9,0,3,324,0,0,0,15,11,17,11,8,0,0,0,3,4,0,0,70,0,0,7,12,7,4,5,34,4,3,0,0,3,3,0,91,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,19,42,20,24,4,4,4,0,11,3,3,135,0,0,0,0,0,0,3,11,0,4,3,9,7,0,0,36,0,0,6,28,59,134,179,146,33,23,29,25,23,11,11,712,0,26,104,240,219,526,1133,1490,181,181,203,166,170,122,111,4873
209041434,0,0,0,0,7,6,10,34,0,0,0,0,4,7,0,73,0,0,3,4,3,18,68,137,8,24,8,18,14,4,8,316,0,0,0,0,5,4,11,6,0,4,0,8,3,6,3,49,0,0,9,41,15,31,18,16,6,6,3,0,0,3,0,150,0,0,0,7,8,8,3,3,0,0,0,0,0,0,0,27,0,8,42,52,33,34,44,60,23,15,3,9,12,5,9,351,0,0,0,5,5,7,3,10,0,3,3,3,0,0,0,37,0,0,0,0,8,11,9,11,4,5,3,0,3,0,5,65,0,0,0,0,0,0,14,42,4,8,3,6,5,3,3,84,0,6,12,43,37,92,142,163,18,29,31,22,30,20,17,665,0,64,189,289,199,418,740,1417,212,266,194,164,181,113,146,4578
209041435,0,0,0,0,3,0,22,8,0,0,4,0,0,3,0,39,0,0,0,3,3,61,78,63,5,18,3,0,8,4,3,251,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,18,0,0,17,99,42,81,45,12,0,0,0,0,3,0,12,323,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,10,0,4,18,35,12,22,24,34,8,10,3,3,4,3,4,179,0,0,0,0,0,0,6,9,3,3,0,0,0,0,0,25,0,0,0,0,10,9,8,10,4,0,3,0,0,3,0,47,0,0,0,0,0,0,9,4,0,3,0,3,3,0,0,32,0,0,14,37,36,105,156,87,13,12,11,11,7,5,19,512,0,53,177,312,194,519,819,804,144,137,130,63,81,50,85,3569
209041436,0,0,0,0,0,4,4,15,4,3,0,9,0,0,0,44,0,0,4,0,0,35,35,37,4,0,8,7,0,3,5,137,0,0,0,0,0,3,6,3,4,0,0,0,0,0,0,27,0,0,12,91,26,32,34,5,9,0,0,4,0,0,9,232,0,0,0,4,0,5,7,0,0,0,0,0,0,0,0,20,5,15,47,87,21,22,15,23,3,5,13,3,3,4,13,281,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,18,3,14,0,3,0,3,0,0,3,58,0,0,0,0,0,0,6,8,0,7,0,3,0,0,0,28,0,3,23,52,45,71,105,119,6,10,18,10,21,13,8,500,12,109,257,414,179,423,645,715,89,128,154,109,109,70,236,3655
209041437,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9,0,0,0,0,3,17,66,100,25,17,11,4,3,5,0,258,0,0,0,0,0,3,10,5,0,0,0,0,0,0,0,18,0,0,4,50,16,32,41,25,13,5,3,3,0,0,8,189,0,0,0,15,12,11,10,3,0,0,0,0,0,0,0,48,0,0,6,16,11,5,3,9,13,4,0,0,0,0,0,75,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,16,0,0,0,0,13,14,13,15,0,5,0,0,0,3,0,68,0,0,0,0,0,0,3,28,0,3,0,0,0,3,0,41,0,4,3,22,27,76,139,163,21,36,35,24,22,15,19,596,0,23,96,184,119,289,718,1463,242,219,191,165,146,115,120,4100
210011226,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,4,0,21,3,11,0,0,0,0,0,0,3,50,0,0,0,0,0,3,3,3,0,0,0,3,0,3,0,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,8,0,5,35,34,18,11,19,10,8,0,0,0,3,0,4,142,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,18,0,0,0,0,15,3,3,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,39,49,28,24,23,36,3,7,13,9,9,3,13,279,10,240,460,289,160,179,169,203,28,37,50,47,38,33,72,2007
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,11,0,0,3,0,3,8,8,0,0,3,0,4,0,0,0,27,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,4,12,39,3,3,0,0,0,0,0,0,0,0,0,63,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,11,0,42,49,54,14,17,18,7,3,0,0,0,0,0,8,215,0,0,0,3,0,5,9,0,0,0,0,0,0,0,0,12,0,0,0,0,42,22,3,5,0,0,0,4,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,55,89,34,41,23,16,3,5,3,0,3,0,19,316,5,285,505,472,195,190,140,95,18,16,26,23,26,3,72,2069
210011229,0,0,0,0,5,7,6,6,3,0,0,4,0,0,0,33,0,3,0,26,9,31,25,20,0,12,3,0,0,0,0,124,0,0,0,0,3,7,8,10,0,3,0,0,0,0,0,35,0,0,11,120,16,8,3,3,0,4,0,0,0,0,11,175,0,0,0,18,6,16,3,0,0,4,0,0,0,0,0,47,0,47,92,70,43,30,41,38,13,7,6,10,3,0,13,420,0,0,0,3,4,0,15,13,3,10,7,0,0,0,0,53,0,0,0,3,455,287,83,47,4,9,16,24,12,10,33,981,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,68,117,219,187,180,117,102,15,33,15,22,19,22,56,1159,16,888,1868,1367,1021,1029,748,642,133,200,220,134,132,85,396,8884
210011230,0,0,0,0,0,7,3,0,3,0,3,4,0,0,0,26,0,0,3,3,0,13,6,8,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,3,3,0,0,0,0,0,0,3,0,0,12,0,13,36,33,11,13,14,14,3,5,0,8,5,0,7,166,0,0,0,3,0,0,3,3,0,6,0,0,0,0,0,11,0,0,0,0,13,11,4,3,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,46,27,26,45,25,3,4,7,12,8,3,4,235,0,118,210,238,138,157,158,106,31,43,52,38,37,22,35,1379
210011231,0,0,3,4,3,0,3,0,0,0,0,0,0,0,0,13,0,0,5,10,5,13,5,26,0,0,3,0,0,0,0,70,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,14,26,15,4,0,0,7,0,0,0,3,90,4,17,38,56,32,30,24,10,5,0,9,0,9,0,3,236,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,23,0,0,0,0,16,18,15,13,0,3,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,27,24,40,41,19,0,0,13,0,6,0,7,201,6,178,200,267,162,220,240,143,16,21,59,16,34,13,41,1623
210021232,0,0,0,3,5,9,13,20,0,0,3,4,0,0,0,59,0,0,3,0,3,7,0,0,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,43,113,196,83,47,57,78,13,3,13,4,3,0,7,662,0,0,0,14,6,3,13,11,0,0,0,0,0,0,0,53,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,17,13,33,22,17,17,15,3,0,0,0,4,0,3,148,5,174,231,334,197,164,191,201,31,17,26,29,14,3,45,1657
210021233,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43,50,21,25,38,8,4,3,0,0,0,0,13,220,0,0,0,0,0,6,0,4,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,8,7,3,7,9,8,0,3,0,0,0,0,0,49,0,44,86,82,55,52,91,27,6,3,3,3,0,4,20,468
210021234,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,45,58,28,30,41,12,0,3,0,0,3,0,6,227,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,12,3,5,10,3,0,0,0,0,0,0,0,36,4,31,80,103,57,50,88,34,9,3,3,0,4,0,12,479
210021235,0,0,0,0,3,0,6,3,3,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,63,104,39,38,43,27,7,4,0,0,0,0,7,372,0,0,0,4,0,4,4,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,19,14,9,17,11,0,0,0,0,3,0,5,97,3,98,182,195,105,97,123,67,11,8,10,8,4,5,29,951
210031236,0,0,0,0,0,3,0,3,0,3,0,0,0,7,0,19,0,0,0,4,0,11,3,3,0,0,0,0,10,3,3,34,0,0,0,0,0,0,3,7,7,5,0,0,3,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,28,8,10,10,0,0,0,0,0,0,0,3,63,0,12,16,27,35,15,41,25,14,10,3,11,0,3,4,205,0,0,0,0,0,3,5,7,0,0,0,3,3,0,0,33,0,0,0,7,18,20,9,8,0,0,0,0,0,0,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,12,35,47,45,54,72,13,20,24,40,35,13,16,431,12,154,346,329,231,287,283,306,72,99,109,138,104,69,104,2638
210031237,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,6,0,21,20,29,12,14,3,4,9,8,0,136,0,0,0,0,0,3,7,11,0,3,6,0,9,0,0,39,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,63,36,41,9,3,0,0,4,0,0,3,6,178,3,10,23,13,9,12,8,18,0,0,0,3,3,0,3,106,0,0,0,0,3,0,6,7,3,0,0,0,0,0,0,17,0,0,0,3,38,28,21,8,3,6,4,3,0,0,0,116,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,10,0,21,26,47,45,110,195,223,44,39,64,60,48,30,33,993,13,423,847,544,335,601,842,990,221,227,294,303,300,200,375,6515
210031239,0,0,0,0,4,7,12,11,0,0,0,3,0,0,0,53,0,0,0,12,9,46,34,55,17,15,12,8,7,7,9,235,0,0,0,0,4,5,11,11,4,5,4,3,8,7,4,69,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,25,0,0,0,61,44,69,58,17,3,3,0,5,10,0,5,286,8,39,57,65,46,45,56,59,23,12,8,26,9,3,10,470,0,0,0,3,3,3,14,6,0,10,0,3,0,3,3,63,0,0,0,0,45,21,15,17,3,3,7,4,6,0,0,128,0,0,0,0,3,0,9,3,0,3,0,0,0,0,0,19,0,52,33,90,79,119,125,202,36,64,64,92,71,65,44,1129,20,459,711,676,483,681,887,1175,249,317,331,371,347,224,247,7184
210031438,0,0,0,3,3,3,9,0,0,0,0,3,0,3,0,18,0,0,0,6,6,35,56,66,11,23,19,8,21,7,5,276,0,0,0,0,0,5,21,4,3,3,7,13,5,4,3,60,0,0,4,3,3,6,0,3,0,0,0,0,0,0,0,18,0,0,0,108,61,90,125,32,16,13,10,7,12,3,16,485,8,32,75,46,22,20,27,33,13,3,3,5,0,7,7,295,0,0,3,3,8,3,4,3,5,0,4,0,4,0,0,35,0,0,0,0,52,74,39,35,6,3,14,7,4,4,12,243,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,55,53,87,90,127,209,457,53,77,133,170,164,120,47,1846,19,511,809,685,521,721,1165,1803,358,466,598,610,575,366,341,9545
210031439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,21,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,10,6,0,0,0,0,0,0,0,0,25,0,4,13,10,9,3,13,9,0,0,0,0,0,0,4,56,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,0,0,0,0,6,7,3,3,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,12,22,30,3,8,0,0,0,0,0,5,103,4,33,68,80,62,153,147,56,13,10,7,15,3,3,27,686
210031440,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,0,4,3,3,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,25,12,26,17,0,4,0,0,0,0,3,3,88,0,10,16,11,7,3,3,5,0,6,3,0,3,0,0,69,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,12,14,9,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,10,3,15,29,35,19,22,34,38,9,11,7,7,23,3,3,245,8,177,348,290,152,159,182,188,34,50,64,42,65,29,58,1838
210041240,0,0,0,0,8,0,14,14,0,0,0,0,6,0,0,51,0,0,0,5,0,5,0,0,3,4,9,0,0,0,0,23,0,0,0,0,4,5,3,3,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,39,96,150,73,57,60,36,5,6,0,4,3,0,14,558,0,0,0,3,3,5,5,8,0,0,3,3,0,0,0,32,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,62,30,32,24,19,8,9,16,5,0,0,9,248,4,141,244,343,227,224,261,194,55,56,44,37,29,8,57,1915
210041241,0,0,3,13,8,5,23,37,10,7,0,3,0,0,5,114,0,0,0,7,5,12,14,13,0,0,3,5,3,3,4,64,0,0,0,0,0,3,7,14,0,3,3,3,5,3,3,47,0,0,3,9,0,3,0,0,0,0,0,0,0,0,5,19,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,14,6,68,239,362,176,121,105,63,14,24,11,0,9,5,37,1240,0,0,0,3,3,3,19,9,0,0,0,0,0,4,0,41,0,0,0,0,6,3,3,19,0,4,7,6,3,3,0,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,34,54,100,59,54,52,38,8,4,22,10,3,0,16,468,6,293,578,756,430,436,613,484,114,88,97,82,86,50,139,4269
210051242,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,7,0,0,3,15,5,9,19,56,4,20,7,7,3,10,22,181,0,0,0,0,0,4,10,6,0,0,0,0,0,0,0,29,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,18,0,0,3,138,73,92,85,42,17,14,10,8,4,7,12,506,0,15,57,37,14,0,5,3,0,0,3,0,0,0,10,145,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,18,0,0,0,0,50,90,29,20,0,7,13,3,7,3,7,224,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,0,14,26,91,70,162,187,236,52,50,72,103,137,80,83,1356,0,93,213,475,401,711,811,1019,242,246,481,370,373,273,365,6079
210051243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,10,7,12,0,11,3,3,0,0,0,58,0,0,0,0,0,5,7,9,3,0,0,0,0,0,0,20,0,0,0,9,0,6,3,0,0,0,0,0,0,0,0,20,0,0,4,322,249,261,213,69,29,15,20,6,7,10,45,1250,0,13,65,48,0,3,3,7,3,0,0,0,0,0,6,152,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,12,0,0,0,0,52,76,29,19,11,11,3,7,0,4,15,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,38,124,89,160,181,184,54,52,96,67,84,51,55,1244,8,194,489,892,669,1005,1221,973,287,254,388,262,231,170,289,7326
210051245,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,15,0,0,5,42,25,88,36,47,7,17,3,11,12,0,6,286,0,0,0,0,0,4,5,11,0,0,4,0,0,3,0,33,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,91,30,53,29,8,4,0,0,0,3,0,9,232,0,34,113,117,33,29,17,25,6,0,9,0,3,0,16,406,0,0,0,3,3,3,9,4,0,3,0,0,0,0,0,27,0,0,0,0,26,22,10,12,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,74,167,84,127,141,48,8,16,11,46,29,18,45,848,0,301,756,1016,476,699,589,383,69,113,113,114,100,60,204,4992
210051246,0,0,3,0,3,0,10,3,0,4,0,3,0,0,0,26,0,0,3,18,12,66,29,78,16,24,4,11,14,0,3,265,0,0,0,0,0,0,10,3,0,5,3,3,0,0,0,28,0,4,3,35,4,4,0,0,0,0,0,0,0,0,4,64,0,0,0,150,80,108,62,28,4,0,3,0,0,0,13,443,0,7,31,57,28,17,21,25,10,6,0,0,4,0,4,215,0,0,0,6,3,7,8,8,0,0,3,0,0,0,0,29,0,0,0,4,7,21,3,3,0,0,0,0,3,0,0,44,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,18,0,24,29,193,98,144,108,56,13,11,12,3,11,14,20,745,0,219,605,936,473,833,705,558,101,90,70,78,84,54,134,4940
210051247,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,6,7,33,20,12,3,0,3,3,3,0,3,92,0,0,0,0,0,4,10,3,0,0,0,0,0,0,0,18,0,0,0,8,3,3,0,3,0,0,0,0,0,0,0,29,0,0,5,473,229,351,265,115,22,12,12,19,21,12,67,1600,0,4,28,27,0,7,6,3,0,0,0,0,0,0,3,78,0,0,0,6,0,0,3,3,0,3,0,4,0,3,0,14,0,0,0,4,143,151,33,20,4,0,3,10,4,0,15,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,153,127,201,211,155,42,40,47,78,79,58,49,1259,0,33,132,877,732,1206,1260,828,210,177,309,236,238,155,259,6657
210051248,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,5,4,7,0,0,0,0,0,0,0,20
210051249,0,0,0,0,3,3,4,7,0,0,0,0,0,0,0,15,0,0,0,22,10,161,108,124,12,15,10,15,9,16,9,508,0,0,0,0,0,8,4,3,0,0,0,3,0,0,0,22,0,0,3,10,0,8,3,4,0,0,0,0,0,0,0,30,0,0,0,284,181,351,213,64,7,7,5,5,7,7,44,1181,0,6,21,37,24,10,5,9,3,3,0,3,0,0,3,126,0,0,0,0,3,0,10,5,0,0,0,0,0,0,0,26,0,0,0,3,54,65,19,12,3,3,4,7,0,0,6,177,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,7,101,144,343,366,210,42,43,53,68,83,82,44,1601,0,69,163,668,675,1912,2675,1959,357,257,576,396,260,263,266,10494
210051250,0,0,0,0,0,0,3,4,0,3,0,0,3,0,0,10,0,0,0,24,7,13,14,8,0,7,0,0,3,5,0,88,0,0,0,0,0,3,4,5,0,0,3,0,0,0,0,20,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,13,8,11,6,0,0,0,0,0,0,0,3,39,0,14,24,58,11,6,8,6,3,0,0,0,3,0,3,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,29,74,34,46,55,34,8,9,0,29,17,17,10,361,0,126,279,430,157,235,218,245,49,58,39,88,66,41,59,2093
