SA2_MAINCODE_2016,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
209031213,0,3,3,3,0,4,3,0,0,18,0,0,0,3,0,3,0,0,0,6,5,22,30,47,88,52,12,0,0,259,0,0,3,15,7,9,3,0,0,36,28,71,114,109,152,85,17,3,3,573,3,5,15,28,39,27,3,0,0,123,27,37,26,30,46,26,13,5,0,214,46,22,16,6,15,3,0,0,0,112,0,5,16,26,54,44,14,0,0,155,0,6,4,17,17,5,3,3,0,60,0,0,20,34,35,20,7,0,0,116,0,3,6,5,8,11,0,0,0,34,4,13,35,52,48,41,14,0,0,214,0,3,13,10,16,9,4,0,0,61,0,9,31,28,40,28,11,0,0,147,5,12,12,29,17,31,6,0,0,110,0,3,15,25,21,33,3,0,0,101,13,14,10,10,4,7,3,0,0,65,5,10,10,11,39,28,9,0,0,107,3,6,16,15,29,29,9,3,0,116
209031214,0,0,0,3,0,4,3,0,0,13,0,0,0,0,7,4,0,0,0,12,8,4,13,29,37,42,10,0,0,143,0,7,0,14,11,6,0,0,0,36,18,55,62,87,89,60,21,0,0,394,3,0,10,22,30,17,5,0,0,88,21,28,18,21,21,19,6,0,0,139,25,19,6,11,3,6,0,0,0,66,0,3,6,10,18,22,3,0,0,71,0,0,4,8,15,15,7,0,0,45,0,0,4,22,20,7,7,0,0,61,0,0,4,7,14,7,0,0,0,35,7,6,22,48,64,40,17,5,0,200,0,4,6,8,13,8,0,0,0,42,0,0,14,21,35,27,7,0,0,103,9,9,13,28,35,31,10,3,0,125,3,12,10,16,21,23,9,0,0,83,5,5,0,7,8,3,0,0,0,33,5,9,11,6,17,9,3,4,0,62,0,4,12,9,26,14,6,0,0,78
209031215,0,0,9,5,4,0,0,0,0,20,0,0,4,3,3,4,0,0,0,12,11,21,33,71,122,79,15,3,0,356,0,6,12,13,16,13,3,0,0,68,56,138,206,210,175,113,29,3,0,922,0,11,22,29,52,40,6,0,0,157,71,60,38,50,44,47,5,0,0,314,60,24,23,16,16,9,0,0,0,146,5,5,22,38,62,61,14,0,0,205,3,6,10,20,26,6,0,0,0,81,0,9,16,36,42,29,0,0,0,136,0,3,8,6,7,10,4,0,0,35,4,21,54,62,58,47,9,0,0,261,3,14,15,17,23,23,4,0,0,101,0,4,36,69,77,71,9,0,0,264,6,12,32,49,37,59,19,0,0,211,0,8,19,24,46,41,13,0,0,153,20,12,12,6,19,11,0,0,0,76,5,22,24,38,42,42,6,0,0,172,13,15,35,32,43,43,11,0,0,185
209041216,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,10,31,33,52,31,4,0,0,173,0,0,13,3,3,3,0,0,0,19,9,25,64,62,43,23,3,0,0,227,5,3,28,19,22,10,3,0,0,94,15,43,49,26,17,19,3,0,0,169,25,26,35,12,8,9,3,0,0,116,0,6,26,32,42,29,0,0,0,138,0,6,10,9,14,5,0,0,0,43,0,6,25,23,25,9,0,0,0,88,0,0,9,8,6,0,0,0,0,21,0,11,41,46,26,8,3,0,0,131,0,5,20,10,9,10,3,0,0,55,0,3,9,14,19,17,0,0,0,71,3,9,22,14,9,14,0,0,0,76,3,5,41,14,36,18,3,0,0,122,3,7,7,3,5,3,0,0,0,27,0,9,12,10,15,16,0,0,0,62,6,11,30,22,16,13,4,0,0,99
209041217,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,37,33,42,26,9,3,0,162,0,3,3,3,5,5,0,0,0,17,8,36,59,38,33,23,5,0,0,209,0,3,17,15,13,7,0,0,0,64,11,26,46,24,10,17,6,0,0,150,23,32,32,11,5,6,0,0,0,110,0,4,27,26,15,25,8,0,0,110,0,0,10,0,3,4,0,0,0,18,0,8,10,6,4,5,0,0,0,37,0,0,10,0,4,3,0,0,0,15,0,10,24,21,6,8,4,0,0,71,0,13,19,9,11,15,6,0,0,72,0,3,16,7,18,15,4,3,0,62,3,8,18,21,13,15,0,0,0,73,0,4,18,11,18,22,9,0,0,77,0,3,3,7,3,7,0,0,0,28,3,3,20,10,14,8,9,0,0,60,3,11,25,29,19,21,3,0,0,105
209041219,0,0,13,5,9,3,0,0,0,30,0,0,0,3,0,0,0,0,0,3,8,30,142,205,162,127,22,3,0,704,0,3,13,15,7,7,0,0,0,48,19,67,230,176,115,56,12,0,0,666,3,13,36,49,36,27,7,0,0,173,46,62,119,87,59,33,10,0,0,426,57,60,103,50,27,18,3,0,0,310,4,39,187,123,110,92,19,0,0,571,0,3,13,21,12,5,0,0,0,55,0,16,56,36,24,9,0,0,0,141,0,9,21,11,6,0,3,0,0,50,0,14,83,62,24,5,3,0,0,194,4,18,42,43,39,20,10,0,0,178,0,13,68,41,32,22,7,3,0,194,3,18,49,25,26,17,7,0,0,135,0,6,48,47,45,23,8,0,0,182,3,9,10,4,10,3,0,0,0,42,8,20,63,56,43,23,9,0,0,217,11,38,106,84,85,52,14,0,0,391
209041220,0,0,5,3,0,5,0,0,0,14,0,0,3,0,3,3,0,0,0,14,9,34,94,111,195,126,13,3,0,586,0,3,10,13,12,10,0,0,0,50,37,128,208,144,180,95,18,0,0,805,0,15,29,39,55,45,7,0,0,197,81,98,95,73,84,60,9,0,0,496,64,43,65,18,33,21,3,0,0,246,10,16,68,87,133,113,14,0,0,443,9,6,36,16,27,11,0,0,0,110,0,12,38,37,27,25,3,0,0,145,0,6,12,12,28,11,5,0,0,67,3,26,79,56,54,36,9,0,0,261,0,14,26,33,36,32,6,0,0,149,3,10,41,38,64,59,4,0,0,219,3,28,45,31,40,36,3,0,0,200,4,15,47,33,56,42,15,0,0,203,8,14,8,6,3,9,4,0,0,58,0,12,38,45,44,42,7,0,0,190,7,30,67,50,75,44,11,0,0,294
209041221,0,0,8,3,4,0,0,0,0,13,0,0,0,0,3,0,0,0,0,3,6,24,71,72,102,90,14,0,0,374,0,3,14,7,7,9,0,0,0,45,15,63,164,62,100,73,10,0,0,482,3,8,20,21,27,15,5,0,0,97,30,58,61,49,38,39,9,0,0,281,29,26,38,22,13,25,4,0,0,151,0,22,54,55,84,85,12,0,0,312,0,3,14,16,9,7,3,0,0,57,0,7,22,24,16,10,0,0,0,82,0,4,13,3,12,8,0,0,0,43,5,16,51,48,29,13,3,0,0,162,3,9,12,16,24,29,7,0,0,99,0,3,43,34,39,36,12,0,0,169,6,8,31,28,26,23,3,0,0,121,4,6,47,29,27,44,4,0,0,161,5,15,8,7,10,3,0,0,0,40,6,11,32,19,18,28,3,0,0,120,7,15,38,34,51,25,9,0,0,179
209041223,0,0,5,3,5,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,31,160,156,163,123,24,0,0,667,0,3,19,13,7,7,0,0,0,45,15,67,184,121,92,65,5,0,0,560,3,10,36,29,41,27,3,0,0,150,24,64,119,65,37,36,5,0,0,355,47,56,93,36,34,28,4,0,0,295,0,35,150,98,94,74,16,0,0,473,4,3,27,14,10,4,3,0,0,64,0,16,45,25,8,4,0,0,0,97,0,6,16,18,9,3,0,0,0,51,0,9,59,41,20,16,0,0,0,153,0,14,51,48,30,29,14,0,0,182,0,10,56,38,34,28,6,0,0,174,3,6,32,19,20,22,3,0,0,105,3,13,44,33,34,36,7,0,0,171,0,11,9,3,5,3,0,0,0,39,8,30,50,35,34,24,10,0,0,191,16,43,111,80,82,46,14,4,0,398
209041224,5,0,3,12,5,0,7,0,0,43,0,0,8,10,3,3,0,0,0,26,17,31,100,126,167,96,9,0,0,553,0,6,19,12,18,16,0,0,0,76,42,113,278,185,170,104,20,0,0,916,4,5,39,48,54,30,9,0,0,184,29,47,79,63,48,41,10,0,0,316,80,23,28,17,15,13,3,0,0,182,0,14,120,103,140,86,23,0,0,498,0,0,11,13,12,8,5,0,0,53,0,0,18,20,14,8,0,0,0,64,0,3,10,9,10,7,3,0,0,43,0,7,29,28,32,22,3,0,0,128,0,8,31,30,17,15,0,0,0,110,3,17,61,59,67,47,4,0,0,257,0,6,30,35,24,26,5,0,0,131,0,3,21,26,26,16,5,0,0,96,5,3,8,12,9,4,0,0,0,38,5,23,51,48,47,29,4,0,0,210,7,19,63,67,61,43,9,0,0,272
209041225,0,0,5,6,14,9,12,11,0,58,0,3,0,3,0,0,0,0,0,6,5,9,26,48,61,30,10,0,0,192,0,0,8,3,10,13,0,0,0,30,21,61,155,136,131,62,18,0,0,576,3,5,9,13,19,13,6,0,0,68,20,15,23,24,18,13,5,3,0,125,28,10,10,0,3,6,0,0,0,61,0,11,25,37,37,40,5,0,0,157,0,0,0,11,7,5,0,0,0,23,0,0,0,4,3,9,3,0,0,15,0,0,4,3,4,3,0,0,0,12,0,4,9,18,7,19,4,0,0,62,0,3,11,12,14,8,6,0,0,52,0,3,15,20,40,30,0,0,0,118,0,4,16,14,6,16,3,0,0,63,0,0,3,7,14,18,4,0,0,48,4,3,10,7,7,7,0,0,0,33,3,10,13,25,30,15,4,0,0,104,13,18,31,17,39,27,13,0,0,146
209041430,0,4,11,12,11,4,0,0,0,35,0,0,0,6,5,0,0,0,0,15,8,18,142,197,145,70,15,0,0,601,0,0,30,24,16,11,4,0,0,88,46,98,431,385,192,69,14,0,0,1230,8,13,53,102,51,28,5,0,0,257,37,39,125,119,65,42,8,0,0,449,73,31,36,31,20,5,0,0,0,197,0,17,108,133,90,52,17,0,0,410,0,4,35,46,23,12,0,0,0,119,3,5,35,52,27,15,0,0,0,140,0,4,19,27,10,10,0,0,0,76,3,7,73,102,53,20,6,0,0,264,3,12,33,51,41,19,4,0,0,158,0,5,82,116,92,40,3,0,0,345,10,10,66,57,45,25,9,0,0,221,0,5,55,61,51,20,8,0,0,201,11,15,14,29,3,5,0,0,0,77,15,16,78,72,49,24,4,0,0,255,5,22,83,63,59,20,7,3,0,265
209041431,0,0,8,8,3,0,0,0,0,18,0,0,0,3,0,0,0,0,0,8,3,22,95,119,130,83,6,0,0,464,0,3,12,11,8,16,0,0,0,49,23,78,157,98,106,62,6,0,0,524,3,0,28,28,36,23,0,0,0,117,36,73,78,44,42,36,3,0,0,305,38,29,39,25,17,14,0,0,0,160,3,16,98,103,89,55,16,3,0,374,0,6,14,17,8,12,0,0,0,58,0,7,24,27,14,12,0,0,0,88,0,3,13,9,7,3,0,0,0,34,0,13,47,30,25,6,0,0,0,118,0,7,25,26,22,14,3,0,0,106,0,11,32,27,44,39,4,0,0,156,0,12,16,33,17,14,8,0,0,97,0,10,31,42,28,21,3,0,0,130,0,5,4,3,5,3,0,0,0,25,3,13,27,37,35,22,3,0,0,143,8,32,62,52,48,42,3,0,3,250
209041432,0,0,0,4,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,6,10,14,62,70,60,73,8,0,0,291,0,0,6,8,8,3,0,0,0,27,9,30,74,52,52,45,8,0,0,274,0,4,23,22,17,11,3,0,0,81,18,44,42,40,15,12,4,0,0,181,34,33,26,13,8,4,3,0,0,124,0,15,60,59,53,36,11,0,0,229,0,0,7,14,4,5,0,0,0,30,0,0,13,13,5,5,0,0,0,39,0,0,3,0,0,3,0,0,0,5,0,13,36,17,13,3,0,0,0,87,0,4,22,22,17,16,3,0,0,91,0,13,18,29,27,13,3,0,0,102,0,7,17,12,13,9,3,0,0,57,0,3,29,19,16,14,8,0,0,93,0,5,3,5,0,4,0,0,0,25,0,13,21,23,13,12,9,0,0,81,3,12,51,22,28,23,8,0,0,141
209041433,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,12,97,111,69,38,5,0,0,343,0,0,9,23,4,4,0,0,0,32,10,35,125,105,59,16,4,0,0,357,0,3,38,37,21,3,0,0,0,101,22,25,92,71,23,13,3,0,0,253,23,23,49,28,10,8,0,0,0,138,3,16,130,122,63,37,11,0,0,377,0,0,23,41,10,0,0,0,0,76,0,6,37,44,11,3,0,0,0,104,0,4,10,15,8,0,0,0,0,43,0,12,52,68,16,7,0,0,0,147,0,11,21,34,10,11,3,0,0,84,0,4,41,41,10,13,6,0,0,122,0,4,31,31,16,4,3,0,0,85,0,4,32,53,41,19,3,0,0,144,5,3,7,6,3,0,0,0,0,28,3,5,20,25,10,8,0,0,0,74,3,22,57,52,30,16,3,0,0,182
209041434,0,4,8,10,5,3,0,0,0,34,0,0,5,4,3,0,0,0,0,14,4,31,121,156,92,35,20,0,0,462,0,8,31,21,8,0,3,0,0,78,20,81,329,220,94,34,4,0,0,785,0,3,50,57,30,20,0,0,0,162,27,60,136,103,50,27,4,0,3,411,29,22,59,36,18,4,3,0,0,171,0,16,148,111,65,45,7,0,0,388,3,0,31,23,13,7,0,0,0,74,0,6,56,51,17,5,0,0,0,132,0,5,23,18,14,0,0,0,0,56,3,11,77,73,25,13,0,0,0,207,0,10,42,37,18,17,0,0,0,130,0,17,66,98,47,35,8,0,0,262,0,8,56,53,29,27,3,0,0,171,0,10,60,80,38,19,3,0,0,203,3,6,17,13,3,3,0,0,0,49,3,23,59,47,23,16,0,0,0,179,7,16,73,39,40,21,3,0,0,204
209041435,0,0,0,3,4,0,0,0,0,16,0,0,0,0,3,0,0,0,0,8,8,20,66,139,95,52,4,0,0,372,0,3,10,20,13,4,3,0,0,52,18,51,148,173,122,56,3,0,0,568,0,5,16,31,31,9,0,0,0,101,47,49,79,82,54,19,4,0,0,330,35,19,31,29,21,10,0,0,0,145,3,11,66,110,77,48,4,0,0,321,0,6,14,33,10,0,0,0,0,67,0,7,31,50,23,4,0,0,0,125,0,5,18,13,8,3,0,0,0,44,0,7,63,78,33,18,3,0,0,204,0,12,27,26,25,7,3,0,0,99,0,8,44,65,47,27,7,0,0,184,0,5,23,27,16,20,4,0,0,94,3,6,18,59,38,22,7,0,0,154,5,3,15,8,5,0,0,0,0,43,5,13,25,35,32,11,0,0,0,123,7,6,33,50,39,21,0,0,0,157
209041436,0,4,5,5,3,0,0,0,0,11,0,0,0,0,0,3,0,0,0,7,10,14,67,109,121,60,5,0,0,379,0,3,12,12,18,3,0,0,0,49,36,72,121,148,89,34,0,0,0,505,3,12,23,36,31,12,0,0,0,118,48,51,60,58,47,26,9,0,0,297,42,23,33,18,27,14,3,0,0,160,4,13,55,67,80,48,7,0,0,279,0,3,18,23,15,5,0,0,0,67,0,6,16,24,16,14,0,0,0,77,0,3,8,9,5,3,0,0,0,31,0,12,50,54,27,14,5,0,0,160,0,13,28,20,31,18,3,0,0,110,3,4,47,58,44,27,7,0,0,184,3,9,22,21,30,15,10,0,0,108,0,4,32,42,45,18,6,0,0,154,4,6,0,9,3,0,0,0,0,25,3,16,29,28,27,6,7,0,0,119,11,12,26,41,41,12,3,0,0,157
209041437,0,0,7,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,3,20,116,90,47,27,3,0,0,309,0,0,19,19,7,4,0,0,0,44,11,24,144,68,27,18,3,0,0,302,0,7,35,27,7,7,0,0,0,90,13,26,65,51,23,10,3,0,0,196,10,23,59,21,8,8,0,0,0,130,0,13,164,118,46,26,3,0,0,371,0,0,35,16,9,0,0,0,0,62,0,3,36,32,7,3,3,0,0,86,0,3,12,5,0,0,0,0,0,29,0,5,52,43,8,7,4,0,0,111,0,3,21,17,8,7,0,0,0,57,0,7,36,45,12,0,0,0,0,106,0,5,36,23,12,6,0,0,0,85,0,0,43,51,14,3,3,0,0,114,0,3,8,7,0,3,0,0,0,24,0,4,37,25,12,7,0,0,0,88,3,12,51,43,19,11,3,0,0,142
210011226,0,0,3,0,3,0,0,0,0,3,0,0,3,3,3,0,0,0,0,11,4,9,40,38,35,26,3,0,0,161,0,3,9,13,3,4,0,0,0,30,6,30,102,79,59,22,9,3,0,312,0,6,14,14,13,12,0,0,0,63,12,16,41,40,17,12,3,0,0,148,13,9,29,15,11,5,3,0,0,85,0,13,53,58,65,43,6,0,0,252,0,3,12,3,16,4,0,0,0,33,0,6,23,21,11,10,3,0,0,65,0,0,11,6,7,0,0,0,0,25,0,5,26,44,20,9,3,0,0,105,0,3,17,13,12,13,7,0,0,61,0,3,37,22,24,22,0,0,0,109,0,6,33,17,13,15,4,0,0,90,0,0,14,8,17,17,0,0,0,60,0,6,9,10,0,3,3,0,0,31,0,4,18,13,18,21,5,0,0,83,5,6,29,15,24,17,7,0,0,106
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,0,0,0,3,4,0,0,3,0,15,0,0,0,3,0,0,0,0,0,7,0,11,33,53,47,38,6,3,0,189,0,0,9,8,6,8,3,0,0,28,15,39,66,113,85,57,15,3,0,389,0,0,19,20,20,16,7,0,0,92,23,34,19,32,40,31,19,0,0,185,28,21,10,15,14,16,4,0,0,107,4,15,31,50,66,46,13,0,0,226,4,3,3,9,11,3,0,0,0,36,0,0,15,15,23,14,3,0,0,77,0,0,10,5,7,4,0,0,0,28,0,6,39,26,21,31,16,4,0,147,0,4,10,14,15,8,4,0,0,54,0,13,20,26,31,26,3,0,0,117,3,19,17,19,18,25,4,0,0,99,0,0,6,9,13,15,9,0,0,57,6,20,8,10,6,6,3,0,0,54,0,11,17,22,20,26,7,3,0,111,0,14,21,14,28,12,6,0,0,94
210011229,0,4,3,6,3,0,0,0,0,11,0,0,3,3,3,3,0,0,0,19,5,16,84,144,160,125,36,3,0,574,0,0,15,16,20,11,3,0,0,67,30,81,247,212,183,92,33,4,0,878,4,13,42,69,65,32,9,3,0,242,59,102,99,97,85,65,25,3,0,536,47,55,43,40,40,27,5,0,0,256,8,31,109,140,156,109,30,3,0,579,4,9,33,42,31,20,0,0,0,138,3,21,79,90,59,27,6,3,0,283,4,9,20,22,22,12,0,0,0,90,5,26,114,151,83,77,21,8,0,485,4,17,48,41,40,37,16,0,0,207,3,17,51,81,94,61,14,0,0,328,13,23,69,46,52,44,20,4,0,270,6,10,48,70,72,58,17,0,0,278,6,20,19,27,19,13,15,5,0,119,3,21,53,57,44,41,14,3,0,236,3,24,64,82,91,46,22,3,0,337
210011230,0,0,0,0,3,0,0,0,0,6,0,0,3,0,3,0,0,0,0,12,0,10,19,36,50,29,3,0,0,149,0,0,5,8,10,3,3,0,0,28,10,26,78,81,73,21,0,0,0,292,0,3,14,16,27,11,3,0,0,86,23,23,31,35,20,17,6,0,0,146,23,17,18,12,12,5,0,0,0,88,3,4,23,35,48,28,11,0,0,156,0,3,10,6,3,0,0,0,0,25,3,0,24,35,23,7,0,0,0,91,0,0,3,7,4,8,3,0,0,27,0,10,18,38,43,20,7,0,0,147,3,3,8,5,14,9,3,0,0,45,0,3,21,27,46,19,0,0,0,116,6,4,15,21,19,22,7,0,0,94,0,5,18,23,21,11,0,0,0,78,16,14,6,10,0,6,0,3,0,50,0,6,8,15,5,14,4,0,0,59,7,3,14,12,27,12,6,4,0,87
210011231,0,0,3,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,9,3,14,13,42,67,52,11,0,0,194,0,3,8,9,15,11,0,0,0,39,17,64,68,95,91,44,11,0,0,392,3,6,14,29,30,22,3,0,0,109,28,32,35,32,46,21,7,0,0,197,28,29,13,9,8,9,0,0,0,97,3,13,25,31,61,50,12,0,0,205,0,4,14,13,19,4,0,0,0,58,0,3,17,46,33,26,4,0,0,122,0,8,16,17,4,4,8,0,0,56,0,22,48,64,70,42,5,0,0,259,0,3,10,5,20,25,0,0,0,66,0,6,28,35,42,42,5,0,0,165,8,14,22,21,24,37,14,0,0,131,3,8,31,33,26,29,17,3,0,143,12,20,11,8,9,8,5,3,0,66,5,10,8,15,18,15,3,0,0,80,0,3,13,27,28,23,4,4,0,99
210021232,0,0,3,6,8,4,4,0,0,38,0,0,0,3,0,0,0,0,0,8,15,22,48,81,86,56,4,0,0,309,0,3,3,16,9,14,0,0,0,41,32,71,179,164,167,76,19,0,0,713,3,5,5,27,44,17,3,0,0,109,47,29,20,31,37,26,14,0,0,209,45,32,7,10,11,6,5,0,0,123,0,13,35,83,109,68,23,0,0,334,0,0,9,16,17,11,0,0,0,57,0,3,17,32,37,19,6,0,0,113,0,3,5,16,20,3,3,0,0,55,0,12,33,61,59,51,13,3,0,232,3,9,15,31,19,19,4,3,0,99,4,7,32,70,72,58,12,0,0,257,3,15,30,30,30,39,4,0,0,154,3,3,13,24,22,18,4,0,0,85,14,5,11,15,11,7,3,0,0,68,0,11,16,27,23,18,7,0,0,98,6,9,24,31,35,18,11,0,0,135
210021233,0,3,0,0,4,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,7,23,18,0,0,0,58,0,0,0,3,4,0,0,0,0,8,3,6,26,34,27,27,11,0,0,132,0,0,0,5,14,11,0,0,0,34,7,4,3,7,11,7,8,0,0,49,16,3,4,8,4,9,0,0,0,50,0,0,3,21,24,16,8,0,0,78,3,0,0,3,4,0,3,0,0,15,0,0,0,14,7,3,0,0,0,27,0,0,4,3,3,7,0,0,0,14,0,0,13,23,25,25,14,0,0,93,0,0,3,5,8,0,6,4,0,29,3,0,6,11,23,10,3,0,0,60,0,3,4,19,12,12,5,0,0,57,0,0,3,7,14,8,3,0,0,41,3,0,3,3,3,3,0,0,0,19,0,0,0,4,5,4,5,0,0,20,0,0,4,11,18,13,3,0,0,51
