SA2_MAINCODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
212051322,15,71,6,11,15,3,0,0,0,123,3,15,0,0,6,0,0,0,0,23,123,619,36,96,218,93,9,35,25,1251,0,0,0,0,0,0,0,0,0,5,27,50,17,44,58,18,0,9,0,234,23,37,13,76,70,34,0,12,0,261,15,20,41,71,32,17,3,13,0,216,0,0,5,4,14,6,0,3,0,38,5,10,0,21,22,7,0,3,0,62,7,20,3,3,13,10,0,0,0,52,6,8,3,9,12,5,0,10,7,61,291,1202,134,360,546,211,14,87,41,2894,0,13,0,0,3,0,0,0,0,15,10,191,4,0,13,0,0,0,4,226,201,533,46,34,130,48,8,19,17,1026,11,30,0,0,4,0,0,0,4,53,31,129,8,18,25,6,0,0,0,220,11,22,0,0,4,0,0,0,3,45,408,1240,154,146,363,182,37,91,46,2673,0,0,4,0,0,0,0,0,0,5
212051323,25,87,0,17,22,3,0,0,0,151,0,15,3,0,3,3,0,0,0,23,125,570,31,95,177,71,7,13,17,1103,0,0,0,0,0,0,0,3,0,4,29,56,16,22,49,11,0,6,0,192,20,36,13,62,54,22,0,6,3,215,12,12,28,63,44,26,8,9,0,195,0,0,0,0,9,5,0,3,0,21,0,3,4,11,21,9,0,3,0,59,0,9,0,0,3,0,0,0,0,17,7,12,3,5,11,3,3,6,7,51,280,1109,91,292,471,169,17,61,38,2525,7,12,0,0,0,0,0,0,0,19,19,172,0,0,4,3,0,0,0,206,148,445,26,16,97,41,4,9,14,798,8,21,0,3,3,0,0,0,0,40,38,131,5,18,31,8,0,0,3,239,3,15,3,0,10,6,0,0,0,40,345,1088,95,139,278,139,29,80,35,2236,0,0,0,5,0,0,0,3,0,11
212051324,17,102,3,9,22,3,3,0,0,168,7,18,0,0,0,0,0,0,0,31,165,667,42,89,214,88,3,20,14,1312,0,0,0,0,0,0,0,0,0,3,32,55,6,40,58,17,3,11,0,227,33,32,18,61,81,19,3,8,3,264,16,15,37,58,64,23,4,10,3,224,0,3,0,9,8,5,0,0,0,35,5,8,0,10,26,3,0,6,0,61,0,3,0,3,6,5,0,3,0,17,11,11,3,11,10,5,0,10,5,70,355,1231,131,310,577,208,18,72,41,2947,3,21,0,0,0,0,0,0,0,29,30,153,3,5,7,3,0,3,0,208,200,513,35,34,120,47,11,10,6,980,8,21,0,0,4,0,0,0,0,41,49,161,11,15,26,3,4,0,0,273,11,31,0,3,4,0,0,0,0,53,426,1328,140,129,314,160,21,70,43,2628,0,0,4,0,0,0,0,0,0,9
212051325,12,73,0,15,13,3,0,0,0,119,3,9,0,3,3,0,0,0,0,15,127,566,26,93,223,76,7,22,16,1163,0,0,0,0,0,0,0,0,0,4,30,48,7,29,56,22,3,14,4,212,30,54,13,82,97,40,3,18,3,335,22,28,47,96,87,39,12,20,6,359,0,3,0,4,8,3,0,8,0,33,3,4,3,17,38,5,3,4,0,73,10,12,3,9,11,3,0,5,0,54,4,9,3,8,19,10,6,4,8,71,292,1013,123,375,612,216,29,102,47,2815,0,8,0,0,0,0,0,0,0,7,10,92,5,3,0,0,0,0,0,115,122,336,30,26,99,29,6,14,9,679,8,21,0,0,3,0,0,0,0,32,25,118,4,15,17,7,0,0,0,182,9,13,0,3,4,0,0,0,0,29,346,1111,115,130,342,162,40,67,34,2351,0,0,0,0,0,0,0,0,0,7
212051326,13,99,4,21,20,4,0,7,0,165,7,18,0,3,11,0,0,0,0,40,151,718,39,140,251,92,4,32,9,1455,0,0,0,0,0,0,0,0,0,6,24,53,12,35,57,20,3,7,0,208,41,52,28,92,92,43,0,13,6,363,32,24,63,103,84,34,8,25,3,372,3,4,3,17,18,8,0,10,0,66,6,3,8,20,30,17,0,3,0,89,0,8,3,10,4,0,0,5,0,34,0,17,3,17,10,8,0,3,12,69,366,1356,172,482,657,251,21,109,32,3444,3,15,0,0,4,0,0,0,0,17,19,155,4,3,5,4,0,0,0,195,157,522,30,46,127,46,19,19,8,974,4,23,0,3,4,4,0,0,0,43,32,174,12,27,22,5,3,4,0,285,13,29,0,3,13,0,0,0,0,52,411,1348,142,212,375,182,54,100,31,2850,0,3,3,0,0,0,0,0,0,12
212051327,12,99,0,19,11,3,0,0,0,144,4,15,0,0,3,0,0,0,0,24,131,677,32,80,228,87,4,17,9,1271,0,0,0,0,0,0,0,0,0,3,33,56,9,34,67,14,3,10,5,231,47,46,7,66,97,32,0,12,3,308,20,14,38,94,75,33,3,9,3,302,3,0,0,7,14,11,0,3,0,36,10,3,3,16,28,13,0,7,0,76,4,13,3,5,14,5,0,0,0,43,10,26,4,11,17,3,0,4,9,79,339,1225,116,359,614,219,14,65,39,2996,3,10,0,0,0,0,0,0,0,16,20,168,4,7,8,3,0,0,0,202,192,428,37,29,82,47,9,8,5,848,7,20,0,0,3,5,0,0,0,38,35,139,4,16,16,3,0,0,0,216,9,21,0,0,3,0,0,0,3,36,429,1322,109,119,319,150,32,62,30,2573,0,0,3,0,0,0,0,0,0,7
213011328,0,27,0,10,9,0,0,0,0,46,0,4,0,0,0,0,0,0,0,7,31,140,7,40,48,14,3,20,0,300,0,0,0,0,0,0,0,0,0,0,4,12,6,14,13,8,0,7,0,68,13,11,12,42,27,7,4,7,3,119,14,4,18,62,27,24,3,14,0,171,3,0,0,0,6,0,0,3,0,15,3,5,0,6,3,0,0,3,0,24,0,0,0,5,0,0,0,0,0,12,0,3,3,13,3,0,0,10,6,36,83,252,46,204,140,59,16,74,16,888,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,16,16,80,12,34,22,26,5,24,5,210,0,4,0,0,0,0,3,0,0,9,0,46,0,11,10,0,0,0,0,67,0,5,0,0,0,0,0,0,0,5,60,246,46,60,75,37,16,49,12,602,0,0,3,3,0,0,0,0,0,6
213011329,5,17,0,4,7,0,0,3,0,37,0,3,0,0,5,0,0,0,0,10,50,259,16,39,132,49,3,9,5,570,0,0,0,0,0,0,0,0,0,4,7,13,3,14,21,8,0,11,0,76,14,15,11,35,34,14,0,6,0,133,7,9,33,60,39,25,8,14,3,204,3,0,0,4,9,8,0,0,0,22,3,0,3,5,8,11,0,6,3,43,0,3,0,3,0,4,0,4,0,19,3,0,0,0,3,7,0,3,4,26,102,369,67,178,280,134,13,56,21,1216,0,3,0,0,0,0,0,0,0,5,5,12,0,0,0,0,0,0,0,24,29,70,0,7,17,3,7,3,4,146,3,3,0,0,3,0,0,0,0,9,3,32,0,8,7,3,0,3,3,53,0,3,0,0,5,0,0,0,0,10,108,452,55,56,195,73,38,40,18,1030,0,0,0,0,0,0,4,0,0,9
213011330,7,42,0,17,5,3,0,0,0,76,0,10,0,0,0,0,0,0,0,9,85,552,38,122,262,84,20,53,11,1235,3,4,0,0,3,0,3,0,0,15,20,23,13,52,45,17,4,12,0,182,31,45,27,121,94,52,15,15,7,411,36,20,62,181,121,59,29,48,10,567,4,3,3,6,14,13,9,11,0,62,10,4,3,40,25,18,3,17,5,126,0,3,0,3,9,0,0,0,0,29,6,12,10,28,15,19,9,28,14,131,215,856,168,612,657,278,88,195,55,3118,0,7,0,0,0,0,0,0,0,13,5,22,0,0,3,0,0,0,0,28,56,201,27,53,85,32,31,21,10,513,3,15,0,3,6,0,0,0,0,31,14,59,3,21,4,3,3,0,0,113,0,17,0,0,0,0,0,0,0,20,220,889,152,190,396,139,140,116,22,2264,4,4,0,0,4,0,3,0,0,18
213011331,0,22,0,11,4,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,19,116,10,30,77,20,7,11,3,295,0,0,0,4,0,0,0,0,0,3,3,13,3,9,12,10,0,7,0,54,9,18,5,40,29,18,3,8,3,129,18,9,17,68,48,20,9,32,4,224,0,3,0,5,0,11,0,0,0,22,3,3,5,16,13,6,3,4,0,56,0,0,3,8,7,3,0,0,0,21,0,0,3,9,14,3,4,6,3,39,62,212,45,196,209,93,27,68,17,922,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,4,11,28,3,9,9,5,0,3,0,75,0,3,0,0,0,0,0,0,0,5,4,27,0,11,4,3,0,0,0,52,0,3,0,0,0,0,0,0,0,3,47,195,29,39,112,38,28,41,8,539,0,0,0,4,0,0,0,0,0,7
213011332,8,41,3,14,4,0,0,0,0,68,0,11,0,0,0,0,0,0,0,11,55,252,17,61,99,29,3,14,9,538,0,0,0,3,0,0,0,0,0,10,12,31,11,27,36,11,0,4,0,122,22,34,11,61,54,26,3,10,0,221,18,16,38,92,74,35,5,24,3,303,3,3,0,9,8,9,0,6,0,35,4,0,0,13,18,3,0,3,0,51,0,5,3,3,3,3,0,4,0,26,6,9,0,10,15,8,0,7,4,62,131,469,94,289,324,133,22,74,24,1552,0,5,0,0,0,0,0,0,0,10,0,22,0,0,3,0,0,0,0,29,30,113,7,9,17,6,5,6,0,188,0,8,0,0,0,0,0,0,0,9,12,63,3,14,11,0,3,0,0,98,0,7,0,0,0,0,0,0,0,14,108,454,56,79,140,50,37,35,16,979,3,3,0,3,3,0,0,0,0,11
213011333,0,13,3,9,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,18,146,19,38,75,37,3,18,4,359,0,0,0,0,0,0,0,0,0,3,13,21,3,24,28,7,3,7,0,101,13,25,8,58,31,22,3,19,4,187,15,8,31,94,50,26,12,43,4,272,0,0,0,10,7,9,4,6,0,35,3,0,3,22,17,11,0,7,0,61,0,3,0,3,0,0,4,3,0,13,0,0,5,8,19,6,11,10,10,70,65,233,80,276,233,117,40,110,18,1179,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,3,31,3,7,13,3,8,3,0,76,0,3,4,0,0,0,0,0,0,12,0,17,3,9,3,3,3,4,0,40,0,0,0,0,0,0,0,0,0,6,47,245,68,60,111,70,40,51,12,686,0,0,0,0,0,0,0,0,0,4
213011334,0,22,0,12,3,0,0,3,0,43,0,3,0,0,0,0,0,0,0,6,33,180,19,80,99,50,3,51,6,519,0,0,0,3,0,4,0,0,0,7,22,14,15,20,26,7,4,8,0,125,23,27,29,102,40,24,5,17,3,272,7,15,58,130,46,50,17,35,10,376,0,4,3,11,9,5,0,4,0,41,0,0,3,23,6,12,0,8,0,61,0,0,4,7,7,3,3,3,0,30,0,11,6,15,17,8,5,19,11,87,96,361,143,410,277,180,43,170,32,1709,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,3,0,31,21,121,17,15,34,22,20,32,4,280,0,3,3,0,6,0,0,3,0,18,9,30,0,15,3,0,0,4,0,58,0,16,0,0,0,0,0,0,0,16,89,346,91,113,161,77,74,102,19,1074,0,0,0,3,0,4,4,0,0,19
213011335,0,15,0,9,3,0,0,0,0,25,0,6,0,0,0,0,0,0,0,6,33,202,23,65,97,40,3,32,7,496,0,0,0,0,0,0,0,0,0,6,8,5,5,25,27,12,0,7,3,100,16,10,26,69,34,17,7,19,4,201,11,7,40,109,32,27,19,32,0,280,0,0,0,12,10,3,0,7,0,38,0,3,8,18,12,4,0,11,0,50,0,7,0,3,5,3,0,3,0,21,4,4,0,17,3,4,6,19,10,81,77,320,114,341,241,113,36,145,29,1419,0,0,0,0,0,0,0,0,0,4,0,17,3,0,0,0,0,0,0,20,14,73,16,20,20,21,31,34,3,226,0,7,0,0,3,0,0,3,0,15,3,21,0,9,4,0,0,0,0,44,0,4,0,0,0,0,0,0,0,7,69,347,97,104,145,63,72,115,17,1031,0,0,0,5,0,0,4,0,0,15
213011336,3,44,0,3,7,0,0,3,0,62,3,8,0,0,0,0,0,0,0,12,40,234,15,46,76,44,9,35,4,494,0,0,0,0,0,0,0,0,0,0,7,17,4,14,13,4,0,12,0,75,12,11,15,39,29,14,0,13,0,136,7,10,21,53,36,8,10,17,3,171,3,3,0,5,6,0,0,3,0,22,0,0,3,12,7,4,0,0,0,31,0,0,3,5,6,3,0,0,0,15,0,7,4,3,3,0,0,10,5,30,85,378,66,182,198,97,22,105,14,1152,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,0,18,25,87,12,21,20,17,11,36,0,241,0,5,3,3,0,0,0,0,0,13,10,70,0,6,7,0,3,3,0,101,3,7,0,0,3,0,0,0,0,15,99,402,56,66,135,69,37,67,8,936,0,0,0,0,0,0,0,0,0,0
213011337,3,28,0,3,0,0,0,0,0,32,0,6,0,0,0,0,0,0,0,5,25,178,10,38,79,31,6,19,7,404,0,0,0,3,0,0,0,0,0,9,7,12,4,15,20,8,0,7,4,78,6,9,18,56,27,14,8,11,0,143,10,11,19,69,26,23,11,30,8,200,0,0,3,3,9,0,4,3,3,29,0,3,3,20,9,0,6,3,0,45,0,3,3,3,3,0,0,3,0,16,0,5,5,8,9,4,0,12,3,46,73,303,70,215,188,88,28,89,31,1085,0,3,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,15,18,69,6,11,11,13,4,3,3,146,0,3,0,0,0,0,0,0,0,3,3,33,0,5,7,3,0,4,0,51,0,8,0,0,0,0,0,0,0,6,74,315,60,70,125,59,35,55,23,812,0,0,0,4,0,4,0,0,0,12
213011338,0,37,0,10,0,0,0,3,0,57,0,3,0,0,0,0,0,0,0,9,42,296,18,78,143,47,3,36,5,663,0,0,0,0,0,3,0,0,0,4,12,17,7,28,40,13,4,13,3,144,17,30,16,76,55,24,4,19,3,242,13,21,30,120,68,30,15,33,4,340,0,0,0,5,7,3,3,3,0,26,0,3,3,23,14,7,4,13,0,67,0,5,3,5,4,8,0,0,0,23,3,5,4,19,15,3,0,11,7,68,118,507,79,373,365,153,43,137,26,1801,0,5,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,20,32,139,14,29,34,23,13,17,3,305,3,7,0,0,0,0,0,0,0,15,5,45,0,12,8,3,0,7,0,80,0,7,0,3,0,0,0,0,0,14,107,509,84,113,224,94,57,72,21,1281,0,0,0,0,0,3,0,0,0,4
213011339,3,27,3,16,7,0,0,0,0,58,0,3,0,3,3,0,0,0,0,13,41,243,20,66,126,35,8,26,5,567,0,3,0,0,0,0,0,0,0,7,8,23,8,27,32,15,0,4,0,116,31,20,15,76,60,22,3,11,0,237,15,19,33,107,78,30,4,20,3,308,3,0,3,10,7,3,0,0,0,27,0,8,0,18,24,10,0,3,0,65,0,4,0,3,9,0,0,0,0,27,4,5,3,13,6,5,0,3,3,43,116,433,86,352,375,142,17,77,17,1613,0,4,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,18,34,123,9,17,37,14,16,13,3,266,3,12,0,0,3,0,0,0,0,17,7,43,0,16,7,0,0,0,0,77,3,10,0,7,6,0,0,0,0,17,98,401,76,95,187,74,58,64,16,1074,0,3,0,0,0,0,0,0,0,8
213011340,6,66,0,8,3,0,0,0,0,90,3,8,0,0,3,0,0,0,0,16,96,462,26,62,162,64,3,23,10,920,0,0,0,0,0,0,0,0,0,3,23,53,10,26,55,22,0,3,4,196,30,55,14,67,112,31,3,19,7,344,32,23,55,100,105,55,6,9,5,388,7,3,3,13,19,3,0,0,0,52,12,4,5,38,48,17,0,4,0,120,3,9,0,0,16,5,0,0,5,46,15,20,7,12,20,23,3,8,6,120,241,802,114,343,568,230,19,79,34,2436,0,10,0,0,0,0,0,0,0,9,8,26,0,0,3,0,0,0,0,33,58,143,3,7,26,9,3,4,3,258,0,13,0,0,0,0,0,0,0,20,20,96,0,13,13,3,0,3,0,144,3,15,0,0,3,3,0,0,0,30,280,784,83,102,249,113,36,50,27,1725,3,0,0,0,0,0,0,0,0,7
213021341,8,70,0,17,16,3,0,0,0,122,9,19,0,0,4,0,0,0,0,34,83,424,31,59,112,45,4,7,14,782,0,0,0,3,0,0,0,3,0,6,19,31,4,25,38,17,0,3,0,142,30,47,17,49,75,26,0,6,4,255,26,19,42,70,89,25,4,10,0,276,7,3,0,3,12,3,0,0,0,26,11,3,3,13,29,8,0,3,0,70,0,4,3,0,10,3,0,0,0,22,0,15,3,8,8,5,0,5,5,48,248,808,109,264,403,136,11,40,24,2045,3,4,0,0,0,0,0,0,0,12,12,57,0,0,0,0,0,0,0,77,91,207,12,21,37,16,4,0,6,393,3,19,0,0,3,0,0,0,0,25,27,108,7,19,19,3,0,3,0,182,6,28,0,0,4,0,0,0,0,40,230,743,64,94,174,72,26,27,19,1451,0,0,0,3,0,0,0,3,0,7
213021342,13,70,0,13,11,0,0,3,0,118,6,15,0,0,3,0,0,0,0,29,71,429,28,101,139,48,8,45,10,864,0,3,0,0,0,0,0,0,0,4,18,38,14,36,47,18,0,15,3,189,39,46,27,105,85,33,7,17,6,361,33,25,60,146,128,61,20,40,9,524,0,3,3,3,21,6,3,3,0,48,3,4,3,37,34,8,6,3,0,103,0,4,3,3,4,9,0,3,0,26,4,8,3,18,18,16,3,3,9,81,204,778,145,481,544,221,45,137,35,2586,0,8,0,0,0,0,0,0,0,9,8,35,3,0,0,0,0,0,0,51,59,188,19,21,55,27,9,6,3,396,0,19,0,4,0,3,0,0,0,29,14,100,0,17,16,4,4,4,0,165,11,23,0,0,3,0,0,0,0,48,180,727,85,135,233,81,39,88,20,1593,3,4,4,3,0,0,0,0,0,13
213021343,7,54,0,8,6,3,0,3,0,84,8,10,0,0,0,0,0,0,0,14,79,335,19,44,103,40,4,3,5,629,0,0,0,0,0,0,0,0,0,3,11,17,4,23,29,16,0,5,4,121,26,39,10,69,55,14,3,3,7,221,29,26,38,71,56,30,3,12,3,262,3,0,3,9,13,4,3,3,0,34,4,7,0,22,19,10,0,5,0,60,3,7,0,0,3,0,0,0,0,15,0,0,7,6,14,3,3,14,3,42,190,609,79,264,318,122,18,48,26,1671,3,5,0,0,0,0,0,0,0,5,3,27,0,0,7,0,0,0,0,34,45,142,10,13,32,13,8,7,5,278,4,10,0,4,0,0,0,0,0,26,8,72,9,14,13,5,0,3,0,119,9,10,4,0,0,0,0,5,0,23,192,570,73,77,162,70,33,36,11,1214,0,4,3,0,0,3,0,0,0,11
213021344,44,180,4,14,19,3,0,0,3,267,15,17,0,0,6,0,0,0,0,41,273,819,32,87,224,60,3,13,15,1522,0,0,0,0,0,0,0,0,0,3,32,63,15,30,43,16,3,0,3,207,44,69,19,86,93,33,5,3,4,349,30,22,45,87,111,43,6,14,3,360,3,4,4,3,12,0,0,0,0,25,9,5,0,8,29,8,0,3,0,70,8,7,0,3,8,0,0,3,0,32,8,13,3,6,23,4,3,3,5,67,591,1535,126,347,614,171,18,43,45,3492,0,16,0,0,0,0,0,0,0,20,24,119,3,0,3,0,0,0,4,151,242,434,8,28,62,17,5,8,6,805,9,24,3,0,4,0,0,0,0,43,71,251,13,18,35,7,0,5,5,394,21,39,0,0,13,0,0,0,0,77,610,1444,105,150,326,117,21,51,33,2857,0,0,0,0,0,0,0,0,0,7
213021345,5,15,0,9,3,0,0,0,0,26,0,4,0,0,0,0,0,0,0,7,21,130,15,25,32,18,3,8,3,250,0,0,0,0,0,0,0,0,0,4,5,7,0,12,14,4,0,0,4,46,13,16,7,45,26,5,0,0,0,118,9,4,23,37,38,11,5,16,0,136,0,0,0,4,5,3,0,0,0,18,3,0,0,3,4,3,0,0,0,18,0,4,0,0,3,3,0,0,0,8,0,3,3,0,7,0,0,3,3,21,62,233,49,144,149,51,8,33,13,734,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,15,20,81,3,6,14,5,3,0,0,141,3,7,0,0,0,0,0,0,0,13,8,24,0,9,5,0,0,3,0,46,3,4,0,0,3,0,0,0,0,9,46,239,29,34,49,30,22,13,3,466,0,0,0,0,0,0,0,0,0,4
