SA2_MAINCODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
209041431,125,333,820,733,673,466,58,11,3,3224,0,3,0,5,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5,8,31,37,44,25,3,0,0,155,0,0,9,3,5,0,0,0,0,24,0,0,9,16,8,9,0,0,0,52,3,7,6,14,20,8,0,0,0,58,58,93,79,55,88,58,6,0,0,432,54,40,39,31,18,13,0,0,0,200,0,11,22,12,22,20,3,0,0,91,0,3,10,6,4,3,0,0,0,28,0,6,32,35,21,8,0,0,0,100,0,3,14,4,7,0,0,0,0,29,0,11,33,24,22,7,0,0,0,92,4,14,25,18,35,18,3,0,0,111,0,10,35,24,39,23,3,0,0,130,4,22,54,53,61,50,3,0,0,249,4,50,166,160,134,98,7,0,0,612,5,9,10,10,6,3,0,0,0,36,6,10,27,23,20,9,3,0,0,89
209041432,71,210,528,428,360,299,58,4,0,1967,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,5,29,20,28,28,0,0,0,111,0,0,3,4,9,0,0,0,0,17,0,0,7,9,5,9,0,0,0,36,0,3,16,7,9,13,0,0,0,42,20,33,52,47,44,28,3,0,0,231,24,22,29,15,24,10,3,0,0,125,0,7,12,9,19,10,0,0,0,48,0,0,9,8,0,3,0,0,0,25,0,7,19,17,13,7,0,0,0,68,0,0,8,4,3,3,0,0,0,17,0,4,19,13,17,5,3,0,0,57,0,5,24,19,10,14,0,0,0,66,0,3,7,16,21,10,9,0,0,55,3,8,34,31,44,25,3,0,0,139,0,25,102,85,78,53,14,0,0,363,3,6,7,0,4,3,3,0,0,22,0,17,16,16,9,10,0,0,0,71
209041433,80,191,880,900,413,197,38,0,0,2702,0,0,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,7,48,46,41,14,0,0,0,157,0,3,14,9,4,0,0,0,0,23,0,0,13,13,13,0,0,0,0,37,0,9,21,14,9,3,0,0,0,59,35,49,72,69,38,12,3,0,0,277,33,20,45,25,15,3,0,0,0,142,0,6,28,29,12,5,0,0,0,86,0,0,16,12,4,0,0,0,0,30,0,9,48,39,14,3,0,0,0,120,0,8,12,14,8,0,0,0,0,39,0,3,41,32,8,3,0,0,0,91,0,19,30,25,15,7,0,0,0,94,0,11,39,42,15,8,0,0,0,120,3,9,60,52,32,19,0,0,0,172,0,37,204,209,101,56,7,0,0,612,0,3,3,0,0,3,0,0,0,16,0,4,27,27,10,3,0,0,0,79
209041434,103,352,1440,1232,625,337,68,5,3,4168,0,3,3,11,4,0,0,0,0,17,0,0,0,3,3,0,0,0,0,7,8,7,41,46,24,16,0,0,0,154,0,5,27,20,6,0,0,0,0,56,3,11,28,19,16,6,0,0,0,82,0,5,25,24,24,7,0,0,0,89,47,66,179,114,69,27,4,0,0,505,44,32,49,36,23,9,0,0,0,201,0,3,34,21,24,7,0,0,0,97,0,4,20,8,4,4,0,0,0,40,0,10,67,52,21,6,0,0,0,161,0,3,24,14,10,7,0,0,0,53,0,12,83,67,27,9,3,0,0,199,3,8,62,43,28,20,0,0,0,167,0,8,67,77,43,17,3,0,0,221,3,26,162,133,74,39,3,0,0,435,4,64,356,255,170,89,8,0,0,952,5,5,13,8,4,8,0,0,0,47,3,9,52,36,16,6,0,0,0,120
209041435,137,244,727,1033,688,332,43,4,0,3205,0,0,3,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,11,8,16,64,45,23,0,0,0,163,0,0,15,13,3,4,0,0,0,38,0,8,18,29,27,8,0,0,0,90,0,4,22,24,14,5,0,0,0,69,55,66,71,99,79,24,3,0,0,406,56,32,23,17,18,6,0,0,0,148,0,10,26,18,20,3,0,0,0,85,3,0,9,11,6,3,0,0,0,34,0,14,37,46,22,4,0,0,0,123,0,4,15,25,8,3,0,0,0,59,3,12,44,51,33,3,0,0,0,152,0,6,14,25,24,11,0,0,0,84,3,10,44,60,41,13,6,0,0,170,11,15,92,107,75,18,0,0,0,321,8,46,158,216,139,74,8,0,0,647,3,5,12,11,3,0,0,0,0,39,0,10,37,34,18,9,0,0,0,111
209041436,163,281,651,774,696,352,71,3,0,2991,0,0,3,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,11,7,18,39,43,29,0,0,0,140,0,7,5,13,10,7,0,0,0,37,0,0,19,21,13,5,0,0,0,59,0,3,15,19,25,11,0,0,0,73,67,76,66,89,82,45,0,0,0,427,48,35,22,23,25,14,0,0,0,162,3,13,13,27,25,12,3,0,0,98,0,5,13,10,5,3,0,0,0,30,3,13,36,24,26,8,0,0,0,114,0,3,7,8,3,5,0,0,0,31,4,19,47,37,24,11,3,0,0,138,0,6,22,20,29,9,0,0,0,89,0,4,39,42,34,28,3,0,0,149,7,21,66,74,78,30,8,0,0,276,8,46,154,193,175,112,13,0,0,709,3,3,5,11,5,0,0,0,0,31,0,14,14,31,25,11,0,0,0,90
209041437,43,173,983,712,264,137,34,4,0,2348,0,0,3,7,3,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,5,8,43,39,18,13,0,0,0,122,0,0,16,11,0,0,0,0,0,25,0,3,18,5,4,4,0,0,0,41,0,0,25,15,8,8,3,0,0,56,16,33,84,41,26,22,0,0,0,222,22,13,44,10,11,6,0,0,0,111,0,0,24,13,8,0,0,0,0,49,3,0,14,7,0,0,0,0,0,23,0,10,52,26,7,3,0,0,0,98,0,5,19,0,0,0,0,0,0,29,0,13,57,12,0,4,0,0,0,88,0,4,33,18,17,3,0,0,0,72,0,3,34,27,11,9,3,0,0,88,0,4,82,58,15,11,0,0,0,174,3,21,224,137,56,24,0,0,0,466,0,0,6,0,3,0,0,0,0,15,0,4,34,10,6,0,0,0,0,61
210011226,55,137,521,435,391,254,56,7,0,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,26,16,10,0,0,0,78,0,0,0,3,0,0,0,0,0,4,0,6,12,12,6,0,0,0,0,32,0,0,7,13,7,7,0,0,0,37,19,32,45,38,32,28,6,0,0,201,16,20,27,15,20,9,3,0,0,111,3,11,32,24,35,18,0,0,0,116,0,3,4,6,3,3,0,0,0,24,0,4,19,28,12,5,3,0,0,82,0,3,12,9,6,7,0,0,0,38,0,12,41,36,19,11,3,0,0,124,0,3,12,20,13,6,3,0,0,61,0,10,28,35,30,18,3,0,0,118,0,8,75,67,53,45,3,0,0,253,0,19,101,64,72,51,17,3,0,340,0,0,8,5,3,6,0,0,0,20,0,4,13,11,11,8,3,0,0,52
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,85,218,338,462,478,373,134,18,0,2110,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,10,25,21,14,7,0,0,80,0,0,8,0,4,0,0,0,0,13,0,3,16,22,17,11,4,0,0,70,0,3,4,14,17,14,3,0,0,64,39,58,35,40,55,38,11,0,0,272,35,13,8,14,14,9,0,0,0,103,0,10,19,30,31,16,3,0,0,112,4,3,7,7,9,0,0,0,0,23,0,3,11,22,16,12,3,0,0,70,0,9,3,14,16,6,0,0,0,38,0,10,24,38,36,21,3,0,0,129,0,4,14,11,14,12,10,0,0,56,0,0,15,20,28,21,0,0,0,83,4,19,48,52,82,64,11,0,0,273,3,20,42,52,70,60,21,0,0,274,8,7,3,4,3,3,3,0,0,24,0,3,18,16,10,20,5,0,0,66
210011229,203,498,1248,1447,1327,880,288,45,0,5936,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,8,12,58,58,68,41,16,0,0,259,0,0,13,7,3,0,0,0,0,30,5,3,34,39,29,17,7,0,0,128,4,6,28,27,29,12,7,0,0,113,101,152,108,122,148,85,23,4,0,745,54,52,41,36,38,28,0,0,0,260,0,17,49,67,62,40,10,0,0,231,9,3,9,19,9,4,0,0,0,59,0,19,95,90,60,39,6,0,0,311,3,16,27,27,27,8,0,0,0,112,0,24,123,113,63,45,12,3,0,382,0,14,50,41,39,35,14,0,0,187,0,20,56,88,127,63,9,0,0,365,17,37,156,173,220,125,24,0,0,749,8,51,188,223,243,142,42,3,0,907,13,17,22,25,13,10,7,0,0,99,3,20,45,51,41,35,9,4,0,206
210011230,88,142,353,431,463,241,58,5,0,1787,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,5,13,21,11,3,3,0,0,55,0,0,3,3,3,0,0,0,0,4,0,4,16,22,20,0,0,0,0,65,0,0,8,19,5,6,0,0,0,40,35,43,41,10,36,19,0,0,0,188,38,22,17,6,11,7,4,0,0,103,0,0,25,27,22,17,0,0,0,91,3,0,5,5,3,0,0,0,0,21,0,4,27,28,22,16,3,0,0,99,0,6,12,7,11,7,0,0,0,49,3,8,47,46,34,18,5,0,0,165,0,6,11,16,21,8,4,0,0,65,0,3,24,38,34,21,4,0,0,121,3,14,52,63,96,50,4,0,0,281,0,20,52,62,78,51,7,0,0,268,0,6,11,3,10,7,0,0,0,40,0,3,19,14,16,5,0,0,0,51
210011231,109,249,397,536,622,450,115,11,0,2501,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,8,15,22,9,7,0,0,0,76,0,0,3,3,5,0,0,0,0,14,0,0,12,23,24,6,0,0,0,72,0,3,3,26,14,7,0,0,0,53,58,44,31,37,47,28,7,0,0,248,37,34,19,12,17,4,5,0,0,125,0,9,8,25,23,18,3,0,0,87,0,3,10,12,5,3,0,0,0,42,0,7,21,34,40,13,3,0,0,120,0,3,11,16,9,8,3,0,0,50,0,9,37,68,45,24,7,0,0,194,0,3,14,18,21,7,8,0,0,63,0,3,19,32,52,24,6,0,0,143,8,20,42,71,133,90,8,0,0,378,3,42,67,94,99,101,12,0,0,415,8,15,4,16,12,3,4,0,0,56,4,9,13,21,19,6,0,0,0,71
210021232,179,247,501,774,826,548,147,12,0,3242,0,0,3,10,6,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,13,7,10,40,38,15,3,0,0,116,0,0,4,3,8,4,0,0,0,23,3,3,19,35,31,14,0,0,0,103,3,3,8,13,12,4,0,0,0,48,60,38,19,51,68,46,10,0,0,297,50,36,12,22,20,8,3,0,0,157,3,15,21,31,37,17,3,0,0,124,0,0,4,6,4,5,0,0,0,24,0,13,32,46,33,16,3,0,0,142,5,0,7,14,8,5,3,0,0,41,0,9,30,68,41,29,11,0,0,190,0,12,18,34,32,17,6,0,0,126,3,10,45,46,80,35,3,0,0,229,4,15,90,124,142,95,10,0,0,485,10,32,98,143,153,91,25,0,0,559,6,5,11,3,12,9,0,0,0,50,4,8,20,25,30,15,4,0,0,105
210021233,42,40,82,190,232,180,74,10,0,852,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,3,7,11,0,0,0,0,31,0,0,3,0,3,0,0,0,0,7,0,0,0,3,6,6,0,0,0,16,0,0,0,3,3,3,0,0,0,8,4,4,13,3,7,20,3,0,0,57,8,6,0,13,4,3,0,0,0,36,0,0,0,5,13,3,0,0,0,16,0,3,0,5,6,3,0,0,0,20,0,3,3,10,7,0,0,0,0,31,0,0,3,4,3,0,0,0,0,10,0,0,6,13,20,13,3,0,0,57,0,3,3,7,8,4,3,0,0,29,0,0,7,16,14,17,3,0,0,56,0,4,17,36,39,43,10,0,0,153,3,3,17,31,42,27,3,0,0,126,0,0,3,4,7,4,5,0,0,21,0,0,4,7,0,6,0,0,0,20
210021234,50,81,137,213,279,213,72,3,0,1050,0,4,3,3,3,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,3,4,5,9,7,4,0,0,45,0,0,0,4,0,0,0,0,0,10,0,3,3,3,8,3,0,0,0,23,0,0,0,5,5,0,0,0,0,16,26,16,15,17,22,14,0,0,0,107,26,16,7,5,7,7,0,0,0,65,5,0,7,11,21,8,0,0,0,48,0,0,3,0,3,3,0,0,0,11,0,3,8,12,18,3,0,0,0,54,0,0,6,3,3,8,0,0,0,13,0,6,18,21,23,3,0,0,0,70,0,0,0,6,5,3,3,0,0,22,0,3,12,26,25,12,3,0,0,91,3,11,16,28,56,34,3,0,0,157,0,20,28,37,72,48,7,0,0,213,4,3,5,8,0,4,0,0,0,18,0,5,5,10,7,5,3,0,0,36
210021235,100,193,353,478,606,462,160,24,3,2388,0,3,6,19,15,10,10,0,3,69,0,0,0,3,0,0,0,0,0,3,12,9,5,20,28,18,5,0,0,103,0,0,0,3,3,0,0,0,0,6,0,0,16,21,17,4,0,0,0,57,0,4,3,12,9,10,4,0,0,37,34,25,21,32,58,32,3,0,0,211,42,22,13,18,23,12,3,0,0,140,3,3,20,28,27,24,4,0,0,113,0,3,7,4,9,3,0,0,0,24,0,6,14,12,19,12,3,0,0,65,0,6,8,6,10,9,0,0,0,35,3,13,23,47,36,26,4,0,0,141,0,5,10,13,31,12,7,0,0,81,0,3,20,43,40,25,4,0,0,138,0,21,35,81,60,68,3,0,0,270,3,28,59,67,100,92,15,0,0,361,3,9,5,13,11,9,3,0,0,48,0,11,12,9,19,11,3,0,0,71
210031236,58,147,526,522,377,194,44,3,4,1881,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,5,13,22,17,11,0,0,0,74,0,0,6,0,3,0,0,0,0,10,0,0,9,11,3,0,0,0,0,19,0,0,5,16,8,3,0,0,0,31,10,37,42,26,33,11,0,0,0,164,19,23,28,12,12,10,0,0,0,108,0,3,13,9,4,4,0,0,0,37,3,6,11,15,8,0,0,0,0,42,0,0,22,31,14,6,0,0,0,77,0,0,13,4,3,0,0,0,0,27,0,15,40,46,29,8,4,0,0,131,0,0,24,15,15,8,3,0,0,72,0,3,38,43,35,20,4,0,0,153,4,8,67,82,53,32,4,0,0,242,0,16,86,97,66,34,5,0,0,306,0,7,10,15,11,3,0,0,0,42,0,0,16,16,12,7,0,0,0,56
210031237,98,312,908,751,533,300,42,12,7,2957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,15,17,20,22,3,0,0,76,0,0,3,4,0,3,0,0,0,14,0,0,5,3,8,0,0,0,0,17,0,4,8,6,13,5,0,0,0,45,22,63,58,32,56,25,0,0,0,243,38,24,29,16,29,14,0,0,0,150,0,0,6,15,14,6,0,0,0,49,0,0,9,4,0,0,0,0,0,14,0,7,33,22,10,15,0,0,0,92,0,3,9,4,0,5,0,0,0,21,0,4,43,28,9,6,0,0,0,95,0,3,24,28,16,5,4,0,0,76,0,6,28,32,29,14,0,0,0,111,3,14,62,78,64,27,7,0,0,259,0,41,128,126,77,66,4,3,0,440,0,7,7,7,7,4,0,0,0,32,0,8,16,17,16,6,0,0,0,66
210031239,155,495,1871,1548,1139,666,123,16,0,6013,0,3,0,0,0,0,0,0,0,13,0,0,3,3,0,0,0,0,0,6,9,10,60,60,62,31,4,0,0,232,0,3,18,10,4,3,0,0,0,33,0,11,29,32,35,14,0,0,0,122,3,9,35,26,28,12,0,0,0,116,70,128,137,86,81,44,3,0,0,554,65,62,93,53,32,20,5,0,0,340,0,14,52,54,39,25,4,0,0,200,6,5,44,38,14,4,0,0,0,113,3,26,103,86,45,21,0,0,0,285,0,3,43,26,15,11,0,0,0,99,3,36,201,136,71,42,3,0,0,484,0,14,71,43,28,15,3,0,0,177,0,11,103,118,91,61,11,0,0,395,5,42,209,201,204,116,11,0,0,782,3,77,323,248,244,132,27,0,0,1064,4,22,30,32,19,15,3,0,0,118,3,16,54,37,28,17,3,0,0,162
210031438,148,560,1890,1212,802,465,95,11,0,5194,0,3,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,10,47,38,41,31,3,0,0,181,0,0,16,3,3,4,0,0,0,26,0,0,21,14,14,7,0,0,0,61,3,7,30,14,14,17,3,0,0,81,46,88,113,85,69,31,6,0,0,438,64,81,133,56,36,19,0,0,0,389,0,7,35,27,24,16,3,0,0,114,3,6,24,11,8,7,3,0,0,60,0,13,100,68,30,16,0,0,0,231,0,5,20,13,12,0,0,0,0,58,0,17,105,81,37,11,3,0,0,249,0,41,77,42,26,11,4,0,0,207,0,3,60,59,72,29,3,0,0,235,6,24,124,101,119,60,6,3,0,446,6,64,312,216,159,91,10,5,0,873,3,9,31,10,10,9,0,0,0,65,3,8,43,29,18,15,0,0,0,124
210031439,29,47,150,221,173,80,18,3,0,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,9,4,0,0,0,33,0,0,0,0,0,0,0,0,0,5,0,0,5,4,3,0,0,0,0,13,0,0,8,5,8,4,0,0,0,26,14,10,6,16,17,6,0,0,0,74,12,3,8,4,9,8,0,0,0,40,0,3,13,18,9,3,0,0,0,47,0,0,5,3,0,0,0,0,0,9,0,0,6,16,9,7,0,0,0,39,0,3,4,3,0,0,0,0,0,11,0,4,13,16,14,0,0,0,0,52,0,0,5,8,3,0,0,0,0,27,0,0,11,7,14,6,0,0,0,44,0,0,23,36,20,17,0,0,0,102,0,6,26,32,39,15,5,0,0,127,0,0,4,3,3,0,0,0,0,14,0,3,5,10,14,3,0,0,0,33
210031440,35,109,331,285,247,134,36,3,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,18,11,3,0,0,60,0,0,5,0,0,0,0,0,0,5,0,4,11,0,6,0,0,0,0,21,0,4,4,4,3,3,0,0,0,23,19,25,24,17,23,17,4,0,0,128,14,13,10,4,3,0,0,0,0,47,0,3,7,7,11,0,0,0,0,24,0,3,3,0,0,0,0,0,0,9,0,3,6,21,9,3,0,0,0,39,0,0,3,3,0,0,0,0,0,15,0,9,22,13,9,5,3,0,0,62,0,0,6,8,3,6,3,0,0,31,0,3,23,26,14,0,0,0,0,71,0,6,37,34,32,19,0,0,0,138,0,16,58,45,49,27,0,0,0,194,0,5,0,3,3,0,0,0,0,14,0,4,16,9,8,4,0,0,0,43
210041240,168,325,560,687,811,566,116,7,0,3249,0,0,9,3,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,5,5,4,17,27,43,19,0,0,0,114,0,3,4,7,0,3,0,0,0,21,0,3,23,20,25,12,7,0,0,85,3,4,4,10,24,15,3,0,0,61,65,68,52,68,98,40,4,0,0,404,92,45,25,19,30,14,0,0,0,228,4,15,32,35,60,31,3,0,0,180,0,3,3,5,8,3,0,0,0,35,0,14,29,26,22,14,0,0,0,106,0,5,9,11,13,3,0,0,0,48,4,14,41,46,42,23,8,0,0,164,0,7,22,23,32,13,6,0,0,107,3,13,32,63,55,51,7,0,0,227,7,24,62,102,131,89,14,0,0,427,7,46,113,108,150,138,15,0,0,582,3,9,11,10,13,8,0,0,0,60,9,20,9,13,32,12,0,0,0,92
210041241,353,697,1551,1462,1462,1061,234,18,10,6854,0,5,8,3,4,4,0,0,0,24,0,0,0,3,0,4,0,0,0,8,9,17,51,47,68,27,3,0,0,223,0,0,13,10,17,6,0,0,0,48,4,9,39,31,41,26,3,0,0,155,4,5,35,41,30,16,5,0,0,141,116,165,145,114,178,110,13,0,0,843,160,74,67,42,52,40,5,0,0,437,4,35,100,82,112,47,5,0,0,397,4,12,17,19,12,9,0,0,0,70,0,17,70,77,73,33,8,0,0,284,4,6,33,28,27,13,0,0,0,110,3,21,87,97,76,39,9,0,0,340,4,18,45,50,65,34,12,0,0,224,0,14,98,117,138,83,23,0,0,478,11,64,198,193,177,145,15,0,0,805,16,116,276,256,304,241,26,0,0,1237,17,22,24,19,13,13,6,0,0,113,14,30,64,58,50,33,3,0,0,254
210051242,59,316,830,464,402,256,46,3,0,2378,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,26,12,26,21,0,0,0,89,0,0,0,0,3,0,0,0,0,7,3,3,4,4,0,0,0,0,0,22,0,7,7,7,12,0,0,0,0,32,15,46,40,19,24,17,8,0,0,162,32,22,41,30,12,15,0,0,0,150,0,3,23,12,16,18,0,0,0,73,0,3,0,0,0,0,0,0,0,5,0,4,22,16,3,5,0,0,0,40,0,0,0,5,3,3,0,0,0,16,0,9,27,6,3,3,0,0,0,55,0,14,16,10,23,17,0,0,0,90,3,11,12,19,12,4,0,0,0,60,0,15,44,29,27,15,4,0,0,138,3,34,132,79,62,49,5,0,0,366,0,3,3,0,5,3,0,0,0,19,0,0,13,8,8,9,0,0,0,38
210051243,103,323,777,554,517,280,71,3,3,2632,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,19,16,31,21,3,0,0,106,0,0,3,0,0,3,0,0,0,6,0,0,6,8,3,3,0,0,0,24,0,5,9,6,9,3,3,0,0,27,28,51,46,31,36,16,4,0,0,209,42,28,36,14,20,9,3,0,0,151,0,7,9,10,10,8,3,0,0,55,0,0,3,0,0,0,0,0,0,12,0,0,18,8,6,3,0,0,0,36,0,3,3,0,0,0,0,0,0,9,0,10,18,8,9,7,0,0,0,47,0,7,17,10,27,9,0,0,0,73,0,11,19,13,23,8,0,0,0,77,3,15,57,58,24,28,3,0,0,192,8,51,115,99,68,31,3,0,0,382,0,4,5,0,0,4,0,0,0,16,0,3,14,5,12,7,3,0,0,38
