SA2_MAINCODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
214011375,16,37,40,21,64,76,24,27,3,320,11,30,24,26,87,101,32,29,80,425,288,745,771,840,1570,1612,785,876,140,7631
214011376,7,36,23,18,46,83,28,41,3,278,10,26,22,29,77,83,30,48,43,372,240,757,644,732,1314,1492,672,914,113,6882
214021377,3,34,22,28,28,27,18,26,6,189,16,33,23,28,38,40,11,26,33,256,196,658,507,660,731,827,366,651,88,4666
214021378,0,11,5,9,8,12,3,7,3,59,3,21,19,7,13,14,3,20,25,137,104,424,340,300,252,379,182,431,62,2475
214021379,9,47,43,40,66,60,36,44,0,354,10,39,27,34,73,88,32,59,74,430,389,1209,999,1162,1675,1729,1098,1319,189,9767
214021380,17,45,47,64,60,89,25,55,6,397,16,51,36,35,68,83,41,74,92,489,384,1342,1138,1283,1614,1817,995,1411,192,10171
214021381,3,42,22,33,27,44,16,53,0,253,11,61,45,40,45,74,31,52,55,402,217,1264,949,1004,971,1453,734,1589,122,8290
214021382,6,48,38,46,38,42,41,46,0,307,13,56,33,36,44,56,27,57,46,374,296,1262,996,1057,1148,1527,767,1415,115,8583
214021383,12,45,24,35,38,33,16,29,3,230,21,39,36,36,32,46,16,38,69,331,291,1093,838,948,909,1126,493,892,153,6748
214021384,5,49,37,48,73,56,33,37,0,333,23,33,25,27,43,59,30,23,79,345,327,1168,884,1058,1242,1237,588,824,175,7507
214021385,14,43,48,71,97,96,41,68,0,484,17,32,44,34,66,85,32,60,81,450,296,1137,943,1193,1613,1746,875,1314,175,9292
215011386,5,17,13,22,29,25,11,19,3,136,3,15,11,4,17,17,4,14,26,121,146,419,309,439,609,606,261,400,58,3248
215011387,0,0,3,5,8,4,4,4,0,29,3,6,6,3,3,7,0,11,13,55,75,176,148,161,152,223,94,357,35,1420
215011388,12,42,29,44,68,75,31,39,10,346,6,27,25,23,46,30,7,32,66,271,312,974,760,922,1438,1253,670,897,147,7364
215011389,5,5,4,3,11,12,3,17,0,62,0,3,3,4,12,12,3,10,24,70,84,207,162,232,234,302,120,379,41,1760
215011390,6,3,5,12,16,13,12,19,0,84,8,12,3,9,16,21,3,8,23,99,116,308,272,338,436,521,214,599,64,2868
215011391,0,4,9,6,7,7,0,8,0,47,0,15,0,7,15,3,4,12,13,64,62,188,165,178,218,189,112,303,35,1453
215011392,3,13,9,9,6,24,4,9,3,88,5,11,11,9,14,25,5,11,22,112,177,392,347,442,518,666,266,518,79,3405
215011393,0,4,3,6,4,6,0,3,0,24,8,3,0,5,5,10,0,6,12,46,62,157,107,149,143,219,82,348,34,1296
215011394,5,12,7,6,14,20,9,8,3,90,5,5,3,8,16,20,3,8,25,99,120,299,292,310,309,499,202,506,66,2599
215021395,5,16,8,11,32,29,10,13,3,118,5,12,17,14,21,26,6,18,27,149,141,406,277,415,592,615,281,481,67,3272
215021396,3,4,5,7,20,23,3,10,0,85,8,7,3,5,14,15,3,15,15,90,89,239,186,264,373,320,150,332,47,2001
215021398,0,5,6,3,7,3,0,3,0,37,0,8,3,0,3,18,7,7,17,68,67,182,171,168,209,312,159,436,43,1745
215021399,4,12,4,7,23,21,12,10,3,98,4,4,12,13,22,28,6,18,45,153,113,283,216,318,460,440,204,327,90,2453
215021469,3,28,14,23,64,54,17,27,3,241,23,32,21,26,50,43,11,30,64,306,248,854,659,852,1530,1160,601,925,147,6964
215021470,3,17,20,27,53,49,16,35,3,236,11,26,19,27,39,38,14,16,65,257,198,730,590,745,1267,1083,538,787,131,6075
215031400,0,10,7,7,13,17,4,10,0,81,6,7,3,3,11,21,5,12,28,93,103,315,271,286,299,398,197,566,51,2486
215031401,5,10,11,8,22,17,8,13,0,86,3,10,13,13,11,17,3,22,37,129,119,348,298,351,372,436,196,673,81,2878
215031402,3,10,4,7,7,11,5,14,0,65,0,10,11,5,9,11,0,14,16,72,66,218,167,189,237,241,135,240,30,1521
215031403,0,4,7,3,6,9,3,3,0,35,10,7,7,8,10,18,5,9,32,108,54,109,100,121,248,245,103,176,64,1227
215031404,3,22,14,15,50,36,24,19,3,190,10,22,11,16,18,29,13,26,36,178,190,576,406,550,905,882,418,630,108,4666
215031405,3,16,7,10,15,17,7,19,0,88,8,13,10,13,12,23,7,12,35,135,121,329,235,286,418,461,224,534,69,2683
216011406,7,40,22,33,78,52,19,39,0,288,20,24,14,21,41,42,17,39,79,283,284,817,640,837,1132,1036,632,916,132,6424
216011407,11,21,15,22,31,44,22,26,4,195,12,21,7,11,37,27,11,16,36,170,236,527,443,605,754,722,432,772,83,4584
216011408,0,6,6,6,10,14,6,6,0,55,3,5,7,5,0,15,7,12,19,73,83,223,170,204,212,256,134,468,60,1810
216011409,0,6,3,6,6,14,5,6,0,52,3,9,4,4,7,12,0,10,19,71,73,190,160,190,201,231,149,345,46,1596
216011410,0,0,9,3,11,14,6,6,0,51,3,7,3,4,13,3,9,5,26,68,67,180,178,184,246,237,139,325,54,1613
216021411,0,12,7,4,24,15,7,6,0,77,21,12,4,10,16,19,13,17,33,144,117,248,218,280,415,375,287,359,67,2365
216021412,0,0,0,3,3,7,0,9,0,28,0,12,0,6,11,7,0,6,15,62,71,133,116,144,149,172,94,265,40,1187
216021413,7,34,14,16,25,48,23,24,4,198,12,22,20,12,28,47,19,37,59,265,250,650,495,586,769,914,509,1098,137,5415
216021414,0,21,15,10,16,22,10,26,0,118,10,6,5,9,18,16,4,6,25,101,156,371,320,343,476,492,230,395,60,2839
216031415,5,10,9,18,39,29,16,10,0,143,3,15,8,4,19,17,10,15,44,145,136,369,297,414,673,532,312,342,97,3169
216031416,6,51,27,30,80,66,30,48,5,354,16,31,21,30,47,63,20,42,67,343,299,962,744,1008,1606,1518,773,1014,152,8068
216031417,8,38,50,47,102,83,40,42,6,414,12,37,41,32,76,59,28,34,114,436,356,1070,902,1144,1830,1716,858,1176,209,9262
216031418,3,9,6,5,19,17,6,9,3,81,6,3,12,3,15,10,5,17,16,81,81,247,191,227,306,355,182,373,44,1997
216031419,8,33,9,23,28,27,8,18,0,162,11,13,11,10,30,26,11,30,49,198,224,480,415,493,690,761,389,808,114,4370
217011420,4,13,11,17,18,21,9,18,0,108,10,15,16,12,24,33,13,29,48,188,161,464,421,461,502,598,323,814,107,3849
217011421,7,27,17,20,40,41,21,26,4,204,9,16,11,10,22,16,9,11,26,138,214,597,478,592,732,742,422,548,75,4400
217011422,0,28,19,20,36,28,21,18,4,175,14,26,7,18,26,20,11,21,49,188,240,630,500,552,681,702,445,580,120,4446
217011423,7,3,11,6,9,8,0,9,0,52,7,5,4,7,7,13,4,12,27,95,127,336,332,318,321,418,228,752,70,2894
217031471,0,11,11,3,6,11,4,12,0,54,3,15,4,5,6,4,3,10,18,63,63,201,170,174,193,215,125,220,32,1398
217031472,0,26,17,20,43,28,17,29,0,176,4,31,16,21,38,28,7,18,70,239,205,747,566,688,1089,721,500,657,128,5312
217031473,7,18,5,5,15,11,4,11,0,83,7,16,11,9,15,17,3,23,21,130,134,334,264,324,346,348,184,660,49,2648
217031474,3,7,8,3,14,13,4,10,0,57,8,4,9,6,4,10,6,12,29,84,91,309,220,232,230,341,235,584,67,2312
217031475,5,16,10,4,12,23,5,10,0,88,12,18,7,7,17,23,5,23,48,162,169,432,277,381,324,460,302,1031,79,3458
217031476,0,5,4,4,9,0,0,3,0,23,4,5,15,3,0,13,5,8,7,60,106,259,218,229,207,215,82,255,32,1603
217041477,3,4,6,3,12,17,10,11,3,66,11,14,7,14,5,28,8,27,27,139,142,321,309,327,336,474,258,899,78,3151
217041478,4,23,14,11,20,33,18,23,6,147,8,18,3,13,25,32,9,22,36,174,236,561,480,514,588,694,355,829,109,4357
217041479,12,71,36,37,73,71,24,36,3,355,14,35,25,21,50,61,24,30,70,328,405,1451,1054,1261,1783,1615,939,1159,171,9849
217041480,7,47,24,21,41,38,7,26,0,216,8,20,17,16,42,21,15,22,51,213,272,869,600,811,1055,961,490,741,127,5931
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,17,0,23
299999499,4,13,10,4,18,20,4,16,0,89,16,11,18,11,19,11,6,10,39,148,111,212,205,226,348,385,170,296,84,2033
