SA2_MAINCODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
209041435,0,0,0,0,0,73,3,7,3,0,0,3,0,0,9,95,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,17,429,102,105,26,27,26,10,17,7,21,766,941,430,646,107,96,89,40,58,30,45,2481,134,19,43,11,9,14,12,12,13,23,293,13,0,5,0,0,0,0,0,0,0,19,1088,456,696,119,103,100,50,66,44,68,2796,3,0,0,0,0,0,0,0,0,0,7,1514,562,804,144,137,130,63,81,50,85,3569
209041436,0,0,0,0,0,161,3,7,0,0,0,0,0,0,67,241,18,0,0,0,0,0,0,0,0,8,23,31,0,0,0,0,0,0,0,0,16,40,36,0,0,0,0,0,0,0,0,54,87,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,65,131,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,73,159,526,76,79,17,29,38,19,14,11,41,852,871,340,592,65,79,84,81,81,30,82,2305,176,44,39,12,19,31,10,15,25,112,481,9,3,3,0,0,0,0,0,0,0,14,1060,384,630,71,98,118,90,95,54,192,2800,0,0,0,0,0,0,0,0,0,5,6,1584,455,715,89,128,154,109,109,70,236,3655
209041437,0,0,0,0,0,45,0,4,0,0,0,0,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,15,205,74,87,28,32,6,33,13,13,12,504,578,437,1299,183,162,156,109,106,77,59,3164,89,32,76,30,24,28,22,26,25,41,386,12,3,7,0,3,0,0,0,7,6,41,679,472,1377,210,188,186,131,133,101,104,3585,0,0,0,0,0,0,0,0,0,0,3,887,545,1463,242,219,191,165,146,115,120,4100
210011226,0,0,0,0,0,317,0,0,0,0,0,0,0,0,10,329,28,0,0,0,0,0,0,0,0,0,29,71,0,0,0,0,0,0,0,0,5,71,54,0,0,0,0,0,0,0,0,0,56,3,0,0,0,0,0,0,0,0,0,3,123,0,0,0,0,0,0,0,0,3,135,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,6,166,425,29,47,11,3,8,6,8,10,17,559,713,79,147,13,22,38,40,27,20,42,1151,229,12,13,3,3,0,0,3,8,9,284,6,0,0,0,0,3,0,0,0,8,15,950,89,159,18,27,44,45,34,24,58,1452,0,0,0,0,0,0,0,0,0,3,3,1384,119,203,28,37,50,47,38,33,72,2007
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,0,0,0,0,0,309,0,0,0,0,0,0,0,0,10,324,16,0,0,0,0,0,0,0,0,0,24,31,0,0,0,0,0,0,0,0,0,31,33,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,87,564,37,40,9,6,6,5,0,0,25,711,932,36,37,6,8,14,13,20,0,35,1114,185,14,11,3,0,4,0,0,3,6,225,20,0,0,0,0,0,0,0,0,0,17,1138,53,46,11,8,19,14,24,6,46,1355,0,0,0,0,0,0,0,0,0,0,0,1705,91,95,18,16,26,23,26,3,72,2069
210011229,0,0,0,8,6,1418,0,9,0,0,0,0,0,3,81,1512,52,0,0,0,0,0,0,0,0,3,51,192,0,0,0,0,0,0,0,0,13,201,226,0,0,0,0,0,0,0,0,17,241,7,0,0,0,0,0,0,0,0,3,6,418,0,0,0,0,0,0,0,0,28,445,7,0,0,0,0,0,0,0,0,11,17,473,0,0,0,0,0,0,0,0,42,514,1245,160,140,32,35,21,19,24,3,71,1753,3910,309,453,85,128,116,96,81,47,209,5437,1239,27,48,13,35,71,22,28,30,76,1600,43,0,0,0,3,3,0,0,0,10,67,5189,339,500,103,171,194,120,112,73,302,7100,13,0,0,0,0,0,0,0,0,24,30,6444,498,642,133,200,220,134,132,85,396,8884
210011230,0,0,0,0,0,154,0,3,0,0,0,0,0,0,7,160,20,0,0,0,0,0,0,0,0,0,20,40,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,80,386,36,38,15,19,13,14,17,3,16,555,408,67,64,19,22,29,22,15,15,18,667,106,6,8,0,3,5,3,10,7,8,150,3,0,0,0,0,0,0,0,0,0,5,519,69,66,16,26,40,23,23,20,19,824,3,0,0,0,0,0,0,0,0,0,5,909,109,106,31,43,52,38,37,22,35,1379
210011231,0,0,0,0,0,160,0,0,0,0,0,0,0,0,3,161,12,0,0,0,0,0,0,0,0,0,12,29,0,0,0,0,0,0,0,0,0,29,11,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,53,543,68,38,12,3,24,3,11,4,13,712,528,68,96,4,14,30,15,15,3,20,800,67,3,10,0,7,0,4,3,3,4,96,4,0,0,0,0,0,0,0,0,0,7,600,75,104,5,16,34,18,23,6,25,906,0,0,0,0,0,0,0,0,0,0,3,1144,142,143,16,21,59,16,34,13,41,1623
210021232,0,0,0,0,0,142,0,3,0,0,0,0,0,0,0,152,34,0,0,0,0,0,0,0,0,0,40,8,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,52,945,105,142,20,11,22,11,12,0,26,1285,203,16,54,10,9,8,14,3,0,11,327,11,5,0,4,3,0,5,0,3,6,40,4,0,0,0,0,0,0,0,0,0,4,222,21,56,13,12,8,19,3,3,13,372,0,0,0,0,0,0,0,0,0,0,0,1168,121,201,31,17,26,29,14,3,45,1657
210021233,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,44,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,289,50,17,6,3,0,3,0,0,18,392,45,14,4,0,0,0,0,0,3,3,66,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,45,12,4,0,0,0,0,0,3,4,71,3,0,0,0,0,0,0,0,0,0,7,336,63,27,6,3,3,3,0,4,20,468
210021234,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,41,10,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,306,56,29,9,3,0,0,0,0,10,412,47,3,3,0,0,3,0,3,0,0,60,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,54,3,3,0,0,3,0,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,362,56,34,9,3,3,0,4,0,12,479
210021235,0,0,0,0,0,74,0,0,0,0,0,0,0,0,3,75,12,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,26,573,52,46,9,8,3,5,3,0,24,723,146,18,20,0,0,8,7,3,3,3,205,12,0,0,0,0,3,0,0,4,0,19,3,0,0,0,0,0,0,0,0,0,3,160,22,20,0,0,8,7,3,5,7,228,3,0,0,0,0,0,0,0,0,0,8,733,72,67,11,8,10,8,4,5,29,951
210031236,0,0,0,3,3,294,4,3,0,0,0,0,0,0,18,319,13,0,0,0,0,0,0,0,0,0,15,44,0,0,0,0,0,0,0,0,3,47,94,0,0,0,0,0,0,0,0,22,120,3,0,0,0,0,0,0,0,0,0,3,144,0,0,0,0,0,0,0,0,26,170,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,23,191,366,60,93,32,29,25,28,20,19,19,687,706,98,195,40,58,67,94,65,43,34,1392,369,23,20,6,8,13,17,16,11,49,532,21,0,0,0,0,0,0,0,0,0,20,1093,121,212,46,69,87,110,87,53,80,1950,0,0,0,0,0,0,0,0,0,3,9,1458,183,306,72,99,109,138,104,69,104,2638
210031237,0,0,0,3,5,710,4,4,0,0,0,0,0,0,92,813,36,0,0,0,0,0,0,0,0,0,35,109,0,0,0,0,0,0,0,0,15,122,143,3,0,0,0,0,0,0,0,73,218,7,0,0,0,0,0,0,0,0,0,7,260,3,0,0,0,0,0,0,0,87,353,0,0,0,0,0,0,0,0,0,0,0,288,3,0,0,0,0,0,0,0,90,382,392,59,98,19,21,11,10,23,8,36,680,1921,446,815,178,175,230,237,220,117,150,4482,700,65,68,18,25,43,48,47,69,179,1280,29,3,11,0,0,7,7,7,3,6,68,2648,508,894,201,208,282,284,279,190,337,5827,0,0,0,0,0,0,0,0,0,5,6,3042,569,990,221,227,294,303,300,200,375,6515
210031239,0,0,0,0,0,607,4,0,0,0,3,0,0,0,27,646,57,0,0,0,0,0,0,0,0,3,58,112,0,0,0,0,0,0,0,0,7,110,83,4,0,0,0,0,0,0,0,7,94,0,0,0,0,0,0,0,0,0,3,3,187,4,0,0,0,0,0,0,0,11,211,0,0,0,0,0,0,0,0,0,0,0,243,4,0,0,0,0,0,0,0,20,266,1029,171,245,69,68,49,59,45,32,52,1813,1786,410,860,160,221,250,271,233,163,133,4487,454,45,66,22,34,37,37,67,24,61,843,11,9,6,0,0,0,3,0,0,8,34,2254,458,932,182,248,285,314,297,191,197,5370,0,0,0,3,0,0,0,0,0,0,8,3283,630,1175,249,317,331,371,347,224,247,7184
210031438,0,0,0,3,4,703,7,11,0,0,3,0,0,0,48,774,55,0,0,0,0,0,0,0,0,3,59,164,0,0,0,0,0,0,0,0,9,169,105,0,0,0,0,0,0,0,0,37,147,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,41,320,0,0,0,0,0,0,0,0,0,5,5,323,0,0,0,0,0,0,0,0,53,380,807,114,165,51,37,39,38,40,23,51,1361,2146,566,1472,267,363,455,489,453,268,164,6648,663,93,146,36,60,100,70,79,75,101,1419,35,10,11,0,0,8,10,7,0,6,86,2846,667,1633,300,428,564,564,538,345,274,8152,3,0,5,0,0,0,0,0,0,11,25,3659,776,1803,358,466,598,610,575,366,341,9545
210031439,0,0,0,0,0,49,4,0,0,0,0,0,0,0,3,52,6,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,14,165,15,17,0,0,3,3,0,0,7,214,285,56,37,11,10,0,12,0,0,10,414,26,3,8,4,3,0,0,0,3,8,49,0,0,0,0,0,0,0,0,0,4,4,309,55,41,15,6,3,12,0,4,16,463,0,0,0,0,0,0,0,0,0,0,0,474,71,56,13,10,7,15,3,3,27,686
210031440,0,0,0,0,0,321,0,0,0,0,0,0,0,0,7,328,18,0,0,0,0,0,0,0,0,0,18,42,0,0,0,0,0,0,0,0,0,44,46,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,3,85,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,3,104,218,31,15,6,8,15,8,8,5,6,329,717,72,149,20,33,47,28,49,14,40,1167,246,18,17,3,3,9,5,10,7,11,326,14,0,3,0,0,0,0,0,0,0,15,969,93,164,25,43,53,29,60,25,49,1510,0,0,0,0,0,0,0,0,0,3,3,1192,119,188,34,50,64,42,65,29,58,1838
210041240,0,0,0,0,0,137,4,4,0,0,0,0,0,0,3,153,28,0,0,0,0,0,0,0,0,0,36,7,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,6,57,908,126,101,24,27,8,16,18,3,30,1271,306,45,86,24,24,28,17,12,0,19,558,46,3,3,0,5,3,9,0,0,8,77,3,0,3,0,0,0,0,0,0,0,9,354,52,93,30,30,32,22,18,0,24,642,3,0,0,0,0,0,0,0,0,3,4,1266,172,194,55,56,44,37,29,8,57,1915
210041241,0,0,0,0,0,383,6,0,0,0,0,0,0,0,13,405,75,3,0,0,0,0,0,0,0,9,87,32,0,0,0,0,0,0,0,0,0,31,11,0,3,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,42,0,5,0,0,0,0,0,0,4,53,0,0,0,0,0,0,0,0,0,0,0,122,3,5,0,0,0,0,0,0,10,139,1945,281,201,65,47,47,15,32,16,85,2737,675,136,264,41,35,48,56,36,29,40,1355,70,7,23,6,3,9,9,12,4,10,152,8,0,0,0,0,0,0,0,0,3,10,752,143,286,52,40,59,63,48,33,49,1522,4,0,0,0,0,0,0,0,0,0,8,2691,429,484,114,88,97,82,86,50,139,4269
210051242,0,0,0,0,4,246,0,7,0,0,0,3,4,0,12,265,30,0,0,0,0,0,0,0,0,0,32,30,0,0,0,0,0,0,0,0,0,30,56,0,3,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,84,0,3,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,3,6,116,0,3,0,0,0,0,0,0,5,121,420,55,61,9,17,17,15,16,5,41,655,1217,373,772,186,164,301,265,259,140,69,3746,519,99,168,44,63,154,86,100,120,57,1418,16,6,11,3,0,6,6,3,3,8,66,1755,472,952,237,236,462,352,361,267,132,5227,6,0,0,0,0,0,0,0,0,187,196,2177,526,1019,242,246,481,370,373,273,365,6079
210051243,0,0,0,3,3,500,10,6,0,0,3,0,0,0,21,543,45,0,0,0,0,0,0,0,0,3,44,39,0,0,0,0,0,0,0,0,0,36,53,0,4,3,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,94,3,3,3,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,138,3,3,3,0,0,0,0,0,5,150,431,43,34,7,30,13,9,9,11,29,625,2169,531,722,166,146,239,167,135,59,160,4483,1053,214,212,104,75,141,83,82,104,75,2138,26,6,3,6,3,0,3,0,0,6,54,3246,743,934,273,220,377,252,224,159,245,6679,4,4,0,0,0,0,0,0,0,16,20,3679,792,973,287,254,388,262,231,170,289,7326
210051245,0,0,0,0,4,515,7,3,0,0,0,0,0,4,20,552,35,0,0,0,0,0,0,0,0,0,43,40,0,0,0,0,0,0,0,0,3,47,39,0,0,0,0,0,0,3,0,12,49,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,3,0,14,95,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,3,0,19,137,1222,93,81,27,27,25,10,14,7,64,1569,1864,214,260,38,80,69,85,56,26,86,2773,386,30,35,5,11,22,20,31,21,42,610,14,3,3,0,0,0,0,0,0,0,23,2264,247,302,39,86,94,107,85,48,131,3409,3,0,0,0,0,0,0,0,0,12,15,3491,344,383,69,113,113,114,100,60,204,4992
210051246,0,0,0,0,0,287,3,8,0,0,0,0,0,0,11,308,7,0,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,21,19,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,4,53,777,69,68,12,23,9,3,14,7,39,1021,2216,313,430,76,63,41,52,52,33,80,3364,342,32,54,11,3,18,15,15,14,16,521,13,4,5,0,0,0,0,3,0,7,29,2567,346,490,90,71,59,71,71,45,99,3913,0,0,0,0,0,0,0,0,0,0,4,3352,416,558,101,90,70,78,84,54,134,4940
210051247,0,0,0,0,0,205,10,3,0,3,3,0,0,0,24,247,4,0,0,0,0,0,0,0,0,7,9,3,0,0,0,0,0,0,0,0,0,6,29,0,0,0,0,0,0,0,0,8,39,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,9,47,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,16,51,366,54,40,10,7,3,13,9,8,40,551,2045,577,572,114,128,163,135,125,42,108,4008,952,205,207,90,51,143,85,95,104,94,2031,28,4,6,0,0,0,3,0,0,8,53,3023,791,786,203,172,310,226,223,148,215,6096,0,3,4,0,0,0,0,0,0,10,11,3399,850,828,210,177,309,236,238,155,259,6657
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,11,4,0,4,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,18,0,7,0,0,0,0,0,0,0,20
210051249,0,0,0,0,0,178,21,25,4,0,11,3,3,0,14,258,12,0,0,0,0,0,0,0,0,0,12,11,3,0,0,0,0,0,0,0,0,15,45,5,9,0,0,0,0,0,0,3,54,0,0,0,0,0,0,0,0,0,0,0,58,7,6,0,0,0,0,0,0,3,73,0,0,0,0,0,0,0,0,0,0,0,72,7,6,0,0,0,0,0,0,3,87,586,123,117,20,27,30,16,15,5,24,960,3037,1302,1357,228,152,349,224,136,105,142,7019,753,325,463,109,76,195,155,102,152,89,2412,32,10,15,0,3,3,3,6,0,0,78,3816,1633,1836,339,226,546,379,247,253,229,9513,10,4,3,0,0,0,0,0,0,9,22,4408,1762,1959,357,257,576,396,260,263,266,10494
210051250,0,0,0,0,5,226,3,0,0,0,0,0,3,0,7,241,13,0,0,0,0,0,0,0,0,4,17,22,0,0,0,0,0,0,0,0,0,21,27,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,6,74,452,52,43,21,4,7,12,16,0,16,632,661,82,183,25,50,31,52,30,33,29,1172,180,17,9,0,0,3,18,21,10,7,270,9,0,0,0,0,0,0,0,0,0,12,848,95,199,27,52,34,74,54,36,37,1461,7,0,0,0,0,0,0,0,0,4,9,1303,149,245,49,58,39,88,66,41,59,2093
210051441,0,0,0,0,0,94,8,3,0,0,0,3,0,0,0,104,9,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,28,408,58,52,7,15,13,16,11,3,17,595,561,240,460,58,88,80,115,95,37,40,1771,102,50,56,9,17,25,44,32,40,17,394,12,3,0,0,3,0,0,0,0,0,21,679,286,514,66,104,100,161,132,79,54,2178,0,0,0,0,0,0,0,0,0,3,8,1090,347,570,70,113,116,178,140,87,80,2788
210051442,0,0,0,0,0,46,6,3,0,0,0,0,0,0,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7,353,123,115,18,17,16,10,32,11,23,712,978,592,1032,113,154,152,134,129,54,60,3396,129,46,83,26,19,36,20,34,44,28,472,11,0,4,0,0,3,0,0,0,0,21,1119,643,1115,135,176,190,158,167,97,90,3893,0,0,0,0,0,0,4,0,0,0,4,1474,769,1230,150,195,205,168,193,107,115,4607
210051443,0,0,0,0,0,92,10,8,7,5,5,0,0,0,5,129,3,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,8,12,0,3,0,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,3,0,0,0,0,28,538,119,150,36,33,28,25,19,8,33,995,1248,670,1417,194,243,252,202,183,105,106,4614,195,89,175,44,54,90,45,52,107,61,905,11,3,13,0,6,3,3,5,5,3,45,1456,757,1599,245,300,344,246,242,208,167,5574,4,0,0,0,0,0,0,0,0,7,8,1997,879,1749,278,330,370,278,265,218,211,6574
210051444,0,0,0,0,0,60,3,4,0,0,3,0,4,0,5,91,11,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,36,354,122,187,36,27,47,39,32,13,42,898,808,686,2013,281,284,291,336,264,183,104,5261,132,96,181,49,32,64,66,81,111,67,879,11,0,19,0,0,3,3,3,0,0,38,949,788,2210,331,324,355,405,346,289,175,6179,0,0,0,0,0,0,0,0,0,5,10,1303,907,2409,367,349,405,444,375,302,220,7087
