SA2_MAINCODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
213011333,4,0,38,10,99,15,3,120,0,124,0,45,51,0,99,0,95,0,3,0,0,3,0,3,11,144,69,3,217,0,229,0,0,0,0,0,3,3,45,149,69,3,219,3,266,10,0,0,0,0,0,10,3,62,11,0,72,0,73,0,22,49,3,78,0,78,0,0,0,0,0,0,0,3,85,62,3,153,0,157,0,0,0,0,0,0,0,9,85,62,3,153,0,162,5,0,0,0,0,0,4,3,37,3,0,47,0,45,0,13,33,0,48,0,48,0,0,0,0,0,0,0,3,56,33,0,89,0,95,0,0,0,0,0,0,0,7,54,33,0,89,0,100,321,59,9,3,70,0,394,47,943,143,5,1094,0,1140,3,271,359,3,633,0,636,0,3,3,7,18,0,18,48,1217,510,20,1743,0,1791,0,0,3,0,3,9,14,371,1278,518,21,1816,9,2194
213011334,6,0,52,12,131,17,0,148,0,160,0,44,50,0,94,0,94,0,0,0,3,3,0,3,12,174,69,3,247,0,258,0,0,0,0,0,0,0,56,176,69,3,254,0,310,21,3,0,0,3,0,26,3,88,10,0,100,0,102,0,18,52,0,74,0,74,0,0,0,0,0,0,0,3,107,66,0,173,0,178,0,0,0,0,0,0,0,26,108,66,0,177,0,207,11,0,0,0,0,0,11,0,45,7,0,52,0,52,0,18,19,0,33,0,33,0,0,0,0,0,0,0,0,56,29,0,90,0,90,0,0,0,0,0,0,0,11,56,29,0,90,0,95,365,65,0,0,65,0,434,84,1352,135,3,1484,0,1570,5,349,422,0,768,0,769,3,6,3,5,17,0,20,93,1704,554,14,2272,0,2365,3,0,0,0,0,11,17,456,1766,554,14,2334,11,2808
213011335,4,0,20,6,107,20,0,126,0,133,0,55,93,0,144,0,150,0,3,0,0,3,0,3,7,164,112,0,275,0,286,0,0,0,0,0,0,0,29,171,114,0,279,0,309,10,0,0,0,0,0,15,10,78,17,0,93,0,105,0,33,70,0,105,0,105,0,0,0,0,0,0,0,10,107,88,0,200,0,207,0,0,0,0,0,0,0,18,107,88,0,204,0,219,5,0,0,0,0,0,5,4,42,7,0,44,0,50,0,26,39,0,64,0,64,0,3,0,0,6,0,6,4,67,46,0,118,0,122,0,0,0,0,0,0,0,9,67,46,0,118,0,123,204,26,0,0,32,0,238,65,1116,148,3,1271,0,1339,3,378,564,0,945,0,951,0,16,0,8,20,0,20,69,1506,712,13,2232,0,2304,0,0,0,0,0,4,10,283,1536,715,13,2266,3,2553
213011336,0,0,41,3,34,3,0,38,0,41,0,15,25,0,42,0,42,0,0,0,0,0,0,0,3,53,32,0,78,0,88,0,0,0,0,0,0,0,47,49,32,0,82,0,129,22,0,0,0,0,0,25,3,29,4,0,30,0,32,0,12,23,0,36,0,36,0,0,0,0,0,0,0,3,39,27,0,65,0,64,0,0,0,0,0,0,0,25,35,27,0,61,0,89,18,0,0,0,0,0,18,0,29,0,0,32,0,32,0,3,10,0,17,0,17,0,0,0,0,0,0,0,0,38,14,0,48,0,48,0,0,0,0,0,0,0,18,38,14,0,48,0,68,460,29,0,0,29,0,495,57,517,44,0,562,0,618,0,139,260,3,401,0,405,0,4,0,0,4,0,5,62,654,302,3,964,0,1025,0,0,0,0,0,4,5,529,685,302,3,996,4,1524
213011337,0,0,29,3,99,11,0,112,0,118,0,24,61,0,85,0,89,0,0,0,0,3,0,3,6,130,69,0,200,0,204,0,0,0,0,0,0,0,34,130,69,0,200,0,232,21,0,0,0,0,0,21,0,59,8,0,67,0,71,0,36,53,0,91,0,88,0,3,0,0,4,0,4,3,93,60,3,160,0,158,0,0,0,0,0,0,0,18,93,60,3,160,0,177,9,0,0,0,0,0,9,0,31,7,0,37,0,37,0,19,26,0,40,0,40,0,0,0,0,0,0,0,0,45,31,0,79,0,79,0,0,0,0,0,0,0,9,45,31,0,79,0,85,220,25,0,0,21,0,249,60,793,85,0,874,0,934,9,219,443,3,667,0,679,0,5,3,14,22,0,22,73,1019,526,17,1559,0,1632,5,0,0,0,0,5,10,297,1041,526,19,1586,5,1888
213011338,5,0,57,16,126,23,6,147,0,170,0,30,65,0,102,0,103,0,0,0,0,3,0,3,17,159,93,3,253,0,268,0,0,0,0,0,0,0,69,161,93,3,257,0,328,27,0,0,0,0,0,25,5,90,18,3,108,0,115,0,23,52,0,79,0,79,0,0,0,0,0,0,0,4,114,65,3,186,0,191,0,0,0,0,0,0,0,34,121,65,3,187,0,220,15,0,0,0,0,0,13,6,44,12,0,56,0,61,0,24,34,0,52,0,56,0,0,0,0,0,0,0,10,65,41,4,107,0,115,0,0,0,0,0,0,0,22,64,41,4,109,0,130,460,70,3,0,72,0,533,143,1324,154,14,1496,0,1636,7,351,353,0,707,0,707,4,0,3,15,16,0,21,151,1675,511,29,2218,0,2365,3,9,0,3,11,8,19,612,1755,513,30,2295,8,2917
213011339,7,0,167,12,138,6,0,146,0,156,0,10,4,0,13,0,17,0,0,0,0,0,0,0,13,150,11,0,160,0,174,0,0,0,0,0,0,0,169,153,11,0,163,0,334,90,0,0,0,0,0,94,6,87,3,0,90,0,100,0,11,0,0,13,0,13,0,0,0,0,0,0,0,6,97,5,0,109,0,115,0,0,0,0,0,0,0,96,102,5,0,108,0,205,23,0,0,0,0,0,23,3,47,0,0,47,0,51,0,5,4,0,7,0,9,0,0,0,0,0,0,0,4,51,8,0,60,0,57,0,0,0,0,0,0,0,31,51,8,0,60,0,83,910,80,3,3,84,0,990,104,1136,47,8,1193,0,1293,6,74,34,0,105,0,109,0,4,0,7,10,0,7,111,1219,76,12,1308,0,1419,3,0,0,0,0,3,6,1020,1298,82,17,1391,3,2418
213011340,22,0,317,25,230,3,3,237,0,263,0,13,0,0,11,0,11,0,0,0,0,0,0,0,25,242,3,3,249,0,276,0,0,0,0,0,0,0,320,263,3,3,270,0,594,215,17,0,0,16,0,229,23,202,3,0,207,0,231,0,9,3,0,14,0,14,0,0,0,0,0,0,0,23,211,7,0,220,0,245,0,0,0,0,0,0,0,233,231,8,0,239,0,467,106,4,0,0,4,0,113,8,117,10,0,119,0,130,0,8,3,0,14,0,14,0,0,0,0,0,0,0,8,128,9,0,141,0,146,0,0,0,0,0,0,0,121,136,9,0,147,0,264,1772,154,3,0,155,0,1929,189,1362,27,5,1399,0,1584,3,75,16,0,93,0,95,0,14,0,7,17,0,17,191,1450,44,13,1506,0,1695,3,3,0,0,3,0,4,1964,1606,45,13,1662,0,3632
213021341,5,0,150,12,40,0,0,37,0,45,3,0,3,0,3,0,9,0,0,0,0,0,0,0,13,41,7,0,46,0,59,0,0,0,0,0,0,0,159,46,7,0,52,0,209,88,3,0,0,3,0,93,13,26,0,0,26,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,0,0,32,0,42,0,0,0,0,0,0,0,101,36,0,0,33,0,133,50,0,0,0,0,0,52,3,10,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,15,0,0,0,0,0,0,0,54,8,0,0,8,0,62,1415,68,0,0,68,0,1484,119,380,3,0,379,0,500,6,15,8,0,30,0,37,0,4,0,0,5,0,5,125,400,18,0,415,0,537,0,0,0,0,0,3,3,1537,462,18,0,482,6,2025
213021342,12,0,200,21,105,6,0,110,0,134,0,14,12,0,23,0,23,0,0,0,0,0,0,0,21,120,22,0,138,0,162,0,0,0,0,0,0,0,209,127,22,3,145,0,357,111,3,0,0,3,0,116,13,51,11,0,59,0,69,0,8,11,0,20,0,20,0,0,0,0,0,0,0,13,62,20,0,78,0,91,0,0,0,0,0,0,0,121,69,20,0,87,0,206,76,3,0,0,3,0,78,4,33,3,0,35,0,39,0,3,9,0,12,0,12,0,0,0,0,0,0,0,4,43,11,0,51,0,58,0,0,0,0,0,0,0,77,48,11,0,58,0,132,1517,128,3,5,136,4,1658,192,1021,55,3,1079,0,1272,0,91,74,3,170,0,170,0,4,0,0,4,0,4,192,1122,123,3,1249,0,1450,3,0,0,0,0,0,3,1712,1257,125,7,1392,6,3104
213021343,3,0,67,3,101,16,0,123,0,123,0,23,19,0,39,0,39,0,0,0,0,0,0,0,3,123,38,0,159,0,162,0,3,0,0,3,0,3,72,129,38,0,170,0,237,32,0,0,0,0,0,34,8,80,4,0,84,0,94,0,4,7,0,17,0,17,0,0,0,0,3,0,3,10,88,13,5,103,0,113,0,0,0,0,0,0,0,45,87,13,5,105,0,148,14,3,0,0,3,0,20,3,25,3,3,33,0,31,0,11,0,0,9,0,10,0,0,0,0,0,0,0,0,39,6,3,43,0,47,0,0,0,0,0,0,0,14,43,6,3,46,0,67,823,78,3,0,81,3,910,102,959,108,9,1076,7,1177,4,136,96,0,234,0,235,0,9,0,5,14,0,14,104,1099,205,17,1320,7,1429,0,4,0,0,10,0,13,928,1183,206,21,1413,7,2349
213021344,12,0,227,14,54,0,0,56,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,54,3,0,58,0,71,0,0,0,0,0,0,0,228,66,3,0,66,0,296,107,3,0,0,3,0,110,7,29,0,0,29,0,36,0,0,3,0,7,0,7,0,0,0,0,0,0,0,7,32,3,0,31,0,41,0,0,0,0,0,0,0,114,29,3,0,33,0,148,59,0,0,0,0,0,59,8,16,0,0,16,0,25,0,0,0,0,3,0,3,0,0,0,3,3,0,3,8,20,0,3,22,0,28,0,0,0,0,0,0,0,67,19,0,3,25,0,86,2682,106,0,0,106,3,2788,198,480,5,0,481,0,681,0,26,12,0,36,0,36,0,0,0,4,4,0,5,200,509,16,4,526,0,725,3,0,0,0,0,0,3,2882,608,16,4,630,3,3512
213021345,4,0,81,4,38,0,0,36,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,0,0,40,0,46,0,0,0,0,0,0,0,77,45,0,0,51,0,125,33,0,0,0,0,0,34,0,24,3,0,29,0,33,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,27,4,0,33,0,31,0,0,0,0,0,0,0,34,28,4,0,30,0,67,22,0,0,0,0,0,22,0,18,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,18,0,16,0,0,0,0,0,0,0,26,18,4,0,18,0,42,556,34,0,0,34,0,587,48,417,9,7,435,0,478,0,27,26,0,48,0,48,0,0,0,0,0,0,0,48,444,36,5,484,0,531,0,0,0,0,0,0,0,602,478,36,5,520,0,1122
213021346,14,0,370,27,48,0,0,47,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,48,0,0,53,0,78,0,0,0,0,0,0,0,384,62,0,0,60,0,445,237,4,0,0,4,0,240,16,45,0,0,45,0,59,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,48,0,0,52,0,63,0,0,0,0,0,0,0,252,53,0,0,51,0,309,130,4,0,0,4,0,139,3,20,0,0,20,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,16,0,25,0,0,0,0,0,0,0,137,26,0,0,26,0,157,2533,88,0,0,88,0,2623,191,381,7,10,397,0,584,3,3,3,0,5,0,10,0,0,0,0,3,0,3,192,392,8,9,409,0,598,4,0,0,0,0,0,3,2733,475,8,9,491,0,3223
213031347,5,0,44,10,117,17,0,134,0,147,0,37,62,0,95,0,98,0,0,0,0,0,0,0,12,153,78,0,230,0,241,0,0,0,0,0,0,0,51,165,78,0,237,0,291,22,3,0,0,3,0,29,3,60,19,0,75,0,84,0,28,53,0,81,0,81,0,0,0,0,0,0,0,3,90,71,0,155,0,165,0,0,0,0,0,0,0,26,90,71,0,159,0,187,9,0,0,0,0,0,9,0,32,15,0,45,0,44,0,15,28,0,34,0,34,0,0,0,0,0,0,0,0,47,36,0,79,0,81,0,0,0,0,0,0,0,13,47,36,0,79,0,97,518,69,0,0,69,4,584,127,1170,109,3,1286,3,1416,7,295,442,0,736,0,746,0,6,3,3,14,0,14,132,1474,556,12,2038,3,2175,3,0,0,0,0,6,8,653,1539,556,12,2102,12,2773
213031348,4,0,33,0,35,6,0,35,0,35,0,11,10,0,26,0,26,0,0,0,0,0,0,0,0,45,17,0,66,0,65,0,0,0,0,0,0,0,28,45,17,0,65,0,95,13,0,0,0,0,0,13,3,34,5,0,36,0,40,0,14,17,0,25,0,25,0,0,0,0,0,0,0,3,45,22,0,62,0,67,0,0,0,0,0,0,0,10,45,22,0,62,0,74,10,0,0,0,0,0,10,0,24,0,0,25,0,23,0,6,10,0,20,0,20,0,0,0,0,0,0,0,0,34,14,0,46,0,43,0,0,0,0,0,0,0,9,34,14,0,46,0,52,566,39,0,0,38,0,610,72,586,34,0,622,0,699,0,107,82,0,188,0,190,0,0,0,0,3,0,4,81,698,112,0,813,0,892,0,3,0,0,3,0,3,644,745,115,0,857,3,1502
213031349,8,0,75,11,83,13,0,94,0,105,0,22,14,0,37,0,37,0,0,0,0,0,0,0,11,106,24,0,131,0,142,0,0,0,0,0,0,0,87,110,25,0,136,0,223,43,7,0,0,7,0,53,5,60,9,0,70,0,79,0,19,10,0,38,0,38,0,0,0,0,0,0,0,5,86,21,0,107,0,112,3,0,0,0,0,0,3,55,87,21,0,111,0,168,22,3,0,0,3,0,23,5,33,8,0,41,0,41,0,9,6,0,17,0,17,0,0,0,0,0,0,0,7,40,13,0,54,0,57,0,0,0,0,0,0,0,27,46,13,0,59,0,82,649,74,0,0,75,0,722,106,808,62,5,875,0,981,0,118,56,0,179,0,175,0,0,0,0,3,0,3,109,929,120,11,1051,0,1161,3,0,0,0,0,3,8,760,997,118,11,1129,3,1883
213031350,0,0,81,4,17,3,0,22,0,26,0,0,7,0,7,0,3,0,0,0,0,0,0,0,3,17,7,0,22,0,29,0,0,0,0,0,0,0,80,16,7,0,28,0,111,33,0,0,0,0,0,33,0,10,0,0,15,0,18,0,3,10,0,9,0,14,0,0,0,0,0,0,0,3,16,13,0,28,0,27,0,0,0,0,0,0,0,38,16,13,0,28,0,65,14,0,0,0,0,0,14,0,7,0,0,5,0,10,0,5,0,0,4,0,10,0,0,0,0,0,0,0,3,11,3,0,16,0,15,0,0,0,0,0,0,0,18,11,3,0,16,0,29,1195,52,0,0,53,0,1244,72,173,14,0,193,0,267,5,30,41,0,64,0,72,0,0,0,0,0,0,0,80,202,55,0,255,0,337,3,0,0,0,0,0,3,1273,250,59,0,312,0,1583
213031351,3,0,86,6,35,6,0,41,0,44,0,13,7,0,20,0,20,0,0,0,0,0,0,0,6,45,13,0,60,0,61,0,0,0,0,0,0,0,88,47,13,0,60,0,152,32,3,0,0,3,0,37,3,27,0,0,27,0,27,0,4,9,0,17,0,17,0,0,0,0,0,0,0,3,35,9,0,42,0,50,0,0,0,0,0,0,0,36,35,9,0,46,0,84,15,0,0,0,0,0,15,0,22,4,0,23,0,21,0,3,4,0,5,0,5,0,0,0,0,0,0,0,0,25,12,0,31,0,30,0,0,0,0,0,0,0,15,25,12,0,31,0,49,999,61,0,0,64,3,1070,105,439,25,3,463,0,567,0,74,38,0,112,0,111,0,0,0,0,0,0,0,105,511,58,3,576,0,678,4,0,0,0,0,3,5,1103,575,63,3,640,6,1749
213031352,8,0,178,8,31,3,0,41,0,47,0,5,0,0,5,0,5,0,0,0,0,0,0,0,8,38,3,0,40,0,50,0,0,0,0,0,0,0,179,45,5,0,50,0,226,82,3,0,0,3,0,87,0,34,3,0,40,0,38,0,5,3,0,6,0,6,0,0,0,0,0,0,0,0,42,4,0,43,0,46,0,0,0,0,0,0,0,87,43,3,0,50,0,135,33,0,0,0,0,0,33,3,15,3,0,21,0,21,0,7,3,0,12,0,12,0,0,0,0,0,0,0,3,27,10,0,29,0,31,0,0,0,0,0,0,0,34,27,10,0,29,0,66,2057,107,9,0,114,3,2178,136,335,18,0,353,0,489,3,23,19,0,46,0,46,0,0,0,0,0,0,0,139,356,33,0,395,0,535,0,3,0,0,3,0,3,2200,471,41,0,516,3,2715
213041353,20,4,485,13,24,0,0,24,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,0,0,24,0,39,3,0,0,0,0,0,3,475,43,0,0,43,5,527,182,8,0,0,8,0,189,3,13,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,13,0,13,0,0,0,0,0,0,0,181,21,0,0,21,0,203,69,0,0,0,0,0,69,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,75,0,0,0,0,0,78,3497,104,0,0,103,11,3611,104,193,3,0,200,0,299,0,6,4,0,12,0,13,0,3,0,0,3,0,3,105,202,8,0,214,0,312,10,0,0,0,0,4,12,3607,305,8,0,314,18,3936
213041355,32,0,334,40,221,7,0,228,0,267,0,12,8,0,15,0,15,0,3,0,0,4,0,4,40,237,13,0,245,0,290,0,0,0,0,0,0,0,344,261,14,0,276,0,620,176,5,0,0,5,0,185,15,144,10,0,153,0,169,0,14,4,0,21,0,21,0,0,0,0,0,0,0,15,159,14,0,172,0,188,0,0,0,0,0,0,0,191,166,14,0,181,0,376,54,6,0,0,6,0,56,16,75,7,0,77,0,90,0,3,8,0,9,0,9,0,0,0,0,0,0,0,16,74,13,0,83,0,102,0,0,0,0,0,0,0,66,78,13,0,89,0,159,2469,233,11,5,247,12,2723,243,1951,56,3,2012,4,2259,3,65,49,0,118,0,123,6,17,3,6,26,0,29,253,2033,111,20,2154,4,2411,0,0,0,0,0,3,3,2718,2268,114,23,2405,16,5136
213041356,19,0,253,19,52,9,0,64,0,81,0,7,6,0,14,0,14,0,0,0,0,0,0,0,19,64,14,0,81,0,97,3,0,0,0,0,0,3,252,86,14,0,98,0,346,93,3,0,0,3,0,100,4,31,0,0,33,0,34,0,3,10,0,15,0,11,0,0,0,0,0,0,0,7,35,11,0,42,0,54,0,0,0,0,0,0,0,96,37,11,0,52,0,148,40,3,0,0,3,0,42,6,17,4,0,16,0,26,0,0,7,0,7,0,7,0,0,0,0,0,0,0,6,17,10,0,25,0,31,0,0,0,0,0,0,0,40,21,10,0,23,0,66,2089,104,0,3,105,0,2191,141,554,46,3,609,4,746,3,61,70,0,129,0,134,0,7,3,4,17,0,17,146,623,117,5,753,4,898,3,0,0,0,0,5,10,2233,725,117,11,855,12,3102
213041357,14,0,273,13,97,4,3,103,0,118,0,14,3,0,14,0,14,0,0,0,0,0,0,0,13,108,8,3,120,0,137,0,0,0,0,0,0,0,273,126,8,3,139,0,414,95,3,0,0,3,0,99,8,37,3,0,45,0,50,0,4,0,0,5,0,5,0,0,0,0,0,0,0,8,45,10,0,49,0,55,0,0,0,0,0,3,3,103,46,10,0,56,3,159,36,0,0,0,0,0,40,0,16,0,0,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,19,0,0,0,0,0,0,0,43,22,0,0,22,0,58,2716,162,3,0,164,12,2889,187,1123,45,9,1172,0,1362,0,132,66,0,194,0,199,9,12,0,10,24,0,25,194,1261,112,15,1392,0,1593,8,0,0,0,0,3,13,2917,1419,117,18,1561,12,4492
213041358,12,0,278,22,77,8,0,86,0,107,0,5,6,0,14,0,14,0,0,0,0,4,0,4,22,86,11,3,99,0,119,0,0,0,0,0,0,0,282,98,11,3,113,0,397,91,0,0,0,3,0,94,8,49,8,0,52,0,59,0,3,5,0,6,0,6,0,0,0,0,0,0,0,8,55,8,0,64,0,71,0,0,0,0,0,0,0,103,55,13,0,66,0,164,29,0,0,0,0,0,34,0,16,0,0,13,0,18,0,6,0,0,4,0,4,0,0,0,0,0,0,0,0,20,5,0,22,0,26,0,0,0,0,0,0,0,34,18,5,0,25,0,55,2237,140,0,4,148,3,2386,178,796,36,4,832,0,1007,8,63,56,0,114,0,125,0,12,0,3,15,0,15,183,863,88,5,961,0,1150,4,4,0,0,4,11,18,2424,1012,93,11,1115,11,3552
213041359,0,0,23,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,23,7,0,0,7,0,31,7,0,0,0,0,0,12,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,15,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,161,10,0,0,10,0,167,5,55,0,0,55,0,64,0,5,0,0,5,0,5,0,0,0,0,0,0,0,5,59,0,0,59,0,67,0,0,0,0,0,0,0,169,68,0,0,68,0,237
