SA2_MAINCODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
201021011,18,0,0,0,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,8,3,33,3,3,3,6,10,0,5,75,61,22,16,5,0,0,0,0,0,3,108,11,7,15,0,3,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,0,3,0,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,71,24,27,5,5,0,3,0,0,4,147,156,22,8,0,0,0,3,0,0,4,195,24,0,5,3,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,5,3,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,182,22,13,3,0,0,3,0,0,3,231,231,12,6,0,0,0,0,0,0,10,262,66,3,0,0
201021012,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,19,19,11,8,0,0,0,0,0,0,3,46,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,20,12,12,0,0,0,0,0,0,0,57,94,6,9,0,0,0,0,4,0,9,119,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,102,6,9,0,0,0,0,4,0,9,133,107,5,0,0,0,0,0,0,0,10,124,10,0,0,0
201031013,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,3,8,0,0,0,0,0,0,0,22,30,5,0,0,0,0,0,0,0,0,43,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,37,5,0,0,0,0,0,0,0,0,46,68,0,0,0,0,0,0,0,0,3,72,15,0,0,0
201031014,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,3,3,4,3,4,0,0,0,0,7,0,3,23,11,4,0,3,0,0,0,0,0,3,26,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,3,19,4,0,3,0,3,0,0,0,4,39,46,0,5,0,0,0,0,0,0,4,61,6,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,11,58,0,5,0,0,0,0,0,0,14,83,66,0,0,0,0,0,0,0,0,3,73,8,0,0,0
201031015,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,3,12,18,5,0,0,0,0,0,0,0,0,31,6,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,25,3,3,0,0,0,0,0,0,0,37,65,4,6,0,0,0,3,0,0,0,79,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,72,5,5,0,0,0,3,0,0,3,90,72,3,3,0,0,0,0,0,0,5,84,14,0,0,0
201031016,16,0,8,3,10,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,8,0,26,0,8,3,12,0,0,3,54,10,5,7,0,0,0,0,0,0,0,24,9,6,10,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,22,6,13,0,0,0,0,0,0,3,44,54,0,0,0,0,0,0,0,0,0,62,6,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,4,61,6,4,0,0,0,0,0,0,0,75,90,0,0,0,0,0,0,4,0,4,98,10,3,0,0
201031017,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,9,20,3,0,0,0,0,0,0,0,0,23,7,0,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,22,3,4,0,0,3,0,0,3,0,37,49,0,0,0,0,0,0,0,0,7,61,5,0,0,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,4,0,0,0,0,10,75,106,0,3,0,0,0,0,0,0,3,113,14,3,0,0
202011018,87,8,14,20,22,16,13,3,215,0,0,0,0,0,0,0,0,0,0,0,38,26,100,20,18,31,23,28,12,7,296,43,10,11,4,3,0,0,0,0,3,86,16,16,48,7,7,7,14,8,3,3,120,0,0,7,0,0,3,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,16,12,58,11,7,12,15,11,3,3,146,0,0,0,0,0,0,0,0,0,0,0,58,26,69,11,9,14,15,12,3,11,232,76,3,10,0,0,0,0,0,0,5,102,8,9,14,3,0,3,0,0,5,0,48,0,0,7,0,3,5,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,8,9,23,3,4,8,8,3,5,0,71,0,0,0,0,0,0,0,0,0,0,0,88,13,35,3,4,11,11,3,5,8,169,112,0,4,0,0,0,3,0,0,8,128,17,3,0,0
202011019,33,0,5,10,4,3,3,0,63,0,0,0,0,0,0,0,0,0,0,0,20,5,35,0,4,12,7,6,3,4,98,17,9,16,0,0,0,0,3,0,0,44,4,3,23,3,0,0,0,0,0,0,27,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,3,29,3,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,23,9,43,3,0,0,0,3,0,0,88,51,7,3,0,0,0,0,0,0,3,62,5,3,4,0,0,0,0,0,0,0,13,0,0,13,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,3,19,0,0,3,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,58,6,21,0,0,3,0,3,0,4,88,70,0,3,0,0,0,0,0,0,7,75,11,0,0,0
202011020,63,13,9,8,16,6,7,3,148,0,0,0,0,0,0,0,0,0,0,0,23,20,64,13,12,13,17,5,14,4,187,34,11,7,0,0,0,3,0,0,6,74,12,26,40,6,7,8,3,0,0,3,109,0,0,12,4,0,3,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,22,47,10,11,5,7,6,0,3,135,0,0,0,0,0,0,0,0,0,0,0,49,36,60,12,11,8,8,10,0,7,207,70,3,11,0,3,0,0,0,0,3,99,25,19,4,3,0,0,3,0,0,0,58,3,4,8,0,0,3,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,25,21,8,3,3,6,3,3,0,4,82,0,0,0,0,0,0,0,0,0,0,0,103,27,22,4,11,6,0,6,0,7,177,95,4,0,0,0,3,3,0,0,3,107,30,4,0,0
202011021,34,9,3,9,12,23,7,3,124,0,0,0,0,0,0,0,0,0,0,0,13,18,41,13,5,11,12,22,8,3,154,30,13,11,3,4,0,0,0,0,3,64,5,9,17,4,3,0,0,0,3,4,50,0,0,3,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,4,9,21,6,4,0,3,3,9,4,64,0,0,0,0,0,0,0,0,0,0,0,39,21,29,11,8,0,5,3,9,4,123,50,10,3,0,0,0,0,0,0,0,68,6,11,8,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,11,8,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,61,19,14,0,0,0,0,0,0,0,95,65,0,8,0,0,4,0,0,0,0,71,15,3,0,0
202011022,115,25,18,22,16,20,8,4,244,0,0,0,0,0,0,0,0,0,0,0,31,22,125,24,16,22,11,26,8,11,298,45,22,18,6,0,4,0,3,0,4,96,17,16,49,10,5,12,5,5,3,0,115,0,0,16,3,3,6,0,7,0,0,32,0,0,0,0,0,0,0,0,0,0,0,17,22,58,12,5,14,10,8,4,0,151,0,0,0,0,0,0,0,0,0,0,0,58,42,78,11,12,19,10,12,9,4,249,89,10,7,0,0,0,0,0,0,6,115,22,15,15,0,0,0,3,0,0,0,61,5,3,8,0,0,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,6,31,16,31,4,3,3,4,0,0,3,95,0,0,0,0,0,0,0,0,0,0,0,122,23,36,3,3,3,8,0,0,6,212,129,9,0,0,0,0,0,0,0,8,150,26,0,4,0
202011023,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,3,0,0,15,7,0,10,3,0,0,0,0,0,0,23,6,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,15,10,9,3,0,0,0,0,0,0,36,31,3,3,0,0,0,0,0,0,3,42,3,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,38,4,4,3,0,0,0,0,0,4,51,35,4,0,0,0,0,0,0,0,0,38,7,5,0,0
202011024,11,0,3,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,11,7,19,0,3,4,0,3,0,0,45,25,15,13,3,0,0,0,0,0,0,61,5,10,19,0,0,0,0,0,0,0,40,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,10,25,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,29,30,32,5,0,0,0,0,0,0,98,56,8,15,0,0,0,0,4,3,0,91,8,10,4,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,65,18,16,0,3,0,0,4,3,0,106,59,5,3,0,0,0,0,0,0,0,71,10,7,0,0
202011025,56,9,0,7,13,6,4,3,112,0,0,0,0,0,0,0,0,0,0,0,23,17,70,10,3,6,10,6,4,8,160,25,12,12,0,0,0,0,0,0,8,58,5,17,47,13,4,8,3,4,0,0,97,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,17,53,13,3,3,5,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,29,29,65,9,5,8,5,0,0,6,160,55,0,4,0,0,0,0,0,0,4,70,14,6,19,0,3,3,0,0,0,0,48,0,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,14,8,24,0,3,4,0,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,67,12,29,0,3,7,0,3,0,4,126,60,0,4,0,0,0,0,0,0,3,68,9,3,4,0
202021026,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,6,3,0,0,0,0,0,0,21,23,3,6,0,0,0,0,0,0,4,38,0,3,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,25,8,21,0,0,0,0,0,0,4,55,62,12,8,0,0,0,0,0,0,4,82,3,3,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,67,17,14,0,0,0,0,0,0,4,96,96,3,0,0,0,0,0,0,0,3,103,9,0,0,0
202021027,17,3,0,7,5,27,8,11,94,0,0,0,0,0,0,0,0,0,68,70,10,9,22,8,5,14,5,27,11,82,192,44,16,18,0,0,0,0,0,0,3,88,8,13,13,0,6,0,0,0,0,0,40,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,10,13,0,6,5,0,0,0,0,40,0,0,0,0,0,0,0,0,0,48,50,51,28,33,3,6,5,0,0,0,52,179,105,12,5,0,0,0,0,0,0,4,126,24,7,7,0,0,0,0,0,0,0,36,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,24,9,7,3,0,0,5,0,0,0,47,0,0,0,0,0,0,0,0,0,48,48,125,27,10,0,0,0,5,0,0,50,221,157,3,0,0,3,0,0,0,0,10,168,22,0,0,0
202021028,0,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,4,21,39,9,11,0,0,0,0,0,0,0,63,12,0,10,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,7,7,53,13,21,0,0,0,0,0,0,5,102,124,10,3,0,0,0,0,0,0,3,144,17,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,3,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,3,137,16,6,0,0,0,0,0,0,5,168,192,11,0,0,0,0,0,0,0,3,205,19,0,0,0
202021029,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,19,14,0,3,0,0,0,0,0,0,0,21,3,3,5,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,5,3,6,3,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,17,3,9,3,0,0,3,4,0,0,40,40,5,3,0,0,0,0,0,0,3,57,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,49,5,3,0,0,0,0,0,0,3,68,84,8,0,0,0,0,0,0,0,3,94,13,0,0,0
202021030,14,6,5,14,23,19,4,7,101,0,0,0,0,0,0,0,0,0,0,0,19,5,31,11,7,13,26,16,4,9,147,53,34,26,3,3,0,0,0,0,3,128,11,12,13,0,7,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,13,0,7,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,62,49,34,3,12,0,0,0,0,3,167,113,12,9,0,0,0,0,0,0,7,146,15,4,3,3,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,9,3,4,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,132,17,16,4,0,0,0,0,0,10,179,161,3,3,0,0,0,3,0,0,3,175,30,0,0,0
202021031,5,0,0,0,0,3,4,0,20,0,0,0,0,0,0,0,0,0,0,0,12,7,18,3,5,3,3,3,3,3,52,53,32,16,3,3,3,0,0,0,5,113,8,5,4,0,0,3,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,8,4,0,0,3,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,55,35,24,3,3,10,0,0,0,9,149,135,20,6,0,0,0,3,0,0,3,169,17,3,6,0,0,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,6,0,0,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,156,23,13,0,0,3,3,0,0,3,205,143,4,0,0,0,0,0,0,0,5,151,19,0,0,0
202031032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,10,3,0,0,0,0,0,0,0,0,15,0,0,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,3,5,3,0,0,0,0,0,0,22,30,3,0,0,4,0,0,0,0,3,44,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,35,3,3,0,4,0,0,0,3,3,53,53,0,0,0,0,0,0,0,0,0,53,5,0,0,0
202031033,9,0,3,0,0,3,3,4,20,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,3,0,3,3,4,34,10,3,0,0,0,0,5,0,4,0,22,3,3,13,3,3,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,13,3,3,6,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,15,7,14,3,3,6,3,0,5,0,57,39,3,0,0,0,3,0,0,0,3,48,11,0,6,0,3,0,3,0,0,0,29,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,4,0,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,51,3,6,0,6,3,3,0,0,3,77,100,0,0,0,0,0,0,0,0,6,110,10,0,0,0
203011034,9,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,17,9,12,0,0,0,0,0,0,0,42,27,10,7,3,0,0,0,0,0,3,51,9,5,12,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,38,8,20,3,0,0,0,0,0,3,80,64,5,3,0,0,0,0,0,0,4,78,13,4,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,77,6,14,0,0,0,0,3,0,4,102,86,0,4,0,4,0,0,0,0,3,101,16,0,0,0
203011035,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,13,7,13,9,3,0,3,0,0,7,50,44,12,5,0,3,3,0,0,0,3,70,8,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,53,15,5,0,4,4,0,0,0,7,85,96,8,7,0,0,0,0,0,0,8,123,11,0,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,107,7,9,0,0,0,0,0,0,6,141,140,3,3,0,0,0,0,0,0,9,159,18,0,0,0
203011036,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,5,10,0,0,3,3,0,0,0,30,23,11,8,0,0,0,0,0,0,0,40,0,0,10,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,24,6,16,0,3,0,0,0,0,0,59,56,10,5,0,0,0,0,0,0,5,74,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,65,8,9,0,0,0,0,0,0,5,87,93,4,0,0,0,0,0,0,0,7,98,12,0,3,0
