SA2_MAINCODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
208041194,8,3,37,11,3,20,77,0,3,6,3,0,0,15,6,25,8,7,0,0,49,21,5,17,14,3,0,62,9,3,16,4,3,0,37,146,3,33,10,0,0,195,460,0,60,0,3,0,524,786,3,84,0,3,0,882,246,0,38,0,4,0,293,153,0,32,0,0,0,194,79,0,17,0,0,0,97,58,0,10,0,0,0,68,38,0,10,0,0,0,48,114,0,21,0,0,0,129,36,3,22,11,11,0,79,2160,59,430,52,25,24,2755
208041195,4,3,31,3,0,15,60,0,6,0,0,0,0,8,3,22,20,13,0,3,66,20,6,32,5,4,3,71,23,8,9,0,0,0,36,193,6,35,6,3,0,255,283,3,56,3,8,0,347,608,0,80,3,0,0,692,302,0,47,0,6,0,350,164,0,28,0,0,0,191,96,0,16,0,0,0,116,56,0,18,0,0,0,72,32,0,5,0,0,0,37,67,0,16,0,0,0,85,47,3,30,3,4,6,94,1880,64,419,44,32,31,2481
209011196,0,0,4,0,0,10,17,0,0,0,0,0,0,3,0,22,10,0,4,0,36,3,10,11,3,3,0,26,0,0,8,0,0,0,17,8,0,13,4,0,0,23,155,0,41,4,4,0,201,220,0,36,0,8,0,266,35,0,21,0,0,0,55,4,0,8,0,0,0,13,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,3,8,0,0,0,22,448,39,167,11,18,14,697
209011197,0,6,10,4,0,9,31,0,4,3,9,3,3,17,3,50,12,21,9,3,94,3,7,6,5,3,0,32,4,12,16,0,3,0,33,28,7,20,0,0,0,56,282,4,45,3,0,3,341,378,0,43,0,0,0,426,143,0,14,0,0,0,156,23,0,3,0,0,0,26,4,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,5,0,0,0,10,12,16,8,9,0,0,46,894,105,197,42,24,22,1283
209011198,0,4,26,3,3,13,50,5,0,0,7,0,0,14,3,23,4,4,0,0,41,4,8,10,19,0,0,47,7,8,8,11,0,0,38,42,8,14,15,0,0,78,313,3,57,6,0,0,383,572,0,65,3,7,0,641,224,0,24,0,4,0,250,50,0,0,0,3,0,51,7,0,0,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,10,13,3,5,10,4,0,37,1250,59,221,78,20,22,1656
209011199,3,52,20,0,0,11,95,0,42,0,3,3,0,53,10,326,15,9,0,0,354,3,126,23,6,6,0,166,7,69,26,4,4,5,104,43,92,27,5,4,0,172,421,101,79,4,4,3,622,429,51,76,3,8,0,569,79,10,21,0,3,0,115,18,0,0,0,0,0,17,4,0,3,0,0,0,6,3,0,3,0,0,0,8,0,0,0,0,0,0,0,9,0,3,0,0,0,13,21,63,17,3,0,3,103,1044,947,314,37,27,28,2393
209011200,5,0,21,0,0,16,39,0,0,0,5,0,0,11,3,31,9,0,0,0,42,3,12,11,3,0,0,27,3,9,9,6,0,0,30,46,9,19,3,0,0,70,218,5,38,0,0,0,260,327,6,43,0,0,3,379,190,0,35,0,0,0,227,78,0,18,0,0,0,103,28,0,12,0,0,0,37,14,0,3,0,0,0,18,4,0,0,0,0,0,4,16,0,4,0,0,0,14,14,5,19,0,0,3,39,941,72,233,19,9,22,1298
209011201,0,0,9,0,0,5,16,0,0,0,3,0,0,3,0,0,4,3,0,0,8,3,0,0,3,0,0,8,0,0,7,0,0,0,7,16,0,8,0,0,0,23,88,0,16,0,0,0,104,97,0,11,0,0,0,112,68,0,16,0,0,0,87,42,0,5,0,0,0,57,26,0,0,0,0,0,26,19,0,3,0,0,0,22,8,0,0,0,0,0,4,12,0,3,0,0,0,13,8,0,12,0,0,0,22,396,0,100,13,3,11,519
209011202,0,0,19,0,0,4,30,0,0,0,0,0,0,0,0,25,7,0,0,0,34,5,5,17,3,0,0,26,15,0,14,0,0,0,27,31,3,23,0,3,0,62,240,0,56,0,0,0,300,324,6,49,0,0,0,373,120,0,12,0,0,0,135,11,0,7,0,0,0,15,6,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,0,0,0,0,0,13,12,4,11,0,0,0,28,777,49,214,6,11,11,1059
209011203,3,4,32,3,3,18,59,0,0,0,0,0,0,0,11,40,7,4,0,0,59,3,11,10,0,3,3,38,3,4,10,0,4,0,22,27,9,24,12,55,0,130,199,10,52,7,47,0,317,373,3,54,0,13,0,443,158,8,16,0,6,0,185,25,0,4,0,0,0,32,9,0,0,0,0,0,10,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,11,15,3,15,0,6,0,42,836,91,234,20,139,23,1338
209011204,0,7,12,0,0,5,24,0,5,0,0,0,0,4,0,35,3,5,0,0,47,4,9,9,4,0,0,30,0,14,3,0,0,0,21,15,3,14,3,3,0,44,169,3,45,4,0,0,225,223,8,30,0,3,0,263,32,0,4,0,0,0,39,8,0,0,0,0,0,9,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,9,3,9,0,0,3,30,476,91,138,16,10,16,749
209021205,0,0,14,3,0,9,23,0,0,0,0,0,0,5,3,6,18,0,3,0,37,23,8,25,4,3,0,63,41,3,11,0,4,0,58,59,4,16,3,0,0,78,250,3,42,3,11,0,307,256,3,43,0,4,0,309,80,0,21,4,4,0,110,29,0,14,0,4,0,45,11,0,0,0,0,0,15,8,0,3,0,0,0,13,0,0,3,0,0,0,5,6,0,5,0,0,0,13,15,3,18,0,3,3,40,775,34,235,17,45,12,1115
209021207,12,44,43,3,0,27,128,4,30,8,5,0,0,49,11,355,33,4,3,8,415,30,110,56,6,11,3,211,43,54,25,0,6,0,132,236,42,63,3,11,6,358,1235,59,184,0,21,4,1499,814,35,105,3,9,8,967,114,0,27,0,3,0,139,9,3,10,0,0,0,22,8,0,0,0,0,0,9,4,0,0,0,0,0,4,0,0,0,0,0,0,3,22,0,0,0,0,0,20,54,61,20,6,10,4,163,2597,803,566,32,70,57,4121
209021208,11,12,52,0,3,35,102,0,0,7,3,0,0,12,9,61,20,3,6,0,97,28,26,36,7,0,0,102,38,15,26,3,0,3,78,216,15,58,3,3,0,292,897,17,138,0,29,6,1082,655,10,103,0,13,0,774,109,0,24,0,4,0,135,11,0,3,0,0,0,18,5,0,3,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,22,0,10,0,0,0,30,37,16,26,5,8,8,99,2043,168,497,24,64,52,2849
209021428,10,30,40,0,5,21,105,0,24,3,0,0,0,26,12,181,17,7,0,0,217,63,84,31,17,0,0,199,76,58,24,4,0,0,161,85,29,39,3,7,0,173,466,37,97,3,6,0,612,993,31,100,3,13,3,1144,284,3,34,0,0,0,320,53,0,19,0,0,0,78,18,0,7,0,0,0,28,7,0,0,0,0,0,9,3,0,0,0,0,0,3,14,0,4,0,0,0,17,34,44,19,5,6,3,116,2119,528,426,43,44,33,3198
209021429,5,8,26,3,0,21,63,0,9,3,0,0,0,12,6,35,5,7,3,0,63,8,9,12,3,0,0,40,23,3,15,0,0,0,40,73,4,32,0,0,0,105,300,9,67,0,7,0,378,404,3,70,0,0,3,489,176,0,36,0,0,0,209,39,0,8,0,0,0,52,16,0,0,0,0,0,14,3,0,0,0,0,0,3,5,0,0,0,0,0,8,9,0,3,0,0,0,12,19,3,15,0,0,5,44,1080,87,306,19,19,26,1529
209031209,0,6,27,0,0,14,48,3,4,0,0,0,0,8,3,18,7,12,0,0,43,3,3,13,0,0,0,19,6,4,8,0,0,0,11,8,0,12,0,0,0,25,104,0,49,0,0,0,160,233,0,39,0,0,0,270,119,0,20,0,0,0,144,49,0,10,0,0,0,57,15,0,0,0,0,0,12,3,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,4,0,0,0,9,11,3,13,3,0,0,31,565,37,199,18,5,20,846
209031210,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,17,3,0,0,0,21,0,0,3,0,0,0,3,0,0,5,0,0,0,5,0,0,7,0,0,0,5,15,0,8,0,0,0,24,26,0,7,0,0,0,31,5,0,5,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,52,22,36,0,4,0,116
209031211,0,0,0,0,4,8,13,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,4,0,0,0,11,3,0,6,0,0,0,8,7,0,7,0,0,0,15,15,0,7,0,4,0,26,23,0,3,0,0,0,22,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,66,3,34,0,7,10,113
209031212,0,0,16,0,0,15,33,0,0,0,0,0,0,3,3,0,3,0,0,0,11,0,0,9,0,0,0,6,3,0,7,0,0,0,12,0,0,3,0,0,0,5,10,0,13,0,0,0,19,12,0,6,0,0,0,17,6,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,5,46,0,69,0,4,15,132
209031213,0,0,7,0,0,7,16,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,3,0,0,0,4,36,0,0,0,3,0,37,43,0,12,0,0,0,59,36,0,8,0,0,0,39,12,0,0,0,0,0,18,11,0,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9,143,6,40,0,4,11,210
209031214,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,7,0,0,0,8,3,0,4,0,0,0,3,3,0,4,0,0,0,6,10,0,5,0,0,0,19,21,0,8,0,0,0,28,27,0,8,0,0,0,29,11,0,0,0,0,0,12,8,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,11,0,0,0,15,82,9,62,0,3,3,152
209031215,0,3,16,0,0,11,24,0,0,0,0,0,0,0,0,4,4,0,0,0,13,0,3,3,0,0,0,12,0,3,9,0,0,0,12,10,0,6,0,0,0,16,51,6,26,0,0,0,84,134,0,23,0,0,0,149,57,0,12,0,0,0,62,17,0,3,0,0,0,27,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,19,275,20,110,5,3,13,427
209041216,0,0,6,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,3,0,12,3,7,6,10,8,0,33,3,0,3,7,0,0,10,11,3,3,7,10,0,25,274,3,26,15,14,0,330,165,0,22,0,3,0,189,116,0,14,0,0,0,128,11,0,9,0,0,0,19,3,0,0,3,0,0,7,8,0,0,4,3,0,16,0,0,0,0,0,0,0,8,0,0,0,0,0,8,15,0,3,0,0,0,21,615,15,90,42,39,7,811
209041217,0,3,16,0,0,4,26,0,0,0,0,0,0,5,0,26,12,0,0,0,42,5,7,9,0,0,0,20,0,0,3,0,0,0,6,12,3,8,0,0,0,24,190,0,30,0,3,0,224,169,3,27,0,0,3,203,46,0,12,0,0,0,61,8,0,3,0,0,0,14,0,0,3,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,16,444,45,129,10,15,14,649
209041219,11,9,46,0,0,28,88,3,5,0,0,0,0,3,7,26,7,0,5,0,43,15,18,25,0,4,3,62,12,4,18,0,0,0,40,107,5,27,5,7,0,151,798,8,150,4,45,4,1009,303,6,43,0,4,0,356,29,0,8,0,3,0,42,3,0,4,0,0,0,5,3,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,3,0,0,0,4,12,0,7,0,0,0,15,28,9,27,0,3,3,73,1328,82,369,22,74,37,1916
209041220,4,4,15,0,0,13,37,0,3,0,0,0,0,5,3,7,3,0,0,0,8,0,12,0,3,0,0,18,0,8,13,0,0,0,23,24,3,22,0,0,0,46,445,4,63,0,4,6,530,319,6,27,0,4,0,354,23,3,4,0,0,0,27,7,3,3,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,9,24,3,10,0,3,0,45,858,54,163,7,20,16,1119
209041221,3,4,19,0,0,11,41,0,9,0,0,0,0,10,0,17,8,0,0,0,28,0,16,14,0,0,0,33,0,8,4,0,0,0,14,16,15,20,0,0,0,50,294,11,64,0,4,0,374,233,9,22,3,3,0,276,22,0,0,0,0,0,22,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,9,4,3,3,0,27,591,97,160,13,13,9,887
209041223,0,0,43,3,0,20,66,3,0,0,0,0,0,6,3,22,13,0,0,0,42,15,10,24,8,3,0,61,18,7,23,3,0,0,57,143,6,51,3,10,3,223,737,14,156,3,38,3,951,269,4,53,0,17,0,346,17,0,3,0,4,0,17,9,0,0,0,0,0,5,4,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,15,21,4,31,0,4,10,67,1253,73,403,23,72,38,1868
209041224,0,0,18,0,0,7,26,0,0,0,0,0,0,0,3,3,4,0,0,0,13,5,6,12,0,4,0,19,9,0,13,0,7,0,27,56,5,50,0,0,0,105,361,0,53,3,3,5,429,142,0,28,0,3,0,172,8,0,7,0,0,0,19,3,0,4,0,0,0,3,3,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,11,0,10,3,3,0,26,599,18,201,9,18,10,857
209041225,0,3,9,0,3,8,30,0,3,3,0,0,0,4,3,19,3,0,0,0,30,7,8,12,0,0,0,29,14,0,13,0,0,0,32,30,0,20,0,0,0,50,96,0,22,0,0,0,123,86,0,18,0,0,0,104,13,0,3,0,0,0,9,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,3,0,18,260,38,110,0,14,13,426
209041430,6,0,14,3,0,8,31,0,0,0,0,0,0,0,3,3,3,0,0,0,11,3,0,3,0,0,0,5,0,0,6,0,4,0,10,22,3,9,0,9,0,40,456,3,48,0,3,3,513,676,0,48,0,3,0,732,52,0,13,0,0,0,70,16,0,4,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,3,0,0,0,12,23,0,10,0,0,0,33,1269,10,156,7,18,14,1471
209041431,3,3,15,0,0,9,30,0,3,0,0,0,0,6,0,11,3,0,0,0,20,4,13,4,0,0,0,16,0,7,7,4,0,0,19,30,5,26,0,0,0,68,471,6,67,3,4,0,548,206,12,28,0,10,0,251,8,0,9,0,0,0,21,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,17,3,9,0,0,4,35,759,58,167,10,12,12,1024
209041432,3,3,14,0,0,13,34,0,3,0,0,0,0,3,0,21,3,0,0,0,31,9,19,14,3,0,0,37,8,6,5,0,0,0,19,49,3,30,0,0,0,86,431,6,66,3,12,0,516,99,8,11,0,4,0,129,8,0,0,0,0,0,8,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,23,5,13,0,0,8,49,644,80,163,9,21,18,929
209041433,3,0,4,0,0,3,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,7,0,3,0,18,0,3,3,0,0,0,7,9,10,15,11,0,0,42,268,3,39,0,6,0,309,364,0,22,0,3,3,393,29,0,0,0,0,0,31,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,8,10,0,4,0,0,0,22,704,23,92,16,12,12,862
209041434,0,0,13,0,3,8,25,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,9,0,0,5,0,0,0,3,26,7,6,12,9,0,58,548,10,63,0,6,0,634,576,0,31,0,0,5,612,30,0,3,0,0,0,36,6,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,27,0,8,3,3,5,40,1236,22,138,17,24,16,1449
209041435,0,0,9,0,0,3,7,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,8,0,0,0,3,0,0,7,0,0,4,0,15,0,17,122,3,16,6,3,0,151,338,3,22,0,3,4,371,35,0,5,0,0,0,43,7,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,15,0,12,0,0,0,23,529,9,75,4,21,6,652
209041436,3,0,8,0,0,7,17,0,5,0,3,0,0,8,0,8,3,0,3,0,18,0,6,0,0,0,0,6,0,0,3,0,0,0,4,25,0,9,0,13,0,53,278,0,38,0,4,0,323,298,0,34,0,0,0,341,13,0,6,0,0,0,21,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,8,18,0,10,0,0,3,28,656,24,121,4,21,12,832
209041437,0,0,8,0,0,8,16,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,3,0,4,0,6,4,0,3,0,0,0,3,7,0,4,0,0,0,7,212,0,24,0,0,0,233,213,0,17,0,3,0,236,12,0,5,0,0,0,14,0,0,0,0,0,0,3,6,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,0,3,0,0,0,10,462,0,76,0,10,10,557
210011226,3,0,18,0,0,8,30,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,3,6,0,0,0,15,10,6,10,0,0,0,22,21,0,12,0,0,0,36,189,0,41,0,0,0,227,266,0,42,0,3,3,323,77,0,5,0,0,0,79,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,0,0,0,14,590,16,145,0,7,12,768
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,0,0,14,0,0,6,20,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,6,0,0,0,9,3,0,3,0,0,0,3,0,0,9,0,0,0,12,80,4,21,0,0,0,113,116,0,24,0,3,0,138,34,0,7,0,0,0,39,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,0,4,0,3,0,15,253,5,83,3,8,12,360
210011229,0,0,48,0,4,20,72,0,0,4,0,0,0,5,6,22,5,0,0,0,34,10,11,20,10,0,0,41,5,8,12,0,0,0,28,50,3,34,0,4,0,90,364,7,91,0,9,0,471,568,7,57,0,6,5,637,143,0,17,0,6,0,161,28,0,12,0,0,0,36,8,0,0,0,0,0,10,6,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,10,26,4,19,0,4,0,56,1221,64,312,10,29,30,1672
210011230,0,0,5,0,0,6,16,0,0,0,0,0,0,4,0,16,4,0,0,0,19,3,4,3,0,0,0,13,5,0,4,0,0,0,12,23,3,7,0,0,0,36,103,0,24,0,0,0,132,180,0,31,0,3,0,210,84,0,16,0,0,0,99,43,0,0,0,0,0,46,8,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5,0,0,0,8,12,0,8,0,0,0,21,474,26,110,0,9,6,626
210011231,0,0,13,0,0,8,20,0,0,0,0,0,0,0,0,0,7,0,0,0,13,3,0,10,0,0,0,14,0,0,0,0,0,0,4,9,0,7,0,0,0,19,52,0,24,0,0,0,71,122,0,28,0,0,0,155,99,0,12,0,0,0,111,35,0,8,0,0,0,37,7,0,3,0,0,0,13,3,0,0,0,0,0,3,3,0,0,0,0,0,3,4,0,0,0,0,0,9,4,0,6,0,0,0,12,348,3,120,0,4,10,487
210021232,0,3,13,12,0,11,38,3,4,0,3,0,0,7,0,7,7,0,0,0,20,0,6,10,0,0,0,22,7,0,6,0,3,0,23,21,0,11,3,3,0,36,93,3,41,0,0,0,136,157,0,31,0,0,0,187,77,0,12,0,0,0,90,22,0,0,0,0,0,23,4,0,3,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,4,0,0,0,12,401,27,142,17,7,20,617
210021233,0,0,0,0,0,9,11,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,8,0,0,3,0,4,0,5,4,0,5,0,0,0,10,12,0,10,0,0,0,17,18,0,9,0,0,0,27,11,0,3,0,0,0,12,3,0,0,0,0,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,58,3,39,0,16,9,120
210021234,0,0,6,0,3,5,13,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,25,0,16,0,3,0,44,37,0,9,0,0,0,43,3,0,4,0,0,0,5,4,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,71,0,47,0,9,5,135
210021235,0,0,14,3,5,19,39,0,3,0,9,0,0,15,0,3,16,0,0,0,23,0,3,9,4,3,0,16,6,0,19,0,6,0,24,28,0,18,0,0,0,50,102,4,36,0,0,4,138,61,0,17,0,3,0,79,3,0,3,0,0,0,11,5,0,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,19,212,9,146,18,24,23,432
210031236,3,5,12,0,7,11,42,0,3,0,0,0,0,4,7,54,3,0,0,0,63,36,12,7,0,0,0,62,16,9,3,0,0,0,27,32,5,16,0,0,0,53,104,12,28,0,0,0,149,215,0,40,0,4,0,263,82,0,10,0,3,0,94,14,0,4,0,0,0,17,13,0,0,0,0,0,12,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,7,13,0,5,0,34,536,112,141,5,13,14,823
210031237,4,4,36,0,0,16,58,0,3,3,0,0,0,10,5,17,6,0,0,0,30,13,11,18,0,0,0,44,10,0,17,0,3,0,39,73,10,31,0,10,0,121,309,3,110,3,33,3,462,337,3,58,0,11,3,415,20,0,3,0,0,0,28,3,0,0,0,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,4,0,0,0,10,18,4,29,0,0,6,50,792,54,310,11,69,25,1269
