SA2_MAINCODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
205041094,0,8,23,0,0,10,47,0,8,10,0,0,0,22,13,44,16,0,0,0,77,90,44,41,9,3,0,191,86,3,40,3,0,0,139,101,0,23,0,0,0,130,65,0,11,0,4,0,76,5,0,5,0,0,0,12,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,0,3,0,23,367,126,192,18,8,15,721
205041095,4,50,28,5,6,14,110,11,119,4,5,0,0,134,213,148,61,5,7,7,441,276,102,106,23,16,6,524,127,11,59,4,3,0,206,248,4,63,0,3,4,322,111,3,18,0,3,0,138,16,4,8,3,9,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,26,15,3,3,5,75,1029,466,357,59,52,36,2000
205041096,3,37,26,8,6,15,88,10,70,10,5,0,0,96,125,119,47,3,3,3,298,469,81,91,36,10,3,690,196,14,48,6,5,3,278,192,8,54,3,3,3,261,79,4,8,0,0,0,93,10,0,4,0,0,0,19,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,14,10,12,0,5,0,43,1106,343,304,64,33,27,1880
205041097,3,19,37,3,9,15,82,0,15,7,4,4,0,34,73,141,43,11,7,6,275,234,77,72,12,24,0,419,212,31,77,10,10,6,338,445,10,105,7,5,3,571,501,5,88,0,3,0,598,232,0,20,0,4,0,254,18,0,4,0,0,0,19,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,16,25,4,0,3,72,1737,322,475,47,62,32,2667
205041098,0,0,15,0,0,3,21,0,0,3,0,0,0,5,8,0,6,0,0,0,16,6,0,10,0,0,0,26,19,0,21,0,0,0,42,14,0,14,0,0,0,28,11,0,8,0,0,0,23,5,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,16,71,0,94,0,6,4,183
205051099,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
205051100,0,0,16,0,10,12,41,0,0,4,0,0,0,5,4,0,10,0,4,0,20,9,0,25,0,3,0,38,9,0,12,0,0,0,26,13,0,12,0,0,0,24,5,0,6,0,3,0,18,8,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,12,64,3,86,0,28,16,194
205051101,3,9,24,0,27,39,108,0,11,7,0,0,0,16,29,52,43,0,7,0,135,81,24,57,9,10,0,173,84,3,39,4,3,3,135,171,0,45,0,3,0,224,100,0,22,0,7,0,125,19,0,6,0,0,0,25,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,6,22,0,4,0,44,493,100,263,10,68,49,984
205051102,0,0,30,0,12,20,62,0,0,0,0,0,0,4,7,3,21,0,10,0,47,16,0,21,0,3,0,36,16,0,12,0,9,0,35,31,0,3,0,3,0,43,10,0,4,0,0,0,16,8,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,17,91,3,100,3,47,25,265
205051103,3,25,15,7,4,22,72,7,15,4,5,0,0,28,31,132,16,5,6,3,196,134,74,39,12,6,5,267,138,13,34,6,0,0,194,259,4,40,7,57,3,369,295,3,24,3,49,3,376,180,0,12,0,6,0,202,35,0,3,0,3,0,43,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,20,15,6,9,0,71,1111,285,215,44,138,34,1825
205051104,3,0,34,3,14,24,71,0,3,3,0,0,0,7,3,22,21,5,7,0,60,51,10,32,0,13,0,113,37,0,24,3,5,0,63,60,0,19,0,0,0,82,16,0,7,0,0,0,23,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,4,0,26,169,43,162,19,48,24,458
206011105,10,16,63,4,0,30,126,5,18,3,3,0,0,31,21,132,17,8,4,0,179,59,22,52,8,3,0,140,84,14,30,0,5,0,135,249,5,56,3,10,0,331,596,8,132,0,0,5,747,1284,8,186,0,5,0,1487,865,4,147,0,6,3,1024,501,0,80,0,6,3,588,206,0,41,0,0,0,250,66,0,25,0,4,0,92,37,0,13,0,0,0,49,41,0,13,0,0,0,54,46,14,37,5,4,4,117,4086,246,890,33,41,44,5340
206011106,6,0,33,0,0,9,52,0,3,0,3,0,0,7,3,40,5,3,0,0,56,22,8,9,3,0,0,46,24,7,9,0,0,0,39,102,3,19,3,3,0,130,331,7,55,0,0,0,395,707,5,89,3,4,0,806,506,0,70,0,4,0,572,196,0,35,0,3,0,238,100,0,14,0,0,0,113,26,0,7,0,0,0,33,13,0,4,0,0,0,14,20,0,11,0,0,0,30,30,8,18,0,3,0,55,2079,73,381,20,18,11,2583
206011107,5,11,33,3,0,20,71,3,13,0,3,0,0,19,10,88,11,11,3,3,122,28,39,25,10,3,0,101,64,13,19,0,0,3,94,370,16,42,0,0,0,435,617,13,85,0,3,0,722,501,7,79,3,3,3,590,267,0,31,0,0,0,302,120,0,18,0,3,0,141,36,3,11,0,0,0,48,14,0,9,0,0,0,19,5,0,0,0,0,0,5,16,0,7,0,0,0,21,23,3,12,3,3,3,58,2079,201,383,30,23,34,2757
206011108,0,11,44,0,5,27,92,3,11,4,0,0,0,21,10,85,18,5,0,3,131,35,31,38,6,4,3,109,29,12,20,10,0,0,70,133,21,50,13,8,0,222,526,16,122,0,5,0,671,803,3,119,3,4,4,938,532,6,73,4,4,3,617,157,0,28,0,0,0,191,57,0,9,0,0,0,67,21,0,3,0,0,0,21,0,0,0,0,0,0,0,22,0,0,0,0,0,26,52,8,20,3,3,8,94,2380,195,558,58,46,47,3278
206011109,3,0,17,0,0,11,29,0,3,0,0,0,0,3,0,9,0,0,0,0,12,3,3,7,0,0,0,11,4,0,13,0,0,0,16,29,0,12,0,0,0,43,100,0,37,0,0,0,137,254,0,29,0,0,0,287,91,0,14,0,0,0,107,18,0,3,0,0,0,26,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,5,11,0,3,0,0,0,16,526,20,136,3,3,9,704
206021110,3,6,28,0,0,21,50,0,3,0,0,0,0,4,3,28,7,0,3,0,45,11,5,15,0,0,0,26,17,3,9,0,0,0,32,160,0,11,0,0,0,175,300,0,25,0,3,0,337,197,0,24,0,0,0,225,165,0,15,0,0,0,176,93,0,12,0,0,0,107,54,0,5,0,0,0,59,29,0,3,0,0,0,31,9,0,0,0,0,0,11,11,0,0,0,0,0,11,19,3,16,3,0,4,43,1073,53,172,7,11,21,1340
206021111,3,29,34,0,0,34,108,0,17,4,18,0,3,34,8,162,18,3,3,3,196,33,35,25,3,3,0,105,31,32,12,3,3,0,80,254,10,46,4,3,0,318,375,18,64,6,3,0,467,555,7,126,3,3,0,702,626,0,113,0,3,3,754,412,0,57,0,0,0,475,172,0,25,0,0,0,196,50,0,23,0,0,0,72,24,0,4,0,0,0,26,32,0,6,0,0,0,44,31,18,23,3,3,0,85,2626,341,580,49,31,45,3670
206021112,6,14,28,9,3,22,76,0,16,4,3,0,0,25,11,92,10,3,5,3,123,33,19,27,11,3,0,87,125,15,26,6,3,0,174,363,10,29,9,0,4,418,591,7,92,6,3,6,711,554,3,84,3,0,0,655,416,4,59,0,3,3,478,198,0,16,0,0,0,213,65,0,6,0,0,0,70,22,0,8,0,0,0,29,5,0,0,0,0,0,4,16,0,0,0,0,0,19,38,14,15,3,6,4,74,2452,205,394,46,19,38,3157
206031113,0,75,34,0,3,18,123,3,36,0,0,0,0,45,8,270,8,7,4,5,299,15,92,12,12,5,3,135,19,38,16,0,0,0,67,115,43,21,6,0,3,185,222,64,46,10,13,0,354,417,10,54,0,3,0,489,249,3,39,0,0,0,295,131,0,15,0,0,0,149,60,3,3,0,0,0,73,11,0,10,0,0,0,23,9,0,0,0,0,0,7,10,0,3,0,0,0,14,15,39,13,8,3,3,84,1296,666,280,38,31,33,2348
206031114,11,5,43,0,3,33,97,4,3,3,0,0,0,11,18,29,17,6,0,0,77,26,24,36,19,0,0,114,45,8,22,3,0,0,78,322,9,50,11,4,3,404,927,11,117,10,6,3,1080,945,4,104,3,0,0,1062,352,0,52,0,3,0,406,135,3,5,0,0,0,146,57,0,9,0,0,0,65,26,0,7,0,0,0,28,14,0,3,0,0,0,12,31,0,4,0,0,0,35,50,9,24,9,3,8,100,2953,113,507,72,30,49,3721
206031115,3,49,14,3,0,15,82,3,58,6,0,0,0,70,6,293,10,0,3,0,314,30,151,19,11,0,3,217,31,69,10,0,3,0,113,127,110,22,3,3,0,265,242,52,43,3,0,0,349,578,6,64,3,0,0,661,200,6,47,0,0,0,249,61,0,15,0,0,0,71,32,0,0,0,0,0,31,8,3,0,0,0,0,17,0,0,0,0,0,0,3,7,0,4,0,0,0,12,19,46,10,7,3,0,85,1348,852,265,36,16,25,2531
206031116,6,5,34,3,3,13,66,0,10,0,4,0,0,14,4,115,13,0,0,0,135,23,14,14,5,0,0,53,13,9,8,0,0,0,30,149,3,19,0,3,0,169,290,3,68,0,3,0,367,445,4,61,3,5,3,527,279,0,24,0,0,0,308,120,0,26,0,0,0,145,35,0,10,0,0,0,45,20,0,0,0,0,0,19,10,0,0,0,0,0,10,13,0,0,0,0,0,15,31,21,17,7,0,0,70,1437,178,292,23,11,22,1971
206041117,10,34,71,3,7,35,155,0,56,5,0,0,0,61,8,274,14,0,0,3,307,43,132,28,17,3,4,230,32,64,27,34,3,0,167,334,102,90,57,38,3,628,733,115,143,80,66,4,1150,838,65,170,44,84,3,1213,885,9,166,20,30,3,1112,507,14,76,10,13,0,628,192,3,46,0,3,0,243,102,3,25,0,0,0,132,49,0,16,0,0,0,62,84,0,27,0,9,0,121,55,62,41,16,8,9,198,3875,941,956,287,277,69,6397
206041118,13,0,46,0,0,16,75,0,0,0,0,0,0,0,8,0,0,5,3,0,18,7,13,9,3,0,0,29,7,8,11,3,0,0,27,21,11,11,9,3,0,58,41,11,24,8,0,0,86,544,3,51,3,3,0,600,818,0,54,0,9,0,881,435,0,36,0,3,0,477,252,0,24,0,7,0,285,132,0,18,0,3,0,150,59,0,10,0,0,0,70,94,0,9,0,0,0,103,38,4,10,0,3,3,65,2468,46,309,35,31,24,2913
206041119,6,0,27,0,3,6,44,0,0,0,0,0,0,0,0,5,3,0,0,0,6,4,0,3,0,0,0,6,3,0,3,0,0,0,11,32,0,13,0,0,0,51,118,0,28,0,0,0,142,229,0,42,0,0,0,279,232,0,21,0,3,0,261,130,0,16,0,0,0,147,56,0,10,0,0,0,64,42,0,10,0,0,0,53,21,0,4,0,0,0,22,60,0,12,0,4,0,75,13,0,5,0,0,0,19,953,4,184,8,12,20,1178
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,3,0,13
206041121,0,24,17,5,3,7,49,0,38,0,0,0,0,37,6,235,8,5,0,0,255,14,69,18,19,0,0,119,17,30,15,3,0,0,64,17,28,16,3,0,0,68,148,27,46,4,0,3,229,562,8,68,0,0,0,645,383,3,56,0,4,0,443,181,0,35,0,0,0,215,72,0,9,0,0,0,81,18,5,3,0,0,0,23,9,0,3,0,0,0,16,15,0,0,0,0,0,14,17,20,21,6,4,3,69,1473,488,293,42,16,11,2329
206041122,45,3,238,3,16,47,350,0,0,4,3,0,0,10,23,8,51,3,16,0,98,50,24,79,24,19,0,195,54,5,40,5,3,3,113,135,10,88,7,13,0,253,828,10,181,12,26,8,1056,2651,18,260,25,51,11,3019,2323,15,273,21,50,9,2696,1661,7,263,3,36,4,1972,536,5,89,3,16,5,651,209,0,47,0,8,3,277,87,0,31,0,3,0,115,154,0,42,0,0,0,200,173,3,136,6,23,13,360,8931,108,1809,119,288,110,11371
206041123,11,54,54,7,7,33,162,0,49,0,0,3,0,48,8,341,10,5,3,3,365,25,135,28,17,9,0,214,20,57,23,0,0,0,104,150,94,45,15,11,0,315,429,83,89,18,15,3,642,1168,21,178,7,4,4,1374,897,11,141,0,5,3,1052,371,3,47,0,11,4,440,213,0,44,0,0,0,269,99,0,23,0,0,0,123,46,0,16,0,0,0,61,42,0,26,0,3,0,75,61,49,37,5,8,5,160,3546,885,771,67,77,52,5401
206041124,0,0,14,0,0,6,29,0,0,0,0,0,0,3,3,4,3,8,0,0,16,12,8,5,5,0,0,26,13,0,7,3,0,0,25,17,5,15,9,0,0,46,202,10,18,15,0,0,251,350,0,48,0,3,0,406,185,3,15,0,3,0,209,64,0,10,0,3,0,73,30,0,7,0,0,0,33,32,0,4,0,0,0,37,27,0,6,0,0,0,43,31,0,3,0,0,0,39,20,4,11,17,3,0,47,989,36,170,62,20,13,1283
206041125,0,0,26,0,8,22,53,0,0,0,0,0,0,0,4,0,8,0,0,0,11,4,0,8,0,0,0,10,12,0,7,0,0,0,17,40,0,24,0,4,0,66,214,0,31,0,0,0,248,351,0,47,0,3,0,398,254,0,33,0,3,0,291,111,0,24,0,0,0,138,65,0,11,0,0,0,75,25,0,3,0,0,0,30,21,0,3,0,0,0,25,52,0,18,0,0,0,72,14,0,9,0,5,0,28,1175,0,248,3,27,19,1474
206041126,10,0,88,0,10,25,137,0,0,0,0,0,0,0,8,0,16,0,0,0,32,8,0,20,0,3,0,34,6,0,20,0,0,0,31,24,0,37,0,0,0,66,130,3,38,0,3,3,176,919,0,86,0,4,3,1015,1405,0,158,0,4,4,1569,984,0,88,0,10,0,1084,399,0,37,0,4,0,439,179,0,15,0,0,3,201,92,0,14,0,6,0,111,166,0,18,0,0,0,190,93,0,40,0,11,9,157,4428,3,685,5,60,50,5227
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,7,3,41,0,6,15,69,0,5,3,3,0,0,12,0,97,0,0,0,3,108,3,14,12,0,0,0,34,14,6,12,0,0,0,32,42,3,14,0,0,0,61,138,4,40,0,0,0,189,441,0,69,0,3,0,518,495,0,82,0,3,4,585,346,0,59,0,0,0,407,227,0,41,0,0,0,269,118,0,17,0,0,0,137,78,0,14,0,0,0,86,177,0,32,0,0,0,211,38,15,20,0,3,3,77,2119,152,456,11,21,28,2780
206051129,3,3,21,0,3,12,45,0,3,0,0,0,0,6,4,49,11,0,0,0,65,30,11,16,6,0,3,65,36,3,18,3,0,0,59,213,0,41,0,0,0,251,735,5,79,3,3,0,833,1063,0,118,0,0,4,1181,562,0,79,0,0,3,642,244,0,28,0,0,0,272,109,0,8,0,0,0,115,59,0,16,0,0,0,74,26,0,10,0,0,0,34,76,0,9,0,0,0,83,44,10,14,0,3,3,72,3202,84,470,15,7,25,3809
206051130,3,40,37,0,0,20,100,0,23,0,0,0,0,29,6,252,3,10,0,0,271,0,78,10,5,0,3,100,3,52,10,3,0,0,71,12,22,19,3,0,0,57,46,16,28,0,0,0,91,435,14,60,0,4,0,517,605,6,67,0,0,3,679,458,0,66,0,0,0,524,246,0,21,0,0,0,272,175,0,23,0,0,0,197,94,0,13,0,0,3,106,153,0,18,0,3,0,174,37,25,23,3,3,3,95,2275,539,396,27,11,35,3282
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
206051132,0,26,43,0,7,15,96,0,44,0,3,0,0,48,4,255,3,17,0,6,285,7,108,8,36,4,0,161,3,53,8,31,0,0,97,26,25,22,8,0,0,82,86,23,24,0,4,0,141,449,14,56,3,7,0,530,529,6,75,0,0,0,610,296,3,50,0,3,0,345,184,0,22,0,0,0,207,67,0,10,0,0,0,82,41,0,8,0,0,0,45,79,0,11,0,0,0,91,31,25,17,5,6,3,93,1802,584,359,102,29,38,2910
206051133,11,17,50,4,0,27,111,8,20,3,3,0,0,36,12,236,23,14,0,0,277,55,101,45,61,3,3,276,82,35,29,21,3,5,181,453,29,77,23,5,0,595,1218,22,179,22,12,3,1460,2073,9,220,4,12,11,2329,971,0,121,0,3,5,1101,404,0,77,0,6,0,494,171,0,21,3,0,0,201,96,0,14,0,0,0,112,36,0,10,0,0,0,50,101,0,18,0,0,0,115,81,25,37,10,5,5,164,5790,499,940,158,47,67,7505
206051134,8,17,37,4,0,21,90,0,14,3,0,0,0,20,7,67,17,5,0,0,100,36,29,48,27,3,0,140,57,4,14,3,0,0,79,325,0,55,0,3,3,389,830,3,103,3,3,4,944,1119,7,150,3,0,0,1279,405,0,84,0,0,0,492,201,0,36,0,3,0,246,102,0,25,0,0,0,123,49,0,11,0,0,0,64,19,0,4,0,0,0,26,31,0,3,0,3,0,31,56,5,30,3,0,0,88,3237,144,625,56,21,31,4118
206061135,0,5,22,0,0,14,43,3,0,0,0,0,0,4,0,26,4,31,3,0,70,11,15,10,23,0,0,62,11,5,4,0,0,0,19,50,3,16,0,0,0,64,316,3,39,0,0,0,362,439,0,61,0,0,0,498,182,0,24,0,0,0,212,101,0,16,0,0,0,122,62,0,6,0,0,0,68,34,0,10,0,0,0,49,20,0,7,0,0,0,23,58,0,10,0,0,0,72,20,0,9,5,0,0,32,1311,55,238,62,11,19,1697
206061136,12,17,48,3,0,35,121,0,30,0,0,0,0,32,4,232,15,10,4,3,278,24,55,24,14,7,0,118,28,24,20,0,0,0,77,172,11,51,0,0,0,235,645,18,89,0,4,3,760,1278,9,150,0,5,0,1440,806,0,100,0,4,0,913,447,0,66,0,3,0,515,225,0,33,0,3,0,254,137,0,12,0,0,0,146,58,0,13,0,0,0,74,93,0,17,0,0,0,110,53,35,25,0,3,4,127,3974,434,678,27,33,52,5205
206061137,17,16,62,0,0,20,123,6,35,0,0,0,0,43,6,257,13,0,0,4,283,27,95,18,0,0,0,151,39,52,30,0,3,0,117,125,23,47,0,3,3,200,755,31,113,0,3,3,905,1654,31,170,0,6,6,1869,1121,0,122,0,3,0,1248,709,3,98,0,7,3,817,264,0,29,0,3,0,297,118,0,13,0,0,0,134,66,0,5,0,0,0,70,148,0,23,0,0,0,169,88,37,34,3,3,3,171,5150,578,777,5,41,45,6596
206061138,3,0,64,0,3,25,96,0,0,4,0,0,0,4,4,0,11,0,0,0,12,9,3,9,0,0,0,19,13,0,8,0,0,0,19,54,0,22,0,0,0,76,265,0,39,0,0,0,303,349,0,57,0,0,0,404,273,0,32,0,5,0,310,166,0,30,0,0,0,193,108,0,9,0,0,0,119,49,0,4,0,0,0,54,39,0,7,0,0,0,39,132,0,26,0,0,0,163,29,0,17,0,5,0,51,1484,3,338,3,16,25,1874
206071139,3,5,22,0,0,13,45,0,0,3,0,0,0,9,0,29,3,5,0,0,45,5,6,8,12,0,0,36,11,4,3,18,0,0,41,31,12,18,7,0,0,68,191,3,30,9,12,0,239,574,0,54,0,0,5,636,432,0,61,0,3,0,497,177,0,38,0,0,0,209,105,0,12,0,0,0,114,49,0,6,0,0,0,56,15,0,3,0,0,0,18,17,0,3,0,0,0,27,20,5,5,3,0,3,39,1632,73,270,55,19,24,2073
206071140,0,17,22,0,0,12,45,0,3,3,0,0,0,12,0,43,13,3,0,0,60,13,14,16,7,0,0,47,10,7,12,4,0,0,35,27,8,15,0,0,0,52,78,9,47,0,0,0,128,229,3,62,0,0,3,296,295,0,81,0,0,0,382,231,0,46,0,0,0,282,138,0,32,0,0,0,169,51,0,14,0,0,0,62,43,0,11,0,3,0,56,51,0,8,0,0,0,52,23,3,6,3,0,0,38,1182,102,387,22,11,18,1712
206071141,3,32,7,0,3,5,60,3,33,0,0,0,0,37,3,271,5,6,3,0,297,0,101,5,6,0,0,111,6,81,11,10,0,0,106,47,63,9,17,3,0,142,84,33,31,7,3,0,158,440,23,51,0,0,0,513,402,0,57,0,0,3,463,230,5,36,0,0,0,271,86,0,19,0,0,0,104,50,0,4,0,0,0,58,14,0,4,0,0,0,17,25,0,7,0,0,0,33,19,33,16,0,0,0,70,1420,689,266,51,13,14,2449
206071142,0,29,19,0,0,11,65,0,42,0,0,0,0,49,7,222,9,9,0,0,244,6,147,11,26,0,0,191,3,76,5,20,0,0,105,35,69,18,16,0,0,144,118,61,40,14,0,0,235,208,43,57,0,3,0,314,319,0,62,0,0,3,384,270,0,47,0,0,0,319,136,0,29,0,0,0,164,75,0,18,0,0,0,94,48,0,12,0,0,0,60,63,0,14,0,0,0,76,26,37,15,3,3,3,89,1315,743,350,87,15,30,2537
206071143,3,32,27,4,4,15,89,0,21,0,8,0,0,31,3,205,10,39,10,3,264,12,58,8,11,6,0,95,5,28,10,12,0,0,51,50,10,20,0,0,0,78,198,14,47,11,4,0,276,284,14,57,0,0,0,363,353,3,63,0,0,0,421,296,0,48,0,0,0,345,156,0,38,0,0,0,195,83,0,20,0,0,0,99,48,0,12,0,0,0,57,56,0,13,0,0,0,68,27,30,13,6,3,0,79,1577,410,386,85,30,20,2511
206071144,6,48,60,7,3,23,148,3,98,4,3,0,0,106,13,509,21,9,3,7,569,33,245,28,14,4,3,330,35,101,22,7,0,0,165,141,100,43,0,4,3,299,616,109,142,8,10,0,883,1150,25,161,0,8,0,1344,1034,8,172,0,6,0,1216,838,0,138,0,5,0,975,449,0,64,0,0,3,519,231,0,25,0,3,0,263,126,0,16,0,0,0,144,125,0,14,0,0,0,141,83,58,32,11,6,11,193,4878,1302,941,67,51,56,7301
