SA2_MAINCODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
213011335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,56,76,101,8,11,11,11,10,7,13,310,0,4,56,185,11,16,19,0,0,0,0,0,0,0,12,309,0,5,10,16,6,4,4,3,0,0,3,0,4,0,0,57,0,0,0,0,0,17,8,7,0,0,0,0,3,0,0,39,0,59,17,10,3,3,9,5,0,0,0,0,0,0,4,110,0,29,141,70,3,4,0,0,0,0,0,0,0,0,9,256,0,0,0,0,0,27,10,7,0,0,0,0,0,0,3,43,0,0,0,8,7,15,95,475,23,30,84,205,144,88,39,1197,0,0,0,0,3,11,3,0,0,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,5,11,18,0,0,0,0,38,0,0,0,0,0,3,3,3,0,0,0,3,0,14,0,25,0,0,7,0,5,0,0,0
213011336,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,9,0,0,0,0,10,26,47,58,12,4,0,13,11,4,7,182,0,3,14,27,6,3,3,0,0,0,0,0,0,0,4,54,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,9,0,0,0,0,8,3,3,7,0,0,3,3,0,0,4,32,0,11,0,3,0,0,0,0,0,0,0,0,0,0,3,18,0,4,31,32,3,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,4,0,7,3,0,0,0,0,0,0,17,0,0,0,5,5,9,22,249,10,23,53,71,40,36,32,554,0,0,0,0,3,3,12,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,9,11,12,33,0,4,0,3,75,0,0,0,0,0,0,3,3,3,0,0,0,0,4,0,14,0,0,0,6,0,3,0,0
213011337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,15,36,31,19,7,0,5,3,4,3,4,119,0,0,10,47,0,8,0,0,0,0,0,0,0,0,7,83,0,3,0,3,0,0,4,0,0,0,0,0,0,0,3,21,0,0,0,0,0,6,9,0,0,0,4,0,0,0,0,26,0,18,3,0,0,0,3,0,0,0,0,0,0,0,0,33,0,6,22,13,0,3,0,0,0,0,0,0,0,3,3,61,0,0,0,0,5,31,3,3,0,0,0,0,0,0,0,48,0,0,0,6,8,5,27,101,12,11,24,21,19,15,8,269,0,0,0,0,4,8,10,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,3,13,16,12,0,3,0,0,44,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0
213011338,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,12,0,0,0,0,4,50,81,93,13,12,17,15,25,6,5,317,0,0,19,80,3,19,14,0,3,0,0,0,0,0,4,143,0,7,16,13,0,7,13,3,0,0,0,0,0,0,3,62,0,0,0,0,0,23,21,5,0,0,3,0,5,4,3,58,0,46,19,3,0,0,7,4,0,0,0,0,0,0,4,77,0,60,230,150,22,3,4,0,3,3,4,3,0,0,15,498,0,0,0,0,5,27,17,8,0,0,3,0,3,0,0,60,0,0,0,36,6,25,59,187,17,22,36,52,67,43,17,573,0,0,0,3,11,13,13,11,0,0,3,0,0,0,0,56,0,0,0,0,0,0,3,4,20,39,38,0,0,3,0,105,0,0,0,3,0,0,0,6,5,3,0,0,0,0,0,28,0,0,3,6,0,3,0,3
213011339,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,14,41,41,0,3,13,0,4,7,4,128,0,0,18,93,11,17,15,3,0,0,0,0,4,0,8,171,0,10,11,9,6,19,11,22,8,0,10,3,3,0,3,118,0,0,0,3,0,5,3,7,0,0,0,0,4,0,3,30,0,18,3,7,8,0,7,6,0,0,0,0,0,0,5,53,0,7,19,36,4,4,3,0,0,0,0,0,0,0,6,82,0,0,0,3,0,5,3,3,0,0,0,0,0,0,0,15,0,0,0,36,16,53,205,465,43,48,85,113,100,68,52,1279,0,0,0,0,3,6,5,13,0,0,0,0,0,0,0,26,0,0,0,0,0,0,3,3,0,5,6,0,3,0,0,21,0,0,0,0,0,3,6,5,0,0,0,0,0,0,0,24,0,0,0,3,0,5,0,3
213011340,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,12,29,26,33,5,0,5,4,3,0,3,123,0,5,39,189,23,31,8,0,0,0,0,0,0,0,7,299,0,8,15,30,16,78,22,10,0,3,3,4,0,0,7,209,0,0,0,0,17,23,3,4,0,0,0,0,0,0,0,51,0,29,10,6,4,0,3,0,0,0,0,0,0,0,0,60,0,20,56,94,11,6,5,7,0,0,4,0,9,0,10,216,0,0,0,6,8,23,3,4,0,0,0,0,0,0,0,43,0,0,3,68,51,122,95,102,11,8,8,15,11,10,14,517,0,0,0,0,3,0,7,0,0,0,0,0,3,0,0,20,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,11,0,0,0,0,3,4,11,0,0,0,0,0,0,10,0,24,0,0,0,3,0,6,0,0
213021341,0,0,0,0,6,3,8,5,3,0,0,0,0,0,0,26,0,0,4,0,0,22,41,38,8,5,3,10,8,3,4,159,0,3,18,22,0,6,6,0,0,0,0,0,3,0,0,71,0,3,7,0,0,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,14,0,50,23,4,3,3,8,17,0,5,10,3,0,0,3,131,0,9,22,24,3,3,0,3,0,0,0,0,0,0,3,72,0,0,0,3,4,4,5,0,0,0,0,0,0,0,0,24,0,0,4,11,12,13,19,83,6,3,20,16,19,5,3,210,0,0,0,0,0,3,4,5,3,0,0,0,5,3,3,29,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,8,16,4,11,3,20
213021342,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,16,0,0,0,7,10,40,84,77,7,17,7,10,12,3,6,292,0,3,41,57,6,19,9,0,0,0,0,0,4,0,6,139,0,0,9,14,9,5,4,3,0,0,0,0,5,0,3,50,0,0,0,0,3,16,6,10,0,0,3,0,0,0,0,44,0,29,16,7,0,4,6,5,0,0,0,0,0,3,0,78,0,14,74,101,15,7,4,3,3,7,3,0,0,0,12,233,0,0,0,0,3,8,5,4,0,0,0,0,0,0,0,30,0,0,0,14,7,35,99,287,31,28,54,103,65,42,28,796,0,0,0,0,0,7,28,10,4,0,5,3,0,3,5,60,0,0,0,0,3,0,0,13,0,17,17,3,3,0,3,62,0,0,0,0,3,3,16,0,3,0,0,0,0,0,0,26,0,4,5,15,3,13,4,4
213021343,0,0,0,0,0,0,3,6,0,3,0,0,3,0,0,23,0,0,0,0,5,13,31,38,10,15,0,0,10,4,3,133,0,3,47,58,0,3,6,0,0,0,0,0,0,0,4,126,0,0,3,8,0,0,3,0,0,0,0,0,3,0,0,19,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,9,0,43,14,3,0,0,3,3,3,0,0,8,0,0,7,89,3,36,227,114,3,8,4,0,0,0,0,4,0,0,17,418,0,0,4,0,0,12,16,4,0,0,0,0,0,0,0,37,0,0,0,15,0,8,18,73,6,12,19,31,25,15,3,234,0,0,0,0,0,4,19,23,0,3,5,5,0,0,5,67,0,0,0,0,0,0,0,0,3,7,10,0,5,0,5,27,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,14,0,4,0,6,0,0,4,27
213021344,0,0,0,0,4,4,10,11,4,4,3,0,3,4,0,44,0,0,3,0,7,20,25,20,3,4,12,4,7,6,6,115,0,0,12,28,3,7,3,0,0,0,0,0,0,0,7,64,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,16,0,30,3,4,6,10,7,14,0,3,5,0,0,0,0,85,0,16,98,60,7,0,0,0,0,0,0,0,0,0,15,200,0,0,0,3,10,0,11,10,0,0,0,0,3,0,0,25,0,0,0,10,12,6,33,60,10,7,12,15,20,16,9,219,0,0,0,0,0,0,13,3,4,0,0,7,0,0,0,25,0,0,0,0,0,0,3,3,3,3,5,0,0,0,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,13,6,8,6,26,24
213021345,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,63,53,11,8,10,4,5,13,8,191,0,0,4,16,3,3,9,0,0,0,0,0,0,0,0,39,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,4,5,4,0,0,0,0,0,0,0,17,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,13,22,3,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,9,0,0,0,6,3,18,54,100,6,28,13,20,30,15,3,296,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,15,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,0,6
213021346,0,0,3,3,7,10,3,9,0,0,0,5,0,0,0,44,0,0,0,0,0,18,14,13,0,3,7,8,3,0,4,72,0,0,24,40,3,5,0,0,0,0,0,3,0,0,0,75,0,3,11,6,8,0,0,3,0,0,0,0,0,3,0,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,28,8,9,5,5,11,19,3,0,0,0,0,4,0,84,0,21,43,27,3,0,0,3,0,0,0,0,0,0,0,95,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,4,12,8,4,11,21,4,4,0,5,6,8,0,85,0,0,0,0,0,5,7,3,5,0,0,0,0,0,0,22,0,0,0,0,3,5,4,3,0,0,4,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,12,13,7,16,12
213031347,0,0,0,0,0,4,3,3,0,0,0,4,0,0,0,14,0,0,0,0,28,88,126,141,35,35,36,35,49,34,29,640,0,3,3,22,6,0,15,0,0,0,3,3,0,0,5,60,0,4,0,10,3,3,4,0,0,3,5,5,0,0,3,39,0,0,3,7,0,12,9,3,0,3,3,0,0,0,0,51,0,12,9,3,3,3,0,0,0,0,0,0,0,0,3,41,0,8,35,30,0,0,0,0,0,0,0,0,0,0,3,72,0,0,0,0,7,40,28,15,0,3,5,12,3,0,0,110,0,0,0,8,3,7,80,280,33,41,76,120,112,78,35,880,0,0,0,0,4,17,38,15,0,3,0,3,4,6,3,98,0,0,0,0,0,0,14,3,14,19,14,0,3,0,5,75,0,0,0,0,0,0,3,4,12,4,4,0,0,0,4,33,0,0,0,7,0,0,3,13
213031348,0,0,0,4,3,4,12,4,3,5,6,3,3,0,0,45,0,0,0,0,16,64,85,108,24,47,56,76,95,45,24,633,0,0,20,46,0,4,4,0,0,0,0,0,0,0,5,73,0,0,3,9,3,4,0,0,0,0,0,0,0,0,0,21,0,0,0,0,4,3,3,3,0,0,0,3,0,0,0,21,0,15,8,7,3,0,3,7,3,0,3,5,4,3,3,62,0,7,81,38,6,0,0,0,0,0,0,0,0,0,0,135,0,0,0,3,10,16,13,10,0,3,3,0,0,6,0,67,0,0,0,6,3,16,64,339,20,64,138,153,161,95,36,1099,0,0,0,0,0,12,30,27,7,8,12,9,20,7,3,135,0,0,0,0,0,0,4,9,10,11,16,3,4,3,0,62,0,0,0,0,0,0,6,10,0,3,0,0,0,0,0,21,0,4,0,8,0,3,7,5
213031349,0,0,0,0,0,0,5,3,0,0,0,0,4,0,0,23,0,3,4,0,19,124,120,132,17,31,39,61,91,53,18,706,0,0,10,36,4,6,9,4,0,0,0,0,0,0,3,77,0,0,0,4,0,5,3,6,0,0,0,5,0,0,0,37,0,0,0,0,5,6,3,3,0,0,0,0,0,0,0,25,0,14,5,0,5,0,0,5,0,0,0,0,0,0,3,31,0,7,23,21,7,3,0,0,0,0,3,3,0,0,0,65,0,0,0,3,6,30,19,8,3,0,0,3,3,4,0,86,0,0,0,17,0,10,43,149,19,29,36,57,29,20,8,420,0,0,0,0,0,9,30,4,9,0,0,3,4,4,0,53,0,0,0,0,0,4,6,10,6,11,18,5,4,0,0,61,0,0,0,0,0,3,6,0,0,0,0,0,3,0,0,18,0,0,0,3,3,8,8,3
213031350,0,0,0,3,3,3,7,6,0,0,0,0,0,0,3,31,0,0,0,0,6,19,21,10,4,3,3,0,3,3,4,85,0,0,9,16,0,0,5,0,0,0,0,0,0,0,0,31,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,7,3,6,0,8,4,0,0,0,0,0,0,0,26,0,3,52,58,3,0,0,0,0,0,3,0,0,0,12,128,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,23,0,0,0,4,4,12,15,51,4,13,22,15,10,15,7,161,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,5,6,4,10,6,13
213031351,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,11,0,0,0,0,4,21,25,39,8,4,7,6,20,9,3,148,0,0,20,30,0,3,8,0,0,0,0,0,0,0,0,64,0,0,5,4,3,3,3,0,0,0,0,0,0,0,0,16,0,0,0,0,6,9,0,0,0,0,0,8,0,0,3,31,0,11,5,3,3,3,4,0,0,0,0,0,0,0,0,37,0,0,33,55,4,0,0,0,0,0,0,0,0,0,7,104,0,0,0,0,10,14,6,3,0,0,0,0,0,0,0,38,0,0,0,16,3,9,46,202,24,42,58,73,69,69,14,640,0,0,3,0,3,7,9,6,0,0,4,0,0,0,3,31,0,0,0,0,0,0,0,3,3,14,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,8,7
213031352,0,0,0,3,3,4,9,5,0,0,3,0,0,0,0,49,0,0,0,0,5,20,23,19,10,3,11,3,13,3,7,115,0,0,10,23,0,8,0,0,0,0,0,0,0,0,0,46,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,17,0,4,7,3,4,7,10,8,3,0,0,0,0,3,3,54,0,23,128,130,21,4,3,0,0,0,8,0,0,0,8,327,0,0,0,3,3,3,8,0,0,5,0,0,0,0,0,23,0,0,0,6,0,7,7,32,0,9,7,10,5,3,3,95,0,0,0,0,0,9,7,3,0,0,0,0,0,0,0,23,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,9,22,12
213041353,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,6,6,11,0,0,0,0,0,3,0,24,0,0,0,22,0,3,3,3,0,0,0,0,0,0,5,34,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,9,3,0,0,3,0,0,0,0,16,0,45,26,15,12,4,6,3,0,0,0,0,0,0,3,111,0,0,14,16,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,8,3,3,16,66,3,3,7,26,6,17,10,168,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,8,0,10,4,3
213041355,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,9,0,0,0,0,3,11,20,29,0,3,3,7,0,0,11,86,0,0,8,125,14,19,17,3,0,0,0,0,0,0,4,198,0,3,10,22,8,43,30,37,5,11,9,3,0,0,3,195,0,0,0,0,6,20,13,13,0,9,4,0,0,0,3,77,0,18,9,11,8,3,11,0,0,0,0,0,0,0,0,53,0,0,27,49,4,9,3,0,0,0,0,0,0,0,3,101,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,15,0,0,0,35,15,61,204,419,56,47,31,53,41,30,27,1027,0,0,0,0,0,9,18,3,0,4,3,0,0,0,0,32,0,0,0,7,7,4,0,3,0,5,0,3,0,0,3,25,0,0,0,4,0,12,25,14,3,0,0,0,0,0,0,57,0,0,0,3,0,0,0,6
213041356,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,15,0,0,0,3,0,6,15,15,0,4,4,3,6,3,4,67,0,0,8,45,7,9,21,0,0,0,0,0,3,0,0,93,0,4,11,8,4,12,17,0,0,0,0,0,0,0,4,54,0,0,0,0,0,4,14,13,3,0,0,0,0,0,0,35,0,59,15,11,3,3,4,4,0,0,0,0,0,0,3,109,0,3,19,23,3,0,0,0,0,0,0,0,0,0,3,59,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,18,11,11,34,80,8,0,14,19,7,5,6,216,0,0,3,0,0,4,6,3,0,0,0,0,0,0,0,24,0,0,0,0,0,4,3,3,7,11,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,17,4,5,0,0
213041357,0,0,0,3,0,3,6,3,0,0,0,0,0,0,0,26,0,0,0,0,0,11,20,18,4,0,4,0,0,0,3,59,0,0,6,34,4,4,8,0,0,0,0,0,0,0,0,61,0,0,8,9,3,4,11,4,0,0,0,4,0,0,3,50,0,0,0,0,0,8,9,19,0,5,3,0,0,0,3,58,0,48,17,15,4,6,5,4,0,0,0,0,0,0,3,105,0,3,7,16,0,0,0,0,0,0,0,0,0,0,5,33,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,11,0,3,0,11,5,17,126,386,24,29,37,51,41,32,20,775,0,0,0,0,0,0,12,10,3,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,11,9,0,0,6,0,0,4,0,32,0,3,4,16,4,12,4,5
213041358,0,0,0,0,0,0,7,0,0,0,5,0,3,0,0,15,0,0,0,0,3,3,9,15,3,5,0,3,0,0,4,54,0,0,6,15,0,7,5,0,0,0,0,0,0,0,0,39,0,0,6,7,0,0,16,4,0,0,10,0,0,0,0,47,0,0,0,0,3,13,10,15,5,0,0,0,0,4,0,62,0,17,9,4,5,7,9,0,3,0,0,0,0,0,3,51,0,0,3,12,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,14,5,11,76,189,21,3,14,31,22,10,9,393,0,0,0,0,0,3,9,4,0,6,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,3,5,5,0,10,0,3
213041359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,3,0,0,3,10,0,0,4,0,0,0,16,40,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
213041360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,10,57,50,6,4,10,7,6,11,4,162,0,0,7,64,9,36,21,3,0,0,0,0,0,0,6,146,0,0,8,9,5,34,32,49,16,6,7,5,8,0,3,180,0,0,0,0,3,32,34,13,0,0,0,0,0,0,0,95,0,12,5,3,10,4,6,0,0,0,0,0,0,0,0,50,0,7,16,36,4,0,0,3,0,0,8,0,0,0,3,77,0,0,0,0,7,9,12,0,0,0,0,0,0,0,4,29,0,0,0,25,24,101,351,421,36,36,24,43,34,25,18,1142,0,0,0,0,0,14,30,9,0,3,3,0,3,0,0,71,0,0,0,0,0,9,4,5,3,5,10,0,0,0,0,33,0,0,0,0,0,9,16,13,3,0,0,7,0,9,0,57,0,0,0,6,0,8,3,3
213041461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,3,3,0,0,0,0,0,24,0,0,0,10,0,3,3,0,0,0,0,0,0,0,4,24,0,3,0,3,0,3,4,0,0,0,0,0,0,0,0,20,0,0,0,0,3,11,6,8,0,0,0,0,0,0,0,31,0,13,8,0,0,0,3,0,0,0,0,0,0,0,0,23,0,0,3,4,3,0,0,0,0,0,0,4,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,6,7,12,32,64,6,7,12,12,4,9,3,171,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,0,10,0,13,8,11,19,0,70,0,0,7,0,3,0,0,0
213041462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17,42,0,4,0,3,0,3,0,78,0,0,0,15,0,4,6,0,0,0,0,0,0,0,4,28,0,0,3,9,0,9,10,12,7,6,0,0,4,0,0,70,0,0,0,0,0,15,10,11,0,0,0,0,0,0,0,33,0,0,4,0,0,3,4,0,0,0,0,0,0,0,0,13,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,11,0,0,0,6,4,22,139,192,13,11,26,18,12,12,10,464,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,4,5,3,0,0,0,3,0,17,0,0,0,0,0,0,3,12,0,0,0,0,0,9,0,27,0,0,0,0,0,0,0,0
213041463,0,0,0,3,0,0,6,3,0,0,0,0,0,0,0,17,0,0,0,0,8,28,94,75,14,3,9,5,11,6,8,251,0,0,7,45,9,33,28,3,0,0,0,3,0,0,3,131,0,6,5,11,0,36,41,36,4,10,12,10,0,0,12,181,0,0,0,0,3,36,19,28,0,0,0,0,0,0,3,96,0,19,8,3,4,3,15,0,0,0,0,0,0,0,3,55,0,0,13,29,5,3,0,0,0,0,0,3,0,0,3,53,0,0,0,0,3,23,14,5,0,0,0,0,0,0,0,52,0,0,0,25,22,45,269,291,34,30,44,29,20,20,28,856,0,0,0,0,0,14,32,19,0,0,3,3,6,3,0,81,0,0,0,0,3,3,0,3,6,0,4,3,7,0,0,32,0,0,0,0,0,9,12,5,0,0,16,0,15,16,18,95,0,0,0,6,0,5,0,7
213051361,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,19,0,0,3,0,3,20,38,62,10,9,10,11,10,3,15,189,0,0,14,32,5,4,6,0,0,0,0,0,0,0,0,72,0,0,3,3,9,9,7,3,0,0,0,0,0,0,0,40,0,0,0,0,5,17,22,13,8,0,0,0,0,0,0,68,0,21,15,5,11,3,3,8,0,0,0,0,0,0,0,58,0,5,22,29,12,3,0,11,0,0,0,0,0,0,4,92,0,0,0,0,4,22,12,0,0,0,0,0,0,0,0,35,0,0,0,23,13,44,157,415,29,47,55,58,64,42,41,995,0,0,0,0,5,0,22,16,0,3,0,0,0,0,5,49,0,0,0,0,0,0,3,9,3,0,11,0,0,0,0,26,0,0,0,0,0,0,9,3,7,10,3,0,0,5,0,41,0,0,0,9,4,8,0,0
